event_name,event_period,event_year,study_focus,iso_country_code,cb_region,event_type,classification,summary_statement,publication_year,citation,source,rapid_study,link
"Global drought frequency, duration and intensity",1851-2005,NA,Trend,NA,Global,Drought,More severe or more likely to occur,"""[W]e show that the presence of anthropogenic forcing has increased the drought frequency, maximum drought duration, and maximum drought intensity experienced in large parts of the Americas, Africa, and Asia.""",2021,"Chiang, F. et a.., 2021: Evidence of anthropogenic impacts on global drought frequency, duration, and intensity, Nature Communications, DOI:10.1038/s41467-021-22314-w",Nature Communications,No,https://www.nature.com/articles/s41467-021-22314-w
Droughts across China,2002-2020,NA,Trend,CHN,Eastern and south-eastern Asia,Drought,More severe or more likely to occur,"""The attribution analysis revealed that both climate change and anthropogenic impacts played a dominant role in driving intensified droughts.""",2021,"Deng, S. et al., 2021: Assessment and attribution of China’s droughts using an integrated drought index derived from GRACE and GRACE-FO data, Journal of Hydrology, DOI:10.1016/j.jhydrol.2021.127170",Journal of Hydrology,No,https://www.sciencedirect.com/science/article/abs/pii/S0022169421012208
Changing risk of north-west Europe drought of 1976,1976,1976,Event,NA,Europe,Drought,More severe or more likely to occur,"""No significant change in the probability of an extreme dry winter–spring or an extreme dry summer was found.""",2021,"Baker, L. et al., 2021: Has the risk of a 1976 north-west European summer drought and heatwave event increased since the 1970s because of climate change?, Quarterly Journal of the Royal Meteorological Society, DOI:10.1002/qj.4173",Quarterly Journal of the Royal Meteorological Society,No,https://rmets.onlinelibrary.wiley.com/doi/10.1002/qj.4172?af=R
Flash drought over South China in August 2019,2019,2019,Event,CHN,Eastern and south-eastern Asia,Drought,More severe or more likely to occur,"""[A]nthropogenic climate change has increased the likelihood of onset speed and intensity of the drought event by 24 ± 16% and 37 ± 9%, respectively.""",2021,"Wang, Y. & Yun, X., 2021: Anthropogenic Speeding Up of South China Flash Droughts as Exemplified by the 2019 Summer-Autumn Transition Season, Geophysical Research Letters, DOI:10.1029/2020GL091901",Geophysical Research Letters,No,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2020GL091901
Droughts in northern Central Asia,1958-2014,NA,Trend,NA,Central and southern Asia,Drought,More severe or more likely to occur,"""[W]e show evidence that the drying trend is dominated by anthropogenic change of the atmospheric circulation evinced in the southward shift and weakening of the subtropical westerly jet (SWJ).""",2021,"Jiang , J. & Zhou, T., 2021: Human-Induced Rainfall Reduction in Drought-Prone Northern Central Asia, Geophysical Research Letters, DOI:10.1029/2020GL092156",Geophysical Research Letters,No,https://agupubs.onlinelibrary.wiley.com/doi/10.1029/2020GL092156
Super droughts over East Asia since 1960,NA,NA,Trend,NA,Eastern and south-eastern Asia,Drought,More severe or more likely to occur,"""Super droughts over Transitional Climate Zone peak in the recent two decades, which are primarily driven by the increase in potential evaporation (PET)…It turns out that global warming signal can explain more than 90% of this PET increase.""",2021,"Wang, L. et al., 2021: Super droughts over East Asia since 1960 under the impacts of global warming and decadal variability, International Journal of Climatology, DOI:10.1002/joc.7483",International Journal of Climatology,No,https://rmets.onlinelibrary.wiley.com/doi/abs/10.1002/joc.7483
Increasing drought trends in eastern Africa,1900-2018,NA,Trend,NA,Sub-Saharan Africa,Drought,No discernible human influence,"""We conclude that until now the impact of increasing local temperatures on agricultural drought in eastern Africa is limited.""",2021,"Few, S. F. et al., 2021: Impact of precipitation and increasing temperatures on drought trends in eastern Africa, Earth System Dynamics, DOI:10.5194/esd-12-17-2021",Earth System Dynamics,No,https://esd.copernicus.org/articles/12/17/2021/
Poor rains and food insecurity in southern Madagascar,2019-2021,2019-2021,Event,MDG,Sub-Saharan Africa,Drought,No discernible human influence,"""Based on observations and climate modeling, the occurrence of poor rains as observed from July 2019 to June 2021 in southern Madagascar has not significantly increased due to human-caused climate change.""",2021,"Harrington, L. J. et al., 2021: Attribution of severe low rainfall in southern Madagascar, 2019-21, World Weather Attribution",World Weather Attribution (rapid study),Yes,https://www.worldweatherattribution.org/factors-other-than-climate-change-are-the-main-drivers-of-recent-food-insecurity-in-southern-madagascar/
Rainfall associated with Ottawa River flood,2019,2019,Event,CAN,Northern America,Rain & flooding,More severe or more likely to occur,"""Anthropogenic forcing increased the likelihood of the 30-day high rainfall over Ontario and Quebec that contributed to the 2019 Ottawa River floods by a factor of 2 to 3.""",2021,"Kirchmeier-Young, M. C. et al., 2021: Anthropogenic Contribution to the Rainfall Associated with the 2019 Ottawa River Flood [in “Explaining Extreme Events of 2019 from a Climate Perspective”]. Bull. Amer. Meteor. Soc., DOI:10.1175/BAMS-D-20-0191.1",Bulletin of the American Meteorological Society,No,https://www.ametsoc.net/eee/2019/EEEin2019.pdf
Record-breaking UK daily rainfall in October 2020,2020,2020,Event,GBR,Europe,Rain & flooding,More severe or more likely to occur,"""The record rainfall of the wettest day in year 2020 is estimated to have become about 2.5 times more likely because of human influence.""",2021,"Christidis, N. et al., 2021: Record-breaking daily rainfall in the United Kingdom and the role of anthropogenic forcings, Atmospheric Science Letters, DOI:10.1002/asl.1033",Atmospheric Science Letters,No,https://rmets.onlinelibrary.wiley.com/doi/10.1002/asl.1033
Southern China record-breaking rainfall and temperature event,summer 2020,2020,Event,"CHN,CHN",Eastern and south-eastern Asia,Rain & flooding,More severe or more likely to occur,"""Compared with past climate, the occurrence risk of an event reaching or exceeding the 2020 Meiyu amount under similar atmospheric circulation conditions increased by 5.1 times under the present climate, 80% of which can be attributed to climate change.""",2021,"Ye, T. & Qian, C., 2021: Conditional attribution of climate change and atmospheric circulation contributing to the record-breaking precipitation and temperature event of summer 2020 in southern China, Environmental Research Letters, DOI:10.1088/1748-9326/abeeaf",Environmental Research Letters,No,https://iopscience.iop.org/article/10.1088/1748-9326/abeeaf
Abrupt increase in north-east US extreme rainfall since 1996,NA,NA,Trend,USA,Northern America,Rain & flooding,More severe or more likely to occur,"""The 1996 shift in Northeast EP can be attributed to both climate variability (especially AMV) and anthropogenic forcings (especially GHG), rather than either factor alone.""",2021,"Huang, H. et al., 2021: Rise in Northeast US extreme precipitation caused by Atlantic variability and climate change, Weather and Climate Extremes, DOI:10.1016/j.wace.2021.100351",Weather and Climate Extremes,No,https://www.sciencedirect.com/science/article/pii/S221209472100044X
Extreme precipitation events in Central Asia,1961-2005,NA,Trend,NA,Central and southern Asia,Rain & flooding,More severe or more likely to occur,"""Results indicate that radiative forcing changes, mainly driven by human activities, have significantly augmented the extreme precipitation indices in Central Asia.""",2021,"Zou, S. et al., 2021: Attribution of changes in the trend and temporal non-uniformity of extreme precipitation events in Central Asia, Scientific Reports, DOI:10.1038/s41598-021-94486-w",Scientific Reports,No,https://www.nature.com/articles/s41598-021-94486-w
Extreme rainfall in Hami city in eastern Xinjiang,summer 2018,2018,Event,CHN,Eastern and south-eastern Asia,Rain & flooding,More severe or more likely to occur,"""[T]he fraction of attributable risk (FAR) value was 1.00 when the 2018 July–August RX1day (11.52 mm) was marked as the threshold, supporting the claim of a significant anthropogenic influence on the risk of this extreme rainfall.""",2021,"Zou, S. et al., 2021: An extreme rainfall event in summer 2018 of Hami city in eastern Xinjiang, China, Advances in Climate Change Research, DOI:10.1016/j.accre.2021.10.005",Advances in Climate Change Research,No,https://www.sciencedirect.com/science/article/pii/S167492782100157X
Extreme Meiyu rainfall in eastern China in 2020,2020,2020,Event,CHN,Eastern and south-eastern Asia,Rain & flooding,More severe or more likely to occur,"""[G]reenhouse gas (GHG) emissions have increased the probability by 44% as a result of atmospheric warming and moistening.""",2021,"Zhou, T. et al., 2021: Anthropogenic influence on extreme Meiyu rainfall in 2020 and its future risk, Science China Earth Sciences, DOI:10.1007/s11430-020-9771-8",Science China Earth Sciences,No,https://link.springer.com/article/10.1007/s11430-020-9771-8
Mackenzie river flooding,2012,2012,Event,CAN,Northern America,Rain & flooding,No discernible human influence,"""No significant effect"" of human-caused climate change identified.",2021,"Hirabayashi , Y. et al., 2021: Anthropogenic climate change has changed frequency of past flood during 2010-2013, Progress in Earth and Planetary Science, DOI:10.1186/s40645-021-00431-w",Progress in Earth and Planetary Science,No,https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w
Fraser river flooding,2012,2012,Event,CAN,Northern America,Rain & flooding,More severe or more likely to occur,"""Three snow-induced floods were enhanced [by climate change] (the Fraser in 2012, Sava in 2010, and Volga in 2012), which is due to increased precipitation.""",2021,"Hirabayashi , Y. et al., 2021: Anthropogenic climate change has changed frequency of past flood during 2010-2013, Progress in Earth and Planetary Science, DOI:10.1186/s40645-021-00431-w",Progress in Earth and Planetary Science,No,https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w
Magdalena river flooding,2011,2011,Event,COL,Latin America and the Caribbean,Rain & flooding,More severe or more likely to occur,"""[T]he cause of five flood events (Magdalena in 2011, Amazon in 2012, Amur in 2013, Songhua in 2013, and Indus in 2010) was heavy rainfall, corresponding to the observed significant increases in heavy precipitation on a global scale, which has been shown to be the result of anthropogenic changes.""",2021,"Hirabayashi , Y. et al., 2021: Anthropogenic climate change has changed frequency of past flood during 2010-2013, Progress in Earth and Planetary Science, DOI:10.1186/s40645-021-00431-w",Progress in Earth and Planetary Science,No,https://progearthplanetsci.springeropen.com/articles/10.1186/s40645-021-00431-w
