subcategory,rank,year,name,affiliation,title
"Magazine Writing on Spirits, Wine & Beer",Winner,2005,Natalie Maclean,Ottawa City Magazine,"Waiter, There's a Flaw in My Wine"
"Newspaper Writing on Spirits, Wine & Beer",Winner,2005,Allie Johnson,"The Pitch, Kansas City, MO",Wine Makes Us Wet
Newspaper Feature Writing without Recipes,Winner,2005,Dai Huynh,Houston Chronicle,A Mountain of Hope
"Newsletter Writing on Food, Beverage, Restaurant, and Nutrition",Winner,2005,Gregory S. Walter,Pinot Reports,NA
Magazine Feature without Recipes,Winner,2005,James Lawrence,EatingWell Magazine,"Catch of the Day: Choosing the Right Seafood in a World of Scaremongers, Fishmongers, and Scientists Trolling for Credible Answers"
"Internet Writing on Food, Restaurant, Beverage, or Nutrition",Winner,2005,Jennifer Rosen,Vinchotzi.com,When Corks Attach - They Do It With TCA
Magazine Feature with Recipes,Winner,2005,Julie Powell,Archaeology Magazine,The Trouble with Blood: A Modern Chef Takes on the Challenge of Ancient Cooking
Newspaper or Magazine Reporting on Nutrition or Food-Related Consumer Issues,Winner,2005,Malcolm Gay,"Riverfront Times, St. Louis",Eat Me
Magazine Feature About Restaurants and/or Chefs,Winner,2005,Miles Chapin,Saveur,Through the Doors of Luchow's
Newspaper Section,Winner,2005,Suzanne Martinson,Pittsburgh Post-Gazette,NA
Magazine Column,Nominee,2005,Jeffrey Steingarten,Vogue,"Cooking Large,; To Kill a Woodcock,; Brahmin Miracle Diet"
Magazine Feature About Restaurants and/or Chefs,Nominee,2005,Peter Jon Lindberg,Travel + Leisure,Battle of the Burgers: New York vs. Los Angeles
Magazine Feature with Recipes,Nominee,2005,Raghavan Iyer,EatingWell Magazine,"South Indian with Ease: Aromatic, Simplified Home Cooking with a Tamil Heritage of Spices and Love"
Magazine Feature with Recipes,Nominee,2005,Lynne Sampson,Saveur,Potato World
Magazine Restaurant Review or Critique,Nominee,2005,Jay Cheshes,Gourmet,"Small Wonders,; Miracle on 52nd Street,; Start Spreading the News"
Magazine Restaurant Review or Critique,Nominee,2005,Adam Platt,New York Magazine,"Riingo Is No Star,; Holy Mackerel,; Killer Keller"
"Magazine Writing on Spirits, Wine & Beer",Nominee,2005,Lettie Teague,Food & Wine,Wine Matters - The Latest from Argentina
"Newsletter Writing on Food, Beverage, Restaurant, and Nutrition",Nominee,2005,David Rosengarten,Rosengarten Report,NA
Newspaper Feature Writing About Restaurants and/or Chefs,Nominee,2005,Robert Sietsema,The Village Voice,The 100 Best Italian Restaurants
Newspaper Feature Writing About Restaurants and/or Chefs,Nominee,2005,Robb Walsh,Houston Press,Grande Plans
Newspaper Feature Writing with Recipes,Nominee,2005,Rick Nelson,Star Tribune,The Producers: Berry Bonanza
Newspaper Feature Writing without Recipes,Nominee,2005,Mark Stuertz,Dallas Observer,How Now Mad Cow?
Newspaper Restaurant Review or Critique,Nominee,2005,Dara A Moskowitz Grumdahl,City Pages,"The Many Shades of Red,; Levain Unleavened,; Texture and Snap"
Newspaper Restaurant Review or Critique,Nominee,2005,Charles Ferruzza,"The Pitch, Kansas City, MO","Honky-Tonkin,; Mimi's Playhouse,; French Impressions"
Newspaper Section,Nominee,2005,Susan Puckett,Atlanta Journal-Constitution,NA
Newspaper or Magazine Reporting on Nutrition or Food-Related Consumer Issues,Nominee,2005,Lauren Gard,East Bay Express,"Good Kids, Bad Blood"
Newspaper or Magazine Reporting on Nutrition or Food-Related Consumer Issues,Nominee,2005,Tracie McMillan,City Limits,The Action Diet
Newspaper Feature Writing without Recipes,Nominee,2005,Carol Ness,San Francisco Chronicle,"The New Egg - There's a Dizzying Array of Designer Eggs on the Market, But What Are You Getting for The Extra $?"
Newspaper Column,Nominee,2005,Stephen Lemons,Phoenix New Times,"Lush Luau,; RenFest Retch,; Billy Goat Gruff"
Newspaper Column,Nominee,2005,Lauren Chapin,Kansas City Star,"Cream of the Crop: Sweet Strawberry Memories,; Reaping Rewards from the Sweetest Season,; In-Season Cherries Hard to Top in Cobbler"
"Newspaper Writing on Spirits, Wine & Beer",Nominee,2005,Elliot Essman,"Crosswinds Weekly, Albuquerque, NM",Can the Corona for your Cinco de Mayo Party
"Newspaper Writing on Spirits, Wine & Beer",Nominee,2005,Randall Roberts,"Riverfront Times, St. Louis",Raising the Bar
"Internet Writing on Food, Restaurant, Beverage, or Nutrition",Nominee,2005,Mark Rozzo,Epicurious.com,Going Global: Argentina
"Internet Writing on Food, Restaurant, Beverage, or Nutrition",Nominee,2005,Alexander Lobrano,Epicurious.com,Essential Restaurant Guide: Paris
Magazine Feature Writing About Restaurants and/or Chefs,Nominee,2005,Maile Carpenter,San Francisco Magazine,King of the Mall
Magazine Feature Writing with Recipes,Nominee,2005,Carolynn Carreno,Saveur,Potato World
Magazine Feature Writing with Recipes,Nominee,2005,Margo True,Saveur,Potato World
Magazine Feature Writing without Recipes,Nominee,2005,Mark Schatzker,"Saturday Night, Toronto",Canadian Culture?
Magazine Column,Nominee,2005,Mark Seal,American Way,Celebrated Weekend
"Magazine Writing on Spirits, Wine & Beer",Nominee,2005,Michael Steinberger,Saveur,Kings of the Rhone (Chaves)
"Newsletter Writing on Food, Beverage, Restaurant, and Nutrition",Nominee,2005,Natalie Maclean,Nat Decants Wine E. Newsletter,NA
Newspaper Section,Nominee,2005,Kathleen Stebbins,Reno Gazette Journal,NA
M.F.K. Fisher Distinguished Writing Award,Winner,2005,Mei Chin,Saveur,Eat Drink Mother Daughter
M.F.K. Fisher Distinguished Writing Award,Nominee,2005,Rick Bragg,Bon App̩tit,Back to the Bayou
M.F.K. Fisher Distinguished Writing Award,Nominee,2005,Natalie Maclean,www.nataliemaclean.com,American Idol
"Internet Writing on Food, Restaurant, Beverage, or Nutrition",Nominee,2004,Richard Best,The Frugal Oenophile,The Nose Knows
"Newsletter Writing on Food, Beverage, Restaurant, and Nutrition",Nominee,2004,David Acord,Food Chemical News,NA
"Magazine Writing on Spirits, Wine & Beer",Nominee,2004,Conde Thompson Cox,Northwest Palate,Amazing Gris
Magazine Series,Winner,2004,Robert Sherrill,Saveur,Mother Milk
Magazine Series,Winner,2004,Ann Herolo,Saveur,Mother Milk
Magazine Series,Winner,2004,Anne Mendelson,Saveur,Mother Milk
Newspaper Series,Nominee,2004,Elizabeth Lee,Atlanta Journal-Constitution,School Lunches: Good Choices?
Magazine Feature Writing About Restaurants and/or Chefs,Nominee,2004,Bruce Schoenfeld,Wine Spectator,Wolfgang Puck: Up Close and Personal with L.A.'s $375 Million Chef
Magazine Feature Writing About Restaurants and/or Chefs,Nominee,2004,Victor Hazan,Town & Country,The Best Restaurant in Italy?
Newspaper Feature Writing About Restaurants and/or Chefs,Nominee,2004,Pableaux Johnson,Gambit Weekly (New Orleans),End of the Lines?
Newspaper Feature Writing About Restaurants and/or Chefs,Nominee,2004,Jim Dixon,"Willamette Week (Portland, OR)",Yeast of Burden
Magazine Feature Writing with Recipes,Nominee,2004,George Semler,Saveur,Land of the Marching Cooks
Newspaper Feature Writing with Recipes,Nominee,2004,Walter Nicholls,Washington Post,The All-American Pan
M.F.K. Fisher Distinguished Writing Award,Nominee,2004,John T. Edge,Oxford American,The Gathering Place
Magazine Feature without Recipes,Nominee,2004,Thomas Estabrook,Gourmet,The Bitter and the Sweet
Newspaper Feature Writing without Recipes,Winner,2004,Kim Severson,The San Francisco Chronicle,A Lot of Cooks in the MRE Kitchen
"Newspaper Food Section with Circulation 300,000 and Above",Winner,2004,Miriam Morgan,San Francisco Chronicle,NA
M.F.K. Fisher Distinguished Writing Award,Winner,2004,Natalie Maclean,nataliemaclean.com,Calling the Shots
"Newspaper Food Section with Circulation Under 300,000",Winner,2004,Jill Wendholt Silva,The Kansas City Star,NA
Magazine Feature without Recipes,Nominee,2004,Anya Von Bremzen,Travel & Leisure,Tastes of Italy
"Magazine Writing on Spirits, Wine & Beer",Winner,2004,Colman Andrews,Saveur,Treasures of the Land
"Newsletter Writing on Food, Beverage, Restaurant, and Nutrition",Winner,2004,Cole Danehower,Oregon Wine Report,NA
Magazine Series,Winner,2004,David A Nussbaum,Saveur,Mother Milk
Magazine Restaurant Review or Critique,Nominee,2004,Caroline Bates,Gourmet,NA
Magazine Restaurant Review or Critique,Winner,2004,Alan Richman,GQ,NA
Magazine Feature About Restaurants and/or Chefs,Winner,2004,Pete Wells,Food & Wine Magazine,A Chef At Peace
"Magazine Writing on Spirits, Wine & Beer",Nominee,2004,"Lyn Farmer CSW, WSET",The Wine News,Family Matters: A Community of Champagne Firms Holds on to its Heritage
"Newsletter Writing on Food, Beverage, Restaurant, and Nutrition",Nominee,2004,David Rosengarten,The Rosengarten Report,NA
Newspaper Feature Writing without Recipes,Nominee,2004,John Kessler,Atlanta-Journal Constitution,DeKalb Farmers Market: Table to the World
Newspaper Feature Writing without Recipes,Nominee,2004,David Shaw,Los Angeles Times,Who Let This Dog Out?
Newspaper Restaurant Review or Critique,Nominee,2004,Craig LaBan,Philadelphia Inquirer,NA
Newspaper Restaurant Review or Critique,Nominee,2004,Tom Sietsema,The Washington Post,NA
Newspaper Series,Nominee,2004,Lee S. Dean,"Star Tribune, Minneapolis",A Healthier You
"Newspaper Writing on Spirits, Wine & Beer",Nominee,2004,Charles D. Martin,Cincinnati Enquirer,Myth of the Mint Julep
"Newspaper Writing on Spirits, Wine & Beer",Nominee,2004,Michael Apstein,The Boston Globe,Vintage Port Perfect for Special Occasions
"Newspaper, Magazine or Internet Reporting on Consumer Issues, Nutrition, and/or Health",Nominee,2004,Trudy Lieberman,The Nation,Hungry in America
"Newspaper, Magazine or Internet Reporting on Consumer Issues, Nutrition, and/or Health",Nominee,2004,Nancy Nichols,D Magazine,Death on the Half Shell
Magazine Feature with Recipes,Winner,2004,Pete Wells,Food & Wine Magazine,Captain Bacon
"Newspaper Food Section with Circulation 300,000 and Above",Nominee,2004,Lee S. Dean,Star Tribune (Minneapolis),NA
Newspaper Feature Writing About Restaurants and/or Chefs,Winner,2004,Russ Parsons,Los Angeles Times,"Chef's Ideas, Fresh From the Market"
"Internet Writing on Food, Nutrition, Travel, Restaurant, and Beverage",Winner,2004,Natalie Maclean,nataliemaclean.com,"Dining in the Wild, Wild West"
"Newspaper, Magazine or Internet Reporting on Consumer Issues, Nutrition, and/or Health",Winner,2004,Allison Cleary,"EatingWell, The Magazine of Food & Health","Razing the Pyramid: Piece by Piece, Harvard's Walter Willett is Dismantling Nutrition Dogma That Has Fueled the Obesity Epidemic and Contributed to 'Millions of Deaths'"
"Newspaper Writing on Spirits, Wine & Beer",Winner,2004,Barbara Hansen,Los Angeles Times,"Mezcal: Good Drink, Bad Rap"
Magazine Restaurant Review or Critique,Nominee,2004,Brad A. Johnson,Modern Luxury Publications: Angeleno & Riviera,NA
Magazine Series,Nominee,2004,Jane Stern,Gourmet,"Crab Cakes Be Damned, Give Us Stuffed Ham,; Nuts for the Northwest,; Burritos, Rellenos, and Tamales-Oh MY!"
Newspaper Feature Writing with Recipes,Nominee,2004,Melissa Clark,The New York Times,A Yak Attack on Beef and Bison
Magazine Feature without Recipes,Winner,2004,Julie Powell,Bon Appetit,People and Places: Julia Knows Best
Magazine Feature with Recipes,Nominee,2004,Jeffrey Steingarten,Vogue Magazine,Praise the Lard
Newspaper Restaurant Review or Critique,Winner,2004,Alison A. Cook,Houston Chronicle,NA
Magazine Series,Nominee,2004,Corby Kummer,The Atlantic Monthly,"Back to Grass,; A New Chestnut,; Big Organic, Small Organic"
Newspaper Feature Writing with Recipes,Winner,2004,Leslie Brenner,Los Angeles Times,Forget What You Know: This is Gazpacho
Newspaper Series,Winner,2004,Bill Ward,"Star Tribune, Minneapolis",Cucina Italiana
M.F.K. Fisher Distinguished Writing Award,Nominee,2004,Reggie Nadelson,Departures,Hawaiian Fish Tales
"Newspaper Food Section with Circulation 300,000 and Above",Nominee,2004,Michalene Busico,Los Angeles Times,NA
"Newspaper Food Section with Circulation Under 300,000",Nominee,2004,Rebecca Salner,San Jose Mercury News,NA
"Newspaper Food Section with Circulation Under 300,000",Nominee,2004,Judy Evans,St. Louis Post-Dispatch,NA
"Internet Writing on Food, Restaurant, Beverage, or Nutrition",Nominee,2004,Hillel Cooperman,Tastingmenu.com,Bagels
"Magazine Writing on Spirits, Wine & Beer",Nominee,2003,Roger Angell,The New Yorker,Dry Martini
Newspaper Feature Writing About Restaurants and/or Chefs,Nominee,2003,Charles Perry,Los Angeles Times,Splendid Dives
"Magazine Writing on Spirits, Wine & Beer",Nominee,2003,Stephen Beaumont,Saveur,A Beer Called Lambic
Magazine Series,Nominee,2003,Corby Kummer,The Atlantic Monthly,Artisan Food Producers
Magazine Restaurant Review or Critique,Winner,2003,Tanya Wenman Steel,Bon Appetit,New York Rising
"Internet Writing on Food, Nutrition, Travel, Restaurant, and Beverage",Winner,2003,Natalie Maclean,www.nataliemaclean.com,Lady Sings the Booze
"Newspaper Writing on Spirits, Wine & Beer",Nominee,2003,Matt Lee,The New York Times,"On Maderia, Bottled Treasure"
Newspaper Series,Nominee,2003,Robb Walsh,Houston Press,"The Future of Fusion: Noodle Grazing,; Thai Raid,; Asian Cajuns"
Newspaper Restaurant Review or Critique,Winner,2003,Jason Sheehan,"Westword, Denver","Man with a Plan,; Deli Dally,; Life on the Line"
"Newspaper Food Section with Circulation Under 300,000",Winner,2003,Judy Evans,St. Louis Post-Dispatch,NA
"Magazine Writing on Spirits, Wine & Beer",Winner,2003,Lyn Famer,The Wine News,House Style: Fashioning Champagnes That Resonate With the Makers' Mark
"Newsletter Writing on Food, Beverage, Restaurant, and Nutrition",Nominee,2003,Cole Danhower,Oregon Wine Report,NA
"Newsletter Writing on Food, Beverage, Restaurant, and Nutrition",Nominee,2003,Natalie Maclean,Nat Decants Wine Newsletter,NA
"Internet Writing on Food, Nutrition, Travel, Restaurant, and Beverage",Nominee,2003,Steven Shaw,www.egullet.com,Hungary on the Redneck Riviera
"Internet Writing on Food, Nutrition, Travel, Restaurant, and Beverage",Nominee,2003,Michael Steinberger,www.slate.msn.com,Cold Shower: How to Spit with the Wine Pros
M.F.K. Fisher Distinguished Writing Award,Nominee,2003,Bruce Schoenfeld,Gourmet Magazine,The Next Reign in Spain
M.F.K. Fisher Distinguished Writing Award,Nominee,2003,Lucia Adams,Pasta Magazine,The Quest for the Perfect Sauce
"Newspaper Food Section with Circulation 300,000 and Above",Nominee,2003,Dave Michaels,The Arizona Republic,NA
"Newspaper Food Section with Circulation Under 300,000",Nominee,2003,Suzanne Martinson,Pittsburgh Post-Gazette,NA
M.F.K. Fisher Distinguished Writing Award,Winner,2003,Lettie Teague,Food & Wine,Secret Life of a Sommelier
Magazine Feature Writing with Recipes,Nominee,2003,Megan Weatherall,Saveur,The Land of Lamb
"Newspaper Food Section with Circulation Under 300,000",Nominee,2003,Kathleen Purvis,The Charlotte Observer,NA
"Newspaper Writing on Spirits, Wine & Beer",Winner,2003,Rod Smith,Los Angeles Times,Winegrowing Season: Waiting for the Valley to Inhale
Magazine Restaurant Review or Critique,Nominee,2003,Amy Rosen,EnRoute,Canada's Best New Restaurants
Newspaper Restaurant Review or Critique,Nominee,2003,Jill Posey-Smith,"Riverfront Times, St. Louis","Paradise Regained,; Pepper Rally,; Perfection Is Possible"
"Newspaper, Magazine or Internet Reporting on Consumer Issues, Nutrition, and/or Health",Nominee,2003,Bruce Porter,Gourmet Magazine,The Nature of the Beast
"Newspaper Writing on Spirits, Wine & Beer",Nominee,2003,Ted Lee,The New York Times,"On Maderia, Bottled Treasure"
"Newspaper Writing on Spirits, Wine & Beer",Nominee,2003,Charles D. Martin,The Cincinnati Enquirer,Bourbon's Secret is in the Barrel
Magazine Feature without Recipes,Winner,2003,Bill Buford,The New Yorker,The Secret of Excess
"Newspaper, Magazine or Internet Reporting on Consumer Issues, Nutrition, and/or Health",Nominee,2003,Thomas Estabrook,Gourmet Magazine,The Wild and the Farmed
Newspaper Series,Winner,2003,Kim Severson,San Francisco Chronicle,"Turkey Training Camp: The Most American of Meals Draws Rookies: The Bay Area's Worst Cooks Vie for a Chance to Learn with a Pro,; The Challenge Begins: Our Winner Learns to Plan, Shop and Prep,; Countdown to Thanksgiving: Our Training Camp Recruit Tack"
Newspaper Feature Writing without Recipes,Winner,2003,Kim Severson,San Francisco Chronicle,High Stakes: Bay Area at the Forefront of the Big-Bucks Battle Between Backers of Grass-Fed Beef and Traditional Cattlemen
Newspaper Feature Writing with Recipes,Nominee,2003,Tara Duggan,San Francisco Chronicle,Salad Feng Shui: Balance and Simplicity Lead to a Harmonious Plate of Greens
Newspaper Feature Writing with Recipes,Nominee,2003,Kim Severson,San Francisco Chronicle,Heart & Soul of an Inn: Manka's Margaret Grade Turns an Old Hunting Lodge on Its Head
Magazine Restaurant Review or Critique,Nominee,2003,Alan Richman,GQ,"Miss Hurley Would Like a Pair of Chopsticks,; The Man Who Devoured 55th Street,; Alan Richman Gets His Tongue around Something Chinese"
Magazine Feature Writing without Recipes,Nominee,2003,Frances Lefkowitz,Body and Soul Magazine,Savoring the Landscape
Magazine Feature Writing without Recipes,Nominee,2003,Lou Schuler,Men's Health,The New Rules of Fat
Newspaper Feature Writing without Recipes,Nominee,2003,Charles D. Martin,The Cincinnati Enquirer,Minding his Pews & 'Que
Newspaper Feature Writing without Recipes,Nominee,2003,Patricia Talorico,"The News Journal, New Castle, DE",Flat-Out Delicious
Magazine Feature About Restaurants and/or Chefs,Winner,2003,Bruce Feiler,Gourmet,The Therapist at the Table
Magazine Feature About Restaurants and/or Chefs,Nominee,2003,Joe Dolce,Gourmet Magazine,Vital Organs
Newspaper Feature Writing with Recipes,Winner,2003,Candy Sagon,Washington Post,9x13: In Praise of the Perfect Pan
