year,title,series,anthology,format,number,novelization,setting,stardate_start,stardate_end,detailed_date,section,primary_entry_year,footnote
2370,Dyson Sphere,TNG,NA,book,50,FALSE,primary,47321.6,NA,NA,NA,NA,NA
2370,Necessary Evil,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Infiltrator,TNG,NA,book,42,FALSE,primary,47358.1,NA,NA,NA,NA,NA
2370,Inheritance,TNG,NA,episode,NA,FALSE,primary,47410.2,NA,NA,NA,NA,NA
2370,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 12 Section 1,2374,NA
2370,Second Sight,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Into the Nebula,TNG,NA,book,36,FALSE,primary,NA,NA,NA,NA,NA,293
2370,The Pet,DS9,YA,book,4,FALSE,primary,NA,NA,NA,NA,NA,294
2370,Devil in the Sky,DS9,NA,book,11,FALSE,primary,47384.1,NA,NA,NA,NA,295
2370,Parallels,TNG,NA,episode,NA,FALSE,primary,47391.2,NA,NA,NA,NA,NA
2370,Sanctuary,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Life Itself is Reason Enough,TNG,NA,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Rivals,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Arcade,DS9,YA,book,5,FALSE,primary,NA,NA,NA,NA,NA,296
2370,The Pegasus,TNG,NA,episode,NA,FALSE,primary,47457.1,NA,NA,NA,NA,297
2370,Loose Ends,NF,NL,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,The Alternate,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Homeward,TNG,NA,episode,NA,FALSE,primary,47423.9,47427.2,NA,NA,NA,NA
2370,Q-Squared,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,Track B; 2364-[Track A]; 2366-[Track C]; 2265-[Track A: Ch 12],NA,298
2370,Sub Rosa,TNG,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Armageddon Game,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Lower Decks,TNG,NA,episode,NA,FALSE,primary,47566.7,NA,NA,NA,NA,NA
2370,Field Trip,DS9,YA,book,6,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Whispers,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Thine Own Self,TNG,NA,episode,NA,FALSE,primary,47611.2,NA,NA,NA,NA,NA
2370,Balance of Power,TNG,NA,book,33,FALSE,primary,NA,NA,NA,NA,NA,299
2370,Paradise,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Gypsy World,DS9,YA,book,7,FALSE,primary,NA,NA,NA,NA,NA,300
2370,Foreword,NA,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Masks,TNG,NA,episode,NA,FALSE,primary,47615.2,47618.4,NA,NA,NA,NA
2370,Shadowplay,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Dragon's Honor,TNG,NA,book,38,FALSE,primary,47616.2,NA,NA,NA,NA,301
2370,Eye of the Beholder,TNG,NA,episode,NA,FALSE,primary,47622.1,47623.2,NA,NA,NA,NA
2370,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 8 Section 16-17, 6 Section 11, 2 Section 18",2374,NA
2370,Playing God,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Highest Score,DS9,YA,book,8,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Genesis,TNG,NA,episode,NA,FALSE,primary,47653.2,NA,NA,NA,NA,NA
2370,Profit and Loss,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,"Whatever You Do, Don't Read This Story",TNG,SNW,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,The Best and the Brightest,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,"""Year Two,"" Ch 4-6 ""Blood Oath""",2369,NA
2370,Ancient History,ST,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,302
2370,I Am Klingon,TNG,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Firstborn,TNG,NA,episode,NA,FALSE,primary,47779.4,NA,NA,NA,NA,NA
2370,The Maquis Part 1,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Bloodlines,TNG,NA,episode,NA,FALSE,primary,47829.1,47831.8,NA,NA,NA,NA
2370,The Maquis Part 2,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 10 Section 9, 6 Section 12, 8 Section 18",2374,NA
2370,Cardassian Imps,DS9,YA,book,9,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Emergence,TNG,NA,episode,NA,FALSE,primary,47869.2,NA,NA,NA,NA,NA
2370,The Wire,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Antimatter,DS9,NA,book,8,FALSE,primary,NA,NA,NA,NA,NA,303
2370,The Naked Truth,TNG,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Preemptive Strike,TNG,NA,episode,NA,FALSE,primary,47941.7,47943.2,NA,NA,NA,NA
2370,Rogue Saucer,TNG,NA,book,39,FALSE,primary,NA,NA,NA,NA,NA,304
2370,Crossover,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Dawn,ST,SNW,story,NA,FALSE,primary,47581.2,NA,NA,NA,NA,305
2370,All Good Things...,TNG,NA,book,NA,TRUE,primary,47988.1,NA,NA,"Ch 1-2, 3 Section 1, 4, 4, 5 Section 1, 8 Section 4, 9, 10 Section 1, 12 Section 2, 13, 14 Section 1, 15 Section 6, 16 Section 1-3, 17 Section 3-4, 18 Section 1-2, 20 Section 2-4, 21 Section 3, 23 Section 2, 24 Section 2, 5, 8, 11, 14, 25 Section 2, 26; 3.5 billion years ago-Ch 20 Section 5; 2079-[Ch 11 Section 6, 12 Section 1, 25 Section 1; 2364-[Ch 3 Section 3, 6 Section 2, 7, 8 Section 1-3, 11 Section 5, 15 Section 2-5, 16 Section 4, 18 Section 3, 20 Section 6, 21 Section 1-2, 23 Section 3, 5, 24 Section 1, 4, 7, 10, 13]; 2395-[Ch 3 Section 2, 5 Section 2-3, 6 Section 1, 10 Section 2-3, 11 Section 1-4, 14 Section 2-3, 15 Section 1, 16 Section 5, 17 Section 1-2, 18 Section 4, 19, 20 Section 1, 21 Section 4, 22, 23 Section 1, 4, 24 Section 3, 6, 9, 12, 15]",NA,NA
2370,The Collaborator,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Space Camp,DS9,YA,book,10,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,Tribunal,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2370,The Second Artifact,DS9,NA,story,NA,FALSE,primary,NA,NA,NA,2370-[Second Interlude],NA,NA
2370,The Jem'Hadar,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,The Second Artifact,DS9,NA,story,NA,FALSE,secondary,NA,NA,NA,Second Interlude,2370,NA
2371,The Name of the Cat,TOS,SNW,story,NA,FALSE,secondary,NA,NA,NA,Section 2-3,2278,NA
2371,Doctors Three,ST,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,306
2371,Intellivore,TNG,NA,book,45,FALSE,primary,48022.5,NA,NA,NA,NA,NA
2371,The Search,DS9,NA,book,NA,TRUE,primary,48212.4,NA,NA,NA,NA,307
2371,The Best and the Brightest,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,"""Year Three,"" Ch 7-9",2369,NA
2371,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 12 Section 2-5,2374,NA
2371,The Peacemakers,TNG,SNW,story,NA,FALSE,primary,NA,NA,NA,"Section 2, 4-5, 7; July 21, 1889-[section one]; July 24, 1889-[section three]; June 19, 1929-[section six]",NA,NA
2371,Proud Helios,DS9,NA,book,9,FALSE,primary,NA,NA,NA,NA,NA,308
2371,Day of Honor 1: Ancient Blood,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,309
2371,The House of Quark,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Tears for Eternity,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,"Section 1, 2; c. 52, 267-[final section]",NA,310
2371,The Third Artifact,VOY,NA,story,NA,FALSE,primary,NA,NA,NA,"(after ""Caretaker"")-[Third Interlude]",NA,NA
2371,A Q to Swear By,TNG,SNW,story,NA,FALSE,primary,NA,NA,NA,"1864-[""Pine Mountain""]",NA,311
2371,Double Helix 4: Quarantine,TNG,NA,book,54,FALSE,primary,NA,NA,NA,NA,NA,312
2371,Crossover,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,313
2371,Equilibrium,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 12 Section 6-8,2374,NA
2371,Kahless,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,"Prologue, Ch 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21;23, 25, 27, 29, 31, 33, 35, 37, Epilogue; circa AD 800-[Ch 2, 4, 6, 8, 10, 12, 14, 16;18, 20, 22, 24, 26, 28, 30, 32, 34, 36]",NA,NA
2371,The Captain's Table 2: Dujonian's Hoard,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,The Tale,NA,NA
2371,The Abandoned,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Flight 19,TNG,SNW,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,House of Cards,NF,NA,book,1,FALSE,secondary,NA,NA,NA,Two years earlier: Selar,2373,NA
2371,Do Comets Dream?,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Second Skin,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Tooth and Claw,TNG,NA,book,60,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Perchance to Dream,TNG,NA,book,NA,FALSE,primary,48501.9,NA,NA,NA,NA,NA
2371,Morning Bells Are Ringing,TNG,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Civil Defense,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,The Captain's Table 2: Dujonian's Hoard,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,"""Madigoor""; 2371-[""The Tale""]",NA,314
2371,Meridian,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Passages of Deceit,TNG,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 12 Section 9-10,2374,NA
2371,Invasion! 2: The Soldiers of Fear,TNG,NA,book,41,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Star Trek: Generations,TNG,NA,book,NA,TRUE,primary,48632.4,48650.1,NA,Ch 6-16; 2293-[Ch 1-5],NA,315
2371,The Best and the Brightest,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,"""Summer,"" Ch 10",2369,316
2371,Tribble in Paradise,TNG,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,317
2371,Reflections,TOS,SNW,story,NA,FALSE,primary,48649.7,NA,NA,NA,NA,318
2371,Remembering the Future,ST,SNW,story,NA,FALSE,primary,NA,NA,NA,Section 1; 1930-[ Section 2-7]; 2267-[ Section 8-9],NA,319
2371,Rocket Man,ST,SNW,story,NA,FALSE,primary,NA,NA,NA,"Section 2; 2372-[ Section 3, 5, 7, 9, 11, 1, 4, 6, 8, 10, 12-13]",NA,320
2371,Full Circle,TNG,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,321
2371,Solemn Duty,TNG,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,The Best and the Brightest,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,"Prologue, Ch 11",2369,NA
2371,The Change of Seasons,TNG,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Defiant,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,The Wake,TOS,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Triangle: Imzadi 2,TNG,NA,book,NA,FALSE,primary,NA,NA,NA,"""Then...""; 2374-[""Now...""]",NA,NA
2371,Future Shock,TNG,SNW,story,NA,FALSE,secondary,NA,NA,May 7,final entry,2368,322
2371,Fascination,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 12 Section 11,2374,NA
2371,Past Tense Part 1,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Past Tense Part 2,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Federation,NA,NA,book,NA,FALSE,secondary,NA,NA,May 28,Part Four: Ch 3,2366,NA
2371,The Ashes of Eden,ST,NA,book,NA,FALSE,secondary,NA,NA,NA,"Prologue, Epilogue",2293,NA
2371,The Return,NA,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,323
2371,Avenger,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,Prologue,2373,NA
2371,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,Ch 6 Section 13,2374,NA
2371,The Badlands,VOY,NA,book,NA,FALSE,primary,48305.8,NA,NA,NA,NA,324
2371,Caretaker,VOY,NA,book,NA,TRUE,primary,48315.6,NA,NA,NA,NA,NA
2371,Pathways,VOY,NA,book,NA,FALSE,secondary,NA,NA,NA,"Ch 8 Section 19, 12 Section 12, 6 Section 14",2374,325
2371,The Third Artifact,VOY,NA,story,NA,FALSE,primary,NA,NA,NA,Third Interlude,NA,NA
2371,Final Entry,VOY,SNW,story,NA,FALSE,secondary,NA,NA,June 7,thirteenth entry,2353,326
2371,Command Code,VOY,DS,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Parallax,VOY,NA,episode,NA,FALSE,primary,48439.7,NA,NA,NA,NA,NA
2371,The Escape,VOY,NA,book,2,FALSE,primary,NA,NA,NA,"Ch 1-3, 4 Section 1, 8-11, 12 Section 1, 13-16, 17 Section 2, 18, 19 Section 1, 20-22, 24; circa 307, 600 BC-[Ch 4 Section 2, 5-7, 23 Section 1]; circa 444, 800, 000 BC-[Ch 12 Section 2, 17 Section 1, 19 Section 2, 23 Section 2]",NA,NA
2371,Terra Tonight,TNG,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Ragnarok,VOY,NA,book,3,FALSE,primary,NA,NA,NA,NA,NA,327
2371,The Ones Left Behind,VOY,SNW,story,NA,FALSE,primary,NA,NA,June,"first entry; January, 2372-[second entry]; February, 2373-[third entry]; June, 2374-[fourth-fifth entries]; July, 2374-[sixth-seventh entries]",NA,328
2371,Time and Again,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Violations,VOY,NA,book,4,FALSE,primary,NA,NA,NA,NA,NA,329
2371,Uninvited Admirals,VOY,SNW,story,NA,FALSE,secondary,NA,NA,NA,fourth flashback,2376,NA
2371,Final Entry,VOY,SNW,story,NA,FALSE,secondary,NA,NA,June 19,fourteenth entry,2353,NA
2371,Life Support,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Incident At Arbuk,VOY,NA,book,5,FALSE,primary,48531.6,NA,NA,NA,NA,330
2371,The Orb of Opportunity,DS9,PAC,story,NA,FALSE,primary,NA,NA,NA,NA,NA,331
2371,Phage,VOY,NA,episode,NA,FALSE,primary,48532.4,NA,NA,NA,NA,NA
2371,Heart of Stone,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,The Cloud,VOY,NA,episode,NA,FALSE,primary,48546.2,NA,NA,NA,NA,NA
2371,Destiny,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Eye of the Needle,VOY,NA,episode,NA,FALSE,primary,48579.4,NA,NA,NA,NA,NA
2371,Prophet Motive,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Ex Post Facto,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Visionary,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Emanations,VOY,NA,episode,NA,FALSE,primary,48623.5,NA,NA,NA,NA,NA
2371,Infinite Bureaucracy,DS9,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Prime Factors,VOY,NA,episode,NA,FALSE,primary,48642.5,NA,NA,NA,NA,NA
2371,State of Flux,VOY,NA,episode,NA,FALSE,primary,48658.2,NA,NA,NA,NA,NA
2371,Distant Voices,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Touched,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Through the Looking Glass,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Heroes and Demons,VOY,NA,episode,NA,FALSE,primary,48693.2,48710.5,NA,NA,NA,NA
2371,Improbable Cause,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Cathexis,VOY,NA,episode,NA,FALSE,primary,48734.2,48735.9,NA,NA,NA,NA
2371,The Die is Cast,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,The Best and the Brightest,TNG,NA,book,NA,FALSE,secondary,NA,NA,NA,"""Year Four,"" Ch 12, Epilogue",2369,NA
2371,Faces,VOY,NA,episode,NA,FALSE,primary,48784.2,NA,NA,NA,NA,NA
2371,Explorers,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Jetrel,VOY,NA,episode,NA,FALSE,primary,48832.1,48840.5,NA,NA,NA,NA
2371,The Laertian Gamble,DS9,NA,book,12,FALSE,primary,NA,NA,NA,NA,NA,332
2371,Family Business,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Learning Curve,VOY,NA,episode,NA,FALSE,primary,48846.5,48859.3,NA,NA,NA,NA
2371,Shakaar,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,The Murdered Sun,VOY,NA,book,6,FALSE,primary,48897.1,NA,NA,NA,NA,333
2371,Facets,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Through the Looking Glass,NF,NL,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,The Long Night,DS9,NA,book,14,FALSE,primary,NA,NA,NA,"Ch 1-27, Epilogue; 1571-[Prologue]",NA,NA
2371,The Adversary,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,Station Rage,DS9,NA,book,13,FALSE,primary,NA,NA,NA,NA,NA,334
2371,Projections,VOY,NA,episode,NA,FALSE,primary,48892.1,NA,NA,NA,NA,NA
2371,Objective: Bajor,DS9,NA,book,15,FALSE,primary,NA,NA,NA,NA,NA,335
2371,Elogium,VOY,NA,episode,NA,FALSE,primary,48921.3,NA,NA,NA,NA,NA
2371,Invasion! 3: Time's Enemy,DS9,NA,book,16,FALSE,primary,NA,NA,NA,NA,NA,336
2371,Invasion! 4: The Final Fury,VOY,NA,book,9,FALSE,primary,NA,NA,NA,NA,NA,337
2371,Twisted,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2371,The 37's,VOY,NA,episode,NA,FALSE,primary,48975.1,NA,NA,NA,NA,NA
2372,Saratoga,DS9,NA,book,18,FALSE,primary,NA,NA,NA,NA,NA,338
2372,"Good Night, Voyager",VOY,SNW,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Initiations,VOY,NA,episode,NA,FALSE,primary,49005.3,NA,NA,NA,NA,NA
2372,Wrath of the Prophets,DS9,NA,book,20,FALSE,primary,NA,NA,NA,NA,NA,339
2372,Non Sequitur,VOY,NA,episode,NA,FALSE,primary,49011,NA,NA,NA,NA,NA
2372,The Way of the Warrior,DS9,NA,book,NA,TRUE,primary,49011.4,NA,NA,NA,NA,NA
2372,The Ones Left Behind,VOY,SNW,story,NA,FALSE,secondary,NA,NA,January,second entry,2371,NA
2372,Ghost of a Chance,VOY,NA,book,7,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,The Visitor,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Parturition,VOY,NA,episode,NA,FALSE,primary,49068.5,NA,NA,NA,NA,NA
2372,Cybersong,VOY,NA,book,8,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Hippocratic Oath,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Bless the Beasts,VOY,NA,book,10,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Indiscretion,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,The Tempest,DS9,NA,book,19,FALSE,primary,NA,NA,NA,NA,NA,340
2372,Rejoined,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Persistence of Vision,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Little Green Men,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Tattoo,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Starship Down,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Mosaic,VOY,NA,book,NA,FALSE,primary,NA,NA,NA,"Ch 1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21, 23; 2339-[Ch 2]; 2344-[Ch 4]; 2347-[Ch 6]; 2349-[Ch 8]; 2353-[Ch 10, 12]; 2353-[Ch 14 Section 1]; 2355-[Ch 14 Section 2]; 2357-[Ch 16]; 2358-[Ch 18]; 2359-[Ch 20]; 2365-[Ch 22]",NA,341
2372,Cold Fire,VOY,NA,episode,NA,FALSE,primary,49164.8,NA,NA,NA,NA,NA
2372,The Sword of Kahless,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Maneuvers,VOY,NA,episode,NA,FALSE,primary,49208.5,NA,NA,NA,NA,NA
2372,Ship of the Line,TNG,NA,book,NA,FALSE,primary,NA,NA,May,Ch 8-25; 2278-[Ch 1-5]; 2368-[Ch 6-7]; 2373-[Ch 26],NA,342
2372,Letting Go,VOY,DS,story,NA,FALSE,secondary,NA,NA,NA,Section 1,2374,NA
2372,Resistance,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Our Man Bashir,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Broken Oaths,DS9,PAC,story,NA,FALSE,primary,NA,NA,NA,NA,NA,343
2372,Homefront,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Paradise Lost,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Reflections,NA,TLOD,story,NA,FALSE,primary,NA,NA,NA,"Section 1, 3-4, 6-8; 2352-[ Section 2]; 2367-[ Section 5]",NA,NA
2372,Trapped in Time,DS9,YA,book,12,FALSE,primary,NA,NA,NA,"Ch 1-3, 12-13; June 1-3, 1944-[Ch 4-11]",NA,344
2372,The Garden,VOY,NA,book,11,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Prototype,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Letting Go,VOY,DS,story,NA,FALSE,secondary,NA,NA,NA,Section 2,2374,NA
2372,Alliances,VOY,NA,episode,NA,FALSE,primary,49337.4,NA,NA,NA,NA,NA
2372,Crossfire,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Threshold,VOY,NA,episode,NA,FALSE,primary,49373.4,NA,NA,NA,NA,NA
2372,On the Rocks,VOY,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Day of Honor 2: Armageddon Sky,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,345
2372,Day of Honor 3: Her Klingon Soul,VOY,NA,book,NA,FALSE,primary,49588.4,NA,NA,NA,NA,NA
2372,Return to Grace,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Meld,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,The Heart of the Warrior,DS9,NA,book,17,FALSE,primary,NA,NA,NA,NA,NA,346
2372,The Sons of Mogh,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Dreadnought,VOY,NA,episode,NA,FALSE,primary,49447,NA,NA,NA,NA,NA
2372,Death Wish,VOY,NA,episode,NA,FALSE,primary,49301.2,NA,NA,NA,NA,NA
2372,Bar Association,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,The 34th Rule,DS9,NA,book,23,FALSE,primary,NA,NA,NA,NA,NA,347
2372,Chrysalis,VOY,NA,book,12,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Accession,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Lifesigns,VOY,NA,episode,NA,FALSE,primary,49504.3,NA,NA,NA,NA,NA
2372,The Smallest Choices,TOS,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Investigations,VOY,NA,episode,NA,FALSE,primary,49485.2,NA,NA,NA,NA,NA
2372,The Captain and the King,NA,EL,story,NA,FALSE,primary,NA,NA,NA,2365-[Andorian story],NA,348
2372,Deadlock,VOY,NA,episode,NA,FALSE,primary,49548.7,NA,NA,NA,NA,NA
2372,Rules of Engagement,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Rocket Man,ST,SNW,story,NA,FALSE,secondary,NA,NA,NA,"Section 3, 5, 7, 9, 11, 1, 4, 6, 8, 10, 12-13",2371,349
2372,Innocence,VOY,NA,episode,NA,FALSE,primary,49578.2,NA,NA,NA,NA,NA
2372,Hard Time,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Shattered Mirror,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Trial By Error,DS9,NA,book,21,FALSE,primary,NA,NA,NA,NA,NA,350
2372,Best Tools Available,DS9,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,The Bottom Line,DS9,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,351
2372,The Muse,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,The Thaw,VOY,NA,episode,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Promise Made,DS9,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,For the Cause,DS9,NA,book,NA,FALSE,primary,NA,NA,NA,NA,NA,NA
2372,Adventures in Jazz and Time,TNG,SNW,story,NA,FALSE,primary,NA,NA,NA,NA,NA,352
2372,Tuvix,VOY,NA,episode,NA,FALSE,primary,49655.2,49678.4,NA,NA,NA,NA
2372,Resolutions,VOY,NA,episode,NA,FALSE,primary,49690.1,49694.2,NA,NA,NA,NA
