rank,position,hand,player,years,total_goals,status,yr_start,season,age,team,league,season_games,goals,assists,points,plus_minus,penalty_min,goals_even,goals_power_play,goals_short_handed,goals_game_winner,headshot
121,RW,Right,Milan Hejduk,1998-13,375,Retired,1998,2011-12,35,COL,NHL,81,14,23,37,-12,14,8,6,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
121,RW,Right,Milan Hejduk,1998-13,375,Retired,1998,2012-13,36,COL,NHL,29,4,7,11,-7,0,2,2,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/hejdumi01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1969-70,20,LAK,NHL,59,13,23,36,-16,8,11,2,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1970-71,21,LAK,NHL,19,2,5,7,5,2,2,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1971-72,22,LAK,NHL,74,21,29,50,-11,2,18,3,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1972-73,23,LAK,NHL,67,28,31,59,0,2,23,4,1,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1973-74,24,LAK,NHL,70,28,33,61,1,2,20,5,3,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1974-75,25,LAK,NHL,60,27,33,60,26,6,18,6,3,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1975-76,26,LAK,NHL,80,33,40,73,0,8,23,5,5,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1976-77,27,LAK,NHL,78,30,55,85,10,6,17,13,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1977-78,28,LAK,NHL,80,37,36,73,-4,2,25,9,3,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1978-79,29,LAK,NHL,80,36,51,87,-20,16,19,13,4,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1979-80,30,TOT,NHL,81,26,53,79,-13,14,22,3,1,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1979-80,30,LAK,NHL,69,20,48,68,-20,12,18,2,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1979-80,30,NYI,NHL,12,6,5,11,7,2,5,0,1,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1980-81,31,NYI,NHL,78,23,37,60,4,0,18,4,1,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1981-82,32,NYI,NHL,67,15,17,32,-3,10,9,1,5,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1982-83,33,NYI,NHL,75,19,20,39,9,8,12,2,5,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1983-84,34,NYI,NHL,71,22,24,46,6,8,17,0,5,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1984-85,35,TOT,NHL,68,15,26,41,-20,8,10,2,3,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1984-85,35,NYI,NHL,29,2,5,7,-12,2,1,0,1,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
122,C,Left,Butch Goring,1969-85,375,Retired,1969,1984-85,35,BOS,NHL,39,13,21,34,-8,6,9,2,2,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/gorinbu01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,1988-89,18,VAN,NHL,80,30,29,59,-10,41,19,10,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,1989-90,19,VAN,NHL,73,21,30,51,-17,43,13,6,2,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,1990-91,20,VAN,NHL,80,33,37,70,-25,65,15,16,2,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,1991-92,21,VAN,NHL,80,31,44,75,3,101,24,6,1,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,1992-93,22,VAN,NHL,84,33,39,72,19,64,25,8,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,1993-94,23,VAN,NHL,84,32,29,61,6,73,20,10,2,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,1994-95,24,VAN,NHL,48,18,22,40,-5,40,9,9,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,1995-96,25,VAN,NHL,82,33,47,80,6,42,20,12,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,1996-97,26,VAN,NHL,49,9,31,40,5,27,5,2,2,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,1997-98,27,TOT,NHL,67,17,21,38,-14,82,10,5,2,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,1997-98,27,VAN,NHL,42,7,14,21,-13,49,5,2,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,1997-98,27,NYI,NHL,25,10,7,17,-1,33,5,3,2,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,1998-99,28,NYI,NHL,82,18,29,47,-14,32,9,8,1,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,1999-00,29,MTL,NHL,50,13,17,30,-3,34,9,4,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,2000-01,30,TOT,NHL,69,15,22,37,0,60,9,6,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,2000-01,30,MTL,NHL,57,12,21,33,-2,52,6,6,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,2000-01,30,WSH,NHL,12,3,1,4,2,8,3,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,2001-02,31,TOT,NHL,80,13,24,37,-5,71,10,3,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,2001-02,31,WSH,NHL,16,1,2,3,-2,6,0,1,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,2001-02,31,VAN,NHL,64,12,22,34,-3,65,10,2,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,2002-03,32,VAN,NHL,71,19,22,41,-1,30,14,4,1,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,2003-04,33,VAN,NHL,82,14,22,36,-6,26,10,4,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,2005-06,35,VAN,NHL,82,7,9,16,3,15,5,1,1,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,2006-07,36,VAN,NHL,80,12,13,25,-6,34,7,5,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
123,RW,Right,Trevor Linden,1988-08,375,Retired,1988,2007-08,37,VAN,NHL,59,7,5,12,0,15,5,0,2,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindetr01.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2005-06,22,BUF,NHL,81,25,23,48,-11,72,14,11,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2006-07,23,BUF,NHL,82,43,41,84,47,40,28,15,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2007-08,24,BUF,NHL,82,36,28,64,-5,64,17,19,0,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2008-09,25,BUF,NHL,73,40,24,64,-1,44,18,20,2,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2009-10,26,BUF,NHL,71,28,25,53,9,42,18,10,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2010-11,27,BUF,NHL,80,32,41,73,2,24,21,11,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2011-12,28,BUF,NHL,78,26,35,61,-6,52,16,10,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2012-13,29,BUF,NHL,38,20,21,41,-1,20,10,9,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2013-14,30,TOT,NHL,78,27,41,68,7,46,19,8,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2013-14,30,BUF,NHL,13,4,5,9,-5,4,3,1,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2013-14,30,NYI,NHL,47,17,27,44,4,34,12,5,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2013-14,30,MTL,NHL,18,6,9,15,8,8,4,2,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2014-15,31,MIN,NHL,80,21,31,52,-6,37,16,5,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2015-16,32,MIN,NHL,74,18,23,41,-10,22,12,6,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2016-17,33,TOT,NHL,68,17,31,48,-5,22,12,5,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2016-17,33,DET,NHL,48,15,23,38,2,16,10,5,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2016-17,33,FLA,NHL,20,2,8,10,-7,6,2,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2017-18,34,TOT,NHL,80,24,32,56,-3,36,20,4,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2017-18,34,VAN,NHL,61,17,24,41,-12,28,13,4,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2017-18,34,CBJ,NHL,19,7,8,15,9,8,7,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
124,LW,Right,Thomas Vanek,2005-19,373,Retired,2005,2018-19,35,DET,NHL,64,16,20,36,-12,26,12,4,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/vanekth01-2015.jpg
125,LW,Left,Dany Heatley,2001-15,372,Retired,2001,2001-02,21,ATL,NHL,82,26,41,67,-19,56,19,7,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/heatlda01-2015.jpg
125,LW,Left,Dany Heatley,2001-15,372,Retired,2001,2002-03,22,ATL,NHL,77,41,48,89,-8,58,21,19,1,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/heatlda01-2015.jpg
125,LW,Left,Dany Heatley,2001-15,372,Retired,2001,2003-04,23,ATL,NHL,31,13,12,25,-8,18,8,5,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/heatlda01-2015.jpg
125,LW,Left,Dany Heatley,2001-15,372,Retired,2001,2005-06,25,OTT,NHL,82,50,53,103,29,86,25,23,2,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/heatlda01-2015.jpg
125,LW,Left,Dany Heatley,2001-15,372,Retired,2001,2006-07,26,OTT,NHL,82,50,55,105,31,74,30,17,3,10,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/heatlda01-2015.jpg
125,LW,Left,Dany Heatley,2001-15,372,Retired,2001,2007-08,27,OTT,NHL,71,41,41,82,33,76,28,13,0,8,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/heatlda01-2015.jpg
125,LW,Left,Dany Heatley,2001-15,372,Retired,2001,2008-09,28,OTT,NHL,82,39,33,72,-11,88,24,15,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/heatlda01-2015.jpg
125,LW,Left,Dany Heatley,2001-15,372,Retired,2001,2009-10,29,SJS,NHL,82,39,43,82,14,54,20,18,1,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/heatlda01-2015.jpg
125,LW,Left,Dany Heatley,2001-15,372,Retired,2001,2010-11,30,SJS,NHL,80,26,38,64,8,56,14,11,1,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/heatlda01-2015.jpg
125,LW,Left,Dany Heatley,2001-15,372,Retired,2001,2011-12,31,MIN,NHL,82,24,29,53,2,28,16,8,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/heatlda01-2015.jpg
125,LW,Left,Dany Heatley,2001-15,372,Retired,2001,2012-13,32,MIN,NHL,36,11,10,21,-12,8,8,3,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/heatlda01-2015.jpg
125,LW,Left,Dany Heatley,2001-15,372,Retired,2001,2013-14,33,MIN,NHL,76,12,16,28,-18,18,8,4,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/heatlda01-2015.jpg
125,LW,Left,Dany Heatley,2001-15,372,Retired,2001,2014-15,34,ANA,NHL,6,0,0,0,-3,0,0,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/heatlda01-2015.jpg
126,C,Right,Eric Lindros,1992-07,372,Retired,1992,1992-93,19,PHI,NHL,61,41,34,75,28,147,32,8,1,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindrer01.jpg
126,C,Right,Eric Lindros,1992-07,372,Retired,1992,1993-94,20,PHI,NHL,65,44,53,97,16,103,29,13,2,9,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindrer01.jpg
126,C,Right,Eric Lindros,1992-07,372,Retired,1992,1994-95,21,PHI,NHL,46,29,41,70,27,60,22,7,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindrer01.jpg
126,C,Right,Eric Lindros,1992-07,372,Retired,1992,1995-96,22,PHI,NHL,73,47,68,115,26,163,32,15,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindrer01.jpg
126,C,Right,Eric Lindros,1992-07,372,Retired,1992,1996-97,23,PHI,NHL,52,32,47,79,31,136,23,9,0,7,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindrer01.jpg
126,C,Right,Eric Lindros,1992-07,372,Retired,1992,1997-98,24,PHI,NHL,63,30,41,71,14,134,19,10,1,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindrer01.jpg
126,C,Right,Eric Lindros,1992-07,372,Retired,1992,1998-99,25,PHI,NHL,71,40,53,93,35,120,29,10,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindrer01.jpg
126,C,Right,Eric Lindros,1992-07,372,Retired,1992,1999-00,26,PHI,NHL,55,27,32,59,11,83,16,10,1,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindrer01.jpg
126,C,Right,Eric Lindros,1992-07,372,Retired,1992,2001-02,28,NYR,NHL,72,37,36,73,19,138,24,12,1,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindrer01.jpg
126,C,Right,Eric Lindros,1992-07,372,Retired,1992,2002-03,29,NYR,NHL,81,19,34,53,5,141,10,9,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindrer01.jpg
126,C,Right,Eric Lindros,1992-07,372,Retired,1992,2003-04,30,NYR,NHL,39,10,22,32,7,60,7,3,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindrer01.jpg
126,C,Right,Eric Lindros,1992-07,372,Retired,1992,2005-06,32,TOR,NHL,33,11,11,22,-3,43,7,4,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindrer01.jpg
126,C,Right,Eric Lindros,1992-07,372,Retired,1992,2006-07,33,DAL,NHL,49,5,21,26,-1,70,4,1,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/lindrer01.jpg
127,RW,Right,Rick Kehoe,1971-85,371,Retired,1971,1971-72,20,TOR,NHL,38,8,8,16,-1,4,6,2,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kehoeri01.jpg
127,RW,Right,Rick Kehoe,1971-85,371,Retired,1971,1972-73,21,TOR,NHL,77,33,42,75,-12,20,31,2,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kehoeri01.jpg
127,RW,Right,Rick Kehoe,1971-85,371,Retired,1971,1973-74,22,TOR,NHL,69,18,22,40,19,8,15,3,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kehoeri01.jpg
127,RW,Right,Rick Kehoe,1971-85,371,Retired,1971,1974-75,23,PIT,NHL,76,32,31,63,18,22,28,3,1,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kehoeri01.jpg
127,RW,Right,Rick Kehoe,1971-85,371,Retired,1971,1975-76,24,PIT,NHL,71,29,47,76,9,6,24,5,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kehoeri01.jpg
127,RW,Right,Rick Kehoe,1971-85,371,Retired,1971,1976-77,25,PIT,NHL,80,30,27,57,-5,10,23,7,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kehoeri01.jpg
127,RW,Right,Rick Kehoe,1971-85,371,Retired,1971,1977-78,26,PIT,NHL,70,29,21,50,-18,10,22,7,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kehoeri01.jpg
127,RW,Right,Rick Kehoe,1971-85,371,Retired,1971,1978-79,27,PIT,NHL,57,27,18,45,14,2,20,7,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kehoeri01.jpg
127,RW,Right,Rick Kehoe,1971-85,371,Retired,1971,1979-80,28,PIT,NHL,79,30,30,60,-3,4,23,7,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kehoeri01.jpg
127,RW,Right,Rick Kehoe,1971-85,371,Retired,1971,1980-81,29,PIT,NHL,80,55,33,88,-8,6,35,20,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kehoeri01.jpg
127,RW,Right,Rick Kehoe,1971-85,371,Retired,1971,1981-82,30,PIT,NHL,71,33,52,85,-27,8,16,17,0,1,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kehoeri01.jpg
127,RW,Right,Rick Kehoe,1971-85,371,Retired,1971,1982-83,31,PIT,NHL,75,29,36,65,-45,12,14,15,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kehoeri01.jpg
127,RW,Right,Rick Kehoe,1971-85,371,Retired,1971,1983-84,32,PIT,NHL,57,18,27,45,-18,8,11,7,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kehoeri01.jpg
127,RW,Right,Rick Kehoe,1971-85,371,Retired,1971,1984-85,33,PIT,NHL,6,0,2,2,1,0,0,0,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kehoeri01.jpg
128,RW,Right,Phil Kessel,2006-20,370,Active,2006,2006-07,19,BOS,NHL,70,11,18,29,-12,12,10,1,0,0,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kesseph01-2020.jpg
128,RW,Right,Phil Kessel,2006-20,370,Active,2006,2007-08,20,BOS,NHL,82,19,18,37,-6,28,14,5,0,3,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kesseph01-2020.jpg
128,RW,Right,Phil Kessel,2006-20,370,Active,2006,2008-09,21,BOS,NHL,70,36,24,60,23,16,28,8,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kesseph01-2020.jpg
128,RW,Right,Phil Kessel,2006-20,370,Active,2006,2009-10,22,TOR,NHL,70,30,25,55,-8,21,22,8,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kesseph01-2020.jpg
128,RW,Right,Phil Kessel,2006-20,370,Active,2006,2010-11,23,TOR,NHL,82,32,32,64,-20,24,19,12,1,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kesseph01-2020.jpg
128,RW,Right,Phil Kessel,2006-20,370,Active,2006,2011-12,24,TOR,NHL,82,37,45,82,-10,20,27,10,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kesseph01-2020.jpg
128,RW,Right,Phil Kessel,2006-20,370,Active,2006,2012-13,25,TOR,NHL,48,20,32,52,-3,18,14,6,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kesseph01-2020.jpg
128,RW,Right,Phil Kessel,2006-20,370,Active,2006,2013-14,26,TOR,NHL,82,37,43,80,-5,27,29,8,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kesseph01-2020.jpg
128,RW,Right,Phil Kessel,2006-20,370,Active,2006,2014-15,27,TOR,NHL,82,25,36,61,-34,30,17,8,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kesseph01-2020.jpg
128,RW,Right,Phil Kessel,2006-20,370,Active,2006,2015-16,28,PIT,NHL,82,26,33,59,9,18,22,4,0,5,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kesseph01-2020.jpg
128,RW,Right,Phil Kessel,2006-20,370,Active,2006,2016-17,29,PIT,NHL,82,23,47,70,3,20,15,8,0,4,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kesseph01-2020.jpg
128,RW,Right,Phil Kessel,2006-20,370,Active,2006,2017-18,30,PIT,NHL,82,34,58,92,-4,36,22,12,0,6,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kesseph01-2020.jpg
128,RW,Right,Phil Kessel,2006-20,370,Active,2006,2018-19,31,PIT,NHL,82,27,55,82,-19,28,15,12,0,10,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kesseph01-2020.jpg
128,RW,Right,Phil Kessel,2006-20,370,Active,2006,2019-20,32,ARI,NHL,65,13,22,35,-21,22,4,9,0,2,https://d9kjk42l7bfqz.cloudfront.net/req/201912031/images/headshots/kesseph01-2020.jpg
129,NA,NA,Tim Kerr,1980-93,370,Retired,1980,1980-81,21,PHI,NHL,68,22,23,45,3,84,16,6,0,7,NA
129,NA,NA,Tim Kerr,1980-93,370,Retired,1980,1981-82,22,PHI,NHL,61,21,30,51,6,138,15,6,0,2,NA
129,NA,NA,Tim Kerr,1980-93,370,Retired,1980,1982-83,23,PHI,NHL,24,11,8,19,4,6,11,0,0,1,NA
129,NA,NA,Tim Kerr,1980-93,370,Retired,1980,1983-84,24,PHI,NHL,79,54,39,93,29,29,45,9,0,5,NA
