name,last_name,first_name,graduation_date,rank_at_graduation,class,graduated_from,pilot_type,military_hometown_of_record,state,aerial_victory_credits,number_of_aerial_victory_credits,reported_lost,reported_lost_date,reported_lost_location,web_profile
"Valentine, Cleophus W.",Valentine,Cleophus W.,1945-03-11T00:00:00Z,2nd Lt,TE-45-A,TAAF,Twin engine,Detroit,MI,NA,0,NA,NA,NA,NA
"Vaughan, Leonard O.",Vaughan,Leonard O.,1944-11-20T00:00:00Z,Flight Officer,SE-44-I,TAAF,Single engine,Brooklyn,NY,NA,0,NA,NA,NA,NA
"Velasquez, Frederick B.",Velasquez,Frederick B.,1944-12-28T00:00:00Z,Flight Officer,TE-44-J,TAAF,Twin engine,Chicago,IL,NA,0,NA,NA,NA,NA
"Verwayne, Peter C.",Verwayne,Peter C.,1942-12-13T00:00:00Z,2nd Lt,SE-42-K,TAAF,Single engine,New York,NY,NA,0,NA,NA,NA,NA
"Waddell, Reginald C., Jr.",Waddell,"Reginald C., Jr.",1944-11-20T00:00:00Z,Flight Officer,SE-44-I,TAAF,Single engine,Chicago,IL,NA,0,NA,NA,NA,NA
"Walker, Charles E.",Walker,Charles E.,1944-01-07T00:00:00Z,2nd Lt,TE-44-A,TAAF,Twin engine,Jackson,MI,NA,0,NA,NA,NA,NA
"Walker, Frank D.",Walker,Frank D.,1943-06-30T00:00:00Z,2nd Lt,SE-43-F,TAAF,Single engine,Richmond,KY,NA,0,NA,NA,NA,NA
"Walker, James A.",Walker,James A.,1943-05-28T00:00:00Z,2nd Lt,SE-43-E,TAAF,Single engine,Manning,SC,NA,0,NA,NA,NA,https://cafriseabove.org/james-alonzo-walker/
"Walker, John B., Jr.",Walker,"John B., Jr.",1945-03-11T00:00:00Z,2nd Lt,SE-45-A,TAAF,Single engine,Canton,OH,NA,0,NA,NA,NA,NA
"Walker, Quitman C.",Walker,Quitman C.,1943-01-14T00:00:00Z,2nd Lt,SE-43-A,TAAF,Single engine,Indianola,MS,NA,0,NA,NA,NA,https://cafriseabove.org/lt-quitman-charles-walker/
"Walker, William C., Jr.",Walker,"William C., Jr.",1944-05-23T00:00:00Z,2nd Lt,SE-44-E,TAAF,Single engine,Atlantic City,NJ,NA,0,NA,NA,NA,NA
"Walker, William H.",Walker,William H.,1942-12-13T00:00:00Z,2nd Lt,SE-42-K,TAAF,Single engine,Suffolk,VA,NA,0,NA,NA,NA,NA
"Walker, William H.",Walker,William H.,1943-02-16T00:00:00Z,2nd Lt,SE-43-B,TAAF,Single engine,Carbondale,IL,NA,0,NA,NA,NA,https://cafriseabove.org/william-h-walker/
"Wanamaker, George E.",Wanamaker,George E.,1945-05-23T00:00:00Z,Flight Officer,SE-45-C,TAAF,Single engine,Montclair,NJ,NA,0,NA,NA,NA,NA
"Warner, Hugh St. Clair",Warner,Hugh St. Clair,1943-11-03T00:00:00Z,2nd Lt,SE-43-J,TAAF,Single engine,New York,NY,"Downed 1 Me-109 on July 18, 1944",1,NA,NA,NA,NA
"Warren, James W.",Warren,James W.,1944-10-16T00:00:00Z,Flight Officer,SE-44-I-1,TAAF,Single engine,Brooklyn,NY,NA,0,NA,NA,NA,NA
"Warrick, Calvin T.",Warrick,Calvin T.,1945-03-11T00:00:00Z,2nd Lt,TE-45-A,TAAF,Twin engine,Elkton,MD,NA,0,NA,NA,NA,NA
"Washington, Milton S.",Washington,Milton S.,1944-09-08T00:00:00Z,Flight Officer,SE-44-H,TAAF,Single engine,Willow Grove,PA,NA,0,NA,NA,NA,NA
"Washington, Morris J.",Washington,Morris J.,1944-11-20T00:00:00Z,Flight Officer,TE-44-I,TAAF,Twin engine,Atlantic City,NJ,NA,0,NA,NA,NA,NA
"Washington, Samuel L.",Washington,Samuel L.,1944-06-27T00:00:00Z,Flight Officer,SE-44-F,TAAF,Single engine,Cleveland,OH,NA,0,NA,NA,NA,NA
"Washington, William M.",Washington,William M.,1944-11-20T00:00:00Z,2nd Lt,SE-44-I,TAAF,Single engine,Chicago,IL,NA,0,NA,NA,NA,NA
"Watkins, Edward W.",Watkins,Edward W.,1945-09-08T00:00:00Z,Flight Officer,SE-45-F,TAAF,Single engine,Freeman,WV,NA,0,NA,NA,NA,NA
"Watkins, Edward W.",Watkins,Edward W.,1943-10-01T00:00:00Z,2nd Lt,SE-43-I,TAAF,Single engine,Omaha,NE,NA,0,NA,NA,NA,NA
"Watson, Dudley M.",Watson,Dudley M.,1943-05-28T00:00:00Z,2nd Lt,SE-43-E,TAAF,Single engine,Frankfort,KY,NA,0,NA,NA,NA,NA
"Watson, Spann",Watson,Spann,1942-07-03T00:00:00Z,2nd Lt,SE-42-F,TAAF,Single engine,Hackensack,NJ,NA,0,NA,NA,NA,NA
"Watts, Samuel W., Jr.",Watts,"Samuel W., Jr.",1944-05-23T00:00:00Z,2nd Lt,SE-44-E,TAAF,Single engine,New York,NY,NA,0,NA,NA,NA,NA
"Weatherford, Richard",Weatherford,Richard,1945-10-16T00:00:00Z,Flight Officer,TE-45-G,TAAF,Twin engine,Albion,MI,NA,0,NA,NA,NA,NA
"Weathers, Luke J.",Weathers,Luke J.,1943-04-29T00:00:00Z,2nd Lt,SE-43-D,TAAF,Single engine,Memphis,TN,"Downed 2 Me-109s on November 16, 1944",2,NA,NA,NA,https://cafriseabove.org/luke-weathers-jr/
"Weathersby, Paul",Weathersby,Paul,1943-10-22T00:00:00Z,2nd Lt,CL-43-2,TAAF,Liaison pilot,Chicago,IL,NA,0,NA,NA,NA,NA
"Webb, Rhohelia J.",Webb,Rhohelia J.,1944-06-27T00:00:00Z,2nd Lt,TE-44-F,TAAF,Twin engine,Baltimore,MD,NA,0,NA,NA,NA,NA
"Wells, Wendell D.",Wells,Wendell D.,1943-12-05T00:00:00Z,2nd Lt,TE-43-K,TAAF,Twin engine,Washington,DC,NA,0,NA,NA,NA,NA
"Wells, Johnson C.",Wells,Johnson C.,1943-06-30T00:00:00Z,2nd Lt,SE-43-F,TAAF,Single engine,Buffalo,NY,NA,0,NA,NA,NA,https://cafriseabove.org/johnson-c-wells/
"Westbrook, Shelby F.",Westbrook,Shelby F.,1944-02-08T00:00:00Z,2nd Lt,SE-44-B,TAAF,Single engine,Toledo,OH,NA,0,NA,NA,NA,NA
"Westmoreland, Julius C.",Westmoreland,Julius C.,1945-09-08T00:00:00Z,2nd Lt,SE-45-F,TAAF,Single engine,Washington,DC,NA,0,NA,NA,NA,NA
"Westmoreland, Walter D.",Westmoreland,Walter D.,1943-07-28T00:00:00Z,2nd Lt,SE-43-G,TAAF,Single engine,Atlanta,GA,NA,0,NA,NA,NA,https://cafriseabove.org/walter-drake-westmoreland/
"Wheeler, Jimmie D.",Wheeler,Jimmie D.,1944-04-15T00:00:00Z,2nd Lt,SE-44-D,TAAF,Single engine,Detroit,MI,NA,0,NA,NA,NA,https://cafriseabove.org/jimmie-d-wheeler/
"Wheeler, William M.",Wheeler,William M.,1944-03-12T00:00:00Z,2nd Lt,SE-44-C,TAAF,Single engine,Detroit,MI,NA,0,NA,NA,NA,https://cafriseabove.org/william-m-wheeler/
"White, Charles L.",White,Charles L.,1944-03-12T00:00:00Z,2nd Lt,SE-44-C,TAAF,Single engine,St. Louis,MO,"Downed 2 Me-109s on April 1, 1945",2,NA,NA,NA,NA
"White, Cohen M.",White,Cohen M.,1944-02-08T00:00:00Z,2nd Lt,SE-44-B,TAAF,Single engine,Detroit,MI,NA,0,NA,NA,NA,NA
"White, Ferrier H.",White,Ferrier H.,1944-10-16T00:00:00Z,2nd Lt,SE-44-I-1,TAAF,Single engine,Oberlin,OH,NA,0,NA,NA,NA,https://cafriseabove.org/ferrier-h-white/
"White, Harold L.",White,Harold L.,1944-08-04T00:00:00Z,2nd Lt,SE-44-G,TAAF,Single engine,Detroit,MI,NA,0,NA,NA,NA,NA
"White, Harry W.",White,Harry W.,1945-05-23T00:00:00Z,Flight Officer,SE-45-C,TAAF,Single engine,Baltimore,MD,NA,0,NA,NA,NA,NA
"White, Haydel J.",White,Haydel J.,1944-02-01T00:00:00Z,Flight Officer,TE-44-K,TAAF,Twin engine,New Orleans,LA,NA,0,NA,NA,NA,NA
"White, Hugh J.",White,Hugh J.,1944-06-27T00:00:00Z,2nd Lt,SE-44-F,TAAF,Single engine,St. Louis,MO,"Downed 1 Me-109 on March 31, 1945",1,NA,NA,NA,https://cafriseabove.org/hugh-j-white/
"White, Joseph C.",White,Joseph C.,1944-08-04T00:00:00Z,Flight Officer,SE-44-G,TAAF,Single engine,Chattanooga,TN,NA,0,NA,NA,NA,NA
"White, Marvin C., Sr.",White,"Marvin C., Sr.",1945-08-04T00:00:00Z,Flight Officer,SE-45-E,TAAF,Single engine,Wichita,KS,NA,0,NA,NA,NA,NA
"White, Raymond M.",White,Raymond M.,1944-11-20T00:00:00Z,Flight Officer,TE-44-I,TAAF,Twin engine,Bronx,NY,NA,0,NA,NA,NA,NA
"White, Sherman W.",White,Sherman W.,1942-05-20T00:00:00Z,2nd Lt,SE-42-E,TAAF,Single engine,Montgomery,AL,NA,0,Y,1943-07-02T00:00:00Z,Over SW coast of Sicily,https://cafriseabove.org/sherman-w-white-jr/
"White, Vertner J., Jr.",White,"Vertner J., Jr.",1945-09-08T00:00:00Z,2nd Lt,TE-45-F,TAAF,Twin engine,Cleveland,OH,NA,0,NA,NA,NA,NA
"Whitehead, John L.",Whitehead,John L.,1944-09-08T00:00:00Z,2nd Lt,SE-44-H,TAAF,Single engine,Lawrenceville,VA,NA,0,NA,NA,NA,NA
"Whiten, Joseph D.",Whiten,Joseph D.,1943-12-05T00:00:00Z,2nd Lt,TE-43-K,TAAF,Twin engine,New York,NY,NA,0,NA,NA,NA,NA
"Whiteside, Albert",Whiteside,Albert,1945-08-04T00:00:00Z,Flight Officer,TE-45-E,TAAF,Twin engine,San Antonio,TX,NA,0,NA,NA,NA,NA
"Whitney, Yenwith K.",Whitney,Yenwith K.,1944-06-27T00:00:00Z,Flight Officer,SE-44-F,TAAF,Single engine,New York,NY,NA,0,NA,NA,NA,https://cafriseabove.org/yenwith-k-whitney/
"Whittaker, Peter H.",Whittaker,Peter H.,1944-03-12T00:00:00Z,2nd Lt,SE-44-C,TAAF,Single engine,Detroit,MI,NA,0,NA,NA,NA,NA
"Whyte, James W., Jr.",Whyte,"James W., Jr.",1944-11-20T00:00:00Z,2nd Lt,TE-44-I,TAAF,Twin engine,New Haven,CT,NA,0,NA,NA,NA,NA
"Wiggins, Leonard W.",Wiggins,Leonard W.,1945-08-04T00:00:00Z,Flight Officer,SE-45-E,TAAF,Single engine,Detroit,MI,NA,0,NA,NA,NA,NA
"Wiggins, Robert H.",Wiggins,Robert H.,1943-07-28T00:00:00Z,2nd Lt,SE-43-G,TAAF,Single engine,New York,NY,NA,0,NA,NA,NA,https://cafriseabove.org/robert-h-wiggins/
"Wilburn, Arthur J.",Wilburn,Arthur J.,1944-01-07T00:00:00Z,2nd Lt,SE-44-A,TAAF,Single engine,Asheville,NC,NA,0,NA,NA,NA,NA
"Wilburn, Leonard E.",Wilburn,Leonard E.,1943-09-30T00:00:00Z,2nd Lt,CL-43-1,TAAF,Liaison pilot,Franklin County,OH,NA,0,NA,NA,NA,NA
"Wiley, James T.",Wiley,James T.,1942-07-03T00:00:00Z,2nd Lt,SE-42-F,TAAF,Single engine,Pittsburg,PA,NA,0,NA,NA,NA,NA
"Wilhite, Emmett J.",Wilhite,Emmett J.,1945-06-27T00:00:00Z,2nd Lt,SE-45-D,TAAF,Single engine,Los Angeles,CA,NA,0,NA,NA,NA,NA
"Wilkens, Laurence D.",Wilkens,Laurence D.,1943-05-28T00:00:00Z,2nd Lt,SE-43-E,TAAF,Single engine,Los Angeles,CA,"Downed 1 Me-109 on July 17, 1944",1,NA,NA,NA,NA
"Wilkerson, Oscar L., Jr.",Wilkerson,"Oscar L., Jr.",1945-09-08T00:00:00Z,2nd Lt,TE-45-F,TAAF,Twin engine,Chicago Heights,IL,NA,0,NA,NA,NA,https://cafriseabove.org/oscar-lawton-wilkerson-jr/
"Wilkerson, William G.",Wilkerson,William G.,1943-06-30T00:00:00Z,2nd Lt,SE-43-F,TAAF,Single engine,Camden,NJ,NA,0,NA,NA,NA,NA
"Wilkins, Ralph D.",Wilkins,Ralph D.,1944-11-20T00:00:00Z,2nd Lt,SE-44-I,TAAF,Single engine,Washington,DC,NA,0,NA,NA,NA,NA
"Willette, Leonard R.",Willette,Leonard R.,1944-02-08T00:00:00Z,Flight Officer,SE-44-B,TAAF,Single engine,Belleville,NJ,NA,0,NA,NA,NA,https://cafriseabove.org/leonard-r-willette/
"Williams, Andrew B., Jr.",Williams,"Andrew B., Jr.",1945-11-20T00:00:00Z,Flight Officer,TE-45-H,TAAF,Twin engine,Los Angeles,CA,NA,0,NA,NA,NA,NA
"Williams, Archie",Williams,Archie,NA,2nd Lt,NA,TAAF,Service pilot,Oakland,CA,NA,0,NA,NA,NA,https://cafriseabove.org/archie-franklin-williams/
"Williams, Charles I.",Williams,Charles I.,1943-04-29T00:00:00Z,2nd Lt,SE-43-D,TAAF,Single engine,Lima,OH,NA,0,NA,NA,NA,NA
"Williams, Charles T.",Williams,Charles T.,1944-03-12T00:00:00Z,2nd Lt,SE-44-C,TAAF,Single engine,Los Angeles,CA,NA,0,NA,NA,NA,NA
"Williams, Clarence",Williams,Clarence,1944-01-07T00:00:00Z,Flight Officer,TE-44-A,TAAF,Twin engine,Fairfield,AL,NA,0,NA,NA,NA,NA
"Williams, Craig H.",Williams,Craig H.,1943-05-28T00:00:00Z,2nd Lt,SE-43-E,TAAF,Single engine,Chicago,IL,NA,0,NA,NA,NA,NA
"Williams, Edward J.",Williams,Edward J.,1943-12-05T00:00:00Z,Flight Officer,SE-43-K,TAAF,Single engine,Columbus,GA,NA,0,NA,NA,NA,NA
"Williams, Eugene W.",Williams,Eugene W.,1945-08-04T00:00:00Z,2nd Lt,SE-45-E,TAAF,Single engine,Roanoke,VA,NA,0,NA,NA,NA,NA
"Williams, Herbert W.",Williams,Herbert W.,1944-01-07T00:00:00Z,2nd Lt,TE-44-A,TAAF,Liaison pilot,Los Angeles,CA,NA,0,NA,NA,NA,NA
"Williams, James L.",Williams,James L.,1945-09-08T00:00:00Z,Flight Officer,SE-45-F,TAAF,Single engine,Philadelphia,PA,NA,0,NA,NA,NA,NA
"Williams, James R.",Williams,James R.,1945-10-16T00:00:00Z,2nd Lt,TE-45-G,TAAF,Twin engine,Bryn Mawr,PA,NA,0,NA,NA,NA,NA
"Williams, Joseph H.",Williams,Joseph H.,1944-11-20T00:00:00Z,2nd Lt,TE-44-I,TAAF,Twin engine,Chicago,IL,NA,0,NA,NA,NA,NA
"Williams, Kenneth I.",Williams,Kenneth I.,1944-02-08T00:00:00Z,2nd Lt,SE-44-B,TAAF,Single engine,Los Angeles,CA,NA,0,NA,NA,NA,NA
"Williams, LeRoi S.",Williams,LeRoi S.,1943-07-28T00:00:00Z,2nd Lt,SE-43-G,TAAF,Single engine,Roanoke,VA,NA,0,NA,NA,NA,NA
"Williams, Leslie A.",Williams,Leslie A.,1943-11-03T00:00:00Z,2nd Lt,SE-43-J,TAAF,Single engine,San Mateo,CA,NA,0,NA,NA,NA,NA
"Williams, Raymond L.",Williams,Raymond L.,1945-06-27T00:00:00Z,Flight Officer,SE-45-D,TAAF,Single engine,Jersey City,NJ,NA,0,NA,NA,NA,NA
"Williams, Robert E., Jr.",Williams,"Robert E., Jr.",1944-08-04T00:00:00Z,Flight Officer,SE-44-G,TAAF,Single engine,Chicago,IL,NA,0,NA,NA,NA,NA
"Williams, Robert W.",Williams,Robert W.,1944-05-23T00:00:00Z,2nd Lt,SE-44-E,TAAF,Single engine,Ottumwa,IA,"Downed 2 FW-190s on March 31, 1945",2,NA,NA,NA,https://cafriseabove.org/robert-w-williams/
"Williams, Romeo M.",Williams,Romeo M.,1942-12-13T00:00:00Z,2nd Lt,SE-42-K,TAAF,Single engine,Marshall,TX,NA,0,NA,NA,NA,NA
"Williams, Thomas E.",Williams,Thomas E.,1945-09-08T00:00:00Z,2nd Lt,SE-45-F,TAAF,Single engine,Philadelphia,PA,NA,0,NA,NA,NA,NA
"Williams, Vincent E.",Williams,Vincent E.,1944-04-15T00:00:00Z,Flight Officer,SE-44-D,TAAF,Single engine,Los Angeles,CA,NA,0,NA,NA,NA,NA
"Williams, William F.",Williams,William F.,1943-06-30T00:00:00Z,2nd Lt,SE-43-F,TAAF,Single engine,Cleveland,OH,NA,0,NA,NA,NA,https://cafriseabove.org/william-f-williams-jr/
"Williams, William L., Jr.",Williams,"William L., Jr.",1944-12-28T00:00:00Z,Flight Officer,TE-44-J,TAAF,Twin engine,New London,OH,NA,0,NA,NA,NA,NA
"Williams, Yancey",Williams,Yancey,1944-12-28T00:00:00Z,1st Lt,SE-44-J,TAAF,Single engine,Tulsa,OK,NA,0,NA,NA,NA,NA
"Williamson, Willie A.",Williamson,Willie A.,1944-12-28T00:00:00Z,Flight Officer,SE-44-J,TAAF,Single engine,Detroit,MI,NA,0,NA,NA,NA,NA
"Wilson, Adlrick H.",Wilson,Adlrick H.,1943-09-30T00:00:00Z,2nd Lt,CL-43-1,TAAF,Liaison pilot,Chicago,IL,NA,0,NA,NA,NA,NA
"Wilson, Bertram W., Jr.",Wilson,"Bertram W., Jr.",1944-05-23T00:00:00Z,2nd Lt,SE-44-E,TAAF,Single engine,Brooklyn,NY,"Downed 1 Fw-190 on March 31, 1945",1,NA,NA,NA,NA
"Wilson, Charles E.",Wilson,Charles E.,1944-03-12T00:00:00Z,Flight Officer,TE-44-C,TAAF,Twin engine,Chicago,IL,NA,0,NA,NA,NA,NA
"Wilson, James A.",Wilson,James A.,1944-04-15T00:00:00Z,2nd Lt,SE-44-D,TAAF,Single engine,Marion,IN,NA,0,NA,NA,NA,NA
"Wilson, LeRoy J.",Wilson,LeRoy J.,1945-09-08T00:00:00Z,2nd Lt,TE-45-F,TAAF,Twin engine,Independence,KS,NA,0,NA,NA,NA,NA
"Wilson, Myron",Wilson,Myron,1944-04-15T00:00:00Z,Flight Officer,SE-44-D,TAAF,Single engine,Danville,IL,NA,0,NA,NA,NA,NA
"Wilson, Theodore",Wilson,Theodore,1943-06-30T00:00:00Z,2nd Lt,SE-43-F,TAAF,Single engine,Roanoke,VA,NA,0,NA,NA,NA,NA
"Winslow, Eugene",Winslow,Eugene,1944-01-07T00:00:00Z,2nd Lt,TE-44-A,TAAF,Twin engine,Chicago,IL,NA,0,NA,NA,NA,NA
"Winslow, Robert W.",Winslow,Robert W.,1945-04-15T00:00:00Z,2nd Lt,SE-45-B,TAAF,Single engine,East St. Louis,IL,NA,0,NA,NA,NA,NA
"Winston, Charles H., Jr.",Winston,"Charles H., Jr.",1945-04-15T00:00:00Z,Flight Officer,SE-45-B,TAAF,Single engine,Seattle,WA,NA,0,NA,NA,NA,NA
"Winston, Harry P.",Winston,Harry P.,1945-03-11T00:00:00Z,Flight Officer,SE-45-A,TAAF,Single engine,Franklin,VA,NA,0,NA,NA,NA,NA
"Wise, Henry A.",Wise,Henry A.,1944-02-08T00:00:00Z,2nd Lt,SE-44-B,TAAF,Single engine,Cheriton,VA,NA,0,NA,NA,NA,https://cafriseabove.org/henry-alphonso-wise-jr/
"Witherspoon, Fred",Witherspoon,Fred,NA,Flight Officer,NA,TAAF,Service pilot,Houston,TX,NA,0,NA,NA,NA,NA
"Wofford, Kenneth O.",Wofford,Kenneth O.,1945-05-23T00:00:00Z,2nd Lt,SE-45-C,TAAF,Single engine,Springfield,MO,NA,0,NA,NA,NA,https://cafriseabove.org/kenneth-o-wofford/
"Woods, Carl J.",Woods,Carl J.,1944-04-15T00:00:00Z,Flight Officer,SE-44-D,TAAF,Single engine,Mars,PA,NA,0,NA,NA,NA,https://cafriseabove.org/carl-j-woods-flight-officer/
"Woods, Carrol S.",Woods,Carrol S.,1943-08-30T00:00:00Z,2nd Lt,SE-43-H,TAAF,Single engine,Valdosta,GA,NA,0,NA,NA,NA,https://cafriseabove.org/carrol-s-woods/
"Woods, George",Woods,George,1943-12-07T00:00:00Z,2nd Lt,CL-43-3,TAAF,Liaison pilot,Cleveland,OH,NA,0,NA,NA,NA,NA
"Woods, Isaac R.",Woods,Isaac R.,1945-08-04T00:00:00Z,Flight Officer,SE-45-E,TAAF,Single engine,Tulsa,OK,NA,0,NA,NA,NA,NA
"Woods, Willard L.",Woods,Willard L.,1943-08-30T00:00:00Z,2nd Lt,SE-43-H,TAAF,Single engine,Mempis,TN,NA,0,NA,NA,NA,NA
"Woodson, James E.",Woodson,James E.,1943-09-30T00:00:00Z,2nd Lt,CL-43-1,TAAF,Liaison pilot,Unk,Unk,NA,0,NA,NA,NA,NA
"Wooten, Howard A.",Wooten,Howard A.,1944-12-28T00:00:00Z,Flight Officer,TE-44-J,TAAF,Twin engine,Lovelady,TX,NA,0,NA,NA,NA,https://cafriseabove.org/howard-a-wooten/
"Wormack, Thelbert B.",Wormack,Thelbert B.,1948-10-12T00:00:00Z,2nd Lt,NA,"Williams AFB, AZ",Single engine,Williams AFB,AZ,NA,0,NA,NA,NA,NA
"Wrenn, Robert L.",Wrenn,Robert L.,1943-10-22T00:00:00Z,1st Lt,CL-43-2,TAAF,Liason pilot,Hamilton County,OH,NA,0,NA,NA,NA,NA
"Wright, Frank N.",Wright,Frank N.,1944-06-27T00:00:00Z,2nd Lt,SE-44-F,TAAF,Single engine,Elmsford,NY,NA,0,NA,NA,NA,https://cafriseabove.org/frank-n-wright/
"Wright, Hiram",Wright,Hiram,1944-05-23T00:00:00Z,Flight Officer,SE-44-E,TAAF,Single engine,Los Angeles,CA,NA,0,NA,NA,NA,NA
"Wright, James E.",Wright,James E.,NA,Flight Officer,NA,TAAF,Service pilot,Savannah,GA,NA,0,NA,NA,NA,NA
"Wright, James W., Jr.",Wright,"James W., Jr.",1944-06-27T00:00:00Z,2nd Lt,SE-44-F,TAAF,Single engine,Pittsburg,PA,NA,0,NA,NA,NA,NA
"Wright, Kenneth M.",Wright,Kenneth M.,1944-05-23T00:00:00Z,2nd Lt,SE-44-E,TAAF,Single engine,Sheridan,WY,NA,0,NA,NA,NA,NA
"Wright, Sandy W.",Wright,Sandy W.,1945-09-08T00:00:00Z,Flight Officer,SE-45-F,TAAF,Single engine,Berkeley,CA,NA,0,NA,NA,NA,NA
"Wyatt, Beryl",Wyatt,Beryl,1943-07-28T00:00:00Z,2nd Lt,SE-43-G,TAAF,Single engine,Independence,KS,NA,0,NA,NA,NA,https://cafriseabove.org/beryl-wyatt/
"Wynn, Nasby, Jr.",Wynn,"Nasby, Jr.",1944-12-28T00:00:00Z,Flight Officer,TE-44-J,TAAF,Twin engine,Mt. Vernon,NY,NA,0,NA,NA,NA,NA
"Yates, Phillip C.",Yates,Phillip C.,1945-06-27T00:00:00Z,Flight Officer,SE-45-D,TAAF,Single engine,Washington,DC,NA,0,NA,NA,NA,NA
"York, Oscar H.",York,Oscar H.,1944-11-20T00:00:00Z,2nd Lt,TE-44-I,TAAF,Twin engine,Los Angeles,CA,NA,0,NA,NA,NA,NA
"Young, Albert L.",Young,Albert L.,1944-03-12T00:00:00Z,2nd Lt,SE-44-C,TAAF,Single engine,Mempis,TN,NA,0,NA,NA,NA,https://cafriseabove.org/albert-young/
"Young, Benjamin, Jr.",Young,"Benjamin, Jr.",1945-05-23T00:00:00Z,2nd Lt,SE-45-C,TAAF,Single engine,Philadelphia,PA,NA,0,NA,NA,NA,https://cafriseabove.org/benjamin-young-jr/
"Young, Eddie Lee",Young,Eddie Lee,1946-05-14T00:00:00Z,Flight Officer,SE-46-B,TAAF,Single engine,NA,NA,NA,0,NA,NA,NA,NA
"Young, Lee W.",Young,Lee W.,1945-06-27T00:00:00Z,Flight Officer,SE-45-D,TAAF,Single engine,Litchfield Pk,AZ,NA,0,NA,NA,NA,NA
"Young, William W.",Young,William W.,1945-09-08T00:00:00Z,2nd Lt,SE-45-F,TAAF,Single engine,Oberlin,OH,NA,0,NA,NA,NA,NA
