category,meta_cat,group_num,year,gross_inv
Transit,Air /water /other transportation,14,2011,13363.635
Transit,Air /water /other transportation,14,2012,14522.997999999996
Transit,Air /water /other transportation,14,2013,15681.247000000001
Transit,Air /water /other transportation,14,2014,18678.731
Transit,Air /water /other transportation,14,2015,19317.142999999996
Transit,Air /water /other transportation,14,2016,18920.694000000003
Transit,Air /water /other transportation,14,2017,18545.278000000002
S&L rail equipment,Air /water /other transportation,14,1947,0.567
S&L rail equipment,Air /water /other transportation,14,1948,0.782
S&L rail equipment,Air /water /other transportation,14,1949,0.826
S&L rail equipment,Air /water /other transportation,14,1950,0.8660000000000001
S&L rail equipment,Air /water /other transportation,14,1951,0.997
S&L rail equipment,Air /water /other transportation,14,1952,1.083
S&L rail equipment,Air /water /other transportation,14,1953,1.15
S&L rail equipment,Air /water /other transportation,14,1954,1.301
S&L rail equipment,Air /water /other transportation,14,1955,1.383
S&L rail equipment,Air /water /other transportation,14,1956,1.624
S&L rail equipment,Air /water /other transportation,14,1957,1.932
S&L rail equipment,Air /water /other transportation,14,1958,1.91
S&L rail equipment,Air /water /other transportation,14,1959,1.97
S&L rail equipment,Air /water /other transportation,14,1960,1.97
S&L rail equipment,Air /water /other transportation,14,1961,2.95
S&L rail equipment,Air /water /other transportation,14,1962,4.178
S&L rail equipment,Air /water /other transportation,14,1963,7.88
S&L rail equipment,Air /water /other transportation,14,1964,7.13
S&L rail equipment,Air /water /other transportation,14,1965,7.13
S&L rail equipment,Air /water /other transportation,14,1966,7.13
S&L rail equipment,Air /water /other transportation,14,1967,6.635
S&L rail equipment,Air /water /other transportation,14,1968,20.428
S&L rail equipment,Air /water /other transportation,14,1969,30.798
S&L rail equipment,Air /water /other transportation,14,1970,27.068
S&L rail equipment,Air /water /other transportation,14,1971,49.13
S&L rail equipment,Air /water /other transportation,14,1972,153.47299999999998
S&L rail equipment,Air /water /other transportation,14,1973,143.97
S&L rail equipment,Air /water /other transportation,14,1974,132.895
S&L rail equipment,Air /water /other transportation,14,1975,177.71300000000002
S&L rail equipment,Air /water /other transportation,14,1976,154.04999999999998
S&L rail equipment,Air /water /other transportation,14,1977,125.44800000000001
S&L rail equipment,Air /water /other transportation,14,1978,151.905
S&L rail equipment,Air /water /other transportation,14,1979,159.29
S&L rail equipment,Air /water /other transportation,14,1980,190.483
S&L rail equipment,Air /water /other transportation,14,1981,166.47699999999998
S&L rail equipment,Air /water /other transportation,14,1982,157.575
S&L rail equipment,Air /water /other transportation,14,1983,218.31500000000003
S&L rail equipment,Air /water /other transportation,14,1984,255.755
S&L rail equipment,Air /water /other transportation,14,1985,261.64
S&L rail equipment,Air /water /other transportation,14,1986,285.295
S&L rail equipment,Air /water /other transportation,14,1987,263.198
S&L rail equipment,Air /water /other transportation,14,1988,243.37499999999997
S&L rail equipment,Air /water /other transportation,14,1989,332.86500000000007
S&L rail equipment,Air /water /other transportation,14,1990,453.25
