category,meta_cat,group_num,year,gross_inv_chain
Private other railroad/track replacement structures,Air /water /other transportation,14,1976,6317
Private other railroad/track replacement structures,Air /water /other transportation,14,1977,6757
Private other railroad/track replacement structures,Air /water /other transportation,14,1978,7991
Private other railroad/track replacement structures,Air /water /other transportation,14,1979,7890
Private other railroad/track replacement structures,Air /water /other transportation,14,1980,7226
Private other railroad/track replacement structures,Air /water /other transportation,14,1981,6930
Private other railroad/track replacement structures,Air /water /other transportation,14,1982,6221
Private other railroad/track replacement structures,Air /water /other transportation,14,1983,5749
Private other railroad/track replacement structures,Air /water /other transportation,14,1984,6606
Private other railroad/track replacement structures,Air /water /other transportation,14,1985,7525
Private other railroad/track replacement structures,Air /water /other transportation,14,1986,5450
Private other railroad/track replacement structures,Air /water /other transportation,14,1987,4566
Private other railroad/track replacement structures,Air /water /other transportation,14,1988,4230
Private other railroad/track replacement structures,Air /water /other transportation,14,1989,4595
Private other railroad/track replacement structures,Air /water /other transportation,14,1990,4387
Private other railroad/track replacement structures,Air /water /other transportation,14,1991,3987
Private other railroad/track replacement structures,Air /water /other transportation,14,1992,4726
Private other railroad/track replacement structures,Air /water /other transportation,14,1993,4707
Private other railroad/track replacement structures,Air /water /other transportation,14,1994,4924
Private other railroad/track replacement structures,Air /water /other transportation,14,1995,5055
Private other railroad/track replacement structures,Air /water /other transportation,14,1996,6137
Private other railroad/track replacement structures,Air /water /other transportation,14,1997,6861
Private other railroad/track replacement structures,Air /water /other transportation,14,1998,7704
Private other railroad/track replacement structures,Air /water /other transportation,14,1999,6141
Private other railroad/track replacement structures,Air /water /other transportation,14,2000,5465
Private other railroad/track replacement structures,Air /water /other transportation,14,2001,5592
Private other railroad/track replacement structures,Air /water /other transportation,14,2002,5513
Private other railroad/track replacement structures,Air /water /other transportation,14,2003,5676
Private other railroad/track replacement structures,Air /water /other transportation,14,2004,6218
Private other railroad/track replacement structures,Air /water /other transportation,14,2005,6672
Private other railroad/track replacement structures,Air /water /other transportation,14,2006,8187
Private other railroad/track replacement structures,Air /water /other transportation,14,2007,8047
Private other railroad/track replacement structures,Air /water /other transportation,14,2008,8790
Private other railroad/track replacement structures,Air /water /other transportation,14,2009,8290
Private other railroad/track replacement structures,Air /water /other transportation,14,2010,9140
Private other railroad/track replacement structures,Air /water /other transportation,14,2011,8534
Private other railroad/track replacement structures,Air /water /other transportation,14,2012,9158
Private other railroad/track replacement structures,Air /water /other transportation,14,2013,8996
Private other railroad/track replacement structures,Air /water /other transportation,14,2014,9814
Private other railroad/track replacement structures,Air /water /other transportation,14,2015,11016
Private other railroad/track replacement structures,Air /water /other transportation,14,2016,9182
Private other railroad/track replacement structures,Air /water /other transportation,14,2017,9184
Other federal structures,Air /water /other transportation,14,1947,458.577
Other federal structures,Air /water /other transportation,14,1948,608.143
Other federal structures,Air /water /other transportation,14,1949,724.277
Other federal structures,Air /water /other transportation,14,1950,854.756
Other federal structures,Air /water /other transportation,14,1951,781.032
Other federal structures,Air /water /other transportation,14,1952,851.552
Other federal structures,Air /water /other transportation,14,1953,911.376
Other federal structures,Air /water /other transportation,14,1954,835.505
Other federal structures,Air /water /other transportation,14,1955,721.21
Other federal structures,Air /water /other transportation,14,1956,701.959
Other federal structures,Air /water /other transportation,14,1957,782.97
Other federal structures,Air /water /other transportation,14,1958,912.373
Other federal structures,Air /water /other transportation,14,1959,953.737
Other federal structures,Air /water /other transportation,14,1960,998.113
Other federal structures,Air /water /other transportation,14,1961,1199.966
Other federal structures,Air /water /other transportation,14,1962,1252.832
Other federal structures,Air /water /other transportation,14,1963,1305.809
Other federal structures,Air /water /other transportation,14,1964,1308.365
Other federal structures,Air /water /other transportation,14,1965,1387.445
Other federal structures,Air /water /other transportation,14,1966,1384.568
Other federal structures,Air /water /other transportation,14,1967,946.61
Other federal structures,Air /water /other transportation,14,1968,769.579
Other federal structures,Air /water /other transportation,14,1969,522.363
Other federal structures,Air /water /other transportation,14,1970,419.189
Other federal structures,Air /water /other transportation,14,1971,533.279
Other federal structures,Air /water /other transportation,14,1972,604.416
Other federal structures,Air /water /other transportation,14,1973,703.136
Other federal structures,Air /water /other transportation,14,1974,552.761
Other federal structures,Air /water /other transportation,14,1975,517.829
Other federal structures,Air /water /other transportation,14,1976,614.695
Other federal structures,Air /water /other transportation,14,1977,664.78
Other federal structures,Air /water /other transportation,14,1978,711.629
Other federal structures,Air /water /other transportation,14,1979,684.091
Other federal structures,Air /water /other transportation,14,1980,641.98
Other federal structures,Air /water /other transportation,14,1981,492.507
