animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,outcome_is_dead,was_outcome_alive,geopoint
A612214,*santa maria,cat,black,white,Spayed,2016-08-03,2018-08-03,normal,stray,otc,NA,2018-08-24,"3700 GREEN AVE, LOS ALAMITOS, CA 90720",Los Alamitos,"shelter, neuter, return",straycatal,33.8016257,-118.0682762,FALSE,TRUE,"33.8016257, -118.0682762"
A629288,a629288*hunny,cat,orange tabby,NA,Spayed,2017-07-03,2019-07-03,normal,stray,otc,NA,2019-08-04,"4000 N BELLFLOWER BLVD, LONG BEACH, CA 90808",Long Beach,"shelter, neuter, return",straycatal,33.8307528,-118.1247341,FALSE,TRUE,"33.8307528, -118.1247341"
A612230,*gibby,cat,gray tabby,white,Male,2018-06-03,2018-08-03,normal,stray,otc,NA,2018-08-15,"3700 GREEN AVE, LOS ALAMITOS, CA 90720",Los Alamitos,adoption,spcala,33.8016257,-118.0682762,FALSE,TRUE,"33.8016257, -118.0682762"
A612232,tulip,cat,gray tabby,white,Spayed,2018-06-03,2018-08-03,normal,stray,otc,NA,2018-08-11,"3700 GREEN AVE, LOS ALAMITOS, CA 90720",Los Alamitos,adoption,web,33.8016257,-118.0682762,FALSE,TRUE,"33.8016257, -118.0682762"
A591672,NA,cat,black,NA,Male,2017-05-10,2017-06-10,under age/weight,stray,otc,NA,2017-06-28,"4000 N GREENBRIER RD, LONG BEACH, CA 90808",Long Beach,"shelter, neuter, return",straycatal,33.8303236,-118.1325799,FALSE,TRUE,"33.8303236, -118.1325799"
A629202,*barbie,cat,gray tabby,NA,Spayed,2019-05-01,2019-07-01,under age/weight,stray,field,NA,2020-07-12,"3700 GUNDRY AVE, LONG BEACH, CA 90807",Long Beach,foster to adopt,NA,33.8243929,-118.1739037,FALSE,TRUE,"33.8243929, -118.1739037"
A593214,NA,cat,gray tabby,white,Male,2017-05-09,2017-07-09,normal,stray,otc,NA,2017-07-13,"4000 N GREENBRIER RD, LONG BEACH, CA 90808",Long Beach,rescue,fndanifoun,33.8303236,-118.1325799,FALSE,TRUE,"33.8303236, -118.1325799"
A610986,NA,bird,black,NA,Unknown,NA,2018-07-12,ill mild,wildlife,field,NA,2018-07-12,"3700 GUNDRY AVE, LONG BEACH, CA 90807",Long Beach,euthanasia,ill severe,33.8243929,-118.1739037,TRUE,FALSE,"33.8243929, -118.1739037"
A708987,foggy,dog,black,NA,Male,2021-10-19,2023-10-18,normal,stray,otc,NA,2023-10-19,"4000 N LAKEWOOD BLVD, LONG BEACH, CA 90808",Long Beach,return to owner,walkin,33.8307101,-118.1418003,FALSE,TRUE,"33.8307101, -118.1418003"
A632540,NA,cat,gray,NA,Neutered,2011-08-25,2019-08-25,ill severe,stray,field,NA,2019-08-26,"3700 LOMINA AVE, LONG BEACH, CA 90808",Long Beach,euthanasia,ill severe,33.8250975,-118.1190733,TRUE,FALSE,"33.8250975, -118.1190733"
A617085,*anglo,cat,white,brown,Neutered,2015-11-03,2018-11-03,normal,stray,trap,NA,2018-11-15,"4000 PEPPERWOOD AVE, LONG BEACH, CA 90808",Long Beach,"shelter, neuter, return",straycatal,33.8338532,-118.1409614,FALSE,TRUE,"33.8338532, -118.1409614"
A626235,davey,dog,brown,white,Neutered,2014-05-11,2020-06-09,injured  severe,stray,field,NA,2020-06-09,"3700 LONG BEACH BLVD, LONG BEACH, CA 90807",Long Beach,return to owner,microchip,33.82449100000001,-118.188922,FALSE,TRUE,"33.82449100000001, -118.188922"
A722214,NA,other,black,white,Unknown,NA,2024-06-04,injured  severe,wildlife,field,NA,2024-06-04,400TH TERMINO,Long Beach,euthanasia,undrage/wt,33.781191,-118.145885,TRUE,FALSE,"33.781191, -118.145885"
A722215,NA,other,black,white,Unknown,NA,2024-06-04,injured  severe,wildlife,field,NA,2024-06-04,400TH TERMINO,Long Beach,euthanasia,undrage/wt,33.781191,-118.145885,TRUE,FALSE,"33.781191, -118.145885"
A596673,*kola,cat,black,NA,Spayed,2016-09-07,2017-09-07,feral,stray,otc,NA,2017-09-17,"3700 MYRTLE AVE, LONG BEACH, CA 90807",Long Beach,"shelter, neuter, return",straycatal,33.8241987,-118.1815866,FALSE,TRUE,"33.8241987, -118.1815866"
A655743,mac,dog,tricolor,black,Neutered,2018-03-31,2023-03-15,normal,welfare seized,police,NA,2023-03-17,401 ATLANTIC AVE LONG BEACH CA 90802,Long Beach,return to owner,walkin,33.7720585,-118.1853392,FALSE,TRUE,"33.7720585, -118.1853392"
A692351,NA,cat,gray,NA,Unknown,NA,2023-01-24,injured  severe,stray,field,NA,2023-01-24,"3700 OLEANDER ST, SEAL BEACH, CA 90740",Seal Beach,transfer,sbacc,33.7772387,-118.0489408,FALSE,TRUE,"33.7772387, -118.0489408"
A600709,NA,wild,black,white,Unknown,2016-12-03,2017-12-03,injured  severe,wildlife,field,NA,2017-12-03,"401 GOLDEN AVE, LONG BEACH, CA 90802",Long Beach,euthanasia,inj modera,33.7717256,-118.2023126,TRUE,FALSE,"33.7717256, -118.2023126"
A630343,a630343*e,cat,orange tabby,NA,Neutered,2016-07-21,2019-07-21,normal,stray,otc,NA,2019-07-31,"3700 STEVELY AVE, LONG BEACH, CA 90808",Long Beach,"shelter, neuter, return",straycatal,33.8255813,-118.0936901,FALSE,TRUE,"33.8255813, -118.0936901"
A604043,NA,cat,orange tabby,white,Male,2017-12-23,2018-02-23,normal,stray,field,NA,2018-02-23,"401 GOLDEN AVE, LONG BEACH, CA 90802",Long Beach,transfer,spcala,33.7717256,-118.2023126,FALSE,TRUE,"33.7717256, -118.2023126"
A610716,NA,bird,gray,NA,Unknown,2017-07-06,2018-07-06,ill severe,wildlife,field,NA,2018-07-06,"401 GOLDEN AVE, LONG BEACH, CA 90802",Long Beach,euthanasia,ill severe,33.7717256,-118.2023126,TRUE,FALSE,"33.7717256, -118.2023126"
A681970,princess leia,dog,black,white,Female,2021-08-12,2022-08-12,normal,welfare seized,hospital,NA,2022-08-13,"3771 KATELLA AVE, LOS ALAMITOS, CA 90702",Los Alamitos,return to owner,fre rid hm,33.8037635,-118.0673195,FALSE,TRUE,"33.8037635, -118.0673195"
A604042,NA,cat,brown  tabby,NA,Male,2017-12-23,2018-02-23,normal,stray,field,NA,2018-02-23,"401 GOLDEN AVE, LONG BEACH, CA 90802",Long Beach,transfer,spcala,33.7717256,-118.2023126,FALSE,TRUE,"33.7717256, -118.2023126"
A578819,ace,dog,brown,white,Neutered,2014-09-14,2017-02-01,injured  mild,stray,field,NA,2017-02-01,"405 FREEWAY / ATLANTIC AVE, LONG BEACH, CA 90806",Long Beach,return to owner,web,33.8103454,-118.1850338,FALSE,TRUE,"33.8103454, -118.1850338"
A615747,*sally,dog,brown,white,Female,2009-10-05,2018-10-05,normal,stray,otc,NA,2018-10-25,"37TH ST / ROSE AVE, LONG BEACH, CA 90807",Long Beach,rescue,fixlb,33.8242009,-118.1697969,FALSE,TRUE,"33.8242009, -118.1697969"
A588299,*pebbles,cat,white,gray,Female,2014-04-08,2017-04-08,normal,stray,field,NA,2017-04-14,"405 FREEWAY / PALO VERDE AVE, LONG BEACH, CA 90815",Long Beach,rescue,fndanifoun,33.8000321,-118.1118961,FALSE,TRUE,"33.8000321, -118.1118961"
A648029,a648029,cat,black,white,Neutered,2017-08-29,2020-08-29,normal,stray,otc,NA,2020-09-10,"3800 BKL E 15TH ST. LONG BEACH, CA 90804",Long Beach,"shelter, neuter, return",straycatal,33.7857696,-118.152986,FALSE,TRUE,"33.7857696, -118.152986"
A691366,*hartley,dog,black,NA,Male,2022-01-04,2023-01-04,behavior  severe,stray,otc,NA,2023-01-26,405/710 FRW UNDERPASS LB CA 90810,Long Beach,rescue,k9connect,33.8113701,-118.2234229,FALSE,TRUE,"33.8113701, -118.2234229"
A710075,NA,reptile,gray,green,Male,2019-11-08,2023-11-08,ill moderatete,stray,field,NA,2023-11-11,3800 BLK ANAHEIM ST,Long Beach,adoption,walkin,33.782348,-118.1478799,FALSE,TRUE,"33.782348, -118.1478799"
A723101,*homestar,dog,silver,tan,Neutered,2016-06-20,2024-06-20,normal,welfare seized,police,NA,2024-07-17,"4100 BLCK E DONALD DOUGLAS DR, LONG BEACH CA",Long Beach,adoption,web,33.818251,-118.1439929,FALSE,TRUE,"33.818251, -118.1439929"
A627945,*doheny,cat,orange,white,Male,2015-06-08,2019-06-08,normal,stray,field,NA,2019-06-20,"3800 BLK ATLANTIC AVE, LONG BEACH, CA 90807",Long Beach,adoption,spcala,33.8267055,-118.1849579,FALSE,TRUE,"33.8267055, -118.1849579"
A718732,*bibi,cat,black,white,Spayed,2023-04-15,2024-04-15,ill severe,stray,field,NA,2024-05-12,"4100 BLK BOYAR AVE, LB 90807",Long Beach,community cat,NA,33.833047,-118.1745487,FALSE,TRUE,"33.833047, -118.1745487"
A626667,*pika,cat,brown  tabby,white,Spayed,2010-12-04,2019-06-28,normal,return,rescue,poor helth,2019-12-10,"3800 BLK ATLANTIC AVE, LONG BEACH, CA 90807",Long Beach,rescue,houseobc,33.8267055,-118.1849579,FALSE,TRUE,"33.8267055, -118.1849579"
A610068,NA,cat,black,NA,Male,2018-04-22,2018-06-22,ill severe,stray,otc,NA,2018-06-22,"4100 BLK CERRITOS AVE, LOS ALAMITOS, CA 90720",Los Alamitos,euthanasia,ill severe,33.8103558,-118.061935,TRUE,FALSE,"33.8103558, -118.061935"
A607452,NA,wild,gray,NA,Male,NA,2018-05-11,ill severe,wildlife,field,NA,2018-05-12,"3800 BLK CALIFORNIA AVE, LONG BEACH, CA 90807",Long Beach,died,enroute,33.8267124,-118.1806771,TRUE,FALSE,"33.8267124, -118.1806771"
A654400,leo,cat,black,white,Neutered,2018-02-24,2021-02-26,normal,owner surrender,otc,owner prob,2021-02-28,"3800 BLK CANEHILL, LONG BEACH CA 90808",Long Beach,adoption,web,33.8275534,-118.1104279,FALSE,TRUE,"33.8275534, -118.1104279"
A637908,NA,dog,black,gray,Male,2016-12-26,2019-12-26,normal,stray,otc,NA,2020-01-02,"4100 BLK CHERRY AVE, LONG BEACH, CA 90807",Long Beach,transfer,spcala,33.833613,-118.165961,FALSE,TRUE,"33.833613, -118.165961"
A540573,sweetie,dog,brown,NA,Spayed,2013-01-20,2018-01-01,normal,stray,field,NA,2018-01-04,"4100 BLK DEL MAR AVE, LONG BEACH, CA 90807",Long Beach,return to owner,microchip,33.831301,-118.20166,FALSE,TRUE,"33.831301, -118.20166"
A635150,NA,bird,tricolor,NA,Unknown,2017-10-18,2019-10-18,injured  severe,wildlife,field,NA,2019-10-18,"4100 BLK DEL MAR AVE, LONG BEACH, CA 90807",Long Beach,transfer,other resc,33.831301,-118.20166,FALSE,TRUE,"33.831301, -118.20166"
A699775,*blk kitten 1,cat,black,NA,Unknown,NA,2023-05-31,normal,stray,otc,NA,2023-05-31,3800 BLK CHERRY AVE,Long Beach,rescue,littlelion,33.8270906,-118.1671685,FALSE,TRUE,"33.8270906, -118.1671685"
A649111,*pearly,cat,black,NA,Spayed,2020-07-18,2020-09-18,normal,stray,otc,NA,2020-10-22,"4100 BLK DEL MAR AVE, LONG BEACH, CA 90807",Long Beach,adoption,web,33.831301,-118.20166,FALSE,TRUE,"33.831301, -118.20166"
A649112,*diamond,cat,gray tabby,NA,Spayed,2020-07-18,2020-09-18,normal,stray,otc,NA,2020-10-22,"4100 BLK DEL MAR AVE, LONG BEACH, CA 90807",Long Beach,adoption,web,33.831301,-118.20166,FALSE,TRUE,"33.831301, -118.20166"
A623282,NA,wild,gray,white,Unknown,2019-03-03,2019-03-15,under age/weight,stray,otc,NA,2019-03-15,"4100 BLK DONALD DOUGLAS DR, LONG BEACH, CA 90808",Long Beach,rescue,other resc,33.8182584,-118.1440174,FALSE,TRUE,"33.8182584, -118.1440174"
A630556,NA,cat,gray,NA,Female,2019-07-02,2019-07-24,under age/weight,stray,otc,NA,2019-07-25,"3800 BLK CHERRY AVE, LONG BEACH, CA 90807",Long Beach,rescue,littlepaws,33.8270906,-118.1671685,FALSE,TRUE,"33.8270906, -118.1671685"
A630705,*itty biddy,dog,brown brindle,NA,Female,2019-01-27,2019-07-27,normal,stray,field,NA,2019-08-17,"4100 BLK E 7TH ST, LONG BEACH, CA 90804",Long Beach,rescue,waggytail,33.7750692,-118.1447487,FALSE,TRUE,"33.7750692, -118.1447487"
A630554,NA,cat,black,NA,Male,2019-07-02,2019-07-24,under age/weight,stray,otc,NA,2019-07-25,"3800 BLK CHERRY AVE, LONG BEACH, CA 90807",Long Beach,rescue,littlepaws,33.8270906,-118.1671685,FALSE,TRUE,"33.8270906, -118.1671685"
A709374,rose,dog,gray,white,Female,2017-10-26,2023-11-01,behavior  moderate,owner surrender,otc,agg animal,2023-12-09,3800 BLK CHESTNUT AVE LONG BEACH CA 90807,Long Beach,rescue,NA,33.8267406,-118.1972175,FALSE,TRUE,"33.8267406, -118.1972175"
A630092,NA,wild,black,white,Unknown,NA,2019-07-18,normal,wildlife,field,NA,2019-07-18,"4100 BLK E 8TH ST, LONG BEACH, CA 90804",Long Beach,return to wild habitat,NA,33.7769887,-118.1446687,FALSE,TRUE,"33.7769887, -118.1446687"
A585731,max,dog,black,white,Male,2016-02-13,2017-02-13,normal,owner surrender,field,NA,2017-02-26,"3800 BLK CHESTNUT AVE, LONG BEACH, CA 90807",Long Beach,adoption,spcala,33.8267406,-118.1972175,FALSE,TRUE,"33.8267406, -118.1972175"
A682105,*cadence,cat,gray,white,Spayed,2019-08-16,2022-08-16,normal,stray,field,NA,2022-10-22,"4100 BLK E BROADWAY, LONG BEACH, CA 90803",Long Beach,homefirst,NA,33.7643092,-118.1445659,FALSE,TRUE,"33.7643092, -118.1445659"
A607178,NA,wild,brown,NA,Unknown,NA,2018-05-05,ill severe,wildlife,field,NA,2018-05-05,"3800 BLK DENWOOD AVE, LOS ALAMITOS, CA 90720",Los Alamitos,died,enroute,33.7977988,-118.0669856,TRUE,FALSE,"33.7977988, -118.0669856"
A664790,NA,bird,black,NA,Unknown,2020-10-03,2021-10-03,injured  mild,wildlife,field,NA,2021-10-03,"4100 BLK E COLORADO ST, LONG BEACH, CA 90814",Long Beach,euthanasia,ill severe,33.769702,-118.1447167,TRUE,FALSE,"33.769702, -118.1447167"
A586298,vidalia,dog,fawn,white,Spayed,2011-02-25,2017-02-25,normal,stray,otc,NA,2017-02-25,"3800 BLK DENWOOD AVE, LOS ALAMITOS, CA 90720",Los Alamitos,return to owner,walkin,33.7977988,-118.0669856,FALSE,TRUE,"33.7977988, -118.0669856"
A649506,*lolli,cat,brown  tabby,white,Spayed,2018-10-01,2020-10-01,normal,stray,otc,NA,2020-12-06,"3800 BLK E 15TH ST, LONG BEACH, CA 90804",Long Beach,adoption,pfe/pawshp,33.7857768,-118.1481201,FALSE,TRUE,"33.7857768, -118.1481201"
A714582,NA,bird,white,NA,Unknown,2023-02-07,2024-02-07,injured  severe,wildlife,field,NA,2024-02-07,"4100 BLK E FOUNTAIN ST, LONG BEACH, CA 90804",Long Beach,transfer,other resc,33.7835037,-118.1445663,FALSE,TRUE,"33.7835037, -118.1445663"
A624415,*nanuk,dog,white,gray,Neutered,2017-04-09,2019-04-09,normal,stray,field,NA,2019-05-05,"3800 BLK E ANAHEIM ST, LONG BEACH, CA 90804",Long Beach,adoption,web,33.782348,-118.1478799,FALSE,TRUE,"33.782348, -118.1478799"
A587999,NA,bird,black,green,Female,NA,2017-04-02,normal,wildlife,field,NA,2017-04-02,"4100 BLK E MASSACHUSETTS ST, LONG BEACH, CA 90814",Long Beach,rescue,wardsmtn,33.7687772,-118.1446623,FALSE,TRUE,"33.7687772, -118.1446623"
A649606,NA,reptile,green,black,Unknown,2020-04-02,2020-10-02,normal,stray,field,NA,2020-10-12,"4100 BLK E WILLOW ST, LONG BEACH, CA 90815",Long Beach,rescue,sc reptile,33.8032739,-118.1443554,FALSE,TRUE,"33.8032739, -118.1443554"
A667518,NA,bird,black,NA,Unknown,2019-12-03,2021-12-03,injured  severe,wildlife,field,NA,2021-12-03,"4100 BLK ELM AVE, LONG BEACH, CA 90807",Long Beach,euthanasia,inj severe,33.8325535,-118.1879602,TRUE,FALSE,"33.8325535, -118.1879602"
A673605,arabella 15,cat,gray,NA,Female,2021-04-27,2022-04-27,normal,stray,otc,NA,2022-04-29,"3800 BLK E HUNGERFORD ST, LONG BEACH, CA 90805",Long Beach,community cat,NA,33.8633255,-118.1480096,FALSE,TRUE,"33.8633255, -118.1480096"
A633504,NA,bird,gray,NA,Unknown,2018-09-12,2019-09-12,ill severe,wildlife,field,NA,2019-09-12,"4100 BLK FALCON AVE, LONG BEACH, CA 90807",Long Beach,transfer,NA,33.8330709,-118.1728849,FALSE,TRUE,"33.8330709, -118.1728849"
A680768,*duncan,cat,orange,white,Male,2022-05-23,2022-07-23,ill mild,stray,otc,NA,2022-08-01,"3800 BLK E STEARNS ST, LONG BEACH, CA 90815",Long Beach,rescue,catpaws,33.796092,-118.1481139,FALSE,TRUE,"33.796092, -118.1481139"
A650117,*nova,cat,white,gray,Spayed,2020-02-15,2020-10-15,normal,stray,field,NA,2020-11-12,"4100 BLK FARQUHAR AVE, LOS ALAMITOS, CA 90720",Los Alamitos,adoption,pfe/pawshp,33.7994478,-118.0622108,FALSE,TRUE,"33.7994478, -118.0622108"
A731776,tycoon,cat,black,NA,Spayed,2019-04-01,2024-11-02,normal,welfare seized,police,NA,2024-12-07,"4100 BLK FARQUHAR AVE, LOS ALAMITOS, CA 90720",Los Alamitos,adoption,web,33.7994478,-118.0622108,FALSE,TRUE,"33.7994478, -118.0622108"
A680764,*serena,cat,seal point,NA,Female,2022-05-23,2022-07-23,ill mild,stray,otc,NA,2022-07-24,"3800 BLK E STEARNS ST, LONG BEACH, CA 90815",Long Beach,euthanasia,ill severe,33.796092,-118.1481139,TRUE,FALSE,"33.796092, -118.1481139"
A610067,NA,bird,gray,NA,Unknown,NA,2018-06-22,injured  severe,wildlife,otc,NA,2018-06-22,"4100 BLK GREEN AVE, LOS ALAMITOS, CA 90720",Los Alamitos,euthanasia,inj severe,33.8016366,-118.0613273,TRUE,FALSE,"33.8016366, -118.0613273"
A680771,*heidi,cat,black,NA,Female,2022-05-23,2022-07-23,ill mild,stray,otc,NA,2022-09-24,"3800 BLK E STEARNS ST, LONG BEACH, CA 90815",Long Beach,transfer,spcala,33.796092,-118.1481139,FALSE,TRUE,"33.796092, -118.1481139"
A642245,NA,cat,brown,white,Unknown,2020-03-29,2020-04-29,normal,stray,otc,NA,2020-04-29,"4100 BLK KATELLA AVE, LOS ALAMITOS, CA 90720",Los Alamitos,rescue,catpaws,33.8030077,-118.0613704,FALSE,TRUE,"33.8030077, -118.0613704"
A642246,NA,cat,gray tabby,NA,Unknown,2020-03-29,2020-04-29,normal,stray,otc,NA,2020-04-29,"4100 BLK KATELLA AVE, LOS ALAMITOS, CA 90720",Los Alamitos,rescue,catpaws,33.8030077,-118.0613704,FALSE,TRUE,"33.8030077, -118.0613704"
A650526,NA,bird,black,NA,Unknown,NA,2020-10-26,injured  moderate,wildlife,field,NA,2020-10-26,"3800 BLK E VISTA ST, LONG BEACH, CA 90803",Long Beach,euthanasia,ill severe,33.7662622,-118.1480817,TRUE,FALSE,"33.7662622, -118.1480817"
A638327,NA,other,brown,NA,Unknown,NA,2020-01-08,injured  severe,wildlife,field,NA,2020-01-08,"3800 BLK E WILTON, LB 90804",Long Beach,transfer,lbah,33.7873898,-118.1479103,FALSE,TRUE,"33.7873898, -118.1479103"
A680698,NA,bird,brown,NA,Unknown,2020-07-23,2022-07-23,injured  moderate,wildlife,field,NA,2022-07-23,"4100 BLK LOCUST AVE, LONG BEACH, CA 90807",Long Beach,transfer,lbah,33.8316114,-118.1920535,FALSE,TRUE,"33.8316114, -118.1920535"
A590737,*elvira,cat,black,NA,Female,2016-11-24,2017-05-24,normal,stray,otc,NA,2017-07-02,"3800 BLK FARQUHAR AVE, LOS ALAMITOS, CA 90720",Los Alamitos,transfer,spcala,33.799466,-118.0670914,FALSE,TRUE,"33.799466, -118.0670914"
A615194,NA,bird,brown,NA,Unknown,NA,2018-09-26,injured  severe,wildlife,field,NA,2018-09-26,"4100 BLK LONG BEACH BLVD, LONG BEACH, CA 90807",Long Beach,euthanasia,ill severe,33.832325,-118.188936,TRUE,FALSE,"33.832325, -118.188936"
A624878,charlie,rabbit,brown,white,Male,2018-04-18,2019-04-18,injured  mild,owner surrender,field,NA,2019-04-21,"3800 BLK GAVIOTA AVE, LONG BEACH, CA 90807",Long Beach,rescue,bunbuch,33.8268999,-118.1705737,FALSE,TRUE,"33.8268999, -118.1705737"
A675373,*caballo,cat,tortie,NA,Female,2022-04-27,2022-05-21,under age/weight,stray,otc,NA,2022-06-03,"4100 BLK MCGOWEN ST, LONG BEACH, CA 90808",Long Beach,euthanasia,ill severe,33.830342,-118.1446593,TRUE,FALSE,"33.830342, -118.1446593"
A699610,*correy,cat,gray tabby,NA,Neutered,2023-04-16,2023-05-27,under age/weight,stray,otc,NA,2023-06-02,4100 BLK N VIRGINIA RD LB 90807,Long Beach,adoption,NA,33.832391,-118.1911909,FALSE,TRUE,"33.832391, -118.1911909"
A644605,*niko,dog,white,NA,Neutered,2017-06-29,2020-06-29,ill moderatete,stray,field,NA,2020-07-15,"3800 BLK GOLDEN AVE, LONG BEACH, CA 90806",Long Beach,adoption,web,33.8229806,-118.2021912,FALSE,TRUE,"33.8229806, -118.2021912"
A702360,sheba,dog,black,tan,Female,2020-07-08,2023-07-05,injured  mild,stray,otc,NA,2023-07-08,3800 BLK GUNDRY AVE LONG BEACH CA 90807,Long Beach,return to owner,walkin,33.8268884,-118.1742211,FALSE,TRUE,"33.8268884, -118.1742211"
A732624,*masubi,cat,cream,NA,Male,2024-10-15,2024-11-15,under age/weight,stray,otc,NA,2024-11-15,4100 BLK NORSE WAY LONG BEACH CA 90808,Long Beach,rescue,capaws,33.8324199,-118.1409057,FALSE,TRUE,"33.8324199, -118.1409057"
A723494,coco,dog,black,gray,Female,2020-06-27,2024-06-27,normal,stray,otc,NA,2024-06-27,"3800 BLK GUNDRY AVE, LONG BEACH 90807",Long Beach,return to owner,walkin,33.8269105,-118.1742622,FALSE,TRUE,"33.8269105, -118.1742622"
A594341,NA,bird,black,NA,Unknown,2017-01-28,2017-07-28,injured  severe,wildlife,field,NA,2017-07-28,"3800 BLK HACKETT AVE, LONG BEACH, CA 90808",Long Beach,died,in kennel,33.8273331,-118.106832,TRUE,FALSE,"33.8273331, -118.106832"
A590511,NA,dog,brown,white,Male,2016-05-19,2017-05-19,normal,stray,field,NA,2017-05-25,"4100 BLK ROSE AVE, LONG BEACH, CA 90807",Long Beach,transfer,spcala,33.8330753,-118.1692483,FALSE,TRUE,"33.8330753, -118.1692483"
A599297,uli,dog,black,brown,Spayed,2017-07-27,2017-10-27,ill moderatete,confiscate,police,NA,2017-11-08,"3800 BLK HATHAWAY AVE, LONG BEACH, CA 90815",Long Beach,adoption,walkin,33.7938652,-118.1481913,FALSE,TRUE,"33.7938652, -118.1481913"
A671916,shenanigans,dog,tan,white,Spayed,2021-05-19,2022-03-19,normal,stray,otc,NA,2022-03-26,"4100 BLK SANTA FE AVE, LONG BEACH, CA 90810",La County,foster to adopt,NA,33.8335854,-118.21604,FALSE,TRUE,"33.8335854, -118.21604"
A705346,NA,wild,brown,NA,Unknown,NA,2023-08-23,ill severe,wildlife,field,NA,2023-08-23,3800 BLK IROQUOIS,Long Beach,euthanasia,ill severe,33.7700504,-118.1937395,TRUE,FALSE,"33.7700504, -118.1937395"
A699366,*shimsham,cat,brown  tabby,white,Spayed,2023-04-16,2023-05-25,under age/weight,stray,otc,NA,2023-05-26,4100 BLK VIRGINIA RD,Long Beach,rescue,littlepaws,33.832391,-118.1911909,FALSE,TRUE,"33.832391, -118.1911909"
A656286,mr bell,cat,white,orange,Neutered,2016-04-14,2021-04-14,normal,stray,otc,NA,2021-04-16,"3800 BLK KINMOUNT ST, LOS ALAMITOS, CA 90720",Los Alamitos,return to owner,walkin,33.8185978,-118.0653507,FALSE,TRUE,"33.8185978, -118.0653507"
A656462,willow,dog,tan,NA,Spayed,2020-10-20,2021-04-19,normal,confiscate,police,NA,2021-05-16,"3800 BLK LA RIVER, LB 90807",Long Beach,adoption,web,33.8332465,-118.1766294,FALSE,TRUE,"33.8332465, -118.1766294"
A699337,*bartolo,cat,brown  tabby,NA,Neutered,2023-04-24,2023-05-24,normal,stray,otc,NA,2023-05-26,4100 BLK VIRGINIA RD LB 90807,Long Beach,rescue,littlepaws,33.832391,-118.1911909,FALSE,TRUE,"33.832391, -118.1911909"
A690384,NA,other,gray,black,Unknown,2021-12-12,2022-12-12,injured  severe,wildlife,field,NA,2022-12-12,"3800 BLK LONG BEACH BLVD, LONG BEACH, CA 90807",Long Beach,rescue,NA,33.8267019,-118.1893439,FALSE,TRUE,"33.8267019, -118.1893439"
A714386,NA,cat,gray,NA,Unknown,2024-02-02,2024-02-02,under age/weight,stray,otc,NA,2024-02-03,"4100 BLOCK E WILLOW ST, LONG BEACH CA",Long Beach,rescue,littlelion,33.8032739,-118.1443554,FALSE,TRUE,"33.8032739, -118.1443554"
A628895,NA,wild,gray,pink,Unknown,NA,2019-06-26,under age/weight,wildlife,field,NA,2019-06-26,"3800 BLK MAINE AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,undrage/wt,33.8222378,-118.201282,TRUE,FALSE,"33.8222378, -118.201282"
A628898,NA,wild,gray,pink,Unknown,NA,2019-06-26,under age/weight,wildlife,field,NA,2019-06-26,"3800 BLK MAINE AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,undrage/wt,33.8222378,-118.201282,TRUE,FALSE,"33.8222378, -118.201282"
A704788,hudson,dog,red,white,Male,2021-08-13,2023-08-13,normal,stray,otc,NA,2023-08-27,"4100 BLOCK FACULTY AVE, LONG BEACH CA",Long Beach,adoption,NA,33.8324017,-118.1373692,FALSE,TRUE,"33.8324017, -118.1373692"
A598798,NA,cat,brown  tabby,white,Unknown,2013-10-14,2017-10-14,ill severe,stray,field,NA,2017-10-14,"3800 BLK MAINE AVE, LONG BEACH, CA 90806",Long Beach,euthanasia,ill severe,33.8222378,-118.201282,TRUE,FALSE,"33.8222378, -118.201282"
A732337,NA,cat,lynx point,NA,Female,2024-10-19,2024-11-09,under age/weight,stray,otc,NA,2024-11-19,"4100 BLOCK VIKING WAY, LONG BEACH CA",Long Beach,rescue,littlelion,33.832384,-118.1270495,FALSE,TRUE,"33.832384, -118.1270495"
