fiscal_year,month_grouping,month_abbv,component,land_border_region,area_of_responsibility,aor_abbv,demographic,citizenship,title_of_authority,encounter_type,encounter_count
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Spokane Sector,SPW,Single Adults,GUATEMALA,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Spokane Sector,SPW,Single Adults,MEXICO,Title 8,Apprehensions,3
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Spokane Sector,SPW,Single Adults,OTHER,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,FMUA,BRAZIL,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,FMUA,CANADA,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,FMUA,HAITI,Title 8,Apprehensions,15
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,FMUA,INDIA,Title 8,Apprehensions,4
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,FMUA,MEXICO,Title 8,Apprehensions,6
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,FMUA,OTHER,Title 8,Apprehensions,11
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,FMUA,PERU,Title 8,Apprehensions,3
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,FMUA,ROMANIA,Title 42,Expulsions,2
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,FMUA,ROMANIA,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,FMUA,VENEZUELA,Title 8,Apprehensions,4
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,CANADA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,COLOMBIA,Title 8,Apprehensions,3
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,ECUADOR,Title 8,Apprehensions,8
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,GUATEMALA,Title 8,Apprehensions,13
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,HAITI,Title 8,Apprehensions,21
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,HONDURAS,Title 8,Apprehensions,4
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,INDIA,Title 8,Apprehensions,27
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,MEXICO,Title 42,Expulsions,26
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,MEXICO,Title 8,Apprehensions,160
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,NICARAGUA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,OTHER,Title 8,Apprehensions,8
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,PERU,Title 8,Apprehensions,3
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,ROMANIA,Title 8,Apprehensions,11
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,Single Adults,VENEZUELA,Title 8,Apprehensions,27
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,UC / Single Minors,ECUADOR,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,UC / Single Minors,GUATEMALA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Northern Land Border,Swanton Sector,SWB,UC / Single Minors,INDIA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,FMUA,CUBA,Title 8,Apprehensions,139
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,FMUA,ECUADOR,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,FMUA,HAITI,Title 8,Apprehensions,5
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,Single Adults,BRAZIL,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Apprehensions,8
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,Single Adults,CUBA,Title 8,Apprehensions,1036
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,Single Adults,ECUADOR,Title 8,Apprehensions,5
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,Single Adults,EL SALVADOR,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,Single Adults,GUATEMALA,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,Single Adults,HAITI,Title 8,Apprehensions,120
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,Single Adults,HONDURAS,Title 8,Apprehensions,7
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,Single Adults,MEXICO,Title 8,Apprehensions,11
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,Single Adults,NICARAGUA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,Single Adults,OTHER,Title 8,Apprehensions,7
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,UC / Single Minors,CUBA,Title 8,Apprehensions,4
2023,FYTD,JAN,U.S. Border Patrol,Other,Miami Sector,MIP,UC / Single Minors,HAITI,Title 8,Apprehensions,6
2023,FYTD,JAN,U.S. Border Patrol,Other,New Orleans Sector,NLL,FMUA,GUATEMALA,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Other,New Orleans Sector,NLL,Single Adults,EL SALVADOR,Title 8,Apprehensions,8
2023,FYTD,JAN,U.S. Border Patrol,Other,New Orleans Sector,NLL,Single Adults,GUATEMALA,Title 8,Apprehensions,12
2023,FYTD,JAN,U.S. Border Patrol,Other,New Orleans Sector,NLL,Single Adults,HONDURAS,Title 8,Apprehensions,20
2023,FYTD,JAN,U.S. Border Patrol,Other,New Orleans Sector,NLL,Single Adults,MEXICO,Title 8,Apprehensions,15
2023,FYTD,JAN,U.S. Border Patrol,Other,Ramey Sector,RMY,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Apprehensions,4
2023,FYTD,JAN,U.S. Border Patrol,Other,Ramey Sector,RMY,Single Adults,COLOMBIA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Other,Ramey Sector,RMY,Single Adults,CUBA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Other,Ramey Sector,RMY,Single Adults,HAITI,Title 8,Apprehensions,122
2023,FYTD,JAN,U.S. Border Patrol,Other,Ramey Sector,RMY,Single Adults,OTHER,Title 8,Apprehensions,82
2023,FYTD,JAN,U.S. Border Patrol,Other,Ramey Sector,RMY,UC / Single Minors,OTHER,Title 8,Apprehensions,4
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,FMUA,COLOMBIA,Title 8,Apprehensions,7
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,FMUA,HONDURAS,Title 42,Expulsions,4
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,FMUA,MEXICO,Title 42,Expulsions,21
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,FMUA,MEXICO,Title 8,Apprehensions,5
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,FMUA,VENEZUELA,Title 42,Expulsions,15
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,FMUA,VENEZUELA,Title 8,Apprehensions,4
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,COLOMBIA,Title 8,Apprehensions,6
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,CUBA,Title 42,Expulsions,3
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,CUBA,Title 8,Apprehensions,4
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,ECUADOR,Title 42,Expulsions,6
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,ECUADOR,Title 8,Apprehensions,6
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,EL SALVADOR,Title 42,Expulsions,6
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,EL SALVADOR,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,GUATEMALA,Title 42,Expulsions,115
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,GUATEMALA,Title 8,Apprehensions,17
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,HONDURAS,Title 42,Expulsions,21
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,HONDURAS,Title 8,Apprehensions,10
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,MEXICO,Title 42,Expulsions,468
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,MEXICO,Title 8,Apprehensions,183
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,NICARAGUA,Title 8,Apprehensions,4
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,OTHER,Title 8,Apprehensions,17
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,TURKEY,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,VENEZUELA,Title 42,Expulsions,83
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,Single Adults,VENEZUELA,Title 8,Apprehensions,17
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,UC / Single Minors,ECUADOR,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,UC / Single Minors,EL SALVADOR,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,UC / Single Minors,GUATEMALA,Title 8,Apprehensions,8
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,UC / Single Minors,MEXICO,Title 8,Apprehensions,40
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Big Bend Sector,BBT,UC / Single Minors,VENEZUELA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,BRAZIL,Title 8,Apprehensions,11
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,COLOMBIA,Title 42,Expulsions,5
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,COLOMBIA,Title 8,Apprehensions,919
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,CUBA,Title 42,Expulsions,396
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,CUBA,Title 8,Apprehensions,560
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,ECUADOR,Title 42,Expulsions,557
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,ECUADOR,Title 8,Apprehensions,1288
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,EL SALVADOR,Title 42,Expulsions,51
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,EL SALVADOR,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,GUATEMALA,Title 42,Expulsions,39
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,HAITI,Title 42,Expulsions,3
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,HAITI,Title 8,Apprehensions,2
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,HONDURAS,Title 42,Expulsions,269
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,HONDURAS,Title 8,Apprehensions,5
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,MEXICO,Title 42,Expulsions,286
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,MEXICO,Title 8,Apprehensions,7
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,NICARAGUA,Title 42,Expulsions,80
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,NICARAGUA,Title 8,Apprehensions,135
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,OTHER,Title 42,Expulsions,6
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,OTHER,Title 8,Apprehensions,203
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,PERU,Title 42,Expulsions,1
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,PERU,Title 8,Apprehensions,122
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,RUSSIA,Title 8,Apprehensions,4
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,VENEZUELA,Title 42,Expulsions,51
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,FMUA,VENEZUELA,Title 8,Apprehensions,14
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,BRAZIL,Title 8,Apprehensions,4
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 42,Expulsions,1
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,Apprehensions,15
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,COLOMBIA,Title 8,Apprehensions,1470
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,CUBA,Title 42,Expulsions,1148
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,CUBA,Title 8,Apprehensions,1364
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,ECUADOR,Title 42,Expulsions,129
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,ECUADOR,Title 8,Apprehensions,1067
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,EL SALVADOR,Title 42,Expulsions,399
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,EL SALVADOR,Title 8,Apprehensions,20
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,GUATEMALA,Title 42,Expulsions,903
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,GUATEMALA,Title 8,Apprehensions,17
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,HAITI,Title 8,Apprehensions,3
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,HONDURAS,Title 42,Expulsions,3757
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,HONDURAS,Title 8,Apprehensions,61
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,INDIA,Title 8,Apprehensions,16
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,MEXICO,Title 42,Expulsions,8110
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,MEXICO,Title 8,Apprehensions,265
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,NICARAGUA,Title 42,Expulsions,671
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,NICARAGUA,Title 8,Apprehensions,388
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,OTHER,Title 42,Expulsions,1
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,OTHER,Title 8,Apprehensions,2099
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,PERU,Title 42,Expulsions,1
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,PERU,Title 8,Apprehensions,321
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,ROMANIA,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,UKRAINE,Title 8,Apprehensions,1
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,VENEZUELA,Title 42,Expulsions,125
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,Single Adults,VENEZUELA,Title 8,Apprehensions,8
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,UC / Single Minors,COLOMBIA,Title 8,Apprehensions,12
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,UC / Single Minors,CUBA,Title 8,Apprehensions,56
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,UC / Single Minors,ECUADOR,Title 8,Apprehensions,71
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,UC / Single Minors,EL SALVADOR,Title 8,Apprehensions,45
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,UC / Single Minors,GUATEMALA,Title 8,Apprehensions,101
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,UC / Single Minors,HONDURAS,Title 8,Apprehensions,367
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,UC / Single Minors,MEXICO,Title 8,Apprehensions,339
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,UC / Single Minors,NICARAGUA,Title 8,Apprehensions,30
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,UC / Single Minors,OTHER,Title 8,Apprehensions,13
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,UC / Single Minors,PERU,Title 8,Apprehensions,6
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,Del Rio Sector,DRT,UC / Single Minors,VENEZUELA,Title 8,Apprehensions,4
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,El Centro Sector,ELC,FMUA,BRAZIL,Title 42,Expulsions,1
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,El Centro Sector,ELC,FMUA,BRAZIL,Title 8,Apprehensions,48
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,El Centro Sector,ELC,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,Apprehensions,53
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,El Centro Sector,ELC,FMUA,COLOMBIA,Title 42,Expulsions,3
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,El Centro Sector,ELC,FMUA,COLOMBIA,Title 8,Apprehensions,90
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,El Centro Sector,ELC,FMUA,CUBA,Title 42,Expulsions,25
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,El Centro Sector,ELC,FMUA,CUBA,Title 8,Apprehensions,22
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,El Centro Sector,ELC,FMUA,ECUADOR,Title 8,Apprehensions,87
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,El Centro Sector,ELC,FMUA,GUATEMALA,Title 42,Expulsions,5
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,El Centro Sector,ELC,FMUA,HONDURAS,Title 42,Expulsions,5
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,El Centro Sector,ELC,FMUA,INDIA,Title 8,Apprehensions,20
2023,FYTD,JAN,U.S. Border Patrol,Southwest Land Border,El Centro Sector,ELC,FMUA,MEXICO,Title 42,Expulsions,16
