id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
5448,"McFadyen, Jock",Male,born 1950,1950,NA,"Paisley, United Kingdom",NA,http://www.tate.org.uk/art/artists/jock-mcfadyen-5448
1608,"McFall, David B.",Male,1919–1988,1919,1988,"Glasgow, United Kingdom",NA,http://www.tate.org.uk/art/artists/david-b-mcfall-1608
2393,"McHale, John",Male,1922–1978,1922,1978,NA,NA,http://www.tate.org.uk/art/artists/john-mchale-2393
2335,"McKeever, Ian",Male,born 1946,1946,NA,"Withernsea, United Kingdom",NA,http://www.tate.org.uk/art/artists/ian-mckeever-2335
2194,"McKenna, Stephen",Male,born 1939,1939,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/stephen-mckenna-2194
8631,"McKenzie, Lucy",Female,born 1977,1977,NA,"Glasgow, United Kingdom",NA,http://www.tate.org.uk/art/artists/lucy-mckenzie-8631
1609,"McKinnon, Michael",Male,born 1940,1940,NA,NA,NA,http://www.tate.org.uk/art/artists/michael-mckinnon-1609
364,"McLachlan, Thomas Hope",Male,1845–1897,1845,1897,NA,NA,http://www.tate.org.uk/art/artists/thomas-hope-mclachlan-364
2787,"McLaughlin, John",Male,1898–1976,1898,1976,"Sharon, United States","Dana Point, United States",http://www.tate.org.uk/art/artists/john-mclaughlin-2787
1610,"McLean, Bruce",Male,born 1944,1944,NA,"Glasgow, United Kingdom",NA,http://www.tate.org.uk/art/artists/bruce-mclean-1610
1611,"McLean, John",Male,born 1939,1939,NA,"Liverpool, United Kingdom",NA,http://www.tate.org.uk/art/artists/john-mclean-1611
1612,"McMillan, William",Male,1887–1977,1887,1977,"Aberdeen, United Kingdom",NA,http://www.tate.org.uk/art/artists/william-mcmillan-1612
2387,"McQueen, Steve",Male,born 1969,1969,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/steve-mcqueen-2387
366,"McTaggart, William",Male,1835–1910,1835,1910,"Argyll and Bute, United Kingdom","Midlothian, United Kingdom",http://www.tate.org.uk/art/artists/william-mctaggart-366
1613,"McWilliam, F.E.",Male,1909–1992,1909,1992,"Down, United Kingdom",NA,http://www.tate.org.uk/art/artists/fe-mcwilliam-1613
1625,"Meštrovic, Ivan",Male,1883–1962,1883,1962,Hrvatska,"South Bend, United States",http://www.tate.org.uk/art/artists/ivan-mestrovic-1625
1614,"Mead, Dorothy",Female,1928–1975,1928,1975,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/dorothy-mead-1614
1615,"Meadows, Bernard",Male,1915–2005,1915,2005,"Norwich, United Kingdom",NA,http://www.tate.org.uk/art/artists/bernard-meadows-1615
7084,"Meadows, Jason",Male,born 1972,1972,NA,"Indianapolis, United States",NA,http://www.tate.org.uk/art/artists/jason-meadows-7084
7213,"Medalla, David",Male,born 1942,1942,NA,"Manila, Pilipinas",NA,http://www.tate.org.uk/art/artists/david-medalla-7213
1616,"Medley, Robert",Male,1905–1994,1905,1994,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/robert-medley-1616
1617,"Mednikoff, Reuben",Male,1906–1972,1906,1972,"London, United Kingdom","Bexhill-on-Sea, United Kingdom",http://www.tate.org.uk/art/artists/reuben-mednikoff-1617
1618,"Mehring, Howard",Male,born 1931,1931,NA,"Washington, United States",NA,http://www.tate.org.uk/art/artists/howard-mehring-1618
1619,"Meidner, Else",Female,1901–1987,1901,1987,"Berlin, Deutschland",NA,http://www.tate.org.uk/art/artists/else-meidner-1619
6633,"Meireles, Cildo",Male,born 1948,1948,NA,"Rio de Janeiro, Brasil",NA,http://www.tate.org.uk/art/artists/cildo-meireles-6633
9674,"Mekas, Jonas",Male,born 1922,1922,NA,Lietuva,NA,http://www.tate.org.uk/art/artists/jonas-mekas-9674
2646,"Melland, Sylvia",Female,1906–1993,1906,1993,"Altrincham, United Kingdom",NA,http://www.tate.org.uk/art/artists/sylvia-melland-2646
1620,"Mellis, Margaret",Female,1914–2009,1914,2009,Zhonghua,NA,http://www.tate.org.uk/art/artists/margaret-mellis-1620
11955,"Mellors, Nathaniel",Male,born 1974,1974,NA,"Doncaster, United Kingdom",NA,http://www.tate.org.uk/art/artists/nathaniel-mellors-11955
17135,"Melnikov, Dmitrii",NA,1899 – 1962,1899,1962,NA,NA,http://www.tate.org.uk/art/artists/dmitrii-melnikov-17135
375,"Melville, Arthur",Male,1855–1904,1855,1904,"Angus, United Kingdom","Whiteley Village, United Kingdom",http://www.tate.org.uk/art/artists/arthur-melville-375
11167,"Mendieta, Ana",Female,1948–1985,1948,1985,"La Habana, Cuba","New York, United States",http://www.tate.org.uk/art/artists/ana-mendieta-11167
1621,"Meneeley, Ed",Male,born 1927,1927,NA,"Wilkes-Barre, United States",NA,http://www.tate.org.uk/art/artists/ed-meneeley-1621
1622,"Meninsky, Bernard",Male,1891–1950,1891,1950,Ukrayina,"London, United Kingdom",http://www.tate.org.uk/art/artists/bernard-meninsky-1622
376,"Menpes, Mortimer",Male,1855–1939,1855,1939,"Port Adelaide, Australia",NA,http://www.tate.org.uk/art/artists/mortimer-menpes-376
377,"Mercier, Philip",Male,?1689–1760,1689,1760,"Berlin, Deutschland","London, United Kingdom",http://www.tate.org.uk/art/artists/philip-mercier-377
2538,"Merivale, Francis",NA,NA,NA,NA,NA,NA,http://www.tate.org.uk/art/artists/francis-merivale-2538
378,"Merritt, Anna Lea",Female,1844–1930,1844,1930,"Philadelphia, United States","Hurstbourne Tarrant, United Kingdom",http://www.tate.org.uk/art/artists/anna-lea-merritt-378
1623,"Merz, Mario",Male,1925–2003,1925,2003,"Milano, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/mario-merz-1623
12525,"Merz, Marisa",Female,born 1931,1931,NA,"Torino, Italia",NA,http://www.tate.org.uk/art/artists/marisa-merz-12525
1624,"Mesens, E.L.T.",Male,1903–1971,1903,1971,"Bruxelles, België","London, United Kingdom",http://www.tate.org.uk/art/artists/elt-mesens-1624
2670,"Messager, Annette",Female,born 1943,1943,NA,"Berck, France",NA,http://www.tate.org.uk/art/artists/annette-messager-2670
1626,"Methuen, Lord",Male,1886–1974,1886,1974,"Corsham, United Kingdom",NA,http://www.tate.org.uk/art/artists/lord-methuen-1626
7196,"Metzger, Gustav",Male,born 1926,1926,NA,"Noremburg, Deutschland",NA,http://www.tate.org.uk/art/artists/gustav-metzger-7196
1627,"Metzinger, Jean",Male,1883–1956,1883,1956,"Nantes, France","Paris, France",http://www.tate.org.uk/art/artists/jean-metzinger-1627
4547,"Meyer, Bill",Male,born 1942,1942,NA,"Melbourne, Australia",NA,http://www.tate.org.uk/art/artists/bill-meyer-4547
6872,"Meyer, Klaus",Male,1918–2002,1918,2002,"Berlin, Deutschland",NA,http://www.tate.org.uk/art/artists/klaus-meyer-6872
9059,"Michael, Alan",Male,born 1967,1967,NA,"Glasgow, United Kingdom",NA,http://www.tate.org.uk/art/artists/alan-michael-9059
1628,"Michaux, Henri",Male,1899–1984,1899,1984,"Namur, België",NA,http://www.tate.org.uk/art/artists/henri-michaux-1628
1629,"Michell, Keith",Male,born 1928,1928,NA,NA,NA,http://www.tate.org.uk/art/artists/keith-michell-1629
2706,"Michelmore, Richard",Male,1928 – 2005,1928,2005,NA,NA,http://www.tate.org.uk/art/artists/richard-michelmore-2706
1630,"Middleditch, Edward",Male,1923–1987,1923,1987,"Chelmsford, United Kingdom",NA,http://www.tate.org.uk/art/artists/edward-middleditch-1630
5975,"Mikhailov, Boris",Male,born 1938,1938,NA,"Kharkov, Ukrayina",NA,http://www.tate.org.uk/art/artists/boris-mikhailov-5975
379,"Millais, Sir John Everett, Bt",Male,1829–1896,1829,1896,"Southampton, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-john-everett-millais-bt-379
1631,"Millares, Manolo",Male,1926–1972,1926,1972,"Las Palmas de Gran Canaria, España","Madrid, España",http://www.tate.org.uk/art/artists/manolo-millares-1631
1632,"Miller, Godfrey",Male,1893–1964,1893,1964,"Wellington, New Zealand","Sydney, Australia",http://www.tate.org.uk/art/artists/godfrey-miller-1632
12117,"Miller, Harland",Male,born 1964,1964,NA,"Yorkshire, United Kingdom",NA,http://www.tate.org.uk/art/artists/harland-miller-12117
2195,"Miller, Jack",Male,1945–2004,1935,2004,"Edinburgh, United Kingdom",NA,http://www.tate.org.uk/art/artists/jack-miller-2195
2561,"Miller, James",Male,exhibited 1773–1791,1773,1791,NA,NA,http://www.tate.org.uk/art/artists/james-miller-2561
1633,"Milles, Carl",Male,1875–1955,1875,1955,"Lagan, Sverige","Lidingö, Sverige",http://www.tate.org.uk/art/artists/carl-milles-1633
1634,"Millet, Francis Davis",Male,1846–1912,1846,1912,"Mattapoisett, United States",NA,http://www.tate.org.uk/art/artists/francis-davis-millet-1634
2624,"Millington, Professor",Male,18th century,1700,1799,NA,NA,http://www.tate.org.uk/art/artists/professor-millington-2624
1635,"Millington, Terence",Male,born 1942,1942,NA,"Birmingham, United Kingdom",NA,http://www.tate.org.uk/art/artists/terence-millington-1635
380,"Millner, William Edwards",Male,1849–1895,1849,1895,NA,NA,http://www.tate.org.uk/art/artists/william-edwards-millner-380
1636,"Milne, John",Male,1931–1978,1931,1978,"Lancashire, United Kingdom",NA,http://www.tate.org.uk/art/artists/john-milne-1636
1637,"Milne, Malcolm",Male,1887–1954,1887,1954,"England, United Kingdom",Oxford,http://www.tate.org.uk/art/artists/malcolm-milne-1637
1638,"Milow, Keith",Male,born 1945,1945,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/keith-milow-1638
2220,"Milroy, Lisa",Female,born 1959,1959,NA,"Vancouver, Canada",NA,http://www.tate.org.uk/art/artists/lisa-milroy-2220
1639,"Milton, Peter",Male,born 1930,1930,NA,"Montgomery, United States",NA,http://www.tate.org.uk/art/artists/peter-milton-1639
1640,"Minami, Keiko",Female,1911–2004,1911,2004,Nihon,Nihon,http://www.tate.org.uk/art/artists/keiko-minami-1640
1641,"Minaux, André",Male,born 1923,1923,NA,"Paris, France",NA,http://www.tate.org.uk/art/artists/andre-minaux-1641
1642,"Minguzzi, Luciano",Male,1911 – 2004,1911,2004,"Bologna, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/luciano-minguzzi-1642
1643,"Mintchine, Abraham",Male,1898–1931,1898,1931,"Kiyev, Ukrayina","La Garde, France",http://www.tate.org.uk/art/artists/abraham-mintchine-1643
1644,"Minton, John",Male,1917–1957,1917,1957,"Cambridge, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-minton-1644
10038,"Mir, Aleksandra",Female,born 1967,1967,NA,Polska,NA,http://www.tate.org.uk/art/artists/aleksandra-mir-10038
1645,"Mirea, Joan",Female,born 1912,1912,NA,NA,NA,http://www.tate.org.uk/art/artists/joan-mirea-1645
1646,"Miró, Joan",Male,1893–1983,1893,1983,"Barcelona, España","Palma de Mallorca, España",http://www.tate.org.uk/art/artists/joan-miro-1646
2212,"Mistry, Dhruva",Male,born 1957,1957,NA,"Gujarat, Bharat",NA,http://www.tate.org.uk/art/artists/dhruva-mistry-2212
1647,"Mitchell, Denis",Male,1912–1993,1912,1993,"Wealdstone, United Kingdom","Newlyn, United Kingdom",http://www.tate.org.uk/art/artists/denis-mitchell-1647
6461,"Mitchell, Joan",Female,1925–1992,1925,1992,"Chicago, United States","Paris, France",http://www.tate.org.uk/art/artists/joan-mitchell-6461
12049,"Mitidieri, Dario",Male,born 1959,1959,NA,Italia,NA,http://www.tate.org.uk/art/artists/dario-mitidieri-12049
2300,"Miyajima, Tatsuo",Male,born 1957,1957,NA,"Tokyo, Nihon",NA,http://www.tate.org.uk/art/artists/tatsuo-miyajima-2300
11249,"Model, Lisette",Female,1906–1983,1906,1983,"Wien, Österreich","New York, United States",http://www.tate.org.uk/art/artists/lisette-model-11249
1648,"Modigliani, Amedeo",Male,1884–1920,1884,1920,"Livorno, Italia","Paris, France",http://www.tate.org.uk/art/artists/amedeo-modigliani-1648
2669,"Moffatt, Tracey",Female,born 1960,1960,NA,"Brisbane, Australia",NA,http://www.tate.org.uk/art/artists/tracey-moffatt-2669
13378,"Mofokeng, Santu",Male,NA,1956,NA,"Johannesburg, South Africa",NA,http://www.tate.org.uk/art/artists/santu-mofokeng-13378
13004,"Moholy, Lucia",Female,1894–1989,1894,1989,Ceská Republika,NA,http://www.tate.org.uk/art/artists/lucia-moholy-13004
1649,"Moholy-Nagy, László",Male,1895–1946,1895,1946,Magyarország,"Chicago, United States",http://www.tate.org.uk/art/artists/laszlo-moholy-nagy-1649
1650,"Moira, Gerald",Male,1867–1959,1867,1959,"London, United Kingdom","Northwood, United Kingdom",http://www.tate.org.uk/art/artists/gerald-moira-1650
15353,"Molodkin, Andrei",Male,born 1966,1966,NA,"Moskva, Rossiya",NA,http://www.tate.org.uk/art/artists/andrei-molodkin-15353
8784,"Monahan, Matthew",Male,born 1972,1972,NA,"Eureka, United States",NA,http://www.tate.org.uk/art/artists/matthew-monahan-8784
381,"Monamy, Peter",Male,1681–1749,1681,1749,London,"Greater London, United Kingdom",http://www.tate.org.uk/art/artists/peter-monamy-381
1651,"Mondrian, Piet",Male,1872–1944,1872,1944,"Amersfoort, Nederland","New York, United States",http://www.tate.org.uk/art/artists/piet-mondrian-1651
1652,"Monet, Claude",Male,1840–1926,1840,1926,"Paris, France","Giverny, France",http://www.tate.org.uk/art/artists/claude-monet-1652
9245,"Monge, Priscilla",Female,born 1968,1968,NA,Costa Rica,NA,http://www.tate.org.uk/art/artists/priscilla-monge-9245
8296,"Monk, Jonathan",Male,born 1969,1969,NA,"Leicester, United Kingdom",NA,http://www.tate.org.uk/art/artists/jonathan-monk-8296
1653,"Monnington, Sir Thomas",Male,1902–1976,1902,1976,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/sir-thomas-monnington-1653
2517,"Monro, Dr Thomas",Male,1759–1833,1759,1833,NA,NA,http://www.tate.org.uk/art/artists/dr-thomas-monro-2517
2289,"Monro, Henry",Male,1791–1814,1791,1814,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/henry-monro-2289
1654,"Monro, Nicholas",Male,born 1936,1936,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/nicholas-monro-1654
18317,"Monteiro, Anjali",Female,NA,NA,NA,NA,NA,http://www.tate.org.uk/art/artists/anjali-monteiro-18317
1655,"Montpetit, Guy",Male,born 1938,1938,NA,"Montréal, Canada",NA,http://www.tate.org.uk/art/artists/guy-montpetit-1655
2298,"Moody, Ronald",Male,1900–1984,1900,1984,"Kingston, Jamaica","London, United Kingdom",http://www.tate.org.uk/art/artists/ronald-moody-2298
1656,"Moon, Jeremy",Male,1934–1973,1934,1973,"Cheshire, United Kingdom",NA,http://www.tate.org.uk/art/artists/jeremy-moon-1656
1657,"Moon, Michael",Male,born 1937,1937,NA,"Edinburgh, United Kingdom",NA,http://www.tate.org.uk/art/artists/michael-moon-1657
5648,"Moor, Dmitrii",NA,1883–1946,1883,1946,NA,NA,http://www.tate.org.uk/art/artists/dmitrii-moor-5648
2518,"Moore Park, Carton",Male,1877–1956,1877,1956,NA,NA,http://www.tate.org.uk/art/artists/carton-moore-park-2518
382,"Moore, Albert",Male,1841–1893,1841,1893,"York, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/albert-moore-382
13715,"Moore, Gareth",Male,born 1975,1975,NA,"Matsqui, Canada",NA,http://www.tate.org.uk/art/artists/gareth-moore-13715
383,"Moore, Henry",Male,1831–1895,1831,1895,"York, United Kingdom","Kent, United Kingdom",http://www.tate.org.uk/art/artists/henry-moore-383
1659,"Moore, Henry, OM, CH",Male,1898–1986,1898,1986,"Castleford, United Kingdom",NA,http://www.tate.org.uk/art/artists/henry-moore-om-ch-1659
2283,"Moore, James",Male,1762–1799,1762,1799,NA,"London, United Kingdom",http://www.tate.org.uk/art/artists/james-moore-2283
13683,"Moore, Raymond",Male,1920–1987,1920,1987,"Wallasey, United Kingdom",NA,http://www.tate.org.uk/art/artists/raymond-moore-13683
2551,"Moore, T.",NA,18th century,1700,1799,NA,NA,http://www.tate.org.uk/art/artists/t-moore-2551
11554,"Moran, Katy",Female,born 1975,1975,NA,"Manchester, United Kingdom",NA,http://www.tate.org.uk/art/artists/katy-moran-11554
1660,"Morandi, Giorgio",Male,1890–1964,1890,1964,"Bologna, Italia","Bologna, Italia",http://www.tate.org.uk/art/artists/giorgio-morandi-1660
2196,"Mordmüller, Rainer G",Male,born 1941,1941,NA,Deutschland,NA,http://www.tate.org.uk/art/artists/rainer-g-mordmuller-2196
384,"More, Jacob",Male,c.1740–1793,1740,1793,"Edinburgh, United Kingdom","Roma, Italia",http://www.tate.org.uk/art/artists/jacob-more-384
1661,"Morellet, François",Male,born 1926,1926,NA,"Cholet, France","Cholet, France",http://www.tate.org.uk/art/artists/francois-morellet-1661
1662,"Moreton, Warwick",Male,born 1947,1947,NA,NA,NA,http://www.tate.org.uk/art/artists/warwick-moreton-1662
2634,Morin,NA,NA,NA,NA,NA,NA,http://www.tate.org.uk/art/artists/morin-2634
2272,"Morison, Colin",Male,1732–1810,1732,1810,"Scotland, United Kingdom","Roma, Italia",http://www.tate.org.uk/art/artists/colin-morison-2272
1663,"Morisot, Berthe",Female,1841–1895,1841,1895,"Bourges, France","Paris, France",http://www.tate.org.uk/art/artists/berthe-morisot-1663
11595,"Moriyama, Daido",Male,born 1938,1938,NA,"Osaka, Nihon",NA,http://www.tate.org.uk/art/artists/daido-moriyama-11595
385,"Morland, George",Male,1763–1804,1763,1804,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/george-morland-385
386,"Morland, Henry Robert",Male,1716–1797,1716,1797,NA,"London, United Kingdom",http://www.tate.org.uk/art/artists/henry-robert-morland-386
1664,"Morley, Harry",Male,1881–1943,1881,1943,"Leicester, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/harry-morley-1664
1665,"Morley, Malcolm",Male,born 1931,1931,NA,"London, United Kingdom",NA,http://www.tate.org.uk/art/artists/malcolm-morley-1665
1666,"Morrice, James Wilson",Male,1865–1924,1865,1924,"Québec, Canada",NA,http://www.tate.org.uk/art/artists/james-wilson-morrice-1666
2773,"Morris, Desmond",Male,born 1928,1928,NA,"Purton, United Kingdom",NA,http://www.tate.org.uk/art/artists/desmond-morris-2773
1668,"Morris, Michael",Male,born 1942,1942,NA,"East Sussex, United Kingdom",NA,http://www.tate.org.uk/art/artists/michael-morris-1668
1669,"Morris, Robert",Male,born 1931,1931,NA,"Kansas City, United States",NA,http://www.tate.org.uk/art/artists/robert-morris-1669
3099,"Morris, Sarah",Female,born 1967,1967,NA,"Kent, United Kingdom",NA,http://www.tate.org.uk/art/artists/sarah-morris-3099
1667,"Morris, Sir Cedric, Bt",Male,1889–1982,1889,1982,"Swansea, United Kingdom","Ipswich, United Kingdom",http://www.tate.org.uk/art/artists/sir-cedric-morris-bt-1667
388,"Morris, William",Male,1834–1896,1834,1896,"Walthamstow, United Kingdom","Saugus, United States",http://www.tate.org.uk/art/artists/william-morris-388
389,"Mortimer, John Hamilton",Male,1740–1779,1740,1779,"Eastbourne, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-hamilton-mortimer-389
1670,"Morton, Alastair",Male,1910–1963,1910,1963,"Carlisle, United Kingdom",NA,http://www.tate.org.uk/art/artists/alastair-morton-1670
2715,"Mosley, Charles",Male,1744–c.1770,1744,1770,NA,NA,http://www.tate.org.uk/art/artists/charles-mosley-2715
1671,"Moss, Marlow",Female,1889–1958,1889,1958,"Surrey, United Kingdom","Penzance, United Kingdom",http://www.tate.org.uk/art/artists/marlow-moss-1671
1673,"Motherwell, Robert",Male,1915–1991,1915,1991,"Aberdeen, United States",NA,http://www.tate.org.uk/art/artists/robert-motherwell-1673
2711,"Mottram, Charles",Male,1807–1876,1807,1876,NA,"London, United Kingdom",http://www.tate.org.uk/art/artists/charles-mottram-2711
