call_sign,frequency,city,licensee,format,state
WSTP,1490 AM,Salisbury,"2B Productions, LLC",Oldies,North_Carolina
WSTS,100.9 FM,Fairmont,Truth Broadcasting Corporation,Southern gospel/Christian,North_Carolina
WSVM,1490 AM,Valdese,"Main Street Broadcasting, Inc.",Classic hits,North_Carolina
WSYD,1300 AM,Mount Airy,"Granite City Broadcasting, Inc.",Oldies,North_Carolina
WTAB,1370 AM,Tabor City,"WTAB Media, Inc.",Variety,North_Carolina
WTCG,870 AM,Mount Holly,Bible Clarity,News/Talk,North_Carolina
WTDA-LP,96.5 FM,Williamston,Martin County Tourism Development Authority,Oldies,North_Carolina
WTEB,89.3 FM,New Bern,Craven Community College,News/Talk (Public radio),North_Carolina
WTGX,90.5 FM,Williamston,"Pathway Christian Academy, Inc.",Christian (Go Mix! Radio),North_Carolina
WTIB,103.7 FM,Williamston,Inner Banks Media,News/Talk,North_Carolina
WTIJ-LP,100.7 FM,Bryson City,Grace Christian Academy,Christian,North_Carolina
WTIK,1310 AM,Durham,Truth Broadcasting Corporation,Regional Mexican,North_Carolina
WTJY,89.5 FM,Asheboro,"Positive Alternative Radio, Inc.",Southern gospel,North_Carolina
WTKF,107.1 FM,Atlantic,"Atlantic Ridge Telecasters, Inc.",News/Talk/Sports,North_Carolina
WTKK,106.1 FM,Knightdale,"iHM Licenses, LLC",News/Talk,North_Carolina
WTLK,1570 AM,Taylorsville,"Apple City Broadcasting, Inc.",Southern gospel,North_Carolina
WTMT,105.9 FM,Weaverville,"Saga Communications of North Carolina, LLC",Classic rock,North_Carolina
WTOB,980 AM,Winston-Salem,Southern Broadcast Media LLC,Classic hits,North_Carolina
WTOE,1470 AM,Spruce Pine,"Mountain Valley Media, Inc.",Oldies,North_Carolina
WTPT,93.3 FM,Forest City,"Audacy License, LLC",Active rock,North_Carolina
WTQR,104.1 FM,Winston-Salem,"iHM Licenses, LLC",Country,North_Carolina
WTRG,97.9 FM,Gaston,"Byrne Acquisition Group, LLC",Classic hits,North_Carolina
WTRU,830 AM,Kernersville,Truth Broadcasting,Christian talk,North_Carolina
WTSB,1090 AM,Selma,Truth Broadcasting Corporation,Variety,North_Carolina
WTXY,1540 AM,Whiteville,Audiotraxx Media Partners LLC,Classic hits,North_Carolina
WTZQ,1600 AM,Hendersonville,"Flat Rock Multimedia, LLC",Oldies/Adult standards,North_Carolina
WUAG,103.1 FM,Greensboro,University of North Carolina at Greensboro,Variety,North_Carolina
WUAW,88.3 FM,Erwin,Central Carolina Community College,Top 40 (CHR),North_Carolina
WUBN-LP,106.9 FM,Wilson,Miracle Christian International Life Center,Religious Teaching,North_Carolina
WUIN,98.3 FM,Oak Island,"Davis Media, LLC",Adult album alternative,North_Carolina
WUIT-LP,90.3 FM,Durham,"Ministerio Guerrero de Jesucristo Internacional, Inc.",Spanish religious,North_Carolina
WUKS,107.7 FM,St. Pauls,"Beasley Media Group, LLC",Urban adult contemporary,North_Carolina
WULC-LP,95.9 FM,Hendersonville,Luz Para Hoy Radio,Spanish Christian,North_Carolina
WUNC,91.5 FM,Chapel Hill,"WUNC Public Radio, LLC",Public radio,North_Carolina
WUND-FM,88.9 FM,Columbia,"WUNC Public Radio, LLC",Public radio,North_Carolina
WUNW-FM,91.1 FM,Welcome,"WUNC Public Radio, LLC",Public radio,North_Carolina
WURE-LP,105.9 FM,Troy,Uwharrie Mountain Radio,Variety,North_Carolina
WURI,90.9 FM,Manteo,"WUNC Public Radio, LLC",Classical,North_Carolina
WVBS,1470 AM,Burgaw,Grace Christian School,Religious,North_Carolina
WVBZ,105.7 FM,Clemmons,"iHM Licenses, LLC",Mainstream rock,North_Carolina
WVCB,1410 AM,Shallotte,John G. Worrell,Religious,North_Carolina
WVFV-LP,95.9 FM,Roanoke Rapids,"Victory Baptist Church of Roanoke Rapids, Inc",Easy listening,North_Carolina
WVOD,99.1 FM,Manteo,"Jam Media Solutions, LLC",Adult album alternative,North_Carolina
WVOE,1590 AM,Chadbourn,"Ebony Enterprises, Inc.",Black gospel,North_Carolina
WVOT,1420 AM,Wilson,Kingdom Expansion Corporation,Black gospel,North_Carolina
WVRA,107.3 FM,Enfield,"Liberty University, Inc.",Contemporary Christian,North_Carolina
WVRD,90.5 FM,Zebulon,"Liberty University, Inc.",Contemporary Christian,North_Carolina
WVRH,94.3 FM,Norlina,"Liberty University, Inc.",Contemporary Christian,North_Carolina
WVRL,88.3 FM,Elizabeth City,"Liberty University, Inc.",Contemporary Christian,North_Carolina
WVRP,91.1 FM,Roanoke Rapids,"Liberty University, Inc.",Contemporary Christian,North_Carolina
WWBG,1470 AM,Greensboro,"TBLC Greensboro Stations, LLC",Oldies,North_Carolina
WWCU,95.3 FM,Dillsboro,Western Carolina University,Silent,North_Carolina
WWDR,1080 AM,Murfreesboro,"Byrne Acquisition Group, LLC",News/Talk,North_Carolina
WWFJ,88.1 FM,East Fayetteville,Grace Missionary Baptist Church d/b/a Grace Christian School,Gospel/Christian rock,North_Carolina
WWGP,1050 AM,Sanford,Sandhills Broadcasting Group LLC,Country,North_Carolina
WWIL-FM,90.5 FM,Wilmington,Carolina Christian Radio,Christian,North_Carolina
WWLV,94.1 FM,Lexington,Educational Media Foundation,Contemporary Christian (K-Love),North_Carolina
WWMC,1010 AM,Kinston,"Eastern Airwaves, LLC",Urban contemporary gospel,North_Carolina
WWMY,102.3 FM,Beech Mountain,"High Country Adventures, LLC",Country,North_Carolina
WWNB,1490 AM,New Bern,"CTC Media Group, Inc.",Sports,North_Carolina
WWNC,570 AM,Asheville,"iHM Licenses, LLC",News/Talk,North_Carolina
WWNT,1380 AM,Winston-Salem,"TBLC Greensboro Stations, LLC",Spanish language,North_Carolina
WWOL,780 AM,Forest City,"Holly Springs Baptist Broadcasting Co., Inc.",Southern gospel,North_Carolina
WWPL,96.9 FM,Goldsboro,"New Age Communications, Ltd.",Top 40 (CHR),North_Carolina
WWQQ-FM,101.3 FM,Wilmington,Cumulus Licensing LLC,Country,North_Carolina
WWQT,1160 AM,Tryon,The Power Foundation,Southern Gospel (The Life FM),North_Carolina
WWQY,90.3 FM,Yadkin,The Power Foundation,Southern Gospel (The Life FM),North_Carolina
WWWC,1240 AM,Wilkesboro,"Foothills Media, Inc.",Religious,North_Carolina
WXBE,88.3 FM,Beaufort,American Family Association,Religious Talk (AFR),North_Carolina
WXDU,88.7 FM,Durham,Duke University,Variety,North_Carolina
WXIT,1200 AM,Blowing Rock,"High Country Adventures, LLC",Top 40 (CHR),North_Carolina
WXKL,1290 AM,Sanford,"Macadell & Associates, Inc.",Gospel,North_Carolina
WXNC,1060 AM,Monroe,"Norsan Consulting and Management, Inc.",Spanish,North_Carolina
WXQR-FM,105.5 FM,Jacksonville,"Dick Broadcasting Company, Inc. of Tennessee",Regional Mexican,North_Carolina
WXRC,95.7 FM,Hickory,"Pacific Broadcasting Group, Inc.",Classic hits,North_Carolina
WXRI,91.3 FM,Winston-Salem,"Positive Alternative Radio, Inc.",Southern gospel,North_Carolina
WXTZ-LP,103.3 FM,Yadkinville,Yadkinville Media Inc,Variety,North_Carolina
WXYC,89.3 FM,Chapel Hill,"Student Educational Broadcasting, Inc.",Variety,North_Carolina
WYAL,1280 AM,Scotland Neck,"Sky City Communications, Inc.",Black gospel,North_Carolina
WYAY,106.3 FM,Bolivia,"Davis Media, LLC",Oldies,North_Carolina
WYBH,91.1 FM,Fayetteville,"Bible Broadcasting Network, Inc.",Religious (Bible Broadcasting Network),North_Carolina
WYBJ,90.7 FM,Newton Grove,"Grace Missionary Baptist Church, Inc.",Christian contemporary,North_Carolina
WYCV,900 AM,Granite Falls,Freedom Broadcasting Corporation,Gospel,North_Carolina
WYDU,1160 AM,Red Springs,WYDU Broadcasting Inc.,Religious,North_Carolina
WYFL,92.5 FM,Henderson,"Bible Broadcasting Network, Inc.",Conservative religious (Bible Broadcasting Network),North_Carolina
WYFQ,930 AM,Charlotte,"Bible Broadcasting Network, Inc.",Conservative religious (Bible Broadcasting Network),North_Carolina
WYFQ-FM,93.5 FM,Wadesboro,"Bible Broadcasting Network, Inc.",Conservative religious (Bible Broadcasting Network),North_Carolina
WYHW,104.5 FM,Wilmington,"Bible Broadcasting Network, Inc.",Conservative religious (Bible Broadcasting Network),North_Carolina
WYLT-LP,100.3 FM,Rocky Mount,"Action Community Television, Inc.",R&B/Smooth Jazz,North_Carolina
WYMY,101.1 FM,Burlington,"Carolina Radio Group, Inc.",Regional Mexican,North_Carolina
WYNA,104.9 FM,Calabash,"iHM Licenses, LLC",Adult hits,North_Carolina
WYNC,1540 AM,Yanceyville,Semora Broadcasting,Religious,North_Carolina
WYQS,90.5 FM,Mars Hill,"Western North Carolina Public Radio, Inc.",Public radio,North_Carolina
WYRN,1480 AM,Louisburg,"A and D Broadcasting, Inc.",News/Talk,North_Carolina
WYSE,970 AM,Canton,"Saga Communications of North Carolina, LLC",Sports,North_Carolina
WYSR,1590 AM,High Point,Iglesia Cristo Reyna Inc.,Spanish variety,North_Carolina
WYTR,88.1 FM,Robbins,"Athens Christian Radio, Inc.",Christian,North_Carolina
WYZD,1560 AM,Dobson,"Gospel Broadcasting, Inc.",Christian,North_Carolina
WZAX,99.3 FM,Nashville,"First Media Radio, LLC",Rhythmic Hot AC,North_Carolina
WZBO,1260 AM,Edenton,Lawrence Loesch and Margaret Loesch,Silent,North_Carolina
WZCO,89.9 FM,Chadbourn,Columbus County Schools,Grade School (K-12),North_Carolina
WZDG,88.5 FM,Scotts Hill,Carolina Christian Radio,Southern gospel,North_Carolina
WZED-LP,105.9 FM,Newport,Crystal Coast Community Radio,Classical/Jazz,North_Carolina
WZFX,99.1 FM,Whiteville,"Beasley Media Group, LLC",Mainstream urban,North_Carolina
WZGM,1350 AM,Black Mountain,"HRN Broadcasting, Inc.",Business talk,North_Carolina
WZGO,91.1 FM,Aurora,Pathway Christian Academy,Christian (Go Mix! Radio),North_Carolina
WZGV,730 AM,Cramerton,"2G Media, Inc.",Sports,North_Carolina
WZJS,100.7 FM,Banner Elk,"High Country Adventures, LLC",Classic hits,North_Carolina
WZKB,94.3 FM,Wallace,"Carolina's Christian Broadcasting, Inc.",Spanish,North_Carolina
WZKT,97.7 FM,Walnut Creek,"New Age Communications, Inc.",Country,North_Carolina
WZKY,1580 AM,Albemarle,"Stanly Communications, Inc.",Oldies,North_Carolina
WZMB,91.3 FM,Greenville,East Carolina University Student Media Board,Alternative rock,North_Carolina
WZNB,88.5 FM,New Bern,Craven Community College,Classical,North_Carolina
WZOO,700 AM,Asheboro,"RCR of Randolf County, Ltd.",Classic hits,North_Carolina
WZPE,90.1 FM,Bath,Educational Information Corporation,Classical,North_Carolina
WZPR,92.3 FM,Nags Head,"Jam Media Solutions, LLC",Mainstream rock,North_Carolina
WZQS,90.5 FM,Cullowhee,Western Carolina University,Silent,North_Carolina
WZRF-LP,99.3 FM,Wilmington,Neptune Radio Incorporated,Rock,North_Carolina
WZRI,89.3 FM,Spring Lake,Educational Media Foundation,Contemporary worship (Air1),North_Carolina
WZRN,90.5 FM,Norlina,"Pathway Christian Academy, Inc.",Christian (Go Mix! Radio),North_Carolina
WZRU,90.1 FM,Garysburg,"Pathway Christian Academy, Inc.",Christian (Go Mix! Radio),North_Carolina
WZUP,104.7 FM,La Grange,"Conner Media, Inc.",Spanish,North_Carolina
KABU,90.7 FM,Fort Totten,"Dakota Circle Tipi, Inc.",Educational,North_Dakota
KACL,98.7 FM,Bismarck,"Townsquare License, LLC",Classic hits,North_Dakota
KAOC,105.1 FM,Cavalier,Simmons Broadcasting,Country,North_Dakota
KAUJ,100.9 FM,Grafton,Simmons Broadcasting,Unknown,North_Dakota
KBEP-LP,93.7 FM,Bismarck,Bismarck Educational Prayer Association,Christian,North_Dakota
KBMK,88.3 FM,Bismarck,Educational Media Foundation,Contemporary Christian (K-Love),North_Dakota
KBMR,1130 AM,Bismarck,"iHM Licenses, LLC",Classic country,North_Dakota
KBTO,101.9 FM,Bottineau,Programmers Broadcasting,Country,North_Dakota
KBYZ,96.5 FM,Bismarck,"Townsquare License, LLC",Classic rock,North_Dakota
KCAD,99.1 FM,Dickinson,"iHM Licenses, LLC",Country,North_Dakota
KCJB,910 AM,Minot,"iHM Licenses, LLC",Classic country,North_Dakota
KCND,90.5 FM,Bismarck,"Prairie Public Broadcasting, Inc.",Variety,North_Dakota
KDAK,1600 AM,Carrington,Two Rivers Broadcasting,Classic hits,North_Dakota
KDDR,1220 AM,Oakes,"I3G Media, Inc.",Country,North_Dakota
KDIX,1230 AM,Dickinson,"Starrdak, Inc.",Classic hits,North_Dakota
KDKT,1410 AM,Beulah,Digital Syndicate Network,Sports,North_Dakota
KDLR,1240 AM,Devils Lake,Double Z Broadcasting,Classic country,North_Dakota
KDPR,89.9 FM,Dickinson,"Prairie Public Broadcasting, Inc.",Variety,North_Dakota
KDSR,101.1 FM,Williston,Williston Community Broadcasting Corp. d/b/a KDSR(FM),Variety hits,North_Dakota
KDSU,91.9 FM,Fargo,North Dakota State University,Variety,North_Dakota
KDVI,89.9 FM,Devils Lake,American Family Association,Inspirational (AFR),North_Dakota
KDVL,102.5 FM,Devils Lake,Double Z Broadcasting,Classic hits,North_Dakota
KDXN,105.7 FM,South Heart,Totally Amped LLC,Adult contemporary,North_Dakota
KEGK,106.9 FM,Wahpeton,"Radio Wahpeton Breckenridge, LLC",Classic hits,North_Dakota
KEQQ-LP,88.3 FM,Grand Forks,Grand Forks Bible Study Group,Educational talk,North_Dakota
KEYA,88.5 FM,Belcourt,"KEYA, Inc.",Country,North_Dakota
KEYZ,660 AM,Williston,"CCR-Williston IV, LLC",News Talk Information,North_Dakota
KFAA,89.5 FM,Horace,Educational Media Foundation,Contemporary worship (Air1),North_Dakota
KFBN,88.7 FM,Fargo,Fargo Baptist Church,Religious,North_Dakota
KFGO,790 AM,Fargo,"Midwest Communications, Inc.",News Talk Information,North_Dakota
KFGO-FM,104.7 FM,Hope,"Midwest Communications, Inc.",News Talk Information,North_Dakota
KFJM,90.7 FM,Grand Forks,"Prairie Public Broadcasting, Inc.",Adult album alternative,North_Dakota
KFLK-LP,95.9 FM,Minot,Calvary Chapel Minot,Religious Teaching,North_Dakota
KFNW,1200 AM,West Fargo,Northwestern College,Religious,North_Dakota
KFNW-FM,97.9 FM,Fargo,Northwestern College,Contemporary Christian,North_Dakota
KFYR,550 AM,Bismarck,"iHM Licenses, LLC",News/Talk,North_Dakota
KHND,1470 AM,Harvey,Three Way Broadcasting,Adult contemporary,North_Dakota
KHRT,1320 AM,Minot,Faith Broadcasting,Southern gospel,North_Dakota
KHRT-FM,106.9 FM,Minot,Faith Broadcasting,Contemporary Christian,North_Dakota
KIZZ,93.7 FM,Minot,"iHM Licenses, LLC",Pop contemporary hit radio,North_Dakota
KJIT-LP,106.7 FM,Bismarck,He Will Provide Radio,Religious (Radio 74 Internationale),North_Dakota
KJKJ,107.5 FM,Grand Forks,"iHM Licenses, LLC",Mainstream rock,North_Dakota
KJKL,89.1 FM,Jamestown,Educational Media Foundation,Contemporary Christian (K-Love),North_Dakota
KJKR,88.1 FM,Jamestown,"Hi-Line Radio Fellowship, Inc.",Non-Commercial Education,North_Dakota
KJND-FM,90.7 FM,Williston,"Hi-Line Radio Fellowship, Inc.",Religious (Your Network of Praise),North_Dakota
KJTW,89.9 FM,Jamestown,American Family Association,Religious talk (AFR),North_Dakota
KKBO,105.9 FM,Flasher,"Radio Bismarck Mandan, LLC",Country,North_Dakota
KKCT,97.5 FM,Bismarck,"Townsquare License, LLC",Pop contemporary hit radio,North_Dakota
KKWZ,95.3 FM,Rugby,"Rugby Broadcasters, Inc.",Adult contemporary,North_Dakota
KKXL,1440 AM,Grand Forks,"iHM Licenses, LLC",Sports,North_Dakota
KKXL-FM,92.9 FM,Grand Forks,"iHM Licenses, LLC",Pop contemporary hit radio,North_Dakota
KLBE-LP,100.7 FM,Bismarck,New Song Community Church,Christian Contemporary,North_Dakota
KLBF,89.1 FM,Lincoln,University of Northwestern – St. Paul,Christian Talk/Music,North_Dakota
KLDQ,100.7 FM,Harwood,Educational Media Foundation,Contemporary Christian (K-Love),North_Dakota
KLME,95.7 FM,Langdon,"KNDK, Inc.",Unknown,North_Dakota
KLTC,1460 AM,Dickinson,"iHM Licenses, LLC",Classic country,North_Dakota
KLXX,1270 AM,Bismarck-Mandan,"Townsquare License, LLC",News Talk Information,North_Dakota
KMAV-FM,105.5 FM,Mayville,"KMSR, Inc.",Country,North_Dakota
KMHA,91.3 FM,Four Bears,Fort Berthold Communications Enterprises,Variety,North_Dakota
KMPR,88.9 FM,Minot,"Prairie Public Broadcasting, Inc.",Variety,North_Dakota
KMSR,1520 AM,Northwood,"KMSR, Inc.",Sports,North_Dakota
KMXA-FM,99.9 FM,Minot,"iHM Licenses, LLC",Adult contemporary,North_Dakota
KNDC,1490 AM,Hettinger,Schweitzer Media,Classic hits,North_Dakota
KNDK,1080 AM,Langdon,"KNDK, Inc.","Farm, Classic country",North_Dakota
KNDL,100.7 FM,Berthold,Educational Media Foundation,Contemporary Christian (K-Love),North_Dakota
KNDR,104.7 FM,Mandan,Central Dakota Enterprises,Contemporary Christian,North_Dakota
KNDS-LP,96.3 FM,Fargo,Alliance for the Arts and Humanities,Variety,North_Dakota
KNDW,91.7 FM,Williston,Educational Media Foundation,Contemporary Christian (K-Love),North_Dakota
KNFL,740 AM,Fargo,"Midwest Communications, Inc.",Sports,North_Dakota
KNOX,1310 AM,Grand Forks,"Leighton Enterprises, Inc.",News Talk Information,North_Dakota
KNRI,89.7 FM,Bismarck,Educational Media Foundation,Contemporary worship (Air1),North_Dakota
KOBT-LP,101.3 FM,Grand Forks,Grand Forks Christian Broadcasting,Christian,North_Dakota
KOVC,1490 AM,Valley City,"I3G Media, Inc.",Country,North_Dakota
KOWW-LP,98.1 FM,Burlington,Pointe of View Institute,Variety,North_Dakota
KOYY,93.7 FM,Fargo,"Midwest Communications, Inc.",Pop contemporary hit radio,North_Dakota
KPAR-LP,103.7 FM,Dickinson,Higher Plain Media,Christian,North_Dakota
KPFX,107.9 FM,Kindred,"Radio Fargo-Moorhead, Inc.",Classic rock,North_Dakota
KPHA,91.7 FM,Mandan,Real Presence Radio,Catholic (Real Presence Radio),North_Dakota
KPOK,1340 AM,Bowman,"JAK Communications, Limited Liability Company",Country,North_Dakota
KPPD,91.7 FM,Devils Lake,"Prairie Public Broadcasting, Inc.",Variety,North_Dakota
KPPP-LP,88.1 FM,Fargo,The Peoples Press Project,World ethnic,North_Dakota
KPPR,89.5 FM,Williston,"Prairie Public Broadcasting, Inc.",Variety,North_Dakota
KPPW,88.7 FM,Williston,"Prairie Public Broadcasting, Inc.",Variety,North_Dakota
KPRJ,91.5 FM,Jamestown,"Prairie Public Broadcasting, Inc.",Variety,North_Dakota
KQDJ,1400 AM,Jamestown,Two Rivers Broadcasting,Soft adult contemporary,North_Dakota
KQDJ-FM,101.1 FM,Valley City,"I3G Media, Inc.",Pop contemporary hit radio,North_Dakota
KQDY,94.5 FM,Bismarck,"iHM Licenses, LLC",Country,North_Dakota
KQLX,890 AM,Lisbon,"I3G Radio, LLC",News Talk Information,North_Dakota
KQLX-FM,106.1 FM,Lisbon,"I3G Radio, LLC",Country,North_Dakota
KQLZ,95.7 FM,New England,Dickinson-Belfield Broadcasting Corporation,Country,North_Dakota
KQWB,1660 AM,West Fargo,"Radio Fargo-Moorhead, Inc.",Sports,North_Dakota
KQYZ,99.1 FM,Emerado,Jordan Zeller,NA,North_Dakota
KQZZ,96.7 FM,Crary,"Two Rivers Broadcasting, Inc.",Hot adult contemporary,North_Dakota
KRRZ,1390 AM,Minot,"iHM Licenses, LLC",Classic hits,North_Dakota
KRVX,103.1 FM,Wimbledon,"Two Rivers Broadcasting, Inc.",Classic rock,North_Dakota
KRWK,101.9 FM,Fargo,"Midwest Communications, Inc.",Variety hits,North_Dakota
KSAF-LP,104.1 FM,Minot,"True Light Broadcasting, Inc.",Christian,North_Dakota
KSJB,600 AM,Jamestown,"Chesterman Communications of Jamestown, Inc.",Classic country,North_Dakota
KSJZ,93.3 FM,Jamestown,"Chesterman Communications of Jamestown, Inc.",Hot adult contemporary,North_Dakota
KSLS,90.7 FM,Dickinson,Bethesda Christian Broadcasting,Christian Contemporary,North_Dakota
KSSS,101.5 FM,Bismarck,"iHM Licenses, LLC",Mainstream rock,North_Dakota
KTGO,1090 AM,Tioga,Bakken Beacon Media LLC,News Talk Information,North_Dakota
KTWJ,90.9 FM,Moffit-Lincoln,Bismarck Adventist Education Station,Christian,North_Dakota
KTZU,94.9 FM,Velva,Programmers Broadcasting,Classic rock,North_Dakota
KUAK-LP,102.5 FM,Bismarck,Dakota Media Access,Variety,North_Dakota
KUND-FM,89.3 FM,Grand Forks,"Prairie Public Broadcasting, Inc.",Variety,North_Dakota
KUSB,103.3 FM,Hazelton,"Townsquare License, LLC",Country,North_Dakota
KWGO,102.9 FM,Burlington,Programmers Broadcasting,Country,North_Dakota
KWTL,1370 AM,Grand Forks,Real Presence Radio,Catholic (Real Presence Radio),North_Dakota
KXDI,93.9 FM,Belfield,Dickinson Belfield Broadcasting,Country,North_Dakota
KXGT,98.3 FM,Carrington,Two Rivers Broadcasting,Classic hits,North_Dakota
KXMR,710 AM,Bismarck,"iHM Licenses, LLC",Sports,North_Dakota
KXPO,1340 AM,Grafton,Simmons Broadcasting,Country,North_Dakota
KXRF-LP,100.3 FM,Dodge,The Prairie Center Broadcasting,Christian Contemporary,North_Dakota
KXRP,91.3 FM,Bismarck,Real Presence Radio,Catholic (Real Presence Radio),North_Dakota
KXRV,107.5 FM,Cannon Ball,Radio Bismarck-Mandan,Classic hits,North_Dakota
KXWI,98.5 FM,Williston,Williston Community Broadcasting,Country,North_Dakota
KXYM-LP,98.9 FM,Belcourt,Two Hearts Radio,Catholic,North_Dakota
KYNU,95.5 FM,Jamestown,Two Rivers Broadcasting,Country,North_Dakota
KYTZ,106.7 FM,Walhalla,Simmons Broadcasting,Classic rock,North_Dakota
KYYX,97.1 FM,Minot,"iHM Licenses, LLC",Country,North_Dakota
KYYY,92.9 FM,Bismarck,"iHM Licenses, LLC",Adult contemporary,North_Dakota
KYYZ,96.1 FM,Williston,"CCR-Williston IV, LLC",Country,North_Dakota
KZEB-LP,99.7 FM,Jamestown,Hope and Truth Radio,Catholic,North_Dakota
KZGF,94.7 FM,Grand Forks,"Leighton Enterprises, Inc.",Pop contemporary hit radio,North_Dakota
KZPR,105.3 FM,Minot,"iHM Licenses, LLC",Mainstream rock,North_Dakota
KZRN,102.3 FM,Hettinger,Hirange Media Corp Inc,Country,North_Dakota
