response_id,term,probability,order
2895,About Even,45,18
2895,Almost No Chance,15,19
2894,Almost No Chance,5,1
2894,About Even,50,2
2894,Could Happen,40,3
2894,Might Happen,30,4
2894,Realistic Possibility,65,5
2894,Highly Likely,80,6
2894,Improbable,1,7
2894,Highly Unlikely,15,8
2894,Probable,90,9
2894,Little Chance,5,10
2894,Likely,70,11
2894,Very Good Chance,78,12
2894,Unlikely,30,13
2894,Better than Even,55,14
2894,Remote Chance,1,15
2894,Chances are Slight,5,16
2894,Will Happen,100,17
2894,May Happen,25,18
2894,Almost Certain,90,19
2893,Almost No Chance,3,1
2893,Chances are Slight,10,2
2893,Unlikely,15,3
2893,Little Chance,8,4
2893,Likely,70,5
2893,Will Happen,100,6
2893,Realistic Possibility,85,7
2893,Might Happen,65,8
2893,Highly Unlikely,7,9
2893,Probable,87,10
2893,Could Happen,56,11
2893,Almost Certain,90,12
2893,Improbable,5,13
2893,Highly Likely,90,14
2893,About Even,50,15
2893,May Happen,50,16
2893,Very Good Chance,78,17
2893,Remote Chance,3,18
2893,Better than Even,60,19
2892,Will Happen,100,1
2892,Improbable,10,2
2892,Very Good Chance,75,3
2892,Better than Even,60,4
2892,Highly Likely,85,5
2892,Little Chance,20,6
2892,Probable,85,7
2892,Could Happen,45,8
2892,Chances are Slight,10,9
2892,Highly Unlikely,0,10
2892,About Even,50,11
2892,Might Happen,40,12
2892,Almost Certain,95,13
2892,Likely,70,14
2892,Remote Chance,5,15
2892,May Happen,45,16
2892,Almost No Chance,1,17
2892,Unlikely,25,18
2892,Realistic Possibility,65,19
2891,Could Happen,50,1
2891,Almost Certain,90,2
2891,Highly Likely,80,3
2891,Improbable,20,4
2891,Remote Chance,10,5
2891,Realistic Possibility,50,6
2891,Will Happen,100,7
2891,About Even,50,8
2891,Likely,70,9
2891,Very Good Chance,70,10
2891,Little Chance,20,11
2891,Chances are Slight,10,12
2891,Probable,80,13
2891,Better than Even,70,14
2891,Might Happen,50,15
2891,Highly Unlikely,20,16
2891,Almost No Chance,10,17
2891,May Happen,50,18
2891,Unlikely,30,19
2890,May Happen,50,1
2890,Better than Even,56,2
2890,Could Happen,56,3
2890,Improbable,12,4
2890,Highly Unlikely,2,5
2890,About Even,47,6
2890,Highly Likely,87,7
2890,Will Happen,100,8
2890,Little Chance,12,9
2890,Almost No Chance,4,10
2890,Probable,90,11
2890,Remote Chance,8,12
2890,Almost Certain,99,13
2890,Realistic Possibility,80,14
2890,Might Happen,51,15
2890,Very Good Chance,85,16
2890,Unlikely,30,17
2890,Likely,70,18
2890,Chances are Slight,25,19
2889,Almost No Chance,5,1
2889,About Even,50,2
2889,Could Happen,50,3
2889,Might Happen,60,4
2889,Realistic Possibility,67,5
2889,Highly Likely,80,6
2889,Improbable,27,7
2889,Highly Unlikely,20,8
2889,Probable,70,9
2889,Little Chance,27,10
2889,Likely,67,11
2889,Very Good Chance,75,12
2889,Unlikely,37,13
2889,Better than Even,60,14
2889,Remote Chance,20,15
2889,Chances are Slight,25,16
2889,Will Happen,100,17
2889,May Happen,50,18
2889,Almost Certain,90,19
2888,Remote Chance,20,1
2888,Almost Certain,98,2
2888,Might Happen,30,3
2888,Likely,80,4
2888,Realistic Possibility,75,5
2888,Better than Even,60,6
2888,Very Good Chance,75,7
2888,Highly Likely,90,8
2888,Will Happen,100,9
2888,Could Happen,60,10
2888,Chances are Slight,20,11
2888,Unlikely,20,12
2888,Little Chance,10,13
2888,Improbable,10,14
2888,About Even,50,15
2888,Probable,70,16
2888,Highly Unlikely,10,17
2888,May Happen,60,18
2888,Almost No Chance,5,19
2887,Chances are Slight,5,1
2887,Very Good Chance,90,2
2887,Remote Chance,1,3
2887,Could Happen,50,4
2887,May Happen,40,5
2887,Almost Certain,95,6
2887,Unlikely,1,7
2887,Little Chance,5,8
2887,Will Happen,100,9
2887,Probable,70,10
2887,Improbable,10,11
2887,Might Happen,50,12
2887,Highly Likely,95,13
2887,Better than Even,60,14
2887,About Even,50,15
2887,Almost No Chance,1,16
2887,Realistic Possibility,80,17
2887,Highly Unlikely,5,18
2887,Likely,75,19
2886,Realistic Possibility,80,1
2886,Will Happen,99,2
2886,Could Happen,60,3
2886,Better than Even,60,4
2886,May Happen,50,5
2886,Might Happen,40,6
2886,Little Chance,20,7
2886,Remote Chance,10,8
2886,Almost Certain,95,9
2886,About Even,50,10
2886,Probable,90,11
2886,Improbable,5,12
2886,Chances are Slight,20,13
2886,Highly Unlikely,5,14
2886,Unlikely,10,15
2886,Likely,90,16
2886,Highly Likely,95,17
2886,Almost No Chance,5,18
2886,Very Good Chance,95,19
2885,Highly Unlikely,7,1
2885,Very Good Chance,60,2
2885,Remote Chance,5,3
2885,Little Chance,10,4
2885,Unlikely,2,5
2885,Will Happen,95,6
2885,Chances are Slight,25,7
2885,Improbable,40,8
2885,Probable,60,9
2885,About Even,49,10
2885,Realistic Possibility,75,11
2885,Highly Likely,85,12
2885,Could Happen,60,13
2885,May Happen,49,14
2885,Better than Even,55,15
2885,Likely,75,16
2885,Almost No Chance,1,17
2885,Almost Certain,99,18
2885,Might Happen,50,19
2884,Almost Certain,80,1
2884,Might Happen,30,2
2884,Very Good Chance,75,3
2884,Could Happen,20,4
2884,Highly Likely,90,5
2884,May Happen,30,6
2884,Unlikely,20,7
2884,Improbable,10,8
2884,Will Happen,100,9
2884,Probable,80,10
2884,Likely,70,11
2884,About Even,50,12
2884,Highly Unlikely,5,13
2884,Almost No Chance,5,14
2884,Remote Chance,10,15
2884,Better than Even,60,16
2884,Chances are Slight,10,17
2884,Realistic Possibility,70,18
2884,Little Chance,10,19
2883,Almost Certain,95,1
2883,Might Happen,30,2
2883,Very Good Chance,80,3
2883,Could Happen,50,4
2883,Highly Likely,80,5
2883,May Happen,50,6
2883,Unlikely,10,7
2883,Improbable,1,8
2883,Will Happen,100,9
2883,Probable,95,10
2883,Likely,70,11
2883,About Even,50,12
2883,Highly Unlikely,3,13
2883,Almost No Chance,1,14
2883,Remote Chance,3,15
2883,Better than Even,55,16
2883,Chances are Slight,5,17
2883,Realistic Possibility,25,18
2883,Little Chance,5,19
2882,Likely,80,1
2882,Probable,70,2
2882,Better than Even,60,3
2882,Highly Likely,95,4
2882,About Even,50,5
2882,Will Happen,100,6
2882,Very Good Chance,75,7
2882,Might Happen,60,8
2882,Chances are Slight,20,9
2882,Little Chance,5,10
2882,Improbable,10,11
2882,May Happen,30,12
2882,Remote Chance,5,13
2882,Highly Unlikely,5,14
2882,Almost Certain,95,15
2882,Could Happen,35,16
2882,Almost No Chance,3,17
2882,Realistic Possibility,75,18
2882,Unlikely,10,19
2881,Almost No Chance,1,1
2881,Highly Unlikely,10,2
2881,About Even,50,3
2881,Improbable,40,4
2881,Will Happen,98,5
2881,Probable,55,6
2881,Realistic Possibility,60,7
2881,Likely,75,8
2881,Might Happen,49,9
2881,Chances are Slight,20,10
2881,Little Chance,5,11
2881,Remote Chance,3,12
2881,Better than Even,65,13
2881,Could Happen,51,14
2881,Almost Certain,99,15
2881,Unlikely,45,16
2881,May Happen,48,17
2881,Very Good Chance,80,18
2881,Highly Likely,90,19
2880,May Happen,15,1
2880,Almost No Chance,2,2
2880,Highly Likely,90,3
2880,Realistic Possibility,25,4
2880,Almost Certain,96,5
2880,Improbable,40,6
2880,Might Happen,20,7
2880,Unlikely,15,8
2880,Very Good Chance,82,9
2880,Better than Even,55,10
2880,Probable,75,11
2880,Remote Chance,2,12
2880,Likely,70,13
2880,About Even,50,14
2880,Could Happen,10,15
2880,Chances are Slight,20,16
2880,Highly Unlikely,2,17
2880,Will Happen,100,18
2880,Little Chance,3,19
2879,Could Happen,25,1
2879,Chances are Slight,10,2
2879,Almost Certain,99,3
2879,Highly Likely,80,4
2879,About Even,50,5
2879,Realistic Possibility,40,6
2879,Likely,75,7
2879,Highly Unlikely,5,8
2879,May Happen,25,9
2879,Almost No Chance,1,10
2879,Probable,66,11
2879,Better than Even,60,12
2879,Remote Chance,1,13
2879,Little Chance,10,14
2879,Unlikely,25,15
2879,Might Happen,25,16
2879,Will Happen,100,17
2879,Improbable,10,18
2879,Very Good Chance,80,19
2878,Highly Unlikely,90,1
2878,Very Good Chance,90,2
2878,Remote Chance,10,3
2878,Little Chance,5,4
2878,Unlikely,0,5
2878,Will Happen,100,6
2878,Chances are Slight,10,7
2878,Improbable,0,8
2878,Probable,90,9
2878,About Even,50,10
2878,Realistic Possibility,90,11
2878,Highly Likely,90,12
2878,Could Happen,60,13
2878,May Happen,60,14
2878,Better than Even,70,15
2878,Likely,90,16
2878,Almost No Chance,5,17
2878,Almost Certain,95,18
2878,Might Happen,60,19
2877,Could Happen,50,1
2877,Almost Certain,90,2
2877,Highly Likely,75,3
2877,Improbable,40,4
2877,Remote Chance,10,5
2877,Realistic Possibility,75,6
2877,Will Happen,100,7
2877,About Even,50,8
2877,Likely,75,9
2877,Very Good Chance,80,10
2877,Little Chance,25,11
2877,Chances are Slight,10,12
2877,Probable,60,13
2877,Better than Even,60,14
2877,Might Happen,50,15
2877,Highly Unlikely,10,16
2877,Almost No Chance,5,17
2877,May Happen,50,18
2877,Unlikely,25,19
2876,Chances are Slight,10,1
2876,Almost No Chance,1,2
2876,Remote Chance,3,3
2876,About Even,50,4
2876,Little Chance,5,5
2876,Highly Unlikely,5,6
2876,Better than Even,55,7
2876,Will Happen,100,8
2876,Improbable,2,9
2876,Highly Likely,90,10
2876,Could Happen,5,11
2876,Probable,75,12
2876,Realistic Possibility,5,13
2876,May Happen,2,14
2876,Likely,65,15
2876,Very Good Chance,85,16
2876,Might Happen,5,17
2876,Almost Certain,95,18
2876,Unlikely,5,19
2875,Little Chance,10,1
2875,Could Happen,25,2
2875,Highly Likely,90,3
2875,Highly Unlikely,10,4
2875,Realistic Possibility,51,5
2875,Remote Chance,10,6
2875,Unlikely,20,7
2875,Chances are Slight,15,8
2875,Very Good Chance,85,9
2875,May Happen,55,10
2875,Almost Certain,95,11
2875,Might Happen,50,12
2875,Better than Even,51,13
2875,Probable,70,14
2875,Likely,80,15
2875,Will Happen,100,16
2875,About Even,50,17
2875,Improbable,10,18
2875,Almost No Chance,10,19
2874,Almost No Chance,10,1
2874,About Even,50,2
2874,Almost Certain,90,3
2874,May Happen,70,4
2874,Improbable,20,5
2874,Realistic Possibility,80,6
2874,Better than Even,60,7
2874,Unlikely,30,8
2874,Might Happen,30,9
2874,Chances are Slight,20,10
2874,Remote Chance,10,11
2874,Likely,90,12
2874,Very Good Chance,70,13
2874,Highly Likely,95,14
2874,Could Happen,20,15
2874,Will Happen,100,16
2874,Probable,80,17
2874,Highly Unlikely,10,18
2874,Little Chance,10,19
2873,Almost Certain,95,1
2873,Might Happen,80,2
2873,Very Good Chance,80,3
2873,Could Happen,75,4
2873,Highly Likely,90,5
2873,May Happen,60,6
2873,Unlikely,20,7
2873,Improbable,5,8
2873,Will Happen,100,9
2873,Probable,90,10
2873,Likely,80,11
2873,About Even,50,12
2873,Highly Unlikely,5,13
2873,Almost No Chance,1,14
2873,Remote Chance,5,15
2873,Better than Even,55,16
2873,Chances are Slight,10,17
2873,Realistic Possibility,80,18
2873,Little Chance,5,19
2872,Almost No Chance,5,1
2872,Little Chance,10,2
2872,Likely,70,3
2872,Realistic Possibility,50,4
2872,Will Happen,90,5
2872,Could Happen,50,6
2872,Probable,60,7
2872,Highly Likely,80,8
2872,Improbable,5,9
2872,Remote Chance,1,10
2872,Highly Unlikely,5,11
2872,Almost Certain,95,12
2872,Better than Even,55,13
2872,Chances are Slight,45,14
2872,May Happen,60,15
2872,Very Good Chance,80,16
2872,Might Happen,60,17
2872,About Even,50,18
2872,Unlikely,20,19
2871,May Happen,40,1
2871,Better than Even,55,2
2871,Highly Likely,80,3
2871,Highly Unlikely,20,4
2871,Unlikely,30,5
2871,Almost Certain,90,6
2871,Improbable,25,7
2871,Likely,70,8
2871,Could Happen,45,9
2871,Probable,75,10
2871,About Even,50,11
2871,Remote Chance,10,12
2871,Realistic Possibility,40,13
2871,Might Happen,35,14
2871,Chances are Slight,15,15
2871,Little Chance,10,16
2871,Almost No Chance,5,17
2871,Will Happen,100,18
2871,Very Good Chance,85,19
2870,Better than Even,55,1
2870,Highly Unlikely,5,2
2870,About Even,52,3
2870,May Happen,52,4
2870,Probable,60,5
2870,Will Happen,90,6
2870,Could Happen,60,7
2870,Chances are Slight,5,8
2870,Very Good Chance,75,9
2870,Unlikely,5,10
2870,Remote Chance,2,11
2870,Might Happen,55,12
2870,Almost Certain,90,13
2870,Little Chance,5,14
2870,Almost No Chance,2,15
2870,Improbable,2,16
2870,Realistic Possibility,40,17
2870,Likely,55,18
2870,Highly Likely,90,19
2869,Little Chance,10,1
2869,Almost No Chance,3,2
2869,Very Good Chance,80,3
2869,Realistic Possibility,20,4
2869,Almost Certain,97,5
2869,May Happen,15,6
2869,About Even,50,7
2869,Improbable,10,8
2869,Could Happen,20,9
2869,Will Happen,100,10
2869,Might Happen,20,11
2869,Highly Unlikely,5,12
2869,Remote Chance,5,13
2869,Likely,80,14
2869,Unlikely,20,15
2869,Probable,55,16
2869,Chances are Slight,15,17
2869,Highly Likely,95,18
2869,Better than Even,51,19
2868,Will Happen,100,1
2868,Almost Certain,98,2
2868,Almost No Chance,2,3
2868,Realistic Possibility,25,4
2868,Chances are Slight,10,5
2868,Better than Even,65,6
2868,Highly Unlikely,40,7
2868,About Even,50,8
2868,Improbable,10,9
2868,Little Chance,5,10
2868,Unlikely,30,11
2868,Could Happen,20,12
2868,Remote Chance,5,13
2868,Probable,80,14
2868,May Happen,60,15
2868,Highly Likely,90,16
2868,Very Good Chance,80,17
2868,Might Happen,40,18
2868,Likely,70,19
2867,Will Happen,98,1
2867,Remote Chance,10,2
2867,Might Happen,25,3
2867,Almost Certain,90,4
2867,About Even,50,5
2867,Probable,65,6
2867,Very Good Chance,85,7
2867,Little Chance,15,8
2867,Improbable,20,9
2867,Almost No Chance,5,10
2867,Realistic Possibility,60,11
2867,Highly Likely,95,12
2867,Unlikely,20,13
2867,Chances are Slight,15,14
2867,Highly Unlikely,5,15
2867,Could Happen,30,16
2867,Better than Even,65,17
2867,Likely,60,18
2867,May Happen,40,19
2866,Will Happen,100,1
2866,Almost Certain,95,2
2866,Realistic Possibility,33,3
2866,Very Good Chance,75,4
2866,Almost No Chance,10,5
2866,Could Happen,33,6
2866,Likely,51,7
2866,Probable,51,8
2866,Highly Unlikely,5,9
2866,Little Chance,10,10
2866,About Even,50,11
2866,Chances are Slight,15,12
2866,Might Happen,20,13
2866,Highly Likely,90,14
2866,May Happen,25,15
2866,Remote Chance,2,16
2866,Unlikely,40,17
2866,Improbable,40,18
2866,Better than Even,51,19
2865,May Happen,35,1
2865,Very Good Chance,80,2
2865,Highly Unlikely,10,3
2865,Might Happen,40,4
2865,Unlikely,5,5
2865,Likely,90,6
2865,Will Happen,100,7
2865,Almost Certain,98,8
2865,Realistic Possibility,50,9
2865,Could Happen,50,10
2865,Chances are Slight,10,11
2865,Little Chance,20,12
2865,About Even,50,13
2865,Better than Even,60,14
2865,Probable,60,15
2865,Almost No Chance,5,16
2865,Highly Likely,95,17
2865,Remote Chance,10,18
2865,Improbable,5,19
2864,About Even,50,1
2864,Highly Likely,75,2
2864,Might Happen,65,3
2864,Probable,70,4
2864,Highly Unlikely,30,5
2864,Almost No Chance,5,6
2864,Chances are Slight,20,7
2864,Almost Certain,90,8
2864,Very Good Chance,85,9
2864,Realistic Possibility,80,10
2864,Remote Chance,40,11
2864,May Happen,50,12
2864,Unlikely,10,13
2864,Could Happen,55,14
2864,Likely,70,15
2864,Better than Even,60,16
2864,Improbable,10,17
2864,Little Chance,10,18
2864,Will Happen,100,19
2863,Will Happen,100,1
2863,Remote Chance,10,2
2863,Might Happen,25,3
2863,Almost Certain,95,4
2863,About Even,50,5
2863,Probable,75,6
2863,Very Good Chance,60,7
2863,Little Chance,20,8
2863,Improbable,33,9
2863,Almost No Chance,5,10
2863,Realistic Possibility,40,11
2863,Highly Likely,75,12
2863,Unlikely,25,13
2863,Chances are Slight,15,14
2863,Highly Unlikely,10,15
2863,Could Happen,20,16
2863,Better than Even,60,17
2863,Likely,75,18
2863,May Happen,10,19
2862,Very Good Chance,80,1
2862,May Happen,40,2
2862,Likely,80,3
2862,Almost No Chance,5,4
2862,About Even,50,5
2862,Will Happen,100,6
2862,Could Happen,30,7
2862,Almost Certain,95,8
2862,Little Chance,10,9
2862,Unlikely,20,10
2862,Highly Unlikely,5,11
2862,Chances are Slight,4,12
2862,Improbable,2,13
2862,Remote Chance,1,14
2862,Better than Even,55,15
2862,Might Happen,25,16
2862,Highly Likely,85,17
2862,Probable,70,18
2862,Realistic Possibility,75,19
2861,Improbable,2,1
2861,Probable,90,2
2861,Almost Certain,99,3
2861,Highly Unlikely,1,4
2861,Little Chance,2,5
2861,About Even,50,6
2861,Realistic Possibility,25,7
2861,Likely,80,8
2861,Very Good Chance,90,9
2861,Could Happen,30,10
2861,Almost No Chance,0,11
2861,Highly Likely,95,12
2861,Remote Chance,1,13
2861,Chances are Slight,2,14
2861,Better than Even,60,15
2861,May Happen,40,16
2861,Might Happen,35,17
2861,Unlikely,10,18
2861,Will Happen,100,19
2860,Likely,80,1
2860,Probable,90,2
2860,Better than Even,51,3
2860,Highly Likely,85,4
2860,About Even,50,5
2860,Will Happen,100,6
2860,Very Good Chance,70,7
2860,Might Happen,35,8
2860,Chances are Slight,10,9
2860,Little Chance,10,10
2860,Improbable,20,11
2860,May Happen,40,12
2860,Remote Chance,5,13
2860,Highly Unlikely,10,14
2860,Almost Certain,90,15
2860,Could Happen,30,16
2860,Almost No Chance,1,17
2860,Realistic Possibility,40,18
2860,Unlikely,20,19
2859,May Happen,65,1
2859,Very Good Chance,85,2
2859,Highly Unlikely,15,3
2859,Might Happen,60,4
2859,Unlikely,30,5
2859,Likely,75,6
2859,Will Happen,100,7
2859,Almost Certain,90,8
2859,Realistic Possibility,80,9
2859,Could Happen,60,10
2859,Chances are Slight,20,11
2859,Little Chance,10,12
2859,About Even,50,13
2859,Better than Even,60,14
2859,Probable,70,15
2859,Almost No Chance,5,16
2859,Highly Likely,5,17
2859,Remote Chance,2,18
2859,Improbable,15,19
2858,Could Happen,20,1
2858,Almost Certain,97,2
2858,Realistic Possibility,20,3
2858,May Happen,30,4
2858,Chances are Slight,7,5
2858,Highly Likely,93,6
2858,Highly Unlikely,3,7
2858,About Even,50,8
2858,Little Chance,10,9
2858,Probable,85,10
2858,Very Good Chance,80,11
2858,Better than Even,60,12
2858,Almost No Chance,4,13
2858,Will Happen,100,14
2858,Likely,78,15
2858,Improbable,7,16
2858,Unlikely,5,17
2858,Remote Chance,2,18
2858,Might Happen,40,19
2857,Realistic Possibility,55,1
2857,Will Happen,100,2
2857,Could Happen,50,3
2857,Better than Even,55,4
2857,May Happen,50,5
2857,Might Happen,50,6
2857,Little Chance,10,7
2857,Remote Chance,1,8
2857,Almost Certain,98,9
2857,About Even,50,10
2857,Probable,75,11
2857,Improbable,25,12
2857,Chances are Slight,10,13
2857,Highly Unlikely,10,14
2857,Unlikely,5,15
2857,Likely,35,16
2857,Highly Likely,75,17
2857,Almost No Chance,1,18
2857,Very Good Chance,80,19
2856,Almost Certain,98,1
2856,Might Happen,20,2
2856,Very Good Chance,80,3
2856,Could Happen,30,4
2856,Highly Likely,80,5
2856,May Happen,20,6
2856,Unlikely,20,7
2856,Improbable,5,8
2856,Will Happen,99,9
2856,Probable,65,10
2856,Likely,65,11
2856,About Even,50,12
2856,Highly Unlikely,8,13
2856,Almost No Chance,1,14
2856,Remote Chance,10,15
2856,Better than Even,60,16
2856,Chances are Slight,5,17
2856,Realistic Possibility,35,18
2856,Little Chance,20,19
2855,Better than Even,60,1
2855,Highly Unlikely,10,2
2855,About Even,50,3
2855,May Happen,55,4
2855,Probable,70,5
2855,Will Happen,100,6
2855,Could Happen,35,7
2855,Chances are Slight,20,8
2855,Very Good Chance,80,9
2855,Unlikely,15,10
2855,Remote Chance,5,11
2855,Might Happen,39,12
2855,Almost Certain,99,13
2855,Little Chance,3,14
2855,Almost No Chance,1,15
2855,Improbable,5,16
2855,Realistic Possibility,50,17
2855,Likely,65,18
2855,Highly Likely,75,19
2854,Will Happen,100,1
2854,Almost Certain,95,2
2854,Almost No Chance,5,3
2854,Realistic Possibility,65,4
2854,Chances are Slight,5,5
2854,Better than Even,55,6
2854,Highly Unlikely,2,7
2854,About Even,50,8
2854,Improbable,1,9
2854,Little Chance,5,10
2854,Unlikely,10,11
2854,Could Happen,51,12
2854,Remote Chance,2,13
2854,Probable,75,14
2854,May Happen,50,15
2854,Highly Likely,90,16
2854,Very Good Chance,80,17
2854,Might Happen,50,18
2854,Likely,70,19
2853,Will Happen,100,1
2853,Almost Certain,95,2
2853,Almost No Chance,5,3
2853,Realistic Possibility,75,4
2853,Chances are Slight,15,5
2853,Better than Even,65,6
2853,Highly Unlikely,8,7
2853,About Even,48,8
2853,Improbable,3,9
2853,Little Chance,5,10
2853,Unlikely,15,11
2853,Could Happen,33,12
2853,Remote Chance,17,13
2853,Probable,70,14
2853,May Happen,40,15
2853,Highly Likely,75,16
2853,Very Good Chance,80,17
2853,Might Happen,33,18
2853,Likely,70,19
2852,Will Happen,95,1
2852,Remote Chance,5,2
2852,Might Happen,25,3
2852,Almost Certain,95,4
2852,About Even,50,5
2852,Probable,75,6
2852,Very Good Chance,80,7
2852,Little Chance,10,8
2852,Improbable,25,9
2852,Almost No Chance,5,10
2852,Realistic Possibility,30,11
2852,Highly Likely,75,12
2852,Unlikely,25,13
2852,Chances are Slight,20,14
2852,Highly Unlikely,10,15
2852,Could Happen,25,16
2852,Better than Even,60,17
2852,Likely,80,18
2852,May Happen,20,19
2851,Remote Chance,5,1
2851,Highly Likely,95,2
