number,game,release_date,price,owners,developer,publisher,average_playtime,median_playtime,metascore
4331,Gravity Lab - Gravitational Testing Facility & Observations,"May 18, 2017",19.99,"0 .. 20,000",Mark Schramm,Mark Schramm,0,0,NA
4332,Joumee The Hedgehog,"Nov 23, 2017",1.99,"0 .. 20,000",Aghayeva and Ko s.r.o.,Aghayeva and Ko s.r.o.,0,0,NA
4333,MEMETYPER,"Sep 27, 2017",0.99,"0 .. 20,000",Yury Chadaev,Lab-mobil,0,0,NA
4334,Keep Defending,"Jun 19, 2017",7.99,"0 .. 20,000",Faster Time Games Limited,Faster Time Games Limited,0,0,NA
4336,Scarlett's Dungeon,"Sep 21, 2017",1.99,"0 .. 20,000",Johnny Ginard,Johnny Ginard,0,0,NA
4337,Button Button Up!,"Jul 20, 2017",11.99,"0 .. 20,000",Centrosphere Games,Centrosphere Games,0,0,NA
4339,Deep Ones,"Sep 1, 2017",2.99,"0 .. 20,000",BURP! Games,Chess no choke games,0,0,NA
4342,Darkarta: A Broken Heart's Quest Standard Edition,"Aug 28, 2017",5.99,"0 .. 20,000",Tuttifrutti Interactive,Tuttifrutti Interactive,0,0,NA
4343,Game Tengoku CruisinMix Special,"Nov 29, 2017",29.99,"0 .. 20,000","CITY CONNECTION, Chara-Ani",Degica,0,0,NA
4344,Solaroids: Prologue,"May 26, 2017",9.99,"0 .. 20,000",DynF/X Digital,DynF/X Digital,0,0,NA
4345,Trivia Vault: 1980's Trivia 2,"Aug 22, 2017",9.99,"0 .. 20,000",Ripknot Systems,Ripknot Systems,0,0,NA
4347,In The Shadows,"Oct 20, 2017",15.99,"0 .. 20,000",Colorspace Studio,Colorspace Studio,0,0,NA
4349,Cash Crop,"Aug 3, 2017",15.99,"0 .. 20,000",Joint Ventures,Joint Ventures,0,0,NA
4350,SPACE-FRIGHT,"Mar 3, 2017",6.99,"0 .. 20,000",R I MAD,R I MAD,0,0,NA
4352,Sweven,"Apr 22, 2017",1.99,"0 .. 20,000",CG-Interactive,CG-Interactive,0,0,NA
4353,Trenches of War,"Jul 6, 2017",NA,"0 .. 20,000",Vashta Entertainment,Vashta Entertainment,0,0,NA
4354,Snail Trek - Chapter 2: A Snail Of Two Worlds,"Dec 12, 2017",0.99,"0 .. 20,000",Phil Fortier,Phil Fortier,0,0,NA
4356,PARKAN: THE IMPERIAL CHRONICLES,"Jan 23, 2017",2.99,"0 .. 20,000",NIKITA ONLINE,NIKITA ONLINE,0,0,NA
4357,Reformers(变革者),"Nov 23, 2017",9.99,"0 .. 20,000",RMking,RMking,0,0,NA
4358,Win That War!,"Apr 7, 2017",19.99,"0 .. 20,000","Insane Unity, Bidaj",Bidaj,0,0,NA
4359,Chaos and the White Robot,"Sep 15, 2017",0.99,"0 .. 20,000",ILIN DMITRY IGOREVICH,ILIN DMITRY IGOREVICH,0,0,NA
4360,SYMMETRY alpha,"Feb 12, 2017",NA,"0 .. 20,000",DVERSE Inc.,DVERSE Inc.,0,0,NA
4361,SYREN,"Feb 16, 2017",19.99,"0 .. 20,000",Hammerhead VR,Hammerhead VR,0,0,NA
4363,Wands,"Dec 19, 2017",14.99,"0 .. 20,000",Cortopia,Cortopia,0,0,NA
4364,Defenders of Ekron,"Aug 15, 2017",NA,"0 .. 20,000",In Vitro Games,In Vitro Games,0,0,NA
4365,Tower Defense - Fantasy Legends Tower Game,"Mar 22, 2017",4.99,"0 .. 20,000",Lapusanu Patriciu,Modulesden,0,0,NA
4366,Cleo's Lost Idols,"Nov 16, 2017",NA,"0 .. 20,000",Tomb Team,Chilled Mouse,0,0,NA
4367,"Remember, Remember","May 11, 2017",9.99,"0 .. 20,000","Michaela Laws, Ethan Nakashima",Michaela Laws,0,0,NA
4368,Cathodemer,"Sep 8, 2017",19.99,"0 .. 20,000",Joel Kivelä,Joel Kivelä,0,0,NA
4369,愛神餐館2,"Dec 29, 2017",34.99,"0 .. 20,000",Firedog Creative Company Limited,Firedog Creative Company Limited,0,0,NA
4370,Crankies Workshop: Grizzbot Assembly 2,"Oct 5, 2017",0.49,"0 .. 20,000",Crankies Smartworks,VT Publishing,0,0,NA
4371,Gods and Nemesis: of Ghosts from Dragons,"Apr 1, 2017",NA,"0 .. 20,000",Chad Meffert,Chad Meffert,0,0,NA
4372,Alien Rampage,"Oct 11, 2017",4.99,"0 .. 20,000",Inner Circle Creations,"Piko Interactive LLC, Classics Digital",0,0,NA
4373,Reverie,"Oct 3, 2017",0.99,"0 .. 20,000",Chronicle Games,Chronicle Games,0,0,NA
4374,The Superlatives: Aetherfall,"Oct 19, 2017",5.99,"0 .. 20,000",Choice of Games,Choice of Games,0,0,NA
4375,MineStickman,"Dec 2, 2017",3.99,"0 .. 20,000",NA,NA,0,0,NA
4376,Fluffy Friends 2,"Nov 17, 2017",1.99,"0 .. 20,000",For Kids,For Kids,0,0,NA
4377,Illville: Return instructions. Act 1,"Nov 9, 2017",9.99,"0 .. 20,000",TushaWorks,TushaWorks,0,0,NA
4378,Deadly Contact,"Dec 22, 2017",NA,"0 .. 20,000",Kaan Bukusoglu,Kaan Bukusoglu,0,0,NA
4379,Star Rage VR,"Sep 29, 2017",19.99,"0 .. 20,000",Metaverse Studio,Metaverse Studio,0,0,NA
4380,OK Bob,"Mar 31, 2017",3.99,"0 .. 20,000",Lumen Labs,Lumen Labs,0,0,NA
4381,Galactic Missile Defense,"Jun 7, 2017",1.99,"0 .. 20,000",Black Sheep Games,Black Sheep Games,0,0,NA
4382,Break Time!,"Feb 8, 2017",NA,"0 .. 20,000",Space Toast Games,Space Toast Games,0,0,NA
4383,Impresja,"Jul 27, 2017",2.99,"0 .. 20,000",Adam Tarnowski,Adam Tarnowski,0,0,NA
4384,Travel Riddles: Trip To India,"Mar 10, 2017",9.99,"0 .. 20,000",Notus Games Ltd,Notus Games Ltd,0,0,NA
4385,Super Death Arena,"Jan 11, 2017",8.99,"0 .. 20,000",Rigid-Soft,Rigid-Soft,0,0,NA
4386,DEFECTIVE,"Sep 5, 2017",3.99,"0 .. 20,000",EncoderX,EncoderX,0,0,NA
4387,Super,"Sep 29, 2017",NA,"0 .. 20,000",Jeff Trier,Jeff Trier,0,0,NA
4388,My Little Worms,"Sep 22, 2017",1.99,"0 .. 20,000",For Kids,For Kids,0,0,NA
4389,Samurai of Hyuga Book 3,"Dec 1, 2017",5.99,"0 .. 20,000",Hosted Games,Hosted Games,0,0,NA
4390,Gnomes Garden New home,"Dec 14, 2017",4.99,"0 .. 20,000","Toyman, Creobit",8Floor,0,0,NA
4391,"Trapper Knight, Sharpshooter Princess","Apr 10, 2017",14.99,"0 .. 20,000",desunoya,Sekai Project,0,0,NA
4392,Kult of Ktulu: Olympic,"Feb 9, 2017",5.99,"0 .. 20,000",Grand Cauldron,Grand Cauldron,0,0,NA
4393,johnsgame,"Mar 6, 2017",NA,"0 .. 20,000","GCRH, Daynar",GCRH,0,0,NA
4394,1166,"Apr 2, 2017",1,"0 .. 20,000",Predator Productions,Predator Productions,0,0,NA
4395,Castle Explorer,"Mar 31, 2017",9.99,"0 .. 20,000",MightyCodeDragon,MightyCodeDragon,0,0,NA
4396,LeftWay,"Nov 3, 2017",12.99,"0 .. 20,000",Tongsun,Tongsun,0,0,NA
4397,Conquest of the New World,"Jul 21, 2017",9.99,"0 .. 20,000",Quicksilver Software,Interplay,0,0,NA
4398,Poker Show VR,"May 30, 2017",2.49,"0 .. 20,000",Kogei,Kogei,0,0,NA
4399,Obscura,"Jul 27, 2017",9.99,"0 .. 20,000",Obscura Team,NA,0,0,NA
4400,Celestial Breach,"Oct 13, 2017",9.99,"0 .. 20,000",Dark Nebulae,Dark Nebulae,0,0,NA
4402,Spheroids,"Feb 10, 2017",7.99,"0 .. 20,000",Eclipse Games,Eclipse Games,0,0,NA
4403,Madcap Castle,"Dec 11, 2017",9.99,"0 .. 20,000",Diel Mormac Games,IDJ Games,0,0,NA
4404,Sneaky Bears,"Oct 17, 2017",8.99,"0 .. 20,000",WarDucks,WarDucks,0,0,NA
4406,Vision Origin,"May 19, 2017",19.99,"0 .. 20,000","Shanghai ThinkingBear Network Technology Co.,Ltd","Shanghai ThinkingBear Network Technology Co.,Ltd",0,0,NA
4407,Leisure Suit Larry 2 Looking For Love (In Several Wrong Places),"Dec 18, 2017",3.99,"0 .. 20,000",Assemble Entertainment,Assemble Entertainment,0,0,NA
4408,Tengutana,"Oct 26, 2017",3.99,"0 .. 20,000",Bartoš Studio,Bartoš Studio,0,0,NA
4409,Runaway VR,"Aug 4, 2017",8.99,"0 .. 20,000",Panoramik Inc,Panoramik Inc,0,0,NA
4410,Lost Wing,"Nov 14, 2017",9.99,"0 .. 20,000",BoxFrog Games,BoxFrog Games,0,0,NA
4411,Pixel Shooter,"Jul 3, 2017",0.5,"0 .. 20,000",Fabio Cunha,Fabio Cunha,0,0,NA
4413,Dreamlike Worlds,"Mar 6, 2017",0.99,"0 .. 20,000",JustForward,JustForward,0,0,NA
4414,Dragon Sinker,"Dec 19, 2017",9.99,"0 .. 20,000",Exe Create Inc.,KEMCO,0,0,NA
4415,Zorbit's Orbits,"Nov 10, 2017",0.99,"0 .. 20,000",Happyrock Studios,New Reality Games,31,10,NA
4416,Mesh Maker VR,"Jan 1, 2017",NA,"0 .. 20,000",CreateThis.com,CreateThis.com,0,0,NA
4417,Nox Dei,"Dec 1, 2017",NA,"0 .. 20,000",Binary Souls,Binary Souls,0,0,NA
4418,Clad in Iron: Gulf of Mexico 1864,"Sep 5, 2017",19.99,"0 .. 20,000",Totem Games,Totem Games,0,0,NA
4419,Finger Ninja,"Dec 26, 2017",0.99,"0 .. 20,000",Freshtrax,Freshtrax,0,0,NA
4420,Behind You,"Feb 21, 2017",16.99,"0 .. 20,000","Hatipoglu Sores, Kendal Hatipoglu",OxPrimeStudio,0,0,NA
4421,Ophidia,"May 24, 2017",4.99,"0 .. 20,000",MassDiGI,MassDiGI,0,0,NA
4422,Yōdanji,"Dec 6, 2017",4.99,"0 .. 20,000",KEMCO,KEMCO,0,0,NA
4423,2V Hoverbike,"Jul 6, 2017",2.99,"0 .. 20,000",Intertum,intertum,0,0,NA
4424,Christmas Puzzle,"Nov 7, 2017",5.99,"0 .. 20,000",Notus Games Ltd,Notus Games Ltd,0,0,NA
4425,Children of the Galaxy,"Mar 14, 2017",19.99,"0 .. 20,000","Filip Dusek, Empty Keys","Filip Dusek, Empty Keys",0,0,NA
4426,Crashimals,"Sep 7, 2017",0.99,"0 .. 20,000",Rogue Earth LLC,GAMEPUMP,0,0,NA
4428,Destroyer: Invasion,"Jul 14, 2017",0.99,"0 .. 20,000",MFAFB Games LLC,MFAFB Games LLC,0,0,NA
4429,Tiny Troopers 2,"May 31, 2017",5.99,"0 .. 20,000","Starloop Studios SL, Kukouri",Game Troopers SL,0,0,NA
4430,Paperback: The Game,"Nov 8, 2017",4.99,"0 .. 20,000",Mark Fassett,Fowers Games,0,0,NA
4431,Sea Of Fatness: Save Humanity Together,"Oct 20, 2017",2.99,"0 .. 20,000",Fusion.Robot & Co,Fusion.Robot & Co,0,0,NA
4432,On Earth As It Is In Heaven - A Kinetic Novel,"Nov 28, 2017",15.99,"0 .. 20,000",Afterthought Studios,Afterthought Studios,0,0,NA
4433,VRCURATOR,"Mar 15, 2017",4.99,"0 .. 20,000",Lobaki,Lobaki,0,0,NA
4434,Red Planet: Survive,"Sep 14, 2017",14.99,"0 .. 20,000",Silent Parrot Studio,Silent Parrot Studio,0,0,NA
4435,Construct: Embers of Life,"Aug 7, 2017",NA,"0 .. 20,000",Seth O'Dale,Seth O'Dale Inc,0,0,NA
4436,Ludoria,"Mar 3, 2017",19.99,"0 .. 20,000",Eminent Softworks,Eminent Softworks,0,0,NA
4437,Treasure At The Top,"Sep 15, 2017",NA,"0 .. 20,000",ADB,ADB,0,0,NA
4438,The Mystery Room,"Dec 1, 2017",4.99,"0 .. 20,000",Cypics,Moim,0,0,NA
4439,Astral Traveler,"Sep 13, 2017",4.99,"0 .. 20,000","Dragon Slumber, Brainoid",Dragon Slumber,0,0,NA
4440,VR Table Sports,"Aug 19, 2017",7.99,"0 .. 20,000",Happy Bat,Happy Bat,0,0,NA
4441,Ophidian,"Sep 15, 2017",1.99,"0 .. 20,000",ManBeardGames,ManBeardGames,0,0,NA
4442,Glo,"Oct 23, 2017",4.99,"0 .. 20,000",Chronik Spartan,Chronik Spartan,0,0,NA
4443,Wanderer of Teandria,"Sep 26, 2017",4.99,"0 .. 20,000",Silentplaygames,Silentplaygames,0,0,NA
4444,Sector 177,"Nov 9, 2017",3.99,"0 .. 20,000",Recreat4,Virtuactions,0,0,NA
4445,Perspectives: Aleppo-Helsinki,"Nov 15, 2017",NA,"0 .. 20,000",Teatime Research Ltd.,Teatime Research Ltd.,0,0,NA
4446,Passengers: Awakening VR Experience,"Mar 14, 2017",7.99,"0 .. 20,000",MPC VR,Sony Pictures Virtual Reality,0,0,NA
4447,Neurowake,"Jul 21, 2017",19.99,"0 .. 20,000",Shortfuse Studio,Shortfuse Studio,0,0,NA
4448,Never Forget Me,"Jan 10, 2017",14.99,"0 .. 20,000",Winter Wolves,Winter Wolves,0,0,NA
4449,Owari,"Jun 16, 2017",2.99,"0 .. 20,000",Brian Franco,Brian Franco,0,0,NA
4450,4x4 Road Race,"Feb 1, 2017",1.99,"0 .. 20,000",Mirador Studio,Mirador Studio,0,0,NA
4451,BrainyJoy,"Nov 27, 2017",9.99,"0 .. 20,000",Fabrice BIZEC,Fabrice BIZEC,0,0,NA
4452,Task is to Survive,"Oct 31, 2017",3.99,"0 .. 20,000",Laush Dmitriy Sergeevich,Laush Dmitriy Sergeevich,0,0,NA
4453,Symphony of the Machine,"Apr 24, 2017",13.99,"0 .. 20,000",Stirfire Studios,Stirfire Studios,0,0,NA
4454,The Ghost of Joe Papp,"Nov 30, 2017",5.99,"0 .. 20,000",Stegalosaurus Game Development,Stegalosaurus Game Development,0,0,NA
4455,Number World Adventure,"Sep 22, 2017",4.99,"0 .. 20,000",Notus Games Ltd,Notus Games Ltd,0,0,NA
4456,The Red Front,"Oct 5, 2017",0.99,"0 .. 20,000",10ft Games,10ft Games,0,0,NA
4457,Escape 2042 - The Truth Defenders,"Mar 31, 2017",2.99,"0 .. 20,000",OrionSoft,OrionSoft,0,0,NA
4458,ObserVRtarium,"Jun 8, 2017",NA,"0 .. 20,000",NSC Creative,NSC Creative,0,0,NA
4459,Spark,"Nov 10, 2017",1.99,"0 .. 20,000","Knightmare Games, Limited","Knightmare Games, Limited",0,0,NA
4460,Romance of the Three Kingdoms Ⅱ / 三國志Ⅱ,"Jan 24, 2017",12.99,"0 .. 20,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0,0,NA
4461,Spycraft: The Great Game,"Apr 18, 2017",3.89,"0 .. 20,000",Activision,Activision,0,0,NA
4462,Black Friday: The Game,"Oct 16, 2017",1.99,"0 .. 20,000",BloodyStation,BloodyStation,0,0,NA
4464,Station 228,"Nov 22, 2017",0.99,"0 .. 20,000",Green-eyed Taxi,Narko Games,0,0,NA
4465,The Adventures of Capitano Navarro,"Aug 4, 2017",9.99,"0 .. 20,000",Don Emídio Navarro Games,Sometimes You,0,0,NA
4467,Aya's Journey,"Sep 6, 2017",2.99,"0 .. 20,000",Boogygames Studios,Boogygames Studios,0,0,NA
4468,Verzaken! VR Adventure,"Nov 6, 2017",1.99,"0 .. 20,000",interFusion Games LLC,interFusion Games LLC,0,0,NA
4470,The Hunt,"Jun 6, 2017",9.99,"0 .. 20,000",Bass Pro Shops,Console Classics,0,0,NA
4471,Genghis Khan II: Clan of the Gray Wolf / 蒼き狼と白き牝鹿・元朝秘史,"Jun 27, 2017",12.99,"0 .. 20,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0,0,NA
4472,Time Killers: Spot Race,"Nov 13, 2017",NA,"0 .. 20,000",Space Fractal,Space Fractal,0,0,NA
4474,Embrace of Ocean: Story of Hope,"Aug 5, 2017",9.99,"0 .. 20,000",Aves Games,Aves Games,0,0,NA
4476,Embrace The Fear,"Jan 12, 2017",5.99,"0 .. 20,000",世纪龙信息网络有限责任公司,世纪龙信息网络有限责任公司,0,0,NA
4477,Inflatality,"Oct 26, 2017",9.99,"0 .. 20,000","Hojo Studio, Deepforge Studio",Hojo Studio,0,0,NA
4479,Lupus in Fabula,"Jul 13, 2017",6.99,"0 .. 20,000",Spitoufs,Spitoufs,0,0,NA
4480,LOGistICAL: USA - New York,"Oct 24, 2017",9.99,"0 .. 20,000",Sacada,Sacada,0,0,NA
4482,Cosmic Kites,"Sep 7, 2017",NA,"0 .. 20,000",Fishmoose Interactive,Fishmoose Interactive,0,0,NA
4486,Orc Hunter VR,"Jul 24, 2017",NA,"0 .. 20,000",Orc Hunter Developer Team,Orc Hunter Developer Team,0,0,NA
4488,Haunted Hotel: Stay in the Light,"Jun 30, 2017",5.99,"0 .. 20,000",JRad Games,JRad Games,0,0,NA
4490,Jump! Jump! Jump!,"Dec 28, 2017",0.99,"0 .. 20,000",XiNFiNiTY Games,OtakuMaker SARL,0,0,NA
4494,Tiger Hunt,"Jun 23, 2017",2.99,"0 .. 20,000",Digital Fusion Inc.,Digital Fusion Inc.,0,0,NA
4496,Harvest Simulator VR,"Nov 25, 2017",6.99,"0 .. 20,000",Sakis25 Games,Bolt Virtual,0,0,NA
4498,Planet Defender,"Mar 30, 2017",6.99,"0 .. 20,000",Fevolution Innovation Inc.,Fevolution Innovation Inc.,0,0,NA
4499,Run Crabby Run - adventure,"Aug 2, 2017",0.99,"0 .. 20,000",Crabby Team,Crabby Team,0,0,NA
4501,Osmorrow,"Dec 27, 2017",4.99,"0 .. 20,000",Night Apparatus,Night Apparatus,0,0,NA
4503,NOBUNAGA’S AMBITION: Shouseiroku with Power Up Kit / 信長の野望・将星録 with パワーアップキット,"Jul 25, 2017",19.99,"0 .. 20,000","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0,0,NA
4505,Virtual Islands,"Apr 24, 2017",3.99,"0 .. 20,000",Tim McCulloch,Tim McCulloch,0,0,NA
4507,Jetball,"Dec 6, 2017",9.99,"0 .. 20,000",Codevictus Inc.,Codevictus Inc,0,0,NA
4509,Geneticognito,"Jul 20, 2017",2.99,"0 .. 20,000",Blob Games,Blob Games,0,0,NA
4511,Sketch! Run!,"Mar 31, 2017",1.99,"0 .. 20,000",VI Games LLC,VI Games LLC,0,0,NA
4512,Heroes of Myths - Warriors of Gods,"Dec 7, 2017",1.99,"0 .. 20,000",Ihor Kalinin,OrangeGames,0,0,NA
4514,Steampunk Syndicate 2,"Sep 21, 2017",1.99,"0 .. 20,000",Stereo7 Games,Stereo7 Games,0,0,NA
4516,FIGHTING BOX,"Oct 25, 2017",0.99,"0 .. 20,000",Artur Rezende,Artur Rezende,0,0,NA
4518,MakeVR Pro,"Aug 29, 2017",39.99,"0 .. 20,000","Sixense Entertainment, Inc.",Vive Studios,0,0,NA
4519,Your Smile Beyond Twilight:黄昏下的月台上,"Jun 23, 2017",1.99,"0 .. 20,000",Lingtan Studio,Lingtan Studio,0,0,NA
4520,Captivus,"Oct 3, 2017",NA,"0 .. 20,000",Christopher Howard,Christopher Howard,0,0,NA
4521,Kitten Madness,"Dec 31, 2017",6.99,"0 .. 20,000",David Ogden,LoveTrooper Entertainment L.L.C.,0,0,NA
4523,Miniature TD - VR,"Aug 15, 2017",0.99,"0 .. 20,000",Reality Reflection,Reality Reflection,0,0,NA
4525,Elderine: Dreams to Destiny,"Apr 1, 2017",3.99,"0 .. 20,000",Black Alchemy Games,Black Alchemy Games,0,0,NA
4526,Little Busters! English Edition,"Nov 1, 2017",34.99,"0 .. 20,000",VisualArts/Key,VisualArts,0,0,NA
4527,Halloween: Jigsaw Puzzles,"Oct 20, 2017",0.99,"0 .. 20,000",ThinkVirtual,ThinkVirtual,0,0,NA
4529,MAGIX Audio Cleaning Lab 2017 Steam Edition,"Jul 21, 2017",NA,"0 .. 20,000",MAGIX Software GmbH,MAGIX Software GmbH,0,0,NA
4531,"Minions, Monsters, and Madness","Jan 10, 2017",3.99,"0 .. 20,000",Adam Hebert,Adam Hebert,0,0,NA
4533,Endless Wave,"Nov 8, 2017",0.99,"0 .. 20,000",Snowdrop Lab,Snowdrop Lab,0,0,NA
4535,Flippt,"Sep 26, 2017",2.99,"0 .. 20,000","Luetso, LLC","Luetso, LLC",0,0,NA
4537,RoboTraps,"Jun 20, 2017",6.99,"0 .. 20,000",Poltergames,Poltergames,0,0,NA
4539,Convicted Galaxy,"Feb 9, 2017",14.99,"0 .. 20,000",Mind Grown Software,Mind Grown Software,0,0,NA
4541,Project X,"Sep 24, 2017",2.99,"0 .. 20,000",Bulls Bros,Bulls Bros,0,0,NA
4543,Psychical Madness,"Aug 25, 2017",3.99,"0 .. 20,000",AYE Technology,AYE Technology,0,0,NA
4545,ArkanoidSmoking,"Aug 14, 2017",0.99,"0 .. 20,000",StalkerAlex..,StalkerAlex.,0,0,NA
4547,Sorcerer's Dream,"Jul 14, 2017",4.99,"0 .. 20,000",Arai Koh Create Office,YOX-Project,0,0,NA
4548,The Simple Apocalypse,"Sep 22, 2017",6.99,"0 .. 20,000",Dreel,Dreel,0,0,NA
4550,Fish or Die,"Apr 25, 2017",4.99,"0 .. 20,000",Thirsten Studios,Thirsten Studios,0,0,NA
4552,Damned Hours,"Oct 2, 2017",0.99,"0 .. 20,000","Delusion Arts Entertainment, LLC","Delusion Arts Entertainment, LLC",0,0,NA
4554,FERIT Simulator,"Feb 23, 2017",NA,"0 .. 20,000",Denis Vajak,"Fakultet elektrotehnike, računarstva i informacijskih tehnologija Osijek",0,0,NA
4555,MHRD,"Jan 5, 2017",9.99,"0 .. 20,000",Funghisoft,Funghisoft,0,0,NA
4556,Snake Treasure Chest,"Oct 10, 2017",0.99,"0 .. 20,000",Ragıp Hatunoğlu,Pedica Games,0,0,NA
4557,Music Band Manager,"Dec 6, 2017",7.99,"0 .. 20,000",Hamsters Gaming,Hamsters Gaming,0,0,NA
4558,Pathstow Mystery VR,"Oct 20, 2017",9.99,"0 .. 20,000",Mystic cat,Mystic cat,0,0,NA
4560,Don't Die!,"Oct 11, 2017",4.99,"0 .. 20,000",Michael Cox,Templarius Studios,0,0,NA
4562,Shattered Steel,"May 3, 2017",9.99,"0 .. 20,000",BioWare,Interplay Entertainment Corp.,0,0,NA
4563,Starfighter Neon,"Dec 18, 2017",0.99,"0 .. 20,000",MadeOfDinosaurs,MadeOfDinosaurs,0,0,NA
4565,Robin of Loxley the Legend of Sherwood,"Oct 28, 2017",9.99,"0 .. 20,000",Indie970,Ghxstudio,0,0,NA
4566,Mari and the Black Tower,"Aug 19, 2017",1.99,"0 .. 20,000",Joshua Keith,Joshua Keith,0,0,NA
4568,Trail of Destruction,"May 26, 2017",4.99,"0 .. 20,000",Kim Niklas Schlüter,Kim Niklas Schlüter,0,0,NA
4569,Armored Kitten,"Sep 30, 2017",2.99,"0 .. 20,000",Ducat,Ducat,0,0,NA
4570,Crystal Control II,"Jul 12, 2017",4.99,"0 .. 20,000","Virtually Competent, LLC","Virtually Competent, LLC",0,0,NA
4571,Blackberry Honey,"Oct 24, 2017",12.99,"0 .. 20,000",ebi-hime,ebi-hime,0,0,NA
4572,Sea Battle VR,"Nov 24, 2017",5.99,"0 .. 20,000",视趣互动（天津）科技有限公司,视趣互动（天津）科技有限公司,0,0,NA
4573,Room Designer VR,"Feb 28, 2017",24.99,"0 .. 20,000",productivity-boost.com,productivity-boost.com,0,0,NA
4574,HUNGER,"Jun 21, 2017",4.99,"0 .. 20,000",Black Smerch,Black Smerch,0,0,NA
4575,Red Comrades 3: Return of Alaska. Reloaded,"Nov 7, 2017",4.99,"0 .. 20,000","Buka Development, Saturn Plus",Buka Entertainment,0,0,NA
4576,the Breath.,"Sep 19, 2017",1.99,"0 .. 20,000",bu2 sutdio,bu2 studio,0,0,NA
4577,Undead Development,"Oct 24, 2017",17.99,"0 .. 20,000","Masterstrike, LadrikDev",Masterstrike,0,0,NA
4578,A God-Like Backhand!,"Feb 16, 2017",0.99,"0 .. 20,000",Q-Ball Games LLC,Q-Ball Games LLC,0,0,NA
4579,Psychic Isolation,"Aug 15, 2017",7.99,"0 .. 20,000","thiefbug, Nocthulus",thiefbug,0,0,NA
4581,Pixvana SPIN Play,"May 4, 2017",NA,"0 .. 20,000","Pixvana, Inc.","Pixvana, Inc.",0,0,NA
4583,Meriwether: An American Epic,"Dec 4, 2017",14.99,"0 .. 20,000",Sortasoft LLC,Sortasoft LLC,0,0,NA
4584,WAGAMAMA HIGH SPEC,"Jul 26, 2017",39.99,"0 .. 20,000",madosoft,Sekai Project,0,0,NA
4585,Cubion,"Nov 5, 2017",NA,"0 .. 20,000",BBit,BBit,0,0,NA
4587,Cornflower Corbin,"Aug 17, 2017",1.99,"0 .. 20,000",Afterthought Games,Afterthought Games,0,0,NA
4589,Brawlerz Nitro,"May 27, 2017",14.99,"0 .. 20,000",Bail! Enemy Jet!,Bail! Enemy Jet!,0,0,NA
4590,LogicBots,"Feb 8, 2017",19.99,"0 .. 20,000",Incandescent Games,Incandescent Games,0,0,NA
4591,Fantasy Mosaics 20: Castle of Puzzles,"Mar 20, 2017",6.99,"0 .. 20,000",Andy Jurko,Andy Jurko,0,0,NA
4594,Darkest Wave,"Nov 20, 2017",4.99,"0 .. 20,000",Duckman Army Games,Duckman Army Games,0,0,NA
4595,Eventide 3: Legacy of Legends,"Sep 28, 2017",9.99,"0 .. 20,000",The House of Fables,Artifex Mundi,0,0,NA
4596,Umineko When They Cry - Answer Arcs,"Nov 17, 2017",29.99,"0 .. 20,000",07th Expansion,MangaGamer,0,0,NA
4597,994 W 24th,"Apr 11, 2017",4.99,"0 .. 20,000",Fat Finger Foundry,Fat Finger Foundry,0,0,NA
4598,The Grimsworth Reports: Woodfall,"Nov 1, 2017",9.99,"0 .. 20,000",Jenito,Jenito,0,0,NA
4599,Z69,"Aug 11, 2017",1.99,"0 .. 20,000",Anatoliy Loginovskikh,Anatoliy Loginovskikh,0,0,NA
4600,SpaceShot,"Sep 20, 2017",0.99,"0 .. 20,000",Shevchenko Technology,Shevchenko Technology,0,0,NA
4601,JumpFist,"Sep 19, 2017",0.99,"0 .. 20,000",BoomCat Studios,BoomCat Studios,0,0,NA
4602,Farmington Tales,"Jul 18, 2017",4.99,"0 .. 20,000",Playcademy,Shaman Games Studio,0,0,NA
4603,Fantasy Farming: Orange Season,"Apr 21, 2017",13.99,"0 .. 20,000",Tropical Puppy,Tropical Puppy,0,0,NA
4604,CANARI,"Sep 28, 2017",4.99,"0 .. 20,000",PixelBot Games,PixelBot Games,0,0,NA
4605,The 111th Soul,"Dec 5, 2017",0.99,"0 .. 20,000",Ricardo Pratas,Ricardo Pratas,0,0,NA
4607,DreamPlan,"Apr 21, 2017",39.99,"0 .. 20,000",NCH Software,NCH Software,0,0,NA
4608,StepX,"Sep 26, 2017",0.99,"0 .. 20,000",LillyWelland inc.,Bitlock Studio,0,0,NA
4610,"My Boyfriend – He loves me, he loves me not","Mar 14, 2017",14.99,"0 .. 20,000",Exozet Games,familyplay,0,0,NA
4611,Craft Keep VR,"Apr 21, 2017",14.99,"0 .. 20,000",Strange Fire,Excalibur Games,0,0,NA
4612,Crash Force,"Jul 20, 2017",NA,"0 .. 20,000",Ascanio Entertainment,Ascanio Entertainment,0,0,NA
4613,Learn (Japanese) Kana The Fun Way!,"Sep 29, 2017",4.99,"0 .. 20,000",Thylacine Studios,Thylacine Studios LLC,0,0,NA
4614,Tank Battle Mania,"Jul 14, 2017",0.99,"0 .. 20,000",NA,NA,0,0,NA
