subcategory,rank,year,name,title,publisher
Best Food Photography,Nominee,2001,Gus Filgate,Noodles: The New Way,(Villard Books)
Best Food Photography,Nominee,2001,Petrina Tinslay,Flavors,(Whitecap Books Ltd.)
Best Food Photography,Winner,2001,Richard Jung,Hot Sour Salty Sweet: A Culinary Journey Through Southeast Asia,(Artisan)
Writing and Reference,Nominee,2001,Sallie Tisdale,The Best Thing I Ever Tasted,(Riverhead Books)
Writing and Reference,Nominee,2001,Kriemhild Conee Ornelas,Cambridge World History of Food,(Cambridge University Press)
Healthy Focus,Winner,2000,Nina Simonds,A Spoonful of Ginger,(Alfred A. Knopf)
Reference,Nominee,2000,Juliet Harbutt,Cheese: A Complete Guide to Over 300 Cheeses of Distinction,(Willow Creek Press)
Americana,Winner,2000,Cheryl Jamison,American Home Cooking,(Broadway Books)
Baking & Desserts,Nominee,2000,Rick Tramonto,Butter Sugar Flour Eggs,(Clarkson Potter)
Single Subject,Nominee,2000,Linda West Eckhardt,Stylish One-Dish Dinner,(Doubleday)
Wine & Spirits,Nominee,2000,Ed McCarthy,Champagne for Dummies,(IDG Books)
Americana,Nominee,2000,Judith Fertig,Prairie Home Cooking,(The Harvard Common Press)
General,Winner,2000,Julia Child,Julia and Jacques Cooking at Home,(Alfred A. Knopf)
Best Food Photography,Nominee,2000,Tim Turner,The Kitchen Sessions with Charlie Trotter,(Ten Speed Press)
Writing on Food,Nominee,2000,Alan Scott,The Bread Builders: Hearth Loaves and Masonry Ovens,(Chelsea Green Publishing Co.)
Cookbook Hall of Fame,Winner,2000,Marcella Hazan,Classic Italian Cookbook,NA
Writing on Food,Nominee,2000,Austin Clarke,Pigtails'N Breadfruit,(Random House Canada)
International,Nominee,2000,Amanda Hesser,The Cook and the Gardener,(W.W. Norton & Company)
Writing on Food,Nominee,2000,Daniel Wing,The Bread Builders: Hearth Loaves and Masonry Ovens,(Chelsea Green Publishing Co.)
Best Food Photography,Nominee,2000,Deborah Jones,The French Laundry Cookbook,(Artisan)
Chefs and Restaurants,Nominee,2000,Thomas A. Keller,The French Laundry Cookbook,(Artisan)
Entertaining & Special Occasions,Winner,2000,Rozanne Gold,Entertaining 1-2-3,"(Little, Brown and Co.)"
Healthy Focus,Nominee,2000,Judith Barrett,Saved By Soup,(William Morrow and Co.)
Entertaining & Special Occasions,Nominee,2000,Barbara E. Smith,B. Smith Rituals & Celebrations,(Random House)
Best Food Photography,Winner,2000,Petrina Tinslay,New Food Fast,(Whitecap Books)
Baking & Desserts,Nominee,2000,Julia Moskin,Butter Sugar Flour Eggs,(Clarkson Potter)
Reference,Nominee,2000,James Peterson,Essentials of Cooking,(Artisan)
Healthy Focus,Nominee,2000,Steven Raichlen,"Steven Raichlens High-Flavor, Low-Fat Mexican Cooking",(Viking)
General,Nominee,2000,Marion Cunningham,Learning to Cook with Marion Cunningham,(Alfred A. Knopf)
Baking & Desserts,Nominee,2000,Gale Gand Ms,Butter Sugar Flour Eggs,(Clarkson Potter)
Single Subject,Nominee,2000,Christian Teubner,The Rice Bible,(Viking Studio)
Single Subject,Nominee,2000,Katherine West DeFoyd,Stylish One-Dish Dinner,(Doubleday)
Wine & Spirits,Nominee,2000,Tom Stevenson,Christies World Encyclopedia of Champagne and Sparkling Wine,(The Wine Appreciation Guild)
International,Winner,2000,Madhur Jaffrey,Madhur Jaffrey's World Vegetarian,(Clarkson Potter)
Baking & Desserts,Winner,2000,Beth Hensperger,The Bread Bible,(Chronicle Books)
Writing on Food,Winner,2000,Clifford A. Wright,A Mediterranean Feast,(William Morrow and Co.)
Cookbook of the Year,Winner,2000,Clifford A. Wright,A Mediterranean Feast,(William Morrow and Co.)
Single Subject,Winner,2000,Editors of Cook's Illustrated Magazine,The Cook's Illustrated Complete Book of Poultry,()
Entertaining & Special Occasions,Nominee,2000,Rachel Nicole Purnell,The Barefoot Contessa Cookbook,(Clarkson Potter)
Reference,Winner,2000,Alan Davidson,The Oxford Companion to Food,(Oxford University Press)
General,Winner,2000,Jacques Pépin,Julia and Jacques Cooking at Home,(Alfred A. Knopf)
General,Nominee,2000,Cook's Illustrated,The Best Recipe,(Boston Common Press)
Chefs and Restaurants,Winner,2000,Charlie Trotter,The Kitchen Sessions with Charlie Trotter,(Ten Speed Press)
Chefs and Restaurants,Nominee,2000,Michael Chiarello,The Tra Vigne Cookbook: Seasons in the California Wine Country,(Chronicle Books)
Wine & Spirits,Winner,2000,James E. Wilson,Terroir,(University of California Press)
International,Nominee,2000,Grace Young,The Wisdom of the Chinese Kitchen,(Simon & Schuster)
Baking & Desserts,Nominee,2000,Suzanne Dunaway,No Need to Knead,(Hyperion)
Americana,Nominee,2000,John T. Edge,Gracious Plenty: Recipes and Recollections from the American South,(G.P. Putnam's Sons)
Chefs and Restaurants,Nominee,2000,Penelope Wisner,The Tra Vigne Cookbook: Seasons in the California Wine Country,(Chronicle Books)
Vegetables and Vegetarian,Winner,1999,James Peterson,Vegetables,(William Morrow and Co.)
Single Subject,Nominee,1999,Bruce Aidells,The Complete Meat Cookbook,(Houghton Mifflin Company)
Vegetables and Vegetarian,Nominee,1999,Andrea Chesman,The Vegetarian Grill: 200 Recipes for Inspired Flame-Kissed Meals,(The Harvard Common Press)
Wine & Spirits,Nominee,1999,Oz Clarke,Clarke and Spurriers Fine Wine Guide: A Connoisseurs Bible,(Harcourt Brace & Company)
Wine & Spirits,Nominee,1999,Steven Spurrier,Clarke and Spurriers Fine Wine Guide: A Connoisseurs Bible,(Harcourt Brace & Company)
Wine & Spirits,Nominee,1999,Paul Harrington,Cocktail,(Viking)
Wine & Spirits,Nominee,1999,Laura Moorhead,Cocktail,(Viking)
General,Nominee,1999,James Lambeth,Cuisine of the Creative,(Miami Dog Press)
Americana,Nominee,1999,Joseph Dabney,"Smokehouse Ham, Spoon Bread & Scuppernong Wine",(Cumberland House Publishing)
Americana,Nominee,1999,Peter Feirabend,Culinaria: The United States: Culinary Discovery,(Konemann Inc)
Americana,Nominee,1999,Randi Danforth,Culinaria: The United States: Culinary Discovery,(Konemann Inc)
Entertaining & Special Occasions,Nominee,1999,Laurie Burrows Grad,Entertaining Light and Easy,(Simon & Schuster)
Single Subject,Nominee,1999,Denis Kelly,The Complete Meat Cookbook,(Houghton Mifflin Company)
Reference and Writings on Food,Winner,1999,Faith D'Aluisio,Man Eating Bugs: The Art and Science of Eating Insects,(Ten Speed Press)
Americana,Winner,1999,Dorothy Kalins,Saveur Cooks Authentic American,(Chronicle Books)
Chefs and Restaurants,Winner,1999,Mark Bittman,Jean-Georges: Cooking at Home with a Four-Star Chef,(Broadway Books)
Reference and Writings on Food,Nominee,1999,Karen Page,"Dining Out: Secrets from Americas Leading Critics, Chefs, and Restaurateurs",(John Wiley & Sons)
Chefs and Restaurants,Nominee,1999,Christina Wright,Dessert Circus,(William Morrow and Co.)
Reference and Writings on Food,Nominee,1999,Ruth Reichl,Tender at the Bone: Growing Up at the Table,(Random House)
Reference and Writings on Food,Nominee,1999,Andrew Dornenburg,"Dining Out: Secrets from Americas Leading Critics, Chefs, and Restaurateurs",(John Wiley & Sons)
International,Nominee,1999,Diana Kennedy,My Mexico,(Clarkson Potter)
General,Nominee,1999,Rozanne Gold,Recipes 1-2-3 Menu Cookbook,"(Little, Brown and Company)"
Chefs and Restaurants,Nominee,1999,Alain Ducasse,Ducasse: Flavors of France,(Artisan Books)
Chefs and Restaurants,Nominee,1999,Jacques Torres,Dessert Circus,(William Morrow and Co.)
Baking & Desserts,Nominee,1999,Rose Levy Beranbaum,The Pie and Pastry Bible,(Scribner)
Baking & Desserts,Nominee,1999,Pierre Herme,Desserts by Pierre Herme,"(Little, Brown and Company)"
Cookbook Hall of Fame,Winner,1999,Jean Anderson,"The Doubleday Cookbook, Jean Anderson Cooks, The Food of Portugal, The Nutrition Bible, The American Century Cookbook",NA
Vegetables and Vegetarian,Nominee,1999,Joanne Weir,You Say Tomato,(Broadway Books)
Single Subject,Nominee,1999,Steven Raichlen,The Barbecue Bible,(Workman Publishing)
Healthy Focus,Winner,1999,Steven Raichlen,"Steven Raichlen's Healthy Latin Cooking: 200 Sizzling Recipes from Mexico, Cuba, Caribbean, Brazil and Beyond",(Rodale Press)
Chefs and Restaurants,Nominee,1999,Kris Kruid,Dessert Circus,(William Morrow and Co.)
Best Food Photography,Nominee,1999,Petrina Tinslay,Entertaining,(Whitecap Books)
Reference and Writings on Food,Winner,1999,Peter Menzel,Man Eating Bugs: The Art and Science of Eating Insects,(Ten Speed Press)
Americana,Nominee,1999,Gary Chassman,Culinaria: The United States: A Culinary Discovery,(Konemann Inc.)
Entertaining & Special Occasions,Nominee,1999,Sally Sampson,The $50 Dinner Party,(Fireside/Simon & Schuster)
Best Food Photography,Winner,1999,Paul Elledge,Charlie Trotter's Desserts,(Ten Speed Press)
General,Nominee,1999,Miles C. James,Cuisine of the Creative,(Miami Dog Press)
Chefs and Restaurants,Nominee,1999,Linda J. Dannenberg,Ducasse: Flavors of France,(Artisan Books)
Wine & Spirits,Winner,1999,Dewey Markham,1855: A History of the Bordeaux Classification,(John Wiley & Sons)
Cookbook of the Year,Winner,1999,Joseph Dabney,"Smokehouse Ham, Spoon Bread & Scuppernong Wine",(Cumberland House)
Baking & Desserts,Winner,1999,Peter Reinhart,Crust & Crumb: Master Formulas For Serious Bread Makers,(Ten Speed Press)
Baking & Desserts,Nominee,1999,Dorie Greenspan,Desserts by Pierre Herme,"(Little, Brown and Company)"
International,Winner,1999,Paula Wolfert,Mediterranean Grains and Greens,(HarperCollins)
Best Food Photography,Winner,1999,Tim Turner,Charlie Trotter's Desserts,(Ten Speed Press)
General,Winner,1999,Mark Bittman,How to Cook Everything,(Macmillan)
Best Food Photography,Nominee,1999,Deborah Jones,Desserts and Sweet Snacks,(William Morrow and Co.)
Single Subject,Winner,1999,Janie Hibler,Wild About Game,(Broadway Books)
Chefs and Restaurants,Winner,1999,Jean-Georges Vongerichten,Jean-Georges: Cooking at Home with a Four-Star Chef,(Broadway Books)
Americana,Winner,1999,Colman Andrews,Saveur Cooks Authentic American,(Chronicle Books)
Entertaining & Special Occasions,Winner,1999,Nathalie Dupree,Nathalie Dupree's Comfortable Entertaining,"(Penguin Putnam, Inc.)"
International,Nominee,1999,Arthur Schwartz,Naples at Table: Cooking in Campania,(HarperCollins Publishers)
Healthy Focus,Nominee,1999,Bill Wavrin,The Rancho La Puerta Cookbook,(Broadway Books)
Healthy Focus,Nominee,1999,Judith Benn Hurley,Healing Secrets of the Seasons,(William Morrow and Co.)
Wine & Spirits,Nominee,1998,Tom Stevenson,The Sothebys Wine Encyclopedia,(DK)
General,Nominee,1998,Andrew Friedman,Alfred Portale's Gotham Bar and Grill Cookbook,(Doubleday)
Healthy Focus,Nominee,1998,Michel Stroot,The Golden Door Cookbook,(Broadway Books)
Healthy Focus,Winner,1998,C. Wayne Callaway MD,American Medical Association Family Health Cookbook: Good Food That's Good For You,(Pocket Books)
Writing on Food,Nominee,1998,Jeffrey Steingarten,The Man Who Ate Everything,(Knopf)
Healthy Focus,Winner,1998,Brooke Dojny,American Medical Association Family Health Cookbook: Good Food That's Good For You,(Pocket Books)
International,Winner,1998,Georgeann Brennan,The Food and Flavors of Haute Provence,(Chronicle Books)
Baking & Desserts,Nominee,1998,Bryan Miller,Desserts for Dummies,(IDG)
Food of the Mediterranean,Nominee,1998,Lorenza DeMedici,Italy Today: The Beautiful Cookbook,(HarperCollins)
Food Reference & Technique,Nominee,1998,Sara Labensky,Websters New World Dictionary of Culinary Arts,(Prentice-Hall)
Baking & Desserts,Winner,1998,Charlie Van Over,The Best Bread Ever,(Broadway Books)
Cookbook Hall of Fame,Winner,1998,Maida Heatter,Maida Heatter's Book of Great Desserts,NA
Vegetarian,Nominee,1998,Didi Emmons,Vegetarian Planet,(Harvard Common)
Food of the Mediterranean,Winner,1998,Marcella Hazan,Marcella Cucina,(HarperCollins)
Writing on Food,Winner,1998,Mark Kurlansky,Cod: A Biography of the Fish That Changed the World,(Walker Publishing)
Wine & Spirits,Winner,1998,Clive Coates MW,Cote D'Or,(University of California Press)
General,Nominee,1998,Alfred Portale,Alfred Portale's Gotham Bar and Grill Cookbook,(Doubleday)
Best Food Photography,Winner,1998,James Murphy,The Mezzo Cookbook with John Torode,(Soma)
Entertaining & Special Occasions,Winner,1998,Linda West Eckhardt,Entertaining 101: Everything You Need to Know to Entertain with Style and Grace,(Doubleday)
Cookbook of the Year,Winner,1998,Madeleine Kamman,"The New Making of a Cook: The Art, Technique and Science of Cooking",(William Morrow & Co.)
Healthy Focus,Winner,1998,Melanie Barnard,American Medical Association Family Health Cookbook: Good Food That's Good For You,(Pocket Books)
Best Food Photography,Nominee,1998,Karl Petzke,Chocolate,(Chronicle)
Food Reference & Technique,Nominee,1998,Steven Labensky,Websters New World Dictionary of Culinary Arts,(Prentice-Hall)
General,Winner,1998,Madeleine Kamman,"The New Making of a Cook: The Art, Technique and Science of Good Cooking",(William Morrow & Co.)
General,Nominee,1998,Ethan Becker,Joy of Cooking,(Scribner)
Food Reference & Technique,Nominee,1998,Eric Treuille,Le Cordon Bleu Complete Cooking Techniques,(William Morrow)
Entertaining & Special Occasions,Nominee,1998,Marlene Sorosky Gray,Fast and Festive Meals for The Jewish Holidays,(William Morrow)
Food of the Mediterranean,Nominee,1998,Marlena De Blasi,Regional Foods of Northern Italy: Recipes and Remembrances,(Prima)
Food of the Mediterranean,Nominee,1998,Fred Plotkin,Italy Today: The Beautiful Cookbook,(HarperCollins)
Food of The Americas,Nominee,1998,Sheila Lukins,USA Cookbook,(Workman Publishing)
Food Reference & Technique,Winner,1998,Shirley Corriher,CookWise: The Hows and Whys of Successful Cooking,(William Morrow and Co.)
Baking & Desserts,Nominee,1998,William Yosses,Desserts for Dummies,(IDG)
Single Subject,Nominee,1998,John Doc Willoughby,License to Grill,(William Morrow)
Entertaining & Special Occasions,Winner,1998,Katherine West DeFoyd,Entertaining 101: Everything You Need to Know to Entertain with Style and Grace,(Doubleday)
International,Nominee,1998,Pierre Franey,Pierre Franey Cooks With His Friends,(Artisan)
Entertaining & Special Occasions,Nominee,1998,Molly O'Neill,The Pleasure of Your Company,(Viking)
Food Reference & Technique,Nominee,1998,Jeni Wright,Le Cordon Bleu Complete Cooking Techniques,(William Morrow)
Food of The Americas,Winner,1998,Anya Von Bremzen,Fiesta: A Celebration of Latin Hospitality,(Doubleday)
Vegetarian,Winner,1998,Deborah Madison,Vegetarian Cooking for Everyone,(Broadway Books)
Single Subject,Nominee,1998,Charlie Trotter,Charlie Trotter's Seafood,(Ten Speed)
General,Nominee,1998,Marion Rombauer Becker,Joy of Cooking,(Scribner)
Best Food Photography,Winner,1998,Diana Miller,The Mezzo Cookbook with John Torode,(Soma)
Healthy Focus,Nominee,1998,Steven Raichlen,"High-Flavor, Low-Fat Italian Cooking",(Viking)
International,Nominee,1998,Nina Simonds,Asian Noodles,(William Morrow)
International,Nominee,1998,Claudia Franey Jensen,Pierre Franey Cooks With His Friends,(Artisan)
Best Food Photography,Nominee,1998,Tim Turner,Charlie Trotter's Seafood,(Ten Speed)
Single Subject,Nominee,1998,Christopher Schlesinger,License to Grill,(William Morrow)
Baking & Desserts,Nominee,1998,Susan G. Purdy,Let Them Eat Cake,(William Morrow)
Writing on Food,Nominee,1998,Michael Ruhlman,The Making of a Chef,(Henry Holt)
Food Reference & Technique,Nominee,1998,Gaye Ingram,Websters New World Dictionary of Culinary Arts,(Prentice-Hall)
Single Subject,Winner,1998,Rebecca Wood,The Splendid Grain,(William Morrow & Co.)
General,Nominee,1998,Irma Rombauer,Joy of Cooking,(Scribner)
Vegetarian,Nominee,1998,Diana Shaw,The Essential Vegetarian Cookbook,(Clarkson Potter)
Food of The Americas,Nominee,1998,Jean Anderson,The American Century Cookbook,(Clarkson Potter)
Wine & Spirits,Nominee,1998,Joanna Simon,Wine with Food,(Simon & Schuster)
International,Nominee,1997,Gil Marks,The World of Jewish Cooking: More Than 500 Traditional Recipes From Alsace to Yemen,(Simon & Schuster)
Best Food Photography,Winner,1997,Gus Filgate,Lorenza's Pasta,(Clarkson Potter)
Best Food Photography,Nominee,1997,Walter Smalling Jr.,Tea in the East,(William Morrow)
Writing on Food,Nominee,1997,Michael D. Coe,The True History of Chocolate,(Thames and Hudson)
Writing on Food,Nominee,1997,Sophie Coe,The True History of Chocolate,(Thames and Hudson)
Italian,Winner,1997,Michele Evans,La Cucina Siciliana di Gangivecchio,(Alfred A. Knopf)
Best Food Photography,Nominee,1997,Tim Turner,The Inn at Little Washington Cookbook: A Consuming Passion,(Random House)
Writing on Food,Nominee,1997,Anne Mendelson,Stand Facing the Stove: The Story of the Women who Gave America the Joy of Cooking,(Holt)
Baking & Desserts,Nominee,1997,Nancy Silverton,Nancy Silverton's Bread from The La Brea Bakery: Recipes For The Connoisseur,(Villard)
Single Subject,Winner,1997,Silvio Rizzi,The Pasta Bible,(Penguin Studio)
General,Winner,1997,Rozanne Gold,Recipes 1-2-3,(Viking)
General,Nominee,1997,Christopher Kimball,The Cook's Bible: The Best of American Home Cooking,"(Little, Brown)"
Reference,Winner,1997,Steven Jenkins,Steven Jenkins Cheese Primer,(Workman Publishing)
International,Nominee,1997,Colman Andrews,Flavors of the Rivieria: Discovering Real Mediterranean Cooking,(Bantam)
Special Occasions,Winner,1997,Robert Mondavi,Seasons of the Vineyard,(Simon & Schuster)
Healthy Focus,Winner,1997,The Moosewood Collective,Moosewood Restaurant Low-Fat Favorites,(Clarkson Potter)
Fruits & Vegetables,Winner,1997,Alice Waters,Chez Panisse Vegetables,(HarperCollins)
Writing on Food,Winner,1997,Mort Rosenblum,Olives: The Life and Lore of a Noble Fruit,"(Farrar, Strauss and Giroux/North Point Press)"
Cookbook Hall of Fame,Winner,1997,Elizabeth David,French Provincial Cooking,NA
General,Nominee,1997,Claudia Roden,The Book of Jewish Food: An Odyssey From Samarkand to New York,(Knopf)
Healthy Focus,Nominee,1997,Beatrice Ojakangas,Beatrice Ojakangas' Light and Easy Baking,(Clarkson Potter)
Italian,Nominee,1997,Giuliano Bugialli,Foods of Sicily and Sardinia and the Smaller Islands,(Rizzoli)
Single Subject,Nominee,1997,Merle Ellis,The Great American Meat Book,(Knopf)
Single Subject,Nominee,1997,James Peterson,Fish and Shellfish,(William Morrow and Co.)
Vegetarian,Nominee,1997,Anna Thomas,The New Vegetarian Epicure: Menus for Families and Friends,(Knopf)
Vegetarian,Nominee,1997,Jennifer Trainer Thompson,Jump Up and Kiss Me,(Ten Speed Press)
Italian,Winner,1997,Wanda Tornabene,La Cucina Siciliana di Gangivecchio,(Alfred A. Knopf)
