season,season_episode,series_episode,episode_name,episode_notes,air_date,judge1,judge2,judge3,appetizer,entree,dessert,contestant1,contestant1_info,contestant2,contestant2_info,contestant3,contestant3_info,contestant4,contestant4_info
28,4,341,"""Chopped Champions: Battle 4, Kitchen Storm""","Fourth episode of a five-part tournament. Contestants Adam and Jackie Sappington had previously won a couples' team competition episode, but competed individually in this episode. Guest judge Angie Mar was the winner of the second Chopped: Grill Masters tournament (Special 11 - ""Grill Masters: Episode Five""). The duck mousse in the third round contained duck liver and port wine.","April 19, 2016",Aarón Sánchez,Alex Guarnaschelli,Angie Mar," stone crab claws, butterfly leaves, vanilla frosting, peach-strawberry salsa "," rack of wild boar, dried spicy mango, baby kale, piña colada "," saffron, honeycomb, duck mousse, sea beans",Silvia Baldini ,"Episode 23.10 – ""Fake Cake  Real Stakes"" ", Adam Sappington ,"Episode 23.6 – ""Double Trouble"" ", Jackie Sappington ,"Episode 23.6 – ""Double Trouble"" ", Andre Fowles ,"Episode 27.9 – ""Cooking Caribbean""  advances to final round "
28,5,342,"""Chopped Champions: Conclusion, $50,000 Pay Day""","Fifth episode of a five-part tournament. Guest judge Angie Mar was the winner of the second Chopped: Grill Masters tournament (Special 11 - ""Grill Masters: Episode Five"").","April 26, 2016",Amanda Freitag,Scott Conant,Angie Mar," Mangalitsa pork burgers, chow mein noodles, tardivo, blood clams "," leg of lamb, blue cheese lollipops, cognac, cardoons "," chocoflan, satsuma mandarin, smoked almonds, caramelized onions",Meny Vaknin ,"Episode 22.11 – ""Hot Stuff"" ", Deborah Caplan ,"Episode 25.10 – ""Oktoberfest!"" ", Andre Fowles ,"Episode 27.9 – ""Cooking Caribbean"" ", Adam Greenberg ,"Episode 22.8 – ""Late Night Food Brawl"" "
28,6,343,"""Cinco de Mayo Fiesta""","This was a Cinco de Mayo themed episode and contestants were asked to cook Mexican cuisine. The piñata in the third round contained assorted candies including caramel squares, strawberry hard candy, and round peppermints.","May 3, 2016",Aarón Sánchez,Amanda Freitag,Ulrich Koberstein," margarita pie, nopales, masa dough, mahi mahi "," corn cookies, Mexican-style cheese blend, jicama, beef barbacoa "," piñata, black beans, crema, Mexican hot chocolate",Artist Thornton, Executive Chef from East Harlem  NY , Sylva Senat, Executive Chef from Philadelphia  PA , Telmo Faria, Executive Chef from San Francisco  CA , Adrian Ramirez, Executive Chef from New York  NY 
28,7,344,"""Tortellini Trials""",,"May 10, 2016",Marc Murphy,Maneet Chauhan,David Loewenber," tortellini, goat milk caramel, bottarga, radishes "," jambalaya, marlin, chocolate covered garlic, kale "," olive oil tortas, rambutan, coconut milk, lime pickle",Crystal Wahpepah, Chef & Owner from Oakland  CA , Daniel Fleming, Sous Chef from Hoboken  NJ , Laercio 'Junior' Chamon, Chef & Restaurateur from Little Silver  NJ , Lauren Van Liew, Caterer from Red Bank  NJ 
28,8,345,"""Hungry for Love""","This was a team competition, with each team consisting of two amateur cooks meeting for the first time as blind dates. The episode focused not only on the cooking, but also on how well the dates got along.","May 17, 2016",Marcus Samuelsson,Maneet Chauhan,Christian Petroni," scallops, dirty martini, Buddha's hand, dates "," veal chuck roast, bucatini pasta, honeynut squash, chocolate lips "," rose bud tea, chocolate honeycomb candy, crème anglaise, mangosteens",Peter Endrigian and Sally Meehan, Actor/Maitre'd from New York  NY and Actor/Model from New York  NY , Tayo Ola and Elena Ng, Food Blogger from New York  NY and Bodybuilder from New York  NY , Miles McKirdy and Stephanie Rizzolo, Bartender from New York  NY and Dining Concierge from New Brunswick  NJ , Ian Phillips and Santana Benítez, Bartender from New York  NY and Non-Profit Volunteer from New York  NY 
28,9,346,"""Summer Heat""","In this episode, each basket contained ingredients associated with summertime. Chef Kave is the sister of former Chopped champion and Chopped tournament competitor Corwin Kave. The sand castle cake in the first round was pound cake with a graham cracker ""sand"". The clambake in the second round contained mussels, steamer clams, potatoes, corn, and seaweed.","May 24, 2016",Aarón Sánchez,Maneet Chauhan,Geoffrey Zakarian," lobster, zucchini, cucumber pineapple cooler, sand castle cake "," clambake, fresh chickpeas, potato chips, rainbow chard "," fruit kabobs, iced tea, whipped topping, ice cream sandwiches",Dean Barker, Sous Chef from New York  NY , Allison Kave, Chef & Owner from Brooklyn  NY , Adrianna Montano, Sous Chef from New York  NY , Ken West, Executive Chef from North Caldwell  NJ 
28,10,347,"""Deadliest Baskets""","ach basket featured dangerous ingredients, some deadly if prepared improperly. The 'shark' in the dessert round was a watermelon carved to look like a shark.","May 31, 2016",Marc Murphy,Aarón Sánchez,Marcus Samuelsson," rattlesnake, cherimoya, rhubarb, ghost pepper "," alligator, absinthe, oysters, delicata squash "," huitlacoche, nutmeg, butterscotch beer, 'shark'",John Beatty, Executive Chef from New York  NY , Mike Bianco, Chef de Cuisine from Dobbs Ferry  NY , Mitchell Faber, Caterer from San Francisco  CA , Erin Smith, Executive Chef from Houston  TX 
28,11,348,"""Chopping Block Blues""",,"June 7, 2016",Geoffrey Zakarian,Marc Murphy,Janine Booth," Scotch eggs, baby leeks, crema, sauerkraut "," mackerel, squid ink base, candied orange peel, graffiti eggplant "," fruit ring cereal, molasses, cherries, sesame candy",Lenny Messina, Chef de Cuisine from Great Neck  NY , Bruce Marais, Private Chef from New York  NY , Katherine Fuchs, Executive Chef & Restaurateur from Queens  NY , Mark Liberman, Executive Chef & Restaurateur from San Francisco  CA 
28,12,349,"""San Franchopco""",All four chefs are from the San Francisco Bay area. Baskets each featured one or more San Francisco-themed ingredients.,"June 14, 2016",Scott Conant,Maneet Chauhan,Chris Santo," garlic fries, pea tendrils, shishito peppers, mission style burritos "," California common beer, Chinese okra, quince, quail "," Irish coffee, sourdough bread bowl, California pomegranates, chocolate bars",Mariko Wilkinson, Farm Chef from Marshall  CA , Sean Thomas, Chef de Cuisine from San Francisco  CA , Emily Hansen, Private Chef from San Francisco  CA , Joe Sasto, Sous Chef from San Francisco  CA 
28,13,350,"""Leap of Faith""","All four contestants were amateur cooks and religious leaders. The baskets featured one or more biblical-themed or religious-themed ingredients. Rabbi Hecht is strictly kosher and therefore could not cook meat and dairy in the same competition. To accommodate this, the baskets kept kosher, and the pantry was stocked with dairy substitutes such as margarine and non-dairy whipping cream.","June 21, 2016",Marc Murphy,Alex Guarnaschelli,Geoffrey Zakarian," salmon, spring onions, raw white honey, Ezekiel bread "," lamb shoulder steaks, quince, cerignola olives, kosher wine "," figs, rainbow carrots, macadamia nuts, hamantaschen",Father Justin Matro, Benedictine Monk & Pastor from Crabtree  PA , Sister Sara Marks, Franciscan Nun from Philadelphia  PA , Rabbi Hanoch Hecht, from Rhinebeck  NY , Pastor Areli Biggers, Family Life Pastor from Hopkington  MA 
29,1,351,"""Fried Chicken Time""","The theme of this episode was fried chicken with chicken of some kind in every basket. The deep-fryer was turned off, and each chef was given a pre-heated pot of oil on their station. Chef Reynolds' wife is Chopped Champion Janelle Reynolds.","August 7, 2016",Marc Murphy,Amanda Freitag,Craig Samuel," half-roasted chicken thighs, scallion pancakes, kimchi, cherry cola sundae sauce "," whole brined chickens, pimento cheese, okra, peach cobbler "," chicken skin, Nashville hot chicken paste, sweet potato ice cream, buttermilk biscuits",Jayson Reynolds, Chef & Caterer from Austin  TX , Shanice Fleming, Line Cook from New York  NY , Tyler Henderson, Executive Chef from Santa Fe  TX , Brandon Peacock, Executive Chef from San Francisco  CA 
29,2,352,"""Snail Snafus""",,"August 9, 2016",Geoffrey Zakarian,Amanda Freitag,Edward L," canned escargot, popcorn shoots, cocktail franks, orzo "," tilefish, chayote squash, garlic knots, cookie butter chocolate bites "," pomelo, marcona almonds, grenadine, angel food cake",William Gilchriest, Executive Chef from Houston  TX , Elisha Weitz, Corporate Chef from Parsippany  NJ , Kaley Laird, Executive Chef & Pastry Chef from San Francisco  CA , Aarthi Sampath, Chef de Cuisine from New York  NY 
29,3,353,"""Hot Doggin'""","The theme for this episode was hot dogs, and all three baskets contained hot dogs in some form. In Round 1, Chef Carter forgot carrot ketchup in his dish, but moved on as the judges cited Chef Cain's dish not tasting as good, as the reason for his elimination. In Round 2, Chef Carter and Chef Zavala both forgot quail eggs in their dishes, but Chef Zavala moved on as the judges cited Chef Carter's repeating his mistake from Round 1, as the reason for his elimination. This episode also marks the first time where two chefs forgot the same basket ingredient in their dishes in the same round.","August 14, 2016",Marc Murphy,Alex Guarnaschelli,Amanda Freita," alpaca hot dogs, sauerkraut, carrot ketchup, pâté "," wagyu beef hot dogs, quail eggs, watermelon radishes, canned chili "," corn dogs, coffee toffee, chocolate-covered jalapeños, deep-fried cookie dough",Cameron Cain, Executive Chef from Houston  TX , Seth Carter, Chef de Partie from San Francisco  CA , Rey Martinez, Executive Chef from Brooklyn  NY , Rachael Zavala, Executive Chef from Danville  CA 
29,4,354,"""Souper Chefs""",,"August 16, 2016",Geoffrey Zakarian,Alex Guarnaschelli,Christian Petroni," dill pickle soup, red watercress, lime curd, steelhead trout "," habanero beer, pork ribs, purple asparagus, fig dragées "," smoked brown sugar, baby pineapples, empanada dough, French single malt whiskey",Donato Deserio, Executive Chef from New York  NY , Pasquale Abbatiello, Executive Chef from Pleasantville  NY , Tariq Abdullah-Muhammad, Sous Chef from New York  NY , Veronica Flores, Executive Chef from New York  NY 
29,5,355,"""Chili Cook-Off""",The chefs were required to create chili-themed dishes in each round.,"August 21, 2016",Aarón Sánchez,Amanda Freitag,Maneet Chauhan," pork cheek, kohlrabi, Mexican chocolate, chorizo "," boneless short ribs, spicy gummy peppers, choclo, smoked turkey wings "," jalebi, sweet/spicy cocktail sugar, habichuelas con dulce, roasted red peppers",Jim Angelus, Chef & Restaurateur from San Francisco  CA , Natacha Supplice, Private Chef from New York  NY , Eric Adjepong, Personal Chef & Entrepreneur from New York  NY , Matthew Arlington, Executive Chef & Restaurateur from Hoboken  NJ 
29,6,356,"""Teen Tournament: Battle 1""","Part 1 of a 5-part tournament featuring teenage cooks. For the whole tournament, the first round is 30 minutes instead of the usual 20.","August 23, 2016",Scott Conant,Alex Guarnaschelli,Geoffrey Zakarian," waffle tacos, yogurt covered pretzels, broccolini, speck "," capon, purple cabbage, ranch dressing, pizza casserole "," banana split brownies, avocados, ribbon candy, wasabi peanuts",Nicholas Capone ,age 15  from Parsippany  NJ , Myla Njai ,age 15  from Queens  NY , Jared Goldberg ,age 17  from Scarsdale  NY , Kamryn Kohler ,age 16  from Yardley  PA 
29,7,357,"""Teen Tournament: Battle 2""",Part 2 of a 5-part tournament featuring teenage cooks.,"August 30, 2016",Scott Conant,Marc Murphy,Aarón Sánchez," saucisson en croute, quinoa, white harissa, seaweed salad "," squid, lemon candy, Kusa Squash, shrimp cocktail "," French pastries, citrus soda, strawberries, pirate's breakfast (eggs and bacon)",Nathan Spiro ,age 17  from Bedford  NY , Tommy McMonagle ,age 17  from Swedesboro  NJ , Samantha Haas ,age 16  from New York  NY , Lyanna Cintron ,age 17  from Queens  NY 
29,8,358,"""Teen Tournament: Battle 3""",Part 3 of a 5-part tournament featuring teenage cooks.,"September 6, 2016",Scott Conant,Maneet Chauhan,Aarón Sánchez," Korean short ribs, apple green tea coolers, Brussels sprouts, Gorgonzola dulce "," Skate wing, rainbow pasta, bok choy, Giardiniera "," Pate a choux, cherry tomatoes, balsamic jelly, chocolate milk",Brittany Matteson ,age 17  from Boyertown  PA , Mukanjo Mukuka ,age 17  from Valley Stream  NY , Remmi Smith ,age 15  from Tulsa  OK , Gabriel Chirinos ,age 15  from Jackson Heights  NY 
29,9,359,"""Twins for the Win""",This was a team competition featuring four teams of twin chefs. Aaron Sanchez' twin brother Rodrigo Sanchez made an appearance during the dessert round.,"September 8, 2016",Aarón Sánchez,Alex Guarnaschelli,Marc Murphy," double-yolked eggs, pickled pork skins, broccoli rabe, crawfish tails "," peas in a pod, crown roast of pork, root beer float, Japanese sweet potatoes "," ya pears, fennel pollen, pate sucree, Brazil nuts",Tammy Lakatos-Shames & Lyssie Lakatos, Nutritionists from New York  NY , Pamela Drew & Wendy Drew, Chef & Restaurateurs from San Francisco  CA , Charlie Kalish & Michael Kalish, Instructors & Restaurateurs from San Francisco  CA , Matt Romine & Mike Romine, Chefs & Restaurateurs from Imlay City  MI 
29,10,360,"""Teen Tournament: Battle 4""",Part 3 of a 5-part tournament featuring teenage cooks.,"September 13, 2016",Scott Conant,Alex Guarnaschelli,Amanda Freita," porcini mushrooms, verjus, linzer torte cookies, rabbit in a can "," bison skirt steak, snap peas, guanciale, chocolate-covered potato chips "," seedless red grapes, building block candy, bee sting cake, sparkling cider",Jeffrey Heilman ,age 18  from San Jose  CA , Jonas Park ,age 16  from Ardsley  NY , Shawna DeLima ,age 17  from Augusta  NJ , Eliana de Las Casas ,age 15  from New Orleans  LA 
29,11,361,"""Naan the Wiser""",,"September 15, 2016",Scott Conant,Alex Guarnaschelli,Marc Murphy," blood sausage, crosnes, cranberries, naan "," pad thai, oyster mushrooms, finger limes, dover sole "," guava, baby bananas, rum raisin chèvre, pistachio twists",Surbhi Sahni, Business Owner & Chef from New York  NY , Brittany Eaden, Business Owner & Chef from Houston  TX , Joel Lamica, Executive Chef from Berkeley  CA , Florian Wehrli, Executive Chef from New York  NY 
29,12,362,"""Teen Tournament: Finale Fight""","Final part of a 5-part tournament featuring teenage cooks. The four remaining teen chefs competed for a $25,000 grand prize. The other three finalists each received a $1,000 FoodNetwork.com gift certificate and an authentic red Chopped chefs coat.","September 20, 2016",Scott Conant,Amanda Freitag,Geoffrey Zakarian," mussels, cipollini onions, confetti popcorn, merguez sausage "," prime rib, funnel cakes, dried crabs, okra "," gelatin fish bowl, mangoes, graham crackers, cream cheese",Gabriel Chirinos ,age 15  from Jackson Heights  NY , Lyanna Cintron ,age 17  from Queens  NY , Kamryn Kohler ,age 16  from Yardley  PA , Eliana de Las Casas ,age 15  from New Orleans  LA 
