tconst,parent_tconst,season_number,episode_number,primary_title,original_title,year,runtime_minutes,genres,simple_title,average_rating,num_votes,parent_title_type,parent_primary_title,parent_original_title,parent_start_year,parent_end_year,parent_runtime_minutes,parent_genres,parent_simple_title,parent_average_rating,parent_num_votes,christmas,hanukkah,kwanzaa,holiday
tt14514044,tt0206512,13,5,SpongeBob's Road to Christmas,SpongeBob's Road to Christmas,2021,24,"Adventure,Animation,Comedy",spongebobs road to christmas,5.7,183,tvSeries,SpongeBob SquarePants,SpongeBob SquarePants,1999,NA,23,"Adventure,Animation,Comedy",spongebob squarepants,8.2,108436,TRUE,FALSE,FALSE,FALSE
tt14530000,tt2341806,3,6,O.V.A. 6: Photography/Technique/Holiday,O.V.A. 6: Photography/Technique/Holiday,2015,NA,"Animation,Comedy,Drama",ova 6 photographytechniqueholiday,6.4,10,tvMiniSeries,To Love-Ru - Darkness,To Love-Ru - Darkness,2012,2017,25,"Animation,Comedy,Drama",to loveru  darkness,7,1065,FALSE,FALSE,FALSE,TRUE
tt14534616,tt7678620,NA,NA,Bonus Bits: Crazy Christmas Lights,Bonus Bits: Crazy Christmas Lights,2019,NA,"Animation,Family",bonus bits crazy christmas lights,8.2,74,tvSeries,Bluey,Bluey,2018,NA,7,"Animation,Family",bluey,9.4,21989,TRUE,FALSE,FALSE,FALSE
tt14612446,tt11824218,3,10,Holiday Special 2,Holiday Special 2,2022,NA,Comedy,holiday special 2,7.4,10,tvSeries,Meet the Richardsons,Meet the Richardsons,2020,NA,40,Comedy,meet the richardsons,7.3,853,FALSE,FALSE,FALSE,TRUE
tt1461881,tt1444117,1,4,Brief Holiday,Tsuka no ma no kyûjitsu,2009,24,"Action,Animation,Drama",brief holiday,7,115,tvSeries,Valkyria Chronicles,Senjou no Valkyria: Valkyria Chronicles,2009,2009,24,"Action,Animation,Drama",valkyria chronicles,7.2,387,FALSE,FALSE,FALSE,TRUE
tt1461898,tt0195275,4,1,Christmas Special,Christmas Special,2002,NA,Comedy,christmas special,7.8,23,tvSeries,Smack the Pony,Smack the Pony,1999,2017,24,Comedy,smack the pony,7.7,2206,TRUE,FALSE,FALSE,FALSE
tt1462242,tt1307224,1,26,Kid vs. Kat vs. Christmas: Parts 1 & 2,Kid vs. Kat vs. Christmas: Parts 1 & 2,2009,22,"Action,Adventure,Animation",kid vs kat vs christmas parts 1  2,6.4,36,tvSeries,Kid vs. Kat,Kid vs. Kat,2008,2011,22,"Action,Adventure,Animation",kid vs kat,6.1,3861,TRUE,FALSE,FALSE,FALSE
tt14622864,tt1983079,11,0,Christmas Special,Christmas Special,2021,89,"Drama,History",christmas special,8.6,300,tvSeries,Call the Midwife,Call the Midwife,2012,NA,60,"Drama,History",call the midwife,8.6,29994,TRUE,FALSE,FALSE,FALSE
tt14685698,tt7772600,1,26,The Lost Letter (Christmas Special),The Lost Letter (Christmas Special),2020,NA,"Adventure,Animation,Comedy",the lost letter christmas special,4.8,11,tvSeries,The Adventures of Paddington,The Adventures of Paddington,2019,NA,21,"Adventure,Animation,Comedy",the adventures of paddington,8.4,564,TRUE,FALSE,FALSE,FALSE
tt14713670,tt5594440,5,11,Red Christmas,Red Christmas,2021,NA,"Crime,Documentary",red christmas,7.4,29,tvSeries,People Magazine Investigates,People Magazine Investigates,2016,NA,45,"Crime,Documentary",people magazine investigates,7.6,864,TRUE,FALSE,FALSE,FALSE
tt1476665,tt0179029,1,6,The Christmas Angel,The Christmas Angel,1998,45,"Drama,Family",the christmas angel,7.6,14,tvSeries,Little Men,Little Men,1998,1999,60,"Drama,Family",little men,7.6,383,TRUE,FALSE,FALSE,FALSE
tt1478620,tt0472954,6,13,A Very Sunny Christmas,A Very Sunny Christmas,2009,43,Comedy,a very sunny christmas,9.2,5116,tvSeries,It's Always Sunny in Philadelphia,It's Always Sunny in Philadelphia,2005,NA,22,Comedy,its always sunny in philadelphia,8.8,245565,TRUE,FALSE,FALSE,FALSE
tt1487730,tt0383795,15,9,Christmas Eve Snow,Christmas Eve Snow,1988,25,"Documentary,Family",christmas eve snow,8.2,11,tvSeries,The Joy of Painting,The Joy of Painting,1983,1994,25,"Documentary,Family",the joy of painting,9.3,5961,TRUE,FALSE,FALSE,FALSE
tt14881664,tt5626028,5,13,Have a Merry Christmas!,Have a Merry Christmas!,2021,24,"Action,Adventure,Animation",have a merry christmas,6.8,852,tvSeries,My Hero Academia,Boku no hîrô akademia,2016,NA,24,"Action,Adventure,Animation",my hero academia,8.3,74693,TRUE,FALSE,FALSE,FALSE
tt1488442,tt0106131,6,6,Christmas Special,Christmas Special,2009,NA,"Comedy,Game-Show",christmas special,7.7,11,tvSeries,Shooting Stars,Shooting Stars,1993,2011,30,"Comedy,Game-Show",shooting stars,7.7,2795,TRUE,FALSE,FALSE,FALSE
tt14907182,tt14459298,2,8,Have A Beary Christmas,Have A Beary Christmas,2021,11,Comedy,have a beary christmas,9.5,12,tvSeries,Teddy Bear News,Teddy Bear News,2021,NA,5,Comedy,teddy bear news,8.5,15,TRUE,FALSE,FALSE,FALSE
tt1491437,tt0058797,4,14,1968 Christmas Show,1968 Christmas Show,1968,60,"Comedy,Music",1968 christmas show,7.9,76,tvSeries,The Dean Martin Show,The Dean Martin Show,1965,1974,NA,"Comedy,Music",the dean martin show,8.1,1402,TRUE,FALSE,FALSE,FALSE
tt1493333,tt0229878,1,30,The Christmas Phantom,The Christmas Phantom,2000,23,"Adventure,Animation,Comedy",the christmas phantom,5.5,15,tvSeries,Archie's Weird Mysteries,Archie's Weird Mysteries,1999,2000,30,"Adventure,Animation,Comedy",archies weird mysteries,7.3,789,TRUE,FALSE,FALSE,FALSE
tt1497937,tt0086718,3,7,A Dickens of a Christmas,A Dickens of a Christmas,1985,37,Comedy,a dickens of a christmas,7.2,14,tvSeries,Fresh Fields,Fresh Fields,1984,1986,30,Comedy,fresh fields,6.6,348,TRUE,FALSE,FALSE,FALSE
tt14997962,tt13678304,1,3,In Which Pop and Ma Go on Holiday,In Which Pop and Ma Go on Holiday,2021,NA,"Comedy,Drama",in which pop and ma go on holiday,6.9,98,tvSeries,The Larkins,The Larkins,2021,2022,NA,"Comedy,Drama",the larkins,6.5,2005,FALSE,FALSE,FALSE,TRUE
tt15002110,tt1710310,2,17,Crime Takes a Holiday/Flower Power,Crime Takes a Holiday/Flower Power,2014,NA,"Action,Adventure,Animation",crime takes a holidayflower power,5.4,12,tvSeries,T.U.F.F. Puppy,T.U.F.F. Puppy,2010,2015,NA,"Action,Adventure,Animation",tuff puppy,5.6,3663,FALSE,FALSE,FALSE,TRUE
tt15017826,tt6874206,3,4,All the Holidays at Once,All the Holidays at Once,2021,NA,"Comedy,Reality-TV",all the holidays at once,6.8,39,tvSeries,Making It,Making It,2018,2021,60,"Comedy,Reality-TV",making it,7.9,1635,FALSE,FALSE,FALSE,TRUE
tt15027264,tt2402569,6,1,Holiday Homicide,Holiday Homicide,2021,NA,"Crime,Documentary,Reality-TV",holiday homicide,7.7,25,tvSeries,Cold Justice,Cold Justice,2013,NA,60,"Crime,Documentary,Reality-TV",cold justice,8,1905,FALSE,FALSE,FALSE,TRUE
tt15079840,tt13971512,1,9,"The Duke, Alice, and the Christmas Eve Vow","The Duke, Alice, and the Christmas Eve Vow",2021,NA,"Animation,Comedy,Drama",the duke alice and the christmas eve vow,7.4,39,tvSeries,The Duke of Death and His Maid,Shinigami Bocchan to Kuro Maid,2021,NA,24,"Animation,Comedy,Drama",the duke of death and his maid,7.2,757,TRUE,FALSE,FALSE,FALSE
tt1509078,tt0042111,7,13,Christmas in Jail,Christmas in Jail,1956,NA,Comedy,christmas in jail,9,34,tvSeries,The George Burns and Gracie Allen Show,The George Burns and Gracie Allen Show,1950,1958,30,Comedy,the george burns and gracie allen show,8.6,1510,TRUE,FALSE,FALSE,FALSE
tt15100796,tt15061770,1,11,Johnny's Roman Holiday,Johnny's Roman Holiday,2021,NA,"Action,Adventure,Animation",johnnys roman holiday,6.9,14,tvSeries,Johnny Test,Johnny Test,2021,2022,11,"Action,Adventure,Animation",johnny test,6.3,491,FALSE,FALSE,FALSE,TRUE
tt15127452,tt1191056,13,13,Ho Ho Holidays,Ho Ho Holidays,2021,NA,Reality-TV,ho ho holidays,7.2,18,tvSeries,The Real Housewives of New York City,The Real Housewives of New York City,2008,NA,44,Reality-TV,the real housewives of new york city,4.8,3950,FALSE,FALSE,FALSE,TRUE
tt15134854,tt10692232,2,3,Holiday for One,Holiday for One,2022,15,Comedy,holiday for one,7.5,39,tvSeries,Mandy,Mandy,2019,NA,15,Comedy,mandy,7.2,1835,FALSE,FALSE,FALSE,TRUE
tt15142776,tt12378990,1,8,Kiriya Wishes Upon a Christmas,Kiriya Wishes Upon a Christmas,2021,NA,"Animation,Comedy,Romance",kiriya wishes upon a christmas,6.9,34,tvMiniSeries,Mother of the Goddess' Dormitory,Megami-ryou no Ryoubo-kun.,2021,2021,25,"Animation,Comedy,Romance",mother of the goddess dormitory,6.2,779,TRUE,FALSE,FALSE,FALSE
tt15170196,tt15036422,1,5,Get Over It Holiday Feast with Lele Pons,Get Over It Holiday Feast with Lele Pons,2021,24,Reality-TV,get over it holiday feast with lele pons,4.5,59,tvSeries,Cooking with Paris,Cooking with Paris,2021,2021,NA,Reality-TV,cooking with paris,5.4,1197,FALSE,FALSE,FALSE,TRUE
tt15196778,tt12008620,5,6,The Christmas Pandemic,The Christmas Pandemic,2021,NA,"Adventure,Comedy,Mystery",the christmas pandemic,8.5,17,tvSeries,Snowtab in the Void,Snowtab in the Void,2018,NA,13,"Adventure,Comedy,Mystery",snowtab in the void,8.3,38,TRUE,FALSE,FALSE,FALSE
tt15202230,tt9610166,2,1,Who's Found Themselves in One of Those Magical Christmas Life Swap Switcheroos?,Who's Found Themselves in One of Those Magical Christmas Life Swap Switcheroos?,2022,22,"Animation,Comedy",whos found themselves in one of those magical christmas life swap switcheroos,7.2,55,tvSeries,HouseBroken,HouseBroken,2021,NA,NA,"Animation,Comedy",housebroken,6.4,1834,TRUE,FALSE,FALSE,FALSE
tt15215170,tt12915960,1,10,Just in Time for Christmas/Klopnodian Heritage Festival,Just in Time for Christmas/Klopnodian Heritage Festival,2021,NA,"Animation,Comedy,Family",just in time for christmasklopnodian heritage festival,6.9,55,tvSeries,The Patrick Star Show,The Patrick Star Show,2021,NA,11,"Animation,Comedy,Family",the patrick star show,3.5,1274,TRUE,FALSE,FALSE,FALSE
tt15223944,tt6951546,3,9,How the Brain Thieved Christmas: Part One/Santamaniacs/How the Brain Thieved Christmas: Part Two,How the Brain Thieved Christmas: Part One/Santamaniacs/How the Brain Thieved Christmas: Part Two,2023,25,"Adventure,Animation,Comedy",how the brain thieved christmas part onesantamaniacshow the brain thieved christmas part two,8.2,33,tvSeries,Animaniacs,Animaniacs,2020,2023,27,"Adventure,Animation,Comedy",animaniacs,7.7,3770,TRUE,FALSE,FALSE,FALSE
tt15233396,tt15232522,1,1,McKenzie Westmore - Holiday Glamour,McKenzie Westmore - Holiday Glamour,2020,NA,Talk-Show,mckenzie westmore  holiday glamour,5,13,tvSeries,Lillee Jean Talks LIVE,Lillee Jean Talks LIVE,2020,NA,NA,Talk-Show,lillee jean talks live,4.1,936,FALSE,FALSE,FALSE,TRUE
tt15295178,tt15294684,1,1,Holidays Your Way,Holidays Your Way,2021,NA,"Game-Show,Reality-TV",holidays your way,7,33,tvSeries,Baking It,Baking It,2021,NA,NA,"Game-Show,Reality-TV",baking it,7.2,438,FALSE,FALSE,FALSE,TRUE
tt15321986,tt12502782,1,20,Joco's Christmas,Joco's Christmas,2021,NA,"Action,Adventure,Animation",jocos christmas,8.2,93,tvSeries,Shaman King,Shaman King,2021,2022,23,"Action,Adventure,Animation",shaman king,7,2344,TRUE,FALSE,FALSE,FALSE
tt15326110,tt11058078,1,10,Holiday Extravaganza,Holiday Extravaganza,2020,NA,"Comedy,Talk-Show",holiday extravaganza,3.5,31,tvSeries,The Amber Ruffin Show,The Amber Ruffin Show,2020,NA,30,"Comedy,Talk-Show",the amber ruffin show,5.9,982,FALSE,FALSE,FALSE,TRUE
tt1536298,tt0042111,6,12,Company for Christmas,Company for Christmas,1955,NA,Comedy,company for christmas,8.7,33,tvSeries,The George Burns and Gracie Allen Show,The George Burns and Gracie Allen Show,1950,1958,30,Comedy,the george burns and gracie allen show,8.6,1510,TRUE,FALSE,FALSE,FALSE
tt15402336,tt7255478,3,8,The Christmas Hope,The Christmas Hope,2017,NA,"Animation,Comedy",the christmas hope,9.3,13,tvSeries,Mokey's Show,Mokey's Show,2012,2023,62,"Animation,Comedy",mokeys show,8.8,207,TRUE,FALSE,FALSE,FALSE
tt1540309,tt1195935,1,9,A Cleveland Brown Christmas,A Cleveland Brown Christmas,2009,22,"Adventure,Animation,Comedy",a cleveland brown christmas,6.4,334,tvSeries,The Cleveland Show,The Cleveland Show,2009,2013,22,"Adventure,Animation,Comedy",the cleveland show,5.6,42670,TRUE,FALSE,FALSE,FALSE
tt1545370,tt1266020,2,12,Christmas Scandal,Christmas Scandal,2009,21,Comedy,christmas scandal,7.9,2619,tvSeries,Parks and Recreation,Parks and Recreation,2009,2015,22,Comedy,parks and recreation,8.6,280602,TRUE,FALSE,FALSE,FALSE
tt1546437,tt0439341,3,12,How the Rent-A-Cop Stole Christmas,How the Rent-A-Cop Stole Christmas,2007,23,"Animation,Comedy,Drama",how the rentacop stole christmas,8.2,21,tvSeries,6Teen,6Teen,2004,2010,22,"Animation,Comedy,Drama",6teen,7.5,6021,TRUE,FALSE,FALSE,FALSE
tt1547289,tt0288937,9,13,Holiday Road,Holiday Road,2009,23,"Drama,Romance",holiday road,7.2,156,tvSeries,Degrassi: The Next Generation,Degrassi: The Next Generation,2001,2015,30,"Drama,Romance",degrassi the next generation,7.6,14421,FALSE,FALSE,FALSE,TRUE
tt15476438,tt1635327,14,37,The Nightmare Before Christmas,The Nightmare Before Christmas,2021,23,Comedy,the nightmare before christmas,7.1,24,tvSeries,Nostalgia Critic,The Nostalgia Critic,2007,NA,30,Comedy,nostalgia critic,7.5,9533,TRUE,FALSE,FALSE,FALSE
tt15502504,tt0115286,29,8,Christmas Special,Christmas Special,2021,NA,"Comedy,Game-Show,Music",christmas special,5.9,24,tvSeries,Never Mind the Buzzcocks,Never Mind the Buzzcocks,1996,2023,30,"Comedy,Game-Show,Music",never mind the buzzcocks,7.8,6004,TRUE,FALSE,FALSE,FALSE
tt1550385,tt0453422,NA,NA,Top Five Christmas Moments,Top Five Christmas Moments,2008,NA,Documentary,top five christmas moments,8.1,19,tvSeries,Doctor Who Confidential,Doctor Who Confidential,2005,2011,30,Documentary,doctor who confidential,8,898,TRUE,FALSE,FALSE,FALSE
tt15511690,tt9145334,2,1,A Country Christmas Part 1,A Country Christmas Part 1,2021,NA,"Drama,Romance",a country christmas part 1,7.8,97,tvSeries,When Hope Calls,When Hope Calls,2019,NA,NA,"Drama,Romance",when hope calls,7.7,1162,TRUE,FALSE,FALSE,FALSE
tt15532296,tt10312854,1,11,Christmas Show,Christmas Show,2021,22,Comedy,christmas show,6.1,55,tvSeries,Kenan,Kenan,2021,2022,22,Comedy,kenan,5.9,2055,TRUE,FALSE,FALSE,FALSE
tt15534744,tt0185103,30,9,Merry Christmas 2021!,Merry Christmas 2021!,2021,128,"Action,Sport",merry christmas 2021,6.1,26,tvSeries,WWE Raw,WWE Monday Night RAW,1993,NA,60,"Action,Sport",wwe raw,7.7,9584,TRUE,FALSE,FALSE,FALSE
tt15534788,tt0227972,24,12,Merry Christmas 2021!,Merry Christmas 2021!,2021,85,"Action,Sport",merry christmas 2021,5.6,29,tvSeries,WWE Smackdown!,WWF SmackDown!,1999,NA,120,"Action,Sport",wwe smackdown,7.2,6801,TRUE,FALSE,FALSE,FALSE
tt1554333,tt0235917,5,15,Doras Christmas Carol Adventure,Doras Christmas Carol Adventure,2009,47,"Adventure,Animation,Comedy",doras christmas carol adventure,5.5,14,tvSeries,Dora the Explorer,Dora the Explorer,2000,2019,30,"Adventure,Animation,Comedy",dora the explorer,4.3,7516,TRUE,FALSE,FALSE,FALSE
tt1558064,tt0852863,2,21,Phineas and Ferb Christmas Vacation!,Phineas and Ferb Christmas Vacation!,2009,33,"Action,Adventure,Animation",phineas and ferb christmas vacation,8.7,390,tvSeries,Phineas and Ferb,Phineas and Ferb,2007,2024,15,"Action,Adventure,Animation",phineas and ferb,8.1,54568,TRUE,FALSE,FALSE,FALSE
tt1558270,tt1441096,1,11,It Happened One Christmas,It Happened One Christmas,2009,30,"Comedy,Romance",it happened one christmas,7.9,98,tvSeries,Accidentally on Purpose,Accidentally on Purpose,2009,2010,22,"Comedy,Romance",accidentally on purpose,6.4,6634,TRUE,FALSE,FALSE,FALSE
tt1559829,tt1533435,1,4,Holiday,Holiday,2009,30,Comedy,holiday,8.5,392,tvSeries,Miranda,Miranda,2009,2015,30,Comedy,miranda,8.2,16720,FALSE,FALSE,FALSE,TRUE
tt1559882,tt1243815,3,14,Rick Steves' European Christmas,Rick Steves' European Christmas,2005,26,"Documentary,Reality-TV",rick steves european christmas,8.9,70,tvSeries,Rick Steves' Europe,Rick Steves' Europe,2000,2021,26,"Documentary,Reality-TV",rick steves europe,8.6,645,TRUE,FALSE,FALSE,FALSE
tt1560931,tt0462128,5,11,It's Beginning to Stink a Lot Like Christmas,It's Beginning to Stink a Lot Like Christmas,2009,22,Comedy,its beginning to stink a lot like christmas,7.6,130,tvSeries,The New Adventures of Old Christine,The New Adventures of Old Christine,2006,2023,22,Comedy,the new adventures of old christine,7.2,14043,TRUE,FALSE,FALSE,FALSE
tt1562184,tt1442464,1,10,Christmas,Christmas,2009,23,"Comedy,Family",christmas,7.8,386,tvSeries,The Middle,The Middle,2009,2018,22,"Comedy,Family",the middle,7.7,52448,TRUE,FALSE,FALSE,FALSE
tt1564638,tt0159876,38,2,Andrea Bocelli & David Foster: My Christmas,Andrea Bocelli & David Foster: My Christmas,2009,NA,"Music,Musical",andrea bocelli  david foster my christmas,8.8,35,tvSeries,Great Performances,Great Performances,1971,NA,180,"Music,Musical",great performances,7.9,867,TRUE,FALSE,FALSE,FALSE
tt1564682,tt1319598,3,9,Meet the Christmas Spirit,Meet the Christmas Spirit,2009,22,Comedy,meet the christmas spirit,7.2,15,tvSeries,Meet the Browns,Meet the Browns,2009,2012,30,Comedy,meet the browns,3.7,2388,TRUE,FALSE,FALSE,FALSE
tt15656184,tt15192340,1,3,"And Then, It's Christmas","And Then, It's Christmas",2021,NA,"Animation,Comedy,Romance",and then its christmas,8,63,tvSeries,My Senpai Is Annoying,Senpai ga Uzai Kouhai no Hanashi,2021,2021,NA,"Animation,Comedy,Romance",my senpai is annoying,7.3,1155,TRUE,FALSE,FALSE,FALSE
tt15656198,tt15192340,1,8,Everyone's Holidays,Everyone's Holidays,2021,NA,"Animation,Comedy,Romance",everyones holidays,8.3,62,tvSeries,My Senpai Is Annoying,Senpai ga Uzai Kouhai no Hanashi,2021,2021,NA,"Animation,Comedy,Romance",my senpai is annoying,7.3,1155,FALSE,FALSE,FALSE,TRUE
tt15667328,tt12682076,1,9,Home for Christmas,Home for Christmas,2021,22,"Comedy,Drama,Family",home for christmas,7.8,183,tvSeries,The Wonder Years,The Wonder Years,2021,2023,21,"Comedy,Drama,Family",the wonder years,6.6,5096,TRUE,FALSE,FALSE,FALSE
tt15670022,tt12244950,1,13,Mojo-ho Christmas,Mojo-ho Christmas,2021,NA,"Adventure,Reality-TV",mojoho christmas,6.9,20,tvSeries,Taste the Nation with Padma Lakshmi,Taste the Nation with Padma Lakshmi,2020,NA,30,"Adventure,Reality-TV",taste the nation with padma lakshmi,8.1,703,TRUE,FALSE,FALSE,FALSE
tt15677014,tt7335184,4,1,Joe Takes a Holiday,Joe Takes a Holiday,2023,52,"Crime,Drama,Romance",joe takes a holiday,7.5,3053,tvSeries,You,You,2018,2024,45,"Crime,Drama,Romance",you,7.7,288520,FALSE,FALSE,FALSE,TRUE
tt1568376,tt1441106,1,11,Christmas,Christmas,2009,22,Comedy,christmas,5.9,11,tvSeries,Brothers,Brothers,2009,2009,30,Comedy,brothers,4.7,284,TRUE,FALSE,FALSE,FALSE
tt1568576,tt0437745,4,20,Dear Consumer (Robot Chicken's Full-Assed Christmas Special),Dear Consumer (Robot Chicken's Full-Assed Christmas Special),2009,11,"Adventure,Animation,Comedy",dear consumer robot chickens fullassed christmas special,7.2,126,tvSeries,Robot Chicken,Robot Chicken,2001,NA,11,"Adventure,Animation,Comedy",robot chicken,7.7,45600,TRUE,FALSE,FALSE,FALSE
tt15686184,tt6522580,4,2,Family Holiday,Family Holiday,2021,NA,"Comedy,Romance",family holiday,7.9,75,tvSeries,Little Things,Little Things,2016,NA,16,"Comedy,Romance",little things,8.2,7386,FALSE,FALSE,FALSE,TRUE
tt15730702,tt15665668,1,3,Oh Christmas Tree,Oh Christmas Tree,2021,NA,Reality-TV,oh christmas tree,6.1,42,tvSeries,Blown Away: Christmas,Blown Away: Christmas,2021,2021,NA,Reality-TV,blown away christmas,6.8,670,TRUE,FALSE,FALSE,FALSE
tt15741022,tt11824218,3,9,Holiday Special 1,Holiday Special 1,2022,NA,Comedy,holiday special 1,7.3,13,tvSeries,Meet the Richardsons,Meet the Richardsons,2020,NA,40,Comedy,meet the richardsons,7.3,853,FALSE,FALSE,FALSE,TRUE
tt15742938,tt6524350,5,8,A Very Big Mouth Christmas,A Very Big Mouth Christmas,2021,33,"Animation,Comedy,Romance",a very big mouth christmas,7.1,785,tvSeries,Big Mouth,Big Mouth,2017,2024,30,"Animation,Comedy,Romance",big mouth,7.8,87514,TRUE,FALSE,FALSE,FALSE
tt15745266,tt8050740,3,9,Froggy Little Christmas,Froggy Little Christmas,2021,22,"Action,Adventure,Animation",froggy little christmas,8.8,375,tvSeries,Amphibia,Amphibia,2019,2022,23,"Action,Adventure,Animation",amphibia,8.3,8410,TRUE,FALSE,FALSE,FALSE
tt15754998,tt10684374,1,10,Festival of Lights/Saving Christmas,Festival of Lights/Saving Christmas,2021,23,"Adventure,Animation,Comedy",festival of lightssaving christmas,8.5,136,tvSeries,The Ghost and Molly McGee,The Ghost and Molly McGee,2021,2024,22,"Adventure,Animation,Comedy",the ghost and molly mcgee,7.5,1692,TRUE,FALSE,FALSE,FALSE
tt1578043,tt0257315,10,0,2039: A Christmas Oddity,2039: A Christmas Oddity,2009,NA,Comedy,2039 a christmas oddity,6.5,79,tvSeries,My Family,My Family,2000,2011,50,Comedy,my family,7.5,10344,TRUE,FALSE,FALSE,FALSE
tt1578053,tt0862614,3,8,Absent Father Christmas,Absent Father Christmas,2009,28,Comedy,absent father christmas,8.2,139,tvSeries,Not Going Out,Not Going Out,2006,NA,30,Comedy,not going out,7.7,7721,TRUE,FALSE,FALSE,FALSE
tt15783072,tt9145334,2,2,A Country Christmas Part 2,A Country Christmas Part 2,2021,NA,"Drama,Romance",a country christmas part 2,7.7,71,tvSeries,When Hope Calls,When Hope Calls,2019,NA,NA,"Drama,Romance",when hope calls,7.7,1162,TRUE,FALSE,FALSE,FALSE
tt15790172,tt15294684,1,5,Holiday Hacks and Pies,Holiday Hacks and Pies,2021,NA,"Game-Show,Reality-TV",holiday hacks and pies,7.1,17,tvSeries,Baking It,Baking It,2021,NA,NA,"Game-Show,Reality-TV",baking it,7.2,438,FALSE,FALSE,FALSE,TRUE
tt15790184,tt15294684,1,6,Christmas Fest,Christmas Fest,2021,NA,"Game-Show,Reality-TV",christmas fest,6.7,16,tvSeries,Baking It,Baking It,2021,NA,NA,"Game-Show,Reality-TV",baking it,7.2,438,TRUE,FALSE,FALSE,FALSE
tt15802060,tt7053188,5,8,All I Want for Christmas Is You,All I Want for Christmas Is You,2021,NA,"Action,Drama,Romance",all i want for christmas is you,8.3,278,tvSeries,Station 19,Station 19,2018,NA,60,"Action,Drama,Romance",station 19,7,18972,TRUE,FALSE,FALSE,FALSE
