timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,other_monetary_comp,currency,currency_other,additional_context_on_income,country,state,city,overall_years_of_professional_experience,years_of_experience_in_field,highest_level_of_education_completed,gender,race
4/28/2021 12:58:47,25-34,Health care,Manager,"Equality, Diversity, and Inclusion",125000,10000,USD,NA,NA,United States of America,New York,New York,11 - 20 years,2 - 4 years,Master's degree,Man,White
4/28/2021 12:58:56,25-34,Media & Digital,Editor,(Book Publishing),70000,3000,USD,NA,NA,USA,New York,NYC,11 - 20 years,11 - 20 years,College degree,Woman,White
4/28/2021 12:59:00,25-34,Computing or Tech,Retail Launch specialist,NA,84000,NA,USD,NA,NA,US,California,Los Angeles,5-7 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
4/28/2021 12:59:16,25-34,Entertainment,Accounting Specialist,Jr position in finance dept of live entertainment nonprofit,43000,0,USD,NA,NA,USA,Minnesota,Minneapolis,5-7 years,5-7 years,College degree,Woman,White
4/28/2021 12:59:31,25-34,Health care,Medical Technologist,NA,108000,NA,USD,NA,NA,U.S.,California,San Jose,2 - 4 years,1 year or less,College degree,Woman,Asian or Asian American
4/28/2021 12:59:41,45-54,Education (Higher Education),IT Manager,NA,110000,0,USD,NA,NA,United States,North Carolina,Chapel Hill,21 - 30 years,21 - 30 years,College degree,Man,White
4/28/2021 12:59:56,45-54,Nonprofits,Database Manager,NA,80000,0,USD,NA,NA,USA,Virginia,Alexandria,11 - 20 years,8 - 10 years,College degree,Woman,White
4/28/2021 13:00:01,25-34,"Accounting, Banking & Finance",Tax Senior,NA,28000,400,GBP,NA,NA,Uk,NA,Sunderland,11 - 20 years,8 - 10 years,Master's degree,Man,White
4/28/2021 13:00:02,25-34,Insurance,Manager,Actuary,137500,9000,USD,NA,NA,US,Minnesota,Saint Paul,5-7 years,5-7 years,College degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
4/28/2021 13:00:08,25-34,Recruitment or HR,Training Associate,NA,58784,0,USD,NA,NA,United States,Georgia,Atlanta,5-7 years,2 - 4 years,College degree,Woman,White
4/28/2021 13:00:52,35-44,Government and Public Administration,Administrative Manager,NA,95300,NA,USD,NA,NA,USA,Alaska,Anchorage,11 - 20 years,8 - 10 years,Some college,Woman,White
4/28/2021 13:00:53,25-34,Health care,Financial Analyst,NA,54080,3000,USD,NA,NA,United States,Oklahoma,Tulsa,2 - 4 years,2 - 4 years,College degree,Woman,Native American or Alaska Native
4/28/2021 13:01:04,45-54,Health care,Administrative Assistant,NA,35000,NA,USD,NA,NA,United States,California,San Diego,2 - 4 years,2 - 4 years,High School,Woman,White
4/28/2021 13:01:26,25-34,Law,Legal assistant,I basically perform administrative tasks for an in-house legal team,57500,3000,CAD,NA,NA,Canada,NA,Toronto,5-7 years,2 - 4 years,Master's degree,Other or prefer not to answer,Asian or Asian American
4/28/2021 13:01:38,18-24,Computing or Tech,Software implementation consultant,NA,80000,3600,USD,NA,NA,USA,Colorado,Denver,2 - 4 years,2 - 4 years,College degree,Woman,White
4/28/2021 13:01:52,25-34,Education (Primary/Secondary),Student teacher,Am training to be a teacher,0,0,USD,NA,Student teaching is usually unpaid,USA,Connecticut,New. Haven,2 - 4 years,2 - 4 years,Master's degree,Woman,"Middle Eastern or Northern African, White"
4/28/2021 13:01:53,35-44,Education (Higher Education),Executive Director,NA,130000,NA,USD,NA,NA,US,New Hampshire,Manchester,11 - 20 years,11 - 20 years,College degree,Woman,White
4/28/2021 13:02:12,25-34,Recruitment or HR,Commercial Compliance Manager,NA,30000,NA,GBP,NA,NA,United Kingdom,NA,A city in the UK,8 - 10 years,5-7 years,Master's degree,Woman,White
4/28/2021 13:02:22,25-34,Real Estate,Development Analyst,NA,79500,7950,USD,NA,NA,USA,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,White
4/28/2021 13:02:34,55-64,Transport or Logistics,Truck Driver,NA,60000,35000,USD,NA,NA,United States,South Carolina,Mauldin,41 years or more,41 years or more,High School,Man,White
4/28/2021 13:02:43,45-54,Education (Higher Education),Associate Professor / Department Chair,NA,77000,18000,USD,NA,Additional compensation is for administrative role on top of base salary as professor,USA,Michigan,Grand Rapids,11 - 20 years,11 - 20 years,PhD,Woman,White
4/28/2021 13:03:01,18-24,Business or Consulting,Senior Associate,Cybersecurity Consultant,115500,20000,USD,NA,NA,United States,Maryland,Work From Home,2 - 4 years,2 - 4 years,College degree,Woman,Black or African American
4/28/2021 13:03:12,25-34,Education (Primary/Secondary),Pls teacher,Special education,41000,NA,USD,NA,NA,Usa,Wyoming,Laramie,1 year or less,5-7 years,College degree,Man,White
4/28/2021 13:03:23,25-34,Recruitment or HR,Senor HR Manager,NA,80000,0,USD,NA,NA,United States,Ohio,Cincinnati,11 - 20 years,8 - 10 years,College degree,Woman,Black or African American
4/28/2021 13:03:41,45-54,"Accounting, Banking & Finance",Staff accountant,NA,67650,0,USD,NA,NA,united states,Colorado,Broomfield,11 - 20 years,8 - 10 years,College degree,Woman,White
4/28/2021 13:03:56,25-34,Retail,Merchandiser,NA,48000,2000,GBP,NA,NA,United Kingdom,NA,London,11 - 20 years,11 - 20 years,College degree,Woman,White
4/28/2021 13:03:56,25-34,Computing or Tech,"Senior Manager, Digital Marketing",NA,100000,6000,USD,NA,6-12% yearly bonus based on performance,United States,Virginia,Reston,8 - 10 years,5-7 years,College degree,Woman,White
4/28/2021 13:03:58,25-34,Nonprofits,Corporate and Foundation Relations Manager,NA,58240,0,USD,NA,NA,United States,California,San Marino,5-7 years,5-7 years,College degree,Woman,"Middle Eastern or Northern African, White"
4/28/2021 13:03:59,25-34,Nonprofits,Stewardship Officer,Communications/development support,41500,NA,USD,NA,NA,United States,Indiana,Indianapolis,8 - 10 years,5-7 years,College degree,Woman,White
4/28/2021 13:04:09,25-34,Nonprofits,"Senior Manager, Partnerships and Initiatives",corporate partnerships,78000,0,USD,NA,NA,USA,Maine,Belfast,8 - 10 years,5-7 years,College degree,Woman,White
4/28/2021 13:04:11,45-54,Utilities & Telecommunications,Collections Administrator,NA,44000,NA,USD,NA,NA,U.S.A.,Alaska,Anchorage,21 - 30 years,11 - 20 years,College degree,Woman,White
4/28/2021 13:04:32,45-54,Information,Senior marketing manager,NA,135000,NA,USD,NA,NA,US,Ohio,Columbus,21 - 30 years,11 - 20 years,College degree,Woman,White
4/28/2021 13:04:56,25-34,Law,Lawyer,NA,125000,1500,USD,NA,NA,Usa,Colorado,Denver,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
4/28/2021 13:05:01,35-44,Health care,Associate General Counsel,NA,180200,30000,USD,NA,NA,United States,Utah,Salt Lake City,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
4/28/2021 13:05:17,25-34,Game development,Senior Producer,We're hybrid project manager / product owners,110000,5000,USD,NA,NA,United States,California,Los Angeles,11 - 20 years,5-7 years,Master's degree,Woman,White
4/28/2021 13:05:31,35-44,Education (Higher Education),Program Administrator,NA,62000,NA,USD,NA,NA,USA,Massachusetts,Cambridge,5-7 years,2 - 4 years,Master's degree,Woman,White
4/28/2021 13:05:36,35-44,Private Equity,Executive Assistant & Office Manager,NA,75000,30000,USD,NA,NA,United States,Georgia,Atlanta,11 - 20 years,5-7 years,College degree,Woman,White
4/28/2021 13:05:48,45-54,Education (Higher Education),Transit Analyst,NA,40000,0,USD,NA,NA,United States,Kansas,Lawrence,21 - 30 years,21 - 30 years,College degree,Woman,White
4/28/2021 13:05:51,25-34,Insurance,Risk Analyst,Risk Analyst for Construction Firm,73500,4000,USD,NA,NA,USA,Missouri,Kansas City,5-7 years,5-7 years,Master's degree,Woman,White
4/28/2021 13:06:07,25-34,Property or Construction,Executive Assistant,Executive Assistant to the CEO of the company,36000,500,USD,NA,"No benefits whatsoever. Rare random bonuses when the CEO feels like it, never exceeding $500 at a time.",USA,California,Los Angeles,2 - 4 years,1 year or less,Master's degree,Woman,White
4/28/2021 13:06:09,25-34,Law,Of Counsel,Senior attorney at a law firm,230000,20000,USD,NA,NA,USA,Georgia,Atlanta,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
4/28/2021 13:06:09,18-24,"Accounting, Banking & Finance",Financial Analyst,NA,67275,2000,USD,NA,NA,USA,New Jersey,Secaucus,1 year or less,1 year or less,College degree,Woman,White
4/28/2021 13:06:09,25-34,Computing or Tech,Software Trainer,I train software administrators,63000,3500,USD,NA,NA,United States,Wisconsin,Madison,2 - 4 years,2 - 4 years,College degree,Woman,White
4/28/2021 13:06:17,25-34,Recruitment or HR,Head of Recruitment and Training,NA,54700,0,GBP,NA,NA,"UK, remote",NA,London,2 - 4 years,2 - 4 years,College degree,Woman,White
4/28/2021 13:06:18,25-34,Social Work,Licensed Social Worker,"Psychiatric Unit, Inpatient, and Hospice Social Worker",53000,0,USD,NA,NA,US,New Jersey,South Jersey,1 year or less,2 - 4 years,Master's degree,Woman,White
4/28/2021 13:06:28,55-64,Education (Higher Education),Associate Professor,in a humanities/social science area,78000,0,USD,NA,NA,USA,New Mexico,Albuquerque,31 - 40 years,31 - 40 years,PhD,Woman,White
4/28/2021 13:06:31,35-44,Education (Higher Education),Assistant Professor,NA,145000,0,USD,NA,NA,United States,Texas,Austin,8 - 10 years,8 - 10 years,PhD,Woman,White
4/28/2021 13:06:42,25-34,"Marketing, Advertising & PR",PR Associate,NA,77000,10000,USD,NA,NA,US,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Woman,White
4/28/2021 13:06:56,25-34,Insurance,Case manager,NA,55000,1500,USD,NA,NA,Usa,Oregon,Portland,5-7 years,2 - 4 years,Master's degree,Woman,White
4/28/2021 13:06:57,25-34,Engineering or Manufacturing,Accountant,NA,87550,NA,USD,NA,NA,US,California,Los Angeles,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
4/28/2021 13:07:08,25-34,Government and Public Administration,Visitor Experience Coordinator,Operations coordination for municipally funded museum and art gallery,62000,0,CAD,NA,NA,Canada,NA,Brampton,11 - 20 years,8 - 10 years,College degree,Woman,White
4/28/2021 13:07:40,25-34,Computing or Tech,Mechanical Engineer,NA,142000,5000,USD,NA,NA,USA,California,San Francisco,2 - 4 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
4/28/2021 13:07:56,25-34,"Marketing, Advertising & PR",Web Application Developer,NA,65000,1000,USD,NA,NA,United States,Indiana,Fishers,2 - 4 years,2 - 4 years,College degree,Woman,White
4/28/2021 13:08:00,25-34,Computing or Tech,Customer Success Manager,NA,93000,10000,USD,NA,NA,United States,New York,New York City,2 - 4 years,2 - 4 years,College degree,Woman,White
4/28/2021 13:08:27,45-54,Law,Lead Counsel,NA,190000,15000,USD,NA,NA,United States,Texas,Dallas,11 - 20 years,11 - 20 years,NA,Man,Another option not listed here or prefer not to answer
4/28/2021 13:08:46,25-34,Education (Higher Education),"Program Coordinator, Senior",NA,72000,NA,USD,NA,NA,USA,California,Bay Area,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
4/28/2021 13:08:59,25-34,Transport or Logistics,Project Manager,NA,84000,NA,USD,NA,"I am paid as a contractor (for a number of reasons) and paid the cash equivalent of the benefits package, which is factored into my hourly rate. The Salaried hourly rate for this position is $70,000/year.",United States,District of Columbia,Washington,2 - 4 years,2 - 4 years,College degree,Woman,White
4/28/2021 13:09:13,25-34,Computing or Tech,Policy associate,NA,102000,0,USD,NA,NA,Usa,California,San jose,2 - 4 years,1 year or less,PhD,Woman,White
4/28/2021 13:09:21,25-34,Media & Digital,Senior Editor,NA,91000,12000,USD,NA,NA,USA,Texas,Austin,8 - 10 years,8 - 10 years,PhD,Woman,White
4/28/2021 13:09:21,35-44,Computing or Tech,Senior software developer,NA,92435,NA,USD,NA,NA,United States,Iowa,Iowa city,11 - 20 years,11 - 20 years,NA,NA,Black or African American
4/28/2021 13:09:45,35-44,Art & Design,Senior Art Director,NA,130000,NA,USD,NA,NA,usa,California,los angeles,11 - 20 years,11 - 20 years,College degree,Woman,White
4/28/2021 13:09:45,25-34,Media & Digital,Editor,Digital/newspaper editor,39000,NA,GBP,NA,NA,"Scotland, UK",NA,Edinburgh,8 - 10 years,5-7 years,Master's degree,Woman,White
4/28/2021 13:09:54,35-44,Business or Consulting,Business Systems Analyst,NA,90000,3000,USD,NA,NA,USA,Washington,Vancouver,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/28/2021 13:09:55,25-34,Education (Higher Education),Graduate Student,NA,18000,0,USD,NA,Free Tuition + Stipend for teaching 1 undergraduate class per term (20 hours / wk),United States,Oregon,Eugene,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/28/2021 13:10:17,35-44,Hospitality & Events,Senior Manager,NA,132000,12000,USD,NA,NA,USA,Virginia,"McLean, VA",11 - 20 years,5-7 years,Master's degree,Woman,White
4/28/2021 13:10:20,35-44,Insurance,Marketing Manager,NA,144000,30000,USD,NA,NA,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman,Black or African American
4/28/2021 13:10:23,18-24,Nonprofits,Development Coordinator,NA,58000,NA,USD,NA,NA,USA,California,Los Angeles,2 - 4 years,2 - 4 years,College degree,Woman,Black or African American
4/28/2021 13:10:31,25-34,Health care,Office Manager,NA,66500,2000,USD,NA,NA,United States,New Jersey,Mahwah,11 - 20 years,11 - 20 years,College degree,Woman,White
4/28/2021 13:11:04,25-34,Engineering or Manufacturing,Quality Assurance Manager,NA,101000,NA,USD,NA,NA,USA,California,Santa Cruz,8 - 10 years,8 - 10 years,College degree,Woman,White
4/28/2021 13:11:06,25-34,Education (Primary/Secondary),Project Manager,"Title is not reflective of duty, more Product Manager responsibility",67550,5000,CAD,NA,NA,Canada,NA,Toronto,11 - 20 years,5-7 years,College degree,Woman,White
4/28/2021 13:11:09,35-44,Health care,Certified prosthetist orthotist,NA,75000,4250,USD,NA,NA,United States,Colorado,Parker,11 - 20 years,11 - 20 years,College degree,Woman,White
4/28/2021 13:11:14,25-34,Education (Higher Education),Web and Email Cordinator,NA,43700,NA,USD,NA,NA,United States,Minnesota,Saint Paul,8 - 10 years,8 - 10 years,College degree,Woman,White
4/28/2021 13:11:15,25-34,Education (Higher Education),Graduate Studies Coordinator,NA,38000,0,USD,NA,NA,USA,Indiana,South Bend,8 - 10 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
4/28/2021 13:11:29,35-44,Law,Barrister,Civil,102000,0,GBP,NA,Profit from self-employment,United Kingdom,NA,London,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,White
4/28/2021 13:11:43,35-44,Education (Higher Education),Sr. Outreach Specialist,Program manager for a lifelong learning program,57000,0,USD,NA,NA,USA,Wisconsin,Madison,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/28/2021 13:11:43,25-34,Computing or Tech,Data Privacy & Compliance Professional,NA,123000,12300,USD,NA,NA,United States,California,Los Angeles County,8 - 10 years,2 - 4 years,Master's degree,Woman,White
4/28/2021 13:11:46,18-24,Biotech,QC Analyst,NA,36400,0,USD,NA,Paid 17.50 hourly,United States,Washington,Lake Forest Park,1 year or less,1 year or less,College degree,Man,White
4/28/2021 13:11:59,35-44,Computing or Tech,Software Engineer II,Salesforce Admin,82000,11000,USD,NA,NA,USA,Georgia,Atlanta,5-7 years,5-7 years,College degree,Man,White
4/28/2021 13:12:11,25-34,Engineering or Manufacturing,Process Engineer,NA,68500,3400,USD,NA,NA,United States,Iowa,Iowa City / Cedar Rapids,5-7 years,2 - 4 years,College degree,Woman,White
4/28/2021 13:12:24,25-34,Health care,"Director, Clinical Informatics",NA,116000,22000,USD,NA,my bonus is not guaranteed,USA,Illinois,Chicago,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/28/2021 13:12:44,35-44,Education (Higher Education),Assoc director leadership giving,NA,78000,NA,USD,NA,NA,United States,Massachusetts,Boston,8 - 10 years,8 - 10 years,College degree,Woman,White
4/28/2021 13:12:50,25-34,Nonprofits,Volunteer Coordinator,NA,61000,2500,CAD,NA,NA,Canada,NA,Winnipeg,11 - 20 years,8 - 10 years,College degree,Woman,White
4/28/2021 13:13:02,25-34,Education (Higher Education),Marketing Specialist,NA,58500,NA,USD,NA,NA,United States,Arizona,Tucson,5-7 years,5-7 years,Master's degree,Woman,White
4/28/2021 13:13:06,25-34,"Marketing, Advertising & PR",Senior Communications Specialist,NA,84000,NA,USD,NA,NA,United States,Georgia,Atlanta,11 - 20 years,8 - 10 years,Master's degree,Woman,Asian or Asian American
4/28/2021 13:13:07,35-44,Education (Higher Education),Developer,NA,60108,10000,CAD,NA,NA,Canada,NA,Calgary,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
4/28/2021 13:13:09,55-64,Health care,Editorial Content Manager,NA,88000,6000,USD,NA,NA,USA,Maryland,Baltimore,31 - 40 years,31 - 40 years,College degree,Woman,White
4/28/2021 13:13:09,35-44,Construction,Yard Manager,Manage equipment yard and fabrication shop,60000,0,USD,NA,NA,United States,Ohio,Cincinnati,8 - 10 years,8 - 10 years,Some college,Man,White
4/28/2021 13:13:09,25-34,Nonprofits,Project Manager,Work for a nonprofit public health consulting company,65000,500,USD,NA,NA,USA,Massachusetts,Boston,5-7 years,5-7 years,Master's degree,Woman,White
4/28/2021 13:13:12,35-44,Engineering or Manufacturing,Civil Engineer,NA,65520,0,USD,NA,NA,USA,North Dakota,Grand Forks,11 - 20 years,2 - 4 years,College degree,Woman,White
4/28/2021 13:13:24,25-34,Government and Public Administration,Library Clerk,NA,35000,520,USD,NA,"Income after union dues, health care, and retirement is $25,200",United States,New York,Ithaca,5-7 years,2 - 4 years,Some college,Non-binary,White
4/28/2021 13:13:54,25-34,Government and Public Administration,Training & development specialist,NA,41000,0,USD,NA,NA,United States,Tennessee,Nashville,5-7 years,5-7 years,Master's degree,Woman,White
