Timestamp,How old are you?,Industry,Job title,Additional context on job title,Annual salary,Other monetary comp,Currency,Currency - other,Additional context on income,Country,State,City,Overall years of professional experience,Years of experience in field,Highest level of education completed,Gender,Race
4/28/2021 17:57:44,35-44,Engineering or Manufacturing,Senior Associate,Senior Mechanical Engineer,"115,000",10000,USD,,"The bonuses are pretty variable, its more like a range between 0 and 20,000",USA,Maryland,Baltimore,11 - 20 years,11 - 20 years,College degree,Man,White
4/28/2021 17:57:59,25-34,Retail,Store Manager,,"31,999",,USD,,,US,Washington,Seattle,11 - 20 years,11 - 20 years,Some college,Woman,Asian or Asian American
4/28/2021 17:58:02,35-44,Media & Digital,lead programmer,,"49,000",0,GBP,,,uk,,brighton,11 - 20 years,11 - 20 years,Master's degree,Man,White
4/28/2021 17:58:04,45-54,Pharma/biotechnology,Senior biostatistician,,"168,000",20000,USD,,,USA,California,Santa Clara,11 - 20 years,11 - 20 years,PhD,Man,White
4/28/2021 17:58:15,35-44,Archives,Processing Archivist ,University Special Collections ,"39,000",0,USD,,,USA,Kentucky,Lexington ,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/28/2021 17:58:18,35-44,Computing or Tech,Tech Support Lead,I lead the support half of our tech+sales support team,"103,000",10000,USD,,,USA,Illinois,Naperville,11 - 20 years,8 - 10 years,High School,Man,White
4/28/2021 17:58:24,45-54,Education (Higher Education),Senior lecturer ,,"53,000",0,GBP,,,United Kingdom,,Edinburgh,11 - 20 years,11 - 20 years,PhD,Man,White
4/28/2021 17:58:25,25-34,Education (Primary/Secondary),Academic Coach,Basically a tutor,"52,000",,USD,,,USA,Texas,Houston,5-7 years,2 - 4 years,College degree,Man,White
4/28/2021 17:58:27,35-44,Law,Counsel,In-house lawyer,"206,000",75000,USD,,Excludes unvested long-term incentive plan / stock grants,USA,Texas,Houston,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
4/28/2021 17:58:31,18-24,Hospitality & Events,Instacart Shopper,,"45,000",,USD,,Definitely changes but this is the average,US,Iowa,Des Moines,1 year or less,1 year or less,Some college,Woman,White
4/28/2021 17:58:55,25-34,Social Work,Caregiver,"Aka carer, support assistant ","20,800",3000,GBP,,Hourly wage - annualised as directed. Extra money is petrol reimbursement ,England ,,Cambridge ,8 - 10 years,8 - 10 years,High School,Woman,White
4/28/2021 17:58:56,25-34,Education (Higher Education),Teaching Assistant,,"50,000",0,USD,,"I work on a per-semester basis and my teaching load varies depending on my course load (how many sections am I responsible for) as well as my exact position (I'm often senior teaching staff with additional responsibilities, but not always). I don't think I've had a consistent monthly salary since 2015.",United States,Massachusetts,Cambridge,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/28/2021 17:59:00,25-34,Computing or Tech,Software Engineer II,,"131,000",20000,USD,,,U.S.,Massachusetts,Boston,8 - 10 years,8 - 10 years,College degree,Woman,White
4/28/2021 17:59:01,35-44,"Accounting, Banking & Finance",Head of Business Development,,"100,000",75000,GBP,,,UK,,London,21 - 30 years,21 - 30 years,Master's degree,Man,Another option not listed here or prefer not to answer
4/28/2021 17:59:19,25-34,Education (Primary/Secondary),Head of Year/Teacher,,"48,000",0,GBP,,,UK,,London,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,White
4/28/2021 17:59:41,25-34,Computing or Tech,Staff Software Engineer,,"185,000",0,USD,,,USA,Oregon,Portland,8 - 10 years,8 - 10 years,College degree,Man,White
4/28/2021 17:59:42,35-44,Computing or Tech,Knowledge Management Specialist,,"60,000",0,CAD,,,Canada,,Vancouver,11 - 20 years,5-7 years,College degree,Woman,"White, Another option not listed here or prefer not to answer"
4/28/2021 17:59:44,45-54,Law,Litigation Director & Member,,"125,000",,USD,,,United States,District of Columbia,"Washington, D.C. ",11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
4/28/2021 17:59:44,25-34,Environment,Postdoctoral Fellow,Biologist,"45,000",0,CAD,,,Canada,,Vancouver,8 - 10 years,8 - 10 years,PhD,Woman,White
4/28/2021 17:59:48,35-44,Education (Primary/Secondary),Teacher,,"46,000",0,USD,,,USA,New Hampshire,Manchester,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/28/2021 17:59:49,18-24,Computing or Tech,IT Helpdesk Assistant,,"19,380",,GBP,,,United Kingdom,,South Molton,5-7 years,5-7 years,High School,Man,White
4/28/2021 17:59:56,35-44,Education (Higher Education),Senior Web Developer,,"50,000",0,USD,,,US,Kansas,Wichita,11 - 20 years,11 - 20 years,College degree,Man,White
4/28/2021 18:00:02,35-44,Computing or Tech,lead backend developer,,"48,000",0,EUR,,,netherlands,,Amsterdam,21 - 30 years,11 - 20 years,College degree,Man,White
4/28/2021 18:00:04,25-34,Education (Primary/Secondary),Teacher,,"83,000",0,USD,,,United States,Pennsylvania,Lehigh Valley,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/28/2021 18:00:08,35-44,Health care,Manager of Simulation Training,Clinical healthcare program management,"96,000",,USD,,,US,New York,New York City,8 - 10 years,5-7 years,Master's degree,Woman,White
4/28/2021 18:00:14,35-44,Computing or Tech,Senior Software Engineer,,"164,800",0,USD,,,United States,New York,New York,11 - 20 years,8 - 10 years,College degree,Man,White
4/28/2021 18:00:16,45-54,Business or Consulting,Program Manager,,"169,180",16000,USD,,,United States of America,Washington,Redmond,11 - 20 years,8 - 10 years,College degree,Woman,White
4/28/2021 18:00:22,35-44,Education (Higher Education),Staff assistant,,"55,000",0,USD,,"I do receive overtime but not often or consistently, and not recently due to the pandemic.",United States,Massachusetts,Cambridge,11 - 20 years,8 - 10 years,College degree,Man,White
4/28/2021 18:00:25,25-34,Counseling,Licensed Professional Counselor,,"40,000",0,USD,,,United States,Kansas,Overland Park,5-7 years,2 - 4 years,Master's degree,Woman,White
4/28/2021 18:00:29,25-34,Law,Associate,,"140,000",3500,USD,,,United States,Indiana,Indianapolis,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Man,White
4/28/2021 18:00:33,25-34,Computing or Tech,Account Executive,Public Sector Account Executive,"75,000",65000,USD,,,United States,Maryland,Remotely from MD,5-7 years,2 - 4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
4/28/2021 18:00:39,25-34,Utilities & Telecommunications,Process Engineer,Water industry,"34,000",,GBP,,,UK,,Edinburgh,5-7 years,5-7 years,College degree,Man,White
4/28/2021 18:00:43,45-54,Nonprofits,Communications Manager,,"68,000",0,USD,,,USA,New York,New York,21 - 30 years,11 - 20 years,Master's degree,Man,White
4/28/2021 18:00:51,35-44,Media & Digital,Managing Editor,,"57,000",1400,USD,,,United States,New Jersey,Fair Lawn,11 - 20 years,11 - 20 years,College degree,Man,White
4/28/2021 18:00:51,35-44,Government and Public Administration,Senior Accountant/Auditor,,"44,000",0,USD,,,USA,Pennsylvania,Lancaster,11 - 20 years,2 - 4 years,College degree,Non-binary,White
4/28/2021 18:00:52,25-34,Health care,Operations Assistant,,"29,600",,USD,,,United States,Georgia,Austell,2 - 4 years,2 - 4 years,Some college,Woman,White
4/28/2021 18:01:12,25-34,Government and Public Administration,Managment Fellow,Public Policy & Program Manager,"69,000",5000,USD,,,United States,California,Los Angeles,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
4/28/2021 18:01:17,35-44,Utilities & Telecommunications,Reports Analysis ,,"42,500",0,CAD,,,Canada,,Halifax,11 - 20 years,8 - 10 years,College degree,Woman,White
4/28/2021 18:01:22,35-44,"Accounting, Banking & Finance",Lead Procurement Specialist,,"45,050",0,USD,,,USA,North Carolina,Chapel Hill,11 - 20 years,2 - 4 years,College degree,Man,"Hispanic, Latino, or Spanish origin, White"
4/28/2021 18:01:41,35-44,Media & Digital,Managing Editor,,"57,000",1400,USD,,,United States,New Jersey,Fair Lawn,11 - 20 years,11 - 20 years,College degree,Man,White
4/28/2021 18:01:56,25-34,Government and Public Administration,Senior Policy Adviser,,"36,812",,GBP,,,United Kingdom ,,London,5-7 years,2 - 4 years,College degree,Woman,White
4/28/2021 18:02:01,25-34,Research,Research Technologist 1,,"37,000",0,USD,,,United States,Wisconsin,Milwaukee,2 - 4 years,1 year or less,Master's degree,Woman,White
4/28/2021 18:02:01,25-34,Nonprofits,"Manager, College Success Program","National nonprofit, Chicago site. Managing large scale program + team of 5 college advisors","59,000",0,USD,,,United States,Illinois,Chicago,8 - 10 years,2 - 4 years,Master's degree,Woman,Black or African American
4/28/2021 18:02:01,25-34,Insurance,Actuarial data /systems programmer,,"83,000",,USD,,,United States ,Nebraska,Onaha,11 - 20 years,2 - 4 years,College degree,Woman,White
4/28/2021 18:02:15,25-34,"Accounting, Banking & Finance",Operations Executive,,"60,000",65000,USD,,,United States,Minnesota,St. Paul,5-7 years,2 - 4 years,College degree,Woman,White
4/28/2021 18:02:17,25-34,"Accounting, Banking & Finance",Depositary Manager,,"75,000",20000,GBP,,,United Kingdom,,London,5-7 years,5-7 years,College degree,Woman,White
4/28/2021 18:02:22,35-44,Computing or Tech,Software Engineer,,"113,500",1600,USD,,,United States,South Carolina,Greenville,11 - 20 years,2 - 4 years,College degree,Woman,Black or African American
4/28/2021 18:02:23,35-44,Media & Digital,Multi Media Designer,,"72,500",,USD,,,United States,Pennsylvania,Pittsburgh,11 - 20 years,11 - 20 years,Master's degree,Non-binary,White
4/28/2021 18:02:33,25-34,Computing or Tech,Product Manager,,"140,000",21000,USD,,"Got a one time 10k signing bonus when I started my job, and an unknown value of equity now that my company just got acquired ",United States,Washington,Seattle,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
4/28/2021 18:02:33,25-34,Property or Construction,Marketing Manager,Business development marketing efforts for attracting new large global clients,"95,000",9500,USD,,,U.S.,North Carolina,Charlotte,8 - 10 years,2 - 4 years,Master's degree,Woman,White
4/28/2021 18:02:40,25-34,Recruitment or HR,Regional administrator ,,"45,000",200,USD,,,United states,Minnesota,Minneapolis ,11 - 20 years,5-7 years,College degree,Man,White
4/28/2021 18:02:58,25-34,Sales,Marketing Executive,,"36,000",6000,GBP,,20% bonus + plus car allowance makes up the £6000 additional money,UK,,London,8 - 10 years,2 - 4 years,Some college,Woman,White
4/28/2021 18:03:05,25-34,"Marketing, Advertising & PR",Marketing Coordinator,,"65,000",0,AUD/NZD,,,Australia,,Melbourne,2 - 4 years,2 - 4 years,PhD,Woman,White
4/28/2021 18:03:07,45-54,Computing or Tech,Head of Cyber Security,,"105,000",60000,GBP,,,UK,,Edinburgh,31 - 40 years,21 - 30 years,Master's degree,Man,White
4/28/2021 18:03:09,25-34,Recruitment or HR,Employment Services Coordinator,Human Resources for Legal Staff,"60,000",5000,CAD,,,Canada,,Toronto,5-7 years,2 - 4 years,Master's degree,Woman,White
4/28/2021 18:03:09,25-34,Engineering or Manufacturing,Civil Designer ,I produce and design construction plans for single family and multi-family residential neighborhoods.,"67,600",7000,USD,,,United States,Texas,Frisco,5-7 years,5-7 years,Some college,Woman,"Hispanic, Latino, or Spanish origin, White"
4/28/2021 18:03:14,35-44,Government and Public Administration,Resource Planning Analyst,,"37,500",,GBP,,,Scotland,,Edinburgh,11 - 20 years,5-7 years,Some college,Non-binary,White
4/28/2021 18:03:18,25-34,Computing or Tech,Qa Tester,In the game industry ,"45,000",0,USD,,,USA ,Colorado,Westminster ,5-7 years,2 - 4 years,,Man,White
4/28/2021 18:03:30,35-44,Transport or Logistics,Principal Software Engineer,,"150,000",16000,USD,,,US,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Man,White
4/28/2021 18:03:31,45-54,Engineering or Manufacturing,Project Procurement Manager,Coordinating the procurement of equipment/services for specific projects,"120,000",4000,USD,,,US,Missouri,Kansas City,31 - 40 years,21 - 30 years,College degree,Woman,White
4/28/2021 18:03:46,35-44,Nonprofits,Program Director ,,"84,000",1100,USD,,,US,California,Los Angeles ,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/28/2021 18:03:49,25-34,Hospitality & Events,Restaurant Assistant General Manager,,"56,000",9000,USD,,,USA,Arizona,Gilbert,5-7 years,5-7 years,Some college,Man,White
4/28/2021 18:03:53,25-34,Engineering or Manufacturing,Design Engineer,,"72,800",2000,USD,,,United States of america,Colorado,Denver,11 - 20 years,11 - 20 years,High School,Man,White
4/28/2021 18:04:09,18-24,Law,Business Immigration Paralegal,,"45,000",13000,USD,,,United States ,North Carolina,Raleigh,2 - 4 years,2 - 4 years,College degree,Man,White
4/28/2021 18:04:47,45-54,Veterinary ,Veterinary surgeon,,"42,000",0,GBP,,,United Kingdom,,Stoke ,21 - 30 years,21 - 30 years,College degree,Man,White
4/28/2021 18:04:48,25-34,Computing or Tech,Senior Web Developer,,"52,000",500,GBP,,,United Kingdom,,Durham,8 - 10 years,5-7 years,College degree,Woman,White
4/28/2021 18:04:54,18-24,Retail,Junior Accountant,,"70,000",,USD,,,United States,California,San Francisco,2 - 4 years,1 year or less,College degree,Woman,"Hispanic, Latino, or Spanish origin"
4/28/2021 18:04:54,35-44,Retail,Customer Service Co-worker,,"39,000",,USD,,"I work 2 jobs, so this is an estimate of them combined. Gross income.",United States,California,Costa Mesa,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/28/2021 18:05:05,25-34,Law,Deputy City Attorney,,"162,000",0,USD,,,United States,California,Los Angeles,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Man,Middle Eastern or Northern African
4/28/2021 18:05:09,35-44,Government and Public Administration,Problem Manager,IT Service Management,"35,000",0,GBP,,,United Kingdom,,Newcastle Upon Tyne,11 - 20 years,11 - 20 years,,Man,White
4/28/2021 18:05:22,35-44,Computing or Tech,Director,,"114,350",10000,USD,,,United States,Texas,San Antonio,21 - 30 years,5-7 years,College degree,Man,White
4/28/2021 18:05:31,35-44,Health care,Facility Manager,Hospital research facility,"83,000",0,USD,,,USA,Massachusetts,Boston,11 - 20 years,11 - 20 years,College degree,Woman,White
4/28/2021 18:05:37,25-34,Law,Associate Attorney,,"110,000",,USD,,,United States,New York,New York City,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White
4/28/2021 18:05:40,35-44,"Marketing, Advertising & PR","Director, Demand Generation",,"150,000",40000,USD,,,United States,Oregon,"Portland, Oregon",11 - 20 years,8 - 10 years,College degree,Woman,White
4/28/2021 18:05:47,25-34,Property or Construction,Marketing Director,,"119,000",7000,USD,,,United States,Colorado,Englewood,2 - 4 years,2 - 4 years,College degree,Woman,White
4/28/2021 18:05:53,25-34,Computing or Tech,Engineering Experience Lead,More generic version might be: Software Engineering Manager,"90,000",,GBP,,,United Kingdom,,London (but remote),11 - 20 years,11 - 20 years,Master's degree,Man,White
4/28/2021 18:06:21,25-34,Art & Design,Independent Artist,"I sell artwork on Etsy and at conventions, with a few commissions here and there.","32,000",0,USD,,,USA,Michigan,Detroit,2 - 4 years,2 - 4 years,College degree,Other or prefer not to answer,White
4/28/2021 18:06:21,25-34,Computing or Tech,Associate software engineer,,"72,500",,USD,,,United States,Colorado,Remote,8 - 10 years,2 - 4 years,College degree,Man,White
4/28/2021 18:06:32,35-44,Retail,Category manager ,,"70,000",5000,USD,,,United States,Colorado,Boulder ,11 - 20 years,11 - 20 years,High School,Man,White
4/28/2021 18:06:36,25-34,Art & Design,Product Development Associate ,Design/development of product in the fashion industry ,"46,000",0,USD,,,US,New York,New York ,5-7 years,2 - 4 years,College degree,Woman,Another option not listed here or prefer not to answer
4/28/2021 18:06:37,35-44,Agriculture or Forestry,Lab Supervisor,,"62,500",4500,USD,,,USA,Iowa,rural area,11 - 20 years,8 - 10 years,College degree,Woman,White
4/28/2021 18:06:39,35-44,Education (Higher Education),Software developer,,"69,000",0,USD,,,United States,Pennsylvania,Philadelphia,11 - 20 years,2 - 4 years,College degree,Man,White
4/28/2021 18:06:42,35-44,Education (Higher Education),Assistant Professor ,,"85,000",85000,USD,,,USA,California,San Francisco,11 - 20 years,8 - 10 years,PhD,Woman,White
4/28/2021 18:06:58,25-34,Game Development,Games User Research Manager,I conduct usability studies for console and mobile games.,"83,000",0,USD,,,USA,Washington,Seattle,5-7 years,2 - 4 years,College degree,Woman,White
4/28/2021 18:07:03,25-34,Utilities & Telecommunications,Senior HR Operations Specialist,,"68,800",,USD,,,USA,Colorado,Denver,5-7 years,2 - 4 years,Master's degree,Woman,Black or African American
4/28/2021 18:07:08,25-34,Nonprofits,Director of Communications and Research,,"90,000",0,CAD,,,Canada,,"Vancouver, British Columbia",8 - 10 years,8 - 10 years,College degree,Man,White
4/28/2021 18:07:12,45-54,Computing or Tech,Senior software developer,,"86,700",0,GBP,,,England,,Uckfield,21 - 30 years,21 - 30 years,College degree,Man,White
4/28/2021 18:07:16,25-34,Government and Public Administration,Legislative Support Supervisor,I manage 31 legislative staffers,"62,800",0,USD,,,USA,Minnesota,St. Paul,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
