town11cd,town11nm,population_2011,size_flag,rgn11nm,coastal,coastal_detailed,ttwa11cd,ttwa11nm,ttwa_classification,job_density_flag,income_flag,university_flag,level4qual_residents35_64_2011,ks4_2012_2013_counts,key_stage_2_attainment_school_year_2007_to_2008,key_stage_4_attainment_school_year_2012_to_2013,level_2_at_age_18,level_3_at_age_18,activity_at_age_19_full_time_higher_education,activity_at_age_19_sustained_further_education,activity_at_age_19_appprenticeships,activity_at_age_19_employment_with_earnings_above_0,activity_at_age_19_employment_with_earnings_above_10_000,activity_at_age_19_out_of_work,highest_level_qualification_achieved_by_age_22_less_than_level_1,highest_level_qualification_achieved_by_age_22_level_1_to_level_2,highest_level_qualification_achieved_by_age_22_level_3_to_level_5,highest_level_qualification_achieved_by_age_22_level_6_or_above,highest_level_qualification_achieved_b_age_22_average_score,education_score
E35000850,Breaston BUASD,7545,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000249,Nottingham,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,69,72.72727272727273,71.01449275362319,84.05797101449275,59.42028985507246,28.985507246376812,27.536231884057973,18.84057971014493,53.62318840579711,27.536231884057973,NA,NA,21.1,49.3,NA,3.5942028985507246,1.928356753
E35000853,North Hykeham BUASD,14719,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000231,Lincoln,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Low,208,77.05882352941177,65.86538461538461,86.0576923076923,45.67307692307692,36.05769230769231,21.634615384615387,16.826923076923077,57.21153846153846,27.403846153846157,5.288461538461538,NA,33.3,32.9,31.4,3.5625,0.608627229
E35000869,Wivenhoe BUASD,7637,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000193,Colchester,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,High,76,81.81818181818183,82.89473684210526,93.42105263157895,65.78947368421053,39.473684210526315,14.473684210526317,NA,46.05263157894737,19.736842105263158,NA,NA,14.5,52.6,32.9,3.8552631578947367,5.469808967
E35000872,Didcot BUASD,26920,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000250,Oxford,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,327,76.92307692307693,62.079510703363916,80.73394495412845,45.25993883792049,29.051987767584098,16.51376146788991,11.009174311926607,59.32721712538226,33.94495412844037,3.3639143730886847,NA,27.7,48,21.5,3.2660550458715596,-0.644104316
E35000874,Chadwell St Mary BUASD,9864,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000234,London,Majority conurbation,Residential,Higher deprivation towns,No university,Low,122,62.16216216216216,54.91803278688525,72.1311475409836,32.78688524590164,24.59016393442623,13.934426229508196,9.836065573770492,45.08196721311475,27.86885245901639,10.655737704918032,NA,36.9,43.4,NA,2.9918032786885247,-4.96851575
E35000876,Waltham Cross BUASD,10069,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000234,London,Majority conurbation,Working,Higher deprivation towns,No university,Low,112,70.49180327868852,51.78571428571429,82.14285714285714,39.285714285714285,31.25,16.071428571428573,9.821428571428571,40.17857142857143,22.321428571428573,8.928571428571429,NA,29.2,43.4,26.5,3.4375,-2.476689795
E35000877,Eastwood BUASD,18422,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000249,Nottingham,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,178,70.94972067039106,53.93258426966292,81.46067415730337,33.70786516853933,22.47191011235955,29.775280898876407,19.662921348314608,58.42696629213483,30.337078651685395,8.98876404494382,NA,34.4,44.4,19.4,3.1179775280898876,-3.599286966
E35000879,Bordon BUASD,16035,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000212,Guildford and Aldershot,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Low,188,71.07843137254902,50.53191489361703,78.19148936170212,39.361702127659576,21.27659574468085,21.27659574468085,16.48936170212766,63.829787234042556,40.95744680851064,NA,NA,24.7,58.6,13.4,3.0638297872340425,-3.565065023
E35000880,Camborne BUASD,20436,Medium Towns,South West,Non-coastal,Large non-coastal town,E30000257,Redruth and Truro,Majority town and city (small),Mixed,Higher deprivation towns,No university,Low,225,57.5107296137339,60.44444444444444,74.66666666666667,37.77777777777778,20,24,11.11111111111111,53.77777777777778,24.444444444444443,14.222222222222221,NA,36.9,45.3,15.6,3.017777777777778,-4.449183084
E35000882,Blackheath BUASD,6518,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000202,Dudley,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,78,67.12328767123287,44.871794871794876,79.48717948717949,32.05128205128205,19.230769230769234,23.076923076923077,15.384615384615385,38.46153846153847,19.230769230769234,17.94871794871795,NA,35.4,40.5,NA,3.0256410256410255,-5.351157001
E35000883,Taverham BUASD,15631,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000248,Norwich,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,209,72.12389380530973,63.1578947368421,87.5598086124402,54.54545454545454,33.49282296650718,15.789473684210526,6.698564593301436,63.1578947368421,25.837320574162682,5.741626794258373,NA,21.4,47.6,28.6,3.535885167464115,0.48103356
E35000885,Little Lever BUASD,12803,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Mid deprivation towns,No university,Low,171,81.00558659217877,66.08187134502924,84.7953216374269,53.80116959064327,32.16374269005848,21.052631578947366,14.035087719298245,47.953216374269005,23.976608187134502,12.280701754385964,NA,23.1,44.4,29.6,3.590643274853801,1.900294948
E35000888,Atherton BUASD,70542,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000284,Warrington and Wigan,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,782,72.53164556962025,58.951406649616366,78.64450127877238,39.64194373401534,26.854219948849106,25.575447570332482,16.879795396419436,48.209718670076725,22.25063938618926,12.404092071611252,2.3,32.2,43.2,22.3,3.2557544757033248,-2.001725366
E35000892,St Ives BUASD,16384,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000221,Huntingdon,Majority rural,Working,Lower deprivation towns,No university,Medium,209,74.14634146341463,54.54545454545454,86.60287081339713,49.760765550239235,33.49282296650718,14.832535885167463,8.61244019138756,51.196172248803826,25.358851674641148,4.784688995215311,NA,26.4,42.3,31.3,3.6315789473684212,-0.295645761
E35000897,Marlborough BUASD,8092,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000276,Swindon,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,82,78.08219178082192,62.19512195121951,81.70731707317073,52.4390243902439,36.58536585365854,NA,NA,60.97560975609756,29.268292682926827,NA,NA,23.5,42,30.9,3.573170731707317,1.00135873
E35000899,Hertford BUASD,26658,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000186,Cambridge,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,271,87.13235294117648,70.84870848708486,92.25092250922509,65.68265682656826,46.125461254612546,14.391143911439114,6.642066420664207,43.542435424354245,21.771217712177123,NA,NA,17,39.1,42.4,4.084870848708487,5.531986486
E35000901,West Bridgford BUASD,45509,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000249,Nottingham,Majority conurbation,Mixed,Lower deprivation towns,No university,High,470,89.18367346938776,88.93617021276596,93.60341151385929,72.49466950959487,59.57446808510638,12.978723404255318,5.957446808510639,39.361702127659576,12.340425531914894,3.829787234042553,NA,8.7,44.3,45.7,4.248936170212766,8.629809538
E35000902,Bletchley BUASD,37114,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000243,Milton Keynes,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,412,68.92523364485982,53.15533980582524,78.64077669902912,36.89320388349515,26.699029126213592,19.41747572815534,12.864077669902912,52.18446601941748,29.85436893203883,5.582524271844661,2.4,39.4,37.5,20.7,3.1140776699029127,-3.639792553
E35000904,Berkhamsted BUASD,20641,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000237,Luton,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,180,86.36363636363636,74.44444444444444,92.77777777777779,67.22222222222223,55.55555555555556,10.555555555555555,6.666666666666667,41.11111111111111,22.22222222222222,NA,NA,13.7,42.3,44,4.161111111111111,6.147536078
E35000906,Knaresborough BUASD,15484,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000214,Harrogate,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,184,81.70731707317073,75,85.86956521739131,64.13043478260869,40.76086956521739,14.673913043478262,10.869565217391305,51.63043478260869,28.804347826086957,NA,NA,17.4,46.7,35.3,3.858695652173913,4.536482226
E35000908,Willenhall BUASD,51429,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000288,Wolverhampton and Walsall,Majority conurbation,Residential,Higher deprivation towns,No university,Low,617,72.84345047923323,55.42949756888168,76.33711507293354,38.087520259319284,32.414910858995135,22.366288492706644,14.58670988654781,41.3290113452188,19.448946515397083,13.614262560777956,3.6,31.9,39.5,25.1,3.3160453808752024,-2.284995953
E35000910,Helston BUASD,11311,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000051,Falmouth,Majority town and city (small),Working,Mid deprivation towns,No university,Medium,111,45.96774193548387,56.75675675675676,83.78378378378379,47.74774774774775,31.53153153153153,18.01801801801802,12.612612612612612,55.85585585585585,27.027027027027028,NA,NA,29.7,50.5,NA,3.171171171171171,-4.851302162
E35000913,Bulkington BUASD,6146,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000195,Coventry,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Low,48,83.01886792452831,70.83333333333334,85.41666666666666,52.083333333333336,41.66666666666667,20.833333333333336,NA,54.166666666666664,22.916666666666664,NA,NA,22.4,44.9,NA,3.5625,2.375010926
E35000923,Ramsgate BUASD,40515,Medium Towns,South East,Coastal,Large seaside town,E30000241,Margate and Ramsgate,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,506,53.89105058365759,51.581027667984195,79.05138339920948,38.14229249011858,24.703557312252965,17.786561264822133,10.67193675889328,38.93280632411067,21.14624505928854,13.043478260869565,3.4,34.5,40.4,21.7,3.1620553359683794,-5.317624146
E35000924,Adlington BUASD,9211,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000255,Preston,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,102,80.18867924528303,73.52941176470588,89.2156862745098,63.725490196078425,44.11764705882353,25.49019607843137,19.607843137254903,58.82352941176471,25.49019607843137,NA,NA,12.9,51.5,34.7,3.911764705882353,4.323864549
E35000925,Kippax BUASD,10083,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000229,Leeds,Majority conurbation,Residential,Lower deprivation towns,No university,Low,116,73.33333333333333,49.137931034482754,81.89655172413794,40.51724137931034,21.551724137931032,38.793103448275865,25.862068965517242,53.44827586206896,31.03448275862069,NA,NA,36.8,38.5,21.4,3.1810344827586206,-3.008213363
E35000926,Penzance BUASD,16336,Small Towns,South West,Coastal,Smaller seaside town,E30000252,Penzance,Majority rural,Working,Higher deprivation towns,No university,Medium,201,69.03553299492386,50.24875621890548,88.55721393034825,45.27363184079602,29.850746268656714,20.398009950248756,7.960199004975125,36.318407960199,12.935323383084576,11.442786069651742,NA,25.6,49.3,22.2,3.298507462686567,-2.650602856
E35000930,Sheffield BUASD,518090,City,Yorkshire and The Humber,Non-coastal,Cities,E30000261,Sheffield,Majority conurbation,Working,Cities,University,Medium,5271,66.28209899516189,56.991083285904,80.42117245304496,46.23411117435022,33.674824511477894,21.58983115158414,12.009106431417187,43.33143616012142,18.231834566495923,11.09846328969835,3.2,27.5,43.6,25.7,3.3851261620185924,-1.979964028
E35000932,Cheadle Hulme BUASD,24362,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Mixed,Lower deprivation towns,No university,High,260,89.81818181818181,81.92307692307692,94.23076923076923,70,50,12.692307692307692,10.76923076923077,49.23076923076923,20.76923076923077,NA,NA,7.3,48.7,44.1,4.273076923076923,7.854161076
E35000933,Radcliffe BUASD,29950,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Higher deprivation towns,No university,Low,338,75.2021563342318,63.01775147928994,87.86982248520711,48.5207100591716,26.627218934911244,22.781065088757398,17.159763313609467,48.5207100591716,24.556213017751478,13.017751479289942,NA,22.1,52.9,23.5,3.4319526627218937,2.10947e-4
E35000934,Coalville BUASD,34575,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000230,Leicester,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Low,407,69.41747572815534,53.07125307125307,83.04668304668304,47.665847665847664,31.941031941031937,23.34152334152334,16.461916461916463,57.98525798525799,26.535626535626534,6.87960687960688,NA,30.1,38.6,29.3,3.479115479115479,-1.60944439
E35000938,Garstang BUASD,6779,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000255,Preston,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,55,80,69.0909090909091,96.36363636363636,65.45454545454545,36.36363636363637,25.454545454545453,NA,58.18181818181818,21.818181818181817,NA,NA,NA,60,NA,3.7818181818181817,3.655602055
E35000940,Tipton BUASD,42407,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000202,Dudley,Majority conurbation,Residential,Higher deprivation towns,No university,Low,561,66.17647058823529,52.04991087344028,80.57040998217468,42.60249554367201,27.629233511586452,21.21212121212121,13.19073083778966,42.60249554367201,19.073083778966133,12.121212121212121,2.1,32.5,43.9,21.4,3.2192513368983957,-3.268292547
E35000950,Bridlington BUASD,35154,Medium Towns,Yorkshire and The Humber,Coastal,Large seaside town,E30000177,Bridlington,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,357,65.17150395778364,53.50140056022409,86.27450980392157,35.57422969187675,32.212885154061624,18.207282913165265,8.683473389355742,40.056022408963585,21.008403361344538,8.96358543417367,NA,35,35.9,28,3.4453781512605044,-3.242825753
E35000952,Litherland BUASD,18507,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000233,Liverpool,Majority conurbation,Residential,Higher deprivation towns,No university,Low,244,73.75,48.36065573770492,77.8688524590164,39.34426229508197,28.688524590163933,23.36065573770492,12.295081967213115,50,17.62295081967213,17.62295081967213,NA,33.3,42.4,22.6,3.2663934426229506,-2.90361017
E35000953,Kirkham BUASD,11915,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000171,Blackpool,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Medium,139,75.1937984496124,60.431654676258994,89.20863309352518,48.92086330935252,35.97122302158273,20.14388489208633,16.546762589928058,50.35971223021583,24.46043165467626,9.352517985611511,NA,27.7,43.1,29.2,3.647482014388489,0.379043714
E35000961,Barnsley BUASD,91297,Large Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000004,Barnsley,Majority conurbation,Working,Higher deprivation towns,No university,Low,1034,69.22348484848484,52.03094777562862,78.91682785299807,37.9110251450677,26.11218568665377,25.145067698259187,12.959381044487428,45.45454545454545,20.212765957446805,10.34816247582205,1.5,31.1,46.7,20.8,3.2591876208897483,-3.220951054
E35000962,Platt Bridge BUASD,10315,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000284,Warrington and Wigan,Majority conurbation,Residential,Higher deprivation towns,No university,Low,130,85.61151079136691,58.46153846153847,82.3076923076923,51.53846153846153,30.76923076923077,27.692307692307693,16.153846153846153,53.84615384615385,20,11.538461538461538,NA,25.8,40.2,30.3,3.4923076923076923,1.211313826
