State,Year,Total Employed RN,Employed Standard Error (%),Hourly Wage Avg,Hourly Wage Median,Annual Salary Avg,Annual Salary Median,Wage/Salary standard error (%),Hourly 10th Percentile,Hourly 25th Percentile,Hourly 75th Percentile,Hourly 90th Percentile,Annual 10th Percentile,Annual 25th Percentile,Annual 75th Percentile,Annual 90th Percentile,Location Quotient,Total Employed (National)_Aggregate,"Total Employed (Healthcare, National)_Aggregate","Total Employed (Healthcare, State)_Aggregate",Yearly Total Employed (State)_Aggregate
Mississippi,2014,28070,4.1,27.19,26.41,56560,54940,1.2,19.13,21.85,31.89,36.89,39790,45450,66340,76720,1.29,136129200,7907200,75140,1094070
Missouri,2014,67250,3.1,27.9,27.25,58040,56670,1,19.39,22.22,33.33,37.96,40340,46210,69330,78950,1.26,136129200,7907200,180870,2673640
Montana,2014,9500,3.4,29.72,28.78,61810,59860,1,22.67,25.55,34.02,38.39,47150,53150,70770,79840,1.08,136129200,7907200,29340,443330
Nebraska,2014,20040,2.7,27.67,27.14,57550,56460,0.8,20.02,22.77,32.3,36.65,41640,47360,67190,76240,1.07,136129200,7907200,57190,942950
Nevada,2014,18430,3.2,38.58,38.11,80240,79280,1.5,27.69,32.4,44.9,51.51,57590,67400,93380,107150,0.78,136129200,7907200,50370,1189610
New Hampshire,2014,12390,3.7,31.63,30.68,65790,63820,1.3,22.16,25.82,37.49,43.84,46100,53710,77980,91190,0.99,136129200,7907200,35520,627000
New Jersey,2014,76790,2.2,37.66,37.52,78330,78040,0.9,27.45,32.09,43.74,48.4,57100,66760,90970,100670,1,136129200,7907200,216630,3869260
New Mexico,2014,14930,14.1,31.63,31.08,65790,64650,1.4,24.34,26.84,35.82,41.37,50630,55830,74510,86050,0.95,136129200,7907200,43820,788000
New York,2014,169560,1.6,37.07,36.5,77110,75910,0.7,24.73,29.72,44.43,52.21,51450,61820,92420,108590,0.97,136129200,7907200,504800,8810950
North Carolina,2014,89070,0.7,28.86,28.33,60030,58930,0.6,20.61,24,33.7,37.68,42870,49910,70090,78380,1.11,136129200,7907200,249760,4030880
North Dakota,2014,7680,6.4,27.94,27.5,58120,57190,1.2,20.89,24.3,31.33,35.71,43440,50550,65160,74270,0.88,136129200,7907200,23510,440420
Ohio,2014,126880,3.7,30.04,29.33,62490,61000,0.9,22.91,25.65,34.48,38.36,47650,53360,71720,79780,1.23,136129200,7907200,347710,5200880
Oklahoma,2014,26390,3.5,27.8,27.56,57830,57330,1.2,19.81,23.13,32.59,36.59,41200,48110,67790,76110,0.84,136129200,7907200,94120,1577330
Oregon,2014,31050,2.4,39.87,40.22,82940,83650,1.2,29.38,33.92,45.71,51.96,61100,70550,95090,108070,0.93,136129200,7907200,91290,1683470
Pennsylvania,2014,128750,2.2,32.01,31.3,66570,65110,0.7,23.09,26.44,36.84,43.7,48020,55000,76630,90890,1.15,136129200,7907200,366220,5653840
Rhode Island,2014,11800,7.9,36.3,36.39,75510,75690,1.5,26.24,30.74,42.51,46.22,54570,63930,88410,96130,1.28,136129200,7907200,30770,463930
South Carolina,2014,41270,2,28.69,28.05,59670,58350,1.6,19.29,23.41,33.62,37.97,40130,48690,69930,78980,1.11,136129200,7907200,115470,1876480
South Dakota,2014,11620,1.2,25.95,25.04,53970,52090,1.1,19.48,21.39,29.86,34.99,40530,44500,62120,72780,1.43,136129200,7907200,28470,409250
Tennessee,2014,55560,2.7,27.42,27.1,57030,56370,0.7,20.08,23.06,31.65,35.92,41780,47970,65830,74700,1.02,136129200,7907200,183090,2749480
Texas,2014,190170,2.3,32.98,32.49,68590,67570,0.6,23.72,27.13,38.16,44.5,49340,56430,79370,92570,0.85,136129200,7907200,584740,11228940
Utah,2014,19550,2.6,29.37,28.71,61100,59720,0.9,21.52,24.86,33.93,37.7,44760,51710,70570,78420,0.77,136129200,7907200,60970,1280660
Vermont,2014,6540,6.1,30.92,29.31,64320,60960,2.5,23.22,25.68,35.83,42.43,48310,53420,74530,88250,1.09,136129200,7907200,18620,301050
Virginia,2014,62700,4.1,30.71,30.1,63880,62610,1.2,20.53,24.44,35.9,42.63,42690,50840,74670,88670,0.86,136129200,7907200,195590,3648490
Washington,2014,51600,3.1,37.76,37.27,78540,77520,0.9,25.36,30.16,45.13,53.27,52750,62730,93880,110800,0.9,136129200,7907200,150600,2898350
West Virginia,2014,19120,5.2,27.11,26.59,56390,55310,1.4,19,22.14,31.61,36.76,39520,46050,65750,76470,1.36,136129200,7907200,56350,707720
Wisconsin,2014,57270,3.8,31.54,30.81,65590,64090,1,24.02,26.56,36.02,42.23,49960,55240,74920,87830,1.06,136129200,7907200,157310,2727860
Wyoming,2014,4850,2.2,29.23,28.68,60790,59650,1.2,21.25,25,33.78,37.65,44200,52000,70270,78320,0.86,136129200,7907200,14020,282690
Guam,2014,500,0.9,25.45,24.89,52930,51780,1.8,16.55,19.59,30.74,35.9,34420,40750,63930,74670,0.42,136129200,7907200,1800,59900
Puerto Rico,2014,17740,2.3,16.22,15.13,33740,31480,2.2,11.92,13.13,17.87,22.06,24780,27310,37170,45880,0.99,136129200,7907200,49930,902930
Virgin Islands,2014,330,16,22.35,22.14,46490,46050,6,12.65,14.42,28.22,33.96,26320,30000,58700,70640,0.43,136129200,7907200,1080,38060
Alabama,2000,31240,3.8,20.09,19.6,41790,40770,1.1,14.5,16.62,23.25,26.66,30160,34570,48360,55450,,130849730,6082230,90490,1861670
Alaska,2000,4620,11.4,25.08,24.9,52170,51800,2.6,18.29,20.82,29.7,33.37,38040,43310,61770,69410,,130849730,6082230,10950,277400
Arizona,2000,28680,7.9,22.63,21.97,47070,45700,1.6,16.67,18.92,26.25,30.9,34680,39360,54600,64270,,130849730,6082230,86080,2238400
Arkansas,2000,17610,5.6,18.64,18.02,38770,37470,1.7,13.09,15.2,21.31,25.88,27220,31610,44330,53820,,130849730,6082230,56440,1134980
California,2000,203390,3,26.99,26.5,56140,55120,0.9,19.37,22.89,31.33,35.14,40290,47610,65170,73090,,130849730,6082230,594420,14643700
Colorado,2000,30300,5.2,21.9,21.77,45550,45280,1,15.65,18.52,25.35,28.09,32550,38520,52730,58430,,130849730,6082230,83290,2202840
Connecticut,2000,30860,5.4,24.65,24.45,51270,50860,1.1,18.27,21.31,27.54,32.59,38010,44320,57280,67790,,130849730,6082230,81100,1687000
Delaware,2000,6600,18.5,24.86,24.34,51710,50630,4.2,18.14,20.49,29.43,33.3,37740,42630,61210,69260,,130849730,6082230,16860,408350
District of Columbia,2000,8770,6.3,24.36,24.06,50670,50040,2.8,17.52,20.09,28.17,33.17,36440,41790,58600,68990,,130849730,6082230,23540,602150
Florida,2000,149060,7.7,21.04,20.32,43770,42280,0.8,15.43,17.81,23.94,27.04,32090,37030,49790,56240,,130849730,6082230,369350,7018410
Georgia,2000,49370,4.4,21.38,20.48,44460,42590,1.8,15.48,17.97,23.91,27,32210,37380,49730,56160,,130849730,6082230,153230,3868650
Hawaii,2000,7740,6.8,26.46,26.58,55040,55290,1.8,20.99,23.45,30.46,33.19,43660,48780,63360,69040,,130849730,6082230,22890,542870
Idaho,2000,9670,9.5,21,20.1,43680,41800,3,15.32,17.87,22.56,26.49,31860,37160,46930,55090,,130849730,6082230,25510,559720
Illinois,2000,103320,5.1,21.79,21.56,45320,44850,1.2,14.84,17.98,25.54,29.32,30860,37400,53130,60990,,130849730,6082230,279000,5977660
Indiana,2000,47900,3.9,19.95,19.67,41490,40910,1.2,14.54,16.93,23,26.41,30240,35210,47840,54930,,130849730,6082230,144650,2934110
Iowa,2000,26060,3.2,17.98,17.46,37410,36310,1.9,13.49,15.07,20.62,24.02,28060,31340,42880,49960,,130849730,6082230,66100,1446110
Kansas,2000,21340,4.3,18.59,17.84,38670,37100,1.3,13.73,15.31,20.87,25.27,28550,31850,43410,52570,,130849730,6082230,60100,1324230
Kentucky,2000,34140,5.3,19.58,18.97,40720,39450,1.1,14.38,16.15,22.03,26.23,29900,33590,45820,54550,,130849730,6082230,88990,1762420
Louisiana,2000,34340,4.6,20.62,20.04,42890,41690,1.3,14.37,17.34,23.53,27.16,29890,36060,48940,56490,,130849730,6082230,96660,1852100
Maine,2000,11430,11.5,20.31,19.83,42240,41240,1.3,14.81,17.27,22.87,26.93,30800,35920,47570,56020,,130849730,6082230,31370,597340
Maryland,2000,43610,7.3,26.74,27.14,55610,56440,2.2,18.03,22.18,31.95,35.42,37500,46130,66450,73670,,130849730,6082230,124400,2431000
Massachusetts,2000,76470,3.8,24.02,23.75,49970,49400,1.2,17.5,19.81,28.26,32.98,36400,41200,58790,68590,,130849730,6082230,184880,3297990
Michigan,2000,78250,4,22.78,22.61,47380,47020,1.4,17.08,19.27,25.78,28.03,35530,40090,53630,58290,,130849730,6082230,221000,4587270
Minnesota,2000,46630,6.8,23.69,23.37,49270,48610,1.4,17.47,19.76,27.14,31.79,36340,41100,56450,66120,,130849730,6082230,127100,2630550
Mississippi,2000,21970,5.8,19.62,18.77,40810,39040,2,12.79,15.32,22.78,28.16,26600,31870,47380,58570,,130849730,6082230,55980,1118360
Missouri,2000,49160,4.1,20.07,19.37,41740,40280,1.2,14.13,16.31,22.67,26.74,29390,33920,47150,55610,,130849730,6082230,141020,2686370
Montana,2000,7490,13.6,18.14,17.71,37740,36830,2.3,13.88,15.26,20.66,23.79,28860,31740,42970,49480,,130849730,6082230,19230,380490
Nebraska,2000,15660,4,18.63,18.67,38750,38830,1.4,13.73,16.02,21.03,24.67,28570,33310,43740,51310,,130849730,6082230,43470,891240
Nevada,2000,11310,6.8,24.62,24.25,51200,50440,2.5,18.2,21.51,26.92,32.63,37860,44730,55990,67860,,130849730,6082230,31590,1032910
New Hampshire,2000,11370,5.3,20.31,19.99,42240,41580,1.3,14.89,17.43,23.09,26.57,30980,36250,48030,55270,,130849730,6082230,27800,609440
New Jersey,2000,72620,4.2,24.5,24.57,50950,51110,0.8,18.45,21.6,27.38,32.1,38380,44940,56950,66760,,130849730,6082230,179060,3813300
New Mexico,2000,10400,11.7,20.73,20.4,43110,42430,1.5,14.74,17.24,24.38,27.34,30660,35850,50700,56880,,130849730,6082230,33440,714710
New York,2000,159670,2.7,24.36,24.01,50660,49930,1.2,15.56,19.29,28.44,34.41,32370,40130,59160,71570,,130849730,6082230,422640,8553910
North Carolina,2000,60940,2.9,20.79,20.22,43250,42050,0.8,15.2,17.6,23.64,26.68,31610,36610,49170,55500,,130849730,6082230,169780,3838560
North Dakota,2000,6550,9.2,19.6,19.02,40760,39560,1.4,14.32,16.13,22.09,26.07,29790,33550,45950,54230,,130849730,6082230,19290,311270
Ohio,2000,100540,3.1,20.81,20.31,43280,42250,0.8,15.4,17.88,23.6,26.78,32030,37190,49090,55700,,130849730,6082230,273510,5541350
Oklahoma,2000,22200,6.2,19.36,19.1,40260,39720,1.3,14.24,16.14,22.17,25.96,29630,33560,46120,54000,,130849730,6082230,72000,1465110
Oregon,2000,24180,8.8,23.66,23.83,49210,49570,1.2,18.06,20.64,26.58,29.86,37560,42920,55280,62110,,130849730,6082230,60130,1597040
Pennsylvania,2000,110720,2.8,21.12,20.89,43940,43450,0.8,14.97,17.87,24.67,27.24,31140,37170,51320,56660,,130849730,6082230,301740,5611400
Rhode Island,2000,11130,8.4,22.88,22.75,47590,47320,1.5,17.07,19.38,26.24,29.91,35500,40320,54580,62220,,130849730,6082230,28070,472640
South Carolina,2000,26320,5.2,21.71,20.72,45150,43090,2.3,14.98,17.7,25.37,30.87,31150,36820,52780,64220,,130849730,6082230,79670,1804360
South Dakota,2000,8140,9.3,18.38,17.89,38230,37210,1.6,13.93,15.41,20.93,24.59,28980,32050,43530,51140,,130849730,6082230,19380,363470
Tennessee,2000,50610,8.3,21.31,19.54,44330,40630,4.2,14.57,16.52,23.67,30.37,30300,34360,49230,63180,,130849730,6082230,137360,2676960
Texas,2000,132880,3.9,20.97,20.37,43620,42360,0.7,15.15,17.8,24.08,27.58,31500,37020,50080,57370,,130849730,6082230,398200,9271310
Utah,2000,13750,9.1,21,20.66,43680,42980,1.3,15.38,18.03,24.11,26.96,32000,37500,50160,56080,,130849730,6082230,39210,1036900
Vermont,2000,4800,14.9,20.43,20,42490,41600,2.8,15.14,17.49,23.25,26.36,31490,36380,48360,54820,,130849730,6082230,14240,297870
Virginia,2000,46160,5.3,20.85,20.12,43370,41850,1.9,14.63,17.03,24.03,27.12,30420,35430,49980,56400,,130849730,6082230,137830,3445410
Washington,2000,42380,5.7,24.22,24.02,50380,49950,1.3,17.89,20.37,27.68,32.54,37220,42380,57580,67680,,130849730,6082230,118560,2635100
West Virginia,2000,15910,7.1,18.8,17.74,39090,36900,2,13.65,15.26,20.98,25.13,28400,31730,43640,52260,,130849730,6082230,43310,688050
Wisconsin,2000,47940,4.2,21.61,20.81,44960,43290,1.3,15.93,18.25,24.51,28.01,33130,37970,50990,58260,,130849730,6082230,126360,2762220
Wyoming,2000,3510,4.6,17.93,17.84,37290,37110,1.5,13.03,15.07,20.52,23.02,27100,31340,42680,47880,,130849730,6082230,9960,232420
Puerto Rico,2000,13920,4.1,10.03,9,20870,18720,4.1,6.84,7.64,10.99,14.27,14220,15880,22850,29680,,130849730,6082230,38870,1013490
Virgin Islands,2000,310,12.3,17.87,16.98,37180,35310,2.7,13.88,15.03,20.6,24.15,28870,31260,42860,50230,,130849730,6082230,900,40150
Alabama,1999,31180,4.5,18.65,18.09,38790,37620,0.7,13.98,15.73,20.67,24.45,29090,32710,43000,50850,,128234630,6039520,91960,1866350
Alaska,1999,4190,8.9,23.29,23.02,48440,47880,2.1,16.72,19.26,26.83,32.37,34770,40060,55810,67340,,128234630,6039520,9660,260630
Arizona,1999,32070,10.5,20.84,20.26,43340,42150,1.1,14.92,17.46,23.88,27.9,31030,36320,49670,58030,,128234630,6039520,89150,2174350
Arkansas,1999,19110,6.5,18.4,17.18,38280,35730,1.8,12.59,14.63,20.52,25.37,26180,30440,42690,52770,,128234630,6039520,58430,1123890
California,1999,224190,4.4,26,25.12,54070,52240,0.5,18.2,21.56,32.4,39.73,37850,44830,67400,82630,,128234630,6039520,621900,14204190
Colorado,1999,29770,5.3,21.01,20.47,43700,42580,0.8,15.08,17.49,23.95,27.53,31360,36380,49820,57260,,128234630,6039520,81650,2117620
Connecticut,1999,30870,4,23.79,23.18,49480,48210,0.8,17.62,20.11,26.59,33.96,36650,41840,55310,70630,,128234630,6039520,78750,1661910
Delaware,1999,6690,11.4,20.88,20.28,43430,42190,1.4,16.84,18.13,23.4,25.67,35020,37710,48670,53400,,128234630,6039520,16640,405460
District of Columbia,1999,12110,5.7,22.82,22.81,47460,47450,2.8,13.11,18.18,28.22,35.52,27260,37820,58690,73890,,128234630,6039520,27020,508950
Florida,1999,116300,3.5,20.36,19.57,42350,40700,0.6,14.76,17.07,23.13,26.29,30700,35500,48100,54680,,128234630,6039520,318270,6729490
Georgia,1999,50980,5.3,19.56,18.97,40670,39450,0.6,14.66,16.8,21.54,25.01,30490,34940,44800,52020,,128234630,6039520,144620,3813810
Hawaii,1999,8450,8.1,27.37,27.62,56930,57450,1.7,20.06,23.24,35.04,41.31,41730,48330,72890,85930,,128234630,6039520,22750,525670
Idaho,1999,9930,26.1,19.43,19.2,40410,39940,1.2,14.88,17.24,21.43,24.41,30940,35850,44560,50770,,128234630,6039520,23940,539450
Illinois,1999,106990,5.1,20.15,19.53,41910,40620,1.2,13.38,15.93,23.5,27.03,27820,33140,48870,56210,,128234630,6039520,291750,5906360
Indiana,1999,49780,4.5,18.98,18.43,39480,38330,1,13.97,15.8,21.51,24.88,29060,32860,44750,51740,,128234630,6039520,142340,2949270
Iowa,1999,26860,2.8,16.76,16.17,34860,33640,0.6,12.35,14.11,19.1,21.78,25690,29350,39730,45290,,128234630,6039520,67040,1441510
Kansas,1999,20870,6.6,18.44,17.69,38360,36800,1.6,13.62,15.18,20.4,24.03,28340,31570,42430,49980,,128234630,6039520,59780,1310240
Kentucky,1999,34600,7.1,19.32,18.38,40180,38220,1.2,14.16,15.84,21.55,25.34,29440,32950,44810,52710,,128234630,6039520,91310,1748520
Louisiana,1999,37450,5.2,20.27,19.52,42150,40600,1.3,13.96,16.53,23.18,26.76,29040,34380,48220,55660,,128234630,6039520,100570,1840060
Maine,1999,12440,3.7,19.46,18.72,40480,38930,1.4,14.36,16.25,21.63,25.29,29870,33800,44990,52600,,128234630,6039520,30640,586270
Maryland,1999,45910,10.1,23.54,22.78,48960,47380,1.8,16.81,19.44,26.68,34.18,34950,40440,55490,71100,,128234630,6039520,136070,2376910
Massachusetts,1999,77180,3.1,23.66,22.98,49200,47800,1.1,17.1,19.41,27.73,35.34,35560,40370,57680,73500,,128234630,6039520,183930,3201380
Michigan,1999,82200,3.3,21.88,21.42,45500,44560,1,15.86,18.24,24.44,27.83,32980,37940,50830,57880,,128234630,6039520,212120,4498570
Minnesota,1999,44540,5.7,23.39,22.47,48650,46750,1.3,16.54,18.85,26.83,36.34,34410,39200,55800,75590,,128234630,6039520,128070,2580840
Mississippi,1999,22510,6.1,19.2,18.16,39940,37770,1.1,13.25,15.28,21.83,26.14,27570,31780,45410,54380,,128234630,6039520,56380,1137430
Missouri,1999,53250,4.2,18.92,18.28,39360,38010,0.8,13.28,15.36,21.48,24.94,27620,31940,44670,51870,,128234630,6039520,138340,2676660
Montana,1999,8070,7.2,17.61,17.28,36640,35940,1.2,13.7,14.99,19.77,22.67,28500,31190,41130,47160,,128234630,6039520,19480,377670
Nebraska,1999,15180,6,18.07,17.86,37590,37140,1,13.48,15.35,20.39,23.9,28040,31920,42420,49710,,128234630,6039520,43580,873530
Nevada,1999,9810,5.8,23.05,22.58,47930,46960,1.2,17.27,19.26,25.74,32.79,35910,40050,53550,68210,,128234630,6039520,31970,994410
New Hampshire,1999,11990,5.2,18.89,18.37,39290,38220,1.2,13.79,15.56,21.37,25.1,28690,32360,44450,52200,,128234630,6039520,26820,602620
New Jersey,1999,76630,4.9,24.46,23.74,50880,49380,1,17.73,20.65,28.63,37.38,36890,42940,59550,77750,,128234630,6039520,193060,3736530
New Mexico,1999,7760,16.9,19.34,18.78,40220,39070,1,14.25,16.26,21.81,25.26,29640,33810,45350,52530,,128234630,6039520,28370,699410
New York,1999,160460,3.8,24.27,23.33,50470,48520,1.1,15.03,18.4,30.56,39.4,31260,38280,63570,81960,,128234630,6039520,429740,8371350
North Carolina,1999,56740,3.8,19.57,18.92,40700,39360,0.6,14.55,16.44,22,25.25,30260,34190,45750,52530,,128234630,6039520,165780,3801670
North Dakota,1999,6520,7.8,18.07,17.72,37580,36850,1.1,13.81,15.32,20.22,23.63,28720,31860,42060,49150,,128234630,6039520,17510,308460
Ohio,1999,109180,4.3,19.69,19.14,40950,39820,0.7,14.35,16.69,22.22,25.52,29860,34720,46220,53080,,128234630,6039520,278010,5507710
Oklahoma,1999,21330,4.2,18.76,18.02,39020,37490,1,13.71,15.48,20.84,25.27,28520,32200,43340,52560,,128234630,6039520,67540,1430160
Oregon,1999,22200,9,22.45,21.64,46690,45010,0.9,16.07,18.33,24.93,33.07,33420,38130,51840,68780,,128234630,6039520,54810,1570940
Pennsylvania,1999,110660,4.7,20.92,20.04,43510,41690,0.9,14.76,17.23,24,28.5,30710,35830,49930,59280,,128234630,6039520,298810,5486090
Rhode Island,1999,11290,10.9,23.1,22.22,48040,46220,1.8,16.36,18.7,26.6,36.97,34020,38890,55340,76900,,128234630,6039520,29570,465820
South Carolina,1999,24390,4.7,20.41,19.32,42460,40190,1.6,14.25,16.06,23.4,29.13,29640,33400,48680,60590,,128234630,6039520,75360,1789690
South Dakota,1999,8000,4.9,17.89,17.26,37210,35890,1.5,13.42,14.9,19.92,23.28,27920,31000,41420,48420,,128234630,6039520,20000,360110
Tennessee,1999,50070,10.5,18.78,18.05,39060,37550,0.9,14.08,15.58,20.89,24.5,29280,32410,43460,50950,,128234630,6039520,133680,2661470
Texas,1999,138690,5.4,20.49,19.48,42620,40520,0.8,14.22,16.71,23.31,28.6,29570,34750,48490,59500,,128234630,6039520,403370,9022140
Utah,1999,14370,4.7,20.41,19.87,42460,41340,2,15.02,17.22,23.29,26.3,31250,35830,48450,54700,,128234630,6039520,41910,1040180
Vermont,1999,4450,16.2,19.81,18.96,41200,39440,2.8,14.2,16.27,22.62,26.19,29530,33850,47050,54470,,128234630,6039520,11870,292370
Virginia,1999,45430,10.6,19.86,19.1,41310,39730,1.3,13.94,15.9,23.05,27.01,29000,33070,47940,56180,,128234630,6039520,129170,3350050
Washington,1999,35160,4.9,23.43,22.67,48740,47150,1.1,16.6,18.95,27.19,36.2,34540,39420,56550,75310,,128234630,6039520,105650,2584830
West Virginia,1999,17160,8.8,17.92,16.86,37270,35070,1.8,12.53,14.59,19.84,24.51,26060,30340,41270,50980,,128234630,6039520,42540,685410
Wisconsin,1999,46020,2.4,19.74,19.03,41060,39580,0.8,14.86,16.86,21.84,24.94,30920,35070,45420,51870,,128234630,6039520,120870,2717110
Wyoming,1999,3460,5.3,17.06,16.93,35480,35210,1.2,12.45,14.49,19.41,21.7,25900,30140,40380,45130,,128234630,6039520,9420,228490
Guam,1999,350,12,18.49,17.76,38470,36940,2.2,13.56,15.08,20.9,25.07,28210,31360,43470,52150,,128234630,6039520,1220,59600
Puerto Rico,1999,11600,8.7,9.35,8.64,19450,17970,2.9,6.38,7.34,10.31,12.9,13260,15260,21440,26840,,128234630,6039520,36330,996050
Alabama,1998,28130,2.5,18.16,17.63,37770,36670,0.6,13.63,15.44,20.33,23.59,28360,32110,42290,49060,,124143490,5854360,91000,91000
Alaska,1998,3810,6.4,23.35,22.37,48560,46530,2.9,16.51,19.31,27.27,38.23,34340,40170,56720,79520,,124143490,5854360,9570,9570
Arizona,1998,28740,4.2,19.84,19.37,41270,40290,0.6,14.65,16.79,22.54,25.18,30470,34920,46880,52370,,124143490,5854360,89850,89850
Arkansas,1998,19020,3.1,17.94,16.66,37320,34650,1.5,12.49,14.29,19.66,24.1,25970,29730,40900,50130,,124143490,5854360,56550,56550
California,1998,172210,2.9,24.91,23.95,51810,49820,0.6,17.4,20.5,32.66,39.92,36200,42640,67930,83030,,124143490,5854360,539850,539850
Colorado,1998,27420,3,20.36,19.79,42340,41150,0.7,14.84,17.01,23.04,27.18,30860,35380,47920,56520,,124143490,5854360,79280,79280
Connecticut,1998,29470,3.2,23.17,22.26,48180,46300,1.1,16.68,19.25,25.89,37.48,34690,40040,53860,77960,,124143490,5854360,77930,77930
Delaware,1998,6190,4.8,20.25,19.7,42110,40990,1.4,15.91,17.43,22.82,25.03,33080,36260,47460,52070,,124143490,5854360,15870,15870
District of Columbia,1998,9700,4.8,22.87,22.81,47570,47440,2.5,14.48,18.94,27.88,37.93,30120,39390,57990,78890,,124143490,5854360,24780,24780
Florida,1998,116900,2.6,20.01,18.9,41630,39310,1,14.47,16.6,22.27,25.78,30090,34530,46320,53620,,124143490,5854360,338920,338920
Georgia,1998,50640,3.7,18.94,18.22,39390,37900,0.6,14.24,16.03,20.84,24,29620,33330,43350,49910,,124143490,5854360,156550,156550
Hawaii,1998,8560,4.5,27.11,28.76,56390,59830,2,19.33,22.78,36.56,41.24,40200,47370,76050,85790,,124143490,5854360,21110,21110
Idaho,1998,7430,4.6,18.89,18.49,39300,38450,1.2,14.46,16.41,21.02,23.85,30070,34130,43710,49600,,124143490,5854360,21970,21970
Illinois,1998,98300,2.6,18.98,18.4,39480,38280,0.8,12.79,15.19,22.1,25.04,26600,31590,45960,52080,,124143490,5854360,275200,275200
Indiana,1998,46490,2.6,18.3,17.89,38060,37210,0.8,13.6,15.47,20.38,23.74,28290,32190,42390,49370,,124143490,5854360,133420,133420
Iowa,1998,24800,2.4,16.04,15.53,33370,32290,0.7,11.94,13.5,18.16,20.62,24830,28080,37780,42880,,124143490,5854360,61910,61910
Kansas,1998,22740,6.5,17.99,17.37,37420,36120,1.2,13.24,14.83,20.07,23.46,27540,30850,41750,48800,,124143490,5854360,60510,60510
Kentucky,1998,31280,4.2,18.53,17.72,38530,36860,0.8,13.78,15.4,20.42,23.95,28660,32040,42460,49820,,124143490,5854360,81790,81790
Louisiana,1998,32180,1.4,20.19,19.57,42000,40710,0.9,14.16,16.65,22.99,27.69,29450,34640,47820,57600,,124143490,5854360,100280,100280
Maine,1998,11620,3.8,18.59,17.79,38670,37000,1.4,13.94,15.5,20.39,24.02,29000,32240,42400,49950,,124143490,5854360,29740,29740
Maryland,1998,40790,1.8,21.11,20.86,43920,43390,0.8,15.84,18.07,23.59,28.44,32950,37590,49060,59150,,124143490,5854360,119570,119570
Massachusetts,1998,72050,1.9,23.64,22.71,49170,47250,1.1,16.59,19.14,30.07,38.75,34510,39820,62550,80600,,124143490,5854360,178040,178040
Michigan,1998,70010,2.3,21.1,20.48,43880,42610,0.8,15.35,17.58,23.46,27.3,31940,36570,48800,56790,,124143490,5854360,213070,213070
Minnesota,1998,38940,4.3,22.53,21.32,46870,44340,1.2,15.29,17.74,26.76,37.57,31800,36900,55670,78140,,124143490,5854360,118310,118310
Mississippi,1998,20290,2,18.92,17.93,39360,37300,0.6,13.64,15.35,21.3,25.03,28370,31930,44310,52060,,124143490,5854360,55020,55020
Missouri,1998,48580,2.1,18.41,17.74,38300,36900,0.8,12.89,14.96,20.98,24.1,26810,31120,43640,50130,,124143490,5854360,132860,132860
Montana,1998,6850,8.1,16.78,16.2,34900,33690,1.2,12.78,14.19,18.9,22.09,26580,29510,39320,45950,,124143490,5854360,18270,18270
Nebraska,1998,15720,3.7,17.6,17.37,36610,36130,0.6,13.23,15.01,19.66,22.91,27510,31220,40900,47650,,124143490,5854360,42710,42710
Nevada,1998,9420,4.4,22.58,22.06,46970,45890,1.1,17.01,19.04,24.92,34.47,35390,39600,51830,71690,,124143490,5854360,27680,27680
New Hampshire,1998,10500,4.1,18.2,17.63,37850,36660,1,13.49,15.15,20.23,23.85,28070,31510,42070,49620,,124143490,5854360,26590,26590
New Jersey,1998,67810,1.7,23.71,22.73,49310,47270,0.9,16.96,19.55,28.79,38.55,35270,40660,59890,80180,,124143490,5854360,171720,171720
New Mexico,1998,10490,6.4,19.08,18.41,39690,38290,0.7,13.96,15.98,21.53,24.54,29040,33240,44790,51050,,124143490,5854360,31750,31750
New York,1998,150760,2.6,23.88,22.67,49660,47160,1,14.51,17.89,32.23,40.48,30170,37210,67030,84200,,124143490,5854360,418040,418040
North Carolina,1998,59900,2.9,20.02,18.53,41650,38530,1.5,14.24,16.07,21.97,26.74,29620,33420,45690,55620,,124143490,5854360,167160,167160
North Dakota,1998,6440,6.3,17.98,17.37,37400,36130,1.1,13.77,15.19,19.8,23.36,28640,31600,41180,48590,,124143490,5854360,17000,17000
Ohio,1998,100180,2.1,19.05,18.45,39630,38370,0.7,13.9,15.95,21.69,24.66,28920,33180,45120,51280,,124143490,5854360,269640,269640
Oklahoma,1998,23140,5.2,17.67,16.98,36760,35320,1,12.71,14.61,19.42,23.58,26440,30400,40400,49050,,124143490,5854360,68730,68730
Oregon,1998,20990,2.4,20.94,19.61,43560,40790,1.3,14.69,16.7,23.38,33.98,30540,34730,48640,70670,,124143490,5854360,58100,58100
Pennsylvania,1998,103680,3.1,20.27,19.44,42170,40430,0.9,14.48,16.82,23.01,28.71,30120,34990,47870,59730,,124143490,5854360,291730,291730
Rhode Island,1998,9770,4.9,22.63,21.95,47080,45660,1.7,15.97,18.41,26.36,36.97,33220,38290,54830,76900,,124143490,5854360,24880,24880
South Carolina,1998,26770,1.4,18.69,17.96,38870,37360,1,13.71,15.27,21.08,24.05,28520,31760,43850,50030,,124143490,5854360,71700,71700
South Dakota,1998,7620,8.1,17.02,16.06,35400,33410,1.7,12.58,14.03,19.05,22.62,26170,29190,39630,47060,,124143490,5854360,17500,17500
