cheese,url,milk,country,region,family,type,fat_content,calcium_content,texture,rind,color,flavor,aroma,vegetarian,vegan,synonyms,alt_spellings,producers
Merry Wyfe,https://www.cheese.com/merry-wyfe/,cow,United Kingdom,South West England,NA,semi-hard,NA,NA,"creamy, springy",washed,orange,NA,aromatic,TRUE,FALSE,NA,NA,The Bath Soft Cheese Co.
Mersey Valley Original Vintage,https://www.cheese.com/mersey-valley-original-vintage/,cow,Australia,Tasmania,Cheddar,hard,NA,NA,"creamy, crumbly, spreadable",natural,yellow,"buttery, full-flavored, sharp",strong,NA,NA,NA,Mersey Valley Vintage,Mersey Valley - National Foods
Metronome,https://www.cheese.com/metronome/,"cow, goat",United States,California,NA,"semi-soft, soft-ripened",NA,NA,"creamy, firm",natural,pale yellow,"buttery, tart","goaty, grassy, rich",NA,NA,NA,NA,Andante Dairy
Mettowee,https://www.cheese.com/mettowee/,goat,United States,Vermont,NA,"fresh soft, artisan",NA,NA,"creamy, smooth",natural,white,"acidic, creamy, tangy, tart","clean, fresh, subtle",TRUE,FALSE,NA,NA,Consider Bardwell Farm
Meyer Vintage Gouda,https://www.cheese.com/meyer-vintage-gouda/,cow,New Zealand,Hamilton,Gouda,"semi-hard, artisan",NA,NA,crumbly,NA,NA,"nutty, sharp, spicy",aromatic,FALSE,FALSE,NA,NA,NA
MezzaLuna Fontina,https://www.cheese.com/mezzaluna-fontina/,cow,United States,Wisconsin,NA,semi-hard,NA,NA,creamy,washed,NA,"earthy, mild, mushroomy, yeasty",rich,NA,NA,NA,NA,Emmi Roth USA
Mezzo Secco,https://www.cheese.com/mezzo-secco/,cow,United States,"Sonoma, California",Monterey Jack,"semi-hard, artisan",NA,NA,"creamy, smooth",natural,ivory,milky,spicy,TRUE,FALSE,Oro Secco,NA,Vella Cheese Company
Mi-Ewe,https://www.cheese.com/mi-ewe/,"cow, sheep",United States,California,NA,"semi-hard, artisan",NA,NA,crumbly,natural,pale yellow,"buttery, citrusy, nutty, sharp","caramel, rich",TRUE,FALSE,NA,NA,Weirauch Farm and Creamery
Midnight Blue,https://www.cheese.com/midnight-blue/,goat,United States,Colorado,Blue,"semi-soft, blue-veined",NA,NA,"dense, dry",natural,pale yellow,"pungent, sharp, spicy",goaty,TRUE,FALSE,NA,NA,Avalanche Cheese Company
Midnight Moon®,https://www.cheese.com/midnight-moon/,goat,Holland,NA,Gouda,hard,NA,NA,"creamy, crystalline",NA,ivory,"caramel, sweet",NA,NA,NA,NA,NA,NA
Miette,https://www.cheese.com/miette/,"goat, sheep",United States,Missouri,Brie,"semi-soft, artisan",NA,NA,"creamy, runny",bloomy,cream,"mushroomy, sweet, yeasty",barnyardy,FALSE,FALSE,NA,NA,Baetje Farms LLC
Mihalic Peynir,https://www.cheese.com/mihalic-peynir/,sheep,Turkey,Bursa,NA,"hard, artisan",45%,NA,"crumbly, grainy, open",NA,pale yellow,salty,strong,TRUE,FALSE,NA,NA,NA
Milawa Affine,https://www.cheese.com/milawa-affine/,goat,Australia,North East Victoria,NA,"semi-soft, artisan",NA,NA,"creamy, crumbly, smooth",ash coated,white,"acidic, creamy",NA,FALSE,FALSE,Milawa Ashed Chèvre,NA,Milawa Cheese Company
Milawa Aged Blue,https://www.cheese.com/milawa-aged-blue/,,,North East Victoria,Blue,NA,NA,NA,,mold ripened,blue,NA,NA,NA,NA,NA,NA,NA
Milawa Blue,https://www.cheese.com/milawa-blue/,cow,Australia,North East Victoria,Blue,"soft, blue-veined",NA,NA,creamy,mold ripened,blue,"buttery, creamy, sweet",rich,NA,NA,NA,NA,Milawa Cheese Company
Milawa Brie,https://www.cheese.com/milawa-brie/,cow,Australia,North East Victoria,Brie,"soft, soft-ripened",27%,NA,creamy,mold ripened,pale yellow,"buttery, milky",NA,NA,NA,NA,NA,Milawa Cheese Company
Milawa Goats Tomme,https://www.cheese.com/milawa-goats-tomme/,goat,Australia,North East Victoria,Tomme,semi-hard,NA,NA,"creamy, crumbly, dense",natural,yellow,"savory, spicy",earthy,TRUE,FALSE,NA,NA,Milawa Cheese Company
Milawa White,https://www.cheese.com/milawa-white/,cow,Australia,NA,NA,soft,NA,NA,"creamy, open",NA,NA,sweet,NA,TRUE,FALSE,NA,NA,Milawa Cheese Company
Milbenkäse,https://www.cheese.com/milbenkase/,cow,Germany,NA,NA,"semi-soft, smear-ripened",NA,NA,firm,NA,NA,tangy,strong,FALSE,FALSE,"Milbenkäse, Mite Cheese",NA,NA
Milleens,https://www.cheese.com/milleens/,cow,Ireland,"Beara Peninsula, Co. Cork",NA,"soft, artisan",45-50%,NA,"creamy, smooth",washed,pale yellow,"floral, herbaceous, sweet",aromatic,FALSE,FALSE,NA,NA,Milleens Cheese Ltd.
Millstone,https://www.cheese.com/millstone/,sheep,England,Somerset,NA,"hard, artisan",NA,NA,"crumbly, dry",natural,pale yellow,NA,mild,TRUE,FALSE,NA,NA,Wootton Organic Dairy
Mimolette (Boule de Lille),https://www.cheese.com/mimolette-boule-de-lille/,cow,France,NA,NA,semi-hard,NA,NA,firm,natural,orange,"bitter, buttery, sweet",NA,FALSE,FALSE,"vieux Hollande, Boule de Lille",NA,NA
Minas cheese,https://www.cheese.com/minas-cheese/,cow,Brazil,Minas Gerais,NA,"semi-soft, artisan",40-50%,NA,"grainy, open, soft, springy",rindless,white,"bitter, mild, salty, strong",NA,FALSE,FALSE,"Queijos de Minas Frescal , Queijo Minas Meia Cura, Queijo Minas Curado, Queijo Padrão",Queijo Minas,NA
Mine-Gabhar,https://www.cheese.com/mine-gabhar/,goat,Ireland,County Wexford,Blue,"soft, artisan",NA,NA,creamy,natural,white,"acidic, sweet","earthy, pungent",TRUE,FALSE,NA,NA,Luc and Anne Van Kampen
Minger,https://www.cheese.com/minger/,cow,Scotland,NA,NA,soft,NA,NA,"buttery, creamy, runny",washed,orange,"full-flavored, garlicky, meaty, pungent, strong","barnyardy, ripe, stinky, yeasty",TRUE,FALSE,NA,NA,Highland Fine Cheeses Limited
Minuet,https://www.cheese.com/minuet/,"cow, goat",United States,California,NA,"soft, soft-ripened",NA,NA,"creamy, smooth",mold ripened,white,"sweet, tangy",pleasant,TRUE,FALSE,NA,NA,Andante Dairy
Mirabo Brie with Walnut,https://www.cheese.com/mirabo-brie-with-walnut/,cow,Germany,Bavaria,Brie,"semi-soft, soft-ripened",NA,NA,"creamy, smooth, soft",natural,ivory,"nutty, savory",nutty,NA,NA,"Mirabo Walnut, Mirabo Brie Walnut",NA,Käserei Champignon
Miss Muffet,https://www.cheese.com/miss-muffet/,cow,England,North Cornwall,Cornish,"semi-soft, artisan",NA,NA,"smooth, supple",washed,ivory,creamy,nutty,TRUE,FALSE,NA,NA,Whalesborough Farm Foods
Mistralou,https://www.cheese.com/mistralou/,goat,France,NA,NA,soft,NA,NA,creamy,natural,white,creamy,floral,FALSE,FALSE,NA,NA,NA
MitiCaña® de Oveja,https://www.cheese.com/miticana-de-oveja/,sheep,Spain,Murcia,NA,"semi-soft, soft-ripened",13%,NA,"buttery, crumbly, flaky",bloomy,white,"buttery, tangy",buttery,NA,NA,"Miticana de Oveja, MitiCaña de Oveja",NA,NA
Mladi Trapist,https://www.cheese.com/mladi-trapist/,cow,Croatia,Dalmatia,NA,"semi-hard, artisan",50%,NA,"crumbly, semi firm",natural,white,"grassy, savory",aromatic,TRUE,FALSE,NA,NA,SIRANA GLIGORA D.O.O
Mobay,https://www.cheese.com/mobay/,"goat, sheep",United States,Wisconsin,NA,"semi-soft, artisan",NA,NA,"soft, supple",plastic,ivory,"earthy, sweet, tangy",goaty,TRUE,FALSE,NA,NA,Carr Valley Cheese Company
Molbo,https://www.cheese.com/molbo/,cow,Denmark,Mols,Cheddar,"semi-hard, artisan",NA,NA,firm,waxed,pale yellow,"salty, tangy",fresh,FALSE,FALSE,NA,NA,NA
Mona,https://www.cheese.com/mona/,"cow, sheep",United States,Wisconsin,NA,"semi-hard, artisan",NA,NA,"crumbly, firm, supple",plastic,pale yellow,"buttery, nutty, savory, sweet",grassy,FALSE,FALSE,NA,NA,Wisconsin Sheep Dairy Coop
Monastery Cheeses,https://www.cheese.com/monastery-cheeses/,cow,"Belgium, Canada, France, Switzerland, United States",NA,NA,"soft, semi-soft, brined",NA,NA,"chalky, creamy, firm, grainy",washed,golden yellow,"mild, pungent","pungent, strong",FALSE,FALSE,"monastery, trappist cheese, monk cheese",NA,NA
Mondseer,https://www.cheese.com/mondseer/,cow,Austria,NA,NA,semi-hard,NA,NA,"creamy, smooth",washed,pale yellow,spicy,strong,NA,NA,NA,NA,NA
Monet,https://www.cheese.com/monet/,goat,Australia,South Australia,NA,"fresh soft, artisan",22%,NA,"creamy, soft",NA,white,"floral, herbaceous","floral, fresh",TRUE,FALSE,NA,NA,Woodside Cheese Wrights
Mont D'or,https://www.cheese.com/mont-dor-lyonnais/,cow,France,NA,NA,"semi-soft, artisan",NA,NA,creamy,natural,NA,NA,"earthy, strong",NA,NA,Vacherin Mont D'or,Mont Dor,NA
Mont Saint-Francis,https://www.cheese.com/mont-saint-francis/,goat,United States,Indiana,NA,"semi-hard, artisan",NA,NA,"brittle, firm, supple",washed,golden yellow,"earthy, full-flavored, strong","pungent, stinky",FALSE,FALSE,Mont St. Francis,NA,Capriole Goat Cheese
Mont St-Benoît,https://www.cheese.com/mont-st-benoit/,cow,Canada,Quebec,Swiss Cheese,"firm, artisan",31%,NA,"creamy, elastic, smooth, supple",rindless,NA,"buttery, creamy, mild, nutty","fermented, mild, nutty",NA,NA,NA,NA,Abbey de Saint-Benoit-du-lac
Montagnolo,https://www.cheese.com/montagnolo/,cow,Germany,NA,Blue,"soft, blue-veined",NA,NA,"creamy, smooth",natural,NA,creamy,"buttery, rich",NA,NA,Montagnolo Affine,NA,Käserei Champignon
Montasio,https://www.cheese.com/montasio/,cow,Italy,Friuli Venezia Giulia and Veneto,NA,semi-firm,NA,NA,creamy,NA,NA,"mild, smooth","aromatic, pleasant",FALSE,FALSE,"Montasio Mitica® DOP, Montasio Mitica DOP",NA,NA
Montasio Mezzano,https://www.cheese.com/montasio-mezzano/,cow,Italy,Friuli Venezia Giulia and Veneto,NA,"semi-firm, artisan",NA,NA,creamy,natural,NA,"full-flavored, nutty, sweet",strong,FALSE,FALSE,NA,NA,NA
Montasio Vecchio,https://www.cheese.com/montasio-vecchio/,cow,Italy,Friuli Venezia Giulia and Veneto,NA,"semi-firm, artisan",NA,NA,creamy,natural,NA,sharp,strong,FALSE,FALSE,NA,Montasio Stagionato,NA
Montchevre Goat Cheese Log,https://www.cheese.com/montchevre-goat-cheese-log/,goat,United States,NA,NA,"semi-soft, artisan",NA,NA,smooth,rindless,white,"creamy, tangy","fresh, rich",NA,NA,"Montchevre fresh goat cheese, Fresh Chevré (Montchevré), Montchevre fresh goat cheese log",NA,Montchevre Cheese Company
Monte Enebro,https://www.cheese.com/monte-enebro/,goat,Spain,Avila,NA,semi-soft,NA,NA,smooth,NA,NA,"creamy, lemony","goaty, strong",FALSE,FALSE,"pata de mulo, mule’s-hoof cheese",NA,NA
Monteo,https://www.cheese.com/monteo/,cow,Italy,Veneto,NA,"semi-firm, artisan",NA,NA,"creamy, open",natural,pale yellow,"buttery, milky, smooth","fresh, milky",FALSE,FALSE,NA,NA,La Casearia Carpenedo S.r.l.
Monterey Jack,https://www.cheese.com/monterey-jack/,cow,"Mexico, United States","Monterey, California",Monterey Jack,semi-hard,NA,NA,"compact, creamy, firm, open, supple",NA,pale yellow,"buttery, mild",aromatic,NA,NA,Fresh Jack,NA,NA
Montgomery's Cheddar,https://www.cheese.com/montgomerys-cheddar/,cow,United Kingdom,NA,Cheddar,"hard, artisan",NA,NA,,natural,yellow,NA,rich,FALSE,FALSE,NA,NA,NA
Montsalvat,https://www.cheese.com/montsalvat/,cow,Germany,Landshut,Blue,"soft, blue-veined",60%,NA,"creamy, soft",NA,ivory,"creamy, mild",NA,NA,NA,NA,NA,Bayerische Milchindustrie eG
Moody Blue,https://www.cheese.com/moody-blue/,cow,United States,Wisconsin,Blue,"semi-soft, artisan, blue-veined",NA,NA,creamy,natural,pale yellow,"creamy, nutty, subtle, tangy","rich, smokey",TRUE,FALSE,NA,NA,Emmi Roth USA
Moonglo,https://www.cheese.com/moonglo/,goat,United States,Illinois,NA,"semi-hard, artisan",NA,NA,"dense, firm, open",washed,ivory,"caramel, citrusy, fruity, nutty, sharp, tangy","aromatic, goaty",FALSE,FALSE,NA,NA,Prairie Fruits Farm
Moonlight Chaource,https://www.cheese.com/moonlight-chaource/,cow,United States,New York,NA,"soft, soft-ripened",NA,NA,"dense, firm",ash coated,white,"savory, tart","rich, sweet",TRUE,FALSE,NA,NA,Chaseholm Farm
Moose,https://www.cheese.com/moose/,moose,Sweden,Bjurholm,NA,fresh soft,12%,NA,"creamy, smooth",NA,NA,smooth,NA,NA,NA,NA,NA,Algens Hus
Morangie Brie,https://www.cheese.com/morangie-brie/,"cow, sheep",Scotland,Tain,Brie,"soft, artisan",NA,NA,"creamy, smooth",NA,cream,"creamy, smooth, sweet","mild, milky, sweet",NA,NA,Jezebel,NA,Highland Fine Cheeses Limited
Morbier,https://www.cheese.com/morbier/,cow,France,NA,NA,"semi-soft, artisan",NA,NA,creamy,NA,ivory,citrusy,"fruity, grassy",FALSE,FALSE,"Morbier Cru de Montagne, Morbier AOP",NA,NA
Morcella,https://www.cheese.com/morcella/,sheep,United States,Minnesota,NA,"semi-soft, soft-ripened",NA,NA,creamy,bloomy,ivory,"creamy, earthy",strong,TRUE,FALSE,NA,NA,Shepherd's Way Farms
Morgan,https://www.cheese.com/morgan/,cow,United States,Maine,NA,"hard, artisan",NA,NA,firm,natural,ivory,"citrusy, salty",grassy,FALSE,FALSE,NA,NA,Lakin's Gorges Cheese LLC
Morimoto Soba Ale Cheddar,https://www.cheese.com/morimoto-soba-ale-cheddar/,cow,United States,Oregon,Cheddar,"semi-hard, artisan",NA,NA,"creamy, crumbly",natural,pale yellow,"buttery, smooth, strong","strong, toasty",TRUE,FALSE,NA,NA,Rogue Creamery
Moringhello,https://www.cheese.com/moringhello/,water buffalo,Italy,Lombardy,NA,"semi-soft, artisan",NA,NA,"chalky, crumbly",natural,white,smooth,"pleasant, subtle",FALSE,FALSE,Moringhello di Bufala,NA,Quattro Portoni
Morlacco,https://www.cheese.com/morlacco/,cow,Italy,Veneto,NA,"soft, artisan",NA,NA,soft,natural,white,NA,fresh,NA,NA,"Morlacco del Grappa, Morlacco del Montegrappa, Morlacco del Grappa di malga",NA,NA
Moses Sleeper,https://www.cheese.com/moses-sleeper/,cow,United States,Vermont,Brie,"semi-soft, artisan",NA,NA,"soft, soft-ripened",bloomy,white,"buttery, creamy, nutty","milky, mushroom",NA,NA,NA,NA,Jasper Hill Farm
Mossfield Organic,https://www.cheese.com/mossfield-organic/,cow,Ireland,Co. Offaly,Cheddar,"hard, semi-hard, artisan",NA,NA,"crumbly, dry, flaky",natural,brownish yellow,"nutty, tangy","fresh, lactic, mild",TRUE,FALSE,NA,NA,Mossfield Organic Farm
Mothais a la Feuille,https://www.cheese.com/mothais-a-la-feuille/,goat,France,NA,NA,"soft, artisan",NA,NA,"creamy, soft",NA,NA,"lemony, woody",mushroom,FALSE,FALSE,"Le Mothais sur Feuille, Mothais",NA,NA
MouCo Camembert,https://www.cheese.com/mouco-camembert/,cow,United States,Colorado,Camembert,"soft, artisan",NA,NA,"creamy, soft",bloomy,ivory,"creamy, milky","caramel, clean, grassy",NA,NA,NA,NA,MouCo Cheese Company
MouCo Truffello,https://www.cheese.com/truffello/,cow,United States,Colorado,NA,"soft, artisan, soft-ripened",12%,NA,"creamy, soft",washed,white,"buttery, creamy, earthy","earthy, fruity",NA,NA,Truffello,NA,MouCo Cheese Company
Mountain Goat,https://www.cheese.com/mountain-goat/,goat,Australia,"Mornington Peninsula, Melbourne",Tomme,"hard, artisan",NA,NA,firm,natural,ivory,NA,subtle,TRUE,FALSE,NA,NA,BoatShed Cheese
Mountain Herbs Rebel,https://www.cheese.com/mountain-herbs-rebel/,cow,Austria,Sulzberg,NA,"semi-hard, artisan",50%,NA,"creamy, smooth",natural,pale yellow,"creamy, nutty, spicy","aromatic, grassy, sweet",NA,NA,Bergkräuterrebell,NA,Sulzberger Käserebellen Sennerei GmbH
Mountain Rebel,https://www.cheese.com/mountain-rebel/,cow,Austria,Sulzberg,NA,"semi-hard, artisan",50%,NA,"compact, creamy",natural,yellow,"creamy, fruity","aromatic, spicy",NA,NA,Bergrebell,NA,Sulzberger Käserebellen Sennerei GmbH
Mountaineer,https://www.cheese.com/mountaineer/,cow,United States,"Galax, Virginia",NA,"semi-soft, artisan",NA,NA,"dense, supple",washed,yellow,"full-flavored, mellow","caramel, fruity, rich",NA,NA,NA,NA,Meadow Creek Dairy
Mouse House Chilli Cheddar,https://www.cheese.com/mouse-house-chilli-cheddar/,cow,England,NA,NA,semi-hard,NA,NA,creamy,waxed,golden orange,spicy,spicy,TRUE,FALSE,NA,NA,Lymn Bank Farm
Mouse House Garlic & Chive Cheddar,https://www.cheese.com/mouse-house-garlic-chive-cheddar/,cow,England,NA,NA,semi-hard,NA,NA,creamy,waxed,green,garlicky,garlicky,TRUE,FALSE,NA,NA,Lymn Bank Farm
Mouse House Smoked Cheddar,https://www.cheese.com/mouse-house-smoked-cheddar/,cow,England,NA,NA,semi-hard,NA,NA,creamy,waxed,golden yellow,smokey,smokey,TRUE,FALSE,NA,NA,Lymn Bank Farm
Mozzarella,https://www.cheese.com/mozzarella/,"cow, goat, sheep, water buffalo",Italy,NA,NA,"semi-soft, brined",NA,NA,"elastic, stringy",rindless,white,"mild, sweet","fresh, milky",NA,NA,mozerrela,NA,NA
Mozzarella (Australian),https://www.cheese.com/mozzarella-australian/,"cow, water buffalo",Australia,NA,Pasta filata,"semi-soft, brined",45%,NA,"springy, stringy, supple",rindless,white,milky,"fresh, milky",TRUE,FALSE,NA,Australian Mozzarella,NA
Mozzarella di Bufala DOP,https://www.cheese.com/mozzarella-di-bufala/,water buffalo,Italy,"Campania, Paestum, Foggia",Pasta filata,"soft, brined",21%,NA,"creamy, smooth, springy",NA,white,"floral, mild, milky, sour",fresh,FALSE,FALSE,"Buffalo mozzarella, Mozzarella di Bufala Campana",NA,Casa Madaio
Mozzarellissima,https://www.cheese.com/mozzarellissima/,cow,United States,NA,Pasta filata,"semi-soft, artisan",NA,NA,"elastic, springy, stringy, supple",rindless,pale yellow,"buttery, mild, milky",mild,TRUE,FALSE,Italiano 4 Formaggi Shredded Cheese,"Lite Mozzarellissima, Mozzarellissima Shredded Cheese",Saputo Dairy Products Canada G.P.
Ms. Natural,https://www.cheese.com/ms-natural/,goat,United States,California,NA,fresh soft,NA,NA,"creamy, crumbly, smooth, spreadable",rindless,white,"citrusy, creamy","fresh, mild",TRUE,FALSE,NA,NA,Cypress Grove Chevre
Mt Scott,https://www.cheese.com/mt-scott/,cow,New Zealand,Queenstown,NA,semi-soft,NA,NA,"smooth, supple",natural,yellow,"buttery, sharp, sweet",NA,TRUE,FALSE,Mt Scott Havarti,NA,The Gibbston Valley Cheese Company
Mt Tam,https://www.cheese.com/mt-tam/,cow,United States,California,NA,soft,NA,NA,"creamy, firm",bloomy,pale yellow,"buttery, earthy","grassy, mushroom, rich",TRUE,FALSE,NA,NA,Cowgirl Creamery
Mt. Mazama Cheddar,https://www.cheese.com/mt-mazama-cheddar/,"cow, goat",United States,Oregon,Cheddar,semi-hard,NA,NA,"creamy, crumbly, crystalline, dense",natural,pale yellow,"acidic, caramel, nutty, sweet, tangy","pleasant, rich",TRUE,FALSE,Mount Mazama,NA,Rogue Creamery
Muddlewell,https://www.cheese.com/muddlewell/,"cow, sheep",England,North Wootton,NA,"hard, artisan",NA,NA,"creamy, crumbly",natural,ivory,mild,strong,TRUE,FALSE,NA,NA,Wootton Organic Dairy
Muenster,https://www.cheese.com/muenster/,cow,United States,NA,NA,"soft, processed",NA,NA,smooth,NA,pale yellow,mild,"pungent, strong",NA,NA,NA,American Muenster,NA
Muffato,https://www.cheese.com/muffato/,cow,Italy,"Treviso, Veneto",Blue,"semi-firm, artisan",NA,NA,flaky,NA,ivory,"full-flavored, grassy, herbaceous",herbal,NA,NA,NA,NA,Moro Latteria di Moro Sergio
Mun-chee,https://www.cheese.com/mun-chee/,cow,United States,"Richfield, Wisconsin",NA,"semi-soft, processed",NA,NA,"creamy, smooth",natural,pale yellow,"mild, sweet",mild,NA,NA,"Munchee, Sweet Munchee",NA,NA
Munster,https://www.cheese.com/munster/,cow,France,NA,NA,soft,NA,NA,smooth,washed,NA,"savory, spicy, sweet",NA,NA,NA,"Munster-géromé, Minschterkaas",Munster gerome,NA
Muranda Blue,https://www.cheese.com/muranda-blue/,cow,United States,NY,Blue,"semi-hard, blue-veined",NA,NA,crumbly,natural,pale yellow,"salty, sharp, strong",strong,NA,NA,NA,NA,Muranda Cheese Company
Murazzano DOP,https://www.cheese.com/murazzano-dop/,"cow, goat",Italy,Murazzano,NA,"fresh soft, processed",NA,NA,soft,rindless,white,spicy,mild,NA,NA,NA,NA,La Casera srl
Murol,https://www.cheese.com/murol/,cow,France,NA,NA,"semi-soft, artisan",45%,NA,"creamy, firm, springy",washed,ivory,"mild, milky, savory, sweet",aromatic,FALSE,FALSE,NA,"murolait, trou de murol",La Fromagerie du Grand Murols
Mycella,https://www.cheese.com/mycella/,cow,Denmark,Bornholm,NA,"soft, artisan, blue-veined",50-60%,NA,crystalline,rindless,pale yellow,mild,NA,FALSE,FALSE,Danish Gorgonzola,NA,Various
Myzithra,https://www.cheese.com/myzithra/,"goat, sheep",Greece,NA,Cottage,"soft, whey",NA,NA,"creamy, crumbly, spreadable",NA,white,mild,NA,NA,NA,"Xinomizythra, Sour Mizythra, Mizythra, Fresh Mizythra, Mizithra, Dry Mizythra",NA,NA
Météorite,https://www.cheese.com/meteorite/,cow,Canada,Quebec,Blue,"soft, blue-veined",37%,NA,"creamy, supple",ash coated,straw,mild,NA,NA,NA,NA,NA,La Maison Alexis de Portneuf Inc.
P'tit Basque,https://www.cheese.com/ptit-basque/,sheep,France,"Basque, Pyrenees Mountains",NA,"semi-hard, artisan",45%,NA,"creamy, dry, smooth",natural,ivory,"earthy, mild, nutty, pungent, subtle, sweet","fresh, lactic, pleasant",NA,NA,NA,Petit Basque,NA
P'tit Berrichon,https://www.cheese.com/ptit-berrichon/,goat,France,Berry,NA,"soft, artisan",NA,NA,soft-ripened,leaf wrapped,white,sweet,goaty,FALSE,FALSE,NA,NA,NA
Pacific Rock,https://www.cheese.com/pacific-rock/,cow,Canada,Quebec,NA,hard,30%,NA,"crumbly, firm",washed,orange,"buttery, earthy, nutty, subtle","fruity, rich",NA,NA,NA,NA,La Maison Alexis de Portneuf Inc.
Pack Square,https://www.cheese.com/pack-square/,cow,United States,Fairview,Brie,"semi-soft, artisan, soft-ripened",NA,NA,"buttery, creamy, soft, soft-ripened",bloomy,white,"buttery, creamy, earthy, spicy","grassy, rich",NA,NA,NA,NA,Looking Glass Creamery
Paesanella Bocconcini,https://www.cheese.com/paesanella-bocconcin/,cow,Australia,NA,Mozzarella,semi-soft,NA,NA,elastic,rindless,white,"creamy, salty, sweet","milky, sweet",TRUE,FALSE,NA,NA,Paesanella Cheese Manufacturers
Paesanella Buffalo Mozzarella,https://www.cheese.com/paesanella-buffalo-mozzarella/,"buffalo, cow",Australia,New South Wales,Mozzarella,NA,25.8 g/100g,NA,,rindless,white,NA,NA,TRUE,FALSE,Bufala Mozzarella,NA,Paesanella Cheese Manufacturers
Paesanella Buffalo Ricotta,https://www.cheese.com/paesanella-buffalo-ricotta/,buffalo,Australia,NA,NA,"fresh soft, whey",NA,NA,"creamy, soft",NA,white,creamy,"milky, sweet",NA,NA,NA,NA,Paesanella Cheese Manufacturers
