ref,company_manufacturer,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,ingredients,most_memorable_characteristics,rating
2198,Love Brown,Taiwan,2018,Nicaragua,O'Payo,80%,"2- B,S","nutty, mild dairy",3.25
2198,Love Brown,Taiwan,2018,Nicaragua,Chuno,78%,"2- B,S",intense mocha flavor,3.5
1976,Luisa Abram,Brazil,2017,Brazil,"Rio Purus, 2016 Harvest",81%,"2- B,S","oily, burnt, earthy",3.25
2238,Luisa Abram,Brazil,2018,Brazil,"Rio Acara, Wild Amazon",70%,"2- B,S","rustic, basic cocoa, earthy",3
2692,Luisa Abram,Brazil,2021,Brazil,Wild Jurua (limited edition for Caputo's),70%,"3- B,S,C","mild sweet honey, rum, off",3.25
2518,Luisa's Vegan,U.K.,2020,Papua New Guinea,Karkar Island,72%,"3- B,S,C","smoke, fruit, ham, fatty",3.25
552,Luker,Colombia,2010,Blend,"Selva, Colombia, Ecuador",46%,"5- B,S,C,V,L","very sweet, caramel, candy",2.75
552,Luker,Colombia,2010,Blend,"Macondo, Colombia, Ecuador",60%,"5- B,S,C,V,L","sticky, marshmallow, cocoa",3
552,Luker,Colombia,2010,Blend,"Misterio, Colombia, Ecuador",58%,"5- B,S,C,V,L","watered down coffee, cocoa",3
552,Luker,Colombia,2010,Colombia,Santander,65%,"5- B,S,C,V,L","marshmallow, rich brownie",3.5
2506,Lumineux,U.S.A.,2020,India,"Kerala State, GoGround, batch 88",72%,"3- B,S,C","deep cocoa, sl. pungent, sandy",3
2502,Lumineux,U.S.A.,2020,Madagascar,"Bejofo E., Sambirano, batch 115",73%,"3- B,S,C","roasted pear, cocoa, sour",3.25
2502,Lumineux,U.S.A.,2020,Tanzania,"Kilombero Valley, batch 74",75%,"3- B,S,C","fatty, dominant roast, spice",3.25
2506,Lumineux,U.S.A.,2020,Uganda,"Semuliki Forest, Latitude Trading Co, batch 100",68%,"3- B,S,C","candied, sweet cocoa, roasty",3.25
2506,Lumineux,U.S.A.,2020,Ivory Coast,"Cote d'Ivoire, batch 83",67%,"3- B,S,C","spice, coconut",3.5
552,Machu Picchu Trading Co.,Peru,2010,Peru,Peru,55%,,"extremely sweet, vanilla",2.25
721,Machu Picchu Trading Co.,Peru,2011,Peru,Peru,70%,,"vanilla, strong chemical",1.5
2426,MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Uganda,Uganda,75%,"3- B,S,C","gritty, roasty, rubbery",2.5
2430,MaDe Atlantic City Chocolate Bar,U.S.A.,2019,Ghana,Ghana,75%,"3- B,S,C","gritty, cocoa base, ashey",2.75
284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,67%,"5- B,S,C,V,L","sandy, red berry, cocoa",3.5
288,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,75%,"5- B,S,C,V,L","sticky, bitter, nutty",3.5
284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,70%,"5- B,S,C,V,L","sandy, woody, peanut butter",3.75
284,Madecasse (Cinagra),Madagascar,2008,Madagascar,Madagascar,63%,"5- B,S,C,V,L","intense, nutty, cocoa",4
2664,Madhu,U.S.A.,2021,Colombia,Tumaco,70%,"2- B,S","very sticky, nutty, woody",2.5
607,Madre,U.S.A.,2010,Mexico,"Chiapas, Triple Cacao",72%,"4- B,S,C,V","raisiny, chewy",2.75
672,Madre,U.S.A.,2011,Dominican Republic,Dominican,70%,"4- B,S,C,V","sandy, sweet, strong vanilla",2.5
693,Madre,U.S.A.,2011,Costa Rica,Upala,70%,"4- B,S,C,V","sticky, strong vanilla, pepper",2.75
991,Madre,U.S.A.,2012,U.S.A.,"Hawai'i Island, Hamakua Coast, Kokoleka",70%,"4- B,S,C,V","creamy, vanilla, rich fruit",3.25
995,Madre,U.S.A.,2012,U.S.A.,"Criollo, Hawaii",70%,"4- B,S,C,V","creamy, burnt nuts, woody",3.25
995,Madre,U.S.A.,2012,U.S.A.,Kaua'i Island,70%,"4- B,S,C,V","vanilla, brownie, peanut",3.5
1085,Madre,U.S.A.,2013,Puerto Rico,Puerto Rico,70%,"4- B,S,C,V","intense vanilla, swiss miss",2.75
1089,Madre,U.S.A.,2013,U.S.A.,"Hawai'i Island, Choobua, Kona",70%,"4- B,S,C,V","fatty, vanilla, candy-like",2.75
1089,Madre,U.S.A.,2013,Mexico,"Xocunusco, Chiapas, Pichucalco",70%,"4- B,S,C,V","vanilla, earthy, caramel",2.75
1085,Madre,U.S.A.,2013,Brazil,Brazil,70%,"4- B,S,C,V","strong vanilla, nut, coffee",3.5
1940,Madre,U.S.A.,2017,Solomon Islands,Guadalcanal,73%,"2- B,S","mild earthy, mild cocoa, nut",3.5
300,Maglio,Italy,2008,Tanzania,Africa,75%,"4- B,S,C,V","chalky, astringent, vanilla",2
308,Maglio,Italy,2008,Ecuador,Ecuador,70%,"4- B,S,V,L","creamy, nutty, mass market",3
308,Maglio,Italy,2008,Cuba,Cuba,70%,"5- B,S,C,V,L","nutty, cooling sensation",3.25
308,Maglio,Italy,2008,Dominican Republic,Santo Domingo,70%,"5- B,S,C,V,L","creamy, hay, nutty",3.75
531,Majani,Italy,2010,Ecuador,Ecuador,70%,"4- B,S,C,L","strong vanilla, some spice",2
184,Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Sambirano 2006,75%,"4- B,S,C,L","cardboard, tea-like",2.75
184,Malagasy (Chocolaterie Robert),Madagascar,2007,Madagascar,Mora Mora 2006,73%,"4- B,S,C,L","creamy, sublte grape notes",3.5
1121,Malagos,Philippines,2013,Philippines,"Davao, Mt. Talamo foothills",65%,"5- B,S,C,V,L","sandy, sweet, cocoa",3.5
2226,Malai,Thailand,2018,Thailand,Chantaburi,70%,"3- B,S*,C","gummy, smokey, hammy",2.75
311,Malie Kai (Guittard),U.S.A.,2009,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate",55%,"5- B,S,C,V,L","sweet, vanilla, easter candy",2.75
502,Malie Kai (Guittard),U.S.A.,2010,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",55%,"5- B,S,C,V,L","creamy, crunchy, very sweet",3.5
1856,Malmo,Sweden,2016,Venezuela,Chuao,70%,"3- B,S,C","hammy, unrecognizable",3
821,Mana,U.S.A.,2012,Dominican Republic,Conacado,74%,"3- B,S,C","berry, nutty, sour",3.75
1219,Mana,U.S.A.,2014,Peru,Peru,74%,"3- B,S,C","rubber, off medicinal",2.5
1219,Mana,U.S.A.,2014,Venezuela,Venezuela,74%,"3- B,S,C","nutty, green",2.75
1446,Mana,U.S.A.,2015,Ecuador,"Ecuador, batch 1212",74%,"2- B,S","soil, wet, off notes",2.5
1331,Manifesto Cacao,Colombia,2014,Colombia,Colombia,70%,"4- B,S,C,L","muted, nutty",2.75
1007,Manoa,U.S.A.,2012,U.S.A.,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",72%,"3- B,S,C","oily, tangy, fruit, earthy",2.75
1007,Manoa,U.S.A.,2012,Peru,"Piura, batch 173",72%,"3- B,S,C","banana, menthol, medicinal",3
1003,Manoa,U.S.A.,2012,Liberia,"Liberia, batch 174",72%,"3- B,S,C","molassses, intense, off, herb",3.25
1007,Manoa,U.S.A.,2012,U.S.A.,"O'ahu Island, Winward,Maunawili district, b. 151",72%,"3- B,S,C","molasses, sweet, cocoa",3.25
1089,Manoa,U.S.A.,2013,U.S.A.,"O'ahu Island, Waiahole, b. 182",72%,"3- B,S,C","orange, cocoa",3.75
1522,Manoa,U.S.A.,2015,Papua New Guinea,Markham Valley,72%,"3- B,S,C","smoke, fruit",3.5
1522,Manoa,U.S.A.,2015,Costa Rica,Coto Brus,72%,"3- B,S,C","dried fruit, balanced, cocoa",3.75
2032,Manoa,U.S.A.,2017,Peru,Ucayali,70%,"3- B,S,C","sweet, fatty, fig",3.25
2442,Manoa,U.S.A.,2019,U.S.A.,"Hawai'i Island, Hilo and Kona regions",70%,"3- B,S,C","dried fruit,spicy,sticky,intense",3.5
871,Manufaktura Czekolady,Poland,2012,Dominican Republic,Grand Cru Dominican Republic,70%,"2- B,S","chewy, brownie like",3.25
875,Manufaktura Czekolady,Poland,2012,Ecuador,Grand Cru Ecuador,70%,"2- B,S","grits, roaste brownie",3.25
871,Manufaktura Czekolady,Poland,2012,Ghana,Grand Cru Ghana,70%,"2- B,S","cocoa, coconut",3.5
1279,Manufaktura Czekolady,Poland,2014,Colombia,Kolumbia,85%,"2- B,S","coarse, intense, nutty",3.5
1255,Manufaktura Czekolady,Poland,2014,Venezuela,Porcelana,70%,"2- B,S","nutty, intense, roasty",3.75
1848,Manufaktura Czekolady,Poland,2016,Peru,Peru,70%,"3- B,S,C","nutty, roasty,",3.5
1844,Manufaktura Czekolady,Poland,2016,Nicaragua,Johe,70%,"3- B,S,C","basic, balanced, deep cocoa",3.75
1606,Map Chocolate,U.S.A.,2015,Trinidad,"San Juan Estate, Cherry Blossoms at Night",70%,"3- B,S,C","heavy roast, few grits, rich",2.75
1610,Map Chocolate,U.S.A.,2015,Colombia,Colombia,75%,"3- B,S,C","roasty, coffee, rubber",2.75
1610,Map Chocolate,U.S.A.,2015,Tanzania,"Kakoa Kamili, Both Man & Bird & Beast",72%,"3- B,S,C","sweet, fatty, roasty",3
1474,Map Chocolate,U.S.A.,2015,Dominican Republic,"ROIG, 2014",70%,"3- B,S,C","fruity, tangy, cocoa",3.5
1474,Map Chocolate,U.S.A.,2015,Peru,"Maranon, 2014",62%,"3- B,S,C","delicate, caramel, peanut",3.5
1478,Map Chocolate,U.S.A.,2015,Ecuador,Ecuador,70%,"3- B,S,C","coarse, floral, rum",3.5
1606,Map Chocolate,U.S.A.,2015,Nicaragua,"A case of the Xerces Blues, triple roast",70%,"3- B,S,C","rich, bright fruit",3.5
1606,Map Chocolate,U.S.A.,2015,Peru,"Tumbes, Dear Mr. Finley, 2014",68%,"3- B,S,C","lemon, spicy, cocoa",3.5
1634,Map Chocolate,U.S.A.,2015,Honduras,Le Chocolat Chaud,78%,"3- B,S,C","grassy, woody, sweet",3.5
1896,Map Chocolate,U.S.A.,2016,Vietnam,"Ben Tre, Surprise Valley",75%,"3- B,S,C","intense, sour, tart",3.25
1956,Map Chocolate,U.S.A.,2017,Vietnam,"Lam Dong, ""Red Poppy""",73%,"2- B,S","earthy, tobacco, ashey",3
2262,Map Chocolate,U.S.A.,2018,Blend,"""Peace of Wild Things""",72%,"3- B,S,C","off notes, rubbery, hammy",3
2262,Map Chocolate,U.S.A.,2018,Mexico,"Tabasco, ""Late for the Train"", batch 12184",72%,"3- B,S,C","sweet, spicy, dirty",3.25
2040,Map Chocolate,U.S.A.,2018,Dominican Republic,Zorzal Reserve,72%,"3- B,S,C","complex, creamy, cherry",3.5
1884,Marana,Peru,2016,Peru,Cusco,70%,"3- B,S,C","smokey, dirty, sour",2.75
2610,Marana,Peru,2021,Peru,"San Martin, Allima coop",80%,"3- B,S,C","smoked nuts, tang",3.25
2610,Marana,Peru,2021,Peru,"Piura, Norandino coop, cacao blanco",70%,"3- B,S,C","mild orange, herbaceous",3.5
2598,Maribea,U.S.A.,2021,Mexico,Tabasco,72%,"3- B,S,C","earthy, musty, sweet",2.75
2598,Maribea,U.S.A.,2021,Bolivia,"Alto Beni, Walikewa",72%,"3- B,S,C","floral, earthy, acidic, harsh",2.75
2598,Maribea,U.S.A.,2021,Brazil,"Bahia, Catongo",72%,"3- B,S,C","delicate, nutty, butterscotch",3.25
1808,Marigold's Finest,Canada,2016,Blend,Cacao Nib Crunch,75%,"2- B,S","earthy, coffee, roasty",3.25
2158,Markham & Fitz,U.S.A.,2018,Haiti,"Pisa, batch 58",75%,"2- B,S","dried fruit, woody, dirty",2.75
895,Marou,Vietnam,2012,Vietnam,Tien Giang,80%,"3- B,S,C","creamy, fatty, black pepper",3
845,Marou,Vietnam,2012,Vietnam,Ba Ria,76%,"3- B,S,C",citrus,3.5
845,Marou,Vietnam,2012,Vietnam,Dong Nai,72%,"3- B,S,C","roasty, coffee",3.5
845,Marou,Vietnam,2012,Vietnam,"Tien Giang, Gao Co-op",70%,"3- B,S,C","cocoa, spice, late sour",3.5
849,Marou,Vietnam,2012,Vietnam,Ben Tre,78%,"3- B,S,C","sticky, pepper, cinamon, rich",3.5
955,Marou,Vietnam,2012,Vietnam,Lam Dong,74%,"3- B,S,C","melon, roasty",3.5
1149,Marou,Vietnam,2013,Vietnam,"Tan Phu Dong, Treasure Island",75%,"3- B,S,C","fatty, heavy roast, nutty",3.5
1650,Marou,Vietnam,2015,Vietnam,"Tan Phu Dong Island, Heart of Darkness",85%,"2- B,S","long, mild honey, rich cocoa",3.25
1650,Marou,Vietnam,2015,Vietnam,Ben Tre,68%,"2- B,S","roasty, rich, coffee, nut",3.5
1650,Marou,Vietnam,2015,Vietnam,"Dak Lak, Batch 2451",70%,"2- B,S",spicy and fragrant,3.75
2258,Marou,Vietnam,2018,Vietnam,"Dak Nong, Tam Farm",75%,"3- B,S,C","fatty, roasty, nutty",3.5
537,Mars,U.S.A.,2010,Costa Rica,"Matina 1-6, prototype",65%,,"intense orange, floral",3
544,Mars,U.S.A.,2010,Ivory Coast,"Ivory Coast, prototype",65%,,"chewy, earthy, spicy",3
544,Mars,U.S.A.,2010,Nigeria,"Nigeria, prototype",65%,,"cocoa, earth, wheat",3.25
544,Mars,U.S.A.,2010,Ghana,"Ghana, prototype",65%,,"intense, dark berry, cocoa",3.5
1189,Marsatta,U.S.A.,2013,Dominican Republic,Dominican Republic,74%,"4- B,S,C,V","waxy, rubber, medicinal",2.25
1189,Marsatta,U.S.A.,2013,Dominican Republic,Dominican Republic,89%,"4- B,S,C,V","fatty, rubber, medicinal",2.5
1836,Martin Mayer,Austria,2016,Bolivia,Alto Beni,76%,"3- B,S,C","sticky, pungent, off note",2.75
1836,Martin Mayer,Austria,2016,Haiti,Pisa,82%,"3- B,S,C","sandy, earthy, sweet edge",3
1836,Martin Mayer,Austria,2016,Colombia,Tumaco,74%,"3- B,S,C","sandy, mild floral, mild nutty",3.25
572,Mast Brothers,U.S.A.,2010,Venezuela,Patanemo,81%,"2- B,S","sticky, woody, musty",2.75
572,Mast Brothers,U.S.A.,2010,Venezuela,Ocumare de la Costa,75%,"2- B,S","dry, sticky, nutty, earthy",3
572,Mast Brothers,U.S.A.,2010,Dominican Republic,"Dominican Republic, Coop",70%,"2- B,S","sticky, earthy, coffee",3.25
713,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Light Roast",81%,"2- B,S","gritty, high astringent, sour",2.75
777,Mast Brothers,U.S.A.,2011,Papua New Guinea,Papua New Guinea,71%,"2- B,S","gritty, sticky, smoke,hammy",2.75
701,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Med. Roast",76%,"2- B,S","sandy, strawberry, sour",3
709,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Dark Roast",70%,"2- B,S","dry, sandy, intense, berry",3
777,Mast Brothers,U.S.A.,2011,Peru,San Martin,75%,"2- B,S","orange,lemon,coffee ground",3
777,Mast Brothers,U.S.A.,2011,Dominican Republic,Conacado,73%,"2- B,S","dry, gritty, red berry, coffee",3.25
672,Mast Brothers,U.S.A.,2011,Blend,Brooklyn Blend,72%,"2- B,S","rich cocoa, coffee, roasty",3.5
773,Mast Brothers,U.S.A.,2011,Belize,Moho River,70%,"2- B,S","gritty, tangy, cocoa",3.5
777,Mast Brothers,U.S.A.,2011,Dominican Republic,"La Red de Guanconejo, N. Highlands coop",74%,"2- B,S","gritty, raspberry, sour",3.75
999,Mast Brothers,U.S.A.,2012,Blend,Madagascar,72%,"2- B,S","gritty, overly tart, sour",2.5
999,Mast Brothers,U.S.A.,2012,Venezuela,Chuao,73%,"2- B,S","gritty, sour, sweet",2.75
959,Mast Brothers,U.S.A.,2012,Blend,"Shake Shack, Peru, Mad., Dom. Rep.",73%,"2- B,S","gritty, fruit, tart, rich",3.5
1359,Mast Brothers,U.S.A.,2014,Blend,"French Laundry 20th Anniversary, Peru, Belize",75%,"2- B,S","tart, deep choco",3.75
1450,Mast Brothers,U.S.A.,2015,Guatemala,Guatemala,76%,"2- B,S","mild bitter, citrus, intense",3
1450,Mast Brothers,U.S.A.,2015,Tanzania,Tanzania,74%,"2- B,S","green, vegetal, mild spice",3.25
1177,Matale,Australia,2013,Vanuatu,"Malekula P., 2013",72%,"3- B,S,C","sticky, butterscotch, nutty",3.5
1181,Matale,Australia,2013,Blend,"PNG, Vanuatu, Mad; 2013 h.",70%,"3- B,S,C","nutty, fruity, spicy",3.75
1177,Matale,Australia,2013,Madagascar,"Somia, 2013",68%,"3- B,S,C","sticky, red fruit",4
1177,Matale,Australia,2013,Papua New Guinea,"Kulili P., 2013",74%,"3- B,S,C","creamy, grassy, smoke, nut",4
2704,Maui Kuia,U.S.A.,2021,U.S.A.,"Kuia Estate, Hawaii, lot 083122",70%,"3- B,S,C","sweet, banana, mild sour orange",3.5
1367,Maverick,U.S.A.,2014,Belize,Maya Mountain,70%,"2- B,S","heavy roast, smoke",3.25
1367,Maverick,U.S.A.,2014,Dominican Republic,Elvesia,70%,"2- B,S","roasty, coffee",3.25
1430,Maverick,U.S.A.,2014,Peru,Tumbes,82%,"2- B,S","intense, burnt, bitter, spice",3.25
1430,Maverick,U.S.A.,2014,Peru,"Morropon, Norandiono Coop, Piura",63%,"3- B,S,C","sweet, cherry, cream, raisin",3.5
2482,Maverick,U.S.A.,2020,U.S.A.,"Hawai'i Island, Big Island, Mauna Kea",70%,"3- B,S,C","nutty, cheese, savory",3
2486,Maverick,U.S.A.,2020,Vietnam,"Dak Nong, Marou Cacao",75%,"3- B,S,C","roasty, hammy, dirty",3
2482,Maverick,U.S.A.,2020,Madagascar,"Akesson P., Sambirano",65%,"3- B,S,C","sweet edge, sour fruit",3.25
1728,Mayacama,U.S.A.,2016,Dominican Republic,Hispaniola,72%,"2- B,S","gritty, sweet, earthy",3
2474,McGuire,Canada,2020,Guatemala,"Cahabon E., ""Adioesmac""",70%,"3- B,S,C","musty, woody, rubbery, roasty",2.5
2478,McGuire,Canada,2020,Belize,"Maya Mountain, Toledo",70%,"3- B,S,C","cocoa, strawberry",3.25
1287,Meadowlands,U.S.A.,2014,Bolivia,Bolivia,70%,"2- B,S","pungent, off",2.5
1287,Meadowlands,U.S.A.,2014,Venezuela,Venezuela,70%,"2- B,S","molasses, sweet, choco",2.75
1287,Meadowlands,U.S.A.,2014,Belize,Belize,70%,"2- B,S","spicy, metallic, molasses",3
1291,Meadowlands,U.S.A.,2014,Nicaragua,"Nicaragua, w/ inbs",70%,"2- B,S","fatty, sligthly bland, earthy",3
1291,Meadowlands,U.S.A.,2014,Dominican Republic,Dominican Republic,70%,"2- B,S","high roast, nutty, deep choco",3.5
2362,Mellow,Denmark,2019,Ecuador,"Camino Verde, Duran Region",85%,"2- B,S*","floral, earthy, bitter",2.5
2362,Mellow,Denmark,2019,Dominican Republic,"Oko Caribe, El Cibao, 2018 Harvest",70%,"2- B,S*","dry, floral, dirty, coconut",2.75
2362,Mellow,Denmark,2019,Philippines,"Kablon Farms, Mindanao Island, 2018 harvest",70%,"2- B,S*","smooth, coconut, cocoa",3.25
2362,Mellow,Denmark,2019,Tanzania,"Kokoa Kamili, 2018 harvest, Mbingu Village",70%,"2- B,S*","creamy, coconut, cocoa",3.25
837,Menakao (aka Cinagra),Madagascar,2012,Madagascar,Madagascar,80%,"4- B,S,C,L","sticky, tart, slight burnt",2.5
841,Menakao (aka Cinagra),Madagascar,2012,Madagascar,Madagascar,72%,"4- B,S,C,L","uneven, smokey, hammy",2.5
1347,Mesocacao,Honduras,2014,Honduras,Honduras,80%,"3- B,S,C","intense, ham, butterscotch",3.25
1351,Mesocacao,Honduras,2014,Nicaragua,"La Tronca, Matagalpa",70%,"3- B,S,C","acidic, pomegrant, brownie",3.25
1347,Mesocacao,Honduras,2014,Honduras,Honduras,70%,"3- B,S,C","intense, grassy, spicy, rich",3.5
1351,Mesocacao,Honduras,2014,Nicaragua,"La Tronca, Matagalpa",80%,"3- B,S,C","dried fruit, rich cocoa",3.5
1494,Mesocacao,Honduras,2015,El Salvador,El Salvador,80%,"3- B,S,C","fatty, bitter, woody, roasty",2.75
1494,Mesocacao,Honduras,2015,El Salvador,El Salvador,70%,"3- B,S,C","dairy, caramel",3
2250,Mestico,Brazil,2018,Brazil,"Fazenda Bonanca, Bahia",75%,"3- B,S,C","earthy, floral, rubbery",2.5
1267,Metiisto,Sweden,2014,Brazil,"Fazenda Sempre Firme P., Bahia, batch 7",70%,"3- B,S,C","fatty, creamy, olive",3
1267,Metiisto,Sweden,2014,Madagascar,"Akesson Estate, batch 10",72%,"3- B,S,C","creamy, fatty, mild cherry",3.5
2166,Metiisto,Australia,2018,Solomon Islands,"Patovaki, Paspaskato Is",72%,"3- B,S,C","roasty/smokey, high acidity",3.25
2170,Metiisto,Australia,2018,Solomon Islands,Tenaru,67%,"3- B,S,C","dried fruit, mild hammy",3.75
1688,Metropolitan,Amsterdam,2015,Blend,South America,70%,"3- B,S,V","accesible, simple cocoa note",3.5
2210,Meybol,Germany,2018,Peru,Piura Blanco,70%,"3- B,S,C","grape, mild smoke, sandy",3.5
24,Michel Cluizel,France,2006,Blend,Carre Amer,60%,"4- B,S,C,V","sweet, crisp nibs",2
24,Michel Cluizel,France,2006,Blend,Carre Grand Noir,85%,"4- B,S,C,V",bitter coffee flavor,2
81,Michel Cluizel,France,2006,Blend,Noir Infini,99%,"4- B,S,C,V","smooth, bold, bitter",2
24,Michel Cluizel,France,2006,Sao Tome,Tamarina,70%,"4- B,S,C,V","creamy, licorice, herbs",3
24,Michel Cluizel,France,2006,Dominican Republic,Los Ancones P.,67%,"4- B,S,C,V","creamy, raisins, licorice",3.75
24,Michel Cluizel,France,2006,Madagascar,Mangaro P.,65%,"4- B,S,C,V","grapefruit, spices",3.75
24,Michel Cluizel,France,2006,Papua New Guinea,Maralumi P.,64%,"4- B,S,C,V",tropical fruit and mild smoke,3.75
117,Michel Cluizel,France,2007,Venezuela,"Carenero Superior, Concepcion",66%,"4- B,S,C,V","cocoa, orange",3.5
135,Michel Cluizel,France,2007,Sao Tome,Vila Gracinda,67%,"4- B,S,C,V","creamy, smoke, raspberry",3.5
963,Michel Cluizel,France,2012,Mexico,"Chiapas, Mokaya P.",66%,"4- B,S,C,V","raisins, melon",3.75
2020,Michel Cluizel,France,2017,Colombia,El Jardin,69%,"4- B,S,C,V","sandy, earthy, fatty",3.25
2270,Michel Cluizel,France,2019,Brazil,Riachuelo Plantation,70%,"4- B,S,C,V","sandy, grits, nutty, vanilla",3
2438,Michel Cluizel,France,2019,Guatemala,La Laguna Plantation,70%,"4- B,S,C,V","dairy, cocoa, fatty, apple",3.5
887,Middlebury,U.S.A.,2012,Blend,Houseblend,65%,"4- B,S*,C,Sa","chemical, salt, wtf",1.5
887,Middlebury,U.S.A.,2012,Bolivia,Alto Beni,75%,"4- B,S*,C,Sa","sticky, cardboard,why bother",2
887,Middlebury,U.S.A.,2012,Indonesia,"Balinese, Java",70%,"4- B,S*,C,Sa","leather, salt",2.5
1117,Middlebury,U.S.A.,2013,Dominican Republic,La Red,75%,"3- B,S*,Sa","molassses, palm, spicy",2.5
1117,Middlebury,U.S.A.,2013,Belize,Belize,80%,"4- B,S,C,Sa","strawberry, cream, spice",3.25
1538,Middlebury,U.S.A.,2015,Tanzania,Kokoa Kamili,75%,"3- B,S,C","banana, melon, fatty",3.25
1490,Middlebury,U.S.A.,2015,Belize,Maya Mountain,80%,"3- B,S,C","woody, lemon, mild bitter",3.5
1490,Middlebury,U.S.A.,2015,Trinidad,San Juan Estate,70%,"3- B,S,C","black pepper, dairy",3.5
1538,Middlebury,U.S.A.,2015,Nicaragua,"Matagalpa, Cacao Bisiesto",70%,"3- B,S,C","rum, herbal, rich",3.5
1490,Middlebury,U.S.A.,2015,Dominican Republic,Oko Caribe,75%,"3- B,S,C","spicy, rich, mint",3.75
1490,Middlebury,U.S.A.,2015,Venezuela,"Patanemo, Epoch, Donaldo",75%,"3- B,S,C","nutty, grassy, woody",3.75
2112,Mike & Becky,Belgium,2018,Dominican Republic,"Oko Caribe, hispaniola, 2017 harvest",70%,"3- B,S,C","fatty, simple",3
2112,Mike & Becky,Belgium,2018,India,Idukki,70%,"3- B,S,C","candy spices, sweet",3.25
2114,Mike & Becky,Belgium,2018,Peru,"Maranon, 2017 harvest",70%,"3- B,S,C","complex, true to origin",3.25
2112,Mike & Becky,Belgium,2018,Belize,"San Jose, Toledo, 2017 harvest",70%,"3- B,S,C","grape, cocoa",3.5
825,Millcreek Cacao Roasters,U.S.A.,2012,Ecuador,Ecuador,70%,"4- B,S,C,V","wine, brownie batter",3.5
1073,Millcreek Cacao Roasters,U.S.A.,2013,Ecuador,Ecuador,70%,"4- B,S,C,V","unrefined, burnt nuts, vanilla",2.5
2346,Millesime,Belgium,2019,Ecuador,"Los Rios, Arriba, 2017 Harvest",70%,"3- B,S,C","sandy, nutmeg, astringent",3
2346,Millesime,Belgium,2019,India,"Kaithapara Village, Idukki, Kerala, 2017 H.",74%,"3- B,S,C","dry, sandy, empty, sweet",3
2346,Millesime,Belgium,2019,Brazil,"Fazenda Leolinad, Bahia, 2017 H.",76%,"3- B,S,C","dry, sandy, dirt, empty",3
2566,Millesime,Belgium,2021,Panama,Bocas del Toro,75%,"3- B,S,C","sandy, green, grassy, harsh",2.75
2570,Millesime,Belgium,2021,India,Kaithapara,74%,"3- B,S,C","unripe fruit, sour, watery",3
2570,Millesime,Belgium,2021,Tanzania,Kilombero Valley,90%,"3- B,S,C","sandy, bitter, sour fruit",3
2214,Milton,Japan,2018,Brazil,Bahia,70%,"2- B,S","intense, sour, hammy",3
2214,Milton,Japan,2018,Vietnam,Ben Tre,70%,"2- B,S","cocounut, late sour",3.25
2210,Milton,Japan,2018,Madagascar,Ambanja,70%,"2- B,S","cocoa, mild pear, sticky",3.5
2214,Milton,Japan,2018,Peru,"Piura Gran Blanco, Sisyu & Kiriyana Phoenix",70%,"2- B,S","grape, thick, chewy",3.75
607,Mindo,U.S.A.,2010,Ecuador,Ecuador,77%,"3- B,S,C","dry, coffee notes from roaster",2.75
2382,Mindo,U.S.A.,2019,Ecuador,"Ecuador, lot# 181220",67%,"3- B,S,C","sandy, harsh, floral",2.75
1920,Minimal,Japan,2016,Haiti,"Acul-du-Nord, 2015",70%,"2- B,S","gritty, sweet, earty",3.5
1960,Mirzam,U.A.E.,2017,Papua New Guinea,Papua New Guinea,72%,"2- B,S","few grits, intense smoke",3
1960,Mirzam,U.A.E.,2017,Madagascar,Madagascar,72%,"2- B,S","tangy, roasty, ham",3.25
1960,Mirzam,U.A.E.,2017,India,India,65%,"3- B,S,C","sweet, licoric",3.5
1960,Mirzam,U.A.E.,2017,Vietnam,Vietnam,65%,"2- B,S","slight grainy, roasty, spicy",3.5
2370,Mirzam,U.A.E.,2019,Tanzania,Kokoa Kamili,72%,"3- B,S,C","complex, fruit, nut, rich",3.75
2458,Misina,Czech Republic,2020,Vietnam,Vietnam,70%,"3- B,S,C","sour fig, cocoa, creamy, fatty",3.5
1626,Mission,Brazil,2015,Brazil,"Bahia, Fazenda Venturosa",70%,"2- B,S","coarse, smokey, citrus",3.5
1880,Mission,Brazil,2016,Brazil,"Fazenda Camboa, Bahia",75%,"2- B,S","sticky, blackberry, acidic",3.75
2354,Mission,Brazil,2019,Puerto Rico,"Puerto Rico, 2018 harvest",70%,"3- B,S,C","powdery, intense, floral",3
955,Mita,Colombia,2012,Colombia,Tumaco,65%,,"vanilla, artificial, sweet",2.5
607,Moho,U.S.A.,2010,Belize,"Umoho R., Toledo District, San Felipe",67%,"3- B,S,C","rough, sweet, dairy, vanilla",2.75
