voyage_id,ship_name,port_origin,place_of_purchase,port_arrival,year_arrival,n_slaves_arrived,captains_name
81207,Elizabeth,Liverpool,"Gold Coast, port unspecified",Kingston,1787,550,"Aspinall, James (Jr)"
81208,Elizabeth,Liverpool,Bonny,Montevideo,1788,388,"Marshall, John"
81209,Elizabeth,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Kingston,1800,430,"Muir, John"
81210,Elizabeth,Liverpool,Bassa,"St. Vincent, port unspecified",1801,NA,"Muir, John"
81211,Elizabeth,Liverpool,Sierra Leone estuary,"Grenada, port unspecified",1791,189,"Bowers, Stephen<br/> Hopkins"
81212,Elizabeth,"Grenada, port unspecified",Sierra Leone estuary,"Grenada, port unspecified",1792,157,"Bowers, Stephen<br/> Hopkins"
81213,Elizabeth,Liverpool,Bonny,"Martinique, port unspecified",1799,455,"Kneale, Charles"
81214,Elizabeth,Liverpool,Iles de Los,Suriname,1800,312,"Mill, John"
81215,Elizabeth,Liverpool,Bonny,Demerara,1801,NA,"Giles, James"
81216,Elizabeth,Liverpool,Cape Coast Castle,Demerara,1803,NA,"Giles, James"
81217,Elizabeth,Liverpool,Bonny,Havana,1804,334,"Giles, James"
81218,Elizabeth,Liverpool,Congo River,Montevideo,1805,128,"Hensley, Samuel"
81219,Elizabeth,Liverpool,"Africa., port unspecified","Trinidad, port unspecified",1803,225,"Brew, Christopher"
81220,Elizabeth,Liverpool,"Lagos, Onim",Basse-Terre,1804,NA,"Brew, Christopher"
81221,Elizabeth,Liverpool,"Africa., port unspecified","Dominica, port unspecified",1806,NA,"Brown, James"
81222,Elizabeth,Liverpool,New Calabar,Kingston,1807,313,"Brown, James"
81223,Elizabeth,Liverpool,"Africa., port unspecified","Barbados, port unspecified",1797,357,"Johnston, Thomas"
81224,Elizabeth,Liverpool,"West Central Africa and St. Helena, port unspecified",Savannah,1798,335,"Johnston, Thomas<br/> Whalley, John<br/> Ross, Thomas"
81225,Elizabeth,Liverpool,"West Central Africa and St. Helena, port unspecified","Barbados, port unspecified",1800,327,"Knowles, Thomas"
81226,Elizabeth,Liverpool,Malembo,"St. Kitts, port unspecified",1801,NA,"Knowles, Thomas<br/> Cubbon, Thomas"
81227,Elizabeth,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Kingston,1804,219,"Cowen, William<br/> Turnbull, William"
81228,Elizabeth,London,Gambia,Kingston,1788,NA,"Thompson<br/> Willoughby, Thomas"
81229,Elizabeth,Liverpool,"West Central Africa and St. Helena, port unspecified",Basse-Terre,1807,NA,"Flinn, John"
81231,Elizabeth Anderson,London,Bance Island (Ben's Island),Port Maria,1792,389,"Bowie, James"
81232,Elizabeth Anderson,London,Bance Island (Ben's Island),Kingston,1794,369,"Bowie, James<br/> Merrick, Benjamin"
81233,Elizabeth Anderson,London,Bance Island (Ben's Island),Zion Hill,1796,NA,"Wilkins, James<br/> Smith<br/> Welch"
81234,Elizabeth Anderson,London,Bance Island (Ben's Island),Zion Hill,1798,391,"Wilkins, James"
81235,Elizabeth Anderson,London,"Africa., port unspecified",Zion Hill,1799,369,"Wilkins, James"
81236,Elizabeth Anderson,London,Bance Island (Ben's Island),Berbice,1801,NA,"Wilkins, James"
81237,Elizabeth Anderson,London,"Africa., port unspecified","St. Kitts, port unspecified",1802,175,"Wilkins, James"
81238,Ellen,Liverpool,Cameroons,"Grenada, port unspecified",1788,NA,"Foulkes, John"
81239,Ellen,"Grenada, port unspecified",Bundy,"Grenada, port unspecified",1790,65,"Foulkes, John"
81240,Ellen,Liverpool,Iles de Los,"Grenada, port unspecified",1791,142,"Clark, Joseph"
81241,Ellen,Liverpool,"Lagos, Onim","Jamaica, port unspecified",1790,194,"Ford, John<br/> Hull, Benjamin"
81242,Ellen,Liverpool,"Gold Coast, port unspecified","Trinidad, port unspecified",1792,206,"Irving, James<br/> Baillie, James"
81243,Ellen,Liverpool,"Africa., port unspecified",Cayes (Les),1792,NA,Molyneux
81244,Ellen,Liverpool,Bonny,Montego Bay,1804,270,"Reddie, John"
81245,Ellen,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1806,269,"Reddie, John"
81246,Ellen,Liverpool,"Gold Coast, port unspecified",Montego Bay,1807,267,"Reddie, John"
81247,Elliott,Liverpool,Whydah,Kingston,1784,730,"Cleminson, John"
81248,Elliott,Liverpool,"Lagos, Onim",Kingston,1786,898,"Cleminson, John"
81249,Elliott,Liverpool,"Bight of Benin, port unspecified",Kingston,1788,520,"Reid, John<br/> Smith, William<br/> Mathias, James"
81250,Elliott,Liverpool,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1793,472,"Sherwood, William"
81251,Elliott,Liverpool,Malembo,Kingston,1794,502,"Sherwood, William"
81252,Elliott,Liverpool,"Africa., port unspecified",Havana,1796,497,"Sherwood, William"
81253,Elliott,Liverpool,Bonny,Kingston,1797,473,"Christian, David"
81254,Elliott,Liverpool,"West Central Africa and St. Helena, port unspecified","Martinique, port unspecified",1799,503,"Parkinson, John"
81255,Elliott,Liverpool,"Africa., port unspecified","British Caribbean, colony unspecified",1800,NA,"Boardman, Timothy"
81256,Elliott,Liverpool,Bonny,Havana,1803,367,"Lawson, A<br/> Livingston, John"
81258,Ellis,Liverpool,Calabar,"Grenada, port unspecified",1788,330,"Ford, John"
81259,Ellis,Liverpool,"Gold Coast, port unspecified","St. Vincent, port unspecified",1791,389,"Matthews, Joseph<br/> Given, Thomas"
81260,Ellis,Liverpool,Bonny,Montego Bay,1792,346,"Givin, Thomas"
81261,Ellis,Liverpool,Bonny,Montego Bay,1792,455,"Heart, Thomas"
81262,Ellis,Liverpool,Sierra Leone estuary,Demerara,1798,406,"Soutar, James"
81263,Ellis,Liverpool,Sierra Leone estuary,Demerara,1799,431,"Soutar, James"
81264,Ellis,Liverpool,Sierra Leone estuary,Suriname,1801,220,"Soutar, James"
81267,Ellis,Liverpool,NA,NA,1806,NA,"Brown, William"
81269,Emerald,Liverpool,Cameroons,"Tortola, port unspecified",1804,280,"McConnan, James"
81270,Emerald,Liverpool,Cameroons,"Tortola, port unspecified",1806,NA,"Eccles, John"
81271,Emerald,Liverpool,Cameroons,"Trinidad, port unspecified",1807,279,"Hunter, James<br/> Elias, John"
81279,Endeavour,Liverpool,Cape Mount (Cape Grand Mount),"Barbados, port unspecified",1785,120,"Hale, Caleb<br/> Simmons, John"
81280,Endeavour,"Barbados, port unspecified",NA,NA,1785,NA,"Simmons, John"
81281,Endeavour,Liverpool,"Gold Coast, port unspecified","Trinidad, port unspecified",1806,NA,"Cowan, Alexander"
81282,Endeavour,Liverpool,"Gold Coast, port unspecified",Demerara,1808,188,"Cowan, Alexander"
81283,Endeavour,Liverpool,"Africa., port unspecified","St. Vincent, port unspecified",1790,81,"Nicholson, Alexander"
81286,Enterprize,Liverpool,Bonny,"Dominica, port unspecified",1784,514,"Wilson, Charles"
81287,Enterprize,Liverpool,Bonny,"Dominica, port unspecified",1785,447,"Wilson, Charles"
81288,Enterprize,Liverpool,Anomabu,"Jamaica, port unspecified",1787,500,"Wilson, Charles"
81289,Enterprize,Liverpool,Ambriz,Demerara,1797,357,"Jackson, Edward"
81290,Enterprize,Liverpool,"West Central Africa and St. Helena, port unspecified","St. Kitts, port unspecified",1799,348,"Brine, John"
81291,Enterprize,Liverpool,NA,NA,1799,NA,"Carlile, Ludwick"
81292,Enterprize,Liverpool,Bonny,Suriname,1801,232,"Booth, Henry"
81293,Enterprize,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Grenada, port unspecified",1792,319,"Leathom, Roger"
81294,Enterprize,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Grenada, port unspecified",1792,287,"Leathom, Roger"
81295,Enterprize,Liverpool,Congo River,Kingston,1794,360,"Young, William"
81296,Enterprize,Liverpool,Congo River,Kingston,1796,356,"Heron, John"
81297,Enterprize,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1797,362,"Heron, John"
81298,Enterprize,Liverpool,"West Central Africa and St. Helena, port unspecified",St. Croix,1798,347,"Heron, John"
81299,Enterprize,Liverpool,Congo River,Kingston,1800,304,"Heron, John"
81300,Enterprize,Liverpool,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1801,NA,"Lawson, Caesar"
81301,Enterprize,Liverpool,New Calabar,Havana,1802,225,"Egerton, Thomas W<br/> Martin, James"
81302,Enterprize,Liverpool,Bonny,Havana,1804,412,"Lawson, Caesar"
81303,Enterprize,Liverpool,Bonny,Kingston,1804,387,"Lawson, Caesar"
81304,Enterprize,Liverpool,"Africa., port unspecified",Montego Bay,1806,388,"Lawson, Caesar"
81305,Enterprize,Liverpool,Bonny,Montego Bay,1807,262,"Lawson, Caesar"
81311,Essex,Liverpool,Bassa,"St. Vincent, port unspecified",1784,291,"Potter, Peter"
81312,Essex,Liverpool,Calabar,"Dominica, port unspecified",1786,235,"Potter, Peter"
81315,Esther,Liverpool,"West Central Africa and St. Helena, port unspecified","Trinidad, port unspecified",1804,156,"Gwin, John"
81316,Esther,Liverpool,Congo River,Suriname,1805,150,"Pickering, John"
81317,Esther,Liverpool,NA,NA,1806,NA,"Flinn, John"
81318,Esther,London,Cape Mount (Cape Grand Mount),Kingston,1801,291,"Bowers, Stephen<br/> Main, James<br/> Abbot"
81319,Esther,London,"West Central Africa and St. Helena, port unspecified",Demerara,1803,NA,"Stewart, Duncan<br/> Hamilton"
81320,Esther,London,Congo River,Charleston,1804,367,"Stewart, Duncan"
81321,Esther,London,"West Central Africa and St. Helena, port unspecified",Charleston,1805,370,"Irving, George"
81322,Esther Lindo,Liverpool,Calabar,Suriname,1800,355,"Bird, Adam<br/> Jump, Thomas"
81323,Europa,London,NA,NA,1783,NA,"Dalzel, Archibald"
81324,Europe,Liverpool,Bonny,NA,1786,NA,"Brine, John"
81325,Europe,Liverpool,Bonny,"Dominica, port unspecified",1785,482,"Wilcox, Daniel"
81326,Expedition,Liverpool,New Calabar,Kingston,1799,347,"Murdock, John<br/> McAdam, Robert"
81327,Expedition,Liverpool,Malembo,Kingston,1800,232,"Cormack, George"
81328,Expedition,Liverpool,Calabar,Demerara,1801,NA,"Ward, John"
81329,Expedition,Liverpool,Cameroons,"Dominica, port unspecified",1803,256,"D'Arcy, John"
81330,Expedition,Liverpool,Cape Mount (Cape Grand Mount),Suriname,1804,254,"Roberts, Robert"
81331,Expedition,Liverpool,"Africa., port unspecified",Suriname,1806,235,"Roberts, Robert"
81332,Expedition,Liverpool,Windward Coast (Nunez - Assini),Kingston,1807,215,"Roberts, Robert"
81333,Expedition,Liverpool,NA,NA,1804,NA,"Belfrage, John"
81335,Experiment,London,Cape Coast Castle,"Jamaica, port unspecified",1790,242,"Owen, Richard<br/> Woolbert"
81336,Experiment,"Jamaica, port unspecified","Gold Coast, port unspecified",Kingston,1791,232,"Woolbert, Diederick"
81337,Experiment,London,"Gold Coast, port unspecified",Kingston,1792,238,"Woolbert, Diederick"
81338,Experiment,Kingston,"Gold Coast, port unspecified",Kingston,1792,191,"Marman, John"
81339,Experiment,Kingston,"Gold Coast, port unspecified",Kingston,1793,231,"Marman, John"
81341,Experiment,London,"Gold Coast, port unspecified",Kingston,1795,251,"Mechan, William"
81342,Experiment,"Jamaica, port unspecified",Cape Coast Castle,NA,1795,NA,"Mechan, W"
81343,Experiment,Liverpool,Windward Coast (Nunez - Assini),"Grenada, port unspecified",1807,NA,"Taylor, R<br/> Proctor"
81344,Experiment,London,"West Central Africa and St. Helena, port unspecified","Dominica, port unspecified",1784,500,"Sherwood, William<br/> Penketh, John"
81345,Experiment,Liverpool,Calabar,NA,1806,NA,"Smith, John"
81347,Express,London,Popo,"St. Vincent, port unspecified",1793,125,"Chester, Andrew"
81348,Express,"St. Kitts, port unspecified",Gabon,Kingston,1794,137,"Chester, Andrew"
81349,Express,London,Accra,Zion Hill,1796,NA,"Chester, Andrew<br/> Boland"
81350,Express,London,Popo,"British Caribbean, colony unspecified",1796,NA,"Lawson, George"
81351,Express,"St. Kitts, port unspecified",NA,NA,1798,NA,Steele
81352,Fair American,Liverpool,Calabar,Kingston,1784,217,"Tatem, John"
81353,Fair American,Liverpool,Calabar,Kingston,1785,250,"Tatem, John"
81354,Fair Penitent,Liverpool,Iles de Los,"Grenada, port unspecified",1798,253,"Gardner, Caleb"
81355,Fairy,London,"Gold Coast, port unspecified","Barbados, port unspecified",1795,NA,Adams
81356,Fairy,Liverpool,"West Central Africa and St. Helena, port unspecified","Tortola, port unspecified",1783,433,"Knox, John"
81357,Fairy,Liverpool,"West Central Africa and St. Helena, port unspecified","Dominica, port unspecified",1784,280,"Knox, John"
81360,Falmouth,Liverpool,Iles de Los,NA,1796,NA,"Pearson, Richard"
81361,Falmouth,Liverpool,Bonny,Montego Bay,1807,395,"Sherwood, William"
81364,Falstaff,Liverpool,NA,NA,1781,NA,"Hart, Thomas"
81365,Fame,Liverpool,NA,NA,1798,NA,"Brade, Thomas"
81370,Fame,Liverpool,Bonny,Kingston,1797,480,"Bennett, Robert"
81371,Fame,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Trinidad, port unspecified",1801,NA,"Pritchard, Owen<br/> Campbell, John"
81372,Fame,Liverpool,Sierra Leone estuary,Demerara,1804,315,"Davidson, Richard"
81373,Fame,London,Cape Coast Castle,Demerara,1800,384,"Woolbert, Diederick"
81374,Fame,London,"Gold Coast, port unspecified",Havana,1802,380,Woolbert<br/> Jameson
81375,Fancy,Liverpool,"Africa., port unspecified","Tortola, port unspecified",1782,270,"Greaves, George"
81376,Fancy,Liverpool,Cape Mount (Cape Grand Mount),Cap Francais,1783,320,"Greaves, George"
81377,Fancy,Liverpool,Windward Coast (Nunez - Assini),Saint John (Antigua),1784,336,"Greaves, George"
81378,Fancy,Liverpool,Grand Mesurado,Saint John (Antigua),1786,348,"Shepherd, Richard (a) Sheppard<br/> Crow, Francis"
81379,Fancy,Liverpool,Windward Coast (Nunez - Assini),Saint John (Antigua),1788,300,"Mott, Andrew"
81380,Fancy,Liverpool,Bassa,"Grenada, port unspecified",1790,165,"Mott, Andrew"
81381,Fancy,Liverpool,Bonny,Montego Bay,1792,233,"Mott, Andrew"
81382,Fancy,Liverpool,Congo River,Kingston,1793,298,"Cleland, George"
81386,Fanny,NA,Sierra Leone estuary,"Dominica, port unspecified",1792,61,Rogers
81388,Fanny,Liverpool,Cameroons,"Barbados, port unspecified",1787,185,"Evans, Jenkin"
81389,Fanny,"Barbados, port unspecified",Cameroons,"Dominica, port unspecified",1789,120,"Evans, Jenkin"
81390,Fanny,Liverpool,Bassa,"Grenada, port unspecified",1790,144,"Grierson, Alexander"
81391,Fanny,Liverpool,Gabon,"Grenada, port unspecified",1791,145,"Gibson, Samuel"
81392,Fanny,Liverpool,Cap Lopez,"Barbados, port unspecified",1792,127,"Gibson, Samuel"
81394,Fanny,London,Gambia,"Dominica, port unspecified",1784,112,"Nevin, John<br/> Paterson, R"
81395,Fanny,London,"Africa., port unspecified","Dominica, port unspecified",1786,NA,"Mather, James"
81396,Fanny,London,NA,NA,1786,NA,"Mather, James"
81397,Fanny,London,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Savanna la Mar,1788,106,"Campion, John"
81398,Fanny,"Jamaica, port unspecified",Gambia,NA,1788,NA,"Campion, John"
81400,Fanny,Liverpool,Anomabu,Demerara,1799,411,"Adams, John"
81401,Fanny,Liverpool,"West Central Africa and St. Helena, port unspecified",Suriname,1800,446,"Davidson, Andrew<br/> Simpson, John"
81402,Fanny,London,Cape Coast Castle,Kingston,1800,184,"Stewart, Alexander"
81403,Fanny,London,Gambia,"Grenada, port unspecified",1792,82,"Leigh, B"
81404,Fanny,"Grenada, port unspecified","Africa., port unspecified",NA,1792,NA,Moore
81405,Fanny,Liverpool,Windward Coast (Nunez - Assini),"Grenada, port unspecified",1783,NA,"Walker, Thomas"
81406,Fanny,Liverpool,Calabar,Charleston,1784,140,"Overton, Barton"
81407,Fanny,Liverpool,Calabar,"Dominica, port unspecified",1786,234,"Overton, Barton"
81408,Fanny,Liverpool,New Calabar,"St. Vincent, port unspecified",1787,234,"Overton, Barton"
81409,Fanny,Liverpool,Iles de Los,"Grenada, port unspecified",1788,250,"Webster, Charles"
81410,Fanny,Liverpool,Sierra Leone estuary,"Grenada, port unspecified",1789,250,"Webster, Charles"
81411,Fanny,Liverpool,New Calabar,"Grenada, port unspecified",1789,287,"Webster, Charles"
81412,Fanny,Liverpool,New Calabar,"Grenada, port unspecified",1791,270,"Webster, Charles"
81413,Fanny,Liverpool,New Calabar,"St. Vincent, port unspecified",1792,243,"Platt, William"
81414,Fanny,Liverpool,Malembo,"Dominica, port unspecified",1798,270,"Davies, David"
81415,Fanny,Liverpool,Cape Coast Castle,"Martinique, port unspecified",1799,295,"Crooker, Thomas<br/> Harvey, John"
81416,Fanny,Liverpool,"West Central Africa and St. Helena, port unspecified",St. Croix,1799,360,"Irwin, James"
81417,Fanny,Liverpool,Gallinhas,Suriname,1801,207,"Irwin, James"
81418,Fanny,Liverpool,New Calabar,Havana,1802,245,"Irwin, James"
81419,Fanny,Liverpool,New Calabar,Kingston,1803,243,"Irwin, James"
81420,Fanny,Liverpool,Congo River,Charleston,1805,179,"McLeveen, John"
81421,Fanny,Liverpool,Congo River,Basse-Terre,1805,207,"Kennan, Archibald"
81423,Fanny,Liverpool,"West Central Africa and St. Helena, port unspecified","Barbados, port unspecified",1795,62,"Bellis, John"
81424,Fanny,London,"West Central Africa and St. Helena, port unspecified",Saint Ann's Bay,1793,149,"Higgin, John"
81425,Farnham,London,Congo River,Charleston,1806,311,"Tonkin, R"
81426,Favourite,Liverpool,Whydah,"Puerto Rico, port unspecified",1797,NA,"Williams, William"
81427,Favourite,London,New Calabar,Montevideo,1789,393,"Banfield, Joseph"
81429,Favourite,Liverpool,Bonny,"Dominica, port unspecified",1787,100,"Holliday, Thomas<br/> Evans, David"
81433,Favourite,Liverpool,"West Central Africa and St. Helena, port unspecified","Barbados, port unspecified",1797,261,"Mawdsley, Peter"
81434,Favourite,Liverpool,Ambriz,"Martinique, port unspecified",1798,267,"Mawdsley, Peter"
81435,Favourite,Liverpool,Ambriz,"Martinique, port unspecified",1799,258,"Evans, Nehemiah<br/> Holmes, Archibald"
81436,Favourite,Liverpool,Bonny,Montego Bay,1798,562,"Bennett, Robert"
81437,Favourite,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1800,590,"Bennett, Robert"
81438,Favourite,Liverpool,"Africa., port unspecified",Demerara,1802,393,"Davidson, Andrew"
81439,Tartar,Lancaster,Banana Islands,Kingston,1784,152,"Doughty, Robert"
81440,Fenton,Lancaster,"Africa., port unspecified",Kingston,1785,174,"Harrison, William<br/> Keirson"
81444,Ferret,London,Gambia,Charleston,1784,65,"Heatley, Robert"
81449,Fisher,Liverpool,Sierra Leone estuary,"Grenada, port unspecified",1788,412,"Clark, Joseph<br/> Kendall, Richard"
81450,Fisher,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Montego Bay,1788,254,"Hewan, John"
81451,Fisher,Liverpool,"Africa., port unspecified","Jamaica, port unspecified",1790,263,"Hewan, John"
81452,Fisher,Liverpool,Bonny,"Jamaica, port unspecified",1791,212,"Hewan, John"
81453,Fisher,Liverpool,Iles de Los,"Grenada, port unspecified",1793,315,"Clark, Joseph"
81454,Fisher,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Kingston,1798,331,"Payne, Thomas"
81455,Fisher,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",Kingston,1799,324,"Payne, Thomas"
81456,Fisher,Liverpool,"Africa., port unspecified",Cayenne,1800,NA,"Payne, Thomas"
81457,Flora,London,Cape Coast Castle,"Grenada, port unspecified",1793,115,"Lurcham, J<br/> Coley, Richard<br/> Galloway, Andrew"
81461,Flora,London,"Gold Coast, port unspecified",Demerara,1798,206,"Adams, George"
81462,Flora,London,"Africa., port unspecified",Charleston,1807,NA,"Ingraham, W"
81463,Flora,London,"Gold Coast, port unspecified",Havana,1802,317,"Woolbert, Diederick"
81465,Connecticut,Liverpool,NA,NA,1796,NA,Harman
81466,Fly,Liverpool,Iles de Los,"Dominica, port unspecified",1790,154,"Edson, John"
81467,Fly,"Dominica, port unspecified","Africa., port unspecified","Dominica, port unspecified",1790,68,"Edson, John"
81468,Fly,Liverpool,Iles de Los,"Dominica, port unspecified",1790,170,"Edson, John"
81469,Fly,"Dominica, port unspecified",Iles de Los,"Grenada, port unspecified",1791,157,"Edson, John"
81470,Fly,London,Badagry/Apa,NA,1792,NA,"Ramsay, William"
81475,Fly,London,Anomabu,Kingston,1786,320,"Hoare<br/> Morton, Edward<br/> Coley, Richard"
81476,Fly,London,"Gold Coast, port unspecified",Montego Bay,1788,NA,"Hoare, George<br/> Coley, Richard"
81477,Fly,London,"Gold Coast, port unspecified",Black River,1789,238,"Coley, Richard"
81478,Fly,London,Anomabu,Montego Bay,1791,240,"Coley, Richard<br/> Sutton<br/> Creed"
81479,Fly,London,Anomabu,Montego Bay,1792,240,Creed
81480,Fly,Montego Bay,"Bight of Benin, port unspecified","Grenada, port unspecified",1794,234,"Creed, Giles"
81481,Fly,London,"Gold Coast, port unspecified",Kingston,1795,223,"Creed, Giles"
81482,Fly,London,Cape Coast Castle,Demerara,1796,NA,"Clark, James<br/> Vaughan, Richard"
81483,Fly,Liverpool,NA,NA,1798,NA,"Jones, John"
81489,Flyer,Liverpool,Anomabu,"Barbados, port unspecified",1796,140,"Carlile, Ludwick"
81490,Flying Fish,London,Cape Coast Castle,Kingston,1806,187,"Wilson, James"
81491,Forbes,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","Martinique, port unspecified",1798,359,"Pince, John"
81492,Forbes,Liverpool,Bonny,"Martinique, port unspecified",1799,350,"Pince, John"
81493,Forbes,Liverpool,New Calabar,"Martinique, port unspecified",1800,329,"Belcher, Elijah"
81494,Forbes,Liverpool,Sierra Leone estuary,Demerara,1803,234,"Barrett, Dominick"
81495,Forbes,Liverpool,Windward Coast (Nunez - Assini),NA,1804,NA,"Barrett, Dominick"
81496,Ford,Liverpool,"Africa., port unspecified","Trinidad, port unspecified",1803,279,"Hackney, Alexander<br/> Williams, William"
81497,Fortune,Liverpool,Congo River,Nassau,1805,NA,"Watt, Charles<br/> Bridson, Hugh<br/> Kelly, R"
81498,Fortune,Liverpool,Bonny,Kingston,1807,343,"Kennan, Archibald"
81503,Frances,Liverpool,Congo North,Charleston,1804,185,"Soutar, James"
81504,Frances,Liverpool,"Africa., port unspecified",Demerara,1805,NA,"Laughton, John"
81505,Frances,Liverpool,Loango,"British Caribbean, colony unspecified",1808,183,"Williams, William"
81510,Francis and Harriot,London,"Gold Coast, port unspecified","Grenada, port unspecified",1792,266,"Clark, John<br/> Gordon"
