city,state,city_size,mode,n,percent,moe,state_abb,state_region
Fort Dodge city,Iowa,Small,Walk,353,3.1,1.1,IA,North Central
Fort Lee borough,New Jersey,Small,Walk,790,4.6,1.1,NJ,Northeast
Fort Myers city,Florida,Small,Walk,448,1.9,0.8,FL,South
Fort Pierce city,Florida,Small,Walk,227,1.5,1,FL,South
Fort Smith city,Arkansas,Small,Walk,453,1.2,0.4,AR,South
Fort Walton Beach city,Florida,Small,Walk,179,1.8,0.9,FL,South
Foster City city,California,Small,Walk,228,1.5,0.7,CA,West
Fountain city,Colorado,Small,Walk,60,0.5,0.5,CO,West
Fountain Hills town,Arizona,Small,Walk,34,0.3,0.3,AZ,West
Fountain Valley city,California,Small,Walk,240,0.9,0.5,CA,West
Frankfort city,Kentucky,Small,Walk,500,4.1,1.1,KY,South
Franklin city,Indiana,Small,Walk,383,3.6,1.1,IN,North Central
Franklin city,Tennessee,Small,Walk,142,0.4,0.3,TN,South
Franklin city,Wisconsin,Small,Walk,88,0.5,0.4,WI,North Central
Franklin Town city,Massachusetts,Small,Walk,279,1.7,0.6,MA,Northeast
Frederick city,Maryland,Small,Walk,1406,4.1,0.8,MD,South
Fredericksburg city,Virginia,Small,Walk,729,6.3,2.5,VA,South
Freeport city,Illinois,Small,Walk,384,3.6,1.3,IL,North Central
Freeport village,New York,Small,Walk,981,4.7,1.1,NY,Northeast
Fremont city,Nebraska,Small,Walk,448,3.4,0.9,NE,North Central
Fridley city,Minnesota,Small,Walk,207,1.5,0.7,MN,North Central
Friendswood city,Texas,Small,Walk,100,0.6,0.5,TX,South
Gadsden city,Alabama,Small,Walk,191,1.6,1.1,AL,South
Gahanna city,Ohio,Small,Walk,149,0.8,0.4,OH,North Central
Gainesville city,Georgia,Small,Walk,485,3.3,1,GA,South
Gaithersburg city,Maryland,Small,Walk,725,2.2,0.7,MD,South
Galesburg city,Illinois,Small,Walk,718,5.8,1.1,IL,North Central
Gallatin city,Tennessee,Small,Walk,104,0.8,0.7,TN,South
Gallup city,New Mexico,Small,Walk,407,4.9,1.9,NM,West
Galt city,California,Small,Walk,104,1.1,0.9,CA,West
Galveston city,Texas,Small,Walk,1350,6.2,1.3,TX,South
Garden City city,Kansas,Small,Walk,427,3.2,2,KS,North Central
Garden City city,Michigan,Small,Walk,72,0.6,0.4,MI,North Central
Garden City village,New York,Small,Walk,295,3.1,1,NY,Northeast
Gardena city,California,Small,Walk,638,2.5,1,CA,West
Gardner city,Kansas,Small,Walk,48,0.5,0.4,KS,North Central
Gardner city,Massachusetts,Small,Walk,360,4.1,1.9,MA,Northeast
Garfield city,New Jersey,Small,Walk,445,3,1,NJ,Northeast
Garfield Heights city,Ohio,Small,Walk,325,2.5,0.9,OH,North Central
Garner town,North Carolina,Small,Walk,166,1.2,0.9,NC,South
Gary city,Indiana,Small,Walk,897,3.6,0.9,IN,North Central
Gastonia city,North Carolina,Small,Walk,199,0.7,0.3,NC,South
Geneva city,Illinois,Small,Walk,167,1.6,0.9,IL,North Central
Georgetown city,Kentucky,Small,Walk,345,2.5,0.8,KY,South
Georgetown city,Texas,Small,Walk,501,2.7,1.1,TX,South
Germantown city,Tennessee,Small,Walk,124,0.7,0.4,TN,South
Gillette city,Wyoming,Small,Walk,249,1.6,0.9,WY,West
Gilroy city,California,Small,Walk,341,1.6,0.7,CA,West
Gladstone city,Missouri,Small,Walk,123,1,0.6,MO,North Central
Glen Cove city,New York,Small,Walk,614,5,1.9,NY,Northeast
Glen Ellyn village,Illinois,Small,Walk,382,3.1,1,IL,North Central
Glendale Heights village,Illinois,Small,Walk,217,1.3,0.8,IL,North Central
Glendora city,California,Small,Walk,320,1.4,0.7,CA,West
Glenview village,Illinois,Small,Walk,268,1.3,0.5,IL,North Central
Gloucester city,Massachusetts,Small,Walk,745,5.3,1.2,MA,Northeast
Golden Valley city,Minnesota,Small,Walk,90,0.8,0.5,MN,North Central
Goldsboro city,North Carolina,Small,Walk,314,2.2,0.7,NC,South
Goleta city,California,Small,Walk,559,3.6,1.1,CA,West
Goodyear city,Arizona,Small,Walk,104,0.4,0.3,AZ,West
Goose Creek city,South Carolina,Small,Walk,2167,11.5,2.6,SC,South
Goshen city,Indiana,Small,Walk,597,4.5,1.3,IN,North Central
Grand Forks city,North Dakota,Small,Walk,1222,4.1,0.7,ND,North Central
Grand Island city,Nebraska,Small,Walk,152,0.6,0.3,NE,North Central
Grand Junction city,Colorado,Small,Walk,934,3.4,0.9,CO,West
Grandview city,Missouri,Small,Walk,141,1.2,0.7,MO,North Central
Granite City city,Illinois,Small,Walk,85,0.7,0.5,IL,North Central
Grants Pass city,Oregon,Small,Walk,318,2.5,1.1,OR,West
Grapevine city,Texas,Small,Walk,159,0.6,0.5,TX,South
Grayslake village,Illinois,Small,Walk,111,1,0.5,IL,North Central
Great Falls city,Montana,Small,Walk,708,2.5,0.6,MT,West
Greeley city,Colorado,Small,Walk,1404,3.4,0.7,CO,West
Green city,Ohio,Small,Walk,75,0.6,0.5,OH,North Central
Greenacres city,Florida,Small,Walk,191,1.1,0.5,FL,South
Greenbelt city,Maryland,Small,Walk,498,3.7,1.5,MD,South
Greenfield city,Indiana,Small,Walk,156,1.7,1.1,IN,North Central
Greenfield city,Wisconsin,Small,Walk,161,0.9,0.5,WI,North Central
Greenville city,Mississippi,Small,Walk,343,3,1.2,MS,South
Greenville city,North Carolina,Small,Walk,1275,3.1,0.8,NC,South
Greenville city,South Carolina,Small,Walk,1772,6.2,1.3,SC,South
Greenville city,Texas,Small,Walk,166,1.7,1.1,TX,South
Greenwood city,Indiana,Small,Walk,137,0.5,0.3,IN,North Central
Greenwood city,South Carolina,Small,Walk,187,2.3,1.4,SC,South
Greer city,South Carolina,Small,Walk,276,2.3,1.7,SC,South
Griffin city,Georgia,Small,Walk,196,2.4,1.4,GA,South
Grove City city,Ohio,Small,Walk,165,0.9,0.6,OH,North Central
Gulfport city,Mississippi,Small,Walk,1240,4.1,1,MS,South
Gurnee village,Illinois,Small,Walk,61,0.4,0.2,IL,North Central
Hackensack city,New Jersey,Small,Walk,1696,7.3,1.4,NJ,Northeast
Hagerstown city,Maryland,Small,Walk,676,3.9,1.2,MD,South
Haines City city,Florida,Small,Walk,72,0.9,0.8,FL,South
Hallandale Beach city,Florida,Small,Walk,412,2.6,1.2,FL,South
Haltom City city,Texas,Small,Walk,243,1.2,0.6,TX,South
Hamilton city,Ohio,Small,Walk,700,2.7,0.7,OH,North Central
Hammond city,Indiana,Small,Walk,757,2.4,0.5,IN,North Central
Hammond city,Louisiana,Small,Walk,340,4,1.3,LA,South
Hamtramck city,Michigan,Small,Walk,108,1.7,0.9,MI,North Central
Hanford city,California,Small,Walk,427,2,0.7,CA,West
Hanover Park village,Illinois,Small,Walk,198,1.1,0.7,IL,North Central
Harker Heights city,Texas,Small,Walk,192,1.6,0.8,TX,South
Harlingen city,Texas,Small,Walk,338,1.6,0.7,TX,South
Harrisburg city,Pennsylvania,Small,Walk,1652,8.3,1.5,PA,Northeast
Harrison village,New York,Small,Walk,890,7.4,1.8,NY,Northeast
Harrisonburg city,Virginia,Small,Walk,1467,7.2,1.2,VA,South
Harvey city,Illinois,Small,Walk,259,3.6,1.5,IL,North Central
Hastings city,Minnesota,Small,Walk,157,1.4,0.7,MN,North Central
Hastings city,Nebraska,Small,Walk,466,3.7,1.1,NE,North Central
Hattiesburg city,Mississippi,Small,Walk,940,4.6,1,MS,South
Havelock city,North Carolina,Small,Walk,655,6.2,2,NC,South
Haverhill city,Massachusetts,Small,Walk,852,2.8,0.9,MA,Northeast
Hawthorne city,California,Small,Walk,580,1.5,0.4,CA,West
Hays city,Kansas,Small,Walk,416,3.4,1.1,KS,North Central
Hazelwood city,Missouri,Small,Walk,117,0.9,0.6,MO,North Central
Hazleton city,Pennsylvania,Small,Walk,476,4.8,1.7,PA,Northeast
Helena city,Montana,Small,Walk,1114,7.5,1.6,MT,West
Hemet city,California,Small,Walk,363,1.5,0.6,CA,West
Hempstead village,New York,Small,Walk,1245,5,1.4,NY,Northeast
Henderson city,Kentucky,Small,Walk,168,1.4,0.6,KY,South
Hendersonville city,Tennessee,Small,Walk,222,0.9,0.6,TN,South
Hercules city,California,Small,Walk,46,0.4,0.4,CA,West
Herndon town,Virginia,Small,Walk,253,1.8,0.8,VA,South
Herriman city,Utah,Small,Walk,101,1.1,0.9,UT,West
Hesperia city,California,Small,Walk,246,0.9,0.5,CA,West
Hialeah Gardens city,Florida,Small,Walk,48,0.5,0.5,FL,South
Hickory city,North Carolina,Small,Walk,215,1.2,0.6,NC,South
Highland city,California,Small,Walk,154,0.8,0.4,CA,West
Highland Park city,Illinois,Small,Walk,250,1.8,0.9,IL,North Central
Highland town,Indiana,Small,Walk,98,0.8,0.6,IN,North Central
Hilliard city,Ohio,Small,Walk,120,0.8,0.4,OH,North Central
Hillsboro city,Oregon,Small,Walk,1394,3.2,0.7,OR,West
Hilton Head Island town,South Carolina,Small,Walk,360,2.2,0.8,SC,South
Hinesville city,Georgia,Small,Walk,104,0.7,0.5,GA,South
Hobart city,Indiana,Small,Walk,108,0.8,0.8,IN,North Central
Hobbs city,New Mexico,Small,Walk,249,1.8,0.8,NM,West
Hoboken city,New Jersey,Small,Walk,3081,9.5,1.1,NJ,Northeast
Hoffman Estates village,Illinois,Small,Walk,208,0.8,0.3,IL,North Central
Holladay city,Utah,Small,Walk,259,2.1,1.2,UT,West
Holland city,Michigan,Small,Walk,1034,7.1,1.3,MI,North Central
Hollister city,California,Small,Walk,261,1.7,0.7,CA,West
Holly Springs town,North Carolina,Small,Walk,23,0.2,0.2,NC,South
Holyoke city,Massachusetts,Small,Walk,706,4.7,1.4,MA,Northeast
Homer Glen village,Illinois,Small,Walk,49,0.4,0.3,IL,North Central
Homestead city,Florida,Small,Walk,197,0.8,0.5,FL,South
Homewood city,Alabama,Small,Walk,362,2.9,1,AL,South
Hoover city,Alabama,Small,Walk,369,0.9,0.5,AL,South
Hopewell city,Virginia,Small,Walk,88,1.1,0.6,VA,South
Hopkinsville city,Kentucky,Small,Walk,153,1.3,0.6,KY,South
Horn Lake city,Mississippi,Small,Walk,47,0.4,0.6,MS,South
Hot Springs city,Arkansas,Small,Walk,365,2.6,0.9,AR,South
Houma city,Louisiana,Small,Walk,228,1.6,0.8,LA,South
Huber Heights city,Ohio,Small,Walk,139,0.8,0.5,OH,North Central
Hudson city,Ohio,Small,Walk,143,1.4,0.6,OH,North Central
Huntersville town,North Carolina,Small,Walk,177,0.7,0.4,NC,South
Huntington city,West Virginia,Small,Walk,1379,6.8,1.2,WV,South
Huntington Park city,California,Small,Walk,1370,5.7,1,CA,West
Huntley village,Illinois,Small,Walk,0,0,0.3,IL,North Central
Huntsville city,Texas,Small,Walk,684,6.2,2.3,TX,South
Hurst city,Texas,Small,Walk,166,0.9,0.5,TX,South
Hutchinson city,Kansas,Small,Walk,238,1.3,0.6,KS,North Central
Idaho Falls city,Idaho,Small,Walk,558,2.2,0.6,ID,West
Imperial Beach city,California,Small,Walk,227,2,1,CA,West
Independence city,Kentucky,Small,Walk,31,0.3,0.4,KY,South
Indian Trail town,North Carolina,Small,Walk,27,0.2,0.2,NC,South
Indio city,California,Small,Walk,431,1.5,0.6,CA,West
Inkster city,Michigan,Small,Walk,52,0.7,0.5,MI,North Central
Inver Grove Heights city,Minnesota,Small,Walk,269,1.5,0.7,MN,North Central
Iowa City city,Iowa,Small,Walk,5819,15.5,1.6,IA,North Central
Issaquah city,Washington,Small,Walk,319,2,0.9,WA,West
Ithaca city,New York,Small,Walk,5575,42.4,3.8,NY,Northeast
Jackson city,Michigan,Small,Walk,435,3.7,1.1,MI,North Central
Jackson city,Tennessee,Small,Walk,376,1.4,0.5,TN,South
Jacksonville Beach city,Florida,Small,Walk,181,1.5,0.8,FL,South
Jacksonville city,Arkansas,Small,Walk,297,2.3,0.9,AR,South
Jacksonville city,North Carolina,Small,Walk,3818,10,1.3,NC,South
Jamestown city,New York,Small,Walk,938,7.4,2,NY,Northeast
Janesville city,Wisconsin,Small,Walk,492,1.7,0.5,WI,North Central
Jefferson City city,Missouri,Small,Walk,353,1.8,0.7,MO,North Central
Jeffersontown city,Kentucky,Small,Walk,77,0.6,0.5,KY,South
Jeffersonville city,Indiana,Small,Walk,406,1.9,0.7,IN,North Central
Johns Creek city,Georgia,Small,Walk,445,1.2,0.6,GA,South
Johnson City city,Tennessee,Small,Walk,575,2.1,0.6,TN,South
Johnstown city,Pennsylvania,Small,Walk,468,6.4,1.6,PA,Northeast
Jonesboro city,Arkansas,Small,Walk,467,1.6,0.6,AR,South
Joplin city,Missouri,Small,Walk,622,2.6,0.7,MO,North Central
Junction City city,Kansas,Small,Walk,244,2.1,1.2,KS,North Central
Juneau city and borough,Alaska,Small,Walk,1369,8.1,1.3,AK,West
Jupiter town,Florida,Small,Walk,259,1,0.6,FL,South
Jurupa Valley city,California,Small,Walk,585,1.5,0.5,CA,West
Kalamazoo city,Michigan,Small,Walk,2477,7.6,1.2,MI,North Central
Kalispell city,Montana,Small,Walk,240,2.7,1.2,MT,West
Kankakee city,Illinois,Small,Walk,262,2.6,0.9,IL,North Central
Kannapolis city,North Carolina,Small,Walk,400,2.3,1,NC,South
Kaysville city,Utah,Small,Walk,198,1.7,0.8,UT,West
Kearney city,Nebraska,Small,Walk,678,3.9,1.1,NE,North Central
Kearny town,New Jersey,Small,Walk,1028,5.4,1.2,NJ,Northeast
Keene city,New Hampshire,Small,Walk,1305,11.6,2.3,NH,Northeast
Keizer city,Oregon,Small,Walk,207,1.3,0.7,OR,West
Keller city,Texas,Small,Walk,117,0.6,0.4,TX,South
Kenmore city,Washington,Small,Walk,104,1,0.9,WA,West
Kenner city,Louisiana,Small,Walk,459,1.4,0.4,LA,South
Kennesaw city,Georgia,Small,Walk,208,1.4,1.4,GA,South
Kennewick city,Washington,Small,Walk,659,2,0.7,WA,West
Kent city,Ohio,Small,Walk,1626,11.3,1.9,OH,North Central
Kentwood city,Michigan,Small,Walk,206,0.8,0.4,MI,North Central
Kernersville town,North Carolina,Small,Walk,139,1.2,0.7,NC,South
Kerrville city,Texas,Small,Walk,211,2.5,1.1,TX,South
Kettering city,Ohio,Small,Walk,461,1.7,0.6,OH,North Central
Key West city,Florida,Small,Walk,957,6.8,2.2,FL,South
Kingman city,Arizona,Small,Walk,336,3.1,1.5,AZ,West
Kingsport city,Tennessee,Small,Walk,234,1.1,0.4,TN,South
Kingston city,New York,Small,Walk,632,6,1.7,NY,Northeast
Kingsville city,Texas,Small,Walk,427,4,1.6,TX,South
Kinston city,North Carolina,Small,Walk,171,2.3,1.3,NC,South
Kirkland city,Washington,Small,Walk,408,1.5,0.5,WA,West
Kirkwood city,Missouri,Small,Walk,212,1.5,0.8,MO,North Central
Kiryas Joel village,New York,Small,Walk,1166,31.6,4.2,NY,Northeast
Kissimmee city,Florida,Small,Walk,380,1.4,0.7,FL,South
Klamath Falls city,Oregon,Small,Walk,672,7.5,2.2,OR,West
Kokomo city,Indiana,Small,Walk,554,2.6,0.9,IN,North Central
Kyle city,Texas,Small,Walk,84,0.6,0.5,TX,South
La Cañada Flintridge city,California,Small,Walk,88,1,0.5,CA,West
La Crosse city,Wisconsin,Small,Walk,2210,8.1,1.3,WI,North Central
La Habra city,California,Small,Walk,554,2,0.6,CA,West
La Mesa city,California,Small,Walk,570,2,0.8,CA,West
La Mirada city,California,Small,Walk,691,3.2,1,CA,West
La Porte city,Indiana,Small,Walk,192,2,0.9,IN,North Central
La Porte city,Texas,Small,Walk,21,0.1,0.1,TX,South
La Puente city,California,Small,Walk,212,1.3,0.4,CA,West
La Quinta city,California,Small,Walk,108,0.7,0.5,CA,West
La Vergne city,Tennessee,Small,Walk,53,0.3,0.3,TN,South
La Verne city,California,Small,Walk,308,2.2,0.8,CA,West
Lacey city,Washington,Small,Walk,264,1.5,0.7,WA,West
Lafayette city,California,Small,Walk,137,1.3,0.7,CA,West
Lafayette city,Colorado,Small,Walk,324,2.4,1,CO,West
Lafayette city,Indiana,Small,Walk,623,1.9,0.4,IN,North Central
LaGrange city,Georgia,Small,Walk,384,3.5,1.6,GA,South
Laguna Beach city,California,Small,Walk,311,2.6,1,CA,West
Laguna Hills city,California,Small,Walk,148,1,0.8,CA,West
Laguna Niguel city,California,Small,Walk,264,0.8,0.4,CA,West
Lake Charles city,Louisiana,Small,Walk,840,2.7,0.7,LA,South
Lake Elsinore city,California,Small,Walk,335,1.6,0.9,CA,West
Lake Forest city,California,Small,Walk,548,1.3,0.6,CA,West
Lake Havasu City city,Arizona,Small,Walk,242,1.2,0.7,AZ,West
Lake in the Hills village,Illinois,Small,Walk,49,0.3,0.3,IL,North Central
Lake Jackson city,Texas,Small,Walk,186,1.5,1,TX,South
Lake Oswego city,Oregon,Small,Walk,358,2,0.8,OR,West
Lake Stevens city,Washington,Small,Walk,106,0.8,0.5,WA,West
Lake Worth city,Florida,Small,Walk,603,3.6,1.2,FL,South
Lakeland city,Florida,Small,Walk,848,2.2,0.6,FL,South
Lakeville city,Minnesota,Small,Walk,161,0.5,0.3,MN,North Central
Lakewood city,California,Small,Walk,569,1.5,0.5,CA,West
Lakewood city,Ohio,Small,Walk,777,2.7,0.6,OH,North Central
Lakewood city,Washington,Small,Walk,865,3.5,1.2,WA,West
Lancaster city,Ohio,Small,Walk,520,3.2,1,OH,North Central
Lancaster city,Pennsylvania,Small,Walk,2639,10.9,1.5,PA,Northeast
Lancaster city,Texas,Small,Walk,73,0.5,0.6,TX,South
Lansing village,Illinois,Small,Walk,109,0.8,0.4,IL,North Central
Laramie city,Wyoming,Small,Walk,1475,9.2,1.6,WY,West
Largo city,Florida,Small,Walk,576,1.8,0.7,FL,South
Lauderdale Lakes city,Florida,Small,Walk,76,0.5,0.5,FL,South
Lauderhill city,Florida,Small,Walk,481,1.6,1,FL,South
Laurel city,Maryland,Small,Walk,506,3.6,1.2,MD,South
Lawndale city,California,Small,Walk,297,2.1,0.9,CA,West
Lawrence city,Indiana,Small,Walk,304,1.4,0.7,IN,North Central
Lawrence city,Kansas,Small,Walk,3051,6.4,1,KS,North Central
Lawrence city,Massachusetts,Small,Walk,1244,4.1,0.8,MA,Northeast
Lawrenceville city,Georgia,Small,Walk,180,1.5,1.1,GA,South
Lawton city,Oklahoma,Small,Walk,2401,5.3,0.8,OK,South
Layton city,Utah,Small,Walk,494,1.6,0.6,UT,West
League City city,Texas,Small,Walk,208,0.5,0.3,TX,South
Leander city,Texas,Small,Walk,61,0.5,0.4,TX,South
Leavenworth city,Kansas,Small,Walk,659,4.6,1.2,KS,North Central
Leawood city,Kansas,Small,Walk,74,0.5,0.4,KS,North Central
Lebanon city,Ohio,Small,Walk,219,2.3,1.3,OH,North Central
Lebanon city,Pennsylvania,Small,Walk,671,6.4,1.7,PA,Northeast
Lebanon city,Tennessee,Small,Walk,139,1.3,0.8,TN,South
Lee's Summit city,Missouri,Small,Walk,242,0.5,0.3,MO,North Central
Leesburg city,Florida,Small,Walk,157,2.1,1.7,FL,South
Leesburg town,Virginia,Small,Walk,584,2.6,1.2,VA,South
Lehi city,Utah,Small,Walk,160,0.9,0.4,UT,West
Lemon Grove city,California,Small,Walk,177,1.7,1.6,CA,West
Lemoore city,California,Small,Walk,172,1.6,1,CA,West
Lenexa city,Kansas,Small,Walk,231,0.9,0.4,KS,North Central
Leominster city,Massachusetts,Small,Walk,439,2.2,0.7,MA,Northeast
Lewiston city,Idaho,Small,Walk,433,2.8,0.9,ID,West
Lewiston city,Maine,Small,Walk,1362,8.5,1.7,ME,Northeast
Lewisville city,Texas,Small,Walk,467,0.9,0.4,TX,South
Liberal city,Kansas,Small,Walk,251,2.7,1.4,KS,North Central
Liberty city,Missouri,Small,Walk,330,2.4,1,MO,North Central
Libertyville village,Illinois,Small,Walk,200,2,1,IL,North Central
Lima city,Ohio,Small,Walk,451,3.3,1.3,OH,North Central
Lincoln city,California,Small,Walk,132,0.9,0.6,CA,West
Lincoln Park city,Michigan,Small,Walk,116,0.8,0.5,MI,North Central
Linden city,New Jersey,Small,Walk,494,2.5,0.8,NJ,Northeast
Lindenhurst village,New York,Small,Walk,307,2.2,1.1,NY,Northeast
Lino Lakes city,Minnesota,Small,Walk,45,0.4,0.5,MN,North Central
Lisle village,Illinois,Small,Walk,333,2.8,1,IL,North Central
Little Elm city,Texas,Small,Walk,58,0.5,0.5,TX,South
Littleton city,Colorado,Small,Walk,492,2.4,0.8,CO,West
Livermore city,California,Small,Walk,583,1.4,0.5,CA,West
Livonia city,Michigan,Small,Walk,233,0.5,0.2,MI,North Central
Lockport city,Illinois,Small,Walk,44,0.4,0.4,IL,North Central
Lockport city,New York,Small,Walk,450,4.8,1.4,NY,Northeast
Lodi borough,New Jersey,Small,Walk,308,2.7,1.3,NJ,Northeast
Lodi city,California,Small,Walk,522,2.2,0.6,CA,West
Logan city,Utah,Small,Walk,1856,7.7,1.4,UT,West
Loma Linda city,California,Small,Walk,467,4.6,1.5,CA,West
Lombard village,Illinois,Small,Walk,424,1.9,0.7,IL,North Central
Lomita city,California,Small,Walk,127,1.3,0.9,CA,West
Lompoc city,California,Small,Walk,696,4.3,1.3,CA,West
Long Beach city,New York,Small,Walk,1186,6.5,1.4,NY,Northeast
Long Branch city,New Jersey,Small,Walk,699,4.5,1.7,NJ,Northeast
Longmont city,Colorado,Small,Walk,895,2.1,0.5,CO,West
Longview city,Texas,Small,Walk,202,0.6,0.2,TX,South
Longview city,Washington,Small,Walk,241,1.8,0.7,WA,West
Lorain city,Ohio,Small,Walk,318,1.3,0.5,OH,North Central
Los Altos city,California,Small,Walk,194,1.6,0.6,CA,West
Los Banos city,California,Small,Walk,115,0.9,0.5,CA,West
Los Gatos town,California,Small,Walk,254,2,0.8,CA,West
Loveland city,Colorado,Small,Walk,414,1.3,0.4,CO,West
Loves Park city,Illinois,Small,Walk,98,0.9,0.6,IL,North Central
Lufkin city,Texas,Small,Walk,258,1.8,1.1,TX,South
Lumberton city,North Carolina,Small,Walk,106,1.4,0.9,NC,South
Lynchburg city,Virginia,Small,Walk,1526,4.7,0.8,VA,South
Lynn city,Massachusetts,Small,Walk,1892,4.7,0.9,MA,Northeast
Lynnwood city,Washington,Small,Walk,688,3.9,1,WA,West
Lynwood city,California,Small,Walk,854,3.4,0.8,CA,West
Machesney Park village,Illinois,Small,Walk,52,0.5,0.4,IL,North Central
Macon city,Georgia,Small,Walk,936,3,0.7,GA,South
Madera city,California,Small,Walk,491,2.9,1.3,CA,West
Madison city,Alabama,Small,Walk,36,0.2,0.2,AL,South
Madison city,Mississippi,Small,Walk,32,0.3,0.4,MS,South
Madison Heights city,Michigan,Small,Walk,173,1.3,0.7,MI,North Central
Malden city,Massachusetts,Small,Walk,748,2.5,0.8,MA,Northeast
Manassas city,Virginia,Small,Walk,471,2.5,1.1,VA,South
Manhattan Beach city,California,Small,Walk,470,2.7,0.9,CA,West
Manhattan city,Kansas,Small,Walk,3410,11.8,1.8,KS,North Central
Manitowoc city,Wisconsin,Small,Walk,658,4.1,0.9,WI,North Central
Mankato city,Minnesota,Small,Walk,1121,5,1,MN,North Central
Mansfield city,Ohio,Small,Walk,378,2.2,0.7,OH,North Central
Mansfield city,Texas,Small,Walk,202,0.7,0.4,TX,South
Manteca city,California,Small,Walk,352,1.2,0.5,CA,West
Maple Grove city,Minnesota,Small,Walk,183,0.5,0.3,MN,North Central
Maple Heights city,Ohio,Small,Walk,158,1.6,0.8,OH,North Central
Maple Valley city,Washington,Small,Walk,36,0.3,0.3,WA,West
Maplewood city,Minnesota,Small,Walk,195,1.1,0.6,MN,North Central
Marana town,Arizona,Small,Walk,138,0.9,0.8,AZ,West
Margate city,Florida,Small,Walk,331,1.3,1.1,FL,South
Maricopa city,Arizona,Small,Walk,31,0.2,0.3,AZ,West
Marietta city,Georgia,Small,Walk,814,2.7,1.2,GA,South
Marina city,California,Small,Walk,215,2.3,1.5,CA,West
Marion city,Indiana,Small,Walk,632,5.6,1.6,IN,North Central
Marion city,Iowa,Small,Walk,219,1.2,0.5,IA,North Central
Marion city,Ohio,Small,Walk,196,1.5,0.6,OH,North Central
Marlborough city,Massachusetts,Small,Walk,441,2,0.7,MA,Northeast
Marquette city,Michigan,Small,Walk,1389,13.9,2.3,MI,North Central
Marshall city,Texas,Small,Walk,335,3.4,1.5,TX,South
Marshalltown city,Iowa,Small,Walk,457,3.7,1.3,IA,North Central
Martinez city,California,Small,Walk,297,1.7,0.9,CA,West
Maryland Heights city,Missouri,Small,Walk,251,1.7,1,MO,North Central
