category,logo,production,type,title,distributor,producer,year,page,page_id
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-beatles-8-days-a-week-600x600.jpg?itok=Y_EMfmzS,"Michael Rosenberg, Executive Producer",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-beatles-8-days-a-week-600x600.jpg?itok=Y_EMfmzS,"Nicholas Ferrall, Executive Producer",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-beatles-8-days-a-week-600x600.jpg?itok=Y_EMfmzS,"Guy East, Executive Producer",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-beatles-8-days-a-week-600x600.jpg?itok=Y_EMfmzS,"Marc Ambrose, Supervising Producer",Nominee,The Beatles: Eight Days A Week - The Touring Years,Hulu,"Apple Corps Ltd., White Horse Pictures and Imagine Entertainment in association with Diamond Docs",2017,309,6
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/house-divided-vice-600x600.jpg?itok=UC50rIxQ,"Shane Smith, Executive Producer",Nominee,A House Divided (Vice Special Report),HBO,"HBO Entertainment in association with VICE Media, LLC and Bill Maher Productions",2017,309,7
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/house-divided-vice-600x600.jpg?itok=UC50rIxQ,"Josh Tyrangiel, Executive Producer",Nominee,A House Divided (Vice Special Report),HBO,"HBO Entertainment in association with VICE Media, LLC and Bill Maher Productions",2017,309,7
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/house-divided-vice-600x600.jpg?itok=UC50rIxQ,"Jonah Kaplan, Executive Producer",Nominee,A House Divided (Vice Special Report),HBO,"HBO Entertainment in association with VICE Media, LLC and Bill Maher Productions",2017,309,7
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/house-divided-vice-600x600.jpg?itok=UC50rIxQ,"Tim Clancy, Executive Producer",Nominee,A House Divided (Vice Special Report),HBO,"HBO Entertainment in association with VICE Media, LLC and Bill Maher Productions",2017,309,7
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/house-divided-vice-600x600.jpg?itok=UC50rIxQ,"Beverly Chase, Supervising Producer",Nominee,A House Divided (Vice Special Report),HBO,"HBO Entertainment in association with VICE Media, LLC and Bill Maher Productions",2017,309,7
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/house-divided-vice-600x600.jpg?itok=UC50rIxQ,"David Schankula, Supervising Producer",Nominee,A House Divided (Vice Special Report),HBO,"HBO Entertainment in association with VICE Media, LLC and Bill Maher Productions",2017,309,7
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/house-divided-vice-600x600.jpg?itok=UC50rIxQ,"Alex Chitty, Produced by",Nominee,A House Divided (Vice Special Report),HBO,"HBO Entertainment in association with VICE Media, LLC and Bill Maher Productions",2017,309,7
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/house-divided-vice-600x600.jpg?itok=UC50rIxQ,"Jana Kozlowski, Produced by",Nominee,A House Divided (Vice Special Report),HBO,"HBO Entertainment in association with VICE Media, LLC and Bill Maher Productions",2017,309,7
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/LA-burning-600x600.jpg?itok=NK2wmAL9,"Tara Long, Executive Producer",Nominee,L.A. Burning: The Riots 25 Years Later,A&E,"Entertainment One Reality Productions, Inc. and Creature Films, Inc.",2017,309,8
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/LA-burning-600x600.jpg?itok=NK2wmAL9,"Mark Ford, Executive Producer",Nominee,L.A. Burning: The Riots 25 Years Later,A&E,"Entertainment One Reality Productions, Inc. and Creature Films, Inc.",2017,309,8
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/LA-burning-600x600.jpg?itok=NK2wmAL9,"Kevin Lopez, Executive Producer",Nominee,L.A. Burning: The Riots 25 Years Later,A&E,"Entertainment One Reality Productions, Inc. and Creature Films, Inc.",2017,309,8
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/LA-burning-600x600.jpg?itok=NK2wmAL9,"John Singleton, Executive Producer",Nominee,L.A. Burning: The Riots 25 Years Later,A&E,"Entertainment One Reality Productions, Inc. and Creature Films, Inc.",2017,309,8
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/LA-burning-600x600.jpg?itok=NK2wmAL9,"Brad Abramson, Executive Producer",Nominee,L.A. Burning: The Riots 25 Years Later,A&E,"Entertainment One Reality Productions, Inc. and Creature Films, Inc.",2017,309,8
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/LA-burning-600x600.jpg?itok=NK2wmAL9,"Shelly Tatro, Executive Producer",Nominee,L.A. Burning: The Riots 25 Years Later,A&E,"Entertainment One Reality Productions, Inc. and Creature Films, Inc.",2017,309,8
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/LA-burning-600x600.jpg?itok=NK2wmAL9,"Elaine Frontain Bryant, Executive Producer",Nominee,L.A. Burning: The Riots 25 Years Later,A&E,"Entertainment One Reality Productions, Inc. and Creature Films, Inc.",2017,309,8
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/LA-burning-600x600.jpg?itok=NK2wmAL9,"One9, Co-Executive Producer",Nominee,L.A. Burning: The Riots 25 Years Later,A&E,"Entertainment One Reality Productions, Inc. and Creature Films, Inc.",2017,309,8
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/LA-burning-600x600.jpg?itok=NK2wmAL9,"Erik Parker, Co-Executive Producer",Nominee,L.A. Burning: The Riots 25 Years Later,A&E,"Entertainment One Reality Productions, Inc. and Creature Films, Inc.",2017,309,8
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/LA-burning-600x600.jpg?itok=NK2wmAL9,"Nora Donaghy, Producer",Nominee,L.A. Burning: The Riots 25 Years Later,A&E,"Entertainment One Reality Productions, Inc. and Creature Films, Inc.",2017,309,8
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/13th-600x600.jpg?itok=5wHjaiBS,"Angus Wall, Executive Producer",Winner,13th,Netflix,"Forward Movement, LLC and Kandoo Films",2017,309,9
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/13th-600x600.jpg?itok=5wHjaiBS,"Jason Sterman, Executive Producer",Winner,13th,Netflix,"Forward Movement, LLC and Kandoo Films",2017,309,9
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/13th-600x600.jpg?itok=5wHjaiBS,"Spencer Averick, Producer",Winner,13th,Netflix,"Forward Movement, LLC and Kandoo Films",2017,309,9
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/13th-600x600.jpg?itok=5wHjaiBS,"Ava DuVernay, Produced by",Winner,13th,Netflix,"Forward Movement, LLC and Kandoo Films",2017,309,9
Outstanding Documentary or Nonfiction Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/13th-600x600.jpg?itok=5wHjaiBS,"Howard Barish, Produced by",Winner,13th,Netflix,"Forward Movement, LLC and Kandoo Films",2017,309,9
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/american-masters-600x600_0.jpg?itok=cuUh608u,"Michael Kantor, Executive Producer",Nominee,American Masters,PBS,"Loki Films, LLC and Thirteen Productions, LLC for WNET",2017,309,10
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/american-masters-600x600_0.jpg?itok=cuUh608u,"Junko Tsunashima, Supervising Producer",Nominee,American Masters,PBS,"Loki Films, LLC and Thirteen Productions, LLC for WNET",2017,309,10
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/american-masters-600x600_0.jpg?itok=cuUh608u,"Julie Sacks, Series Producer",Nominee,American Masters,PBS,"Loki Films, LLC and Thirteen Productions, LLC for WNET",2017,309,10
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/american-masters-600x600_0.jpg?itok=cuUh608u,"Suzanne Hillinger, Producer",Nominee,American Masters,PBS,"Loki Films, LLC and Thirteen Productions, LLC for WNET",2017,309,10
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/american-masters-600x600_0.jpg?itok=cuUh608u,"Brent Miller, Producer",Nominee,American Masters,PBS,"Loki Films, LLC and Thirteen Productions, LLC for WNET",2017,309,10
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/chefs-table-600x600.jpg?itok=MN5ZbZ-0,"David Gelb, Executive Producer",Nominee,Chef's Table,Netflix,Boardwalk Pictures,2017,310,1
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/chefs-table-600x600.jpg?itok=MN5ZbZ-0,"Andrew Fried, Executive Producer",Nominee,Chef's Table,Netflix,Boardwalk Pictures,2017,310,1
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/chefs-table-600x600.jpg?itok=MN5ZbZ-0,"Brian McGinn, Executive Producer",Nominee,Chef's Table,Netflix,Boardwalk Pictures,2017,310,1
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/chefs-table-600x600.jpg?itok=MN5ZbZ-0,"Matthew Weaver, Executive Producer",Nominee,Chef's Table,Netflix,Boardwalk Pictures,2017,310,1
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/chefs-table-600x600.jpg?itok=MN5ZbZ-0,"Dane Lillegard, Co-Executive Producer",Nominee,Chef's Table,Netflix,Boardwalk Pictures,2017,310,1
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-keepers-600x600.jpg?itok=NF4oblnb,"Jessica Hargrave, Executive Producer",Nominee,The Keepers,Netflix,Film 45 and Tripod Media,2017,310,2
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-keepers-600x600.jpg?itok=NF4oblnb,"Ryan White, Executive Producer",Nominee,The Keepers,Netflix,Film 45 and Tripod Media,2017,310,2
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-keepers-600x600.jpg?itok=NF4oblnb,"Josh Braun, Executive Producer",Nominee,The Keepers,Netflix,Film 45 and Tripod Media,2017,310,2
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-keepers-600x600.jpg?itok=NF4oblnb,"Matthew Goldberg, Co-Executive Producer",Nominee,The Keepers,Netflix,Film 45 and Tripod Media,2017,310,2
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/the-keepers-600x600.jpg?itok=NF4oblnb,"Brandon Carroll, Co-Executive Producer",Nominee,The Keepers,Netflix,Film 45 and Tripod Media,2017,310,2
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/planet-earth-ii-600x600.jpg?itok=gOsOr_Yi,"Michael Gunton, Executive Producer",Winner,Planet Earth II,BBC America,A BBC Studios Natural History Unit Production in co-production with BBC America,2017,310,3
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/planet-earth-ii-600x600.jpg?itok=gOsOr_Yi,"Tom Hugh-Jones, Series Producer",Winner,Planet Earth II,BBC America,A BBC Studios Natural History Unit Production in co-production with BBC America,2017,310,3
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/planet-earth-ii-600x600.jpg?itok=gOsOr_Yi,"Elizabeth White, Produced by",Winner,Planet Earth II,BBC America,A BBC Studios Natural History Unit Production in co-production with BBC America,2017,310,3
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/30-for-30-600x600.jpg?itok=fj2sLUEG,"Connor Schell, Executive Producer",Nominee,30 For 30,ESPN,ESPN Films,2017,310,4
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/30-for-30-600x600.jpg?itok=fj2sLUEG,"John Dahl, Executive Producer",Nominee,30 For 30,ESPN,ESPN Films,2017,310,4
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/30-for-30-600x600.jpg?itok=fj2sLUEG,"Libby Geist, Executive Producer",Nominee,30 For 30,ESPN,ESPN Films,2017,310,4
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/30-for-30-600x600.jpg?itok=fj2sLUEG,"Judd Apatow, Executive Producer",Nominee,30 For 30,ESPN,ESPN Films,2017,310,4
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/30-for-30-600x600.jpg?itok=fj2sLUEG,"Michael Bonfiglio, Executive Producer",Nominee,30 For 30,ESPN,ESPN Films,2017,310,4
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/30-for-30-600x600.jpg?itok=fj2sLUEG,"Dave O'Connor, Executive Producer",Nominee,30 For 30,ESPN,ESPN Films,2017,310,4
Outstanding Documentary or Nonfiction Series - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/30-for-30-600x600.jpg?itok=fj2sLUEG,"Jenna Anthony, Produced by",Nominee,30 For 30,ESPN,ESPN Films,2017,310,4
Outstanding Informational Series or Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/anthony-bourdain-parts-unknown-600x600.jpg?itok=I-RPsLdX,"Anthony Bourdain, Executive Producer",Nominee,Anthony Bourdain Parts Unknown,CNN,"Zero Point Zero Production, Inc.",2017,310,5
Outstanding Informational Series or Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/anthony-bourdain-parts-unknown-600x600.jpg?itok=I-RPsLdX,"Christopher Collins, Executive Producer",Nominee,Anthony Bourdain Parts Unknown,CNN,"Zero Point Zero Production, Inc.",2017,310,5
Outstanding Informational Series or Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/anthony-bourdain-parts-unknown-600x600.jpg?itok=I-RPsLdX,"Lydia Tenaglia, Executive Producer",Nominee,Anthony Bourdain Parts Unknown,CNN,"Zero Point Zero Production, Inc.",2017,310,5
Outstanding Informational Series or Special - 2017,https://www.emmys.com/sites/default/files/styles/show_search/public/anthony-bourdain-parts-unknown-600x600.jpg?itok=I-RPsLdX,"Sandra Zweig, Executive Producer",Nominee,Anthony Bourdain Parts Unknown,CNN,"Zero Point Zero Production, Inc.",2017,310,5
