prize_year,category,prize,motivation,prize_share,laureate_id,laureate_type,full_name,birth_date,birth_city,birth_country,gender,organization_name,organization_city,organization_country,death_date,death_city,death_country
1980,Chemistry,The Nobel Prize in Chemistry 1980,"""for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA""",1/2,254,Individual,Paul Berg,1926-06-30,"New York, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America,NA,NA,NA
1980,Chemistry,The Nobel Prize in Chemistry 1980,"""for their contributions concerning the determination of base sequences in nucleic acids""",1/4,255,Individual,Walter Gilbert,1932-03-21,"Boston, MA",United States of America,Male,"Harvard University, Biological Laboratories","Cambridge, MA",United States of America,NA,NA,NA
1980,Economics,The Sveriges Riksbank Prize in Economic Sciences 1980,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",1/1,694,Individual,Lawrence R. Klein,1920-09-14,"Omaha, NE",United States of America,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,2013-10-20,"Gladwyne, PA",United States of America
1980,Literature,The Nobel Prize in Literature 1980,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts""",1/1,657,Individual,Czeslaw Milosz,1911-06-30,&#346;eteniai,Russian Empire (Lithuania),Male,NA,NA,NA,2004-08-14,Kraków,Poland
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",1/3,419,Individual,Baruj Benacerraf,1920-10-29,Caracas,Venezuela,Male,Harvard Medical School,"Boston, MA",United States of America,2011-08-02,"Boston, MA",United States of America
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",1/3,420,Individual,Jean Dausset,1916-10-19,Toulouse,France,Male,"Université de Paris, Laboratoire Immuno-Hématologie",Paris,France,2009-06-06,"Palma, Majorca",Spain
1980,Medicine,The Nobel Prize in Physiology or Medicine 1980,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",1/3,421,Individual,George D. Snell,1903-12-19,"Bradford, MA",United States of America,Male,Jackson Laboratory,"Bar Harbor, ME",United States of America,1996-06-06,"Bar Harbor, ME",United States of America
1980,Peace,The Nobel Peace Prize 1980,NA,1/1,541,Individual,Adolfo Pérez Esquivel,1931-11-26,Buenos Aires,Argentina,Male,NA,NA,NA,NA,NA,NA
1980,Physics,The Nobel Prize in Physics 1980,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",1/2,116,Individual,James Watson Cronin,1931-09-29,"Chicago, IL",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,2016-08-25,"St. Paul, MN",United States of America
1980,Physics,The Nobel Prize in Physics 1980,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",1/2,117,Individual,Val Logsdon Fitch,1923-03-10,"Merriman, NE",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,2015-02-05,"Princeton, NJ",United States of America
1981,Chemistry,The Nobel Prize in Chemistry 1981,"""for their theories, developed independently, concerning the course of chemical reactions""",1/2,257,Individual,Kenichi Fukui,1918-10-04,Nara,Japan,Male,Kyoto University,Kyoto,Japan,1998-01-09,Kyoto,Japan
1981,Chemistry,The Nobel Prize in Chemistry 1981,"""for their theories, developed independently, concerning the course of chemical reactions""",1/2,258,Individual,Roald Hoffmann,1937-07-18,Zloczov,Poland (Ukraine),Male,Cornell University,"Ithaca, NY",United States of America,NA,NA,NA
1981,Economics,The Sveriges Riksbank Prize in Economic Sciences 1981,"""for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices""",1/1,695,Individual,James Tobin,1918-03-05,"Champaign, IL",United States of America,Male,Yale University,"New Haven, CT",United States of America,2002-03-11,"New Haven, CT",United States of America
1981,Literature,The Nobel Prize in Literature 1981,"""for writings marked by a broad outlook, a wealth of ideas and artistic power""",1/1,658,Individual,Elias Canetti,1905-07-25,Ruse,Bulgaria,Male,NA,NA,NA,1994-08-14,Zurich,Switzerland
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",1/2,422,Individual,Roger W. Sperry,1913-08-20,"Hartford, CT",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1994-04-17,"Pasadena, CA",United States of America
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,"""for their discoveries concerning information processing in the visual system""",1/4,423,Individual,David H. Hubel,1926-02-27,"Windsor, ON",Canada,Male,Harvard Medical School,"Boston, MA",United States of America,2013-09-22,"Lincoln, MA",United States of America
1981,Medicine,The Nobel Prize in Physiology or Medicine 1981,"""for their discoveries concerning information processing in the visual system""",1/4,424,Individual,Torsten N. Wiesel,1924-06-03,Uppsala,Sweden,Male,Harvard Medical School,"Boston, MA",United States of America,NA,NA,NA
1981,Peace,The Nobel Peace Prize 1981,NA,1/1,515,Organization,Office of the United Nations High Commissioner for Refugees (UNHCR),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,Physics,The Nobel Prize in Physics 1981,"""for their contribution to the development of laser spectroscopy""",1/4,118,Individual,Nicolaas Bloembergen,1920-03-11,Dordrecht,Netherlands,Male,Harvard University,"Cambridge, MA",United States of America,NA,NA,NA
1981,Physics,The Nobel Prize in Physics 1981,"""for their contribution to the development of laser spectroscopy""",1/4,119,Individual,Arthur Leonard Schawlow,1921-05-05,"Mount Verno, NY",United States of America,Male,Stanford University,"Stanford, CA",United States of America,1999-04-28,"Palo Alto, CA",United States of America
1981,Physics,The Nobel Prize in Physics 1981,"""for his contribution to the development of high-resolution electron spectroscopy""",1/2,120,Individual,Kai M. Siegbahn,1918-04-20,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden,2007-07-20,Ängelholm,Sweden
1982,Chemistry,The Nobel Prize in Chemistry 1982,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",1/1,259,Individual,Aaron Klug,1926-08-11,Zelvas,Lithuania,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,NA,NA,NA
1982,Economics,The Sveriges Riksbank Prize in Economic Sciences 1982,"""for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation""",1/1,696,Individual,George J. Stigler,1911-01-17,"Renton, WA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,1991-12-01,"Chicago, IL",United States of America
1982,Literature,The Nobel Prize in Literature 1982,"""for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts""",1/1,659,Individual,Gabriel García Márquez,1927-03-06,Aracataca,Colombia,Male,NA,NA,NA,2014-04-17,Mexico City,Mexico
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,"""for their discoveries concerning prostaglandins and related biologically active substances""",1/3,425,Individual,Sune K. Bergström,1916-01-10,Stockholm,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,2004-08-15,Stockholm,Sweden
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,"""for their discoveries concerning prostaglandins and related biologically active substances""",1/3,426,Individual,Bengt I. Samuelsson,1934-05-21,Halmstad,Sweden,Male,Karolinska Institutet,Stockholm,Sweden,NA,NA,NA
1982,Medicine,The Nobel Prize in Physiology or Medicine 1982,"""for their discoveries concerning prostaglandins and related biologically active substances""",1/3,427,Individual,John R. Vane,1927-03-29,Tardebigg,United Kingdom,Male,The Wellcome Research Laboratories,Beckenham,United Kingdom,2004-11-19,Farnborough,United Kingdom
1982,Peace,The Nobel Peace Prize 1982,NA,1/2,543,Individual,Alva Myrdal,1902-01-31,Uppsala,Sweden,Female,NA,NA,NA,1986-02-01,Stockholm,Sweden
1982,Peace,The Nobel Peace Prize 1982,NA,1/2,544,Individual,Alfonso García Robles,1911-03-20,Zamora,Mexico,Male,NA,NA,NA,1991-09-02,Mexico City,Mexico
1982,Physics,The Nobel Prize in Physics 1982,"""for his theory for critical phenomena in connection with phase transitions""",1/1,121,Individual,Kenneth G. Wilson,1936-06-08,"Waltham, MA",United States of America,Male,Cornell University,"Ithaca, NY",United States of America,2013-06-15,"Saco, ME",United States of America
1983,Chemistry,The Nobel Prize in Chemistry 1983,"""for his work on the mechanisms of electron transfer reactions, especially in metal complexes""",1/1,260,Individual,Henry Taube,1915-11-30,Neudorf,Canada,Male,Stanford University,"Stanford, CA",United States of America,2005-11-16,"Stanford, CA",United States of America
1983,Economics,The Sveriges Riksbank Prize in Economic Sciences 1983,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",1/1,697,Individual,Gerard Debreu,1921-07-04,Calais,France,Male,University of California,"Berkeley, CA",United States of America,2004-12-31,Paris,France
1983,Literature,The Nobel Prize in Literature 1983,"""for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today""",1/1,660,Individual,William Golding,1911-09-19,St. Columb Minor,United Kingdom,Male,NA,NA,NA,1993-06-19,Perranarworthal,United Kingdom
1983,Medicine,The Nobel Prize in Physiology or Medicine 1983,"""for her discovery of mobile genetic elements""",1/1,428,Individual,Barbara McClintock,1902-06-16,"Hartford, CT",United States of America,Female,Cold Spring Harbor Laboratory,"Cold Spring Harbor, NY",United States of America,1992-09-02,"Huntington, NY",United States of America
1983,Peace,The Nobel Peace Prize 1983,NA,1/1,545,Individual,Lech Walesa,1943-09-29,Popowo,Poland,Male,NA,NA,NA,NA,NA,NA
1983,Physics,The Nobel Prize in Physics 1983,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",1/2,122,Individual,Subramanyan Chandrasekhar,1910-10-19,Lahore,India (Pakistan),Male,University of Chicago,"Chicago, IL",United States of America,1995-08-21,"Chicago, IL",United States of America
1983,Physics,The Nobel Prize in Physics 1983,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",1/2,123,Individual,William Alfred Fowler,1911-08-09,"Pittsburgh, PA",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1995-03-14,"Pasadena, CA",United States of America
1984,Chemistry,The Nobel Prize in Chemistry 1984,"""for his development of methodology for chemical synthesis on a solid matrix""",1/1,261,Individual,Robert Bruce Merrifield,1921-07-15,"Fort Worth, TX",United States of America,Male,Rockefeller University,"New York, NY",United States of America,2006-05-14,"Cresskill, NJ",United States of America
1984,Economics,The Sveriges Riksbank Prize in Economic Sciences 1984,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",1/1,698,Individual,Richard Stone,1913-08-30,London,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1991-12-06,Cambridge,United Kingdom
1984,Literature,The Nobel Prize in Literature 1984,"""for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",1/1,661,Individual,Jaroslav Seifert,1901-09-23,Prague,Austria-Hungary (Czech Republic),Male,NA,NA,NA,1986-01-10,Prague,Czechoslovakia
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",1/3,429,Individual,Niels K. Jerne,1911-12-23,London,United Kingdom,Male,Basel Institute for Immunology,Basel,Switzerland,1994-10-07,Castillon-du-Gard,France
1984,Medicine,The Nobel Prize in Physiology or Medicine 1984,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",1/3,430,Individual,Georges J.F. Köhler,1946-04-17,Munich,Germany,Male,Basel Institute for Immunology,Basel,Switzerland,1995-03-01,Freiburg im Breisgau,Germany
