license_issue_date,license_number,animals_name,species,primary_breed,secondary_breed,zip_code
December 06 2017,S138740,Edward,Cat,Domestic Medium Hair,NA,98102
November 02 2017,954054,NA,Cat,Domestic Longhair,NA,98118
November 08 2017,S107574,Otis,Cat,Domestic Shorthair,NA,98118
May 09 2017,283999,Kalani,Dog,"Retriever, Labrador",NA,98105
December 19 2017,964689,Frank,Cat,Snowshoe,NA,98118
January 11 2018,S139324,Oreo,Dog,"Retriever, Labrador","Collie, Smooth",98133
June 06 2017,361075,Carmie,Dog,Shih Tzu,"Poodle, Miniature",98199
September 12 2017,S102994,Parker,Dog,Border Collie,Mix,98115
May 05 2017,359950,Oliver Twist,Dog,Bichon Frise,NA,98122
March 21 2018,S110085,Franklin,Dog,"Chihuahua, Short Coat",Mix,98106
June 05 2018,S144427,Wafflez,Dog,"Poodle, Standard","Retriever, Golden",98102
September 16 2018,729564,Cali,Dog,"Retriever, Labrador",NA,98126
May 30 2018,206920,Yoshi,Dog,Dalmatian,Mix,98115
July 13 2018,442084,Trudy Lou,Dog,"Chihuahua, Short Coat",NA,98106
July 29 2018,S112943,Shiloh,Cat,Domestic Shorthair,Mix,98126
January 09 2018,S139457,Phoebe,Dog,"Poodle, Miniature",NA,98105
September 07 2017,835263,Lc,Dog,Dalmatian,Australian Cattle Dog,98119
July 03 2017,349957,Bode,Cat,Domestic Shorthair,NA,98103
February 07 2017,24285,Zoe,Dog,"Bulldog, French",NA,98178
March 07 2017,82560,Tibby,Dog,Terrier,"Chihuahua, Short Coat",98118
January 23 2018,S139881,Cooper Copper Steve,Dog,"Retriever, Curly Coated",Plott Hound,98115
October 31 2017,831862,Zoe,Dog,"Retriever, Labrador","Poodle, Standard",98112
March 01 2017,85517,Sam,Cat,Russian Blue,NA,98115
September 11 2018,8000835,Mila,Dog,Australian Shepherd,NA,98105
January 06 2018,S139286,Hennessy,Dog,English Mastiff,"Terrier, Pit Bull",98105
October 09 2018,8001687,Tuxedo,Cat,Domestic Shorthair,NA,98115
July 27 2018,S145920,Fawn,Dog,"Chihuahua, Short Coat",Mix,98118
June 05 2018,S144476,JoeBiden,Dog,"Retriever, Labrador",NA,98103
December 05 2016,720062,Silky,Cat,Domestic Shorthair,NA,98105
July 25 2017,141410,Rosie,Dog,"Retriever, Golden","Retriever, Chesapeake Bay",98115
February 07 2018,16407,Marklena,Cat,Domestic Medium Hair,NA,98122
September 18 2018,584513,Rosie,Dog,Shih Tzu,NA,98112
December 04 2017,65685,Meg,Dog,"Retriever, Golden",NA,98136
May 23 2018,268942,Harriet,Cat,Domestic Shorthair,NA,98117
April 25 2018,953922,Boo,Cat,Domestic Shorthair,NA,98199
September 30 2018,445391,Mac,Dog,"Chihuahua, Short Coat",NA,98116
June 27 2018,S129921,Gizmo,Dog,"Poodle, Miniature",Pomeranian,98119
February 07 2017,21873,Marshawn,Cat,Domestic Shorthair,NA,98106
December 08 2016,S124683,Betty,Dog,Pomeranian,Mix,98107
August 03 2018,S147605,Hoop,Dog,"Retriever, Flat-Coated","Collie, Smooth",98144
October 10 2017,825463,Cassie,Cat,American Shorthair,NA,98121
October 13 2016,S121755,Sadie,Dog,"Terrier, Yorkshire","Dachshund, Standard Smooth Haired",98118
December 14 2017,S139000,Channel,Dog,Border Collie,Pomeranian,98101
April 11 2018,S119859,Tonto,Dog,"Retriever, Labrador",Mix,98122
December 19 2017,S139005,Lucky,Dog,Alaskan Husky,NA,98118
September 12 2018,S121147,Mr T.C.,Cat,Domestic Longhair,Mix,98119
May 13 2017,281593,Coos,Dog,Australian Shepherd,"Retriever, Labrador",98109
December 26 2017,954498,Peanut,Cat,Domestic Shorthair,NA,98144
September 08 2018,S121357,Holly,Dog,Great Pyrenees,Border Collie,98103
August 29 2017,582071,Angel,Dog,Maltese,NA,98115
October 10 2017,725516,Luigi,Dog,"Chihuahua, Short Coat",Mix,98118
March 05 2018,S141290,Sherlock,Dog,"Terrier, Australian",NA,98117
July 18 2017,440498,Lucy,Dog,"Terrier, Cairn",Maltese,98119
December 06 2017,S109214,Moe,Cat,Domestic Shorthair,NA,98136-2819
March 27 2018,75722,Nollie,Dog,"Retriever, Golden",NA,98117
February 08 2018,S109663,Lady,Dog,"Retriever, Labrador",Mix,98117
November 07 2017,904659,Wallis,Dog,Border Collie,Newfoundland,98116
February 28 2018,S141148,Pinto,Dog,Bullmastiff,NA,98112
July 24 2018,25861,Scarlett,Dog,Weimaraner,NA,98146
February 20 2018,S140759,Betty Boop,Dog,"Dachshund, Miniature Long Haired",NA,98116
June 17 2018,352148,Ace,Dog,"Poodle, Miniature",NA,98112
November 14 2016,215382,Chester,Cat,Domestic Shorthair,NA,98118
February 06 2018,S140307,Pike Vargas,Dog,"Spaniel, American Cocker",NA,98125
September 21 2018,S136045,Waifer,Cat,Domestic Shorthair,Mix,98103
January 03 2018,S139060,Boo,Cat,Domestic Shorthair,Mix,98103
January 25 2018,S110511,Bowen,Dog,"Poodle, Miniature","Retriever, Golden",98115
April 09 2017,S129331,Phoebe,Dog,"Chihuahua, Short Coat",Italian Greyhound,98103
May 12 2017,129300,Sunshine,Cat,Domestic Shorthair,NA,98103
April 22 2017,S129551,Addie Lou,Dog,"Poodle, Miniature",Mix,98199
April 09 2014,960482,Daisy,Dog,"Retriever, Labrador",NA,98105
August 28 2018,8000408,Lola,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",Mix,98136
April 12 2017,S125217,Sam,Dog,Greater Swiss Mountain Dog,Mix,98112
March 15 2018,S141532,Oboe,Dog,"Terrier, West Highland White",NA,98104
May 02 2017,213926,Lucy,Dog,Bouvier des Flandres,NA,98117
April 09 2018,S127843,Finnegan,Dog,Australian Cattle Dog,Border Collie,98102
April 24 2017,203669,Milo,Cat,Domestic Shorthair,NA,98146
April 20 2017,S130332,Paxton,Dog,Doberman Pinscher,NA,98126
February 14 2017,78770,Maggie,Cat,Siamese,NA,98116
January 09 2018,S139407,Luna,Dog,"Terrier, American Pit Bull",NA,98106
July 26 2018,S147415,Cassie,Dog,"Poodle, Standard","Retriever, Golden",98103
January 05 2017,958504,Winston,Dog,"Poodle, Toy",NA,98133
March 23 2018,139990,Scout,Dog,"Retriever, Labrador",Mix,98116
September 05 2018,8000678,Spencer T. Cashbone,Dog,"Terrier, Fox, Smooth",NA,98119
April 02 2018,S142125,Raisin,Dog,"Bulldog, French",NA,98115
January 08 2018,902357,Jack,Dog,Papillon,NA,98199
February 02 2018,S111292,Bella,Dog,"Dachshund, Standard Smooth Haired",Miniature Pinscher,98103
January 25 2017,S127089,Kila,Dog,German Shepherd,NA,98118
January 17 2017,18002,Emma,Dog,Australian Shepherd,NA,98136
December 29 2016,961279,Chauncey,Dog,Whippet,NA,98115
July 27 2018,583353,Pierre,Dog,"Poodle, Miniature",NA,98112
August 22 2018,S145986,Luna,Dog,"Terrier, American Pit Bull",Mix,98107
April 23 2018,S114255,Lua,Dog,Basset Hound,NA,98117
September 17 2018,8001021,Opie,Dog,"Spaniel, Cavalier King Charles",Bichon Frise,98115
September 25 2018,8001269,Taz,Dog,"Australian Shepherd, Miniature",NA,98116
September 30 2018,8001415,Pepper,Dog,Brittany,Mix,98108
June 18 2018,S116347,Sam,Dog,Pointer,Terrier,98144
December 13 2016,S124336,Roxie NEW INFO,Dog,"Terrier, American Pit Bull",Mix,98199
March 16 2018,S141501,Finn,Dog,Korean Jindo,NA,98133
March 29 2018,S141822,Finn,Dog,"Chihuahua, Short Coat",Beagle,98122
June 01 2018,S131136,Rocky,Cat,Domestic Shorthair,NA,98107
April 10 2018,214734,Indiana Jones,Dog,Australian Shepherd,NA,98122
October 06 2018,S146076,Stuart,Dog,"Schnauzer, Miniature",NA,98115
February 17 2018,S104309,Benio,Cat,Domestic Shorthair,Mix,98125
September 29 2018,8001399,Asher,Dog,"Mixed Breed, Small (under 24 lbs fully grown)","Retriever, Labrador",98115
June 28 2018,429094,Little Bit,Cat,Domestic Shorthair,NA,98105
January 23 2018,S108728,Larkin,Dog,"Retriever, Golden",NA,98136
July 23 2018,S117950,Marley,Dog,"Terrier, American Pit Bull",NA,98146
April 10 2018,213584,KeaLani,Dog,Miniature Pinscher,NA,98118
March 30 2018,S113777,Cleo,Cat,Domestic Medium Hair,NA,98119
January 24 2018,S111192,Chloe,Dog,Beagle,NA,98121
May 09 2018,S143450,Lucy,Dog,Whippet,"Terrier, Airedale",98121
June 11 2017,274813,PT,Dog,American Eskimo,Mix,98199
September 28 2016,730168,Tobias,Cat,Domestic Medium Hair,NA,98126
March 13 2017,135811,Monchichi,Dog,Pekingese,NA,98106
July 01 2017,S113776,Zoë,Dog,"Retriever, Labrador",NA,98144
August 12 2018,582735,Surti,Dog,"Poodle, Miniature",NA,98125
February 22 2018,140326,Bela,Cat,Domestic Shorthair,NA,98125
May 24 2017,212814,Earl,Dog,"Terrier, American Pit Bull",Border Collie,98118
April 17 2018,S142835,Arnie,Dog,Border Collie,NA,98102
August 20 2017,S133469,Claude,Cat,Domestic Medium Hair,Mix,98109
August 30 2018,S145976,Yogi,Dog,Shih Tzu,Mix,98125
September 28 2017,434126,Scourge,Cat,Domestic Medium Hair,NA,98144
June 26 2018,S131923,Layne,Cat,Domestic Shorthair,NA,98115
May 15 2018,S143725,Georgie,Cat,Manx,Domestic Shorthair,98107
August 10 2017,142685,Ellie,Dog,"Retriever, Labrador",Dalmatian,98116
August 29 2018,S146883,Meeku,Cat,Domestic Shorthair,Mix,98109
June 30 2018,272705,Misty,Cat,Domestic Shorthair,NA,98115
June 29 2018,444229,Munchkin,Dog,"Chihuahua, Short Coat",Shih Tzu,98199
September 15 2017,S134795,Pip,Cat,Domestic Medium Hair,Mix,98101
April 14 2018,S101626,Ivan,Cat,Domestic Shorthair,NA,98115
October 10 2018,S137311,Huckle,Dog,"Retriever, Labrador","Setter, Irish",98177
September 06 2017,729814,Boudicca,Dog,"Terrier, Jack Russell",Pomeranian,98133
May 28 2017,S129892,Luna,Dog,Maltese,"Poodle, Miniature",98177
March 27 2018,S141925,Sumo,Dog,Shiloh Shepherd,NA,98122
November 04 2017,S136093,Sparkles,Cat,Domestic Shorthair,Mix,98122
April 14 2018,S140876,Chowder,Cat,Domestic Shorthair,Mix,98103
March 21 2018,137542,Carly,Dog,"Schnauzer, Miniature",NA,98126
April 09 2018,S142340,Haley,Dog,Basset Hound,"Retriever, Labrador",98116
June 28 2018,S133842,Luna,Dog,"Retriever, Labrador",Beagle,98115
August 13 2018,586453,Otto,Dog,"Retriever, Labrador",NA,98126
May 27 2018,140327,Jimmy,Cat,Domestic Shorthair,NA,98125
August 08 2017,583688,Pixie,Dog,"Chihuahua, Short Coat",NA,98102
June 21 2018,S144944,Luna,Dog,"Retriever, Labrador",NA,98103
September 07 2017,S105743,Daisy,Dog,"Terrier, Norwich",NA,98122
January 16 2018,S139533,Jasper,Dog,American Eskimo,NA,98121
October 31 2017,S104874,Mrs. Patmore,Cat,Domestic Shorthair,Mix,98116
December 22 2017,S138896,Kiki,Dog,"Cur, Black-Mouth",Mix,98117
April 03 2018,135880,Topper,Dog,"Retriever, Labrador",Mix,98117
April 09 2018,S126267,Kronos,Dog,Boxer,"Terrier, American Pit Bull",98118
May 19 2018,S134576,Ghostbuster,Cat,Domestic Shorthair,Mix,98122
December 19 2017,833413,NA,Cat,Domestic Shorthair,NA,98102
February 09 2018,S106219,Chloe,Dog,"Retriever, Labrador",Terrier,98126
July 03 2018,S145486,Chip,Dog,Catahoula Leopard dog,NA,98108
December 06 2017,S108071,Lucy,Cat,LaPerm,NA,98102
August 25 2018,S101660,Paddington,Dog,"Retriever, Labrador","Poodle, Miniature",98105
October 11 2018,902964,Raga,Dog,"Deerhound, Scottish",NA,98122
May 24 2018,S113617,Bandi,Dog,Puli,NA,98118
January 09 2018,S102911,Cuba,Dog,Rottweiler,Mix,98108
January 06 2018,960938,Koda,Dog,"Retriever, Labrador",NA,98106
February 04 2017,18079,Sniffer,Cat,Domestic Shorthair,NA,98117
May 08 2018,S143584,Chiweenie,Dog,"Chihuahua, Short Coat","Dachshund, Miniature Smooth Haired",98117
May 08 2018,S143583,Henri,Dog,"Retriever, Labrador",NA,98115
July 13 2017,S127047,Ayda,Dog,"Retriever, Golden",NA,98119
March 30 2018,S142065,Muneca,Dog,"Terrier, Pit Bull",Mix,98133
August 21 2018,8000253,Luna,Dog,Havanese,NA,98103
June 15 2017,351564,Jade,Dog,Rottweiler,NA,98106
August 30 2017,568659,NA,Cat,Domestic Shorthair,NA,98116
January 28 2018,961427,Roxy,Dog,Maltese,"Terrier, Yorkshire",98116
August 02 2017,578976,Giorgio,Cat,Domestic Longhair,NA,98119
October 02 2017,S136338,Captain,Dog,Portuguese Water Dog,NA,98112
July 09 2018,S145786,Hailey,Dog,"Retriever, Labrador","Poodle, Standard",98115
January 13 2017,28930,Stella,Cat,Domestic Shorthair,NA,98118
October 09 2017,902974,Juno,Dog,"Bulldog, French",NA,98117
February 16 2018,S109979,Hershey,Dog,Shih Tzu,NA,98121
April 30 2018,S143239,Dugg,Dog,"Retriever, Labrador",Border Collie,98103
April 10 2018,140640,Mischa,Cat,Domestic Shorthair,NA,98115
January 12 2017,27297,Lexie,Dog,"Retriever, Golden",NA,98102
May 15 2018,S130731,Niko,Dog,Miniature Pinscher,Mix,98144
July 25 2018,S135019,Harvey,Dog,"Retriever, Labrador","Retriever, Labrador",98125
July 18 2017,S132793,Fitzgerald,Dog,"Retriever, Labrador","Poodle, Standard",98117
April 11 2018,S129817,Jake,Dog,"Poodle, Miniature",NA,98116
March 28 2017,S129238,Mabel,Cat,Domestic Shorthair,NA,98199
June 12 2018,S144658,Rio,Dog,"Retriever, Labrador",NA,98105
March 20 2018,S141633,Scout,Dog,"Retriever, Labrador","Retriever, Golden",98109
July 27 2018,25923,Eve,Dog,Bichon Frise,NA,98102
February 17 2017,82394,Lexie,Dog,"Retriever, Labrador",Mix,98109
March 27 2018,S141904,Noot,Dog,"Bulldog, American",Bulldog,98133
June 24 2017,S131056,Barkley,Cat,Domestic Medium Hair,Mix,98133
April 24 2018,204286,Bella,Cat,Domestic Shorthair,NA,98126
August 08 2018,430203,Mack,Cat,Domestic Shorthair,NA,98133
September 28 2018,S102520,Cory,Dog,"Dachshund, Standard Smooth Haired",NA,98103
April 11 2018,130814,Bo,Dog,"Spaniel, American Cocker",NA,98144
May 11 2017,S126638,Simba,Cat,Domestic Shorthair,Mix,98117
March 27 2018,127948,Milou,Cat,Domestic Shorthair,NA,98115
May 30 2018,283790,Charlie,Dog,Basset Hound,NA,98103
April 06 2018,S140983,Stanley,Dog,"Retriever, Labrador",NA,98119
January 23 2018,27348,Diddo,Dog,"Retriever, Labrador",NA,98125
February 17 2017,S127956,Tio,Dog,"Retriever, Labrador","Poodle, Miniature",98109
August 08 2017,572485,Petra,Cat,Siamese,Mix,98115
May 17 2018,S111867,Luigi,Dog,"Bulldog, French",NA,98115
August 28 2018,S118886,Winston,Cat,Manx,NA,98103
June 17 2018,356748,Moxy,Cat,Domestic Shorthair,NA,98106
March 03 2018,S113128,Poppy,Dog,Weimaraner,Anatolian Shepherd,98115
July 19 2018,347163,Phoebe,Cat,Domestic Medium Hair,NA,98105
February 23 2017,81179,Choco,Dog,"Poodle, Standard",NA,98199
December 20 2016,953311,Max,Cat,Domestic Medium Hair,NA,98117
February 02 2018,S140241,Molly,Dog,"Retriever, Labrador",NA,98119
May 09 2017,S126641,Nana,Cat,Domestic Shorthair,Mix,98107
October 13 2018,128179,Bobcat,Cat,Domestic Medium Hair,NA,98115
October 09 2018,S123924,Charlie,Dog,"Poodle, Miniature","Terrier, Cairn",98115
April 17 2018,204221,Lili,Cat,Domestic Medium Hair,NA,98133
December 07 2017,S134314,Eddie,Cat,Domestic Shorthair,Mix,98115
July 30 2018,576292,Lailah,Dog,"Retriever, Labrador",NA,98199
February 07 2017,77532,Satchel,Cat,Domestic Shorthair,NA,98116
July 18 2017,S132785,Bodhi,Dog,Australian Cattle Dog,"Retriever, Labrador",98106
July 28 2017,830434,Loki,Dog,Shetland Sheepdog,NA,98103
July 25 2017,215261,Tristan,Cat,Domestic Shorthair,NA,98102
October 02 2018,8001488,Perdy,Dog,Dalmatian,"Retriever, Labrador",98103
August 07 2017,19083,Silkie,Cat,Domestic Shorthair,NA,98103
September 05 2018,S120666,Winston,Dog,Siberian Husky,NA,98107
February 10 2017,S127735,Ami,Dog,Belgian Malinois,NA,98106
June 16 2017,733253,Cookie,Dog,"Terrier, Welsh",NA,98115
August 16 2018,S145950,Twilight,Cat,Domestic Shorthair,NA,98107
July 31 2017,26705,Luna,Dog,Portuguese Water Dog,NA,98117
March 28 2018,S141923,Ohana,Cat,Domestic Medium Hair,NA,98103
December 05 2017,897923,Lemony,Cat,Domestic Medium Hair,NA,98102
November 14 2017,S138227,Hera,Cat,Domestic Shorthair,NA,98115
March 21 2018,133793,Ponza,Cat,Domestic Shorthair,NA,NA
December 30 2017,S101725,Casanova,Cat,Domestic Longhair,Mix,98117
January 02 2017,S119172,Ronson,Cat,Domestic Medium Hair,Mix,98109
May 02 2017,S130506,Bug,Cat,Domestic Shorthair,NA,98115
May 02 2017,215175,Pebbles,Dog,"Terrier, Cairn",NA,98199
July 18 2017,442776,Athena,Dog,Basenji,Border Collie,98146
July 23 2018,954692,Atlas,Cat,Domestic Shorthair,NA,98125
June 13 2017,444920,Rain,Dog,American Eskimo,NA,98116
July 21 2018,S125523,Curry,Dog,"Chihuahua, Short Coat",Mix,98117
March 20 2018,S113404,Ada,Dog,German Shepherd,NA,98115
March 30 2018,S101741,Juli,Dog,"Chihuahua, Short Coat",Mix,98103
June 15 2018,356575,LaRue,Dog,Australian Cattle Dog,Chinese Shar-Pei,98105
February 09 2017,79714,Leo,Dog,"Poodle, Standard",NA,98178
January 28 2017,22492,Lyra,Cat,Domestic Shorthair,NA,98105
July 25 2017,15620,Spiff,Dog,"Chihuahua, Short Coat",NA,98119
December 01 2017,904327,Kendra,Dog,German Shepherd,"Retriever, Labrador",98125
May 04 2017,280858,Cleopatra,Dog,Mastiff,Shepherd,98103
September 01 2018,8000556,Bruce,Dog,Basset Hound,"Mixed Breed, Medium (up to 44 lbs fully grown)",98121
June 05 2018,S144499,Pepper,Dog,German Shepherd,Australian Shepherd,98117
February 06 2018,S111804,Heidi,Dog,German Shepherd,NA,98108
June 17 2017,S130374,Pippa,Dog,"Bulldog, English",NA,98103
June 01 2018,S113615,Oakland,Dog,"Terrier, Pit Bull","Cur, Black-Mouth",98122
June 12 2018,S144650,Bixby,Dog,"Retriever, Labrador",NA,98103
January 28 2017,26768,Dizzy,Dog,Beagle,NA,98146
March 08 2018,S141168,Lily,Dog,"Dachshund, Miniature Smooth Haired",NA,98122
December 09 2017,896195,Jessie,Cat,Domestic Medium Hair,NA,98117
May 23 2018,S129261,Mia,Dog,"Bulldog, American","Bulldog, American",98178
November 16 2017,S136538,Aaliyah,Dog,Shepherd,Hound,98108
October 14 2017,832945,Bethie,Cat,Domestic Shorthair,NA,98199
June 30 2018,S101735,Hazel,Dog,Pug,Mix,98117
May 31 2017,84847,Lucy,Dog,"Dachshund, Standard Long Haired",NA,98115
February 26 2017,S128090,Wren,Cat,Domestic Shorthair,Mix,98112
July 21 2018,S146233,Kane,Dog,"Terrier, Pit Bull",Mix,98108
July 08 2017,S101795,Artemis,Cat,Domestic Shorthair,Mix,98107
February 02 2018,S140265,Rowdy,Cat,Domestic Shorthair,Mix,98115
November 12 2017,S104739,Zule,Cat,Domestic Medium Hair,NA,98107
April 23 2017,206294,Bowen,Dog,"Spaniel, American Cocker",NA,98115
April 12 2017,139294,Edgar,Dog,"Retriever, Labrador",Mix,98115
August 02 2017,585113,Alli,Dog,"Retriever, Golden",NA,98199
September 25 2017,S126595,Cleo,Dog,Retriever,Mix,98103
July 24 2018,S147324,Garrus,Dog,Border Collie,German Shepherd,98125
September 12 2018,S146345,Carl,Dog,German Shepherd,NA,98119
September 17 2018,8001011,Daphne,Dog,"Terrier, American Pit Bull",NA,98125
November 17 2015,351056,Kitty,Cat,Domestic Medium Hair,NA,98106
April 27 2017,84604,Rudy,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)",Mix,98125
June 06 2017,355149,Conan,Dog,"Terrier, Scottish",NA,98118
October 13 2018,833330,Amy,Cat,Domestic Medium Hair,NA,98117
June 21 2018,S133895,Murphy,Dog,"Poodle, Miniature","Retriever, Golden",98115
February 13 2018,S140505,Nate,Dog,Mix,Icelandic Sheepdog,98125
April 17 2017,203518,Callie,Cat,Domestic Longhair,NA,98103
October 17 2018,8001950,Bell,Dog,"Schnauzer, Miniature",Terrier,98108
April 06 2017,S129707,Oliver,Dog,Shetland Sheepdog,NA,98106
April 17 2018,S142829,Buttercup,Dog,"Chihuahua, Short Coat",Italian Greyhound,98107
February 20 2018,S111049,Bode,Dog,Australian Shepherd,Border Collie,98144-3027
September 03 2018,S100226,Puck,Cat,Domestic Shorthair,NA,98103
April 23 2018,S142240,Charlie,Cat,Domestic Shorthair,Mix,98108
February 27 2018,S141035,Teddy (Theodore),Dog,"Terrier, Yorkshire","Poodle, Miniature",98108
October 10 2017,S105045,Bodhi,Dog,"Retriever, Labrador","Poodle, Standard",98118
September 01 2018,728736,Hanzo,Dog,"Retriever, Labrador",NA,98125
October 07 2018,834589,Carly,Dog,Beagle,Mix,98106
May 01 2017,S130624,Boo,Cat,Bombay,NA,98107
July 17 2018,S147054,Marseille,Dog,"Retriever, Labrador",Mix,98118
January 19 2018,S139645,Abby,Dog,"Retriever, Labrador",Australian Cattle Dog,98122
May 22 2018,256293,Oreo,Dog,Havanese,NA,98144
January 31 2018,S140237,Gus,Dog,"Poodle, Miniature",NA,98144
February 20 2018,S110744,Berlioz,Cat,Siamese,Domestic Shorthair,98102
October 11 2017,834027,Fritz,Dog,"Terrier, West Highland White",NA,98105
June 06 2017,357411,Moani,Dog,"Retriever, Golden",NA,98103
May 10 2017,276659,Honey,Cat,Domestic Shorthair,NA,98136
June 21 2018,898147,Momo,Dog,Shih Tzu,"Poodle, Miniature",98115
October 04 2017,S103896,Sophie,Dog,Pomeranian,NA,98103
August 01 2017,S133901,Maggie,Dog,"Terrier, Border",NA,98117
April 25 2018,S143128,Sneakers,Cat,Domestic Shorthair,NA,98105
June 28 2017,S133186,Maddie,Dog,"Terrier, West Highland White",NA,98144
January 24 2018,S139910,Kona,Dog,Hound,NA,98112
April 14 2017,S134783,Qince,Dog,"Spaniel, English Toy",Mix,98115
March 15 2018,S140399,Halley,Dog,Great Pyrenees,"Retriever, Golden",98115
July 11 2018,429174,Tigre,Cat,Domestic Shorthair,NA,98115
March 06 2017,142294,Potters,Cat,Domestic Shorthair,NA,98122
July 31 2018,S147531,Sydney,Dog,Doberman Pinscher,NA,98106
October 11 2018,8001774,Rocky,Dog,Shih Tzu,NA,98125
May 29 2018,S131383,Bobbie,Dog,Podenco Canario,NA,98126
October 24 2017,S103120,Murphy,Dog,"Schnauzer, Miniature",NA,98126
May 03 2017,284885,Sophie,Cat,Domestic Shorthair,NA,98112
September 09 2018,S146456,Lily May,Cat,Domestic Shorthair,Mix,98102
February 13 2018,83494,Star,Cat,Domestic Shorthair,NA,98103
August 20 2017,582185,Coco,Dog,"Retriever, Labrador","Poodle, Miniature",98115
April 28 2018,214021,seven of nine,Dog,Xoloitzcuintli,NA,98117
March 20 2018,139960,Hunter,Dog,"Retriever, Labrador","Retriever, Golden",98115
January 16 2018,S128254,Bogey,Dog,Australian Shepherd,NA,98103
November 07 2017,S138024,Jerico,Dog,Boxer,Mix,98117
April 17 2018,S142861,Dip,Cat,Turkish Van,NA,98121
August 31 2018,727089,FlapJack,Dog,"Retriever, Golden",NA,98117
January 10 2018,S139341,Bailey,Dog,"Australian Shepherd, Miniature",NA,98144
June 29 2018,S131081,Everly,Dog,"Retriever, Labrador","Poodle, Standard",98116
June 25 2018,440089,Scout,Dog,"Griffon, Wirehaired Pointing",NA,98122
March 29 2018,S108048,Marcello,Cat,Domestic Shorthair,NA,98103
December 01 2017,S138671,Dakota,Dog,Boxer,Terrier,98103
