gamename,year,month,avg,gain,peak,avg_peak_perc
Neverwinter,2017,July,2252.5,-142.94,3896,57.8157%
Street Fighter V,2017,July,1216.31,-14,2655,45.8121%
PlanetSide 2,2017,July,1817.34,-8.21,3131,58.0434%
Planet Coaster,2017,July,2713.8,555.21,6882,39.4333%
The Long Dark,2017,July,1239.13,-202.52,2363,52.4388%
Stormworks: Build and Rescue,2017,July,0.41,0.05,4,10.25%
Knight Online,2017,July,1443.76,-197.43,1851,77.9989%
Project Zomboid,2017,July,613.06,24.02,1362,45.0117%
Northgard,2017,July,1065.2,-274.41,3287,32.4064%
Realm of the Mad God Exalt,2017,July,1081.41,117.47,1738,62.2215%
X-Plane 11,2017,July,384.44,99.09,730,52.663%
METAL GEAR SOLID V: THE PHANTOM PAIN,2017,July,2686.81,603.57,4383,61.3007%
theHunter Classic,2017,July,608.53,-14.98,1055,57.6806%
ASTRONEER,2017,July,481.8,15.32,1107,43.523%
Microsoft Flight Simulator X: Steam Edition,2017,July,2668.18,32.04,4131,64.5892%
EVGA Precision X1,2017,July,2655.53,132.64,3308,80.276%
Robocraft,2017,July,3263.57,-234.72,5051,64.6124%
Don't Starve,2017,July,2392.29,-12.94,4235,56.4885%
Age of Mythology: Extended Edition,2017,July,1284.82,287.88,2806,45.7883%
Train Simulator,2017,July,1099.66,13.73,2215,49.646%
Call of Duty: Black Ops III,2017,July,4842.42,-821.02,9322,51.9461%
Heroes of Might & Magic III - HD Edition,2017,July,689.99,59.21,1341,51.4534%
Total War: NAPOLEON - Definitive Edition,2017,July,1392.6,17.99,2610,53.3563%
Black Squad,2017,July,1011.4,1010.11,13480,7.503%
Shadowverse,2017,July,6692.1,-840.54,18147,36.8772%
Company of Heroes,2017,July,1652.3,-554.79,3059,54.0144%
Grand Theft Auto IV: The Complete Edition,2017,July,1041.82,171.39,2098,49.6578%
Football Manager 2017,2017,July,40747.57,-1217.59,69489,58.6389%
Sniper Elite 4,2017,July,1889.29,539.77,4907,38.5019%
Tom Clancy's Ghost Recon® Wildlands,2017,July,3041.12,186.27,6521,46.6358%
Rome: Total War,2017,July,1126.81,14.82,1935,58.2331%
Tree of Savior (English Ver.),2017,July,3376.23,-1485.26,5184,65.1279%
FaceRig,2017,July,239.89,22.27,451,53.1907%
Endless Space® 2,2017,July,811.75,-1009.28,1723,47.1126%
Assassin's Creed IV Black Flag,2017,July,1290.27,87.62,3027,42.6254%
For The King,2017,July,606.78,495.28,1466,41.3902%
Plants vs. Zombies: Game of the Year,2017,July,573.92,90.92,997,57.5647%
Plague Inc: Evolved,2017,July,548.73,-234.66,1337,41.0419%
Total War: WARHAMMER,2017,July,11151.18,3165.78,22679,49.1696%
Stronghold Crusader HD,2017,July,496.73,-67.81,1164,42.6744%
Sid Meier's Civilization IV: Beyond the Sword,2017,July,890.93,51.43,1518,58.691%
Tomb Raider,2017,July,1188.82,249.69,2987,39.7998%
MapleStory,2017,July,1103.42,275.93,1847,59.7412%
Tracks of Triumph: Industrial Zone,2017,July,20.12,15.32,1000,2.012%
Titan Quest Anniversary Edition,2017,July,1250.81,-167.33,3691,33.8881%
Assassin's Creed Unity,2017,July,506.92,133.85,1288,39.3571%
Brick Rigs,2017,July,138.96,55.76,348,39.931%
Resident Evil 7 Biohazard,2017,July,329.94,44.18,823,40.0899%
Sid Meier's Civilization III: Complete,2017,July,718.95,5.28,1208,59.5157%
DCS World Steam Edition,2017,July,232.11,23.81,466,49.809%
My Summer Car,2017,July,613.49,60.72,1197,51.2523%
Banished,2017,July,2088.4,396.6,5177,40.34%
XCOM: Enemy Unknown,2017,July,1636.47,218.41,3000,54.549%
OMSI 2,2017,July,669.09,76.92,1443,46.368%
The Elder Scrolls IV: Oblivion,2017,July,1207.8,218.23,2317,52.1278%
Crusaders of the Lost Idols,2017,July,1853.28,-70.62,2508,73.8947%
Farming Simulator 17,2017,July,5443.37,517.72,10818,50.3177%
Spore,2017,July,950.68,59.4,2105,45.1629%
Insurgency,2017,July,3448.88,1271.85,6456,53.4213%
Enter the Gungeon,2017,July,936.12,-37.69,1658,56.4608%
Minion Masters,2017,July,227.68,65.07,1300,17.5138%
Source Filmmaker,2017,July,935.05,41.68,1320,70.8371%
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,2017,July,1089.31,410.53,2650,41.106%
The Lord of the Rings Online,2017,July,842.33,14.51,1535,54.8749%
Realm Grinder,2017,July,4367.41,2322.62,6247,69.9121%
Victoria II,2017,July,580.03,53.47,1000,58.003%
BioShock Remastered,2017,July,443.07,95.5,1050,42.1971%
Undertale,2017,July,1222.35,-19.77,1777,68.7873%
DOOM,2017,July,3079.03,1373.84,10749,28.6448%
Just Cause 3,2017,July,2687.79,1304.49,9891,27.1741%
Naval Action,2017,July,679.15,-208.68,1350,50.3074%
Football Manager 2016,2017,July,7502.06,-1171.1,12928,58.0295%
Fallout Shelter,2017,July,3240.44,-1575.82,5411,59.8862%
Battle Brothers,2017,July,483.81,-174.09,983,49.2177%
Cossacks 3,2017,July,671.63,30.05,1787,37.5842%
Rising Storm 2: Vietnam,2017,July,1670.38,-2808.38,3493,47.8208%
Surviving Mars,2017,July,0.18,-0.16,5,3.6%
Governor of Poker 3,2017,July,193.19,-1.65,331,58.3656%
FTL: Faster Than Light,2017,July,1433.54,86.1,2607,54.9881%
Metin2,2017,July,1123.58,-1079,2246,50.0258%
Rocksmith® 2014 Edition - Remastered,2017,July,748.65,28.62,1354,55.2917%
Half-Life 2,2017,July,1270.4,316.54,3214,39.5271%
TERA,2017,July,1100.24,-153.05,2296,47.9199%
PC Building Simulator,2017,July,0.02,NA,1,2%
Cuphead,2017,July,0.6,-0.24,2,30%
Divinity: Original Sin Enhanced Edition,2017,July,1573.72,109.5,3748,41.9883%
Wolcen: Lords of Mayhem,2017,July,55.64,-1.39,147,37.8503%
Trailmakers,2017,July,0.27,-1.28,2,13.5%
Football Manager 2015,2017,July,3103.67,-301.82,5426,57.2%
Batman: Arkham Knight,2017,July,1415.13,279.06,3070,46.0954%
Golf It!,2017,July,222.35,26.71,677,32.8434%
Mafia III: Definitive Edition,2017,July,1101.53,22.67,2510,43.8857%
Fallout: New Vegas RU,2017,July,529.01,56.37,1222,43.2905%
Wreckfest,2017,July,77.09,13.38,231,33.3723%
The Witcher 2: Assassins of Kings Enhanced Edition,2017,July,1011.73,-288.38,2155,46.948%
Wargame: Red Dragon,2017,July,660.57,6.53,1134,58.2513%
Deceit,2017,July,56.66,5.33,135,41.9704%
Idling to Rule the Gods,2017,July,711,-80.59,852,83.4507%
Crush Crush,2017,July,492.67,-28.11,737,66.848%
"Warhammer 40,000: Dawn of War - Soulstorm",2017,July,621.81,75.37,1090,57.0468%
Ravenfield,2017,July,266.31,-19.56,508,52.4232%
Avorion,2017,July,531.82,122.3,1138,46.7329%
Far Cry 4,2017,July,1265.12,115.21,2720,46.5118%
Black Mesa,2017,July,272.22,49.22,853,31.9132%
Pavlov VR,2017,July,31.75,7.16,78,40.7051%
Life is Feudal: Your Own,2017,July,1138.98,-170.67,2320,49.094%
The Witcher: Enhanced Edition,2017,July,943.83,-292.38,2161,43.6756%
BioShock Infinite,2017,July,896.4,205.03,1999,44.8424%
Bloons TD Battles,2017,July,590.38,-12.08,884,66.7851%
RPG Maker MV,2017,July,835.7,148.9,1261,66.2728%
STAR WARS Knights of the Old Republic II: The Sith Lords,2017,July,628.04,21.72,1241,50.6076%
Resident Evil 4,2017,July,220.14,55.15,410,53.6927%
This War of Mine,2017,July,1349.11,-406.93,3978,33.9143%
RaceRoom Racing Experience,2017,July,256.76,-29.4,663,38.727%
Far Cry® 3,2017,July,832.4,-59.73,1886,44.1357%
Ultimate Epic Battle Simulator,2017,July,179.42,-108.92,338,53.0828%
Resident Evil 6,2017,July,613.45,263.51,1180,51.9873%
Dishonored 2,2017,July,2125.1,520.17,5489,38.7156%
Blood Bowl 2,2017,July,403.45,27.85,1053,38.3143%
Motorsport Manager,2017,July,2017.01,456.21,5034,40.0677%
Tom Clancy's The Division,2017,July,3746.01,606.71,8332,44.9593%
Steep,2017,July,146.31,19.51,537,27.2458%
Sins of a Solar Empire: Rebellion,2017,July,607.42,-73.55,1092,55.6245%
The Divine Paradox,2017,July,1.22,0.98,11,11.0909%
rFactor 2,2017,July,348.46,-22.4,879,39.6428%
Rise of Nations: Extended Edition,2017,July,610.99,94.01,1060,57.6406%
Danganronpa 2: Goodbye Despair,2017,July,366.29,178.26,622,58.8891%
Ori and the Blind Forest: Definitive Edition,2017,July,758.1,-207.83,2365,32.055%
Borderlands: The Pre-Sequel,2017,July,1490.82,118.24,3202,46.559%
Citadel: Forged With Fire,2017,July,1349.8,NA,7720,17.4845%
Stream Avatars,2017,July,6.45,NA,23,28.0435%
Digimon Masters Online,2017,July,659.3,-138.56,1008,65.4067%
Middle-earth: Shadow of Mordor,2017,July,8767.21,4650.05,29572,29.647%
ShareX,2017,July,73.67,35.55,132,55.8106%
Counter-Strike Nexon: Studio,2017,July,2447.62,-22.87,4360,56.1381%
Mad Max,2017,July,1373.37,339.51,3193,43.0119%
Golf With Your Friends,2017,July,1037.39,120.74,1985,52.2615%
Lobotomy Corporation,2017,July,30.06,-3.39,126,23.8571%
Friday the 13th: The Game,2017,July,2844.9,-2721.92,4924,57.7762%
Left 4 Dead,2017,July,605.05,120.08,1542,39.238%
Ultimate Chicken Horse,2017,July,323.06,82.13,1046,30.8853%
Feed and Grow: Fish,2017,July,110.46,7.01,172,64.2209%
Clone Drone in the Danger Zone,2017,July,86.44,-18.02,223,38.7623%
TerraTech,2017,July,369.73,19.71,692,53.4292%
Little Nightmares,2017,July,146.09,17.76,333,43.8709%
Subsistence,2017,July,78.23,-5.14,180,43.4611%
Age of Wonders III,2017,July,681.15,44.09,1338,50.9081%
Stronghold Kingdoms,2017,July,678.2,-26.69,1010,67.1485%
Baldur's Gate II: Enhanced Edition,2017,July,393.28,40.44,654,60.1346%
Railway Empire,2017,July,0.09,0.05,3,3%
Resident Evil 5,2017,July,359.62,113.13,839,42.8629%
Football Manager 2012,2017,July,643.42,-42.47,1260,51.0651%
Borderless Gaming,2017,July,469.8,41.15,673,69.8068%
Mass Effect,2017,July,321.48,46.07,731,43.9781%
The Elder Scrolls III: Morrowind,2017,July,459.72,-15.91,889,51.712%
SimCity 4 Deluxe,2017,July,361.51,24.35,661,54.6914%
Dungeon Defenders II,2017,July,1768.88,658.44,3196,55.3467%
F1 2012,2017,July,117.91,12.77,307,38.4072%
Farming Simulator 2013,2017,July,103.14,1.42,196,52.6224%
Football Manager 2014,2017,July,1552.14,-162.15,2838,54.6913%
F1 2014,2017,July,109.2,18.6,304,35.9211%
Construction-Simulator 2015,2017,July,300.24,42.57,820,36.6146%
Car Mechanic Simulator 2015,2017,July,1003.13,221.76,2178,46.0574%
F1 2015,2017,July,72.77,6.44,205,35.4976%
Pro Evolution Soccer 2016,2017,July,346.23,-73.51,648,53.4306%
F1 2016,2017,July,1342.72,294.1,3886,34.5528%
Pro Evolution Soccer 2017,2017,July,2815.2,-107.4,5188,54.2637%
Deus Ex: Mankind Divided,2017,July,832.54,124.42,2114,39.3822%
Lost Castle,2017,July,698.85,19.12,2119,32.9802%
Sven Co-op,2017,July,331.9,2.25,517,64.1973%
Marvel Puzzle Quest,2017,July,490.38,-13.43,770,63.6857%
Torchlight II,2017,July,1028.47,85.9,2377,43.2676%
Sleeping Dogs: Definitive Edition,2017,July,414.5,125.47,1086,38.1676%
S.T.A.L.K.E.R.: Shadow of Chernobyl,2017,July,310.71,43.18,732,42.4467%
Call of Duty: Modern Warfare 2,2017,July,519.63,-10.14,1041,49.9164%
DC Universe Online,2017,July,566.13,-105.47,1101,51.4196%
Danganronpa: Trigger Happy Havoc,2017,July,327.75,123.05,815,40.2147%
Outlast,2017,July,250.71,48.08,709,35.3611%
The Elder Scrolls: Legends,2017,July,2270.38,-1157.16,4475,50.7347%
Hacknet,2017,July,94.23,-44.63,269,35.0297%
Farming Simulator 15,2017,July,899.86,184.97,1795,50.1315%
Terraria,2017,July,23413.09,3808.56,31959,73.2598%
Left 4 Dead 2,2017,July,16346.07,4890.53,42773,38.2159%
The Witcher 3: Wild Hunt,2017,July,14874.07,-1152.16,29255,50.8428%
Life is Strange,2017,July,1416.58,24.15,4037,35.0899%
Z1 Battle Royale,2017,July,86807.87,15553.61,150179,57.8029%
Don't Starve Together,2017,July,7922.88,274.54,15423,51.3706%
Counter-Strike: Source,2017,July,4836.98,22.76,8619,56.12%
Cities: Skylines,2017,July,8144.29,-230.09,15135,53.811%
Fallout: New Vegas,2017,July,4132.97,575.96,7335,56.3459%
No Man's Sky,2017,July,827.48,176.29,1694,48.8477%
Space Engineers,2017,July,2741.55,15.77,4645,59.0215%
Saints Row IV,2017,July,1151.01,158.55,2806,41.0196%
Age of Empires II (2013),2017,July,8442.74,1327.54,15206,55.5224%
Killing Floor,2017,July,1616.91,-497.45,4243,38.1077%
Portal,2017,July,893.97,91.02,2882,31.0191%
Chivalry: Medieval Warfare,2017,July,864.32,-54.89,1728,50.0185%
Castle Crashers,2017,July,1156.94,241.51,3295,35.112%
Rise of the Tomb Raider,2017,July,1866.93,415.21,5078,36.7651%
No More Room in Hell,2017,July,719.98,-16.36,1033,69.698%
BattleBlock Theater,2017,July,985.23,269.18,3439,28.6487%
Goat Simulator,2017,July,296.56,-10.23,626,47.3738%
Hotline Miami,2017,July,244.73,-5.89,727,33.663%
Saints Row: The Third,2017,July,1211.12,214.94,2889,41.9218%
Divinity: Original Sin 2,2017,July,290.95,-118.35,548,53.0931%
Dirty Bomb,2017,July,2440.27,340.51,4524,53.9405%
The Binding of Isaac,2017,July,361.88,-33.02,544,66.5221%
To the Moon,2017,July,96.21,8.17,352,27.3324%
Dishonored,2017,July,1223.91,251.25,2907,42.1022%
Battlerite,2017,July,2496.35,1215.28,9639,25.8984%
NieR:Automata,2017,July,2337.48,313.68,5671,41.2181%
POSTAL 2,2017,July,281.42,-49.48,640,43.9719%
South Park: The Stick of Truth,2017,July,997.56,-12.02,3118,31.9936%
PAYDAY: The Heist,2017,July,93.47,-25.65,170,54.9824%
Just Cause 2,2017,July,537.11,142.38,1472,36.4885%
Firewatch,2017,July,313.67,148.03,1296,24.2029%
Spec Ops: The Line,2017,July,105.79,4.17,251,42.1474%
Brothers - A Tale of Two Sons,2017,July,79.19,16.41,258,30.6938%
The Stanley Parable,2017,July,135.74,3.34,459,29.573%
Mafia II (Classic),2017,July,574,55.81,1390,41.295%
Everlasting Summer,2017,July,442.12,-23.61,712,62.0955%
Broforce,2017,July,604.89,58.26,1609,37.5942%
LIMBO,2017,July,161.28,-201.04,416,38.7692%
DARK SOULS II,2017,July,531.72,187,962,55.2723%
"Star Wars: Battlefront 2 (Classic, 2005)",2017,July,562.09,-102.68,1205,46.6465%
Metro 2033 Redux,2017,July,770.67,-357.28,2479,31.0879%
Bastion,2017,July,157.41,25.25,393,40.0534%
Half-Life,2017,July,670.39,151.64,1798,37.2853%
Game Dev Tycoon,2017,July,640.49,179.26,2873,22.2934%
Rising Storm/Red Orchestra 2 Multiplayer,2017,July,756.4,-368.19,1471,51.4208%
Grand Theft Auto: San Andreas,2017,July,973.86,182.51,1945,50.0699%
Wolfenstein: The New Order,2017,July,1098.88,-636.16,2707,40.594%
Slay the Spire,2017,July,0.07,0,2,3.5%
Elite Dangerous,2017,July,4803.64,1214.44,8899,53.9795%
Batman: Arkham City GOTY,2017,July,713.34,123.62,1497,47.6513%
Emily is Away,2017,July,48.36,-58.12,107,45.1963%
Besiege,2017,July,534.53,28.51,1386,38.5664%
Call of Duty: Black Ops II,2017,July,207.54,-49.84,390,53.2154%
"Papers, Please",2017,July,311.15,0.55,800,38.8938%
American Truck Simulator,2017,July,2648.81,173.96,4236,62.5309%
Alien: Isolation,2017,July,286.62,8.92,846,33.8794%
Slime Rancher,2017,July,1125.72,-204.27,2568,43.8364%
Fistful of Frags,2017,July,366.5,-12.1,543,67.4954%
Metro: Last Light Redux,2017,July,795.58,-135.83,1910,41.6534%
Hitman: Absolution,2017,July,571.6,148.66,1507,37.9297%
Battlefield: Bad Company 2,2017,July,474.94,60.94,1276,37.221%
Alan Wake,2017,July,167.31,-157.92,354,47.2627%
Risk of Rain,2017,July,379.54,-45.31,721,52.6408%
Depth,2017,July,425.57,-204.25,1353,31.4538%
Transistor,2017,July,227.49,17.61,658,34.5729%
ORION: Prelude,2017,July,56.41,-5.85,112,50.3661%
Verdun,2017,July,388.89,-265.15,1096,35.4827%
Hotline Miami 2: Wrong Number,2017,July,362.79,30.41,768,47.2383%
Life is Strange: Before the Storm,2017,July,4.56,0.1,19,24%
Max Payne 3,2017,July,252.34,41.67,545,46.3009%
Mortal Kombat X,2017,July,840.52,-161.9,1988,42.2797%
The Wolf Among Us,2017,July,198.27,63.87,483,41.0497%
Cry of Fear,2017,July,99.29,1.1,156,63.6474%
Magicka,2017,July,193.56,-4.32,581,33.315%
Watch_Dogs 2,2017,July,1391.29,419.19,3291,42.2756%
SpeedRunners,2017,July,784.71,-106.45,2417,32.4663%
Awesomenauts,2017,July,888.26,-462.97,1553,57.1964%
Batman: Arkham Origins,2017,July,439.7,56.96,949,46.333%
Batman: Arkham Asylum GOTY Edition,2017,July,326.8,46.52,850,38.4471%
Hellblade: Senua's Sacrifice,2017,July,1.11,0.44,6,18.5%
Amnesia: The Dark Descent,2017,July,91.37,9.67,213,42.8967%
APB Reloaded,2017,July,798.47,-65.8,1334,59.8553%
Super Hexagon,2017,July,38.03,1.36,87,43.7126%
INSIDE,2017,July,183.17,-132.2,468,39.1389%
Call of Duty: World at War,2017,July,1450.3,-198.38,2420,59.9298%
The Plan,2017,July,2.11,-0.13,9,23.4444%
Creativerse,2017,July,2435.74,-779.26,4134,58.9197%
Shadow Warrior,2017,July,1088.46,995.62,8193,13.2852%
A Story About My Uncle,2017,July,45.77,-5.17,151,30.3113%
Mirror's Edge,2017,July,103.35,7.4,251,41.1753%
Prey,2017,July,1238,-561.72,3186,38.8575%
HuniePop,2017,July,403.11,30.34,873,46.1753%
Fallout 3 - Game of the Year Edition,2017,July,421.91,21.6,775,54.44%
Arma 2: Operation Arrowhead,2017,July,1661.27,-44.71,3013,55.1367%
DiRT Rally,2017,July,462.98,-93.42,1108,41.7852%
Alien Swarm,2017,July,75.86,-13.1,145,52.3172%
Miscreated,2017,July,1743.88,481.33,3736,46.6777%
The Talos Principle,2017,July,296.54,47.9,808,36.7005%
Spintires®,2017,July,1124.41,42.53,2763,40.6953%
ICEY,2017,July,108.63,-16.68,512,21.2168%
Blood and Bacon,2017,July,106.37,3.04,201,52.9204%
Duck Game,2017,July,496.25,17.97,924,53.7067%
Magic Duels,2017,July,2283.84,-586.41,3209,71.1698%
SOMA,2017,July,116.66,24.24,338,34.5148%
Trine 2,2017,July,160,-38.69,443,36.1174%
NEKOPARA Vol. 1,2017,July,119.03,-17.08,323,36.8514%
BLOCKADE 3D,2017,July,346.51,38.38,773,44.8266%
Five Nights at Freddy's,2017,July,55.44,4.83,98,56.5714%
Spiral Knights,2017,July,451.61,-5.9,707,63.8769%
Valiant Hearts: The Great War / Soldats Inconnus : Mémoires de la Grande Guerre,2017,July,37.15,3.67,113,32.8761%
ABZU,2017,July,91.48,-79.85,302,30.2914%
Stranded Deep,2017,July,364.1,-28.99,688,52.9215%
Serious Sam 3: BFE,2017,July,232.68,-98.78,791,29.4159%
Hurtworld,2017,July,1198.98,-17.47,2676,44.8049%
TEKKEN 7,2017,July,3475.31,-3845.49,6389,54.3952%
Assetto Corsa,2017,July,1630.51,89.82,3293,49.5144%
Scrap Mechanic,2017,July,1350.77,377.19,2880,46.9017%
Watch_Dogs,2017,July,414.12,151.18,959,43.1825%
The Expendabros,2017,July,116.45,-0.54,226,51.5265%
Dust: An Elysian Tail,2017,July,98.42,26.46,282,34.9007%
Ryse: Son of Rome,2017,July,201.88,64.1,883,22.863%
Hero Siege,2017,July,340.34,-54.83,851,39.9929%
Call of Duty: Ghosts,2017,July,95.31,0.05,207,46.0435%
Assassin's Creed II,2017,July,431.44,77.19,1067,40.4349%
SUPERHOT,2017,July,183.63,-170.76,472,38.9047%
DmC Devil May Cry,2017,July,379.77,262.18,899,42.2436%
Layers of Fear,2017,July,45.13,6.04,118,38.2458%
Day of Infamy,2017,July,614.44,25.32,1335,46.0255%
Tales from the Borderlands,2017,July,230.83,99.31,625,36.9328%
Skullgirls 2nd Encore,2017,July,313.94,47.56,729,43.0645%
Call of Duty: Black Ops,2017,July,444.94,-69.14,813,54.7282%
One Finger Death Punch,2017,July,88.58,1.84,230,38.513%
Crypt of the NecroDancer,2017,July,519.86,240.37,1291,40.268%
L.A. Noire,2017,July,308.58,18.07,730,42.2712%
A Hat in Time,2017,July,1.21,0.02,8,15.125%
Warhammer: End Times - Vermintide,2017,July,1371.47,706.6,3595,38.1494%
Half-Life 2: Episode Two,2017,July,241.22,82.16,500,48.244%
Iron Snout,2017,July,67.71,4.63,136,49.7868%
Rogue Legacy,2017,July,244.62,20.17,566,43.2191%
Age of Empires® III (2007),2017,July,1832.33,319.24,3808,48.1179%
Infestation: The New Z,2017,July,3348.13,-111.72,4940,67.7759%
METAL GEAR RISING: REVENGEANCE,2017,July,134.29,24.82,336,39.9673%
Gang Beasts,2017,July,398.14,83.51,765,52.0444%
Call of Duty: Advanced Warfare,2017,July,96.47,-3.99,187,51.5882%
Town of Salem,2017,July,1084.22,-96.29,1684,64.3836%
Orcs Must Die! 2,2017,July,221.96,16.37,514,43.1829%
Tabletop Simulator,2017,July,1722.45,162.82,3744,46.0056%
HELLDIVERS,2017,July,439.83,19.3,1560,28.1942%
Deus Ex: Human Revolution - Director's Cut,2017,July,333.25,71.89,718,46.4136%
How to Survive,2017,July,108.6,15.32,405,26.8148%
Guns of Icarus Online,2017,July,67.46,-25.05,280,24.0929%
Dragon's Dogma: Dark Arisen,2017,July,1143.77,286.06,2570,44.5047%
Brütal Legend,2017,July,97.69,-23.58,293,33.3413%
The Beginner's Guide,2017,July,19.44,-0.94,76,25.5789%
Sniper Elite 3,2017,July,742.03,150.01,2302,32.2341%
DRAGON BALL XENOVERSE,2017,July,280.61,64.33,681,41.2056%
VA-11 Hall-A: Cyberpunk Bartender Action,2017,July,164.49,45.46,469,35.0725%
Just Cause 2: Multiplayer Mod,2017,July,198.29,63.36,626,31.6757%
Antichamber,2017,July,73.22,32.89,426,17.1878%
Dino D-Day,2017,July,36.61,-14.53,84,43.5833%
Counter-Strike: Condition Zero,2017,July,590.73,4.67,1077,54.8496%
The Darkness II,2017,July,39.03,-1.5,100,39.03%
GRID 2,2017,July,159.85,12.34,453,35.287%
Sakura Clicker,2017,July,212.85,-4.67,281,75.7473%
Refunct,2017,July,28.17,14.36,129,21.8372%
Gone Home,2017,July,11.56,0.67,36,32.1111%
NEKOPARA Vol. 0,2017,July,76.45,-33.91,349,21.9054%
FINAL FANTASY VII,2017,July,528.44,101.87,947,55.8015%
Sanctum 2,2017,July,88.06,-10.72,242,36.3884%
The Escapists,2017,July,382.09,-253.06,1174,32.546%
STAR WARS: Knights of the Old Republic,2017,July,433.53,20.57,953,45.4911%
Pillars of Eternity,2017,July,1114.81,289.27,2317,48.1144%
Codename CURE,2017,July,134.37,-1.73,207,64.913%
ShellShock Live,2017,July,2460.56,-205.17,6206,39.6481%
Need for Speed: Hot Pursuit,2017,July,251.07,17.13,718,34.968%
Surgeon Simulator,2017,July,46.88,-1.09,117,40.0684%
World of Guns: Gun Disassembly,2017,July,192.41,-22.79,421,45.7031%
Toribash,2017,July,182.77,23.57,453,40.3466%
Empyrion - Galactic Survival,2017,July,2391.38,-571.55,4702,50.8588%
Hyper Light Drifter,2017,July,304.58,75.87,779,39.0988%
OneShot,2017,July,80.01,13.72,235,34.0468%
Mountain,2017,July,173.3,8.93,326,53.1595%
Block N Load,2017,July,476.76,-44.45,798,59.7444%
Portal Knights,2017,July,900.44,-90.83,2247,40.073%
Outlast 2,2017,July,124.2,-48.78,257,48.3268%
My Time At Portia,2017,July,0.06,NA,1,6%
Dungeon Defenders,2017,July,220.75,-4.46,364,60.6456%
Mass Effect 2,2017,July,337.58,58.36,667,50.6117%
