name,sex,event,equipment,age,age_class,division,bodyweight_kg,weight_class_kg,best3squat_kg,best3bench_kg,best3deadlift_kg,place,date,federation,meet_name
Ricardo Vicenteño,M,SBD,Single-ply,29,24-34,Open,80.16,83,242.5,152.5,275,18,2012-11-10,IPF,World Powerlifting Championships
Ahmet Gurbanov,M,SBD,Single-ply,19.5,20-23,Open,82.03,83,260,170,240,19,2012-11-10,IPF,World Powerlifting Championships
Robert Mihailov,M,SBD,Single-ply,34.5,24-34,Open,82.62,83,315,NA,280,DQ,2012-11-10,IPF,World Powerlifting Championships
Jaider Espinoza,M,SBD,Single-ply,29.5,24-34,Open,82.98,83,NA,240,NA,DQ,2012-11-10,IPF,World Powerlifting Championships
Mykhaylo Bulanyy,M,SBD,Single-ply,36.5,35-39,Open,92.92,93,377.5,245,337.5,1,2012-11-10,IPF,World Powerlifting Championships
Sergii Bilyi,M,SBD,Single-ply,21.5,20-23,Open,92.52,93,362.5,260,322.5,2,2012-11-10,IPF,World Powerlifting Championships
Patrik Turesson,M,SBD,Single-ply,37.5,35-39,Open,92.44,93,362.5,232.5,320,3,2012-11-10,IPF,World Powerlifting Championships
Jan Wegiera,M,SBD,Single-ply,46.5,45-49,Open,92.36,93,340,300,270,4,2012-11-10,IPF,World Powerlifting Championships
Jan Bast,M,SBD,Single-ply,34.5,24-34,Open,92.26,93,325,265,297.5,5,2012-11-10,IPF,World Powerlifting Championships
David Ricks,M,SBD,Single-ply,53,50-54,Open,91.63,93,345,225,305,6,2012-11-10,IPF,World Powerlifting Championships
David Coimbra,M,SBD,Single-ply,28.5,24-34,Open,91.59,93,335,207.5,320,7,2012-11-10,IPF,World Powerlifting Championships
Ramon Burgos,M,SBD,Single-ply,24.5,24-34,Open,92.8,93,320,180,337.5,8,2012-11-10,IPF,World Powerlifting Championships
Pavol Varchola,M,SBD,Single-ply,33.5,24-34,Open,92.83,93,325,200,312.5,9,2012-11-10,IPF,World Powerlifting Championships
Takayuki Arakawa,M,SBD,Single-ply,34,24-34,Open,87.76,93,310,225,290,10,2012-11-10,IPF,World Powerlifting Championships
Henrik Skov Nielsen,M,SBD,Single-ply,27.5,24-34,Open,92.2,93,330,212.5,282.5,11,2012-11-10,IPF,World Powerlifting Championships
Kyohei Kubo,M,SBD,Single-ply,24.5,24-34,Open,92.72,93,355,215,235,12,2012-11-10,IPF,World Powerlifting Championships
Robert Love,M,SBD,Single-ply,35,35-39,Open,92.7,93,325,187.5,287.5,13,2012-11-10,IPF,World Powerlifting Championships
Gabriel García,M,SBD,Single-ply,36.5,35-39,Open,90.82,93,295,215,280,14,2012-11-10,IPF,World Powerlifting Championships
Ruslan Yarullin,M,SBD,Single-ply,29.5,24-34,Open,92.35,93,NA,240,NA,DQ,2012-11-10,IPF,World Powerlifting Championships
Andreas Jandorek,M,SBD,Single-ply,27,24-34,Open,92.75,93,332.5,NA,285,DQ,2012-11-10,IPF,World Powerlifting Championships
Pjotr van den Hoek,M,SBD,Single-ply,39.5,35-39,Open,92.78,93,NA,NA,NA,DQ,2012-11-10,IPF,World Powerlifting Championships
Hernán Ron,M,SBD,Single-ply,30.5,24-34,Open,92.82,93,380,NA,NA,DQ,2012-11-10,IPF,World Powerlifting Championships
André Hentschel,M,SBD,Single-ply,27,24-34,Open,92.84,93,NA,NA,NA,DQ,2012-11-10,IPF,World Powerlifting Championships
Margus Silbaum,M,SBD,Single-ply,35.5,35-39,Open,92.98,93,360,NA,340,DQ,2012-11-10,IPF,World Powerlifting Championships
Zdravko Sarafimov,M,SBD,Single-ply,27.5,24-34,Open,92.66,93,352.5,255,337.5,DD,2012-11-10,IPF,World Powerlifting Championships
Anibal Manuel Coimbra Marques,M,SBD,Single-ply,39.5,35-39,Open,104.39,105,400,260,387.5,1,2012-11-10,IPF,World Powerlifting Championships
Konstantin Lebedko,M,SBD,Single-ply,30.5,24-34,Open,104.74,105,400,295,352.5,2,2012-11-10,IPF,World Powerlifting Championships
Vadym Dovhanyuk,M,SBD,Single-ply,24.5,24-34,Open,104.42,105,410,315,310,3,2012-11-10,IPF,World Powerlifting Championships
José Mencias,M,SBD,Single-ply,24.5,24-34,Open,103.93,105,355,252.5,332.5,4,2012-11-10,IPF,World Powerlifting Championships
Stian Walgermo,M,SBD,Single-ply,23.5,24-34,Open,104.23,105,365,242.5,320,5,2012-11-10,IPF,World Powerlifting Championships
Tomáš Šárik,M,SBD,Single-ply,36.5,35-39,Open,104.93,105,345,232.5,335,6,2012-11-10,IPF,World Powerlifting Championships
Tomas Harsany,M,SBD,Single-ply,29.5,24-34,Open,104.42,105,345,230,335,7,2012-11-10,IPF,World Powerlifting Championships
Peter Ovsonka,M,SBD,Single-ply,29.5,24-34,Open,104.45,105,370,220,305,8,2012-11-10,IPF,World Powerlifting Championships
Sune Bak,M,SBD,Single-ply,37.5,35-39,Open,104.3,105,330,250,312.5,9,2012-11-10,IPF,World Powerlifting Championships
John MacDonald,M,SBD,Single-ply,28.5,24-34,Open,104.96,105,340,225,322.5,10,2012-11-10,IPF,World Powerlifting Championships
Luis Jaimes,M,SBD,Single-ply,23,20-23,Open,104.66,105,330,265,280,11,2012-11-10,IPF,World Powerlifting Championships
Takahito Akutsu,M,SBD,Single-ply,29.5,24-34,Open,101.37,105,325,245,300,12,2012-11-10,IPF,World Powerlifting Championships
Johan Smith,M,SBD,Single-ply,20.5,20-23,Open,104.7,105,337.5,225,300,13,2012-11-10,IPF,World Powerlifting Championships
Idelfonso Pardo,M,SBD,Single-ply,38.5,35-39,Open,101.77,105,307.5,247.5,270,14,2012-11-10,IPF,World Powerlifting Championships
David Jame,M,SBD,Single-ply,30.5,24-34,Open,104.1,105,320,175,315,15,2012-11-10,IPF,World Powerlifting Championships
Jaromír Sršeň,M,SBD,Single-ply,37.5,35-39,Open,96,105,300,215,290,16,2012-11-10,IPF,World Powerlifting Championships
Antonio González,M,SBD,Single-ply,40.5,40-44,Open,98.91,105,307.5,200,270,17,2012-11-10,IPF,World Powerlifting Championships
Sofiane Belkesir,M,SBD,Single-ply,27.5,24-34,Open,104.1,105,360,NA,NA,DQ,2012-11-10,IPF,World Powerlifting Championships
Jacek Wiak,M,SBD,Single-ply,36.5,35-39,Open,104.37,105,385,NA,320,DQ,2012-11-10,IPF,World Powerlifting Championships
Hebert Sena,M,SBD,Single-ply,38.5,35-39,Open,104.74,105,NA,210,NA,DQ,2012-11-10,IPF,World Powerlifting Championships
Maxim Barkhatov,M,SBD,Single-ply,30.5,24-34,Open,119.91,120,410,282.5,360,1,2012-11-10,IPF,World Powerlifting Championships
Ivaylo Hristov,M,SBD,Single-ply,33,24-34,Open,118.31,120,405,305,340,2,2012-11-10,IPF,World Powerlifting Championships
Valeriy Karpov,M,SBD,Single-ply,27.5,24-34,Open,118.92,120,405,295,332.5,3,2012-11-10,IPF,World Powerlifting Championships
Tor-Herman Omland,M,SBD,Single-ply,34.5,24-34,Open,117.89,120,397.5,295,327.5,4,2012-11-10,IPF,World Powerlifting Championships
Jørgen Andreas Hansen,M,SBD,Single-ply,25.5,24-34,Open,119.52,120,402.5,267.5,342.5,5,2012-11-10,IPF,World Powerlifting Championships
Steve Mann,M,SBD,Single-ply,37,35-39,Open,119.74,120,392.5,287.5,305,6,2012-11-10,IPF,World Powerlifting Championships
Sami Pullinen,M,SBD,Single-ply,28.5,24-34,Open,119.9,120,340,285,295,7,2012-11-10,IPF,World Powerlifting Championships
Ben Banks,M,SBD,Single-ply,27.5,24-34,Open,117.11,120,320,260,327.5,8,2012-11-10,IPF,World Powerlifting Championships
Carlos Rivera,M,SBD,Single-ply,29.5,24-34,Open,118.56,120,350,245,312.5,9,2012-11-10,IPF,World Powerlifting Championships
Marco Porras,M,SBD,Single-ply,29.5,24-34,Open,114.75,120,360,235,310,10,2012-11-10,IPF,World Powerlifting Championships
Zbyněk Krejča,M,SBD,Single-ply,37.5,35-39,Open,118.86,120,340,275,285,11,2012-11-10,IPF,World Powerlifting Championships
Franz Leberwurst,M,SBD,Single-ply,42.5,40-44,Open,113.45,120,345,210,310,12,2012-11-10,IPF,World Powerlifting Championships
Jean-Luc Collart,M,SBD,Single-ply,52.5,50-54,Open,118.95,120,350,220,295,13,2012-11-10,IPF,World Powerlifting Championships
Hernan Vargas Velez Libardo,M,SBD,Single-ply,32.5,24-34,Open,116.95,120,305,160,230,14,2012-11-10,IPF,World Powerlifting Championships
Tatsuma Yamamoto,M,SBD,Single-ply,31.5,24-34,Open,109.92,120,305,NA,265,DQ,2012-11-10,IPF,World Powerlifting Championships
Tony Cliffe,M,SBD,Single-ply,27.5,24-34,Open,118.92,120,365,NA,345,DQ,2012-11-10,IPF,World Powerlifting Championships
Viktor Testsov,M,SBD,Single-ply,22.5,20-23,Open,137.94,120+,435,357.5,355,1,2012-11-10,IPF,World Powerlifting Championships
Andrey Konovalov #1,M,SBD,Single-ply,26,24-34,Open,162.45,120+,460,340,345,2,2012-11-10,IPF,World Powerlifting Championships
Carl Yngvar Christensen,M,SBD,Single-ply,21.5,20-23,Open,163.47,120+,445,330,357.5,3,2012-11-10,IPF,World Powerlifting Championships
Volodymyr Svistunov,M,SBD,Single-ply,24.5,24-34,Open,160.06,120+,442.5,320,330,4,2012-11-10,IPF,World Powerlifting Championships
Milan Špingl,M,SBD,Single-ply,31.5,24-34,Open,146.47,120+,440,310,320,5,2012-11-10,IPF,World Powerlifting Championships
Blaine Sumner,M,SBD,Single-ply,25,24-34,Open,158.27,120+,440,295,332.5,6,2012-11-10,IPF,World Powerlifting Championships
Kenneth Sandvik,M,SBD,Single-ply,36.5,35-39,Open,140.22,120+,412.5,342.5,310,7,2012-11-10,IPF,World Powerlifting Championships
Auðunn Jónsson,M,SBD,Single-ply,39.5,35-39,Open,138.83,120+,412.5,275,362.5,8,2012-11-10,IPF,World Powerlifting Championships
Jewgenij Kondraschow,M,SBD,Single-ply,28.5,24-34,Open,144.65,120+,375,265,345,9,2012-11-10,IPF,World Powerlifting Championships
William Schouten,M,SBD,Single-ply,36.5,35-39,Open,137.06,120+,422.5,240,320,10,2012-11-10,IPF,World Powerlifting Championships
Ryan Stinn,M,SBD,Single-ply,30.5,24-34,Open,131.96,120+,327.5,267.5,295,11,2012-11-10,IPF,World Powerlifting Championships
Eumenes Souza,M,SBD,Single-ply,39.5,35-39,Open,141.09,120+,350,240,290,12,2012-11-10,IPF,World Powerlifting Championships
Lazaro Nieves,M,SBD,Single-ply,34.5,24-34,Open,126.98,120+,317.5,235,317.5,13,2012-11-10,IPF,World Powerlifting Championships
Carlos Manuel Campos Murillo,M,SBD,Single-ply,32.5,24-34,Open,125.94,120+,335,220,310,14,2012-11-10,IPF,World Powerlifting Championships
Niels Rook,M,SBD,Single-ply,23.5,24-34,Open,138.29,120+,325,215,290,15,2012-11-10,IPF,World Powerlifting Championships
Hans Magne Bårtvedt,M,SBD,Single-ply,28.5,24-34,Open,156.52,120+,407.5,NA,360,DQ,2012-11-10,IPF,World Powerlifting Championships
Wei-Ling Chen,F,SBD,Single-ply,30,24-34,Open,46.29,47,190,85,180,1,2012-11-10,IPF,World Powerlifting Championships
Yukako Fukushima,F,SBD,Single-ply,41.5,40-44,Open,45.67,47,175,117.5,157.5,2,2012-11-10,IPF,World Powerlifting Championships
Raija Koskinen-Jurkko,F,SBD,Single-ply,48.5,45-49,Open,46.52,47,170,95,157.5,3,2012-11-10,IPF,World Powerlifting Championships
María Luisa Vásquez,F,SBD,Single-ply,26.5,24-34,Open,46.14,47,167.5,90,152.5,4,2012-11-10,IPF,World Powerlifting Championships
Bénédicte LePanse,F,SBD,Single-ply,34,24-34,Open,46.03,47,155,92.5,157.5,5,2012-11-10,IPF,World Powerlifting Championships
Ilka Schwengl-Forsthuber,F,SBD,Single-ply,46.5,45-49,Open,46.72,47,135,NA,NA,DQ,2012-11-10,IPF,World Powerlifting Championships
Natalia Salnikova,F,SBD,Single-ply,25.5,24-34,Open,51.24,52,200,125,180,1,2012-11-10,IPF,World Powerlifting Championships
Vilma Ochoa Vargas,F,SBD,Single-ply,31.5,24-34,Open,51.88,52,215,97.5,177.5,2,2012-11-10,IPF,World Powerlifting Championships
Anastasiya Derevyanko,F,SBD,Single-ply,24.5,24-34,Open,51.39,52,175,112.5,177.5,3,2012-11-10,IPF,World Powerlifting Championships
Mailebis Oquendo,F,SBD,Single-ply,24.5,24-34,Open,51.84,52,182.5,95,175,4,2012-11-10,IPF,World Powerlifting Championships
Irani Barbosa,F,SBD,Single-ply,25.5,24-34,Open,51.63,52,172.5,97.5,167.5,5,2012-11-10,IPF,World Powerlifting Championships
Yi-Ju Chou,F,SBD,Single-ply,31.5,24-34,Open,50.82,52,165,82.5,187.5,6,2012-11-10,IPF,World Powerlifting Championships
Suzanne Hartwig-Gary,F,SBD,Single-ply,43.5,40-44,Open,51.49,52,167.5,92.5,167.5,7,2012-11-10,IPF,World Powerlifting Championships
Sanna Apuli,F,SBD,Single-ply,30.5,24-34,Open,50.78,52,162.5,87.5,167.5,8,2012-11-10,IPF,World Powerlifting Championships
Miia Liimatainen,F,SBD,Single-ply,25.5,24-34,Open,50.79,52,182.5,80,155,9,2012-11-10,IPF,World Powerlifting Championships
Vanessa Martin,F,SBD,Single-ply,35.5,35-39,Open,51.45,52,160,92.5,152.5,10,2012-11-10,IPF,World Powerlifting Championships
Mervi Sirkiä,F,SBD,Single-ply,39.5,35-39,Open,51.84,52,155,90,160,11,2012-11-10,IPF,World Powerlifting Championships
Mika Teramura,F,SBD,Single-ply,50,50-54,Open,51.83,52,142.5,95,150,12,2012-11-10,IPF,World Powerlifting Championships
Louise Edwards,F,SBD,Single-ply,33.5,24-34,Open,50.76,52,135,67.5,152.5,13,2012-11-10,IPF,World Powerlifting Championships
Frances Báez,F,SBD,Single-ply,23.5,24-34,Open,51.71,52,125,65,130,14,2012-11-10,IPF,World Powerlifting Championships
Hartati Sri,F,SBD,Single-ply,27.5,24-34,Open,56.38,57,215,135,195,1,2012-11-10,IPF,World Powerlifting Championships
Hui-Chun Wu,F,SBD,Single-ply,25.5,24-34,Open,56.21,57,187.5,120,195,2,2012-11-10,IPF,World Powerlifting Championships
Mervi Anita Rantamäki,F,SBD,Single-ply,37.5,35-39,Open,56.88,57,205,117.5,180,3,2012-11-10,IPF,World Powerlifting Championships
Tetyana Prymenchuk,F,SBD,Single-ply,39.5,35-39,Open,56.94,57,200,127.5,175,4,2012-11-10,IPF,World Powerlifting Championships
Adriana Cuta,F,SBD,Single-ply,25.5,24-34,Open,56.9,57,190,90,195,5,2012-11-10,IPF,World Powerlifting Championships
Chien-Yu Chou,F,SBD,Single-ply,29.5,24-34,Open,56.33,57,175,97.5,185,6,2012-11-10,IPF,World Powerlifting Championships
Sara Gutierrez,F,SBD,Single-ply,36.5,35-39,Open,55.79,57,187.5,90,177.5,7,2012-11-10,IPF,World Powerlifting Championships
Maria Lindberg,F,SBD,Single-ply,38.5,35-39,Open,56.2,57,170,102.5,170,8,2012-11-10,IPF,World Powerlifting Championships
Pamela Bartz,F,SBD,Single-ply,25,24-34,Open,56,57,185,80,165,9,2012-11-10,IPF,World Powerlifting Championships
Yukie Terada,F,SBD,Single-ply,37.5,35-39,Open,56.91,57,160,90,175,10,2012-11-10,IPF,World Powerlifting Championships
Sandra Wildeman,F,SBD,Single-ply,32.5,24-34,Open,56.78,57,145,87.5,130,11,2012-11-10,IPF,World Powerlifting Championships
Jannitzzi Tapia,F,SBD,Single-ply,17.5,18-19,Open,55.84,57,132.5,65,140,12,2012-11-10,IPF,World Powerlifting Championships
Xeniya Khan,F,SBD,Single-ply,25,24-34,Open,56.93,57,190,117.5,NA,DQ,2012-11-10,IPF,World Powerlifting Championships
Larysa Soloviova,F,SBD,Single-ply,33.5,24-34,Open,62.87,63,227.5,165.5,240,1,2012-11-10,IPF,World Powerlifting Championships
Noviana Sari,F,SBD,Single-ply,27.5,24-34,Open,60.4,63,220,142.5,225,2,2012-11-10,IPF,World Powerlifting Championships
Irina Poletaeva,F,SBD,Single-ply,29.5,24-34,Open,62.49,63,215,157.5,200,3,2012-11-10,IPF,World Powerlifting Championships
Tetyana Akhmamyetyeva,F,SBD,Single-ply,26.5,24-34,Open,62.8,63,220,152.5,197.5,4,2012-11-10,IPF,World Powerlifting Championships
Mayumi Kitamura,F,SBD,Single-ply,45,45-49,Open,62.72,63,207.5,157.5,192.5,5,2012-11-10,IPF,World Powerlifting Championships
Alyssa Hitchcock,F,SBD,Single-ply,27.5,24-34,Open,62.12,63,205,112.5,220,6,2012-11-10,IPF,World Powerlifting Championships
Annymaryuth Amaya,F,SBD,Single-ply,31.5,24-34,Open,62.06,63,210,112.5,210,7,2012-11-10,IPF,World Powerlifting Championships
Cícera Tavares,F,SBD,Single-ply,35.5,35-39,Open,61.97,63,197.5,102.5,205,8,2012-11-10,IPF,World Powerlifting Championships
Hege Berge,F,SBD,Single-ply,29.5,24-34,Open,62.87,63,177.5,115,177.5,9,2012-11-10,IPF,World Powerlifting Championships
Linda Kåda Høiland,F,SBD,Single-ply,32.5,24-34,Open,61.11,63,175,90,185,10,2012-11-10,IPF,World Powerlifting Championships
María Guðsteinsdóttir,F,SBD,Single-ply,41.5,40-44,Open,62.8,63,172.5,97.5,180,11,2012-11-10,IPF,World Powerlifting Championships
Ann Kaczor Mary,F,SBD,Single-ply,35.5,35-39,Open,62.91,63,170,102.5,170,12,2012-11-10,IPF,World Powerlifting Championships
Jeren Tuylieva,F,SBD,Single-ply,20.5,20-23,Open,62.01,63,162.5,80,140,13,2012-11-10,IPF,World Powerlifting Championships
Rebeca Diaz,F,SBD,Single-ply,26.5,24-34,Open,60.99,63,152.5,52.5,137.5,14,2012-11-10,IPF,World Powerlifting Championships
Yulia Medvedeva,F,SBD,Single-ply,25.5,24-34,Open,66.86,72,220,175,222.5,1,2012-11-10,IPF,World Powerlifting Championships
Ana Rosa Castellain,F,SBD,Single-ply,26.5,24-34,Open,70.99,72,248,157.5,210,2,2012-11-10,IPF,World Powerlifting Championships
Priscilla Ribic,F,SBD,Single-ply,39,35-39,Open,71.19,72,225,125,247.5,3,2012-11-10,IPF,World Powerlifting Championships
Yelyzaveta Byruk,F,SBD,Single-ply,23.5,24-34,Open,72,72,232.5,157.5,207.5,4,2012-11-10,IPF,World Powerlifting Championships
Galina Potselueva,F,SBD,Single-ply,31.5,24-34,Open,69.16,72,230,165,190,5,2012-11-10,IPF,World Powerlifting Championships
Inger Blikra,F,SBD,Single-ply,50.5,50-54,Open,71.73,72,215,135,205,6,2012-11-10,IPF,World Powerlifting Championships
Rhaea Stinn,F,SBD,Single-ply,23.5,24-34,Open,71.51,72,217.5,145,190,7,2012-11-10,IPF,World Powerlifting Championships
Yosleinys Fernández,F,SBD,Single-ply,27.5,24-34,Open,71.04,72,222.5,127.5,200,8,2012-11-10,IPF,World Powerlifting Championships
Annette Pedersen,F,SBD,Single-ply,43.5,40-44,Open,71.73,72,207.5,122.5,210,9,2012-11-10,IPF,World Powerlifting Championships
Ankie Timmers,F,SBD,Single-ply,25.5,24-34,Open,71.77,72,195,132.5,212.5,10,2012-11-10,IPF,World Powerlifting Championships
Sarah Leighton,F,SBD,Single-ply,32.5,24-34,Open,70.88,72,207.5,120,187.5,11,2012-11-10,IPF,World Powerlifting Championships
Nicole Steger,F,SBD,Single-ply,30,24-34,Open,68.76,72,190,107.5,207.5,12,2012-11-10,IPF,World Powerlifting Championships
Veronica Opdal,F,SBD,Single-ply,26.5,24-34,Open,71.61,72,195,107.5,187.5,13,2012-11-10,IPF,World Powerlifting Championships
Ladys Burgos,F,SBD,Single-ply,22.5,20-23,Open,72,72,177.5,92.5,182.5,14,2012-11-10,IPF,World Powerlifting Championships
Mahriban Zhumaniyazova,F,SBD,Single-ply,23.5,24-34,Open,70.4,72,160,100,130,15,2012-11-10,IPF,World Powerlifting Championships
Johanna Kankus,F,SBD,Single-ply,27.5,24-34,Open,71.37,72,225,145,NA,DQ,2012-11-10,IPF,World Powerlifting Championships
Olena Kozlova,F,SBD,Single-ply,21.5,20-23,Open,78.89,84,260,150,250.5,1,2012-11-10,IPF,World Powerlifting Championships
Ielja Strik,F,SBD,Single-ply,38.5,35-39,Open,83.55,84,250,172.5,215,2,2012-11-10,IPF,World Powerlifting Championships
Liane Blyn,F,SBD,Single-ply,40,40-44,Open,81.71,84,237.5,157.5,220,3,2012-11-10,IPF,World Powerlifting Championships
Heidi Hille Arnesen,F,SBD,Single-ply,41.5,40-44,Open,81.78,84,240,145,220,4,2012-11-10,IPF,World Powerlifting Championships
Svetlana Tsvetkova,F,SBD,Single-ply,31.5,24-34,Open,78.22,84,232.5,145,215,5,2012-11-10,IPF,World Powerlifting Championships
Karol Jimenez,F,SBD,Single-ply,26.5,24-34,Open,73.11,84,210,140,205,6,2012-11-10,IPF,World Powerlifting Championships
Charlie Shotton-Gale,F,SBD,Single-ply,28.5,24-34,Open,83.82,84,185,130,192.5,7,2012-11-10,IPF,World Powerlifting Championships
Min-Chu Hung,F,SBD,Single-ply,29,24-34,Open,83.75,84,175,170,130,8,2012-11-10,IPF,World Powerlifting Championships
Joan Báez,F,SBD,Single-ply,26,24-34,Open,78.97,84,160,110,155,9,2012-11-10,IPF,World Powerlifting Championships
Maria Abarca Elizondo,F,SBD,Single-ply,30.5,24-34,Open,75.73,84,150,60,160,10,2012-11-10,IPF,World Powerlifting Championships
Ya-Wen Chang,F,SBD,Single-ply,28,24-34,Open,88.17,84+,255,147.5,235,1,2012-11-10,IPF,World Powerlifting Championships
Inna Orobets,F,SBD,Single-ply,40.5,40-44,Open,106.72,84+,242.5,177.5,217.5,2,2012-11-10,IPF,World Powerlifting Championships
Brenda van der Meulen,F,SBD,Single-ply,33.5,24-34,Open,112.31,84+,227.5,180,190,3,2012-11-10,IPF,World Powerlifting Championships
Ágnes Szabó,F,SBD,Single-ply,23.5,24-34,Open,108.23,84+,230,175,175,4,2012-11-10,IPF,World Powerlifting Championships
Elizabeth West,F,SBD,Single-ply,25.5,24-34,Open,98.3,84+,240,122.5,200,5,2012-11-10,IPF,World Powerlifting Championships
Giselle Costas,F,SBD,Single-ply,32,24-34,Open,99.6,84+,210,140,212.5,6,2012-11-10,IPF,World Powerlifting Championships
Judith Reitmann,F,SBD,Single-ply,44.5,40-44,Open,86.78,84+,222.5,125,180,7,2012-11-10,IPF,World Powerlifting Championships
Jie-Wen Chen,F,SBD,Single-ply,21.5,20-23,Open,123.02,84+,245,NA,160,DQ,2012-11-10,IPF,World Powerlifting Championships
Naoya Ikeda,M,B,Single-ply,34.5,24-34,Open,51.35,52,NA,165,NA,1,2005-01-12,IPF,World Open Bench Press Championships
Andris Rūdulis,M,B,Single-ply,27.5,24-34,Open,51.6,52,NA,162.5,NA,2,2005-01-12,IPF,World Open Bench Press Championships
Krzysztof Wrona,M,B,Single-ply,29.5,24-34,Open,49.95,52,NA,157.5,NA,3,2005-01-12,IPF,World Open Bench Press Championships
Christian Klein,M,B,Single-ply,34.5,24-34,Open,51.7,52,NA,147.5,NA,4,2005-01-12,IPF,World Open Bench Press Championships
Armin Bene,M,B,Single-ply,16.5,16-17,Open,51.15,52,NA,117.5,NA,5,2005-01-12,IPF,World Open Bench Press Championships
Hiroyuki Isagawa,M,B,Single-ply,51.5,50-54,Open,55.85,56,NA,170,NA,1,2005-01-12,IPF,World Open Bench Press Championships
Dariusz Wszoła,M,B,Single-ply,26.5,24-34,Open,55.8,56,NA,150,NA,2,2005-01-12,IPF,World Open Bench Press Championships
Mikkel Sørensen,M,B,Single-ply,27.5,24-34,Open,55.35,56,NA,135,NA,3,2005-01-12,IPF,World Open Bench Press Championships
Nitin Malaskar,M,B,Single-ply,27.5,24-34,Open,55.9,56,NA,120,NA,4,2005-01-12,IPF,World Open Bench Press Championships
Hootan Ebrahimi,M,B,Single-ply,20.5,20-23,Open,55.15,56,NA,NA,NA,DQ,2005-01-12,IPF,World Open Bench Press Championships
Hisayuki Nakayama,M,B,Single-ply,41.5,40-44,Open,55.2,56,NA,NA,NA,DQ,2005-01-12,IPF,World Open Bench Press Championships
Ayrat Zakiev,M,B,Single-ply,23.5,24-34,Open,59.7,60,NA,215,NA,1,2005-01-12,IPF,World Open Bench Press Championships
Tomasz Chrzanowski,M,B,Single-ply,24.5,24-34,Open,59.9,60,NA,160,NA,2,2005-01-12,IPF,World Open Bench Press Championships
Steve Petrencak,M,B,Single-ply,36.5,35-39,Open,59.25,60,NA,152.5,NA,3,2005-01-12,IPF,World Open Bench Press Championships
Nils Forsman,M,B,Single-ply,27.5,24-34,Open,59.7,60,NA,150,NA,4,2005-01-12,IPF,World Open Bench Press Championships
Michael Nielsen,M,B,Single-ply,23.5,24-34,Open,59.15,60,NA,142.5,NA,5,2005-01-12,IPF,World Open Bench Press Championships
Aleksandr Gromov,M,B,Single-ply,23.5,24-34,Open,67.5,67.5,NA,230,NA,1,2005-01-12,IPF,World Open Bench Press Championships
Ravil Kazakov,M,B,Single-ply,22.5,20-23,Open,65.85,67.5,NA,220,NA,2,2005-01-12,IPF,World Open Bench Press Championships
