Entity,Code,Year,Aquaculture production (metric tons),Capture fisheries production (metric tons)
Kyrgyzstan,KGZ,1988,1108,212
Kyrgyzstan,KGZ,1989,1135,312
Kyrgyzstan,KGZ,1990,982,327
Kyrgyzstan,KGZ,1991,974,225
Kyrgyzstan,KGZ,1992,642,201
Kyrgyzstan,KGZ,1993,223,127
Kyrgyzstan,KGZ,1994,163,131
Kyrgyzstan,KGZ,1995,207,185
Kyrgyzstan,KGZ,1996,185,145
Kyrgyzstan,KGZ,1997,168,85
Kyrgyzstan,KGZ,1998,162,85
Kyrgyzstan,KGZ,1999,71,48
Kyrgyzstan,KGZ,2000,58,52
Kyrgyzstan,KGZ,2001,144,180
Kyrgyzstan,KGZ,2002,94,151
Kyrgyzstan,KGZ,2003,12,63
Kyrgyzstan,KGZ,2004,20,7
Kyrgyzstan,KGZ,2005,20,26
Kyrgyzstan,KGZ,2006,20,37
Kyrgyzstan,KGZ,2007,107,14
Kyrgyzstan,KGZ,2008,92,8
Kyrgyzstan,KGZ,2009,133,10
Kyrgyzstan,KGZ,2010,352,27
Kyrgyzstan,KGZ,2011,394.5,60
Kyrgyzstan,KGZ,2012,297,90
Kyrgyzstan,KGZ,2013,300,120
Kyrgyzstan,KGZ,2014,577.929992675781,227
Kyrgyzstan,KGZ,2015,1068.40002441406,31
Kyrgyzstan,KGZ,2016,1930.69995117188,89
Kyrgyzstan,KGZ,2017,2100,90
Kyrgyzstan,KGZ,2018,2558.69995117188,19
Laos,LAO,1963,16,14984
Laos,LAO,1964,24,14976
Laos,LAO,1965,32,14968
Laos,LAO,1966,48,17952
Laos,LAO,1967,72,17928
Laos,LAO,1968,96,17904
Laos,LAO,1969,128,17872
Laos,LAO,1970,160,19840
Laos,LAO,1971,216,19784
Laos,LAO,1972,272,19728
Laos,LAO,1973,344,19656
Laos,LAO,1974,432,19568
Laos,LAO,1975,536,21464
Laos,LAO,1976,664,21336
Laos,LAO,1977,808,21192
Laos,LAO,1978,984,21016
Laos,LAO,1979,1184,22816
Laos,LAO,1980,1408,22592
Laos,LAO,1981,1680,22320
Laos,LAO,1982,1984,22016
Laos,LAO,1983,2328,23672
Laos,LAO,1984,2500,23500
Laos,LAO,1985,4000,22000
Laos,LAO,1986,5000,21000
Laos,LAO,1987,6000,22000
Laos,LAO,1988,7000,21000
Laos,LAO,1989,8000,20000
Laos,LAO,1990,10000,18000
Laos,LAO,1991,10500,18500
Laos,LAO,1992,10760,19240
Laos,LAO,1993,11000,19500
Laos,LAO,1994,11200,23800
Laos,LAO,1995,12880,27370
Laos,LAO,1996,16000,23000
Laos,LAO,1997,21143,18857
Laos,LAO,1998,21216,19642
Laos,LAO,1999,30362,30041
Laos,LAO,2000,42066,29250
Laos,LAO,2001,50000,31000
Laos,LAO,2002,59716,33440
Laos,LAO,2003,64900,29800
Laos,LAO,2004,64900,29800
Laos,LAO,2005,60000,26560
Laos,LAO,2006,60000,26925
Laos,LAO,2007,63250,28410
Laos,LAO,2008,64300,29200
Laos,LAO,2009,75000.5,30800
Laos,LAO,2010,82100,30900
Laos,LAO,2011,95600,34000
Laos,LAO,2012,101895,34106
Laos,LAO,2013,108000,38946
Laos,LAO,2014,108360,60237
Laos,LAO,2015,95965,62635
Laos,LAO,2016,100000,70915
Laos,LAO,2017,104000,70900
Laos,LAO,2018,108200,70900
Laos,LAO,1960,,12000
Laos,LAO,1961,,12000
Laos,LAO,1962,,15000
Late-demographic dividend,,1960,1064768,5180988
Late-demographic dividend,,1961,897796,5748482
Late-demographic dividend,,1962,865368,6455632
Late-demographic dividend,,1963,996876,6699273
Late-demographic dividend,,1964,1164529,7556841
Late-demographic dividend,,1965,1313403,7586778
Late-demographic dividend,,1966,1496798,8587059
Late-demographic dividend,,1967,1510712,8221681
Late-demographic dividend,,1968,1528750,8742568
Late-demographic dividend,,1969,1766863,8660214
Late-demographic dividend,,1970,1765549,8890363
Late-demographic dividend,,1971,2105686,9688717
Late-demographic dividend,,1972,2297228,9802268
Late-demographic dividend,,1973,2152143,10414499
Late-demographic dividend,,1974,2347466,10938978
Late-demographic dividend,,1975,2568873,11009063
Late-demographic dividend,,1976,2601013,11767839
Late-demographic dividend,,1977,3357794,12654414
Late-demographic dividend,,1978,3579790,13630849.8945313
Late-demographic dividend,,1979,3531958,13962325.7890625
Late-demographic dividend,,1980,3829812,14010436.09375
Late-demographic dividend,,1981,3813157,15173690.2890625
Late-demographic dividend,,1982,4059865,15431809.0390625
Late-demographic dividend,,1983,4538470,16270905.222168
Late-demographic dividend,,1984,5368051,17736642.6992188
Late-demographic dividend,,1985,6186364.20600128,18669419.4277344
Late-demographic dividend,,1986,6890479.10400391,20368308.5129395
Late-demographic dividend,,1987,7872131,20678055.5166016
Late-demographic dividend,,1988,9225852,30635099.03125
Late-demographic dividend,,1989,10174094,31919364.796875
Late-demographic dividend,,1990,10298550,29875926.5654297
Late-demographic dividend,,1991,11627920,30196568.2919922
Late-demographic dividend,,1992,14296785.8999023,30841958.8864746
Late-demographic dividend,,1993,17485660.2060547,30875214.0771484
Late-demographic dividend,,1994,20419102.960022,33845220.6875
Late-demographic dividend,,1995,23434863.6989746,36545878.2365723
Late-demographic dividend,,1996,25814476.3800049,37695745.0637207
Late-demographic dividend,,1997,25893943.1879883,37262347.9989624
Late-demographic dividend,,1998,27933909.0010376,34785081.6877441
Late-demographic dividend,,1999,30468731.8415527,36554647.171875
Late-demographic dividend,,2000,32516485.6669922,36084914.3295898
Late-demographic dividend,,2001,34342211.6239624,34818294.1687012
Late-demographic dividend,,2002,36703712.8410645,34929720.7858887
Late-demographic dividend,,2003,38824941.0579834,34313505.8305664
Late-demographic dividend,,2004,41664602.4029999,35676369.9257813
Late-demographic dividend,,2005,43774867.828125,35194416.3671875
Late-demographic dividend,,2006,46131784.8938789,35008388.263916
Late-demographic dividend,,2007,48234935.9817019,34430693.982666
Late-demographic dividend,,2008,50315263.8502703,33739516.4375
Late-demographic dividend,,2009,52661985.3882179,34124254.3425293
Late-demographic dividend,,2010,54373863.5766048,33768725.9625244
Late-demographic dividend,,2011,56047589.1480751,34512868.1751709
Late-demographic dividend,,2012,59578418.4082594,34922426.0032959
Late-demographic dividend,,2013,62272623.210536,34921817.453125
Late-demographic dividend,,2014,64920982.4940047,35630349.916626
Late-demographic dividend,,2015,66942146.1490974,35503276.2150879
Late-demographic dividend,,2016,70057009.597443,34978380.5751953
Late-demographic dividend,,2017,72520100.63645,35493287.7937012
Late-demographic dividend,,2018,74694756.850585,35275282.8620605
Latin America & Caribbean,,1960,180,4685950
Latin America & Caribbean,,1961,194,6561261
Latin America & Caribbean,,1962,211,8561037
Latin America & Caribbean,,1963,222,8646809
Latin America & Caribbean,,1964,194,11375616
Latin America & Caribbean,,1965,205,9385167
Latin America & Caribbean,,1966,335,11507712
Latin America & Caribbean,,1967,324,12664112
Latin America & Caribbean,,1968,434,13460451
Latin America & Caribbean,,1969,636,11808792
Latin America & Caribbean,,1970,1221,15461460
Latin America & Caribbean,,1971,1520,13915608
Latin America & Caribbean,,1972,1989,7549786
Latin America & Caribbean,,1973,3944,5376075
Latin America & Caribbean,,1974,4691,7545010
Latin America & Caribbean,,1975,6866,6738568
Latin America & Caribbean,,1976,7837,8329664
Latin America & Caribbean,,1977,10360,6862219
Latin America & Caribbean,,1978,14048,9040019
Latin America & Caribbean,,1979,18420,10166977
Latin America & Caribbean,,1980,28374,9663362
Latin America & Caribbean,,1981,38015,10451149.7890625
Latin America & Caribbean,,1982,55544,11536313.0390625
Latin America & Caribbean,,1983,69731,9386270.00439453
Latin America & Caribbean,,1984,76190,12282262.2382813
Latin America & Caribbean,,1985,80630,14114520.1953125
Latin America & Caribbean,,1986,95846,16125991.5224609
Latin America & Caribbean,,1987,135739,14259618.6098633
Latin America & Caribbean,,1988,168426,16743088.4985352
Latin America & Caribbean,,1989,190273,18210535.4643555
Latin America & Caribbean,,1990,229472,16415054.8525391
Latin America & Caribbean,,1991,305214,17392070.0126953
Latin America & Caribbean,,1992,351068,18294235.8291016
Latin America & Caribbean,,1993,353701,19864853.3662109
Latin America & Caribbean,,1994,423327,24907786.6640625
Latin America & Caribbean,,1995,490034,22520039.0615234
Latin America & Caribbean,,1996,658807,22500776.4404297
Latin America & Caribbean,,1997,773614,19777443.4667969
Latin America & Caribbean,,1998,794303,13191486.0361328
Latin America & Caribbean,,1999,774779,19157195.6015625
Latin America & Caribbean,,2000,872415,20913853.375
Latin America & Caribbean,,2001,1131961,17938984.5
Latin America & Caribbean,,2002,1201972,18916349.875
Latin America & Caribbean,,2003,1262003,15533045
Latin America & Caribbean,,2004,1410240.5,20529180.375
Latin America & Caribbean,,2005,1523714.5,19745757.5546875
Latin America & Caribbean,,2006,1715028.24300003,17788313.25
Latin America & Caribbean,,2007,1707845.84078693,17321378.6953125
Latin America & Caribbean,,2008,1840853.7764864,17398262.625
Latin America & Caribbean,,2009,1917633.43119355,16528960.7050781
Latin America & Caribbean,,2010,1868412.87298393,12997526.4404297
Latin America & Caribbean,,2011,2223210.47293472,17443671.625
Latin America & Caribbean,,2012,2390203.40156078,13414706.078125
Latin America & Caribbean,,2013,2402661.94031811,13996866.125
Latin America & Caribbean,,2014,2801300.4500457,12055944.8447266
Latin America & Caribbean,,2015,2673997.86598277,12419570.2900391
Latin America & Caribbean,,2016,2733232.93536603,10967637.25
Latin America & Caribbean,,2017,2987068.67986739,12000098.4375
Latin America & Caribbean,,2018,3161542.7835989,14809140.4423828
Latin America & Caribbean (IDA & IBRD),,1960,180,4643007
Latin America & Caribbean (IDA & IBRD),,1961,194,6519518
Latin America & Caribbean (IDA & IBRD),,1962,211,8513864
Latin America & Caribbean (IDA & IBRD),,1963,222,8600724
Latin America & Caribbean (IDA & IBRD),,1964,194,11328878
Latin America & Caribbean (IDA & IBRD),,1965,205,9333064
Latin America & Caribbean (IDA & IBRD),,1966,335,11450013
Latin America & Caribbean (IDA & IBRD),,1967,304,12585234
Latin America & Caribbean (IDA & IBRD),,1968,354,13383258
Latin America & Caribbean (IDA & IBRD),,1969,416,11719670
Latin America & Caribbean (IDA & IBRD),,1970,871,15346988
Latin America & Caribbean (IDA & IBRD),,1971,1060,13778363
Latin America & Caribbean (IDA & IBRD),,1972,1419,7400230
Latin America & Caribbean (IDA & IBRD),,1973,3264,5214625
Latin America & Caribbean (IDA & IBRD),,1974,3881,7368745
Latin America & Caribbean (IDA & IBRD),,1975,5826,6579644
Latin America & Caribbean (IDA & IBRD),,1976,6527,8118575
Latin America & Caribbean (IDA & IBRD),,1977,9040,6663278
Latin America & Caribbean (IDA & IBRD),,1978,12358,8811339
Latin America & Caribbean (IDA & IBRD),,1979,16430,9994798
Latin America & Caribbean (IDA & IBRD),,1980,26065,9458981
Latin America & Caribbean (IDA & IBRD),,1981,35038,10268066
Latin America & Caribbean (IDA & IBRD),,1982,51765,11325647
Latin America & Caribbean (IDA & IBRD),,1983,65586,9167769.85009766
Latin America & Caribbean (IDA & IBRD),,1984,71791,12064311.875
Latin America & Caribbean (IDA & IBRD),,1985,75945,13875895.4707031
Latin America & Caribbean (IDA & IBRD),,1986,91171,15864047.3261719
Latin America & Caribbean (IDA & IBRD),,1987,129660,14029343.9858398
Latin America & Caribbean (IDA & IBRD),,1988,162421,16490903.7358398
Latin America & Caribbean (IDA & IBRD),,1989,184048,18004064.9467773
Latin America & Caribbean (IDA & IBRD),,1990,221131,16215122.875
Latin America & Caribbean (IDA & IBRD),,1991,296703,17207200.875
Latin America & Caribbean (IDA & IBRD),,1992,339795,18169835.5
Latin America & Caribbean (IDA & IBRD),,1993,340758,19754157.125
Latin America & Caribbean (IDA & IBRD),,1994,406906,24803476.25
Latin America & Caribbean (IDA & IBRD),,1995,467661,22411743.375
Latin America & Caribbean (IDA & IBRD),,1996,622391,22388052.5
Latin America & Caribbean (IDA & IBRD),,1997,737229,19673013.375
Latin America & Caribbean (IDA & IBRD),,1998,754531,13104604.25
Latin America & Caribbean (IDA & IBRD),,1999,734464,19069266.5
Latin America & Caribbean (IDA & IBRD),,2000,839464,20815507.375
Latin America & Caribbean (IDA & IBRD),,2001,1105945,17855690.5
Latin America & Caribbean (IDA & IBRD),,2002,1174411,18854441.875
Latin America & Caribbean (IDA & IBRD),,2003,1234720,15466579
Latin America & Caribbean (IDA & IBRD),,2004,1382187.5,20468980.375
Latin America & Caribbean (IDA & IBRD),,2005,1500639.5,19688723.5546875
Latin America & Caribbean (IDA & IBRD),,2006,1687444.24300003,17731796.25
Latin America & Caribbean (IDA & IBRD),,2007,1670193.54078388,17268900.6953125
Latin America & Caribbean (IDA & IBRD),,2008,1804074.7764864,17342323.625
Latin America & Caribbean (IDA & IBRD),,2009,1881551.23119354,16473210.875
Latin America & Caribbean (IDA & IBRD),,2010,1836960.37298393,12943880
Latin America & Caribbean (IDA & IBRD),,2011,2198568.67215347,17371535.625
Latin America & Caribbean (IDA & IBRD),,2012,2363982.20234203,13342181.25
Latin America & Caribbean (IDA & IBRD),,2013,2373038.32109928,13926175.125
Latin America & Caribbean (IDA & IBRD),,2014,2769959.86043608,11982474.625
Latin America & Caribbean (IDA & IBRD),,2015,2641883.03598285,12345121
Latin America & Caribbean (IDA & IBRD),,2016,2703984.43536603,10889123.25
Latin America & Caribbean (IDA & IBRD),,2017,2955797.67986739,11926765.4970703
Latin America & Caribbean (IDA & IBRD),,2018,3132852.94359875,14729902.7480469
Latin America & Caribbean (excluding high income),,1960,100,4218619
Latin America & Caribbean (excluding high income),,1961,114,5999736
Latin America & Caribbean (excluding high income),,1962,121,7788443
Latin America & Caribbean (excluding high income),,1963,122,7741698
Latin America & Caribbean (excluding high income),,1964,84,10051545
Latin America & Caribbean (excluding high income),,1965,85,8494490
Latin America & Caribbean (excluding high income),,1966,105,9941782
Latin America & Caribbean (excluding high income),,1967,178,11428979
Latin America & Caribbean (excluding high income),,1968,246,11901638
Latin America & Caribbean (excluding high income),,1969,420,10521204
Latin America & Caribbean (excluding high income),,1970,1018,14059965
Latin America & Caribbean (excluding high income),,1971,1278,12213128
Latin America & Caribbean (excluding high income),,1972,1686,6525931
Latin America & Caribbean (excluding high income),,1973,3499,4469813
Latin America & Caribbean (excluding high income),,1974,4147,6178370
Latin America & Caribbean (excluding high income),,1975,6189,5548597
Latin America & Caribbean (excluding high income),,1976,6944,6659977
Latin America & Caribbean (excluding high income),,1977,9324,5243667
Latin America & Caribbean (excluding high income),,1978,12713,6742293
Latin America & Caribbean (excluding high income),,1979,16629,7148162
Latin America & Caribbean (excluding high income),,1980,26014,6420505
Latin America & Caribbean (excluding high income),,1981,34937,6586274
Latin America & Caribbean (excluding high income),,1982,49901,7336967
Latin America & Caribbean (excluding high income),,1983,67309,4815139.85009766
Latin America & Caribbean (excluding high income),,1984,66756,7188555.171875
Latin America & Caribbean (excluding high income),,1985,72222,8692517.37695313
Latin America & Caribbean (excluding high income),,1986,85451,9978872.62304688
Latin America & Caribbean (excluding high income),,1987,120898,8762178.57958984
Latin America & Caribbean (excluding high income),,1988,135123,10809422.8295898
Latin America & Caribbean (excluding high income),,1989,137764,11000312.8530273
Latin America & Caribbean (excluding high income),,1990,158195,10502690.671875
Latin America & Caribbean (excluding high income),,1991,198578,10706165.46875
Latin America & Caribbean (excluding high income),,1992,232377,11182751.296875
Latin America & Caribbean (excluding high income),,1993,215725,13178079.421875
Latin America & Caribbean (excluding high income),,1994,235265,16414843.6484375
Latin America & Caribbean (excluding high income),,1995,277917,14110973.578125
Latin America & Caribbean (excluding high income),,1996,328232,14901618.296875
Latin America & Caribbean (excluding high income),,1997,389501,13105537.875
Latin America & Caribbean (excluding high income),,1998,422842,9002094.3515625
Latin America & Caribbean (excluding high income),,1999,458071,13299331.6015625
Latin America & Caribbean (excluding high income),,2000,433573,15822819.375
Latin America & Caribbean (excluding high income),,2001,483208,13266790.5
Latin America & Caribbean (excluding high income),,2002,566107,13711277.875
Latin America & Caribbean (excluding high income),,2003,638542,10906428
Latin America & Caribbean (excluding high income),,2004,689538,14404915.375
Latin America & Caribbean (excluding high income),,2005,764603,14369981.5
Latin America & Caribbean (excluding high income),,2006,858906.243000031,12768884.25
Latin America & Caribbean (excluding high income),,2007,881550.940003395,12667786.5
Latin America & Caribbean (excluding high income),,2008,951102.486876488,12993180.625
Latin America & Caribbean (excluding high income),,2009,1021542.46119308,12248257.875
Latin America & Caribbean (excluding high income),,2010,1136816.57290459,9574919
Latin America & Caribbean (excluding high income),,2011,1229584.66270065,13562048.625
Latin America & Caribbean (excluding high income),,2012,1288390.43987083,10000376.25
Latin America & Caribbean (excluding high income),,2013,1329830.61031723,11339897.125
Latin America & Caribbean (excluding high income),,2014,1542923.14988935,9040602.625
Latin America & Caribbean (excluding high income),,2015,1597046.49782443,9806976
Latin America & Caribbean (excluding high income),,2016,1656962.68236578,8646327.25
Latin America & Caribbean (excluding high income),,2017,1738181.62586749,9143853.49707031
Latin America & Caribbean (excluding high income),,2018,1845128.21960449,11979177.7480469
Latvia,LVA,1988,2926,541212
Latvia,LVA,1989,6288,535435
Latvia,LVA,1990,2235,457598
Latvia,LVA,1991,2685,409957
Latvia,LVA,1992,641,156747
Latvia,LVA,1993,339,141974
Latvia,LVA,1994,560,138105
Latvia,LVA,1995,525,149194
Latvia,LVA,1996,380,142644
Latvia,LVA,1997,345,105682
Latvia,LVA,1998,425,102331
Latvia,LVA,1999,468,125389
Latvia,LVA,2000,325,136403
Latvia,LVA,2001,463,128176
Latvia,LVA,2002,430,117553
Latvia,LVA,2003,637,114543
Latvia,LVA,2004,545,125391
Latvia,LVA,2005,542,150618
Latvia,LVA,2006,565,140389
Latvia,LVA,2007,729,155276
Latvia,LVA,2008,584,157934
Latvia,LVA,2009,517.200012207031,163213
Latvia,LVA,2010,548.799987792969,164819
Latvia,LVA,2011,545.5,154310
Latvia,LVA,2012,574.539978027344,94404
Latvia,LVA,2013,643.210021972656,116029
Latvia,LVA,2014,686.280029296875,119536
Latvia,LVA,2015,862.849975585938,81340
Latvia,LVA,2016,788.077026367188,114278
Latvia,LVA,2017,807.93994140625,118140
Latvia,LVA,2018,829.659973144531,135467
Least developed countries: UN classification,,1960,49317,1667650
Least developed countries: UN classification,,1961,50679,1733988
Least developed countries: UN classification,,1962,52084,1855993
Least developed countries: UN classification,,1963,53558,1857099
Least developed countries: UN classification,,1964,55078,2086029
Least developed countries: UN classification,,1965,58352,2094135
Least developed countries: UN classification,,1966,58298,2223430
Least developed countries: UN classification,,1967,60030,2281310
Least developed countries: UN classification,,1968,60094,2442865
Least developed countries: UN classification,,1969,63761,2629524
Least developed countries: UN classification,,1970,65834,2719812
Least developed countries: UN classification,,1971,69434,2775045
Least developed countries: UN classification,,1972,70237,3185258
Least developed countries: UN classification,,1973,72603,3186184
Least developed countries: UN classification,,1974,73303,3116990
Least developed countries: UN classification,,1975,76071,2782745
Least developed countries: UN classification,,1976,80427,2712108
Least developed countries: UN classification,,1977,81224,2871832
Least developed countries: UN classification,,1978,87409,2801088
Least developed countries: UN classification,,1979,92754,2732561
Least developed countries: UN classification,,1980,97364,2749909
Least developed countries: UN classification,,1981,104197,2835401
Least developed countries: UN classification,,1982,110390,2837362
Least developed countries: UN classification,,1983,117375,2981169.69384766
Least developed countries: UN classification,,1984,128644,3120558.73828125
Least developed countries: UN classification,,1985,140901,3162749.99609375
Least developed countries: UN classification,,1986,165889,3342276.38671875
Least developed countries: UN classification,,1987,188737,3465726.11474609
Least developed countries: UN classification,,1988,201820,3576545.28271484
Least developed countries: UN classification,,1989,216512,3657493.72021484
Least developed countries: UN classification,,1990,235622,3799995.54296875
Least developed countries: UN classification,,1991,261527,3730519.52734375
Least developed countries: UN classification,,1992,296279,3876444.0234375
Least developed countries: UN classification,,1993,329979,3957412.37890625
Least developed countries: UN classification,,1994,372480,3864227.359375
Least developed countries: UN classification,,1995,439391,4140028.40234375
Least developed countries: UN classification,,1996,510365,4015523.23671875
Least developed countries: UN classification,,1997,638873,4376890.68359375
Least developed countries: UN classification,,1998,724985,4424866.40002441
Least developed countries: UN classification,,1999,769041,4910259.14746094
Least developed countries: UN classification,,2000,857663,5242991.33203125
Least developed countries: UN classification,,2001,950082,5597729.61132813
Least developed countries: UN classification,,2002,1108761,5761895.04492188
Least developed countries: UN classification,,2003,1258386,6237621.46875
Least developed countries: UN classification,,2004,1475545.19995117,6815379.484375
Least developed countries: UN classification,,2005,1540854.95005035,7239394.640625
Least developed countries: UN classification,,2006,1671764.79997635,7330758.16015625
Least developed countries: UN classification,,2007,1765694.79997635,7726137.8828125
Least developed countries: UN classification,,2008,1904966.58996582,7648939.19921875
Least developed countries: UN classification,,2009,2115910.08664322,8153015.89453125
Least developed countries: UN classification,,2010,2484238.09999466,8038410.15625
Least developed countries: UN classification,,2011,2685677.19324112,8250433.66015625
Least developed countries: UN classification,,2012,2993582.07027817,8410566.57421875
Least developed countries: UN classification,,2013,3207259.96052933,8614897.28125
Least developed countries: UN classification,,2014,3396697.20087433,8765119.515625
Least developed countries: UN classification,,2015,3577753.81223965,8851303.234375
Least developed countries: UN classification,,2016,3779607.13871765,9408034.4609375
Least developed countries: UN classification,,2017,3996795.18854141,10106828
Least developed countries: UN classification,,2018,4182903.00504875,10073047.75
Lebanon,LBN,1975,5,2400
Lebanon,LBN,1976,10,1700
Lebanon,LBN,1977,20,1600
Lebanon,LBN,1978,40,1700
Lebanon,LBN,1979,25,1650
Lebanon,LBN,1980,40,1700
Lebanon,LBN,1981,70,1500
Lebanon,LBN,1982,120,1400
Lebanon,LBN,1983,200,1300
Lebanon,LBN,1984,300,1200
Lebanon,LBN,1985,300,1400
Lebanon,LBN,1986,375,1500
Lebanon,LBN,1987,200,1713
Lebanon,LBN,1988,100,1713
Lebanon,LBN,1989,100,1713
Lebanon,LBN,1990,80,1430
Lebanon,LBN,1991,80,1732
Lebanon,LBN,1992,130,1731
Lebanon,LBN,1993,180,2032
Lebanon,LBN,1994,200,2237
Lebanon,LBN,1995,300,4085
Lebanon,LBN,1996,350,4135
Lebanon,LBN,1997,300,3655
Lebanon,LBN,1998,400,3520
Lebanon,LBN,1999,300,3560
Lebanon,LBN,2000,400,3666
Lebanon,LBN,2001,300,3670
Lebanon,LBN,2002,790,3970
Lebanon,LBN,2003,795,3898
Lebanon,LBN,2004,795,3866
Lebanon,LBN,2005,813,3798
Lebanon,LBN,2006,813,3811
Lebanon,LBN,2007,818,3700
Lebanon,LBN,2008,975,3600
Lebanon,LBN,2009,1080,3500
Lebanon,LBN,2010,1180,3400
Lebanon,LBN,2011,1280,3300
Lebanon,LBN,2012,1280,3200
Lebanon,LBN,2013,1180,3100
Lebanon,LBN,2014,1125,2998
Lebanon,LBN,2015,1025,3638
Lebanon,LBN,2016,1025,4291
Lebanon,LBN,2017,1025,3617
Lebanon,LBN,2018,1031,2796
Lebanon,LBN,1960,,2100
Lebanon,LBN,1961,,1900
Lebanon,LBN,1962,,2000
Lebanon,LBN,1963,,2200
Lebanon,LBN,1964,,2000
Lebanon,LBN,1965,,2300
Lebanon,LBN,1966,,2500
Lebanon,LBN,1967,,1800
Lebanon,LBN,1968,,2500
Lebanon,LBN,1969,,3000
Lebanon,LBN,1970,,2300
Lebanon,LBN,1971,,2000
Lebanon,LBN,1972,,1800
Lebanon,LBN,1973,,2400
Lebanon,LBN,1974,,3100
Lesotho,LSO,1960,0,0
Lesotho,LSO,1961,0,0
Lesotho,LSO,1962,0,0
Lesotho,LSO,1963,0,0
