Entity,Code,Year,Capture fisheries production (metric tons)
Middle income,,1960,12406180
Middle income,,1961,14645296
Middle income,,1962,16941087
Middle income,,1963,17350830
Middle income,,1964,20671193
Middle income,,1965,19463206
Middle income,,1966,21490199
Middle income,,1967,23688891
Middle income,,1968,25268157
Middle income,,1969,24172168
Middle income,,1970,27541507
Middle income,,1971,26357115
Middle income,,1972,21580441
Middle income,,1973,20415536
Middle income,,1974,22395280
Middle income,,1975,21481303
Middle income,,1976,22658777
Middle income,,1977,22121165
Middle income,,1978,23544550.8945313
Middle income,,1979,23672194.7890625
Middle income,,1980,23019332.09375
Middle income,,1981,23796910.078125
Middle income,,1982,25296027.640625
Middle income,,1983,24097037.0063477
Middle income,,1984,26707941.8105469
Middle income,,1985,28886666.0048828
Middle income,,1986,31801345.9658203
Middle income,,1987,32405147.0073242
Middle income,,1988,44664664.2075195
Middle income,,1989,45272899.4682617
Middle income,,1990,44898165.9755859
Middle income,,1991,45228307.8442383
Middle income,,1992,46530486.401123
Middle income,,1993,49110325.7734375
Middle income,,1994,53769151.9492188
Middle income,,1995,54578053.3039551
Middle income,,1996,57216015.9460449
Middle income,,1997,56640698.803894
Middle income,,1998,53520290.6796875
Middle income,,1999,58393152.5288086
Middle income,,2000,61345842.9960938
Middle income,,2001,58668911.9831543
Middle income,,2002,59015494.9621582
Middle income,,2003,57124139.8618164
Middle income,,2004,60859277.9570313
Middle income,,2005,61667381.71875
Middle income,,2006,60681287.1584473
Middle income,,2007,61120039.2514648
Middle income,,2008,61285096.6992188
Middle income,,2009,61389315.3171387
Middle income,,2010,59988432.6158447
Middle income,,2011,64161926.2103271
Middle income,,2012,62340805.3743896
Middle income,,2013,64121476.328125
Middle income,,2014,63639948.3062744
Middle income,,2015,65112510.6437988
Middle income,,2016,64609283.2548828
Middle income,,2017,66044865.7253418
Middle income,,2018,69096777.6447754
Moldova,MDA,1988,1460
Moldova,MDA,1989,1865
Moldova,MDA,1990,2331
Moldova,MDA,1991,195
Moldova,MDA,1992,124
Moldova,MDA,1993,90
Moldova,MDA,1994,118
Moldova,MDA,1995,128
Moldova,MDA,1996,26
Moldova,MDA,1997,26
Moldova,MDA,1998,19
Moldova,MDA,1999,9
Moldova,MDA,2000,25
Moldova,MDA,2001,28
Moldova,MDA,2002,38
Moldova,MDA,2003,58
Moldova,MDA,2004,85
Moldova,MDA,2005,56
Moldova,MDA,2006,51
Moldova,MDA,2007,26
Moldova,MDA,2008,36
Moldova,MDA,2009,26
Moldova,MDA,2010,44
Moldova,MDA,2011,50
Moldova,MDA,2012,50
Moldova,MDA,2013,50
Moldova,MDA,2014,50
Moldova,MDA,2015,50
Moldova,MDA,2016,50
Moldova,MDA,2017,50
Moldova,MDA,2018,50
Monaco,MCO,1970,0
Monaco,MCO,1971,0
Monaco,MCO,1972,0
Monaco,MCO,1973,1
Monaco,MCO,1974,1
Monaco,MCO,1975,1
Monaco,MCO,1976,1
Monaco,MCO,1977,1
Monaco,MCO,1978,1
Monaco,MCO,1979,1
Monaco,MCO,1980,1
Monaco,MCO,1981,2
Monaco,MCO,1982,2
Monaco,MCO,1983,2
Monaco,MCO,1984,2
Monaco,MCO,1985,2
Monaco,MCO,1986,2
Monaco,MCO,1987,2
Monaco,MCO,1988,2
Monaco,MCO,1989,2
Monaco,MCO,1990,2
Monaco,MCO,1991,2
Monaco,MCO,1992,3
Monaco,MCO,1993,3
Monaco,MCO,1994,3
Monaco,MCO,1995,3
Monaco,MCO,1996,3
Monaco,MCO,1997,3
Monaco,MCO,1998,3
Monaco,MCO,1999,3
Monaco,MCO,2000,3
Monaco,MCO,2001,3
Monaco,MCO,2002,3
Monaco,MCO,2003,3
Monaco,MCO,2004,3
Monaco,MCO,2005,2
Monaco,MCO,2006,1
Monaco,MCO,2007,1
Monaco,MCO,2008,1
Monaco,MCO,2009,1
Monaco,MCO,2010,1
Monaco,MCO,2011,1
Monaco,MCO,2012,1
Monaco,MCO,2013,1
Monaco,MCO,2014,1
Monaco,MCO,2015,1
Monaco,MCO,2016,1
Monaco,MCO,2017,1
Monaco,MCO,2018,1
Mongolia,MNG,1961,250
Mongolia,MNG,1962,250
Mongolia,MNG,1963,280
Mongolia,MNG,1964,280
Mongolia,MNG,1965,290
Mongolia,MNG,1966,290
Mongolia,MNG,1967,290
Mongolia,MNG,1968,300
Mongolia,MNG,1969,300
Mongolia,MNG,1970,300
Mongolia,MNG,1971,300
Mongolia,MNG,1972,300
Mongolia,MNG,1973,300
Mongolia,MNG,1974,300
Mongolia,MNG,1975,300
Mongolia,MNG,1976,300
Mongolia,MNG,1977,265
Mongolia,MNG,1978,494
Mongolia,MNG,1979,537
Mongolia,MNG,1980,346
Mongolia,MNG,1981,262
Mongolia,MNG,1982,184
Mongolia,MNG,1983,347
Mongolia,MNG,1984,370
Mongolia,MNG,1985,374
Mongolia,MNG,1986,412
Mongolia,MNG,1987,383
Mongolia,MNG,1988,281
Mongolia,MNG,1989,254
Mongolia,MNG,1990,124
Mongolia,MNG,1991,100
Mongolia,MNG,1992,120
Mongolia,MNG,1993,165
Mongolia,MNG,1994,184
Mongolia,MNG,1995,158
Mongolia,MNG,1996,221
Mongolia,MNG,1997,180
Mongolia,MNG,1998,311
Mongolia,MNG,1999,524
Mongolia,MNG,2000,425
Mongolia,MNG,2001,290
Mongolia,MNG,2002,263
Mongolia,MNG,2003,382
Mongolia,MNG,2004,305
Mongolia,MNG,2005,366
Mongolia,MNG,2006,326
Mongolia,MNG,2007,185
Mongolia,MNG,2008,88
Mongolia,MNG,2009,90
Mongolia,MNG,2010,100
Mongolia,MNG,2011,80
Mongolia,MNG,2012,61
Mongolia,MNG,2013,55
Mongolia,MNG,2014,49
Mongolia,MNG,2015,63
Mongolia,MNG,2016,15
Mongolia,MNG,2017,22
Mongolia,MNG,2018,25
Montenegro,MNE,2006,1524.80004882813
Montenegro,MNE,2007,1131
Montenegro,MNE,2008,1680
Montenegro,MNE,2009,1661.19995117188
Montenegro,MNE,2010,1345.40002441406
Montenegro,MNE,2011,1517.59997558594
Montenegro,MNE,2012,1390.59997558594
Montenegro,MNE,2013,1580.5
Montenegro,MNE,2014,1556.40002441406
Montenegro,MNE,2015,1486.80004882813
Montenegro,MNE,2016,1595
Montenegro,MNE,2017,1079.69995117188
Montenegro,MNE,2018,1292.80004882813
Morocco,MAR,1960,167700
Morocco,MAR,1961,176681
Morocco,MAR,1962,171949
Morocco,MAR,1963,180535
Morocco,MAR,1964,208582
Morocco,MAR,1965,225486
Morocco,MAR,1966,318580
Morocco,MAR,1967,273356
Morocco,MAR,1968,231475
Morocco,MAR,1969,233697
Morocco,MAR,1970,258177
Morocco,MAR,1971,234784
Morocco,MAR,1972,275036
Morocco,MAR,1973,399681
Morocco,MAR,1974,288681
Morocco,MAR,1975,230466
Morocco,MAR,1976,288930
Morocco,MAR,1977,265361
Morocco,MAR,1978,298072.09375
Morocco,MAR,1979,290355.6875
Morocco,MAR,1980,335327.59375
Morocco,MAR,1981,395626
Morocco,MAR,1982,369420
Morocco,MAR,1983,459245
Morocco,MAR,1984,472646.09375
Morocco,MAR,1985,478155.40625
Morocco,MAR,1986,600413
Morocco,MAR,1987,499174.1875
Morocco,MAR,1988,556290.375
Morocco,MAR,1989,526948.625
Morocco,MAR,1990,574947.3125
Morocco,MAR,1991,603392
Morocco,MAR,1992,558729.125
Morocco,MAR,1993,631623.375
Morocco,MAR,1994,759687.1875
Morocco,MAR,1995,856811.8125
Morocco,MAR,1996,647629
Morocco,MAR,1997,791389.625
Morocco,MAR,1998,714037.125
Morocco,MAR,1999,746209.25
Morocco,MAR,2000,914824.1875
Morocco,MAR,2001,1106101.875
Morocco,MAR,2002,969539.625
Morocco,MAR,2003,929778.625
Morocco,MAR,2004,931280.6875
Morocco,MAR,2005,1039210
Morocco,MAR,2006,891750.625
Morocco,MAR,2007,891845.5
Morocco,MAR,2008,1006167.6875
Morocco,MAR,2009,1175436.5
Morocco,MAR,2010,1143652.125
Morocco,MAR,2011,978737.375
Morocco,MAR,2012,1180170.375
Morocco,MAR,2013,1275508.75
Morocco,MAR,2014,1375097
Morocco,MAR,2015,1384017.625
Morocco,MAR,2016,1472314.375
Morocco,MAR,2017,1402130.75
Morocco,MAR,2018,1386548
Mozambique,MOZ,1960,13400
Mozambique,MOZ,1961,12800
Mozambique,MOZ,1962,12800
Mozambique,MOZ,1963,13500
Mozambique,MOZ,1964,13900
Mozambique,MOZ,1965,16200
Mozambique,MOZ,1966,17300
Mozambique,MOZ,1967,17000
Mozambique,MOZ,1968,17700
Mozambique,MOZ,1969,19000
Mozambique,MOZ,1970,20100
Mozambique,MOZ,1971,22900
Mozambique,MOZ,1972,22900
Mozambique,MOZ,1973,26300
Mozambique,MOZ,1974,28660
Mozambique,MOZ,1975,25490
Mozambique,MOZ,1976,27900
Mozambique,MOZ,1977,26950
Mozambique,MOZ,1978,25940
Mozambique,MOZ,1979,28630
Mozambique,MOZ,1980,33850
Mozambique,MOZ,1981,40630
Mozambique,MOZ,1982,38180
Mozambique,MOZ,1983,40940
Mozambique,MOZ,1984,34947
Mozambique,MOZ,1985,36326
Mozambique,MOZ,1986,42678
Mozambique,MOZ,1987,40788
Mozambique,MOZ,1988,36433
Mozambique,MOZ,1989,31167
Mozambique,MOZ,1990,35182
Mozambique,MOZ,1991,29820
Mozambique,MOZ,1992,27117
Mozambique,MOZ,1993,26479
Mozambique,MOZ,1994,24704
Mozambique,MOZ,1995,30396
Mozambique,MOZ,1996,38749
Mozambique,MOZ,1997,43139
Mozambique,MOZ,1998,36263
Mozambique,MOZ,1999,38611
Mozambique,MOZ,2000,42248
Mozambique,MOZ,2001,37033
Mozambique,MOZ,2002,45507
Mozambique,MOZ,2003,93034
Mozambique,MOZ,2004,90588
Mozambique,MOZ,2005,85319
Mozambique,MOZ,2006,95903
Mozambique,MOZ,2007,92802
Mozambique,MOZ,2008,122221
Mozambique,MOZ,2009,150780
Mozambique,MOZ,2010,166004
Mozambique,MOZ,2011,212338
Mozambique,MOZ,2012,217930
Mozambique,MOZ,2013,244078
Mozambique,MOZ,2014,263804
Mozambique,MOZ,2015,297878
Mozambique,MOZ,2016,328607
Mozambique,MOZ,2017,413429
Mozambique,MOZ,2018,367144
Myanmar,MMR,1960,360000
Myanmar,MMR,1961,360000
Myanmar,MMR,1962,360000
Myanmar,MMR,1963,360000
Myanmar,MMR,1964,360000
Myanmar,MMR,1965,360000
Myanmar,MMR,1966,360000
Myanmar,MMR,1967,380700
Myanmar,MMR,1968,396100
Myanmar,MMR,1969,413900
Myanmar,MMR,1970,431670
Myanmar,MMR,1971,441840
Myanmar,MMR,1972,452300
Myanmar,MMR,1973,462240
Myanmar,MMR,1974,432510
Myanmar,MMR,1975,483620
Myanmar,MMR,1976,499830
Myanmar,MMR,1977,516730
Myanmar,MMR,1978,537470
Myanmar,MMR,1979,561570
Myanmar,MMR,1980,577220
Myanmar,MMR,1981,591420
Myanmar,MMR,1982,580950
Myanmar,MMR,1983,583710
Myanmar,MMR,1984,609740
Myanmar,MMR,1985,643750
Myanmar,MMR,1986,680718
Myanmar,MMR,1987,680371
Myanmar,MMR,1988,698874
Myanmar,MMR,1989,726816
Myanmar,MMR,1990,736731
Myanmar,MMR,1991,726672
Myanmar,MMR,1992,731544
Myanmar,MMR,1993,739702
Myanmar,MMR,1994,746241
Myanmar,MMR,1995,751710
Myanmar,MMR,1996,602280
Myanmar,MMR,1997,780800
Myanmar,MMR,1998,830650
Myanmar,MMR,1999,920010
Myanmar,MMR,2000,1093200
Myanmar,MMR,2001,1187880
Myanmar,MMR,2002,1284340
Myanmar,MMR,2003,1343860
Myanmar,MMR,2004,1586600
Myanmar,MMR,2005,1732250
Myanmar,MMR,2006,1823450
Myanmar,MMR,2007,1907750
Myanmar,MMR,2008,1907010
Myanmar,MMR,2009,1892600
Myanmar,MMR,2010,1961150
Myanmar,MMR,2011,1975920
Myanmar,MMR,2012,1962231
Myanmar,MMR,2013,1919001
Myanmar,MMR,2014,1970550
Myanmar,MMR,2015,1970470
Myanmar,MMR,2016,2072390
Myanmar,MMR,2017,2155440
Myanmar,MMR,2018,2033110
Namibia,NAM,1960,0
Namibia,NAM,1961,0
Namibia,NAM,1962,0
Namibia,NAM,1963,0
Namibia,NAM,1964,0
Namibia,NAM,1965,0
Namibia,NAM,1966,5000
Namibia,NAM,1967,5000
Namibia,NAM,1968,5000
Namibia,NAM,1969,5000
Namibia,NAM,1970,6500
Namibia,NAM,1971,6500
Namibia,NAM,1972,6500
Namibia,NAM,1973,6500
Namibia,NAM,1974,6550
Namibia,NAM,1975,7050
Namibia,NAM,1976,7850
Namibia,NAM,1977,8750
Namibia,NAM,1978,9050
Namibia,NAM,1979,9750
Namibia,NAM,1980,10250
Namibia,NAM,1981,10850
Namibia,NAM,1982,11650
Namibia,NAM,1983,12100
Namibia,NAM,1984,12900
Namibia,NAM,1985,13700
Namibia,NAM,1986,14923
Namibia,NAM,1987,32437
Namibia,NAM,1988,33395
Namibia,NAM,1989,21225
Namibia,NAM,1990,280007
Namibia,NAM,1991,226330
Namibia,NAM,1992,679782
Namibia,NAM,1993,826288
Namibia,NAM,1994,687504
Namibia,NAM,1995,591597
Namibia,NAM,1996,539788
Namibia,NAM,1997,539970
Namibia,NAM,1998,638256
Namibia,NAM,1999,606021
Namibia,NAM,2000,632532
Namibia,NAM,2001,593000
Namibia,NAM,2002,663738
Namibia,NAM,2003,672207
Namibia,NAM,2004,603170
Namibia,NAM,2005,618562
Namibia,NAM,2006,592935
Namibia,NAM,2007,448061
Namibia,NAM,2008,419937
Namibia,NAM,2009,426850
Namibia,NAM,2010,429705
Namibia,NAM,2011,457463
Namibia,NAM,2012,528079
Namibia,NAM,2013,542442
Namibia,NAM,2014,473026
Namibia,NAM,2015,546920
Namibia,NAM,2016,536903
Namibia,NAM,2017,512116
Namibia,NAM,2018,510568
Nauru,NRU,1960,0
Nauru,NRU,1961,0
Nauru,NRU,1962,0
Nauru,NRU,1963,100
Nauru,NRU,1964,100
Nauru,NRU,1965,100
Nauru,NRU,1966,100
Nauru,NRU,1967,100
Nauru,NRU,1968,100
Nauru,NRU,1969,100
Nauru,NRU,1970,100
Nauru,NRU,1971,100
Nauru,NRU,1972,100
Nauru,NRU,1973,100
Nauru,NRU,1974,100
Nauru,NRU,1975,120
Nauru,NRU,1976,120
Nauru,NRU,1977,120
Nauru,NRU,1978,130
Nauru,NRU,1979,130
Nauru,NRU,1980,140
Nauru,NRU,1981,140
Nauru,NRU,1982,140
Nauru,NRU,1983,140
Nauru,NRU,1984,150
Nauru,NRU,1985,150
Nauru,NRU,1986,150
Nauru,NRU,1987,170
Nauru,NRU,1988,170
Nauru,NRU,1989,180
Nauru,NRU,1990,180
Nauru,NRU,1991,190
Nauru,NRU,1992,377
Nauru,NRU,1993,500
Nauru,NRU,1994,500
Nauru,NRU,1995,480
Nauru,NRU,1996,460
Nauru,NRU,1997,440
Nauru,NRU,1998,420
Nauru,NRU,1999,400
Nauru,NRU,2000,380
Nauru,NRU,2001,360
Nauru,NRU,2002,342
Nauru,NRU,2003,342
Nauru,NRU,2004,300
Nauru,NRU,2005,330
Nauru,NRU,2006,370
Nauru,NRU,2007,420
Nauru,NRU,2008,475
Nauru,NRU,2009,530
Nauru,NRU,2010,589
Nauru,NRU,2011,540
Nauru,NRU,2012,492
Nauru,NRU,2013,523
Nauru,NRU,2014,530
Nauru,NRU,2015,530
Nauru,NRU,2016,530
Nauru,NRU,2017,530
Nauru,NRU,2018,530
Nepal,NPL,1960,1300
Nepal,NPL,1961,1500
Nepal,NPL,1962,1500
Nepal,NPL,1963,1500
Nepal,NPL,1964,1600
Nepal,NPL,1965,1600
Nepal,NPL,1966,1600
Nepal,NPL,1967,1800
Nepal,NPL,1968,1800
Nepal,NPL,1969,1900
Nepal,NPL,1970,1832
Nepal,NPL,1971,1982
Nepal,NPL,1972,2003
Nepal,NPL,1973,1886
Nepal,NPL,1974,1799
Nepal,NPL,1975,1985
Nepal,NPL,1976,2138
Nepal,NPL,1977,2189
Nepal,NPL,1978,2315
Nepal,NPL,1979,2308
Nepal,NPL,1980,2221
Nepal,NPL,1981,2154
Nepal,NPL,1982,2359
Nepal,NPL,1983,2429
Nepal,NPL,1984,2863
Nepal,NPL,1985,5811
Nepal,NPL,1986,5281
Nepal,NPL,1987,5281
Nepal,NPL,1988,6975
Nepal,NPL,1989,5686
Nepal,NPL,1990,5288
Nepal,NPL,1991,5281
Nepal,NPL,1992,5895
Nepal,NPL,1993,7418
Nepal,NPL,1994,7340
Nepal,NPL,1995,11230
Nepal,NPL,1996,11230
Nepal,NPL,1997,11230
Nepal,NPL,1998,12000
Nepal,NPL,1999,12752
Nepal,NPL,2000,16700
Nepal,NPL,2001,16700
Nepal,NPL,2002,17900
Nepal,NPL,2003,18888
Nepal,NPL,2004,19947
Nepal,NPL,2005,19983
Nepal,NPL,2006,20016
Nepal,NPL,2007,20100
Nepal,NPL,2008,21500
Nepal,NPL,2009,21500
Nepal,NPL,2010,21500
Nepal,NPL,2011,21500
Nepal,NPL,2012,21500
Nepal,NPL,2013,21500
Nepal,NPL,2014,21500
Nepal,NPL,2015,21500
Nepal,NPL,2016,21500
Nepal,NPL,2017,21000
Nepal,NPL,2018,22070
Netherlands,NLD,1960,227881
Netherlands,NLD,1961,262912
Netherlands,NLD,1962,226328
Netherlands,NLD,1963,272601
Netherlands,NLD,1964,273482
Netherlands,NLD,1965,266700
Netherlands,NLD,1966,260600
Netherlands,NLD,1967,228900
Netherlands,NLD,1968,209700
Netherlands,NLD,1969,217300
Netherlands,NLD,1970,214800
Netherlands,NLD,1971,225500
Netherlands,NLD,1972,232100
Netherlands,NLD,1973,230736
Netherlands,NLD,1974,227142
Netherlands,NLD,1975,238422
Netherlands,NLD,1976,211669
Netherlands,NLD,1977,203716
Netherlands,NLD,1978,205951
Netherlands,NLD,1979,226279
Netherlands,NLD,1980,263460
Netherlands,NLD,1981,370224
Netherlands,NLD,1982,414496
Netherlands,NLD,1983,442196
Netherlands,NLD,1984,435742
Netherlands,NLD,1985,438364
Netherlands,NLD,1986,416381
Netherlands,NLD,1987,412213
Netherlands,NLD,1988,397246
Netherlands,NLD,1989,421351
Netherlands,NLD,1990,406244
Netherlands,NLD,1991,407166
Netherlands,NLD,1992,433066
Netherlands,NLD,1993,461777
Netherlands,NLD,1994,420170
Netherlands,NLD,1995,438104
Netherlands,NLD,1996,410846
Netherlands,NLD,1997,451848
Netherlands,NLD,1998,536658
Netherlands,NLD,1999,514611
Netherlands,NLD,2000,495776
Netherlands,NLD,2001,518163
Netherlands,NLD,2002,464036
Netherlands,NLD,2003,526281
Netherlands,NLD,2004,521736
Netherlands,NLD,2005,555756
Netherlands,NLD,2006,513331
Netherlands,NLD,2007,487765
Netherlands,NLD,2008,440291
Netherlands,NLD,2009,386942
Netherlands,NLD,2010,434457
Netherlands,NLD,2011,370096
Netherlands,NLD,2012,347265
Netherlands,NLD,2013,327437
Netherlands,NLD,2014,371369
Netherlands,NLD,2015,384476
Netherlands,NLD,2016,370249
Netherlands,NLD,2017,500194
Netherlands,NLD,2018,411725
New Caledonia,NCL,1960,400
New Caledonia,NCL,1961,400
New Caledonia,NCL,1962,800
New Caledonia,NCL,1963,1200
New Caledonia,NCL,1964,1000
New Caledonia,NCL,1965,1000
New Caledonia,NCL,1966,900
New Caledonia,NCL,1967,500
New Caledonia,NCL,1968,500
New Caledonia,NCL,1969,500
New Caledonia,NCL,1970,500
New Caledonia,NCL,1971,500
New Caledonia,NCL,1972,500
New Caledonia,NCL,1973,800
New Caledonia,NCL,1974,868
New Caledonia,NCL,1975,973
New Caledonia,NCL,1976,883
New Caledonia,NCL,1977,3042
New Caledonia,NCL,1978,2963
New Caledonia,NCL,1979,2629
New Caledonia,NCL,1980,3349
New Caledonia,NCL,1981,2448
New Caledonia,NCL,1982,3384
New Caledonia,NCL,1983,2958
New Caledonia,NCL,1984,3670
New Caledonia,NCL,1985,3358
New Caledonia,NCL,1986,4459
New Caledonia,NCL,1987,5243
New Caledonia,NCL,1988,3962
New Caledonia,NCL,1989,3230
New Caledonia,NCL,1990,4927
New Caledonia,NCL,1991,4309
New Caledonia,NCL,1992,3437
New Caledonia,NCL,1993,2904
New Caledonia,NCL,1994,3459
New Caledonia,NCL,1995,2894
New Caledonia,NCL,1996,3195.39990234375
New Caledonia,NCL,1997,2562.69995117188
New Caledonia,NCL,1998,3256.30004882813
New Caledonia,NCL,1999,3250.10009765625
New Caledonia,NCL,2000,3482.39990234375
New Caledonia,NCL,2001,3499
New Caledonia,NCL,2002,3457.89990234375
New Caledonia,NCL,2003,3552.5
New Caledonia,NCL,2004,3853
New Caledonia,NCL,2005,3467
New Caledonia,NCL,2006,3333
New Caledonia,NCL,2007,3704.69995117188
New Caledonia,NCL,2008,3919
New Caledonia,NCL,2009,3862
New Caledonia,NCL,2010,4027
New Caledonia,NCL,2011,3897
New Caledonia,NCL,2012,3790
New Caledonia,NCL,2013,3869
New Caledonia,NCL,2014,4063
New Caledonia,NCL,2015,4004
New Caledonia,NCL,2016,3822
New Caledonia,NCL,2017,3673
New Caledonia,NCL,2018,3076.77099609375
New Zealand,NZL,1960,49850
New Zealand,NZL,1961,50215
New Zealand,NZL,1962,47250
New Zealand,NZL,1963,48269
New Zealand,NZL,1964,42796
New Zealand,NZL,1965,46607
New Zealand,NZL,1966,54118
New Zealand,NZL,1967,59171
New Zealand,NZL,1968,57851
New Zealand,NZL,1969,49243
New Zealand,NZL,1970,58803
New Zealand,NZL,1971,64900
New Zealand,NZL,1972,56168
New Zealand,NZL,1973,64184
New Zealand,NZL,1974,67502
New Zealand,NZL,1975,63005
New Zealand,NZL,1976,68979
New Zealand,NZL,1977,77826
New Zealand,NZL,1978,97889
New Zealand,NZL,1979,117386
New Zealand,NZL,1980,154365
New Zealand,NZL,1981,167304
New Zealand,NZL,1982,169149
New Zealand,NZL,1983,195627
New Zealand,NZL,1984,208002
New Zealand,NZL,1985,202984
New Zealand,NZL,1986,208170
New Zealand,NZL,1987,240978
New Zealand,NZL,1988,276817
New Zealand,NZL,1989,316147
New Zealand,NZL,1990,351706
New Zealand,NZL,1991,386324
New Zealand,NZL,1992,470274
New Zealand,NZL,1993,433055
New Zealand,NZL,1994,452612
New Zealand,NZL,1995,556751
New Zealand,NZL,1996,425444
New Zealand,NZL,1997,648926
New Zealand,NZL,1998,648045.125
New Zealand,NZL,1999,600197
New Zealand,NZL,2000,553473
New Zealand,NZL,2001,569855
New Zealand,NZL,2002,588662
New Zealand,NZL,2003,550962
New Zealand,NZL,2004,546103
New Zealand,NZL,2005,545472
New Zealand,NZL,2006,476809
New Zealand,NZL,2007,494947
New Zealand,NZL,2008,452645.3125
New Zealand,NZL,2009,440033.40625
New Zealand,NZL,2010,436758.375
New Zealand,NZL,2011,430621
New Zealand,NZL,2012,442222.5
New Zealand,NZL,2013,444368.25
New Zealand,NZL,2014,443107.15625
New Zealand,NZL,2015,433774.875
New Zealand,NZL,2016,425058
New Zealand,NZL,2017,431784.40625
New Zealand,NZL,2018,407833.90625
Nicaragua,NIC,1960,4000
Nicaragua,NIC,1961,4000
Nicaragua,NIC,1962,4000
Nicaragua,NIC,1963,5000
Nicaragua,NIC,1964,5000
Nicaragua,NIC,1965,5600
Nicaragua,NIC,1966,7000
Nicaragua,NIC,1967,8000
Nicaragua,NIC,1968,8700
Nicaragua,NIC,1969,9500
Nicaragua,NIC,1970,9800
Nicaragua,NIC,1971,9400
Nicaragua,NIC,1972,11200
Nicaragua,NIC,1973,13900
Nicaragua,NIC,1974,8689
Nicaragua,NIC,1975,10778
Nicaragua,NIC,1976,10513
Nicaragua,NIC,1977,13914
Nicaragua,NIC,1978,15900
Nicaragua,NIC,1979,9121
Nicaragua,NIC,1980,6996
Nicaragua,NIC,1981,5944
Nicaragua,NIC,1982,5000
Nicaragua,NIC,1983,4548
Nicaragua,NIC,1984,4339
Nicaragua,NIC,1985,4164
Nicaragua,NIC,1986,2465
Nicaragua,NIC,1987,4983
Nicaragua,NIC,1988,4654
Nicaragua,NIC,1989,4582
Nicaragua,NIC,1990,3088
Nicaragua,NIC,1991,20696
Nicaragua,NIC,1992,27155
Nicaragua,NIC,1993,17849
Nicaragua,NIC,1994,19572
Nicaragua,NIC,1995,13917
Nicaragua,NIC,1996,24515
