state,race,type,all_workers_n,artists_n,artists_share,location_quotient
New Mexico,White,Musicians,374900,625,0.0016671112296612427,1.4541885195156448
New York,White,Musicians,5774960,10180,0.001762782772521368,1.537640935165087
North Carolina,White,Musicians,3309215,3625,0.0010954259544937394,0.955518635267037
North Dakota,White,Musicians,363175,170,4.680938941281752e-4,0.4083091486552349
Ohio,White,Musicians,4775955,4135,8.657954273019741e-4,0.7552164176157027
Oklahoma,White,Musicians,1276415,1030,8.069475836620535e-4,0.7038845945814272
Oregon,White,Musicians,1600140,1630,0.0010186608671741222,0.8885579510045438
Pennsylvania,White,Musicians,5161830,4880,9.4540114649262e-4,0.824654929500927
Rhode Island,White,Musicians,423445,285,6.730508094321577e-4,0.5870890572345532
South Carolina,White,Musicians,1586190,1825,0.0011505557341806468,1.003607263834681
South Dakota,White,Musicians,398225,170,4.2689434364994653e-4,0.3723715865725782
Tennessee,White,Musicians,2455855,7215,0.0029378770326423994,2.562652675241941
Texas,White,Musicians,6162190,7240,0.0011749069730079729,1.0248483731911795
Utah,White,Musicians,1227970,455,3.70530224679756e-4,0.32320626798989416
Vermont,White,Musicians,319270,415,0.0012998402605944811,1.1338252364509651
Virginia,White,Musicians,2778485,3490,0.0012560802019805758,1.0956541932011377
Washington,White,Musicians,2668545,2480,9.29345392339271e-4,0.8106498091786858
West Virginia,White,Musicians,734535,440,5.990184266236462e-4,0.5225120576696227
Wisconsin,White,Musicians,2597700,2240,8.623012665049853e-4,0.7521685294928715
Wyoming,White,Musicians,260685,130,4.986861537871378e-4,0.4349941784184528
Puerto Rico,White,Musicians,13370,0,NA,NA
Alabama,African-American,Musicians,581200,440,7.570543702684103e-4,0.6812026249347979
Alaska,African-American,Musicians,13760,NA,NA,NA
Arizona,African-American,Musicians,152575,195,0.0012780599705063084,1.1500069756209377
Arkansas,African-American,Musicians,200385,195,9.731267310427428e-4,0.8756259914931982
California,African-American,Musicians,1066265,2600,0.002438418216859786,2.194105146536299
Colorado,African-American,Musicians,118415,120,0.001013385128573238,0.9118507689338448
Connecticut,African-American,Musicians,191785,140,7.299840967750345e-4,0.6568446103910704
Delaware,African-American,Musicians,105485,95,9.006019813243589e-4,0.8103677328777882
District of Columbia,African-American,Musicians,149480,170,0.0011372758897511372,1.023328510868857
Florida,African-American,Musicians,1569980,1860,0.0011847284678785715,1.0660266604996047
Georgia,African-American,Musicians,1613775,1910,0.0011835602856655977,1.0649755222707904
Hawaii,African-American,Musicians,16455,NA,NA,NA
Idaho,African-American,Musicians,5195,0,NA,NA
Illinois,African-American,Musicians,848255,590,6.955455611814843e-4,0.6258565839473167
Indiana,African-American,Musicians,292355,345,0.0011800721725299722,1.061836894561376
Iowa,African-American,Musicians,56060,20,3.5676061362825543e-4,0.3210156047190547
Kansas,African-American,Musicians,83690,180,0.0021507945991157845,1.93529947669915
Kentucky,African-American,Musicians,176080,215,0.001221035892776011,1.0986963261353633
Louisiana,African-American,Musicians,656860,950,0.001446274700849496,1.3013677237556478
Maine,African-American,Musicians,8410,0,NA,NA
Maryland,African-American,Musicians,957780,940,9.814362379669652e-4,0.8831029418299188
Massachusetts,African-American,Musicians,260415,225,8.640055296353896e-4,0.7774379989869624
Michigan,African-American,Musicians,624375,845,0.0013533533533533534,1.2177564689861802
Minnesota,African-American,Musicians,171180,30,1.752541184717841e-4,0.15769483701849113
Mississippi,African-American,Musicians,488460,355,7.267739425950948e-4,0.6539560920234332
Missouri,African-American,Musicians,340530,370,0.0010865415675564562,0.9776774258073555
Montana,African-American,Musicians,2855,0,NA,NA
Nebraska,African-American,Musicians,45795,NA,NA,NA
Nevada,African-American,Musicians,125635,240,0.0019102956978548967,1.718896944375393
New Hampshire,African-American,Musicians,9675,NA,NA,NA
New Jersey,African-American,Musicians,584190,560,9.585922388264093e-4,0.862547757434064
New Mexico,African-American,Musicians,19190,30,0.001563314226159458,1.406680677479172
New York,African-American,Musicians,1375735,1360,9.885624775120207e-4,0.8895151802036105
North Carolina,African-American,Musicians,1079195,1185,0.0010980406692025074,0.9880243949727342
North Dakota,African-American,Musicians,12445,0,NA,NA
Ohio,African-American,Musicians,680665,700,0.0010284060440892363,0.9253666899565238
Oklahoma,African-American,Musicians,134195,75,5.58888185103767e-4,0.5028913558781123
Oregon,African-American,Musicians,39020,45,0.0011532547411583804,1.0377063890629925
Pennsylvania,African-American,Musicians,636035,660,0.0010376787440942714,0.9337103279193075
Rhode Island,African-American,Musicians,31000,NA,NA,NA
South Carolina,African-American,Musicians,638810,515,8.061865030290696e-4,0.7254120491447658
South Dakota,African-American,Musicians,8670,0,NA,NA
Tennessee,African-American,Musicians,554550,845,0.0015237580019835902,1.371087720355687
Texas,African-American,Musicians,1699445,1815,0.001067995728017088,0.9609897543903636
Utah,African-American,Musicians,16855,0,NA,NA
Vermont,African-American,Musicians,4210,NA,NA,NA
Virginia,African-American,Musicians,837445,735,8.776695783006645e-4,0.7897330020720407
Washington,African-American,Musicians,147305,NA,NA,NA
West Virginia,African-American,Musicians,29055,0,NA,NA
Wisconsin,African-American,Musicians,160610,80,4.981009899757175e-4,0.448194627994526
Wyoming,African-American,Musicians,2975,0,NA,NA
Puerto Rico,African-American,Musicians,1405,0,NA,NA
Alabama,Asian,Musicians,33515,NA,NA,NA
Alaska,Asian,Musicians,26420,0,NA,NA
Arizona,Asian,Musicians,120580,NA,NA,NA
Arkansas,Asian,Musicians,24295,NA,NA,NA
California,Asian,Musicians,3008795,1560,5.184799894974566e-4,0.8180359778143335
Colorado,Asian,Musicians,97015,85,8.761531721898676e-4,1.3823577215046683
Connecticut,Asian,Musicians,89425,105,0.0011741682974559689,1.8525534847718483
Delaware,Asian,Musicians,19880,NA,NA,NA
District of Columbia,Asian,Musicians,19090,45,0.002357255107386066,3.7191782244044567
Florida,Asian,Musicians,292825,115,3.927260309058312e-4,0.6196266571764574
Georgia,Asian,Musicians,217095,70,3.224394850180796e-4,0.5087314935112048
Hawaii,Asian,Musicians,290190,225,7.753540783624522e-4,1.2233211396650658
Idaho,Asian,Musicians,12030,0,NA,NA
Illinois,Asian,Musicians,378055,210,5.554747325124651e-4,0.8764047314582403
Indiana,Asian,Musicians,76575,70,9.141364675155075e-4,1.4422861715157038
Iowa,Asian,Musicians,40760,0,NA,NA
Kansas,Asian,Musicians,46470,NA,NA,NA
Kentucky,Asian,Musicians,33565,35,0.0010427528675703858,1.6452117322183082
Louisiana,Asian,Musicians,41430,0,NA,NA
Maine,Asian,Musicians,8235,NA,NA,NA
Maryland,Asian,Musicians,213470,150,7.026748489249075e-4,1.1086509002651597
Massachusetts,Asian,Musicians,249930,195,7.802184611691274e-4,1.2309959588024035
Michigan,Asian,Musicians,163870,115,7.017757978885702e-4,1.1072324152541413
Minnesota,Asian,Musicians,143550,NA,NA,NA
Mississippi,Asian,Musicians,14850,NA,NA,NA
Missouri,Asian,Musicians,63375,25,3.944773175542406e-4,0.6223897637859398
Montana,Asian,Musicians,4980,0,NA,NA
Nebraska,Asian,Musicians,24515,NA,NA,NA
Nevada,Asian,Musicians,131920,75,5.685263796240146e-4,0.8969970727698743
New Hampshire,Asian,Musicians,20330,0,NA,NA
New Jersey,Asian,Musicians,450385,255,5.661822662832909e-4,0.8932986290736283
New Mexico,Asian,Musicians,16455,NA,NA,NA
New York,Asian,Musicians,864770,1135,0.001312487713496074,2.070788057066041
North Carolina,Asian,Musicians,154710,115,7.433262232564152e-4,1.1727889334089334
North Dakota,Asian,Musicians,6855,0,NA,NA
Ohio,Asian,Musicians,136125,95,6.978879706152434e-4,1.1010983644719847
Oklahoma,Asian,Musicians,44710,NA,NA,NA
Oregon,Asian,Musicians,98010,130,0.0013263952657892053,2.0927308096689776
Pennsylvania,Asian,Musicians,227500,150,6.593406593406593e-4,1.0402800337564997
Rhode Island,Asian,Musicians,18645,0,NA,NA
South Carolina,Asian,Musicians,41915,NA,NA,NA
South Dakota,Asian,Musicians,7135,NA,NA,NA
Tennessee,Asian,Musicians,62925,35,5.5621771950735e-4,0.8775769851713549
Texas,Asian,Musicians,712575,370,5.192435883942041e-4,0.8192407521215622
Utah,Asian,Musicians,40990,NA,NA,NA
Vermont,Asian,Musicians,6080,0,NA,NA
Virginia,Asian,Musicians,304945,145,4.7549558117037494e-4,0.7502169815003259
Washington,Asian,Musicians,355135,150,4.2237458994466895e-4,0.6664049099063839
West Virginia,Asian,Musicians,7825,0,NA,NA
Wisconsin,Asian,Musicians,85760,30,3.498134328358209e-4,0.5519209600737024
Wyoming,Asian,Musicians,2835,0,NA,NA
Puerto Rico,Asian,Musicians,1335,0,NA,NA
Alabama,Other,Musicians,43075,NA,NA,NA
Alaska,Other,Musicians,71330,4,5.6077386793775406e-5,0.0520362378787339
Arizona,Other,Musicians,182520,125,6.848564540872233e-4,0.6355031037506316
Arkansas,Other,Musicians,37895,NA,NA,NA
California,Other,Musicians,688910,1005,0.0014588262617758487,1.353697715278316
Colorado,Other,Musicians,87510,50,5.713632727688264e-4,0.5301886709933277
Connecticut,Other,Musicians,41230,45,0.00109143827310211,1.0127850967442031
Delaware,Other,Musicians,10885,NA,NA,NA
District of Columbia,Other,Musicians,11085,35,0.0031574199368516014,2.929884295808595
Florida,Other,Musicians,214840,265,0.0012334760752187677,1.144587116797237
Georgia,Other,Musicians,102865,160,0.0015554367374714432,1.443346074132149
Hawaii,Other,Musicians,198250,450,0.002269861286254729,2.1062864836702895
Idaho,Other,Musicians,25710,0,NA,NA
Illinois,Other,Musicians,112345,70,6.230806889492189e-4,0.5781791342567675
Indiana,Other,Musicians,61485,30,4.879238838741156e-4,0.4527622405330676
Iowa,Other,Musicians,27340,0,NA,NA
Kansas,Other,Musicians,43715,NA,NA,NA
Kentucky,Other,Musicians,36080,NA,NA,NA
Louisiana,Other,Musicians,42460,145,0.00341497880357984,3.1688824949603323
Maine,Other,Musicians,14700,0,NA,NA
Maryland,Other,Musicians,85910,40,4.6560353858689327e-4,0.43205038387732386
Massachusetts,Other,Musicians,97815,90,9.201042784848947e-4,0.853798078796984
Michigan,Other,Musicians,120390,125,0.0010382922169615415,0.9634689467278451
Minnesota,Other,Musicians,83065,55,6.621320652501053e-4,0.6144163204537256
Mississippi,Other,Musicians,17430,NA,NA,NA
Missouri,Other,Musicians,70070,NA,NA,NA
Montana,Other,Musicians,37130,NA,NA,NA
Nebraska,Other,Musicians,24240,25,0.0010313531353135313,0.9570299215888223
Nevada,Other,Musicians,69460,90,0.0012957097610135327,1.2023360074507197
New Hampshire,Other,Musicians,12270,NA,NA,NA
New Jersey,Other,Musicians,85410,80,9.366584709050462e-4,0.8691593134036033
New Mexico,Other,Musicians,91840,0,NA,NA
New York,Other,Musicians,234265,425,0.0018141847907284488,1.6834477625267197
North Carolina,Other,Musicians,145630,45,3.0900226601661743e-4,0.2867343922183856
North Dakota,Other,Musicians,23305,NA,NA,NA
Ohio,Other,Musicians,121180,125,0.0010315233536887275,0.9571878733831101
Oklahoma,Other,Musicians,242885,170,6.999197150915043e-4,0.6494808491068974
Oregon,Other,Musicians,93460,115,0.0012304729295955488,1.1418003892236257
Pennsylvania,Other,Musicians,104810,70,6.678752027478294e-4,0.6197455857082009
Rhode Island,Other,Musicians,16140,0,NA,NA
South Carolina,Other,Musicians,46335,80,0.0017265565986835003,1.6021343899385296
South Dakota,Other,Musicians,32695,NA,NA,NA
Tennessee,Other,Musicians,60575,80,0.001320676846884028,1.2255038705373795
Texas,Other,Musicians,261190,440,0.0016845974195030438,1.5631989481523405
Utah,Other,Musicians,57995,40,6.897146305716009e-4,0.640011181634639
Vermont,Other,Musicians,5900,35,0.005932203389830509,5.504706342209877
Virginia,Other,Musicians,128845,105,8.149326710388451e-4,0.7562055357764353
Washington,Other,Musicians,214925,150,6.979178783296497e-4,0.6476232722851148
West Virginia,Other,Musicians,10700,NA,NA,NA
Wisconsin,Other,Musicians,66920,45,6.724447101016139e-4,0.6239857970526524
Wyoming,Other,Musicians,10830,0,NA,NA
Puerto Rico,Other,Musicians,2275,0,NA,NA
Alabama,Hispanic,Music Directors And Composers,88165,0,NA,NA
Alaska,Hispanic,Music Directors And Composers,26875,0,NA,NA
Arizona,Hispanic,Music Directors And Composers,1033370,NA,NA,NA
Arkansas,Hispanic,Music Directors And Composers,101405,NA,NA,NA
California,Hispanic,Music Directors And Composers,7470730,1165,1.559419226769004e-4,1.4282252872209276
Colorado,Hispanic,Music Directors And Composers,594525,NA,NA,NA
Connecticut,Hispanic,Music Directors And Composers,288845,0,NA,NA
Delaware,Hispanic,Music Directors And Composers,41365,0,NA,NA
District of Columbia,Hispanic,Music Directors And Composers,44885,0,NA,NA
Florida,Hispanic,Music Directors And Composers,2752995,385,1.398476931487344e-4,1.2808230672413137
Georgia,Hispanic,Music Directors And Composers,467240,NA,NA,NA
Hawaii,Hispanic,Music Directors And Composers,69470,NA,NA,NA
Idaho,Hispanic,Music Directors And Composers,101285,0,NA,NA
Illinois,Hispanic,Music Directors And Composers,1100445,40,3.6348931568592704e-5,0.33290895955727
Indiana,Hispanic,Music Directors And Composers,212120,NA,NA,NA
Iowa,Hispanic,Music Directors And Composers,90730,0,NA,NA
Kansas,Hispanic,Music Directors And Composers,167495,NA,NA,NA
Kentucky,Hispanic,Music Directors And Composers,76325,0,NA,NA
Louisiana,Hispanic,Music Directors And Composers,113925,NA,NA,NA
Maine,Hispanic,Music Directors And Composers,10935,0,NA,NA
Maryland,Hispanic,Music Directors And Composers,321570,NA,NA,NA
Massachusetts,Hispanic,Music Directors And Composers,401715,35,8.712644536549542e-5,0.797964975168963
Michigan,Hispanic,Music Directors And Composers,236520,NA,NA,NA
Minnesota,Hispanic,Music Directors And Composers,149745,NA,NA,NA
Mississippi,Hispanic,Music Directors And Composers,38780,0,NA,NA
Missouri,Hispanic,Music Directors And Composers,121550,NA,NA,NA
Montana,Hispanic,Music Directors And Composers,19215,0,NA,NA
Nebraska,Hispanic,Music Directors And Composers,99485,0,NA,NA
Nevada,Hispanic,Music Directors And Composers,430565,NA,NA,NA
New Hampshire,Hispanic,Music Directors And Composers,25860,0,NA,NA
New Jersey,Hispanic,Music Directors And Composers,928940,NA,NA,NA
New Mexico,Hispanic,Music Directors And Composers,459615,25,5.4393350956779045e-5,0.49817238340785225
New York,Hispanic,Music Directors And Composers,1819490,470,2.583141429741301e-4,2.3658217412571654
North Carolina,Hispanic,Music Directors And Composers,451040,NA,NA,NA
North Dakota,Hispanic,Music Directors And Composers,14510,0,NA,NA
Ohio,Hispanic,Music Directors And Composers,204545,NA,NA,NA
Oklahoma,Hispanic,Music Directors And Composers,187725,0,NA,NA
Oregon,Hispanic,Music Directors And Composers,266060,0,NA,NA
Pennsylvania,Hispanic,Music Directors And Composers,423215,65,1.535862386730149e-4,1.4066502841345416
Rhode Island,Hispanic,Music Directors And Composers,78695,0,NA,NA
South Carolina,Hispanic,Music Directors And Composers,134610,NA,NA,NA
South Dakota,Hispanic,Music Directors And Composers,15565,0,NA,NA
Tennessee,Hispanic,Music Directors And Composers,167595,130,7.756794653778452e-4,7.104215519556072
Texas,Hispanic,Music Directors And Composers,5220455,290,5.555071349144854e-5,0.5087723196541297
Utah,Hispanic,Music Directors And Composers,213410,NA,NA,NA
Vermont,Hispanic,Music Directors And Composers,6470,0,NA,NA
Virginia,Hispanic,Music Directors And Composers,427525,NA,NA,NA
Washington,Hispanic,Music Directors And Composers,448570,NA,NA,NA
West Virginia,Hispanic,Music Directors And Composers,12005,0,NA,NA
Wisconsin,Hispanic,Music Directors And Composers,186120,NA,NA,NA
Wyoming,Hispanic,Music Directors And Composers,27680,0,NA,NA
Puerto Rico,Hispanic,Music Directors And Composers,1208905,245,2.0266274024840664e-4,NA
Alabama,White,Music Directors And Composers,1496830,540,3.607624112290641e-4,1.0313559867489837
Alaska,White,Music Directors And Composers,253950,40,1.5751132112620594e-4,0.45029703474597094
Arizona,White,Music Directors And Composers,1857110,405,2.180807814292099e-4,0.623454419088859
Arkansas,White,Music Directors And Composers,1014735,360,3.5477242826944963e-4,1.0142316839013674
California,White,Music Directors And Composers,7686845,5625,7.317696662284723e-4,2.0920001715667604
Colorado,White,Music Directors And Composers,2172170,490,2.2558087074216104e-4,0.6448958491638808
Connecticut,White,Music Directors And Composers,1329540,335,2.5196684567594806e-4,0.7203286890804842
Delaware,White,Music Directors And Composers,307920,95,3.085216939464796e-4,0.8820090070071155
District of Columbia,White,Music Directors And Composers,183365,85,4.6355629482180353e-4,1.3252255361939087
Florida,White,Music Directors And Composers,5285390,1960,3.7083356195096286e-4,1.0601476270839478
Georgia,White,Music Directors And Composers,2773560,940,3.3891460794069713e-4,0.9688969776687267
Hawaii,White,Music Directors And Composers,177700,60,3.376477208778841e-4,0.9652751714159201
Idaho,White,Music Directors And Composers,688065,70,1.0173457449514216e-4,0.29084117191550773
Illinois,White,Music Directors And Composers,4224420,1345,3.1838690281742817e-4,0.910211895980273
Indiana,White,Music Directors And Composers,2724985,430,1.5779903375614913e-4,0.451119554315968
Iowa,White,Music Directors And Composers,1463250,165,1.1276268580215274e-4,0.3223685934677429
Kansas,White,Music Directors And Composers,1178420,290,2.46092225182872e-4,0.7035341871400776
Kentucky,White,Music Directors And Composers,1787115,360,2.0144198890390376e-4,0.5758870513445716
