id,number,nationwide_number,name,original_name,sex,year_of_birth,nationality,military_civilian,selection,year_of_selection,mission_number,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,field21,eva_hrs_mission,total_eva_hrs
734,308,77,Yuri Vladimirovich Usachyov,Юрий Владимирович Усачёв,male,1957,U.S.S.R/Russia,military,1989 NPOE Cosmonaut Group,1989,4,4,commander,2001,2,STS 102,ISS,STS 102,4014.68,13270.42,1,0.65,31.15
735,309,196,"Sega, Ronald M.","Sega, Ronald M.",male,1952,U.S.,civilian,1990 NASA group 13,1990,1,2,MSP,1994,STS-60,STS-60,STS-60,STS-60,199,420,0,0,0
736,309,196,"Sega, Ronald M.","Sega, Ronald M.",male,1952,U.S.,civilian,1990 NASA group 13,1990,2,2,MSP,1996,STS-76,STS-76,STS-76,STS-76,221,420,0,0,0
737,310,197,"Jones, Thomas D.","Jones, Thomas D.",male,1955,U.S.,civilian,NASA- 13,1990,1,4,MSP,1994,STS-59,STS-59,STS-59,STS-59,269,1272.82,0,0,19.82
738,310,197,"Jones, Thomas D.","Jones, Thomas D.",male,1955,U.S.,civilian,NASA- 14,1990,2,4,MSP,1994,STS-68,STS-68,STS-68,STS-68,269,1272.82,0,0,19.82
739,310,197,"Jones, Thomas D.","Jones, Thomas D.",male,1955,U.S.,civilian,NASA- 14,1990,3,4,MSP,1996,STS-80,STS-80,STS-80,STS-80,423,1272.82,0,0,19.82
740,310,197,"Jones, Thomas D.","Jones, Thomas D.",male,1955,U.S.,civilian,NASA- 14,1990,4,4,MSP,2001,STS-98,STS-98,STS-98,STS-98,309,1272.82,3,19.82,19.82
741,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military,TsPK-8,1987,1,6,commander,1994,16,Soyuz TM­19,Mir,Soyuz TM­19,3022,16872.47,2,11.12,34.83
742,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military,TsPK-8,1987,2,6,Flight engineer,2000,STS­106,STS­106,STS­106,STS­106,283,16872.47,1,6.23,34.83
743,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military,TsPK-8,1987,3,6,commander,2003,7,Soyuz TMA­2,ISS,Soyuz TMA­2,4438,16872.47,0,0,34.83
744,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military,TsPK-8,1987,4,6,commander,2007,16,Soyuz TMA­11,ISS,Soyuz TMA­11,4603,16872.47,1,6.92,34.83
745,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military,TsPK-8,1987,5,6,commander,2012,32,Soyuz TMA­05M,ISS,Soyuz TMA­05M,3047,16872.47,1,5.85,34.83
746,311,78,"Malenchenko, Yuri",Юрий Иванович Маленченко,male,1961,U.S.S.R/Russia,military,TsPK-8,1987,6,6,commander,2015,46,Soyuz TMA­19M,ISS,in space,1477,16872.47,1,4.72,34.83
747,312,79,"Musabayev, Talgat",Талғат Аманкелдіұлы Мұсабаев,male,1951,U.S.S.R/Russia,military,MGA/Kazakhstan,1990,1,3,flight engineer,1994,16,Soyuz TM­19,Mir,Soyuz TM­19,3002,8193.8,2,11.12,42.6
748,312,79,"Musabayev, Talgat",Талғат Аманкелдіұлы Мұсабаев,male,1951,U.S.S.R/Russia,military,MGA/Kazakhstan,1990,2,3,commander,1998,25,Soyuz TM­27,Mir,Soyuz TM­27,4980,8193.8,6,31.48,42.6
749,312,79,"Musabayev, Talgat",Талғат Аманкелдіұлы Мұсабаев,male,1951,U.S.S.R/Russia,military,MGA/Kazakhstan,1990,3,3,commander,2001,Soyuz TM­32/31,Soyuz TM­32,Soyuz TM­32,Soyuz TM­31,190,8193.8,0,0,42.6
750,313,198,"Halsell, James D., Jr.","Halsell, James D., Jr.",male,1956,U.S.,military,NASA Astronaut Group 13,1990,1,5,pilot,1994,STS-65,STS-65,STS-65,STS-65,353,1257,0,0,0
751,313,198,"Halsell, James D., Jr.","Halsell, James D., Jr.",male,1956,U.S.,military,NASA Astronaut Group 14,1990,2,5,pilot,1995,STS-74,STS-74,STS-74,STS-74,196,1257,0,0,0
752,313,198,"Halsell, James D., Jr.","Halsell, James D., Jr.",male,1956,U.S.,military,NASA Astronaut Group 15,1990,3,5,commander,1997,STS-83,STS-83,STS-83,STS-83,95,1257,0,0,0
753,313,198,"Halsell, James D., Jr.","Halsell, James D., Jr.",male,1956,U.S.,military,NASA Astronaut Group 16,1990,4,5,commander,1997,STS-94,STS-94,STS-94,STS-94,376,1257,0,0,0
754,313,198,"Halsell, James D., Jr.","Halsell, James D., Jr.",male,1956,U.S.,military,NASA Astronaut Group 17,1990,5,5,commander,2000,STS-101,STS-101,STS-101,STS-101,237,1257,0,0,0
755,314,199,"Chiao, Leroy","Chiao, Leroy",male,1960,U.S.,civilian,NASA- 13,1990,1,4,MSP,1994,STS-65,STS-65,STS-65,STS-65,354,5503,0,0,36.09
756,314,199,"Chiao, Leroy","Chiao, Leroy",male,1960,U.S.,civilian,NASA- 13,1990,2,4,MSP,1996,STS-72,STS-72,STS-72,STS-72,214,5503,2,12.85,36.09
757,314,199,"Chiao, Leroy","Chiao, Leroy",male,1960,U.S.,civilian,NASA- 13,1990,3,4,MSP,2000,STS-92,STS-92,STS-92,STS-92,310,5503,2,13.27,36.09
758,314,199,"Chiao, Leroy","Chiao, Leroy",male,1960,U.S.,civilian,NASA- 13,1990,4,4,commander,2004,10,Soyuz TMA-5,ISS,Soyuz TMA-5,4627,5503,2,9.97,36.09
759,315,200,"Thomas, Donald A.","Thomas, Donald A.",male,1955,U.S.,civilian,1990 NASA group,1990,1,4,MSP,1994,STS-65,STS-65,STS-65,STS-65,353,1038,0,0,0
760,315,200,"Thomas, Donald A.","Thomas, Donald A.",male,1955,U.S.,civilian,1990 NASA group,1990,2,4,MSP,1995,STS-70,STS-70,STS-70,STS-70,214,1038,0,0,0
761,315,200,"Thomas, Donald A.","Thomas, Donald A.",male,1955,U.S.,civilian,1990 NASA group,1990,3,4,MSP,1997,STS-83,STS-83,STS-83,STS-83,95,1038,0,0,0
762,315,200,"Thomas, Donald A.","Thomas, Donald A.",male,1955,U.S.,civilian,1990 NASA group,1990,4,4,MSP,1997,STS-94,STS-94,STS-94,STS-94,376,1038,0,0,0
763,316,3,"Mukai, Chiaki",向井千秋,female,1952,Japan,civilian,NASDA-1,1985,1,2,PSP,1994,STS-65,STS-65,STS-65,STS-65,354,568,0,0,0
764,316,3,"Mukai, Chiaki",向井千秋,female,1952,Japan,civilian,NASDA-1,1985,2,2,PSP,1998,STS-95,STS-95,STS-95,STS-95,214,568,0,0,0
765,317,210,"Linenger, Jerry M.","Linenger, Jerry M.",male,1955,U.S.,military,NASA- 14,1992,1,2,MSP,1994,STS-64,STS-64,STS-64,STS-64,262,3218.83,0,0,0
766,317,210,"Linenger, Jerry M.","Linenger, Jerry M.",male,1955,U.S.,military,NASA- 15,1992,2,2,MSP,1997,22,STS-81,Mir,STS-84,3172,3218.83,0,0,0
767,318,202,"Wilcutt, Terrence W.","Wilcutt, Terrence W.",male,1949,U.S.,military,1990 NASA group,1990,1,4,pilot,1994,STS-68,STS-68,STS-68,STS-68,269,1008,0,0,0
768,318,202,"Wilcutt, Terrence W.","Wilcutt, Terrence W.",male,1949,U.S.,military,1990 NASA group,1990,2,4,pilot,1996,STS-79,STS-79,STS-79,STS-79,243,1008,0,0,0
769,318,202,"Wilcutt, Terrence W.","Wilcutt, Terrence W.",male,1949,U.S.,military,1990 NASA group,1990,3,4,commander,1998,STS-89,STS-89,STS-89,STS-89,211,1008,0,0,0
770,318,202,"Wilcutt, Terrence W.","Wilcutt, Terrence W.",male,1949,U.S.,military,1990 NASA group,1990,4,4,commander,2000,STS-106,STS-106,STS-106,STS-106,283,1008,0,0,0
771,319,203,"Smith, Steven L.","Smith, Steven L.",male,1958,U.S.,civilian,1992 NASA group,1992,1,4,MSP,1994,STS-68,STS-68,STS-68,STS-68,264,960,0,0,49.8
772,319,203,"Smith, Steven L.","Smith, Steven L.",male,1958,U.S.,civilian,1993 NASA group,1992,2,4,MSP,1997,STS-82,STS-82,STS-82,STS-82,240,960,3,19.17,49.8
773,319,203,"Smith, Steven L.","Smith, Steven L.",male,1958,U.S.,civilian,1994 NASA group,1992,3,4,MSP,1999,STS-103,STS-103,STS-103,STS-103,192,960,2,16.38,49.8
774,319,203,"Smith, Steven L.","Smith, Steven L.",male,1958,U.S.,civilian,1995 NASA group,1992,4,4,MSP,2002,STS-110,STS-110,STS-110,STS-110,264,960,2,14.25,49.8
775,320,80,"Kondakova, Yelena V.",Елена Владимировна Кондакова,female,1957,U.S.S.R/Russia,civilian,NPOE-9,1989,1,2,flight engineer,1994,17,Soyuz TM­20,Mir,Soyuz TM­20,4061,4282.68,0,0,0
776,320,80,"Kondakova, Yelena V.",Елена Владимировна Кондакова,female,1957,U.S.S.R/Russia,civilian,NPOE-9,1989,2,2,MSP,1997,23,STS­84,STS­84,STS­84,221,4282.68,0,0,0
777,321,204,"Tanner, Joseph R.","Tanner, Joseph R.",male,1950,U.S.,civilian,1992 NASA group,1992,1,4,MSP,1994,STS-66,STS-66,STS-66,STS-66,262,1045.25,0,0,46.48
778,321,204,"Tanner, Joseph R.","Tanner, Joseph R.",male,1950,U.S.,civilian,1992 NASA group,1992,2,4,MSP,1997,STS-82,STS-82,STS-82,STS-82,239,1045.25,2,14.02,46.48
779,321,204,"Tanner, Joseph R.","Tanner, Joseph R.",male,1950,U.S.,civilian,1992 NASA group,1992,3,4,MSP,2000,STS-97,STS-97,STS-97,STS-97,259,1045.25,3,19.33,46.48
780,321,204,"Tanner, Joseph R.","Tanner, Joseph R.",male,1950,U.S.,civilian,1992 NASA group,1992,4,4,MSP,2006,STS-115,STS-115,STS-115,STS-115,283,1045.25,2,13.13,46.48
781,322,5,"Clervoy, Jean-François","Clervoy, Jean-François",male,1958,France,military,CNES-2/ESA-2/EAC,1985,1,3,MSP,1994,STS-66,STS-66,STS-66,STS-66,263,675.1,0,0,0
782,322,5,"Clervoy, Jean-François","Clervoy, Jean-François",male,1958,France,military,CNES-2/ESA-2/EAC,1985,2,3,MSP,1997,STS-84,STS-84,STS-84,STS-84,221.1,675.1,0,0,0
783,322,5,"Clervoy, Jean-François","Clervoy, Jean-François",male,1958,France,military,CNES-2/ESA-2/EAC,1985,3,3,MSP,1999,STS-103,STS-103,STS-103,STS-103,191,675.1,0,0,0
784,323,205,"Parazynski, Scott E.","Parazynski, Scott E.",male,1961,U.S.,civilian,NASA-14,1992,1,5,MSP,1994,STS-66,STS-66,STS-66,STS-66,262,1379,0,0,47.08
785,323,205,"Parazynski, Scott E.","Parazynski, Scott E.",male,1961,U.S.,civilian,NASA-14,1992,2,5,MSP,1997,STS-86,STS-86,STS-86,STS-86,259,1379,1,5.017,47.08
786,323,205,"Parazynski, Scott E.","Parazynski, Scott E.",male,1961,U.S.,civilian,NASA-14,1992,3,5,MSP,1998,STS-95,STS-95,STS-95,STS-95,213,1379,0,0,47.08
787,323,205,"Parazynski, Scott E.","Parazynski, Scott E.",male,1961,U.S.,civilian,NASA-14,1992,4,5,MSP,2001,STS-100,STS-100,STS-100,STS-100,283,1379,2,14.83,47.08
788,323,205,"Parazynski, Scott E.","Parazynski, Scott E.",male,1961,U.S.,civilian,NASA-14,1992,5,5,MSP,2007,STS-120,STS-120,STS-120,STS-120,362,1379,4,27.23,47.08
789,324,206,"Collins, Eileen M.","Collins, Eileen M.",female,1956,U.S.,military,NASA- 13,1990,1,4,pilot,1995,STS-63,STS-63,STS-63,STS-63,198.5,872,0,0,0
790,324,206,"Collins, Eileen M.","Collins, Eileen M.",female,1956,U.S.,military,NASA- 13,1990,2,4,pilot,1997,STS-84,STS-84,STS-84,STS-84,120,872,0,0,0
791,324,206,"Collins, Eileen M.","Collins, Eileen M.",female,1956,U.S.,military,NASA- 13,1990,3,4,commander,1999,STS-93,STS-93,STS-93,STS-93,119,872,0,0,0
792,324,206,"Collins, Eileen M.","Collins, Eileen M.",female,1956,U.S.,military,NASA- 13,1990,4,4,commander,2005,STS-114,STS-114,STS-114,STS-114,333,872,0,0,0
793,325,207,"Gregory, William G.","Gregory, William G.",male,1957,U.S.,military,NASA Astronaut Group 13,1990,1,1,pilot,1995,STS-67,STS-67,STS-67,STS-67,399,399,0,0,0
794,326,208,"Grunsfeld, John M.","Grunsfeld, John M.",male,1958,U.S.,civilian,NASA Astronaut Group 14,1992,1,5,MSP,1995,STS-67,STS-67,STS-67,STS-67,399,1405,0,0,59.5
795,326,208,"Grunsfeld, John M.","Grunsfeld, John M.",male,1958,U.S.,civilian,NASA Astronaut Group 15,1992,2,5,MSP,1997,STS-81,STS-81,STS-81,STS-81,244,1405,0,0,59.5
796,326,208,"Grunsfeld, John M.","Grunsfeld, John M.",male,1958,U.S.,civilian,NASA Astronaut Group 16,1992,3,5,MSP,1999,STS-103,STS-103,STS-103,STS-103,191,1405,2,16.33,59.5
797,326,208,"Grunsfeld, John M.","Grunsfeld, John M.",male,1958,U.S.,civilian,NASA Astronaut Group 17,1992,4,5,MSP,2002,STS-109,STS-109,STS-109,STS-109,262,1405,3,21.15,59.5
798,326,208,"Grunsfeld, John M.","Grunsfeld, John M.",male,1958,U.S.,civilian,NASA Astronaut Group 18,1992,5,5,MSP,2009,STS-125,STS-125,STS-125,STS-125,309,1405,3,20.97,59.5
799,327,209,"Lawrence, Wendy B.","Lawrence, Wendy B.",female,1959,U.S.,military,NASA- 14,1992,1,4,MSP,1995,STS-67,STS-67,STS-67,STS-67,399,1226,0,0,0
800,327,209,"Lawrence, Wendy B.","Lawrence, Wendy B.",female,1959,U.S.,military,NASA- 14,1992,2,4,MSP,1997,STS-86,STS-86,STS-86,STS-86,259,1226,0,0,0
801,327,209,"Lawrence, Wendy B.","Lawrence, Wendy B.",female,1959,U.S.,military,NASA- 14,1992,3,4,MSP,1998,STS-91,STS-91,STS-91,STS-91,235,1226,0,0,0
802,327,209,"Lawrence, Wendy B.","Lawrence, Wendy B.",female,1959,U.S.,military,NASA- 14,1992,4,4,MSP,2005,STS-114,STS-114,STS-114,STS-114,333,1226,0,0,0
803,328,81,"Dezhurov, Vladimir N.",Владимир Николаевич Дежуров,male,1962,U.S.S.R/Russia,military,TsPK-8,1987,1,2,commander,1995,18,Soyuz TM­21,Mir,STS­71,2768,5861.47,3,18.18,36.87
804,328,81,"Dezhurov, Vladimir N.",Владимир Николаевич Дежуров,male,1962,U.S.S.R/Russia,military,TsPK-8,1987,2,2,commander,2001,3,STS-105,ISS,STS-108,3092,5861.47,4,18.67,36.87
805,329,82,"Budarin, Nikolai",Николай Михайлович Бударин,male,1953,U.S.S.R/Russia,civilian,NPOE-9,1989,1,3,flight engineer,1995,19,STS­71,Mir,Soyuz TM­21,1811,10657.42,3,14.53,46.02
806,329,82,"Budarin, Nikolai",Николай Михайлович Бударин,male,1953,U.S.S.R/Russia,civilian,NPOE-9,1989,2,3,flight engineer,1998,25,Soyuz TM­27,Mir,Soyuz TM­27,4980,10657.42,5,31.48,46.02
807,329,82,"Budarin, Nikolai",Николай Михайлович Бударин,male,1953,U.S.S.R/Russia,civilian,NPOE-9,1989,3,3,flight engineer,2002,6,STS­113,ISS,Soyuz TMA­1,3865,10657.42,0,0,46.02
808,330,210,Kregel Kevin R.,Kregel Kevin R.,male,1956,U.S.,civilian,NASA- 14,1992,1,4,pilot,1995,STS-70,STS-70,STS-70,STS-70,214,1266.35,0,0,0
809,330,210,Kregel Kevin R.,Kregel Kevin R.,male,1956,U.S.,civilian,NASA- 14,1992,2,4,pilot,1996,STS-78,STS-78,STS-78,STS-78,405,1266.35,0,0,0
810,330,210,Kregel Kevin R.,Kregel Kevin R.,male,1956,U.S.,civilian,NASA- 14,1992,3,4,commander,1997,STS-87,STS-87,STS-87,STS-87,376,1266.35,0,0,0
811,330,210,Kregel Kevin R.,Kregel Kevin R.,male,1956,U.S.,civilian,NASA- 14,1992,4,4,commander,2000,STS-99,STS-99,STS-99,STS-99,269,1266.35,0,0,0
812,331,211,"Weber, Mary E.","Weber, Mary E.",female,1962,U.S.,civilian,1992 NASA group,1992,1,2,MSP,1995,STS-70,STS-70,STS-70,STS-70,236,450.5,0,0,0
813,331,211,"Weber, Mary E.","Weber, Mary E.",female,1962,U.S.,civilian,1992 NASA group,1992,2,2,MSP,2000,STS-101,STS-101,STS-101,STS-101,214,450.5,0,0,0
814,332,83,"Gidzenko, Yuri",Юрий Павлович Гидзенко,male,1962,U.S.S.R/Russia,military,TsPK-8,1987,1,3,commander,1995,20,Soyuz TM­22,Mir,Soyuz TM­22,4297,7918.73,1,3.1,3.1
815,332,83,"Gidzenko, Yuri",Юрий Павлович Гидзенко,male,1962,U.S.S.R/Russia,military,TsPK-8,1987,2,3,commander,2000,1,Soyuz TM­31,ISS,STS­102,3383,7918.73,0,0,3.1
816,332,83,"Gidzenko, Yuri",Юрий Павлович Гидзенко,male,1962,U.S.S.R/Russia,military,TsPK-8,1987,3,3,commander,2002,Soyuz  3,Soyuz TM­34,Soyuz TM­34,Soyuz TM­33,237,7918.73,0,0,3.1
817,333,7,"Reiter, Thomas","Reiter, Thomas",male,1958,Germany,military,ESA-2/EAC,1992,1,2,flight engineer,1995,20,Soyuz TM-22,Mir,Soyuz TM-22,4297.6,8405.58,2,8.35,14.25
818,333,7,"Reiter, Thomas","Reiter, Thomas",male,1958,Germany,military,ESA-2/EAC,1992,2,2,flight engineer,2006,13,STS-121,ISS,STS-116,4108,8405.58,1,5.9,14.25
819,334,212,"Gernhardt, Michael L.","Gernhardt, Michael L.",male,1956,U.S.,civilian,NASA Astronaut Group 14,1992,1,4,MSP,1995,STS-69,STS-69,STS-69,STS-69,260.5,1039.05,1,6.76,23.26
820,334,212,"Gernhardt, Michael L.","Gernhardt, Michael L.",male,1956,U.S.,civilian,NASA Astronaut Group 15,1992,2,4,MSP,1997,STS-83,STS-83,STS-83,STS-83,95.2,1039.05,0,0,23.26
821,334,212,"Gernhardt, Michael L.","Gernhardt, Michael L.",male,1956,U.S.,civilian,NASA Astronaut Group 16,1992,3,4,MSP,1997,STS-94,STS-94,STS-94,STS-94,376.75,1039.05,0,0,23.26
822,334,212,"Gernhardt, Michael L.","Gernhardt, Michael L.",male,1956,U.S.,civilian,NASA Astronaut Group 17,1992,4,4,MSP,2001,STS-104,STS-104,STS-104,STS-104,306.6,1039.05,3,16.5,23.26
823,335,213,"Rominger, Kent V.","Rominger, Kent V.",male,1956,U.S.,military,NASA-14,1992,1,5,pilot,1995,STS-73,STS-73,STS-73,STS-73,381,1608,0,0,0
824,335,213,"Rominger, Kent V.","Rominger, Kent V.",male,1956,U.S.,military,NASA-14,1992,2,5,pilot,1996,STS-80,STS-80,STS-80,STS-80,423,1608,0,0,0
825,335,213,"Rominger, Kent V.","Rominger, Kent V.",male,1956,U.S.,military,NASA-14,1992,3,5,pilot,1997,STS-85,STS-85,STS-85,STS-85,55,1608,0,0,0
826,335,213,"Rominger, Kent V.","Rominger, Kent V.",male,1956,U.S.,military,NASA-14,1992,4,5,commander,1999,STS-96,STS-96,STS-96,STS-96,235,1608,0,0,0
827,335,213,"Rominger, Kent V.","Rominger, Kent V.",male,1956,U.S.,military,NASA-14,1992,5,5,commander,2001,STS-100,STS-100,STS-100,STS-100,285,1608,0,0,0
828,336,214,"Coleman, Catherine G.","Coleman, Catherine G.",female,1960,U.S.,military,NASA- 14,1992,1,3,MSP,1995,STS-73,STS-73,STS-73,STS-73,382,500,0,0,0
829,336,214,"Coleman, Catherine G.","Coleman, Catherine G.",female,1960,U.S.,military,NASA- 14,1992,2,3,MSP,1999,STS-93,STS-93,STS-93,STS-93,119,500,0,0,0
830,336,214,"Coleman, Catherine G.","Coleman, Catherine G.",female,1960,U.S.,military,NASA- 14,1992,3,3,flight engineer,2011,26,Soyuz TMA-20,ISS,Soyuz TMA-20,3823,500,0,0,0
831,337,215,"Lopez-Alegria, Michael E.","Lopez-Alegria, Michael E.",male,1958,U.S.,military,NASA- 14,1992,1,4,MSP,1995,STS-73,STS-73,STS-73,STS-73,381,6190.67,0,0,67.67
832,337,215,"Lopez-Alegria, Michael E.","Lopez-Alegria, Michael E.",male,1958,U.S.,military,NASA- 15,1992,2,4,MSP,2000,STS-92,STS-92,STS-92,STS-92,309,6190.67,2,14.05,67.67
833,337,215,"Lopez-Alegria, Michael E.","Lopez-Alegria, Michael E.",male,1958,U.S.,military,NASA- 16,1992,3,4,MSP,2002,STS-113,STS-113,STS-113,STS-113,330,6190.67,3,19.92,67.67
834,337,215,"Lopez-Alegria, Michael E.","Lopez-Alegria, Michael E.",male,1958,U.S.,military,NASA- 17,1992,4,4,flight engineer,2007,14,Soyuz TMA-9,ISS,Soyuz TMA-9,5168,6190.67,5,33.7,67.67
835,338,216,"Leslie, Fred Weldon","Leslie, Fred Weldon",male,1951,U.S.,civilian,PS for STS-73,1994,1,1,PSP,1995,STS-73,STS-73,STS-73,STS-73,382.02,382.02,0,0,0
836,339,217,"Sacco, Albert Jr.","Sacco, Albert Jr.",male,1949,U.S.,civilian,PS for STS-73,1994,1,1,PSP,1995,STS-73,STS-73,STS-73,STS-73,382.02,382.02,0,0,0
837,340,4,Chris Hadfield,Chris Hadfield,male,1959,Canada,military,1992 CSA Group,1992,1,3,pilot,1995,STS-74,STS-74,STS-74,STS-74,196.5,4191.82,0,0,14.83
838,340,4,Chris Hadfield,Chris Hadfield,male,1959,Canada,military,1992 CSA Group,1992,2,3,pilot,2001,STS-100,STS-100,STS-100,STS-100,285.5,4191.82,2,14.83,14.83
839,340,4,Chris Hadfield,Chris Hadfield,male,1959,Canada,military,1992 CSA Group,1992,3,3,pilot,2012,34,Soyuz TMA-07M,ISS,Soyuz TMA-07M,3710.32,4191.82,0,0,14.83
840,341,218,"Jett, Brent W.","Jett, Brent W.",male,1958,U.S.,military,NASA- 14,1992,1,4,pilot,1996,STS-72,STS-72,STS-72,STS-72,214,1002.02,0,0,0
841,341,218,"Jett, Brent W.","Jett, Brent W.",male,1958,U.S.,military,NASA- 15,1992,2,4,pilot,1997,STS-81,STS-81,STS-81,STS-81,244,1002.02,0,0,0
842,341,218,"Jett, Brent W.","Jett, Brent W.",male,1958,U.S.,military,NASA- 16,1992,3,4,commander,2000,STS-97,STS-97,STS-97,STS-97,259,1002.02,0,0,0
843,341,218,"Jett, Brent W.","Jett, Brent W.",male,1958,U.S.,military,NASA- 17,1992,4,4,commander,2006,STS-115,STS-115,STS-115,STS-115,283,1002.02,0,0,0
844,342,219,"Scott, Winston E.","Scott, Winston E.",male,1950,U.S.,military,1992 NASA group 14,1992,1,2,MSP,1996,STS-72,STS-72,STS-72,STS-72,214,590,1,6.68,19.38
845,342,219,"Scott, Winston E.","Scott, Winston E.",male,1950,U.S.,military,1992 NASA group 14,1992,2,2,MSP,1997,STS-87,STS-87,STS-87,STS-87,376,590,2,12.7,19.38
846,343,4,"Wakata, Koichi",若田光一,male,1963,Japan,civilian,NASDA-2,1992,1,4,MSP,1996,STS-72,STS-72,STS-72,STS-72,214,8336.5,0,0,0
847,343,4,"Wakata, Koichi",若田光一,male,1963,Japan,civilian,NASDA-2,1992,2,4,MSP,2000,STS-92,STS-92,STS-92,STS-92,309.75,8336.5,0,0,0
848,343,4,"Wakata, Koichi",若田光一,male,1963,Japan,civilian,NASDA-2,1992,3,4,flight engineer,2009,18,STS-119,ISS,STS-127,3303,8336.5,0,0,0
849,343,4,"Wakata, Koichi",若田光一,male,1963,Japan,civilian,NASDA-2,1992,4,4,commander,2013,38,Soyuz TMA-11M,ISS,Soyuz TMA-11M,4509.75,8336.5,0,0,0
850,344,220,"Barry, Daniel T.","Barry, Daniel T.",male,1953,U.S.,civilian,NASA- 14,1992,1,3,MSP,1996,STS-72,STS-72,STS-72,STS-72,214,734,1,6.15,25.82
851,344,220,"Barry, Daniel T.","Barry, Daniel T.",male,1953,U.S.,civilian,NASA- 14,1992,2,3,MSP,1999,STS-96,STS-96,STS-96,STS-96,235,734,1,7.92,25.82
852,344,220,"Barry, Daniel T.","Barry, Daniel T.",male,1953,U.S.,civilian,NASA- 14,1992,3,3,MSP,2001,STS-105,STS-105,STS-105,STS-105,285,734,2,11.75,25.82
853,345,84,"Onufrienko, Yuri",Юрий Иванович Онуфриенко,male,1961,U.S.S.R/Russia,military,TsPK-10,1989,1,2,commander,1996,21,Soyuz TM­23,Mir,Soyuz TM­23,4651,9350.77,6,30.5,42.53
854,345,84,"Onufrienko, Yuri",Юрий Иванович Онуфриенко,male,1961,U.S.S.R/Russia,military,TsPK-11,1989,2,2,commander,2001,4,STS­108,ISS,STS­111,4699,9350.77,2,12.03,42.53
855,346,221,"Horowitz, Scott J.","Horowitz, Scott J.",male,1957,U.S.,military,NASA- 14,1992,1,4,pilot,1996,STS-75,STS-75,STS-75,STS-75,378,1138.68,0,0,0
856,346,221,"Horowitz, Scott J.","Horowitz, Scott J.",male,1957,U.S.,military,NASA- 15,1992,2,4,pilot,1997,STS-82,STS-82,STS-82,STS-82,277,1138.68,0,0,0
857,346,221,"Horowitz, Scott J.","Horowitz, Scott J.",male,1957,U.S.,military,NASA- 16,1992,3,4,pilot,2000,STS-101,STS-101,STS-101,STS-101,237,1138.68,0,0,0
858,346,221,"Horowitz, Scott J.","Horowitz, Scott J.",male,1957,U.S.,military,NASA- 17,1992,4,4,commander,2001,STS-105,STS-105,STS-105,STS-105,285,1138.68,0,0,0
859,347,2,"Cheli, Maurizio","Cheli, Maurizio",male,1959,Italy,military,1992 ESA Group,1992,1,1,MSP,1996,STS-75,STS-75,STS-75,STS-75,377.68,377.68,0,0,0
860,348,3,"Guidoni, Umberto","Guidoni, Umberto",male,1954,Italy,civilian,1996 NASA Group,1996,1,2,MSP,1996,STS-75,STS-75,STS-75,STS-75,377.67,663.17,0,0,0
861,348,3,"Guidoni, Umberto","Guidoni, Umberto",male,1954,Italy,civilian,1996 NASA Group,1996,2,2,MSP,2001,STS-100,STS-100,STS-100,STS-100,285.5,663.17,0,0,0
862,349,222,"Thomas, Andrew S. W.","Thomas, Andrew S. W.",male,1951,Australia,civilian,1992 NASA group,1992,1,4,MSP,1983,STS-77,STS-77,STS-77,STS-77,240,4264,0,0,6.35
863,349,222,"Thomas, Andrew S. W.","Thomas, Andrew S. W.",male,1951,Australia,civilian,1992 NASA group,1992,2,4,MSP,1998,24,STS-89,Mir,STS-91,3384,4264,0,0,6.35
864,349,222,"Thomas, Andrew S. W.","Thomas, Andrew S. W.",male,1951,Australia,civilian,1992 NASA group,1992,3,4,MSP,2001,STS-102,STS-102,STS-102,STS-102,307,4264,1,6.35,6.35
865,349,222,"Thomas, Andrew S. W.","Thomas, Andrew S. W.",male,1951,Australia,civilian,1992 NASA group,1992,4,4,MSP,2005,STS-114,STS-114,STS-114,STS-114,333,4264,0,0,6.35
866,350,223,"Linnehan, Richard M.","Linnehan, Richard M.",male,1957,U.S.,civilian,NASA- 14,1992,1,4,MSP,1996,STS-78,STS-78,STS-78,STS-78,405,1427,0,0,42.2
867,350,223,"Linnehan, Richard M.","Linnehan, Richard M.",male,1957,U.S.,civilian,NASA- 14,1992,2,4,MSP,1998,STS-90,STS-90,STS-90,STS-90,382,1427,0,0,42.2
868,350,223,"Linnehan, Richard M.","Linnehan, Richard M.",male,1957,U.S.,civilian,NASA- 14,1992,3,4,MSP,2002,STS-109,STS-109,STS-109,STS-109,262,1427,3,20.92,42.2
