Stage,Date,Distance,Origin,Destination,Type,Winner,Winner_Country
18,1931-07-20,204,Aix-les-Bains,Evian,Stage with mountain(s),Jef Demuysere,BEL
19,1931-07-21,282,Evian,Belfort,Stage with mountain(s),Rafaele di Paco,ITA
20,1931-07-22,209,Belfort,Colmar,Stage with mountain(s),André Leducq,FRA
21,1931-07-23,192,Colmar,Metz,Plain stage,Rafaele di Paco,ITA
22,1931-07-24,159,Metz,Charleville,Plain stage,Raffaele di Paco,ITA
23,1931-07-25,271,Charleville,Malo-les-Bains,Plain stage,Gaston Rebry,BEL
24,1931-07-26,313,Malo-les-Bains,Paris,Plain stage,Charles Pélissier,FRA
1,1930-07-02,206,Paris,Caen,Plain stage,Charles Pélissier,FRA
2,1930-07-03,203,Caen,Dinan,Plain stage,Learco Guerra,ITA
3,1930-07-04,206,Dinan,Brest,Plain stage,Charles Pélissier,FRA
4,1930-07-05,210,Brest,Vannes,Plain stage,Omer Taverne,BEL
5,1930-07-06,202,Vannes,Les Sables d'Olonne,Plain stage,André Leducq,FRA
6,1930-07-07,285,Les Sables d'Olonne,Bordeaux,Plain stage,Jean Aerts,BEL
7,1930-07-08,222,Bordeaux,Hendaye,Plain stage,Jules Merviel,FRA
8,1930-07-09,146,Hendaye,Pau,Plain stage,Alfredo Binda,ITA
9,1930-07-10,231,Pau,Luchon,Stage with mountain(s),Alfredo Binda,ITA
10,1930-07-12,322,Luchon,Perpignan,Stage with mountain(s),Charles Pélissier,FRA
11,1930-07-14,164,Perpignan,Montpellier,Plain stage,Charles Pélissier,FRA
12,1930-07-15,209,Montpellier,Marseille,Plain stage,Antonin Magne,FRA
13,1930-07-16,181,Marseille,Cannes,Plain stage,Learco Guerra,ITA
14,1930-07-17,132,Cannes,Nice,Stage with mountain(s),Louis Peglion,FRA
15,1930-07-19,333,Nice,Grenoble,Stage with mountain(s),Learco Guerra,ITA
16,1930-07-21,331,Grenoble,Evian,Stage with mountain(s),André Leducq,FRA
17,1930-07-23,282,Evian,Belfort,Stage with mountain(s),Frans Bonduel,BEL
18,1930-07-24,223,Belfort,Metz,Plain stage,Charles Pélissier,FRA
19,1930-07-25,159,Metz,Charleville,Plain stage,Charles Pélissier,FRA
20,1930-07-26,271,Charleville,Malo-les-Bains,Plain stage,Charles Pélissier,FRA
21,1930-07-27,300,Malo-les-Bains,Paris,Plain stage,Charles Pélissier,FRA
1,1929-06-30,206,Paris,Caen,Plain stage,Aimé Dossche,BEL
2,1929-07-01,140,Caen,Cherbourg,Plain stage,André Leducq,FRA
3,1929-07-02,199,Cherbourg,Dinan,Plain stage,Omer Taverne,BEL
4,1929-07-03,206,Dinan,Brest,Plain stage,Louis Delannoy,BEL
5,1929-07-04,208,Brest,Vannes,Plain stage,Gustaaf van Slembrouck,BEL
6,1929-07-05,206,Vannes,Les Sables d'Olonne,Plain stage,Paul Le Drogo,FRA
7,1929-07-06,285,Les Sables d'Olonne,Bordeaux,Plain stage,Nicolas Frantz,LUX
8,1929-07-07,182,Bordeaux,Bayonne,Plain stage,Julien Moineau,FRA
9,1929-07-09,363,Bayonne,Luchon,Stage with mountain(s),Salvador Cardona,ESP
10,1929-07-11,323,Luchon,Perpignan,Stage with mountain(s),Jef Demuysere,BEL
11,1929-07-13,366,Perpignan,Marseille,Plain stage,André Leducq,FRA
12,1929-07-15,191,Marseille,Cannes,Team time trial,Marcel Bidot,FRA
13,1929-07-16,133,Cannes,Nice,Stage with mountain(s),Benoît Fauré,FRA
14,1929-07-18,333,Nice,Grenoble,Stage with mountain(s),Gaston Rebry,BEL
15,1929-07-20,329,Grenoble,Evian,Stage with mountain(s),Julien Vervaecke,BEL
16,1929-07-22,283,Evian,Belfort,Stage with mountain(s),Charles Pélissier,FRA
17,1929-07-23,145,Belfort,Strasbourg,Plain stage,André Leducq,FRA
18,1929-07-24,165,Strasbourg,Metz,Plain stage,André Leducq,FRA
19,1929-07-25,159,Metz,Charleville,Team time trial,Bernard van Rysselberghe,BEL
20,1929-07-26,270,Charleville,Malo-les-Bains,Team time trial,Maurice Dewaele,BEL
21,1929-07-27,234,Malo-les-Bains,Dieppe,Plain stage,André Leducq,FRA
22,1929-07-28,332,Dieppe,Paris,Plain stage,Nicolas Frantz,LUX
1,1928-06-17,207,Paris,Caen,Team time trial,Nicolas Frantz,LUX
2,1928-06-18,140,Caen,Cherbourg,Team time trial,André Leducq,FRA
3,1928-06-19,199,Cherbourg,Dinan,Team time trial,Gaston Rebry,BEL
4,1928-06-20,206,Dinan,Brest,Team time trial,Pé Verhaegen,BEL
5,1928-06-21,208,Brest,Vannes,Team time trial,Marcel Bidot,FRA
6,1928-06-22,204,Vannes,Les Sables d'Olonne,Team time trial,Nicolas Frantz,LUX
7,1928-06-23,285,Les Sables d'Olonne,Bordeaux,Team time trial,Victor Fontan,FRA
8,1928-06-24,225,Bordeaux,Hendaye,Team time trial,Maurice Dewaele,BEL
9,1928-06-26,387,Hendaye,Luchon,Stage with mountain(s),Victor Fontan,FRA
10,1928-06-28,323,Luchon,Perpignan,Stage with mountain(s),André Leducq,FRA
11,1928-06-30,363,Perpignan,Marseille,Plain stage,André Leducq,FRA
12,1928-07-02,330,Marseille,Nice,Stage with mountain(s),Nicolas Frantz,LUX
13,1928-07-04,333,Nice,Grenoble,Stage with mountain(s),Antonin Magne,FRA
14,1928-07-06,329,Grenoble,Evian,Stage with mountain(s),Julien Moineau,FRA
15,1928-07-08,213,Evian,Pontarlier,Team time trial,Pierre Magne,FRA
16,1928-07-09,119,Pontarlier,Belfort,Team time trial,André Leducq,FRA
17,1928-07-10,145,Belfort,Strasbourg,Team time trial,Joseph Mauclair,FRA
18,1928-07-11,165,Strasbourg,Metz,Team time trial,Nicolas Frantz,LUX
19,1928-07-12,159,Metz,Charleville,Team time trial,Marcel Huot,FRA
20,1928-07-13,271,Charleville,Malo-les-Bains,Team time trial,Maurice Dewaele,BEL
21,1928-07-14,234,Malo-les-Bains,Dieppe,Team time trial,Antonin Magne,FRA
22,1928-07-15,331,Dieppe,Paris,Plain stage,Nicolas Frantz,LUX
1,1927-06-19,180,Paris,Dieppe,Team time trial,Francis Pélissier,FRA
2,1927-06-20,103,Dieppe,Le Havre,Team time trial,Maurice Dewaele,BEL
3,1927-06-21,225,Le Havre,Caen,Team time trial,Hector Martin,BEL
4,1927-06-22,140,Caen,Cherbourg,Team time trial,Camille van de Casteele,BEL
5,1927-06-23,199,Cherbourg,Dinan,Team time trial,Ferdinand Le Drogo,FRA
6,1927-06-24,206,Dinan,Brest,Team time trial,André Leducq,FRA
7,1927-06-25,207,Brest,Vannes,Team time trial,Gustaaf van Slembrouck,BEL
8,1927-06-26,204,Vannes,Les Sables d'Olonne,Team time trial,Raymond Decorte,BEL
9,1927-06-27,285,Les Sables d'Olonne,Bordeaux,Team time trial,Adelin Benoit,BEL
10,1927-06-28,189,Bordeaux,Bayonne,Plain stage,Pé Verhaegen,BEL
11,1927-06-30,326,Bayonne,Luchon,Stage with mountain(s),Nicolas Frantz,LUX
12,1927-07-02,323,Luchon,Perpignan,Stage with mountain(s),Gustaaf van Slembrouck,BEL
13,1927-07-04,360,Perpignan,Marseille,Plain stage,Maurice Dewaele,BEL
14,1927-07-05,120,Marseille,Toulon,Team time trial,Antonin Magne,FRA
15,1927-07-06,220,Toulon,Nice,Stage with mountain(s),Nicolas Frantz,LUX
16,1927-07-08,275,Nice,Briançon,Stage with mountain(s),Julien Vervaecke,BEL
17,1927-07-09,283,Briançon,Evian,Stage with mountain(s),Pé Verhaegen,BEL
18,1927-07-11,213,Evian,Pontarlier,Team time trial,Adelin Benoit,BEL
19,1927-07-12,119,Pontarlier,Belfort,Team time trial,Maurice Geldhof,BEL
20,1927-07-13,145,Belfort,Strasbourg,Team time trial,Raymond Decorte,BEL
21,1927-07-14,165,Strasbourg,Metz,Team time trial,Nicolas Frantz,LUX
22,1927-07-15,159,Metz,Charleville,Team time trial,Hector Martin,BEL
23,1927-07-16,270,Charleville,Dunkerque,Team time trial,André Leducq,FRA
24,1927-07-17,344,Dunkerque,Paris,Plain stage,André Leducq,FRA
1,1926-06-20,373,Evian,Mülhausen,Plain stage,Jules Buysse,BEL
2,1926-06-22,334,Mülhausen,Metz,Plain stage,Aimé Dossche,BEL
3,1926-06-24,433,Metz,Dunkerque,Plain stage,Gustaaf van Slembrouck,BEL
4,1926-06-26,361,Dunkerque,Le Havre,Plain stage,Félix Sellier,BEL
5,1926-06-28,357,Le Havre,Cherbourg,Plain stage,Adelin Benoit,BEL
6,1926-06-30,405,Cherbourg,Brest,Plain stage,Joseph van Dam,BEL
7,1926-07-02,412,Brest,Les Sables d'Olonne,Plain stage,Nicolas Frantz,LUX
8,1926-07-03,285,Les Sables d'Olonne,Bordeaux,Plain stage,Joseph van Dam,BEL
9,1926-07-04,189,Bordeaux,Bayonne,Plain stage,Nicolas Frantz,LUX
10,1926-07-06,326,Bayonne,Luchon,Stage with mountain(s),Lucien Buysse,BEL
11,1926-07-08,323,Luchon,Perpignan,Stage with mountain(s),Lucien Buysse,BEL
12,1926-07-10,427,Perpignan,Toulon,Plain stage,Nicolas Frantz,LUX
13,1926-07-12,280,Toulon,Nice,Plain stage,Nicolas Frantz,LUX
14,1926-07-14,275,Nice,Briançon,Stage with mountain(s),Bartolomeo Aimo,ITA
15,1926-07-16,303,Briançon,Evian,Stage with mountain(s),Joseph van Dam,BEL
16,1926-07-17,321,Evian,Dijon,Plain stage,Camille van de Casteele,BEL
17,1926-07-18,341,Dijon,Paris,Plain stage,Aimé Dossche,BEL
1,1925-06-21,340,Paris,Le Havre,Plain stage,Ottavio Bottecchia,ITA
2,1925-06-23,371,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA
3,1925-06-25,405,Cherbourg,Brest,Plain stage,Louis Mottiat,BEL
4,1925-06-26,208,Brest,Vannes,Plain stage,Nicolas Frantz,LUX
5,1925-06-27,204,Vannes,Les Sables-d'Olonne,Plain stage,Nicolas Frantz,LUX
6,1925-06-28,293,Les Sables-d'Olonne,Bordeaux,Plain stage,Ottavio Bottecchia,ITA
7,1925-06-29,189,Bordeaux,Bayonne,Plain stage,Ottavio Bottecchia,ITA
8,1925-07-01,326,Bayonne,Luchon,Stage with mountain(s),Adelin Benoît,BEL
9,1925-07-03,323,Luchon,Perpignan,Stage with mountain(s),Nicolas Frantz,LUX
10,1925-07-04,215,Perpignan,Nîmes,Plain stage,Theophile Beeckman,BEL
11,1925-07-05,215,Nîmes,Toulon,Plain stage,Lucien Buysse,BEL
12,1925-07-07,280,Toulon,Nice,Stage with mountain(s),Lucien Buysse,BEL
13,1925-07-09,275,Nice,Briançon,Stage with mountain(s),Bartolomeo Aimo,ITA
14,1925-07-11,303,Briançon,Evian,Stage with mountain(s),Hector Martin,BEL
15,1925-07-13,373,Evian,Mulhouse,Stage with mountain(s),Nicolas Frantz,LUX
16,1925-07-15,334,Mulhouse,Metz,Plain stage,Hector Martin,BEL
17,1925-07-17,433,Metz,Dunkerque,Plain stage,Hector Martin,BEL
18,1925-07-19,343,Dunkerque,Paris,Plain stage,Ottavio Bottecchia,ITA
1,1924-06-22,381,Paris,Le Havre,Plain stage,Ottavio Bottecchia,ITA
2,1924-06-24,371,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA
3,1924-06-26,405,Cherbourg,Brest,Plain stage,Philippe Thys  Théophile Beeckman,"c(""BEL"", ""BEL"")"
4,1924-06-28,412,Brest,Les Sables-d'Olonne,Plain stage,Félix Goethals,FRA
5,1924-06-30,482,Les Sables-d'Olonne,Bayonne,Plain stage,Omer Huyse,BEL
6,1924-07-02,326,Bayonne,Luchon,Stage with mountain(s),Ottavio Bottecchia,ITA
7,1924-07-04,323,Luchon,Perpignan,Stage with mountain(s),Ottavio Bottecchia,ITA
8,1924-07-06,427,Perpignan,Toulon,Plain stage,Louis Mottiat,BEL
9,1924-07-08,280,Toulon,Nice,Stage with mountain(s),Philippe Thys,BEL
10,1924-07-10,275,Nice,Briançon,Stage with mountain(s),Giovanni Brunero,ITA
11,1924-07-12,307,Briançon,Gex,Stage with mountain(s),Nicolas Frantz,LUX
12,1924-07-14,360,Gex,Strasbourg,Stage with mountain(s),Nicolas Frantz,LUX
13,1924-07-16,300,Strasbourg,Metz,Plain stage,Arsène Alancourt,FRA
14,1924-07-18,433,Metz,Dunkerque,Plain stage,Romain Bellenger,FRA
15,1924-07-20,343,Dunkerque,Paris,Plain stage,Ottavio Bottecchia,ITA
1,1923-06-24,381,Paris,Le Havre,Plain stage,Robert Jacquinot,FRA
2,1923-06-26,371,Le Havre,Cherbourg,Plain stage,Ottavio Bottecchia,ITA
3,1923-06-28,405,Cherbourg,Brest,Plain stage,Henri Pélissier,FRA
4,1923-06-30,412,Brest,Les Sables d'Olonne,Plain stage,Albert Dejonghe,BEL
5,1923-07-02,482,Les Sables d'Olonne,Bayonne,Plain stage,Robert Jacquinot,FRA
6,1923-07-04,326,Bayonne,Luchon,Stage with mountain(s),Jean Alavoine,FRA
7,1923-07-06,323,Luchon,Perpignan,Stage with mountain(s),Jean Alavoine,FRA
8,1923-07-08,427,Perpignan,Toulon,Plain stage,Lucien Buysse,BEL
9,1923-07-10,281,Toulon,Nice,Stage with mountain(s),Jean Alavoine,FRA
10,1923-07-12,275,Nice,Briançon,Stage with mountain(s),Henri Pélissier,FRA
11,1923-07-14,260,Briançon,Geneva,Stage with mountain(s),Henri Pélissier,FRA
12,1923-07-16,377,Geneva,Strasbourg,Plain stage,Joseph Muller,FRA
13,1923-07-18,300,Strasbourg,Metz,Plain stage,Romain Bellenger,FRA
14,1923-07-20,433,Metz,Dunkerque,Plain stage,Félix Goethals,FRA
15,1923-07-22,343,Dunkerque,Paris,Plain stage,Félix Goethals,FRA
1,1922-06-25,388,Paris,Le Havre,Plain stage,Robert Jacquinot,FRA
2,1922-06-27,364,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA
3,1922-06-29,405,Cherbourg,Brest,Plain stage,Robert Jacquinot,FRA
4,1922-07-01,412,Brest,Les Sables d'Olonne,Plain stage,Philippe Thys,BEL
5,1922-07-03,482,Les Sables d'Olonne,Bayonne,Plain stage,Jean Alavoine,FRA
6,1922-07-05,326,Bayonne,Luchon,Stage with mountain(s),Jean Alavoine,FRA
7,1922-07-07,323,Luchon,Perpignan,Stage with mountain(s),Jean Alavoine,FRA
8,1922-07-09,411,Perpignan,Toulon,Plain stage,Philippe Thys,BEL
9,1922-07-11,284,Toulon,Nice,Stage with mountain(s),Philippe Thys,BEL
10,1922-07-13,274,Nice,Briançon,Stage with mountain(s),Philippe Thys,BEL
11,1922-07-15,260,Briançon,Geneva,Stage with mountain(s),Emile Masson},BEL
12,1922-07-17,371,Geneva,Strasbourg,Plain stage,Emile Masson,BEL
13,1922-07-19,300,Strasbourg,Metz,Plain stage,Federico Gay,ITA
14,1922-07-21,433,Metz,Dunkerque,Plain stage,Félix Sellier,BEL
15,1922-07-23,340,Dunkerque,Paris,Plain stage,Philippe Thys,BEL
1,1921-06-26,388,Paris,Le Havre,Plain stage,Louis Mottiat,BEL
2,1921-06-28,364,Le Havre,Cherbourg,Plain stage,Romain Bellenger,FRA
3,1921-06-30,405,Cherbourg,Brest,Plain stage,Leon Scieur,BEL
4,1921-07-02,412,Brest,Les Sables-d'Olonne,Plain stage,Louis Mottiat,BEL
5,1921-07-04,482,Les Sables-d'Olonne,Bayonne,Plain stage,Louis Mottiat,BEL
6,1921-07-06,326,Bayonne,Luchon,Stage with mountain(s),Hector Heusghem,BEL
7,1921-07-08,323,Luchon,Perpignan,Stage with mountain(s),Louis Mottiat,BEL
8,1921-07-10,411,Perpignan,Toulon,Plain stage,Luigi Lucotti,ITA
9,1921-07-12,272,Toulon,Nice,Stage with mountain(s),Firmin Lambot,BEL
10,1921-07-14,333,Nice,Grenoble,Stage with mountain(s),Leon Scieur,BEL
11,1921-07-16,325,Grenoble,Geneva,Stage with mountain(s),Félix Goethals,FRA
12,1921-07-18,371,Geneva,Strasbourg,Plain stage,Honoré Barthélemy,FRA
13,1921-07-20,300,Strasbourg,Metz,Plain stage,Félix Sellier,BEL
14,1921-07-22,433,Metz,Dunkerque,Plain stage,Félix Goethals,FRA
15,1921-07-24,340,Dunkerque,Paris,Plain stage,Félix Goethals,FRA
1,1920-06-27,388,Paris,Le Havre,Plain stage,Louis Mottiat,BEL
2,1920-06-29,364,Le Havre,Cherbourg,Plain stage,Philippe Thys,BEL
3,1920-07-01,405,Cherbourg,Brest,Plain stage,Henri Pélissier,FRA
4,1920-07-03,412,Brest,Les Sables d'Olonne,Plain stage,Henri Pélissier,FRA
5,1920-07-05,482,Les Sables d'Olonne,Bayonne,Plain stage,Firmin Lambot,BEL
6,1920-07-07,326,Bayonne,Luchon,Stage with mountain,Firmin Lambot,BEL
7,1920-07-09,323,Luchon,Perpignan,Stage with mountain,Jean Rossius,BEL
8,1920-07-11,325,Perpignan,Aix-en-Provence,Plain stage,Louis Heusghem,BEL
9,1920-07-14,356,Aix-en-Provence,Nice,Stage with mountain,Philippe Thys,BEL
10,1920-07-16,333,Nice,Grenoble,Stage with mountain,Hector Heusghem,BEL
11,1920-07-18,362,Grenoble,Gex,Stage with mountain,Léon Scieur,BEL
12,1920-07-20,354,Gex,Strasbourg,Plain stage,Philippe Thys,BEL
13,1920-07-22,300,Strasbourg,Metz,Plain stage,Philippe Thys,BEL
14,1920-07-24,433,Metz,Dunkerque,Plain stage,Félix Goethals,FRA
15,1920-07-27,340,Dunkerque,Paris,Plain stage,Jean Rossius,BEL
1,1919-06-29,388,Paris,Le Havre,Plain stage,Jean Rossius,BEL
2,1919-07-01,364,Le Havre,Cherbourg,Plain stage,Henri Pélissier,FRA
3,1919-07-03,405,Cherbourg,Brest,Plain stage,Francis Pélissier,FRA
4,1919-07-05,412,Brest,Les Sables-d'Olonne,Plain stage,Jean Alavoine,FRA
5,1919-07-07,482,Les Sables-d'Olonne,Bayonne,Plain stage,Jean Alavoine,FRA
6,1919-07-09,326,Bayonne,Luchon,Stage with mountain,Honore Barthelemy,FRA
7,1919-07-11,323,Luchon,Perpignan,Stage with mountain,Jean Alavoine,FRA
8,1919-07-13,370,Perpignan,Marseille,Plain stage,Jean Alavoine,FRA
9,1919-07-15,338,Marseille,Nice,Stage with mountain,Honoré Barthélemy,FRA
10,1919-07-17,333,Nice,Grenoble,Stage with mountain,Honoré Barthélemy,FRA
11,1919-07-19,325,Grenoble,Geneva,Stage with mountain,Honoré Barthélemy,FRA
12,1919-07-21,371,Geneva,Strasbourg,Stage with mountain,Luigi Lucotti,ITA
13,1919-07-23,315,Strasbourg,Metz,Plain stage,Luigi Lucotti,ITA
14,1919-07-25,468,Metz,Dunkerque,Plain stage,Firmin Lambot,BEL
15,1919-07-27,340,Dunkerque,Paris,Plain stage,Jean Alavoine,FRA
1,1914-06-28,388,Paris,Le Havre,Plain stage,Philippe Thys,BEL
2,1914-06-30,364,Le Havre,Cherbourg,Plain stage,Jean Rossius,BEL
3,1914-07-02,405,Cherbourg,Brest,Plain stage,Emile Engel,FRA
4,1914-07-04,470,Brest,La Rochelle,Plain stage,Oscar Egg,SUI
5,1914-07-06,376,La Rochelle,Bayonne,Plain stage,Oscar Egg,SUI
6,1914-07-08,326,Bayonne,Luchon,Stage with mountain(s),Firmin Lambot,BEL
7,1914-07-10,323,Luchon,Perpignan,Stage with mountain(s),Jean Alavoine,FRA
8,1914-07-12,370,Perpignan,Marseille,Plain stage,Octave Lapize,FRA
9,1914-07-14,338,Marseille,Nice,Stage with mountain(s),Jean Rossius,BEL
10,1914-07-16,323,Nice,Grenoble,Stage with mountain(s),Henri Pélissier,FRA
11,1914-07-18,325,Grenoble,Geneva,Stage with mountain(s),Gustave Garrigou,FRA
12,1914-07-20,325,Geneva,Belfort,Stage with mountain(s),Henri Pélissier,FRA
13,1914-07-22,325,Belfort,Longwy,Stage with mountain(s),François Faber,LUX
14,1914-07-24,390,Longwy,Dunkerque,Plain stage,François Faber,LUX
15,1914-07-26,340,Dunkerque,Paris,Plain stage,Henri Pélissier,FRA
1,1913-06-29,388,Paris,Le Havre,Plain stage,Giovanni Micheletto,ITA
2,1913-07-01,364,Le Havre,Cherbourg,Plain stage,Jules Masselis,BEL
3,1913-07-03,405,Cherbourg,Brest,Plain stage,Henri Pelissier,FRA
4,1913-07-05,470,Brest,La Rochelle,Plain stage,Marcel Buysse,BEL
5,1913-07-07,379,La Rochelle,Bayonne,Plain stage,Henri Van Lerberghe,BEL
6,1913-07-09,326,Bayonne,Luchon,Stage with mountain(s),Philippe Thys,BEL
7,1913-07-11,324,Luchon,Perpignan,Stage with mountain(s),Marcel Buysse,BEL
8,1913-07-13,325,Perpignan,Aix-en-Provence,Plain stage,Gustave Garrigou,FRA
9,1913-07-15,356,Aix-en-Provence,Nice,Stage with mountain(s),Firmin Lambot,BEL
10,1913-07-17,333,Nice,Grenoble,Stage with mountain(s),Francois Faber,LUX
11,1913-07-19,325,Grenoble,Geneva,Stage with mountain(s),Marcel Buysse,BEL
12,1913-07-21,335,Geneva,Belfort,Stage with mountain(s),Marcel Buysse,BEL
13,1913-07-23,325,Belfort,Longwy,Stage with mountain(s),François Faber,LUX
14,1913-07-25,393,Longwy,Dunkerque,Plain stage,Marcel Buysse,BEL
15,1913-07-27,340,Dunkerque,Paris,Plain stage,Marcel Buysse,BEL
1,1912-06-30,351,Paris,Dunkerque,Plain stage,Charles Crupelandt,FRA
2,1912-07-02,388,Dunkerque,Longwy,Plain stage,Odile Defraye,BEL
3,1912-07-04,331,Longwy,Belfort,Stage with mountain(s),Eugène Christophe,FRA
4,1912-07-06,344,Belfort,Chamonix,Stage with mountain(s),Eugène Christophe,FRA
5,1912-07-08,366,Chamonix,Grenoble,Stage with mountain(s),Eugène Christophe,FRA
6,1912-07-10,323,Grenoble,Nice,Stage with mountain(s),Octave Lapize,FRA
7,1912-07-12,334,Nice,Marseille,Stage with mountain(s),Odile Defraye,BEL
8,1912-07-14,335,Marseille,Perpignan,Plain stage,Vicenzo Borgarello,ITA
9,1912-07-16,289,Perpignan,Luchon,Stage with mountain(s),Odile Defraye,BEL
10,1912-07-18,326,Luchon,Bayonne,Stage with mountain(s),Louis Mottiat,BEL
11,1912-07-20,379,Bayonne,La Rochelle,Plain stage,Jean Alavoine,FRA
12,1912-07-21,470,La Rochelle,Brest,Plain stage,Louis Heusghem,BEL
13,1912-07-24,405,Brest,Cherbourg,Plain stage,Jean Alavoine,FRA
14,1912-07-26,361,Cherbourg,Le Havre,Plain stage,Vicenzo Borgarello,ITA
15,1912-07-28,317,Le Havre,Paris,Plain stage,Jean Alavoine,FRA
1,1911-07-02,351,Paris,Dunkerque,Plain stage,Gustave Garrigou,FRA
2,1911-07-04,388,Dunkerque,Longwy,Plain stage,Jules Masselis,BEL
3,1911-07-06,331,Longwy,Belfort,Stage with mountain(s),François Faber,LUX
4,1911-07-08,344,Belfort,Chamonix,Stage with mountain(s),Charles Crupelandt,FRA
5,1911-07-10,366,Chamonix,Grenoble,Stage with mountain(s),Émile Georget,FRA
6,1911-07-12,348,Grenoble,Nice,Stage with mountain(s),François Faber,LUX
7,1911-07-14,334,Nice,Marseille,Stage with mountain(s),Charles Crupelandt,FRA
8,1911-07-16,335,Marseille,Perpignan,Plain stage,Paul Duboc,FRA
9,1911-07-18,289,Perpignan,Luchon,Stage with mountain(s),Paul Duboc,FRA
10,1911-07-20,326,Luchon,Bayonne,Stage with mountain(s),Maurice Brocco[n 2],FRA
11,1911-07-22,379,Bayonne,La Rochelle,Plain stage,Paul Duboc,FRA
12,1911-07-23,470,La Rochelle,Brest,Plain stage,Marcel Godivier,FRA
13,1911-07-26,405,Brest,Cherbourg,Plain stage,Gustave Garrigou,FRA
14,1911-07-28,361,Cherbourg,Le Havre,Plain stage,Paul Duboc,FRA
15,1911-07-30,317,Le Havre,Paris,Plain stage,Marcel Godivier,FRA
1,1910-07-03,269,Paris,Roubaix,Plain stage,Charles Crupelandt,FRA
2,1910-07-05,398,Roubaix,Metz,Plain stage,François Faber,LUX
3,1910-07-07,259,Metz,Belfort,Stage with mountain(s),Emile Georget,FRA
4,1910-07-09,309,Belfort,Lyon,Stage with mountain(s),François Faber,LUX
5,1910-07-11,311,Lyon,Grenoble,Stage with mountain(s),Octave Lapize,FRA
6,1910-07-13,345,Grenoble,Nice,Stage with mountain(s),Julien Maitron,FRA
7,1910-07-15,345,Nice,Nîmes,Plain stage,François Faber,LUX
8,1910-07-17,216,Nîmes,Perpignan,Plain stage,Georges Paulmier,FRA
9,1910-07-19,289,Perpignan,Luchon,Stage with mountain(s),Octave Lapize,FRA
10,1910-07-21,326,Luchon,Bayonne,Stage with mountain(s),Octave Lapize,FRA
11,1910-07-23,269,Bayonne,Bordeaux,Plain stage,Ernest Paul,FRA
12,1910-07-25,391,Bordeaux,Nantes,Plain stage,Louis Trousselier,FRA
13,1910-07-27,321,Nantes,Brest,Plain stage,Gustave Garrigou,FRA
14,1910-07-29,424,Brest,Caen,Plain stage,Octave Lapize,FRA
15,1910-07-31,262,Caen,Paris,Plain stage,Ernesto Azzini,ITA
1,1909-07-05,272,Paris,Roubaix,Plain stage,Cyrille van Hauwaert,BEL
2,1909-07-07,398,Roubaix,Metz,Plain stage,François Faber,LUX
3,1909-07-09,259,Metz,Belfort,Stage with mountain(s),François Faber,LUX
4,1909-07-11,309,Belfort,Lyon,Stage with mountain(s),François Faber,LUX
5,1909-07-13,311,Lyon,Grenoble,Stage with mountain(s),François Faber,LUX
6,1909-07-15,346,Grenoble,Nice,Stage with mountain(s),François Faber,LUX
7,1909-07-17,345,Nice,Nîmes,Plain stage,Ernest Paul,FRA
8,1909-07-19,303,Nîmes,Toulouse,Plain stage,Jean Alavoine,FRA
9,1909-07-21,299,Toulouse,Bayonne,Plain stage,Constant Ménager,FRA
10,1909-07-23,269,Bayonne,Bordeaux,Plain stage,François Faber,LUX
11,1909-07-25,391,Bordeaux,Nantes,Plain stage,Louis Trousselier,FRA
12,1909-07-27,321,Nantes,Brest,Plain stage,Gustave Garrigou,FRA
13,1909-07-29,424,Brest,Caen,Plain stage,Paul Duboc,FRA
14,1909-08-01,250,Caen,Paris,Plain stage,Jean Alavoine,FRA
1,1908-07-13,272,Paris,Roubaix,Plain stage,Georges Passerieu,FRA
2,1908-07-15,398,Roubaix,Metz,Plain stage,Lucien Petit-Breton,FRA
3,1908-07-17,259,Metz,Belfort,Stage with mountain(s),François Faber,LUX
4,1908-07-19,309,Belfort,Lyon,Stage with mountain(s),François Faber,LUX
5,1908-07-21,311,Lyon,Grenoble,Stage with mountain(s),Georges Passerieu,FRA
6,1908-07-23,345,Grenoble,Nice,Stage with mountain(s),Jean-Baptiste Dortignacq,FRA
7,1908-07-25,354,Nice,Nîmes,Plain stage,Lucien Petit-Breton,FRA
8,1908-07-27,303,Nîmes,Toulouse,Plain stage,François Faber,LUX
9,1908-07-29,299,Toulouse,Bayonne,Plain stage,Lucien Petit-Breton,FRA
10,1908-07-31,269,Bayonne,Bordeaux,Plain stage,Georges Paulmier,FRA
11,1908-08-02,391,Bordeaux,Nantes,Plain stage,Lucien Petit-Breton,FRA
12,1908-08-04,321,Nantes,Brest,Plain stage,François Faber,LUX
13,1908-08-06,415,Brest,Caen,Plain stage,Georges Passerieu,FRA
14,1908-08-09,251,Caen,Paris,Plain stage,Lucien Petit-Breton,FRA
1,1907-07-08,272,Paris,Roubaix,Plain stage,Louis Trousselier,FRA
2,1907-07-10,398,Roubaix,Metz,Plain stage,Emile Georget[n 2] Louis Trousselier[n 2],"c(""FRA"", ""FRA"")"
3,1907-07-12,259,Metz,Belfort,Stage with mountain(s),Emile Georget,FRA
