package,n_total,n_unique
lsasim,100,58
lsbclust,119,70
lsbs,16,8
LSD,147,43
lsdbc,7,6
LSDinterface,43,21
LSDsensitivity,84,40
LSE,20,10
lsei,15,12
lsirm12pl,86,49
lslx,20,16
lsm,12,9
lsmeans,11,11
LSMonteCarlo,20,4
LSMRealOptions,26,11
lspartition,85,38
LSPFP,62,34
lspline,5,5
lspls,16,13
lsplsGlm,38,20
lsr,58,45
LSRS,9,9
lss2,2,1
LST,53,14
LSTS,49,12
LSVAR,18,13
LSWPlib,19,13
LSX,60,45
ltable,32,18
LTASR,16,10
ltm,285,48
ltmix,95,36
ltmle,250,102
LTPDvar,62,30
LTRCforests,246,111
LTRCtrees,11,6
ltsa,1,1
ltsk,94,39
ltsspca,29,19
lubridate,908,294
luca,1,1
lucas,24,24
lucid,20,20
LUCIDus,67,27
ludic,45,22
lue,2,2
lulcc,43,28
lumberjack,39,26
Luminescence,329,139
lunar,2,2
lutz,25,22
luz,92,29
luzlogr,10,8
lvec,50,30
LVGP,17,7
lvm4net,76,41
lvmcomp,15,15
lvmisc,204,112
lvnet,64,31
lvplot,38,19
LW1949,57,31
LWFBrook90R,48,27
lwgeom,94,80
lwqs,4,4
lxb,3,2
LZeroSpikeInference,29,21
m2b,30,9
m2r,305,135
M2SMF,26,19
M2SMJF,26,19
m5,13,7
m61r,91,57
MAAPER,52,23
maat,50,36
mable,172,40
MABOUST,16,12
macc,24,8
MACER,18,12
MachineShop,1783,577
macleish,12,11
maclogp,10,7
macrocol,2,2
mactivate,7,3
maczic,6,5
MAd,103,67
mada,506,102
madgrad,7,2
maditr,88,59
madness,35,18
MADPop,10,7
madr,35,14
madrat,155,60
mads,49,27
Maeswrap,83,41
magclass,301,80
MAGEE,77,10
magi,78,62
magic,257,42
magicaxis,87,19
magicfor,20,14
magick,282,245
magickGUI,80,25
magicLamp,7,4
MagmaClustR,230,54
magmaR,14,6
MAGNAMWAR,17,16
magree,32,17
magrittr,18,12
maGUI,1,1
maic,14,7
maicChecks,10,8
mail,2,2
mailmerge,27,17
mailtoR,1,1
MainExistingDatasets,6,5
MAINT.Data,357,134
MajKMeans,8,4
makedummies,6,4
MakefileR,19,16
makeFlow,3,3
makemyprior,570,213
makePalette,2,2
makepipe,39,24
makeProject,3,2
maketools,115,68
MAKL,2,2
malan,102,84
malani,3,3
malariaAtlas,60,29
malaytextr,2,2
MALDIquant,19,11
MALDIquantForeign,47,22
MALDIrppa,46,24
mallet,19,18
MAMS,83,22
ManagedCloudProvider,13,10
managelocalrepo,5,3
MANCIE,3,2
mand,18,12
MandalaR,36,15
mandelbrot,3,3
manet,9,7
mangoTraining,2,1
Mangrove,12,9
manhattanly,11,7
manhplot,20,7
manifestoR,212,128
manifold,230,176
ManifoldOptim,16,15
manipulate,26,20
manipulateWidget,112,55
ManlyMix,31,15
MAnorm2,88,43
MANOVA.RM,62,28
MantaID,40,22
manydata,41,32
manymodelr,39,34
manymome,184,96
ManyTests,4,2
MaOEA,87,58
maotai,193,130
MAP,11,5
Map2NCBI,2,2
MAPA,25,15
mapaccuracy,7,5
mapbayr,181,93
mapboxapi,42,27
mapboxer,62,53
mapcan,2,2
mapchina,2,2
mapdeck,216,159
MapeBay,4,3
mapedit,52,32
MapGAM,26,18
mapi,19,13
mapiso,1,1
MAPITR,18,13
maple,8,7
mapme.biodiversity,11,2
mapmisc,52,41
mapping,47,30
mappings,24,11
mapplots,36,8
mappoly,328,126
mappp,7,5
mapproj,6,2
mapr,50,32
maps,68,43
mapsapi,11,8
mapscanner,86,49
mapsf,108,49
mapSpain,77,34
mapsRinteractive,19,13
maptiles,11,8
maptools,254,134
maptpx,76,28
maptree,24,16
mapview,193,98
mAr,3,2
maraca,3,1
march,234,114
marcher,97,40
marelac,70,48
marg,30,27
margaret,121,65
MargCond,7,5
marginaleffects,255,135
marginalizedRisk,8,7
MarginalMediation,33,25
margins,123,20
marima,62,24
mark,532,359
markdown,77,43
markdownInput,1,1
marked,244,109
markerpen,4,2
MarketMatching,17,11
marketr,6,5
markets,14,7
markmyassignment,57,36
markophylo,57,20
markovchain,34,25
Markovchart,55,11
markovMSM,19,13
MarkowitzR,11,5
marmap,79,50
marp,85,25
marqLevAlg,55,16
MARSANNhybrid,1,1
MARSS,463,135
MARSSVRhybrid,1,1
MARVEL,88,69
maSAE,36,15
mase,23,13
mashr,168,83
maskRangeR,25,13
mason,42,31
MASS,358,195
masscor,33,15
MASSExtra,66,49
massiveGST,5,3
MASSTIMATE,58,13
MasterBayes,42,16
mastif,144,55
MAT,3,3
MATA,8,5
matahari,10,9
match2C,59,28
matchbook,9,9
Matching,98,45
matchingMarkets,122,58
matchingR,45,33
MatchIt,210,97
MatchLinReg,24,15
matchmaker,25,11
matchMulti,54,27
matchr,124,68
MatchThem,21,20
matconv,78,40
materialmodifier,189,79
mathjaxr,1,1
mathpix,7,5
matlab,109,61
matlab2r,27,27
matlabr,8,6
matlib,183,67
matman,8,3
MatManlyMix,3,3
matpow,13,12
matricks,24,20
matrixcalc,70,60
MatrixCorrelation,47,26
matrixdist,252,125
MatrixEQTL,25,8
matrixLaplacian,1,1
MatrixLDA,38,14
MatrixMixtures,55,28
MatrixModels,7,6
matrixNormal,23,13
matrixProfile,9,5
matrixprofiler,87,68
matrixsampling,61,28
matrixStats,55,50
matrixStrucTest,12,9
matrixTests,73,57
matsbyname,247,119
matsindf,19,8
MatSkew,29,13
matuR,21,11
mau,18,16
mauricer,3,2
MAVE,20,13
maxcombo,18,10
MaxentVariableSelection,13,8
maximin,9,7
maxLik,216,85
maxlike,9,8
maxmatching,28,14
MaxMC,29,15
maxnet,14,10
maxnodf,68,35
MaxPro,16,6
maxstat,32,23
maybe,43,35
MazamaCoreUtils,16,13
MazamaLocationUtils,37,11
MazamaRollUtils,1,1
MazamaSpatialUtils,71,15
MazamaTimeSeries,2,2
mazealls,4,4
mazeGen,91,32
mazeinda,9,6
mazing,29,15
MBAnalysis,36,16
mbbefd,173,121
MBC,9,4
MBCbook,18,6
mbclusterwise,20,8
MBESS,276,50
mbest,102,67
MBHdesign,29,18
mbir,14,14
MBmca,25,8
mbmixture,16,7
MBNMAdose,199,101
MBNMAtime,192,87
mboost,726,187
mbr,38,16
mbrdr,48,25
mbRes,14,8
mbrglm,2,1
MBSGS,11,8
MBSP,3,2
mbsts,2,1
mBvs,6,6
mc.heterogeneity,3,3
mc2d,312,118
MCARtest,48,18
MCAvariants,15,7
mcb,51,11
MCBackscattering,22,22
mcbette,10,7
mcBFtest,1,1
mcbiopi,22,13
mcboost,17,11
mcca,67,16
mccca,21,14
mccf1,3,3
mcclust,19,6
mccmeiv,33,4
mccr,1,1
MCDA,112,49
mcemGLM,121,78
mcen,43,29
mcga,31,26
mcglm,171,91
MChtest,44,18
MCI,20,7
MCID,22,14
mclcar,276,98
mclm,329,211
mclogit,254,127
mclust,600,332
mclustAddons,61,43
mclustcomp,37,31
mcmc,125,19
MCMC.OTU,7,7
MCMC.qpcr,14,6
MCMC4Extremes,15,2
mcmcderive,27,23
mcmcensemble,4,3
MCMCglmm,59,33
mcmcOutput,70,55
MCMCpack,197,53
mcmcplots,29,17
MCMCprecision,25,19
mcmcr,212,187
mcmcsae,1386,264
mcmcse,46,33
MCMCtreeR,29,15
MCMCvis,20,10
mcMST,41,31
mco,77,46
Mcomp,7,6
mcompanion,104,52
mcount,6,2
mcp,126,71
MCPAN,51,24
mcparallelDo,2,2
MCPMod,65,31
MCPModGeneral,16,10
MCPModPack,41,19
mcprofile,35,15
MCPtests,50,22
mcreplicate,1,1
MCS,6,6
MCSim,3,2
mcStats,18,16
mctest,9,6
MCTM,1,1
mctq,152,86
mcunit,16,12
mcvis,22,10
mcwr,9,5
md,20,12
md.log,3,3
mda,36,15
mDAG,35,26
mdapack,15,13
mdatools,666,367
MDBED,20,9
mdbr,4,4
mde,63,37
mdendro,35,12
MDFS,14,10
mdftracks,9,5
mdgc,80,32
mdhglm,100,39
MDimNormn,1,1
mdir.logrank,79,26
MDMAPR,85,47
mdmb,253,143
MDMR,30,6
mdpeer,22,9
MDplot,58,27
MDPtoolbox,47,21
mds,12,8
mdscore,11,7
mdsdt,96,47
MDSGUI,331,269
MDSMap,35,20
MDSS,190,61
mdthemes,56,56
mdw,23,16
meantables,2,2
measurementProtocol,25,14
measurements,3,3
measures,72,60
measuRing,57,19
meboot,24,11
MEclustnet,8,4
meconetcomp,13,11
mecor,129,67
MED,68,17
MedDietCalc,66,16
mederrRank,49,22
medExtractR,55,18
medfate,363,210
medflex,84,47
mediacloudr,1,1
MediaK,3,2
Mediana,353,173
MedianaDesigner,238,68
MediaNews,16,14
mediateP,97,20
mediation,170,66
mediationsens,13,7
medicalrisk,28,13
medicare,9,9
meditations,1,1
MEDITS,28,18
MedLEA,1,1
medrxivr,21,12
medScan,28,15
MEDseq,83,24
MedSurvey,9,3
meerva,52,17
mefa,132,19
mefa4,6,4
Mega2R,111,77
MEGENA,91,51
meifly,20,15
mekko,3,2
melt,49,28
meltr,117,70
meltt,40,25
mem,137,55
meme,18,15
memery,5,5
memgene,17,8
memify,4,3
memisc,877,518
memo,14,7
memochange,49,27
memofunc,66,36
memoiR,8,8
memoise,56,17
memoria,5,3
memuse,50,38
MendelianRandomization,32,20
MEPDF,51,17
Mercator,75,44
merDeriv,9,9
mergedblocks,2,2
mergeTrees,11,7
merlin,235,145
MERO,4,4
merror,42,9
merTools,103,65
meshed,66,30
MeshesTools,42,26
MESS,94,77
messaging,20,8
messydates,117,84
meta,941,160
meta.shrinkage,5,4
meta4diag,64,29
MetaAnalyser,5,4
metaBLUE,29,12
metaBMA,249,72
metaboData,21,7
MetabolAnalyze,9,5
metabolic,38,21
MetabolicSurv,76,21
metabolighteR,16,16
MetabolomicsBasics,26,22
metabolomicsR,62,51
MetaboQC,12,12
metabup,6,4
metacart,35,22
metaCluster,6,5
metacoder,827,341
metacom,25,8
MetaComp,6,5
metaconfoundr,52,36
metacor,6,1
metacore,80,43
MetaculR,98,13
MetaCycle,139,55
metadat,1,1
metaDigitise,127,60
metadynminer,122,61
metadynminer3d,51,47
metafolio,36,24
metafor,882,181
metaforest,31,26
metafuse,32,15
metagam,36,24
metagear,136,60
metaggR,10,5
metaheuristicOpt,224,58
MetaIntegration,11,7
MetaIntegrator,69,28
metajam,13,6
MetaLandSim,167,53
metaLik,9,9
MetaLonDA,14,8
MetAlyzer,38,22
metaMA,7,4
metamedian,9,5
metamer,61,34
metamicrobiomeR,9,6
metamisc,445,228
metaMix,44,16
metan,645,269
metansue,6,2
metap,51,35
metapack,44,16
metaplot,86,51
metaplus,123,31
metapost,86,66
metapower,47,25
metarep,11,6
metaRMST,11,5
metaRNASeq,4,4
metaSDTreg,28,21
metaSEM,278,103
metasens,96,63
MetaSKAT,81,56
MetaStan,10,9
MetaSubtract,9,5
metaSurvival,1,1
metatest,4,3
metathis,67,37
metatools,20,19
metaumbrella,14,9
MetaUtility,164,88
metavcov,29,19
metaviz,56,19
metawho,3,2
MetBrewer,11,9
meteo,4,2
meteoEVT,74,22
meteoForecast,53,32
meteoland,128,83
meteor,9,8
meteorits,96,20
meteospain,8,2
meteR,110,49
MEtest,3,2
metevalue,29,8
MetGen,18,13
MethComp,50,24
methcon5,12,9
MethodCompare,5,5
MeTo,41,19
metools,48,27
MetProc,19,9
metR,345,185
metrica,395,76
Metrics,43,35
metricsgraphics,13,13
MetricsWeighted,37,30
metrix,26,15
metro,53,24
metRology,390,149
metropolis,17,9
mets,2143,448
MetSizeR,9,8
metsyn,3,2
mev,995,289
mewAvg,6,5
mexhaz,97,24
mexicolors,2,2
mExplorer,3,3
mfaces,22,11
MFAg,38,15
mFD,63,41
mfdb,509,193
MFDFA,17,7
mFDP,3,3
mfe,154,124
mfGARCH,49,17
mFilter,23,18
mFLICA,17,10
MFO,16,8
mfp,36,14
MFPCA,113,46
mfpp,132,28
MFSIS,35,28
MFT,89,29
mfx,12,10
mgarchBEKK,12,7
MGBT,23,12
mgc,105,35
mgcv,2784,426
mgcViz,229,128
MGDrivE,159,75
MGDrivE2,250,170
mgee2,48,28
mggd,32,10
mglasso,20,15
MGLM,117,50
mglmn,12,4
mgm,54,25
MGMM,105,51
MGMS2,11,9
MGSDA,3,2
mgss,92,24
mgsub,7,7
mgwrsar,143,43
mhazard,55,28
mhcnuggetsr,12,11
MHCtools,13,13
MHDA,5,5
mHG,15,11
mHMMbayes,68,31
mhsmm,63,34
mhtboot,34,16
MHTdiscrete,14,14
MHTmult,43,14
MHTrajectoryR,3,2
mhurdle,276,96
mi,44,14
mi4p,38,22
MIAmaxent,22,10
micar,15,15
micd,84,35
mice,458,202
miceadds,567,329
miceafter,58,24
micEcon,36,28
micEconAids,36,21
micEconCES,115,39
micEconIndex,4,2
micEconSNQP,22,16
miceFast,25,16
micemd,34,9
miceRanger,30,15
miclust,27,17
micompr,40,34
miCoPTCM,73,33
microbats,1,1
microbenchmark,7,7
microbial,59,31
MicrobiomeStat,8,4
microclass,33,19
microcontax,16,10
MicroDatosEs,10,7
microdemic,36,11
microeco,59,37
microhaplot,2,2
MicroMacroMultilevel,12,3
micromap,81,41
micromapST,178,85
MicroMoB,170,133
MicroNiche,20,3
micropan,36,31
microplot,43,24
microPop,76,42
microsamplingDesign,227,80
microseq,34,27
microservices,4,3
microsimulation,154,37
Microsoft365R,69,38
microSTASIS,13,10
microsynth,67,26
MicSim,44,21
MICsplines,1,1
MiDA,9,9
midas,3,2
midas2,5,3
midasml,106,58
midasr,574,189
midastouch,4,3
MIDN,15,7
midrangeMCP,38,12
mifa,21,12
migest,40,28
migraph,582,374
migration.indices,43,25
migui,33,17
miic,28,26
MIIPW,103,33
MIIVsem,96,60
mikropml,106,71
mildsvm,205,121
milorGWAS,10,9
milr,30,19
mime,11,6
mimi,31,15
MiMIR,101,57
MIMSunit,42,23
mimsy,2,2
MinBAR,2,1
mind,13,4
mindr,45,19
mineCitrus,26,13
mined,2,2
MinEDfind,21,6
minerva,10,8
miniCRAN,85,48
minidown,38,27
miniGUI,27,20
minimalRSD,15,7
minimap,3,3
minimax,4,4
minimaxdesign,78,28
miniMeta,79,49
Minirand,3,3
miniUI,19,15
MinkowskiSum,10,6
minMSE,14,10
minpack.lm,46,27
minqa,17,6
minque,185,79
minsample1,2,2
minsample2,2,2
minSNPs,50,29
MINTplates,12,7
minval,50,18
mipfp,75,38
mipplot,75,52
mirai,10,9
miRecSurv,15,10
MIRES,101,49
miRetrieve,45,24
MiRKAT,248,41
MiRNAQCD,54,13
miRNAss,1,1
MiRSEA,17,11
mirt,804,254
mirtCAT,64,42
miRtest,14,7
mirtjml,18,16
mirtsvd,1,1
misaem,30,16
misc3d,241,96
miscF,58,26
miscFuncs,23,19
miscIC,25,12
misclassGLM,29,24
miscset,33,32
miscTools,32,31
miselect,29,20
mispitools,8,8
mispr,34,16
misPRIME,14,8
MiSPU,18,13
MisRepARMA,9,6
misreport,27,6
missCompare,83,41
missDeaths,29,28
missDiag,20,12
missForest,8,6
missingHE,62,24
MissingPlotLSD,1,1
MissingPlotRBD,1,1
missMDA,118,35
missMethods,96,54
missoNet,24,17
Missplot,2,2
missRanger,14,10
missSBM,47,28
missSOM,39,25
mistat,35,24
mistr,1165,221
mistral,337,90
misty,953,95
mitml,35,31
MitoHEAR,32,28
mitools,29,27
mitre,7,5
MittagLeffleR,35,22
miWQS,98,51
mix,9,9
mixAK,165,116
MixAll,35,16
mixAR,264,104
mixcat,1,1
mixchar,40,25
mixComp,84,32
mixcure,54,48
mixdir,40,18
mixdist,45,24
mixedCCA,97,46
mixedClust,5,4
MixedIndTests,47,33
mixedMem,11,10
MixedPoisson,19,9
MixedPsy,16,13
mixedsde,71,26
MixedTS,33,18
mixexp,36,16
MIXFIM,29,6
MixfMRI,289,120
mixgb,52,29
MixGHD,373,97
mixhvg,2,1
mixIndependR,68,27
mixKernel,20,16
mixl,67,30
mixlm,63,48
MixMatrix,93,54
mixmeta,135,34
MixOptim,5,3
mixPHM,1,1
mixpoissonreg,157,52
mixR,105,79
mixRaschTools,2,2
mixreg,50,22
MixRF,7,5
MixSAL,12,7
MixSIAR,39,18
MixSim,18,15
mixsmsn,140,46
mixSPE,123,60
mixsqp,31,19
mixSSG,32,13
mixtools,335,102
mixtox,210,41
mixtur,52,31
mixture,82,53
MixtureInf,47,29
MixtureMissing,23,12
MixtureRegLTIC,241,94
MixTwice,13,5
MixviR,38,20
mize,320,169
mizer,437,172
MKclass,261,92
MKdescr,60,47
mkin,235,94
MKinfer,56,33
MKLE,1,1
MKMeans,2,2
MKmisc,113,79
mknapsack,14,8
MKomics,13,11
MKpower,18,15
mkssd,14,6
ML.MSBD,3,2
ML2Pvae,16,11
mlapi,19,10
mlbench,33,29
mlbstats,84,42
MLCIRTwithin,34,19
MLCM,8,7
mldr,122,61
mldr.datasets,141,88
MLDS,13,9
mle.tools,21,3
mlearning,192,47
MLEcens,7,7
mlegp,2,1
mlergm,106,64
MLeval,15,10
mlf,34,20
mlfit,90,44
mlflow,232,138
MLFS,19,14
MLGL,103,51
MLID,34,13
mlim,64,31
mlma,154,37
mlmc,11,10
MLmetrics,87,32
mlmi,20,11
MLML2R,2,2
mlmm.gwas,33,23
mlmmm,3,3
MLMOI,22,14
mlmtools,26,15
mlmts,102,74
MLMusingR,26,17
mlogit,229,90
mlogitBMA,48,22
mlpack,311,190
MLpreemption,35,10
MLPUGS,8,4
mlpwr,167,42
mlquantify,31,21
mlr,2860,973
mlr3,231,165
mlr3benchmark,2,2
mlr3cluster,18,18
mlr3data,9,2
mlr3db,24,14
mlr3fairness,63,37
mlr3filters,7,7
mlr3fselect,21,16
mlr3hyperband,4,3
mlr3learners,67,16
mlr3measures,111,86
mlr3misc,220,164
mlr3oml,121,80
mlr3pipelines,240,113
mlr3shiny,1,1
mlr3spatial,31,28
mlr3tuning,27,17
mlr3tuningspaces,11,10
mlr3viz,55,49
mlrCPO,689,251
mlrintermbo,33,17
mlrMBO,506,181
mlrpro,1,1
mlsbm,18,13
mlsjunkgen,7,4
mlt,253,67
mlt.docreg,1,1
mltest,1,1
mltools,27,23
mlVAR,91,35
MLVSBM,114,15
mlxR,213,118
MLZ,30,18
MM,39,6
MM2S,7,7
MM4LMM,2,2
mma,348,49
mmabig,29,19
mmand,64,43
mmap,125,84
mmapcharr,20,13
mMARCH.AC,47,27
mmb,64,28
mmc,1,1
mmcif,86,31
mmcm,4,4
MMD,2,2
MMDai,6,5
MMDCopula,28,19
MMDvariance,36,23
mme,80,34
mmeln,60,30
MMeM,13,7
MMINP,8,6
MMLR,28,16
mmmgee,67,45
mmod,60,32
mMPA,4,3
mmpf,27,17
mmpp,40,14
MMRcaseselection,13,12
mmrm,79,38
mmsample,3,2
mmtsne,7,5
MMVBVS,16,16
MMWRweek,15,5
MNARclust,36,21
MNB,31,13
mnis,124,88
mniw,40,28
mnj,2,2
mnlfa,37,23
MNLpred,2,1
MNM,119,38
mnonr,20,11
mnorm,8,8
mnormt,31,21
MNP,9,9
mnreadR,17,17
MNS,8,6
mnt,211,78
mob,94,16
MobileTrigger,9,8
mobilityIndexR,30,16
mobirep,37,20
MoBPS,157,68
mobr,48,27
MOCCA,52,25
mockery,25,17
mockr,29,19
mockthat,31,23
mod,17,11
mod09nrt,8,5
mod2rm,1,1
Modalclust,19,13
modchart,47,38
modeest,15,3
modehunt,22,12
model4you,38,31
modelbased,22,18
modelc,23,15
Modelcharts,1,1
modeldata,12,6
modeldb,18,12
modelDown,23,15
modelenv,55,33
Modeler,108,45
modelgrid,13,6
modelimpact,2,2
modeLLtest,30,10
ModelMatrixModel,20,7
ModelMetrics,119,108
modelplotr,29,10
modelr,112,70
modelROC,17,12
modelStudio,72,23
modelsummary,264,154
modeltests,16,13
modeltime,808,289
modeltime.ensemble,40,21
modeltime.gluonts,29,25
modeltime.h2o,26,25
modeltime.resample,15,12
modeltools,27,11
moderndive,22,18
modernVA,1,1
modesto,16,8
modEvA,83,18
modgetxl,5,4
modi,33,17
modifiedmk,32,17
MODIS,215,69
MODISTools,13,5
MODIStsp,38,28
modmarg,30,25
modMax,235,74
modnets,465,118
modQR,36,14
ModStatR,16,11
ModTools,86,75
modTurPoint,3,2
moduleColor,20,13
modules,117,70
modygliani,10,6
MOEADr,102,57
MoEClust,111,44
moexer,24,12
MOFAT,15,7
mogavs,9,4
mojson,10,6
mokken,115,40
moko,53,27
molaR,86,48
MoLE,60,23
MolgenisArmadillo,7,6
MolgenisAuth,1,1
MOLHD,55,22
molic,69,45
molnet,61,37
mombf,397,175
momentchi2,51,27
momentfit,116,15
moments,8,7
momentuHMM,911,195
Momocs,1588,685
MoMPCA,23,10
momr,50,39
MomTrunc,696,169
monaco,7,7
monashtipr,23,14
mondate,13,12
Mondrian,3,1
MonetDB.R,8,4
mongolite,165,97
mongopipe,22,17
monitoR,93,36
monmlp,14,6
monobin,63,29
monobinShiny,32,24
monochromeR,9,5
monoClust,54,29
monographaR,3,2
MonoInc,5,4
monomvn,19,16
MonoPhy,4,3
MonoPoly,185,72
monoreg,1,1
monotone,3,3
monotonicity,14,8
monreg,3,3
Monte.Carlo.se,30,17
MonteCarlo,9,7
MonteCarloSEM,8,7
moodleR,25,16
moonBook,92,57
moose,1,1
MOQA,23,17
moranajp,30,21
moreparty,138,39
morph,3,2
morphemepiece,1,1
Morpho,543,244
morphomap,56,31
Morphoscape,40,26
MorphoTools2,105,78
morse,238,125
mortAAR,76,55
MortalityGaps,27,16
MortalityLaws,234,81
MortalityTables,38,23
MortCast,53,22
mortyr,6,2
mosaic,547,227
mosaicCalc,229,80
mosaicCore,209,95
mosaicModel,87,55
mosmafs,133,67
mosqcontrol,40,21
MOSS,55,24
MOST,10,7
mosum,65,43
MoTBFs,228,103
MOTE,34,29
motif,80,50
motifcluster,271,40
motifr,22,10
motmot,296,93
motoRneuron,12,7
moult,37,20
mountainplot,2,2
mousetrap,159,79
move,15,4
movecost,23,4
moveHMM,99,45
moveVis,51,23
moveWindSpeed,8,6
movMF,94,26
mp,8,6
mpath,226,146
mpathsenser,110,82
MPBoost,1,1
MPCI,1,1
MPDiR,10,9
MPGE,9,7
MPI,3,2
MPLikelihoodWB,3,3
mplot,53,28
MplusAutomation,411,161
MplusTrees,57,14
mpm,5,4
mpmcorrelogram,2,2
mpmi,14,11
mpoly,181,75
mpower,112,59
mppR,254,95
mpr,4,1
MPR.genotyping,9,6
MPS,1726,155
MPSEM,34,24
mpspline2,13,10
mpt,35,19
MPTinR,79,27
MPTmultiverse,48,28
MPV,29,11
mpwR,72,28
MQMF,96,70
Mqrcm,118,38
mr.pivw,3,2
mr.raps,58,14
mra,21,14
mratios,17,8
mrbayes,16,15
mrbin,70,41
mrbsizeR,55,27
MRCE,7,3
mrds,373,174
mreg,12,10
mregions,52,34
mrf,40,18
mrf2d,136,59
MRFA,46,23
MRFcov,76,28
mrfDepth,71,39
mrgsim.parallel,65,49
mrgsim.sa,55,46
mrgsolve,850,423
MRHawkes,112,14
mri,16,7
mritc,100,52
MRmediation,1,1
mrMLM,398,66
mrMLM.GUI,212,55
mro,3,2
MRPC,44,23
mRpostman,245,75
MRQoL,6,2
MRReg,39,19
mrregression,24,19
MRS,4,3
MrSGUIDE,9,5
MRTSampleSize,26,9
MRTSampleSizeBinary,9,6
ms.sev,6,5
msae,9,5
msaeDB,14,1
msaeHB,3,1
msaenet,31,15
msaeOB,32,3
msaeRB,32,3
msaFACE,4,4
msamp,27,3
msaR,5,4
MSbox,49,21
msBP,104,15
msce,1,1
mschart,101,58
MSclassifR,12,12
MSclust,36,14
MSCMT,330,96
MScombine,7,5
mscp,8,6
MSCquartets,45,22
MSCsimtester,14,7
mscstexta4r,21,13
mscstts,18,14
mscsweblm4r,17,11
msd,24,9
msda,15,9
msde,14,10
MSEtool,1159,406
MSG,7,7
MSGARCH,300,139
MSGARCHelm,4,4
MSGLasso,1,1
msgpackR,1,1
msgps,14,8
msgr,10,8
mshap,3,3
msig,53,38
mSigTools,9,7
mSimCC,29,20
MSiP,7,7
msir,38,27
mskcc.oncotree,15,10
msltrend,4,4
msm,651,238
msma,74,22
msme,141,99
msmtools,1,1
msos,36,13
MSPRT,25,10
MSQC,26,13
MSRDT,21,17
mssm,51,20
msSPChelpR,10,7
MSSQL,17,10
MST,60,14
mstate,49,30
mStats,119,63
mstclustering,14,9
mstDIF,66,32
mSTEM,35,14
MSTest,260,123
mstherm,83,25
mstknnclust,10,6
mstR,113,28
mstrio,246,85
msu,21,15
MSwM,5,3
mt,293,150
MTA,20,13
MTAR,69,35
mtb,32,21
mtdesign,12,10
MTDrh,1,1
MTE,20,10
mtlgmm,43,15
MTLR,43,16
MTPS,117,25
MtreeRing,57,28
MTS,863,126
mtsdi,57,33
MTSYS,44,25
MUACz,2,2
MuChPoint,5,3
mudata2,163,123
mudens,4,4
mueRelativeRisk,9,3
muhaz,9,9
muHVT,25,20
muir,14,11
MullerPlot,5,5
mully,98,37
mulset,4,3
MultAlloc,2,2
MultBiplotR,725,232
multbxxc,9,9
multcomp,223,99
multcompView,20,10
multDM,20,11
multfisher,25,14
multgee,56,34
multiActionButton,1,1
multiApply,3,2
multiAssetOptions,12,5
MultiATSM,444,130
MultiBD,16,11
multibiplotGUI,55,32
multiblock,213,125
multibridge,42,18
multiCA,13,7
multicastR,7,4
multichull,1,1
multiclassPairs,24,15
multicmp,19,6
multiColl,17,10
multicolor,17,13
multicool,17,15
multid,7,5
multiDimBio,26,20
multidplyr,67,53
multifamm,35,22
multifear,58,26
MultiFit,25,11
multifunc,39,28
multifwf,6,4
MultiGlarmaVarSel,3,3
multigraph,42,7
multigraphr,15,9
multigroup,51,37
MultiGroupO,7,7
MultiKink,23,11
multilateral,29,21
multilaterals,9,5
MultiLCIRT,40,19
multilevel,73,40
multilevelmod,20,15
multilevelPSA,55,32
multilevelTools,18,12
multilinguer,31,23
multimark,220,89
multiMarker,48,11
multimode,65,28
multimorbidity,3,3
multinet,15,15
multinets,12,11
multinma,279,141
MultinomialCI,1,1
multinomialLogitMix,27,15
multinomineq,243,138
MultiObjMatch,70,34
multiocc,4,3
MultiOrd,8,5
multipanelfigure,35,29
MultiPhen,31,6
MultipleBreakpoints,1,1
MultipleBubbles,42,8
multipleNCC,31,26
MultipleRegression,3,3
multiplestressR,10,6
multiplex,111,30
MultiplierDEA,2,1
multipol,52,6
multiRDPG,22,13
multirich,28,17
multiridge,97,22
MultiRNG,19,13
MultiRobust,62,21
multiROC,28,12
MultiRR,36,8
MultIS,30,27
MultiscaleDTM,63,31
multiselect,3,2
multisensi,42,24
multisite.accuracy,2,1
MultisiteMediation,99,12
multisom,107,34
MultiStatM,112,56
multitaper,12,5
multiUS,37,26
multivar,52,29
multivariance,220,69
MultivariateAnalysis,36,23
MultivariateRandomForest,13,10
MultiVarMI,12,6
MultiVarSel,8,5
multivator,80,19
multiverse,167,56
multiview,77,44
multiwave,44,19
multiway,84,17
MultiwayRegression,3,3
multiwayvcov,3,1
MultNonParam,60,36
MultOrdRS,12,9
MultSurvTests,7,5
multxpert,24,15
MulvariateRandomForestVarImp,13,8
MuMIn,287,76
mumm,5,5
munfold,49,26
munsell,51,28
munsellinterpol,181,80
muRL,5,5
murphydiagram,46,23
muRty,18,9
MUS,10,8
musclesyneRgies,15,7
music,26,11
musica,46,17
mustashe,34,21
mutoss,145,105
mutossGUI,17,7
mutSignatures,54,26
mutualinf,40,8
MuViCP,72,39
MVA,6,4
mvabund,360,102
MVar,73,39
MVar.pt,73,39
MvBinary,48,22
mvbutils,1,1
mvctm,28,14
mvdalab,130,82
mverse,85,42
mvgb,3,3
mvglmmRank,250,29
mvGPS,7,4
mvinfluence,20,12
MVLM,10,7
mvLSW,32,17
