year,race,dollar_type,income_quintile,income_dollars
1973,"White, Not Hispanic",Current Dollars,Fourth,15723
1973,"White, Not Hispanic",Current Dollars,Highest,27941
1973,"White, Not Hispanic",Current Dollars,Top 5%,43111
1972,"White, Not Hispanic",Current Dollars,Lowest,2482
1972,"White, Not Hispanic",Current Dollars,Second,6436
1972,"White, Not Hispanic",Current Dollars,Middle,10239
1972,"White, Not Hispanic",Current Dollars,Fourth,14417
1972,"White, Not Hispanic",Current Dollars,Highest,25728
1972,"White, Not Hispanic",Current Dollars,Top 5%,39874
2019,"White, Not Hispanic",2019 Dollars,Lowest,17814
2019,"White, Not Hispanic",2019 Dollars,Second,45661
2019,"White, Not Hispanic",2019 Dollars,Middle,76252
2019,"White, Not Hispanic",2019 Dollars,Fourth,120584
2019,"White, Not Hispanic",2019 Dollars,Highest,272981
2019,"White, Not Hispanic",2019 Dollars,Top 5%,485622
2018,"White, Not Hispanic",2019 Dollars,Lowest,16720
2018,"White, Not Hispanic",2019 Dollars,Second,43231
2018,"White, Not Hispanic",2019 Dollars,Middle,72093
2018,"White, Not Hispanic",2019 Dollars,Fourth,112588
2018,"White, Not Hispanic",2019 Dollars,Highest,255574
2018,"White, Not Hispanic",2019 Dollars,Top 5%,454495
2017,"White, Not Hispanic",2019 Dollars,Lowest,16233
2017,"White, Not Hispanic",2019 Dollars,Second,41542
2017,"White, Not Hispanic",2019 Dollars,Middle,71205
2017,"White, Not Hispanic",2019 Dollars,Fourth,112485
2017,"White, Not Hispanic",2019 Dollars,Highest,245860
2017,"White, Not Hispanic",2019 Dollars,Top 5%,424564
2016,"White, Not Hispanic",2019 Dollars,Lowest,16163
2016,"White, Not Hispanic",2019 Dollars,Second,41241
2016,"White, Not Hispanic",2019 Dollars,Middle,69501
2016,"White, Not Hispanic",2019 Dollars,Fourth,110013
2016,"White, Not Hispanic",2019 Dollars,Highest,241201
2016,"White, Not Hispanic",2019 Dollars,Top 5%,417881
2015,"White, Not Hispanic",2019 Dollars,Lowest,15984
2015,"White, Not Hispanic",2019 Dollars,Second,39910
2015,"White, Not Hispanic",2019 Dollars,Middle,68403
2015,"White, Not Hispanic",2019 Dollars,Fourth,108008
2015,"White, Not Hispanic",2019 Dollars,Highest,229470
2015,"White, Not Hispanic",2019 Dollars,Top 5%,393177
2014,"White, Not Hispanic",2019 Dollars,Lowest,14730
2014,"White, Not Hispanic",2019 Dollars,Second,37988
2014,"White, Not Hispanic",2019 Dollars,Middle,65075
2014,"White, Not Hispanic",2019 Dollars,Fourth,103569
2014,"White, Not Hispanic",2019 Dollars,Highest,224342
2014,"White, Not Hispanic",2019 Dollars,Top 5%,382976
2013,"White, Not Hispanic",2019 Dollars,Lowest,14965
2013,"White, Not Hispanic",2019 Dollars,Second,38734
2013,"White, Not Hispanic",2019 Dollars,Middle,66156
2013,"White, Not Hispanic",2019 Dollars,Fourth,103070
2013,"White, Not Hispanic",2019 Dollars,Highest,223529
2013,"White, Not Hispanic",2019 Dollars,Top 5%,379885
2012,"White, Not Hispanic",2019 Dollars,Lowest,15311
2012,"White, Not Hispanic",2019 Dollars,Second,37644
2012,"White, Not Hispanic",2019 Dollars,Middle,63735
2012,"White, Not Hispanic",2019 Dollars,Fourth,99684
2012,"White, Not Hispanic",2019 Dollars,Highest,217816
2012,"White, Not Hispanic",2019 Dollars,Top 5%,382539
2011,"White, Not Hispanic",2019 Dollars,Lowest,15279
2011,"White, Not Hispanic",2019 Dollars,Second,37731
2011,"White, Not Hispanic",2019 Dollars,Middle,63203
2011,"White, Not Hispanic",2019 Dollars,Fourth,99379
2011,"White, Not Hispanic",2019 Dollars,Highest,217657
2011,"White, Not Hispanic",2019 Dollars,Top 5%,380897
2010,"White, Not Hispanic",2019 Dollars,Lowest,15321
2010,"White, Not Hispanic",2019 Dollars,Second,37971
2010,"White, Not Hispanic",2019 Dollars,Middle,64154
2010,"White, Not Hispanic",2019 Dollars,Fourth,100718
2010,"White, Not Hispanic",2019 Dollars,Highest,212703
2010,"White, Not Hispanic",2019 Dollars,Top 5%,361318
2009,"White, Not Hispanic",2019 Dollars,Lowest,16173
2009,"White, Not Hispanic",2019 Dollars,Second,39277
2009,"White, Not Hispanic",2019 Dollars,Middle,65124
2009,"White, Not Hispanic",2019 Dollars,Fourth,101430
2009,"White, Not Hispanic",2019 Dollars,Highest,215414
2009,"White, Not Hispanic",2019 Dollars,Top 5%,370327
2008,"White, Not Hispanic",2019 Dollars,Lowest,16134
2008,"White, Not Hispanic",2019 Dollars,Second,39334
2008,"White, Not Hispanic",2019 Dollars,Middle,66184
2008,"White, Not Hispanic",2019 Dollars,Fourth,102508
2008,"White, Not Hispanic",2019 Dollars,Highest,216868
2008,"White, Not Hispanic",2019 Dollars,Top 5%,374319
2007,"White, Not Hispanic",2019 Dollars,Lowest,16537
2007,"White, Not Hispanic",2019 Dollars,Second,40663
2007,"White, Not Hispanic",2019 Dollars,Middle,67939
2007,"White, Not Hispanic",2019 Dollars,Fourth,105839
2007,"White, Not Hispanic",2019 Dollars,Highest,221304
2007,"White, Not Hispanic",2019 Dollars,Top 5%,378365
2006,"White, Not Hispanic",2019 Dollars,Lowest,16688
2006,"White, Not Hispanic",2019 Dollars,Second,40664
2006,"White, Not Hispanic",2019 Dollars,Middle,67267
2006,"White, Not Hispanic",2019 Dollars,Fourth,104687
2006,"White, Not Hispanic",2019 Dollars,Highest,226670
2006,"White, Not Hispanic",2019 Dollars,Top 5%,400642
2005,"White, Not Hispanic",2019 Dollars,Lowest,16235
2005,"White, Not Hispanic",2019 Dollars,Second,40107
2005,"White, Not Hispanic",2019 Dollars,Middle,66673
2005,"White, Not Hispanic",2019 Dollars,Fourth,103025
2005,"White, Not Hispanic",2019 Dollars,Highest,224103
2005,"White, Not Hispanic",2019 Dollars,Top 5%,398341
2004,"White, Not Hispanic",2019 Dollars,Lowest,16007
2004,"White, Not Hispanic",2019 Dollars,Second,39440
2004,"White, Not Hispanic",2019 Dollars,Middle,66246
2004,"White, Not Hispanic",2019 Dollars,Fourth,102453
2004,"White, Not Hispanic",2019 Dollars,Highest,218549
2004,"White, Not Hispanic",2019 Dollars,Top 5%,381829
2003,"White, Not Hispanic",2019 Dollars,Lowest,16102
2003,"White, Not Hispanic",2019 Dollars,Second,39877
2003,"White, Not Hispanic",2019 Dollars,Middle,66672
2003,"White, Not Hispanic",2019 Dollars,Fourth,103604
2003,"White, Not Hispanic",2019 Dollars,Highest,218851
2003,"White, Not Hispanic",2019 Dollars,Top 5%,380084
2002,"White, Not Hispanic",2019 Dollars,Lowest,16277
2002,"White, Not Hispanic",2019 Dollars,Second,40091
2002,"White, Not Hispanic",2019 Dollars,Middle,66939
2002,"White, Not Hispanic",2019 Dollars,Fourth,102986
2002,"White, Not Hispanic",2019 Dollars,Highest,216294
2002,"White, Not Hispanic",2019 Dollars,Top 5%,377446
2001,"White, Not Hispanic",2019 Dollars,Lowest,16593
2001,"White, Not Hispanic",2019 Dollars,Second,40445
2001,"White, Not Hispanic",2019 Dollars,Middle,67052
2001,"White, Not Hispanic",2019 Dollars,Fourth,103469
2001,"White, Not Hispanic",2019 Dollars,Highest,224387
2001,"White, Not Hispanic",2019 Dollars,Top 5%,401506
2000,"White, Not Hispanic",2019 Dollars,Lowest,16927
2000,"White, Not Hispanic",2019 Dollars,Second,41245
2000,"White, Not Hispanic",2019 Dollars,Middle,67981
2000,"White, Not Hispanic",2019 Dollars,Fourth,104226
2000,"White, Not Hispanic",2019 Dollars,Highest,224105
2000,"White, Not Hispanic",2019 Dollars,Top 5%,398987
1999,"White, Not Hispanic",2019 Dollars,Lowest,17437
1999,"White, Not Hispanic",2019 Dollars,Second,41326
1999,"White, Not Hispanic",2019 Dollars,Middle,68072
1999,"White, Not Hispanic",2019 Dollars,Fourth,103933
1999,"White, Not Hispanic",2019 Dollars,Highest,220122
1999,"White, Not Hispanic",2019 Dollars,Top 5%,385797
1998,"White, Not Hispanic",2019 Dollars,Lowest,16990
1998,"White, Not Hispanic",2019 Dollars,Second,41020
1998,"White, Not Hispanic",2019 Dollars,Middle,67182
1998,"White, Not Hispanic",2019 Dollars,Fourth,101425
1998,"White, Not Hispanic",2019 Dollars,Highest,213101
1998,"White, Not Hispanic",2019 Dollars,Top 5%,374052
1997,"White, Not Hispanic",2019 Dollars,Lowest,16323
1997,"White, Not Hispanic",2019 Dollars,Second,39283
1997,"White, Not Hispanic",2019 Dollars,Middle,64714
1997,"White, Not Hispanic",2019 Dollars,Fourth,98319
1997,"White, Not Hispanic",2019 Dollars,Highest,208092
1997,"White, Not Hispanic",2019 Dollars,Top 5%,367805
1996,"White, Not Hispanic",2019 Dollars,Lowest,16221
1996,"White, Not Hispanic",2019 Dollars,Second,38469
1996,"White, Not Hispanic",2019 Dollars,Middle,63129
1996,"White, Not Hispanic",2019 Dollars,Fourth,95369
1996,"White, Not Hispanic",2019 Dollars,Highest,197626
1996,"White, Not Hispanic",2019 Dollars,Top 5%,343103
1995,"White, Not Hispanic",2019 Dollars,Lowest,16327
1995,"White, Not Hispanic",2019 Dollars,Second,38369
1995,"White, Not Hispanic",2019 Dollars,Middle,62267
1995,"White, Not Hispanic",2019 Dollars,Fourth,93677
1995,"White, Not Hispanic",2019 Dollars,Highest,192541
1995,"White, Not Hispanic",2019 Dollars,Top 5%,330780
1994,"White, Not Hispanic",2019 Dollars,Lowest,15353
1994,"White, Not Hispanic",2019 Dollars,Second,36716
1994,"White, Not Hispanic",2019 Dollars,Middle,60178
1994,"White, Not Hispanic",2019 Dollars,Fourth,91756
1994,"White, Not Hispanic",2019 Dollars,Highest,191156
1994,"White, Not Hispanic",2019 Dollars,Top 5%,332020
1993,"White, Not Hispanic",2019 Dollars,Lowest,15051
1993,"White, Not Hispanic",2019 Dollars,Second,36603
1993,"White, Not Hispanic",2019 Dollars,Middle,59758
1993,"White, Not Hispanic",2019 Dollars,Fourth,90495
1993,"White, Not Hispanic",2019 Dollars,Highest,186176
1993,"White, Not Hispanic",2019 Dollars,Top 5%,319969
1992,"White, Not Hispanic",2019 Dollars,Lowest,15257
1992,"White, Not Hispanic",2019 Dollars,Second,36609
1992,"White, Not Hispanic",2019 Dollars,Middle,59790
1992,"White, Not Hispanic",2019 Dollars,Fourth,89713
1992,"White, Not Hispanic",2019 Dollars,Highest,171411
1992,"White, Not Hispanic",2019 Dollars,Top 5%,272169
1991,"White, Not Hispanic",2019 Dollars,Lowest,15482
1991,"White, Not Hispanic",2019 Dollars,Second,37028
1991,"White, Not Hispanic",2019 Dollars,Middle,59728
1991,"White, Not Hispanic",2019 Dollars,Fourth,89319
1991,"White, Not Hispanic",2019 Dollars,Highest,168984
1991,"White, Not Hispanic",2019 Dollars,Top 5%,263570
1990,"White, Not Hispanic",2019 Dollars,Lowest,15874
1990,"White, Not Hispanic",2019 Dollars,Second,38029
1990,"White, Not Hispanic",2019 Dollars,Middle,60845
1990,"White, Not Hispanic",2019 Dollars,Fourth,90314
1990,"White, Not Hispanic",2019 Dollars,Highest,173281
1990,"White, Not Hispanic",2019 Dollars,Top 5%,276384
1989,"White, Not Hispanic",2019 Dollars,Lowest,16180
1989,"White, Not Hispanic",2019 Dollars,Second,38460
1989,"White, Not Hispanic",2019 Dollars,Middle,62043
1989,"White, Not Hispanic",2019 Dollars,Fourth,92021
1989,"White, Not Hispanic",2019 Dollars,Highest,178604
1989,"White, Not Hispanic",2019 Dollars,Top 5%,289292
1988,"White, Not Hispanic",2019 Dollars,Lowest,15745
1988,"White, Not Hispanic",2019 Dollars,Second,38029
1988,"White, Not Hispanic",2019 Dollars,Middle,61505
1988,"White, Not Hispanic",2019 Dollars,Fourth,90733
1988,"White, Not Hispanic",2019 Dollars,Highest,171029
1988,"White, Not Hispanic",2019 Dollars,Top 5%,269528
1987,"White, Not Hispanic",2019 Dollars,Lowest,15455
1987,"White, Not Hispanic",2019 Dollars,Second,37605
1987,"White, Not Hispanic",2019 Dollars,Middle,60920
1987,"White, Not Hispanic",2019 Dollars,Fourth,89792
1987,"White, Not Hispanic",2019 Dollars,Highest,168149
1987,"White, Not Hispanic",2019 Dollars,Top 5%,264705
1986,"White, Not Hispanic",2019 Dollars,Lowest,14881
1986,"White, Not Hispanic",2019 Dollars,Second,36837
1986,"White, Not Hispanic",2019 Dollars,Middle,59822
1986,"White, Not Hispanic",2019 Dollars,Fourth,88183
1986,"White, Not Hispanic",2019 Dollars,Highest,165117
1986,"White, Not Hispanic",2019 Dollars,Top 5%,259158
1985,"White, Not Hispanic",2019 Dollars,Lowest,14494
1985,"White, Not Hispanic",2019 Dollars,Second,35762
1985,"White, Not Hispanic",2019 Dollars,Middle,57672
1985,"White, Not Hispanic",2019 Dollars,Fourth,85045
1985,"White, Not Hispanic",2019 Dollars,Highest,157492
1985,"White, Not Hispanic",2019 Dollars,Top 5%,243291
1984,"White, Not Hispanic",2019 Dollars,Lowest,14606
1984,"White, Not Hispanic",2019 Dollars,Second,35225
1984,"White, Not Hispanic",2019 Dollars,Middle,56621
1984,"White, Not Hispanic",2019 Dollars,Fourth,83533
1984,"White, Not Hispanic",2019 Dollars,Highest,151895
1984,"White, Not Hispanic",2019 Dollars,Top 5%,229101
1983,"White, Not Hispanic",2019 Dollars,Lowest,14225
1983,"White, Not Hispanic",2019 Dollars,Second,34392
1983,"White, Not Hispanic",2019 Dollars,Middle,55163
1983,"White, Not Hispanic",2019 Dollars,Fourth,81129
1983,"White, Not Hispanic",2019 Dollars,Highest,147410
1983,"White, Not Hispanic",2019 Dollars,Top 5%,222818
1982,"White, Not Hispanic",2019 Dollars,Lowest,13804
1982,"White, Not Hispanic",2019 Dollars,Second,34069
1982,"White, Not Hispanic",2019 Dollars,Middle,54734
1982,"White, Not Hispanic",2019 Dollars,Fourth,80015
1982,"White, Not Hispanic",2019 Dollars,Highest,145168
1982,"White, Not Hispanic",2019 Dollars,Top 5%,218602
1981,"White, Not Hispanic",2019 Dollars,Lowest,13999
1981,"White, Not Hispanic",2019 Dollars,Second,33955
1981,"White, Not Hispanic",2019 Dollars,Middle,55008
1981,"White, Not Hispanic",2019 Dollars,Fourth,80261
1981,"White, Not Hispanic",2019 Dollars,Highest,142139
1981,"White, Not Hispanic",2019 Dollars,Top 5%,211159
1980,"White, Not Hispanic",2019 Dollars,Lowest,14352
1980,"White, Not Hispanic",2019 Dollars,Second,34889
1980,"White, Not Hispanic",2019 Dollars,Middle,56034
1980,"White, Not Hispanic",2019 Dollars,Fourth,80830
1980,"White, Not Hispanic",2019 Dollars,Highest,142709
1980,"White, Not Hispanic",2019 Dollars,Top 5%,213029
1979,"White, Not Hispanic",2019 Dollars,Lowest,14665
1979,"White, Not Hispanic",2019 Dollars,Second,35766
1979,"White, Not Hispanic",2019 Dollars,Middle,57598
1979,"White, Not Hispanic",2019 Dollars,Fourth,82876
1979,"White, Not Hispanic",2019 Dollars,Highest,147721
1979,"White, Not Hispanic",2019 Dollars,Top 5%,225498
1978,"White, Not Hispanic",2019 Dollars,Lowest,14624
1978,"White, Not Hispanic",2019 Dollars,Second,35360
1978,"White, Not Hispanic",2019 Dollars,Middle,57232
1978,"White, Not Hispanic",2019 Dollars,Fourth,82253
1978,"White, Not Hispanic",2019 Dollars,Highest,146002
1978,"White, Not Hispanic",2019 Dollars,Top 5%,223062
1977,"White, Not Hispanic",2019 Dollars,Lowest,14016
1977,"White, Not Hispanic",2019 Dollars,Second,34502
1977,"White, Not Hispanic",2019 Dollars,Middle,55816
1977,"White, Not Hispanic",2019 Dollars,Fourth,80210
1977,"White, Not Hispanic",2019 Dollars,Highest,141791
1977,"White, Not Hispanic",2019 Dollars,Top 5%,217619
1976,"White, Not Hispanic",2019 Dollars,Lowest,14200
1976,"White, Not Hispanic",2019 Dollars,Second,34442
1976,"White, Not Hispanic",2019 Dollars,Middle,55336
1976,"White, Not Hispanic",2019 Dollars,Fourth,78844
1976,"White, Not Hispanic",2019 Dollars,Highest,138682
1976,"White, Not Hispanic",2019 Dollars,Top 5%,211958
1975,"White, Not Hispanic",2019 Dollars,Lowest,13795
1975,"White, Not Hispanic",2019 Dollars,Second,33629
1975,"White, Not Hispanic",2019 Dollars,Middle,53910
1975,"White, Not Hispanic",2019 Dollars,Fourth,76977
1975,"White, Not Hispanic",2019 Dollars,Highest,134990
1975,"White, Not Hispanic",2019 Dollars,Top 5%,205312
1974,"White, Not Hispanic",2019 Dollars,Lowest,14211
1974,"White, Not Hispanic",2019 Dollars,Second,35240
1974,"White, Not Hispanic",2019 Dollars,Middle,55331
1974,"White, Not Hispanic",2019 Dollars,Fourth,78718
1974,"White, Not Hispanic",2019 Dollars,Highest,138438
1974,"White, Not Hispanic",2019 Dollars,Top 5%,210671
1973,"White, Not Hispanic",2019 Dollars,Lowest,14194
1973,"White, Not Hispanic",2019 Dollars,Second,35773
1973,"White, Not Hispanic",2019 Dollars,Middle,57223
1973,"White, Not Hispanic",2019 Dollars,Fourth,81092
1973,"White, Not Hispanic",2019 Dollars,Highest,144107
1973,"White, Not Hispanic",2019 Dollars,Top 5%,222346
1972,"White, Not Hispanic",2019 Dollars,Lowest,13602
1972,"White, Not Hispanic",2019 Dollars,Second,35272
1972,"White, Not Hispanic",2019 Dollars,Middle,56113
1972,"White, Not Hispanic",2019 Dollars,Fourth,79010
1972,"White, Not Hispanic",2019 Dollars,Highest,140998
1972,"White, Not Hispanic",2019 Dollars,Top 5%,218523
