year,race,number,income_median,income_med_moe,income_mean,income_mean_moe,income_bracket,income_distribution
1995,Black Alone,11577000,37421,1050,50802,1429,"$75,000 to $99,999",9.3
1995,Black Alone,11577000,37421,1050,50802,1429,"$100,000 to $149,999",8.9
1995,Black Alone,11577000,37421,1050,50802,1429,"$150,000 to $199,999",1.9
1995,Black Alone,11577000,37421,1050,50802,1429,"$200,000 and over",1.2
1994,Black Alone,11655000,35985,1101,50073,1182,"Under $15,000",23.3
1994,Black Alone,11655000,35985,1101,50073,1182,"$15,000 to $24,999",14
1994,Black Alone,11655000,35985,1101,50073,1182,"$25,000 to $34,999",11.9
1994,Black Alone,11655000,35985,1101,50073,1182,"$35,000 to $49,999",14.1
1994,Black Alone,11655000,35985,1101,50073,1182,"$50,000 to $74,999",14.7
1994,Black Alone,11655000,35985,1101,50073,1182,"$75,000 to $99,999",9.7
1994,Black Alone,11655000,35985,1101,50073,1182,"$100,000 to $149,999",8.4
1994,Black Alone,11655000,35985,1101,50073,1182,"$150,000 to $199,999",2.5
1994,Black Alone,11655000,35985,1101,50073,1182,"$200,000 and over",1.4
1993,Black Alone,11281000,34126,1109,47572,1299,"Under $15,000",25.2
1993,Black Alone,11281000,34126,1109,47572,1299,"$15,000 to $24,999",14.4
1993,Black Alone,11281000,34126,1109,47572,1299,"$25,000 to $34,999",12
1993,Black Alone,11281000,34126,1109,47572,1299,"$35,000 to $49,999",14.1
1993,Black Alone,11281000,34126,1109,47572,1299,"$50,000 to $74,999",14.8
1993,Black Alone,11281000,34126,1109,47572,1299,"$75,000 to $99,999",8.7
1993,Black Alone,11281000,34126,1109,47572,1299,"$100,000 to $149,999",7.5
1993,Black Alone,11281000,34126,1109,47572,1299,"$150,000 to $199,999",2.2
1993,Black Alone,11281000,34126,1109,47572,1299,"$200,000 and over",1.2
1992,Black Alone,11269000,33593,1128,45585,1017,"Under $15,000",26.2
1992,Black Alone,11269000,33593,1128,45585,1017,"$15,000 to $24,999",14.1
1992,Black Alone,11269000,33593,1128,45585,1017,"$25,000 to $34,999",11.3
1992,Black Alone,11269000,33593,1128,45585,1017,"$35,000 to $49,999",13.9
1992,Black Alone,11269000,33593,1128,45585,1017,"$50,000 to $74,999",15.9
1992,Black Alone,11269000,33593,1128,45585,1017,"$75,000 to $99,999",8.9
1992,Black Alone,11269000,33593,1128,45585,1017,"$100,000 to $149,999",6.8
1992,Black Alone,11269000,33593,1128,45585,1017,"$150,000 to $199,999",2.1
1992,Black Alone,11269000,33593,1128,45585,1017,"$200,000 and over",0.9
1991,Black Alone,11083000,34524,1193,45971,987,"Under $15,000",26
1991,Black Alone,11083000,34524,1193,45971,987,"$15,000 to $24,999",13.3
1991,Black Alone,11083000,34524,1193,45971,987,"$25,000 to $34,999",11.3
1991,Black Alone,11083000,34524,1193,45971,987,"$35,000 to $49,999",13.9
1991,Black Alone,11083000,34524,1193,45971,987,"$50,000 to $74,999",16.4
1991,Black Alone,11083000,34524,1193,45971,987,"$75,000 to $99,999",9.2
1991,Black Alone,11083000,34524,1193,45971,987,"$100,000 to $149,999",7.1
1991,Black Alone,11083000,34524,1193,45971,987,"$150,000 to $199,999",1.9
1991,Black Alone,11083000,34524,1193,45971,987,"$200,000 and over",0.8
1990,Black Alone,10671000,35531,1333,47208,1048,"Under $15,000",24.9
1990,Black Alone,10671000,35531,1333,47208,1048,"$15,000 to $24,999",13.9
1990,Black Alone,10671000,35531,1333,47208,1048,"$25,000 to $34,999",10.9
1990,Black Alone,10671000,35531,1333,47208,1048,"$35,000 to $49,999",14.1
1990,Black Alone,10671000,35531,1333,47208,1048,"$50,000 to $74,999",16.5
1990,Black Alone,10671000,35531,1333,47208,1048,"$75,000 to $99,999",9.4
1990,Black Alone,10671000,35531,1333,47208,1048,"$100,000 to $149,999",7.3
1990,Black Alone,10671000,35531,1333,47208,1048,"$150,000 to $199,999",2.1
1990,Black Alone,10671000,35531,1333,47208,1048,"$200,000 and over",0.9
1989,Black Alone,10486000,36099,1208,47901,1071,"Under $15,000",24.7
1989,Black Alone,10486000,36099,1208,47901,1071,"$15,000 to $24,999",13.4
1989,Black Alone,10486000,36099,1208,47901,1071,"$25,000 to $34,999",11
1989,Black Alone,10486000,36099,1208,47901,1071,"$35,000 to $49,999",14.3
1989,Black Alone,10486000,36099,1208,47901,1071,"$50,000 to $74,999",16.4
1989,Black Alone,10486000,36099,1208,47901,1071,"$75,000 to $99,999",9.1
1989,Black Alone,10486000,36099,1208,47901,1071,"$100,000 to $149,999",8.2
1989,Black Alone,10486000,36099,1208,47901,1071,"$150,000 to $199,999",2.2
1989,Black Alone,10486000,36099,1208,47901,1071,"$200,000 and over",0.8
1988,Black Alone,10561000,34185,1172,46832,1124,"Under $15,000",25.3
1988,Black Alone,10561000,34185,1172,46832,1124,"$15,000 to $24,999",14.2
1988,Black Alone,10561000,34185,1172,46832,1124,"$25,000 to $34,999",11.3
1988,Black Alone,10561000,34185,1172,46832,1124,"$35,000 to $49,999",13.8
1988,Black Alone,10561000,34185,1172,46832,1124,"$50,000 to $74,999",15.3
1988,Black Alone,10561000,34185,1172,46832,1124,"$75,000 to $99,999",9.2
1988,Black Alone,10561000,34185,1172,46832,1124,"$100,000 to $149,999",8
1988,Black Alone,10561000,34185,1172,46832,1124,"$150,000 to $199,999",2
1988,Black Alone,10561000,34185,1172,46832,1124,"$200,000 and over",1
1987,Black Alone,10192000,33833,1065,45683,1033,"Under $15,000",25.7
1987,Black Alone,10192000,33833,1065,45683,1033,"$15,000 to $24,999",14.2
1987,Black Alone,10192000,33833,1065,45683,1033,"$25,000 to $34,999",11.6
1987,Black Alone,10192000,33833,1065,45683,1033,"$35,000 to $49,999",15.1
1987,Black Alone,10192000,33833,1065,45683,1033,"$50,000 to $74,999",14.7
1987,Black Alone,10192000,33833,1065,45683,1033,"$75,000 to $99,999",9
1987,Black Alone,10192000,33833,1065,45683,1033,"$100,000 to $149,999",6.9
1987,Black Alone,10192000,33833,1065,45683,1033,"$150,000 to $199,999",1.6
1987,Black Alone,10192000,33833,1065,45683,1033,"$200,000 and over",1.1
1986,Black Alone,9922000,33675,1087,45180,1010,"Under $15,000",25.7
1986,Black Alone,9922000,33675,1087,45180,1010,"$15,000 to $24,999",14.2
1986,Black Alone,9922000,33675,1087,45180,1010,"$25,000 to $34,999",11.8
1986,Black Alone,9922000,33675,1087,45180,1010,"$35,000 to $49,999",13.9
1986,Black Alone,9922000,33675,1087,45180,1010,"$50,000 to $74,999",16
1986,Black Alone,9922000,33675,1087,45180,1010,"$75,000 to $99,999",9.3
1986,Black Alone,9922000,33675,1087,45180,1010,"$100,000 to $149,999",6.4
1986,Black Alone,9922000,33675,1087,45180,1010,"$150,000 to $199,999",1.9
1986,Black Alone,9922000,33675,1087,45180,1010,"$200,000 and over",0.7
1985,Black Alone,9797000,33671,1076,43933,938,"Under $15,000",25
1985,Black Alone,9797000,33671,1076,43933,938,"$15,000 to $24,999",15.2
1985,Black Alone,9797000,33671,1076,43933,938,"$25,000 to $34,999",11.9
1985,Black Alone,9797000,33671,1076,43933,938,"$35,000 to $49,999",14.8
1985,Black Alone,9797000,33671,1076,43933,938,"$50,000 to $74,999",15.8
1985,Black Alone,9797000,33671,1076,43933,938,"$75,000 to $99,999",8.6
1985,Black Alone,9797000,33671,1076,43933,938,"$100,000 to $149,999",6.9
1985,Black Alone,9797000,33671,1076,43933,938,"$150,000 to $199,999",1.2
1985,Black Alone,9797000,33671,1076,43933,938,"$200,000 and over",0.6
1984,Black Alone,9480000,31659,1001,42223,854,"Under $15,000",25.5
1984,Black Alone,9480000,31659,1001,42223,854,"$15,000 to $24,999",16.1
1984,Black Alone,9480000,31659,1001,42223,854,"$25,000 to $34,999",12.4
1984,Black Alone,9480000,31659,1001,42223,854,"$35,000 to $49,999",15
1984,Black Alone,9480000,31659,1001,42223,854,"$50,000 to $74,999",15.1
1984,Black Alone,9480000,31659,1001,42223,854,"$75,000 to $99,999",7.7
1984,Black Alone,9480000,31659,1001,42223,854,"$100,000 to $149,999",6.4
1984,Black Alone,9480000,31659,1001,42223,854,"$150,000 to $199,999",1.3
1984,Black Alone,9480000,31659,1001,42223,854,"$200,000 and over",0.4
1983,Black Alone,9236000,30426,938,40468,821,"Under $15,000",27.2
1983,Black Alone,9236000,30426,938,40468,821,"$15,000 to $24,999",15.9
1983,Black Alone,9236000,30426,938,40468,821,"$25,000 to $34,999",12.5
1983,Black Alone,9236000,30426,938,40468,821,"$35,000 to $49,999",14.3
1983,Black Alone,9236000,30426,938,40468,821,"$50,000 to $74,999",15
1983,Black Alone,9236000,30426,938,40468,821,"$75,000 to $99,999",8.1
1983,Black Alone,9236000,30426,938,40468,821,"$100,000 to $149,999",5.7
1983,Black Alone,9236000,30426,938,40468,821,"$150,000 to $199,999",1.1
1983,Black Alone,9236000,30426,938,40468,821,"$200,000 and over",0.2
1982,Black Alone,8916000,30549,806,40195,827,"Under $15,000",26.3
1982,Black Alone,8916000,30549,806,40195,827,"$15,000 to $24,999",15.6
1982,Black Alone,8916000,30549,806,40195,827,"$25,000 to $34,999",13.7
1982,Black Alone,8916000,30549,806,40195,827,"$35,000 to $49,999",13.2
1982,Black Alone,8916000,30549,806,40195,827,"$50,000 to $74,999",16.9
1982,Black Alone,8916000,30549,806,40195,827,"$75,000 to $99,999",8.4
1982,Black Alone,8916000,30549,806,40195,827,"$100,000 to $149,999",4.4
1982,Black Alone,8916000,30549,806,40195,827,"$150,000 to $199,999",1
1982,Black Alone,8916000,30549,806,40195,827,"$200,000 and over",0.3
1981,Black Alone,8961000,30610,846,40211,801,"Under $15,000",26.6
1981,Black Alone,8961000,30610,846,40211,801,"$15,000 to $24,999",16
1981,Black Alone,8961000,30610,846,40211,801,"$25,000 to $34,999",13.1
1981,Black Alone,8961000,30610,846,40211,801,"$35,000 to $49,999",13.8
1981,Black Alone,8961000,30610,846,40211,801,"$50,000 to $74,999",15.5
1981,Black Alone,8961000,30610,846,40211,801,"$75,000 to $99,999",8.4
1981,Black Alone,8961000,30610,846,40211,801,"$100,000 to $149,999",5.6
1981,Black Alone,8961000,30610,846,40211,801,"$150,000 to $199,999",0.9
1981,Black Alone,8961000,30610,846,40211,801,"$200,000 and over",0.1
1980,Black Alone,8847000,31885,989,41382,838,"Under $15,000",24.9
1980,Black Alone,8847000,31885,989,41382,838,"$15,000 to $24,999",16.3
1980,Black Alone,8847000,31885,989,41382,838,"$25,000 to $34,999",12.6
1980,Black Alone,8847000,31885,989,41382,838,"$35,000 to $49,999",14.7
1980,Black Alone,8847000,31885,989,41382,838,"$50,000 to $74,999",16.6
1980,Black Alone,8847000,31885,989,41382,838,"$75,000 to $99,999",8.2
1980,Black Alone,8847000,31885,989,41382,838,"$100,000 to $149,999",5.6
1980,Black Alone,8847000,31885,989,41382,838,"$150,000 to $199,999",0.9
1980,Black Alone,8847000,31885,989,41382,838,"$200,000 and over",0.3
1979,Black Alone,8586000,33378,1002,42828,867,"Under $15,000",23.7
1979,Black Alone,8586000,33378,1002,42828,867,"$15,000 to $24,999",15.8
1979,Black Alone,8586000,33378,1002,42828,867,"$25,000 to $34,999",13
1979,Black Alone,8586000,33378,1002,42828,867,"$35,000 to $49,999",14.7
1979,Black Alone,8586000,33378,1002,42828,867,"$50,000 to $74,999",16.3
1979,Black Alone,8586000,33378,1002,42828,867,"$75,000 to $99,999",9.2
1979,Black Alone,8586000,33378,1002,42828,867,"$100,000 to $149,999",6.1
1979,Black Alone,8586000,33378,1002,42828,867,"$150,000 to $199,999",1
1979,Black Alone,8586000,33378,1002,42828,867,"$200,000 and over",0.3
1978,Black Alone,8066000,33939,1181,43373,931,"Under $15,000",23.4
1978,Black Alone,8066000,33939,1181,43373,931,"$15,000 to $24,999",15.4
1978,Black Alone,8066000,33939,1181,43373,931,"$25,000 to $34,999",12.6
1978,Black Alone,8066000,33939,1181,43373,931,"$35,000 to $49,999",14.5
1978,Black Alone,8066000,33939,1181,43373,931,"$50,000 to $74,999",17.5
1978,Black Alone,8066000,33939,1181,43373,931,"$75,000 to $99,999",8.6
1978,Black Alone,8066000,33939,1181,43373,931,"$100,000 to $149,999",6.7
1978,Black Alone,8066000,33939,1181,43373,931,"$150,000 to $199,999",1.1
1978,Black Alone,8066000,33939,1181,43373,931,"$200,000 and over",0.2
1977,Black Alone,7977000,32455,716,41585,609,"Under $15,000",22.9
1977,Black Alone,7977000,32455,716,41585,609,"$15,000 to $24,999",17.5
1977,Black Alone,7977000,32455,716,41585,609,"$25,000 to $34,999",13.4
1977,Black Alone,7977000,32455,716,41585,609,"$35,000 to $49,999",14.9
1977,Black Alone,7977000,32455,716,41585,609,"$50,000 to $74,999",16.4
1977,Black Alone,7977000,32455,716,41585,609,"$75,000 to $99,999",8.4
1977,Black Alone,7977000,32455,716,41585,609,"$100,000 to $149,999",5.3
1977,Black Alone,7977000,32455,716,41585,609,"$150,000 to $199,999",0.7
1977,Black Alone,7977000,32455,716,41585,609,"$200,000 and over",0.4
1976,Black Alone,7776000,32373,660,41362,607,"Under $15,000",23.1
1976,Black Alone,7776000,32373,660,41362,607,"$15,000 to $24,999",17.6
1976,Black Alone,7776000,32373,660,41362,607,"$25,000 to $34,999",12.7
1976,Black Alone,7776000,32373,660,41362,607,"$35,000 to $49,999",14.8
1976,Black Alone,7776000,32373,660,41362,607,"$50,000 to $74,999",17.3
1976,Black Alone,7776000,32373,660,41362,607,"$75,000 to $99,999",8.7
1976,Black Alone,7776000,32373,660,41362,607,"$100,000 to $149,999",4.8
1976,Black Alone,7776000,32373,660,41362,607,"$150,000 to $199,999",0.6
1976,Black Alone,7776000,32373,660,41362,607,"$200,000 and over",0.3
1975,Black Alone,7489000,32096,777,40063,584,"Under $15,000",24.3
1975,Black Alone,7489000,32096,777,40063,584,"$15,000 to $24,999",16.9
1975,Black Alone,7489000,32096,777,40063,584,"$25,000 to $34,999",12.9
1975,Black Alone,7489000,32096,777,40063,584,"$35,000 to $49,999",15.7
1975,Black Alone,7489000,32096,777,40063,584,"$50,000 to $74,999",16.8
1975,Black Alone,7489000,32096,777,40063,584,"$75,000 to $99,999",8.3
1975,Black Alone,7489000,32096,777,40063,584,"$100,000 to $149,999",4.3
1975,Black Alone,7489000,32096,777,40063,584,"$150,000 to $199,999",0.7
1975,Black Alone,7489000,32096,777,40063,584,"$200,000 and over",0.1
1974,Black Alone,7263000,32652,648,40609,594,"Under $15,000",23
1974,Black Alone,7263000,32652,648,40609,594,"$15,000 to $24,999",16.4
1974,Black Alone,7263000,32652,648,40609,594,"$25,000 to $34,999",13.8
1974,Black Alone,7263000,32652,648,40609,594,"$35,000 to $49,999",16.2
1974,Black Alone,7263000,32652,648,40609,594,"$50,000 to $74,999",16.5
1974,Black Alone,7263000,32652,648,40609,594,"$75,000 to $99,999",8.7
1974,Black Alone,7263000,32652,648,40609,594,"$100,000 to $149,999",4.6
1974,Black Alone,7263000,32652,648,40609,594,"$150,000 to $199,999",0.6
1974,Black Alone,7263000,32652,648,40609,594,"$200,000 and over",0.2
1973,Black Alone,7040000,33447,857,41534,679,"Under $15,000",21.4
1973,Black Alone,7040000,33447,857,41534,679,"$15,000 to $24,999",16.9
1973,Black Alone,7040000,33447,857,41534,679,"$25,000 to $34,999",12.9
1973,Black Alone,7040000,33447,857,41534,679,"$35,000 to $49,999",16.2
1973,Black Alone,7040000,33447,857,41534,679,"$50,000 to $74,999",17.9
1973,Black Alone,7040000,33447,857,41534,679,"$75,000 to $99,999",8.6
1973,Black Alone,7040000,33447,857,41534,679,"$100,000 to $149,999",4.7
1973,Black Alone,7040000,33447,857,41534,679,"$150,000 to $199,999",0.9
1973,Black Alone,7040000,33447,857,41534,679,"$200,000 and over",0.4
1972,Black Alone,6809000,32542,802,41108,721,"Under $15,000",23.1
1972,Black Alone,6809000,32542,802,41108,721,"$15,000 to $24,999",16.5
1972,Black Alone,6809000,32542,802,41108,721,"$25,000 to $34,999",13.8
1972,Black Alone,6809000,32542,802,41108,721,"$35,000 to $49,999",15.9
1972,Black Alone,6809000,32542,802,41108,721,"$50,000 to $74,999",16
1972,Black Alone,6809000,32542,802,41108,721,"$75,000 to $99,999",9.2
1972,Black Alone,6809000,32542,802,41108,721,"$100,000 to $149,999",4.3
1972,Black Alone,6809000,32542,802,41108,721,"$150,000 to $199,999",0.8
1972,Black Alone,6809000,32542,802,41108,721,"$200,000 and over",0.4
1971,Black Alone,6578000,31486,771,39016,659,"Under $15,000",24.7
1971,Black Alone,6578000,31486,771,39016,659,"$15,000 to $24,999",16.2
1971,Black Alone,6578000,31486,771,39016,659,"$25,000 to $34,999",14.2
1971,Black Alone,6578000,31486,771,39016,659,"$35,000 to $49,999",16.3
1971,Black Alone,6578000,31486,771,39016,659,"$50,000 to $74,999",16.7
1971,Black Alone,6578000,31486,771,39016,659,"$75,000 to $99,999",7.3
1971,Black Alone,6578000,31486,771,39016,659,"$100,000 to $149,999",3.8
1971,Black Alone,6578000,31486,771,39016,659,"$150,000 to $199,999",0.6
1971,Black Alone,6578000,31486,771,39016,659,"$200,000 and over",0.2
1970,Black Alone,6180000,32624,737,39836,708,"Under $15,000",24.1
1970,Black Alone,6180000,32624,737,39836,708,"$15,000 to $24,999",15.8
1970,Black Alone,6180000,32624,737,39836,708,"$25,000 to $34,999",13.7
1970,Black Alone,6180000,32624,737,39836,708,"$35,000 to $49,999",17.1
1970,Black Alone,6180000,32624,737,39836,708,"$50,000 to $74,999",16.7
1970,Black Alone,6180000,32624,737,39836,708,"$75,000 to $99,999",7.4
1970,Black Alone,6180000,32624,737,39836,708,"$100,000 to $149,999",4.4
1970,Black Alone,6180000,32624,737,39836,708,"$150,000 to $199,999",0.6
1970,Black Alone,6180000,32624,737,39836,708,"$200,000 and over",0.2
1969,Black Alone,6053000,32717,793,38948,681,"Under $15,000",24
1969,Black Alone,6053000,32717,793,38948,681,"$15,000 to $24,999",16.1
1969,Black Alone,6053000,32717,793,38948,681,"$25,000 to $34,999",14.1
1969,Black Alone,6053000,32717,793,38948,681,"$35,000 to $49,999",17.7
1969,Black Alone,6053000,32717,793,38948,681,"$50,000 to $74,999",16.9
1969,Black Alone,6053000,32717,793,38948,681,"$75,000 to $99,999",6.7
1969,Black Alone,6053000,32717,793,38948,681,"$100,000 to $149,999",3.8
1969,Black Alone,6053000,32717,793,38948,681,"$150,000 to $199,999",0.5
1969,Black Alone,6053000,32717,793,38948,681,"$200,000 and over",0.1
1968,Black Alone,5870000,30701,733,37392,648,"Under $15,000",24.4
1968,Black Alone,5870000,30701,733,37392,648,"$15,000 to $24,999",17
1968,Black Alone,5870000,30701,733,37392,648,"$25,000 to $34,999",15.5
1968,Black Alone,5870000,30701,733,37392,648,"$35,000 to $49,999",16.2
1968,Black Alone,5870000,30701,733,37392,648,"$50,000 to $74,999",16.6
1968,Black Alone,5870000,30701,733,37392,648,"$75,000 to $99,999",6.5
1968,Black Alone,5870000,30701,733,37392,648,"$100,000 to $149,999",3.2
1968,Black Alone,5870000,30701,733,37392,648,"$150,000 to $199,999",0.4
1968,Black Alone,5870000,30701,733,37392,648,"$200,000 and over",0.1
1967,Black Alone,5728000,29026,795,34878,640,"Under $15,000",26.8
1967,Black Alone,5728000,29026,795,34878,640,"$15,000 to $24,999",17.7
1967,Black Alone,5728000,29026,795,34878,640,"$25,000 to $34,999",15.2
1967,Black Alone,5728000,29026,795,34878,640,"$35,000 to $49,999",16.4
1967,Black Alone,5728000,29026,795,34878,640,"$50,000 to $74,999",14.8
1967,Black Alone,5728000,29026,795,34878,640,"$75,000 to $99,999",5.5
1967,Black Alone,5728000,29026,795,34878,640,"$100,000 to $149,999",2.7
1967,Black Alone,5728000,29026,795,34878,640,"$150,000 to $199,999",0.6
1967,Black Alone,5728000,29026,795,34878,640,"$200,000 and over",0.3
