city,country,description,location,state,state_abbrev,longitude,latitude,city_longitude,city_latitude 
Madison,United States,ghost of Helen Vick still visits her fiancé's grave here.,Episcopal Chapel of the Cross,Mississippi,MS,-90.19048509999999,32.5218625,-90.1153638,32.4618086
Magee,United States,"This is said to be a place that has been rumored to have had caskets floating down the road on Halloween night, you can often feel a presence watching you from the woods. on this road there was a house that was said to drip blood when it rained. the house has long since been torn down.",casket hollow,Mississippi,MS,-89.7627629,31.8842438,-89.7336852,31.8737712
Mantachie,United States,strange lights and figures seen and sound for someone being beat.,Mount Pisgah Cemetery,Mississippi,MS,-88.4707028,34.3253074,-88.4911595,34.3242707
Meridian,United States,"When the Grand Opera House, ""The Lady"" as it is nicknamed, is haunted by a ghostly lady who reportedly sings on the stage.",Grand Opera House,Mississippi,MS,-88.70038389999999,32.3640398,-88.703656,32.3643098
Meridian,United States,"This antebellum home is haunted by 2 spirits. One is of a man who committed suicide in one of the back bedrooms. His heavy footsteps can still be heard from that upstairs bedroom. The other spirit is of a young lady. Although never linked to the house, she started making appearances when an antique photo was placed in the house for display. Late at night her ghost can be seen from an upstairs bedroom either glowing or holding a candle.",Merrehope,Mississippi,MS,-88.7100117,32.3664132,-88.703656,32.3643098
Meridian,United States,During about the 1800's a man named Stucky let travelers in the night stay in his house. While they slept Stucky would kill them then rob them of their valuables and then bury the bodies along the riverbank near his house. Some of the locals found out and hung Stucky on the bridge next to the riverbank where he buried all of the travelers. Late at night you can hear a splash coming from the water underneath the bridge where they cut the rope and his body hit the water and there is supposedly a spot that glows where his body can be found. Sometimes you can even see something walking on the bridge or even catch a glimpse of his body hanging from the bridge.,Stucky's Bridge,Mississippi,MS,-88.8551966,32.2557743,-88.703656,32.3643098
Monticello,United States,At midnight you can go down Nola rd. and look at the church and see something in the window glowing. There have been people go in there and see a woman in a whate dress chase them out.,Shilo Baptist Church,Mississippi,MS,-90.2152787,31.6372143,-90.1073079,31.5537807
MoonValley,United States,"It is said when you go to MoonValley at night (around midnight) you'll see a light coming down the railroad track. Its not a train, nobody has ever seen what it was. OH",Railroad Crossing,Mississippi,MS,,,-88.7492643,33.6047998
Brooklyn,United States,There is a ghost of a young boy that haunts the Brooklyn Acres at night. It is said that many people have spotted him drinking his root beer and eating his candy cigarettes. Shawn was picked on so much as a kid he could not take it any more and now has come back searching for his friends he never had.,Brooklyn Acres,Mississippi,MS,-81.73106949999999,41.4355412,-89.18937199999999,31.0567942
Natchez,United States,"This popular restaurant is haunted by the ghost of a prostitute. She was killed by her son after discovering her profession. Employees have reported many strange occurrences on the second floor such as lights flickering on and off, doors slamming in your face, and footsteps coming down the stairs when no one is there.",John Martin's Fine Dining Restaurant,Mississippi,MS,,,-91.40317100000001,31.5604442
Natchez,United States,Madeline haunts this building and has been witnessed by 100's.,King's Tavern,Mississippi,MS,-91.399107,31.560312,-91.40317100000001,31.5604442
Natchez,United States,The Post House used to be an old post office in Natchez. It has been the home of several restaurants since that time. Everyone swears that the second floor is haunted by a ghost named Madeline.,The Post House,Mississippi,MS,-91.41034479999999,31.5540478,-91.40317100000001,31.5604442
Ocean Springs,United States,"In the upstairs part of the restaurant, it has been seen by many people strange things happen such as items being misplaced on the table and noises being heard when no one was upstairs.",Aunt Jenny's Restaurant,Mississippi,MS,-88.82824300000001,30.418387,-88.8278057,30.4113097
Ocean Springs,United States,"Back in the woods there is a little round graveyard. You have to enter by the gate. At night there is a lady ghost in white, rocking in a rocking chair. The gate has closed on people who were trying to leave, and the lady ghost comes closer and closer to people. It is advised to never visit this haunted site at night. The gate is closed to visitors after hours now.",Rock n Roll Graveyard,Mississippi,MS,,,-88.8278057,30.4113097
Oxford,United States,The ghost of William Faulkner has been seen writing on the wall in one of the rooms and has been spotted walking the grounds of his home.,Rowan Oak,Mississippi,MS,-89.5247179,34.3597917,-89.5192484,34.3664951
Oxford,United States,"In the mid 1900's a member of St. Anthony Hall was killed in a car accident. Since his death members of the Fraternity report many strange instances: In his former room (the Sigma room) TV's have been reported turning on and off, unexplained noises coming from the walls and circling the room. On occasion, around 1 a.m., he has been seen in the Fraternity library. Strange footsteps and noises have been reported from employees keeping the house during the unoccupied summer months.",St. Anthony Hall Fraternity House,Mississippi,MS,,,-89.5192484,34.3664951
