name,address,town_city,county_area,state_region,country,lat,long,type,status,year_completed,approaches,driveways,lane_type,functional_class,control_type,other_control_type,previous_control_type
Abdallah El Dafi St. / Pierre Gemayel St. / Alfred Naccash St.,"Beirut, Beyrouth, Beirut (Lebanon)",Beirut, Beyrouth, Beirut,Lebanon,35.52057,33.879209,Unknown,Existing,0,5,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Jamal Adbul Nasser St. / Sami El Solh St. / Omar Beyhum Ramps,"Beirut, Beyrouth, Beirut (Lebanon)",Beirut, Beyrouth, Beirut,Lebanon,35.51411,33.87062,Unknown,Existing,0,4,0,Unknown,Freeway Ramps (Grade-Separated),Unknown,Unknown,Unknown
Sinn El Fil Ave. / Dimitri El Hayek St.,"Sinn El Fil, Maten, Mount Lebanon (Lebanon)",Sinn El Fil, Maten, Mount Lebanon,Lebanon,35.536498,33.870162,Unknown,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Armenia St. / Mar Youssef St. / Al Abb Aress,"Borj Hammoud, Maten, Mount Lebanon (Lebanon)",Borj Hammoud, Maten, Mount Lebanon,Lebanon,35.540608,33.893766,Unknown,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Abbas El Mousawi St. / Hafaz El Assad St. Ramps,"El Ghobeiri, Baabda, Mount Lebanon (Lebanon)",El Ghobeiri, Baabda, Mount Lebanon,Lebanon,35.493518,33.856839,Unknown,Existing,0,4,0,Unknown,Freeway Ramps (Grade-Separated),Unknown,Unknown,Unknown
Christopher Dr. SE / Liz Ct.,"Conyers, Rockdale Co., GA (United States)",Conyers, Rockdale Co., GA,United States,-84.01636499999998,33.617538,Other,Existing,0,3,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
El Imam El Khonayni / (unknown),"Tahouitat El Ghadir, Baabda, Mount Lebanon (Lebanon)",Tahouitat El Ghadir, Baabda, Mount Lebanon,Lebanon,35.494299,33.831399,Unknown,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Brighton Rd. (CR 21) / Tecumseh Rd. E,"Windsor, Essex, ON (Canada)",Windsor, Essex, ON,Canada,-82.84547399999998,42.311377,Roundabout,Existing,2010,3,1,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Mickey Renaud Way / Memorial Cup Way,"Windsor, Essex, ON (Canada)",Windsor, Essex, ON,Canada,-82.92792,42.32027,Roundabout,Existing,2005,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
The Credit Woodlands / McBride Ave. / Credit Heights Dr.,"Mississauga, Peel, ON (Canada)",Mississauga, Peel, ON,Canada,-79.658421,43.558527,Rotary,Existing,0,4,4,Single-Lane,Other (At-Grade),Other,None,Unknown
Barber Dr. / Danby Rd.,"Georgetown, Halton, ON (Canada)",Georgetown, Halton, ON,Canada,-79.871611,43.632293,Roundabout,Existing,2006,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Danby Rd. / Barber Dr.,"Georgetown, Halton, ON (Canada)",Georgetown, Halton, ON,Canada,-79.87845,43.62737,Roundabout,Existing,2006,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Kennedy Rd. / Newhouse Blvd. / Bonnieglen Farm Blvd.,"Caledon, Peel, ON (Canada)",Caledon, Peel, ON,Canada,-79.8354,43.7591,Roundabout,Existing,2011,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
E 2200 N / N 200 E,"North Logan, Cache Co., UT (United States)",North Logan, Cache Co., UT,United States,-111.82846,41.77221,Roundabout,Existing,2018,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
W 100 N / W 2600 S / N 300 W,"Millville, Cache Co., UT (United States)",Millville, Cache Co., UT,United States,-111.83169,41.685818,Roundabout,Existing,2015,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
N Main St. / W 450 N / E 450 N,"Millville, Cache Co., UT (United States)",Millville, Cache Co., UT,United States,-111.823558,41.689401,Roundabout,Existing,2015,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Carillon Dr. SE / Wild Rose Dr. SE,"Conyers, Rockdale Co., GA (United States)",Conyers, Rockdale Co., GA,United States,-84.00819,33.597186,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Monarch Lake Way / Pathwood Ln.,"Stockbridge, Henry Co., GA (United States)",Stockbridge, Henry Co., GA,United States,-84.26602599999998,33.518553,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Monarch Village Way / Manderly Dr.,"Stockbridge, Henry Co., GA (United States)",Stockbridge, Henry Co., GA,United States,-84.26655599999998,33.524247,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Monarch Village Way / Vista Creek Dr.,"Stockbridge, Henry Co., GA (United States)",Stockbridge, Henry Co., GA,United States,-84.26598,33.51967,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Dickey Dr. NE / (unknown),"Druid Hills, DeKalb Co., GA (United States)",Druid Hills, DeKalb Co., GA,United States,-84.325254,33.792254,Other,Existing,0,3,0,Single-Lane,Other (At-Grade),One-Way/Two-Way Stop,Unknown,Unknown
(unknown) / (parking),"Hadath, Baabda, Mount Lebanon (Lebanon)",Hadath, Baabda, Mount Lebanon,Lebanon,35.51832,33.830533,Other,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
(unknown),"Hadath, Baabda, Mount Lebanon (Lebanon)",Hadath, Baabda, Mount Lebanon,Lebanon,35.525015,33.830397,Unknown,Existing,0,2,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Dickey Dr. NE / Asbury Cir.,"Atlanta, DeKalb Co., GA (United States)",Atlanta, DeKalb Co., GA,United States,-84.324073,33.792735,Other,Existing,0,2,0,Single-Lane,Other (At-Grade),All-Way Stop,Unknown,Unknown
(unknown),"Hadath, Baabda, Mount Lebanon (Lebanon)",Hadath, Baabda, Mount Lebanon,Lebanon,35.52433,33.82662,Unknown,Existing,0,2,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
106th St. ( unknown),"Beit Meri, Maten, Mount Lebanon (Lebanon)",Beit Meri, Maten, Mount Lebanon,Lebanon,35.577105,33.851989,Traffic Calming Circle,Existing,0,4,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Ali Said El Khansa St. / (unknown),"El Ghobeiri, Baabda, Mount Lebanon (Lebanon)",El Ghobeiri, Baabda, Mount Lebanon,Lebanon,35.48997,33.862475,Unknown,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
(unknown),"El Ghobeiri, Baabda, Mount Lebanon (Lebanon)",El Ghobeiri, Baabda, Mount Lebanon,Lebanon,35.49655,33.86236,Unknown,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
(unknown),"Baabda, Baabda, Mount Lebanon (Lebanon)",Baabda, Baabda, Mount Lebanon,Lebanon,35.541295,33.841561,Unknown,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Coastal Hwy / Al Kad Hassan Osman,"Saida Wastani, Saida, South (Lebanon)",Saida Wastani, Saida, South,Lebanon,35.386439,33.579376,Unknown,Existing,0,4,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),Unknown,Unknown,Unknown
Takkeyeddine eh Solh St. / Jezzine Hwy / Fahkreddine St.,"Saida Dekerman, Saida, South (Lebanon)",Saida Dekerman, Saida, South,Lebanon,35.375061,33.564802,Unknown,Existing,0,5,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Nazih Bizri Ave. / Saida St.,"Saida Wastani, Saida, South (Lebanon)",Saida Wastani, Saida, South,Lebanon,35.381955,33.56817,Unknown,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Jezzine Hwy / Haouta St. / Hlaliye Saida St.,"Saida Dekerman, Saida, South (Lebanon)",Saida Dekerman, Saida, South,Lebanon,35.385983,33.561721,Unknown,Existing,0,5,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Saida Hwy / Fouad Chehab St. / Lebanese University St. / Miye Ou Miye Main Rd.,"Saida Dekerman, Saida, South (Lebanon)",Saida Dekerman, Saida, South,Lebanon,35.378479,33.55277,Unknown,Existing,0,5,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Miye Ou Miye Main Rd. / Haouta St.,"Saida Dekerman, Saida, South (Lebanon)",Saida Dekerman, Saida, South,Lebanon,35.382361,33.550046,Unknown,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Saida St. / Saida Main Rd. / Hisbeh Rd.,"Saida Dekerman, Saida, South (Lebanon)",Saida Dekerman, Saida, South,Lebanon,35.371826,33.548356,Unknown,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Brazil St. / Mazlakh St. / Tannine St. / Jordan St.,"Beirut, Beyrouth, Beirut (Lebanon)",Beirut, Beyrouth, Beirut,Lebanon,35.53013,33.901937,Unknown,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Beit Ech Cheaar St.,"Mazraat Beit Ech Cheaar, Maten, Mount Lebanon (Lebanon)",Mazraat Beit Ech Cheaar, Maten, Mount Lebanon,Lebanon,35.613127,33.931067,Unknown,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Robin Hood Rd. NE / Doncaster Dr. NE,"Sherwood Forest, Fulton Co., GA (United States)",Sherwood Forest, Fulton Co., GA,United States,-84.383365,33.797914,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Inman Cir. NE / 17th St. NE,"Atlanta, Fulton Co., GA (United States)",Atlanta, Fulton Co., GA,United States,-84.38077,33.793092,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Stop,Unknown,Unknown
Centerwood Ln. / Richfield Pl. / Pilgrim Rd.,"Cumming, Forsyth Co., GA (United States)",Cumming, Forsyth Co., GA,United States,-84.10235,34.23679,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Aquatic Cir. / (parking),"Cumming, Forsyth Co., GA (United States)",Cumming, Forsyth Co., GA,United States,-84.10920299999998,34.224433,Roundabout,Existing,2011,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Martin Rd. / Settingdown Rd.,"Cumming, Forsyth Co., GA (United States)",Cumming, Forsyth Co., GA,United States,-84.080955,34.278412,Roundabout,Existing,2019,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
Woodhaven Ln. / Etowah Landing,"Ball Ground, Cherokee Co., GA (United States)",Ball Ground, Cherokee Co., GA,United States,-84.268257,34.303776,Other,Existing,0,2,4,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
(unknown) / (parking),"Opelika, Lee Co., AL (United States)",Opelika, Lee Co., AL,United States,-85.36252,32.668796,Roundabout,Existing,2013,3,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Cedar Creek Dr. / Heatherbrook Dr.,"Opelika, Lee Co., AL (United States)",Opelika, Lee Co., AL,United States,-85.38535,32.69321,Other,Existing,0,3,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Robert Trent Jones Trl. / Lake Lodge Blvd.,"Opelika, Lee Co., AL (United States)",Opelika, Lee Co., AL,United States,-85.428026,32.685268,Roundabout,Existing,2008,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,None (new)
Starr Ct. / Eden Gate Crossing,"Auburn, Lee Co., AL (United States)",Auburn, Lee Co., AL,United States,-85.452777,32.624705,Other,Existing,0,3,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Madison Lakes Pkwy. / W Magnolia Loop,"Madison, Morgan Co., GA (United States)",Madison, Morgan Co., GA,United States,-83.45761,33.53388,Other,Existing,0,3,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),Uncontrolled,Unknown,Unknown
Reynolds Pkwy. / (unknown),"Greensboro, Greene Co., GA (United States)",Greensboro, Greene Co., GA,United States,-83.241321,33.477235,Other,Existing,0,3,0,Single-Lane,Other (At-Grade),Other,Unknown,Unknown
Landing Pkwy. / Landing Dr.,"Greensboro, Greene Co., GA (United States)",Greensboro, Greene Co., GA,United States,-83.253708,33.472021,Other,Existing,0,3,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Titan Circle,"Greensboro, Greene Co., GA (United States)",Greensboro, Greene Co., GA,United States,-83.24127,33.48854,Other,Existing,0,2,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Dimitri El Hayek St. Ramps / Fouhad Chehab Ramps / George Matta St.,"Sinn El Fil, Maten, Mount Lebanon (Lebanon)",Sinn El Fil, Maten, Mount Lebanon,Lebanon,35.542599,33.869092,Unknown,Existing,0,5,0,Unknown,Freeway Ramps (Grade-Separated),Unknown,Unknown,Unknown
<![CDATA[Queen Edith's Way / Fendon Rd. / Mowbray Rd.]]>,"Cambridge, Cambridgeshire, England (United Kingdom)",Cambridge, Cambridgeshire, England,United Kingdom,0.148853,52.179274,Roundabout,Existing,2020,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
S Indian River Dr. / Citrus Ave.,"Fort Pierce, St. Lucie Co., FL (United States)",Fort Pierce, St. Lucie Co., FL,United States,-80.32228,27.44443,Roundabout,Existing,2007,3,1,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Hayam Rd. / (unknown),"Atlit, Haifa District (Israel)",Atlit, Haifa District,NA,Israel,34.94839,32.70795,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Hayam Rd. / Nahai Oren,"Atlit, Haifa District (Israel)",Atlit, Haifa District,NA,Israel,34.9476,32.70538,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Hayam Rd. / (unknown),"Atlit, Haifa District (Israel)",Atlit, Haifa District,NA,Israel,34.94648,32.70213,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
8th Ave. SW / SW 108th St.,"Seattle, King Co., WA (United States)",Seattle, King Co., WA,United States,-122.34466,47.50659,Roundabout,Existing,2018,4,0,Single-lane w/ Traversable Central Island,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
GA 81 / GA 162,"Covington, Newton Co., GA (United States)",Covington, Newton Co., GA,United States,-83.921851,33.556506,Roundabout,Existing,2020,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,All-Way Stop
31st Ave. SE / 13th St. SE,"Minot, Ward Co., ND (United States)",Minot, Ward Co., ND,United States,-101.27435,48.20252,Roundabout,Existing,2020,4,0,Single-Lane,Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
(unknown) / (unknown),"Menashe Regional Council, Haifa District (Israel)",Menashe Regional Council, Haifa District,NA,Israel,34.94745,32.69727,Unknown,Existing,0,4,0,Unknown,Unknown,Unknown,Unknown,Unknown
(unknown) / (unknown),"Menashe Regional Council, Haifa District (Israel)",Menashe Regional Council, Haifa District,NA,Israel,34.94726,32.69568,Unknown,Existing,0,4,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Hasela St. / Hazayit St.,"Atlit, Haifa District (Israel)",Atlit, Haifa District,NA,Israel,34.94292,32.68842,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Hasela St. / Haharov St.,"Atlit, Haifa District (Israel)",Atlit, Haifa District,NA,Israel,34.94183,32.689,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
(unknown) / (unknown),"Atlit, Haifa District (Israel)",Atlit, Haifa District,NA,Israel,34.93786,32.67832,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Neve Yam St. / (unknown),"Neve Yam, Haifa District (Israel)",Neve Yam, Haifa District,NA,Israel,34.93048,32.68047,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
(unknown) / (unknown),"Ein Carmel, Haifa District (Israel)",Ein Carmel, Haifa District,NA,Israel,34.95727,32.67653,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
(unknown) / (unknown),"Neve Yam, Haifa District (Israel)",Neve Yam, Haifa District,NA,Israel,34.93113,32.67964,Unknown,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Haeschel Rd. / Haalon Rd.,"Geva Carmel, Haifa District (Israel)",Geva Carmel, Haifa District,NA,Israel,34.95598,32.6627,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Moshov Habonim / (unknown),"Habonim, Haifa District (Israel)",Habonim, Haifa District,NA,Israel,34.93319,32.63395,Other,Existing,0,3,0,Single-Lane,Other (At-Grade),Uncontrolled,Unknown,Unknown
Rte 4 / (unknown),"Furadeis, Haifa District (Israel)",Furadeis, Haifa District,NA,Israel,34.94953,32.59624,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
(unknown) / (unknown),"Furadeis, Haifa District (Israel)",Furadeis, Haifa District,NA,Israel,34.95075,32.59521,Other,Existing,0,4,0,Single-Lane,Other (At-Grade),Unknown,Unknown,Unknown
Aldahrat St. / (unknown),"Furadeis, Haifa District (Israel)",Furadeis, Haifa District,NA,Israel,34.95637,32.60092,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
(unknown) / (unknown),"Menashe Regional Council, Haifa District (Israel)",Menashe Regional Council, Haifa District,NA,Israel,34.95805,32.58819,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
NW 106th St. / NW 62nd Ave.,"Johnston, Polk Co., IA (United States)",Johnston, Polk Co., IA,United States,-93.764267,41.672917,Roundabout,Existing,2012,4,0,"Multilane (2 Lane, unspecified)",Other (At-Grade),All-Way Yield,None,One/Two-Way Stop
Barrick Rd. / US 218 NB Ramps,"Janesville, Bremer Co., IA (United States)",Janesville, Bremer Co., IA,United States,-92.449183,42.64935,Roundabout,Existing,2012,3,0,Single-Lane,Freeway Ramps (Grade-Separated),All-Way Yield,None,None (new)
Barrick Rd. / US 218 SB Ramps,"Janesville, Bremer Co., IA (United States)",Janesville, Bremer Co., IA,United States,-92.453881,42.649366,Roundabout,Existing,2012,4,0,Single-Lane,Freeway Ramps (Grade-Separated),All-Way Yield,None,One/Two-Way Stop
Sderot Nili / Kadesh St. / Etsesl St.,"Zichron Yaacov, Haifa District (Israel)",Zichron Yaacov, Haifa District,NA,Israel,34.94586,32.57145,Unknown,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Hazayit St. / Bialik St. / HaTomer St. / HaHaruv St.,"Zichron Yaacov, Haifa District (Israel)",Zichron Yaacov, Haifa District,NA,Israel,34.94985,32.57004,Unknown,Existing,0,4,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Derech HaAliya / HaSadeh St.,"Givat Ada, Haifa District (Israel)",Givat Ada, Haifa District,NA,Israel,34.93532,32.51789,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Rte 653 / HaHarash St. / HaAsif St.,"Givat Ada, Haifa District (Israel)",Givat Ada, Haifa District,NA,Israel,34.94811,32.51123,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
HaHarash St. / (unknown),"Menashe Regional Council, Haifa District (Israel)",Menashe Regional Council, Haifa District,NA,Israel,34.93476,32.508540000000004,Roundabout,Existing,0,3,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Sderot Yerushalayim / Ibn Gabirol,"Or Akiva, Haifa District (Israel)",Or Akiva, Haifa District,NA,Israel,34.91753,32.51613,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
David Elazar St. / Haim HaZaz St.,"Or Akiva, Haifa District (Israel)",Or Akiva, Haifa District,NA,Israel,34.91576,32.51331,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Sderot Yerushalayim / Har HaTsotim,"Or Akiva, Haifa District (Israel)",Or Akiva, Haifa District,NA,Israel,34.91551,32.51949,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
Shidlovski Ave. / Rte 2 NB Ramps,"Or Akiva, Haifa District (Israel)",Or Akiva, Haifa District,NA,Israel,34.91487,32.50503,Roundabout,Existing,0,3,0,"Multilane (2 Lane, unspecified)",Freeway Ramps (Grade-Separated),All-Way Yield,Unknown,Unknown
Halamish St. / HaTohen St.,"Business & Industrial Park Caesarea, Haifa District (Israel)",Business & Industrial Park Caesarea, Haifa District,NA,Israel,34.94803,32.48583,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
HaShoftim St. / Deganya St.,"Pardes Hanna-Karkur, Haifa District (Israel)",Pardes Hanna-Karkur, Haifa District,NA,Israel,34.98663,32.47797,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
(unknown) / (unknown),"Mishmarot, Haifa District (Israel)",Mishmarot, Haifa District,NA,Israel,34.98354,32.4884,Unknown,Existing,0,3,0,Unknown,Other (At-Grade),Unknown,Unknown,Unknown
Rte 611 / Rte 6353 / Eretz Rd.,"Harish, Haifa District (Israel)",Harish, Haifa District,NA,Israel,35.05099,32.46016,Roundabout,Existing,0,4,0,Unknown,Other (At-Grade),All-Way Yield,Unknown,Unknown
Rte 6502 / Ahuza St.,"Pardes Hanna-Karkur, Haifa District (Israel)",Pardes Hanna-Karkur, Haifa District,NA,Israel,34.9903,32.47225,Roundabout,Existing,0,4,0,Single-Lane,Other (At-Grade),All-Way Yield,Unknown,Unknown
