...1,Date,Team 1,Score 1,Score 2,Team 2,Venue,Tournament,Stage,T1 game no,T2 game no,Series,Margin,Winner,Loser,Notes
4337,2015-12-04,Japan,13,0,Brazil,Dubai,World Series,9th Place Match,245,186,7,13,Japan,Brazil,NA
4338,2015-12-04,Fiji,31,14,Spain,Dubai,World Series,7th Place Match,132,220,6,17,Fiji,Spain,NA
4339,2015-12-04,New Zealand,24,19,Canada,Dubai,World Series,5th Place Match,152,189,11,5,New Zealand,Canada,After extra time
4340,2015-12-04,England,10,5,France,Dubai,World Series,3rd Place Match,253,230,19,5,England,France,After extra time
4341,2015-12-04,Australia,31,12,Russia,Dubai,World Series,Final,226,210,11,19,Australia,Russia,NA
4342,2015-12-11,El Salvador,22,0,Guatemala,San Salvador,"South American Championship, B Division",Group Stage,16,2,2,22,El Salvador,Guatemala,NA
4343,2015-12-11,Costa Rica,36,7,Panama,San Salvador,"South American Championship, B Division",Group Stage,22,15,5,29,Costa Rica,Panama,NA
4344,2015-12-11,Peru,53,0,Nicaragua,San Salvador,"South American Championship, B Division",Group Stage,73,13,2,53,Peru,Nicaragua,NA
4345,2015-12-11,El Salvador,5,22,Costa Rica,San Salvador,"South American Championship, B Division",Group Stage,17,23,4,17,Costa Rica,El Salvador,NA
4346,2015-12-11,Guatemala,50,0,Nicaragua,San Salvador,"South American Championship, B Division",Group Stage,3,14,1,50,Guatemala,Nicaragua,NA
4347,2015-12-11,Peru,36,0,Panama,San Salvador,"South American Championship, B Division",Group Stage,74,16,2,36,Peru,Panama,NA
4348,2015-12-11,Costa Rica,46,0,Nicaragua,San Salvador,"South American Championship, B Division",Group Stage,24,15,4,46,Costa Rica,Nicaragua,NA
4349,2015-12-11,El Salvador,15,17,Panama,San Salvador,"South American Championship, B Division",Group Stage,18,17,5,2,Panama,El Salvador,NA
4350,2015-12-11,Peru,29,5,Guatemala,San Salvador,"South American Championship, B Division",Group Stage,75,4,1,24,Peru,Guatemala,NA
4351,2015-12-12,Panama,41,0,Nicaragua,San Salvador,"South American Championship, B Division",Group Stage,18,16,4,41,Panama,Nicaragua,NA
4352,2015-12-12,Costa Rica,27,0,Guatemala,San Salvador,"South American Championship, B Division",Group Stage,25,5,1,27,Costa Rica,Guatemala,NA
4353,2015-12-12,El Salvador,0,26,Peru,San Salvador,"South American Championship, B Division",Group Stage,19,76,2,26,Peru,El Salvador,NA
4354,2015-12-12,Panama,19,14,Guatemala,San Salvador,"South American Championship, B Division",Group Stage,19,6,1,5,Panama,Guatemala,NA
4355,2015-12-12,El Salvador,35,0,Nicaragua,San Salvador,"South American Championship, B Division",Group Stage,20,17,3,35,El Salvador,Nicaragua,NA
4356,2015-12-12,Peru,12,5,Costa Rica,San Salvador,"South American Championship, B Division",Group Stage,77,26,3,7,Peru,Costa Rica,NA
4357,2015-12-12,Guatemala,49,0,Nicaragua,San Salvador,"South American Championship, B Division",5th Place Match,7,18,2,49,Guatemala,Nicaragua,NA
4358,2015-12-12,El Salvador,10,12,Panama,San Salvador,"South American Championship, B Division",3rd Place Match,21,20,6,2,Panama,El Salvador,NA
4359,2015-12-12,Peru,17,12,Costa Rica,San Salvador,"South American Championship, B Division",Final,78,27,4,5,Peru,Costa Rica,NA
4360,2016-02-20,England,38,5,Japan,Barueri,World Series,Pool C,254,246,8,33,England,Japan,NA
4361,2016-02-20,Brazil,10,29,France,Barueri,World Series,Pool C,187,231,9,19,France,Brazil,NA
4362,2016-02-20,Australia,26,17,Fiji,Barueri,World Series,Pool A,227,133,14,9,Australia,Fiji,NA
4363,2016-02-20,Canada,26,7,Ireland,Barueri,World Series,Pool A,190,123,3,19,Canada,Ireland,NA
4364,2016-02-20,Spain,19,12,Russia,Barueri,World Series,Pool B,221,211,18,7,Spain,Russia,NA
4365,2016-02-20,New Zealand,35,5,United States,Barueri,World Series,Pool B,153,218,18,30,New Zealand,United States,NA
4366,2016-02-20,Brazil,12,24,England,Barueri,World Series,Pool C,188,255,7,12,England,Brazil,NA
4367,2016-02-20,France,36,7,Japan,Barueri,World Series,Pool C,232,247,4,29,France,Japan,NA
4368,2016-02-20,Australia,19,5,Ireland,Barueri,World Series,Pool A,228,124,5,14,Australia,Ireland,NA
4369,2016-02-20,Canada,24,7,Fiji,Barueri,World Series,Pool A,191,134,5,17,Canada,Fiji,NA
4370,2016-02-20,United States,19,10,Russia,Barueri,World Series,Pool B,219,212,13,9,United States,Russia,NA
4371,2016-02-20,New Zealand,46,0,Spain,Barueri,World Series,Pool B,154,222,7,46,New Zealand,Spain,NA
4372,2016-02-20,France,17,12,England,Barueri,World Series,Pool C,233,256,20,5,France,England,NA
4373,2016-02-20,Brazil,27,5,Japan,Barueri,World Series,Pool C,189,248,8,22,Brazil,Japan,NA
4374,2016-02-20,Australia,29,14,Canada,Barueri,World Series,Pool A,229,192,17,15,Australia,Canada,NA
4375,2016-02-20,Fiji,15,7,Ireland,Barueri,World Series,Pool A,135,125,4,8,Fiji,Ireland,NA
4376,2016-02-20,New Zealand,40,10,Russia,Barueri,World Series,Pool B,155,213,12,30,New Zealand,Russia,NA
4377,2016-02-20,United States,33,0,Spain,Barueri,World Series,Pool B,220,223,10,33,United States,Spain,NA
4378,2016-02-20,India,36,0,Nepal,Chennai,Asian Development,Group Stage,50,1,1,36,India,Nepal,NA
4379,2016-02-20,South Korea,53,0,Indonesia,Chennai,Asian Development,Group Stage,46,7,1,53,South Korea,Indonesia,NA
4380,2016-02-20,Guam,32,0,Nepal,Chennai,Asian Development,Group Stage,52,2,1,32,Guam,Nepal,NA
4381,2016-02-20,India,0,26,South Korea,Chennai,Asian Development,Group Stage,51,47,5,26,South Korea,India,NA
4382,2016-02-20,India,12,12,Guam,Chennai,Asian Development,Group Stage,52,53,2,0,Draw,Draw,NA
4383,2016-02-20,Nepal,20,0,Indonesia,Chennai,Asian Development,Group Stage,3,8,1,20,Nepal,Indonesia,NA
4384,2016-02-20,Trinidad & Tobago,24,22,Peru,Concepción de la Unión,Rainforest Sevens,Group Stage,64,79,1,2,Trinidad & Tobago,Peru,NA
4385,2016-02-20,Costa Rica,27,5,Panama,Concepción de la Unión,Rainforest Sevens,Group Stage,28,21,6,22,Costa Rica,Panama,NA
4386,2016-02-20,Peru,29,0,Panama,Concepción de la Unión,Rainforest Sevens,Group Stage,80,22,3,29,Peru,Panama,NA
4387,2016-02-20,Costa Rica,20,14,Trinidad & Tobago,Concepción de la Unión,Rainforest Sevens,Group Stage,29,65,1,6,Costa Rica,Trinidad & Tobago,NA
4388,2016-02-20,Trinidad & Tobago,41,0,Panama,Concepción de la Unión,Rainforest Sevens,Group Stage,66,23,1,41,Trinidad & Tobago,Panama,NA
4389,2016-02-20,Costa Rica,0,22,Peru,Concepción de la Unión,Rainforest Sevens,Group Stage,30,81,5,22,Peru,Costa Rica,NA
4390,2016-02-20,Costa Rica,29,0,Panama,Concepción de la Unión,Rainforest Sevens,3rd Place Match,31,24,7,29,Costa Rica,Panama,NA
4391,2016-02-20,Peru,17,7,Trinidad & Tobago,Concepción de la Unión,Rainforest Sevens,Final,82,67,2,10,Peru,Trinidad & Tobago,NA
4392,2016-02-21,Australia,10,0,Fiji,Barueri,World Series,Quarter-Final,230,136,15,10,Australia,Fiji,NA
4393,2016-02-21,Brazil,0,41,New Zealand,Barueri,World Series,Quarter-Final,190,156,7,41,New Zealand,Brazil,NA
4394,2016-02-21,Canada,19,0,France,Barueri,World Series,Quarter-Final,193,234,13,19,Canada,France,NA
4395,2016-02-21,United States,22,12,England,Barueri,World Series,Quarter-Final,221,257,16,10,United States,England,NA
4396,2016-02-21,Japan,17,7,Spain,Barueri,World Series,9th-12th Place Semi-Final,249,224,4,10,Japan,Spain,NA
4397,2016-02-21,Russia,15,0,Ireland,Barueri,World Series,9th-12th Place Semi-Final,214,126,4,15,Russia,Ireland,NA
4398,2016-02-21,Fiji,26,12,England,Barueri,World Series,5th-8th Place Semi Final,137,258,7,14,Fiji,England,NA
4399,2016-02-21,Brazil,7,24,France,Barueri,World Series,5th-8th Place Semi Final,191,235,10,17,France,Brazil,NA
4400,2016-02-21,Australia,34,0,United States,Barueri,World Series,Semi-Final,231,222,19,34,Australia,United States,NA
4401,2016-02-21,Canada,19,10,New Zealand,Barueri,World Series,Semi-Final,194,157,12,9,Canada,New Zealand,NA
4402,2016-02-21,Spain,19,0,Ireland,Barueri,World Series,11th Place Match,225,127,10,19,Spain,Ireland,NA
4403,2016-02-21,Russia,38,12,Japan,Barueri,World Series,9th Place Match,215,250,9,26,Russia,Japan,NA
4404,2016-02-21,Brazil,7,24,England,Barueri,World Series,7th Place Match,192,259,8,17,England,Brazil,NA
4405,2016-02-21,France,17,5,Fiji,Barueri,World Series,5th Place Match,236,138,6,12,France,Fiji,NA
4406,2016-02-21,New Zealand,28,0,United States,Barueri,World Series,3rd Place Match,158,223,19,28,New Zealand,United States,NA
4407,2016-02-21,Australia,29,0,Canada,Barueri,World Series,Final,232,195,18,29,Australia,Canada,NA
4408,2016-02-21,South Korea,39,0,Nepal,Chennai,Asian Development,Group Stage,48,4,1,39,South Korea,Nepal,NA
4409,2016-02-21,Guam,62,0,Indonesia,Chennai,Asian Development,Group Stage,54,9,1,62,Guam,Indonesia,NA
4410,2016-02-21,India,71,0,Indonesia,Chennai,Asian Development,Group Stage,53,10,1,71,India,Indonesia,NA
4411,2016-02-21,Guam,26,10,South Korea,Chennai,Asian Development,Group Stage,55,49,2,16,Guam,South Korea,NA
4412,2016-02-21,India,39,0,Nepal,Chennai,Asian Development,3rd Place Match,54,5,2,39,India,Nepal,NA
4413,2016-02-21,South Korea,24,19,Guam,Chennai,Asian Development,Final,50,56,3,5,South Korea,Guam,After extra time
4414,2016-03-05,Brazil,59,0,Peru,Rio de Janeiro,South American Sevens,Pool A,193,83,8,59,Brazil,Peru,NA
4415,2016-03-05,Venezuela,31,12,Uruguay,Rio de Janeiro,South American Sevens,Pool A,86,86,11,19,Venezuela,Uruguay,NA
4416,2016-03-05,Colombia,22,0,Chile,Rio de Janeiro,South American Sevens,Pool B,95,85,10,22,Colombia,Chile,NA
4417,2016-03-05,Argentina,32,0,Paraguay,Rio de Janeiro,South American Sevens,Pool B,115,76,15,32,Argentina,Paraguay,NA
4418,2016-03-05,Brazil,40,0,Uruguay,Rio de Janeiro,South American Sevens,Pool A,194,87,10,40,Brazil,Uruguay,NA
4419,2016-03-05,Venezuela,19,7,Peru,Rio de Janeiro,South American Sevens,Pool A,87,84,13,12,Venezuela,Peru,NA
4420,2016-03-05,Colombia,34,0,Paraguay,Rio de Janeiro,South American Sevens,Pool B,96,77,11,34,Colombia,Paraguay,NA
4421,2016-03-05,Argentina,41,0,Chile,Rio de Janeiro,South American Sevens,Pool B,116,86,18,41,Argentina,Chile,NA
4422,2016-03-05,Brazil,22,0,Venezuela,Rio de Janeiro,South American Sevens,Pool A,195,88,11,22,Brazil,Venezuela,NA
4423,2016-03-05,Uruguay,20,5,Peru,Rio de Janeiro,South American Sevens,Pool A,88,85,12,15,Uruguay,Peru,NA
4424,2016-03-05,Argentina,19,15,Colombia,Rio de Janeiro,South American Sevens,Pool B,117,97,10,4,Argentina,Colombia,NA
4425,2016-03-05,Paraguay,10,5,Chile,Rio de Janeiro,South American Sevens,Pool B,78,87,18,5,Paraguay,Chile,NA
4426,2016-03-06,Brazil,41,0,Chile,Rio de Janeiro,South American Sevens,Quarter-Final,196,88,6,41,Brazil,Chile,NA
4427,2016-03-06,Venezuela,17,0,Paraguay,Rio de Janeiro,South American Sevens,Quarter-Final,89,79,9,17,Venezuela,Paraguay,NA
4428,2016-03-06,Colombia,36,5,Uruguay,Rio de Janeiro,South American Sevens,Quarter-Final,98,89,13,31,Colombia,Uruguay,NA
4429,2016-03-06,Argentina,38,0,Peru,Rio de Janeiro,South American Sevens,Quarter-Final,118,86,6,38,Argentina,Peru,NA
4430,2016-03-06,Chile,12,7,Uruguay,Rio de Janeiro,South American Sevens,5th-8th Place Semi Final,89,90,17,5,Chile,Uruguay,NA
4431,2016-03-06,Paraguay,19,12,Peru,Rio de Janeiro,South American Sevens,5th-8th Place Semi Final,80,87,11,7,Paraguay,Peru,NA
4432,2016-03-06,Brazil,31,0,Colombia,Rio de Janeiro,South American Sevens,Semi-Final,197,99,9,31,Brazil,Colombia,NA
4433,2016-03-06,Argentina,22,5,Venezuela,Rio de Janeiro,South American Sevens,Semi-Final,119,90,10,17,Argentina,Venezuela,NA
4434,2016-03-06,Peru,15,5,Uruguay,Rio de Janeiro,South American Sevens,7th Place Match,88,91,13,10,Peru,Uruguay,NA
4435,2016-03-06,Paraguay,22,0,Chile,Rio de Janeiro,South American Sevens,5th Place Match,81,90,19,22,Paraguay,Chile,NA
4436,2016-03-06,Colombia,14,5,Venezuela,Rio de Janeiro,South American Sevens,3rd Place Match,100,91,19,9,Colombia,Venezuela,NA
4437,2016-03-06,Brazil,27,5,Argentina,Rio de Janeiro,South American Sevens,Final,198,120,21,22,Brazil,Argentina,NA
4438,2016-03-27,Guadeloupe,19,0,Martinique,Les Abymes,Tournoi Antilles-Guyane,Group Stage,14,9,4,19,Guadeloupe,Martinique,NA
4439,2016-03-27,French Guiana,35,0,Martinique,Les Abymes,Tournoi Antilles-Guyane,Group Stage,11,10,6,35,French Guiana,Martinique,NA
4440,2016-03-27,Guadeloupe,5,14,French Guiana,Les Abymes,Tournoi Antilles-Guyane,Group Stage,15,12,6,9,French Guiana,Guadeloupe,NA
4441,2016-03-28,Guadeloupe,5,29,French Guiana,Les Abymes,Tournoi Antilles-Guyane,Final,16,13,7,24,French Guiana,Guadeloupe,NA
4442,2016-04-07,South Africa,32,0,Kenya,Hong Kong,Hong Kong Sevens,Pool A,124,51,8,32,South Africa,Kenya,NA
4443,2016-04-07,China,10,5,Kazakhstan,Hong Kong,Hong Kong Sevens,Pool A,293,187,27,5,China,Kazakhstan,NA
4444,2016-04-07,Hong Kong,45,0,Sri Lanka,Hong Kong,Hong Kong Sevens,Pool B,234,77,11,45,Hong Kong,Sri Lanka,NA
4445,2016-04-07,Argentina,19,12,Thailand,Hong Kong,Hong Kong Sevens,Pool B,121,178,1,7,Argentina,Thailand,NA
4446,2016-04-07,Kazakhstan,17,7,South Africa,Hong Kong,Hong Kong Sevens,Pool A,188,125,3,10,Kazakhstan,South Africa,NA
4447,2016-04-07,Japan,41,0,Sri Lanka,Hong Kong,Hong Kong Sevens,Pool B,251,78,4,41,Japan,Sri Lanka,NA
4448,2016-04-07,Hong Kong,7,10,Argentina,Hong Kong,Hong Kong Sevens,Pool B,235,122,2,3,Argentina,Hong Kong,NA
4449,2016-04-07,Kazakhstan,26,12,Kenya,Hong Kong,Hong Kong Sevens,Pool A,189,52,1,14,Kazakhstan,Kenya,NA
4450,2016-04-07,Japan,22,7,Thailand,Hong Kong,Hong Kong Sevens,Pool B,252,179,17,15,Japan,Thailand,NA
4451,2016-04-07,Argentina,30,5,Sri Lanka,Hong Kong,Hong Kong Sevens,Pool B,123,79,1,25,Argentina,Sri Lanka,NA
4452,2016-04-07,South Africa,7,0,China,Hong Kong,Hong Kong Sevens,Pool A,126,294,11,7,South Africa,China,NA
4453,2016-04-07,Hong Kong,24,0,Thailand,Hong Kong,Hong Kong Sevens,Pool B,236,180,24,24,Hong Kong,Thailand,NA
4454,2016-04-07,Japan,50,0,Argentina,Hong Kong,Hong Kong Sevens,Pool B,253,124,4,50,Japan,Argentina,NA
4455,2016-04-08,Canada,26,5,Russia,Kennesaw,World Series,Pool B,196,216,15,21,Canada,Russia,NA
4456,2016-04-08,France,22,0,Ireland,Kennesaw,World Series,Pool B,237,128,8,22,France,Ireland,NA
4457,2016-04-08,England,21,7,Australia,Kennesaw,World Series,Pool A,260,233,16,14,England,Australia,NA
4458,2016-04-08,Fiji,41,7,Colombia,Kennesaw,World Series,Pool A,139,101,1,34,Fiji,Colombia,NA
4459,2016-04-08,New Zealand,38,5,Japan,Kennesaw,World Series,Pool C,159,254,3,33,New Zealand,Japan,NA
4460,2016-04-08,United States,24,0,Spain,Kennesaw,World Series,Pool C,224,226,11,24,United States,Spain,NA
4461,2016-04-08,Canada,29,5,Ireland,Kennesaw,World Series,Pool B,197,129,4,24,Canada,Ireland,NA
4462,2016-04-08,France,22,7,Russia,Kennesaw,World Series,Pool B,238,217,20,15,France,Russia,NA
4463,2016-04-08,Australia,34,0,Colombia,Kennesaw,World Series,Pool A,234,102,1,34,Australia,Colombia,NA
4464,2016-04-08,England,28,7,Fiji,Kennesaw,World Series,Pool A,261,140,8,21,England,Fiji,NA
4465,2016-04-08,New Zealand,10,5,Spain,Kennesaw,World Series,Pool C,160,227,8,5,New Zealand,Spain,NA
4466,2016-04-08,United States,33,12,Japan,Kennesaw,World Series,Pool C,225,255,9,21,United States,Japan,NA
4467,2016-04-08,Canada,17,12,France,Kennesaw,World Series,Pool B,198,239,14,5,Canada,France,NA
4468,2016-04-08,Russia,10,7,Ireland,Kennesaw,World Series,Pool B,218,130,5,3,Russia,Ireland,NA
4469,2016-04-08,Australia,22,5,Fiji,Kennesaw,World Series,Pool A,235,141,16,17,Australia,Fiji,NA
4470,2016-04-08,England,45,0,Colombia,Kennesaw,World Series,Pool A,262,103,1,45,England,Colombia,NA
4471,2016-04-08,United States,12,5,New Zealand,Kennesaw,World Series,Pool C,226,161,20,7,United States,New Zealand,NA
4472,2016-04-08,Japan,15,7,Spain,Kennesaw,World Series,Pool C,256,228,5,8,Japan,Spain,NA
4473,2016-04-08,China,19,5,Kenya,Hong Kong,Hong Kong Sevens,Pool A,295,53,3,14,China,Kenya,NA
4474,2016-04-08,Thailand,22,12,Sri Lanka,Hong Kong,Hong Kong Sevens,Pool B,181,80,10,10,Thailand,Sri Lanka,NA
4475,2016-04-08,Hong Kong,14,7,Japan,Hong Kong,Hong Kong Sevens,Pool B,237,257,25,7,Hong Kong,Japan,NA
4476,2016-04-08,China,28,10,Argentina,Hong Kong,Hong Kong Sevens,5th-8th Place Semi-Final,296,125,1,18,China,Argentina,NA
4477,2016-04-08,Kazakhstan,12,5,Thailand,Hong Kong,Hong Kong Sevens,5th-8th Place Semi-Final,190,182,17,7,Kazakhstan,Thailand,NA
4478,2016-04-08,South Africa,19,10,Japan,Hong Kong,Hong Kong Sevens,Semi-Final,127,258,3,9,South Africa,Japan,NA
4479,2016-04-08,Kenya,29,0,Sri Lanka,Hong Kong,Hong Kong Sevens,9th Place Match,54,81,1,29,Kenya,Sri Lanka,NA
4480,2016-04-08,Argentina,17,0,Thailand,Hong Kong,Hong Kong Sevens,7th Place Match,126,183,2,17,Argentina,Thailand,NA
4481,2016-04-08,China,7,5,Kazakhstan,Hong Kong,Hong Kong Sevens,5th Place Match,297,191,28,2,China,Kazakhstan,NA
4482,2016-04-08,Hong Kong,5,10,Japan,Hong Kong,Hong Kong Sevens,3rd Place Match,238,259,26,5,Japan,Hong Kong,NA
4483,2016-04-09,England,19,12,Russia,Kennesaw,World Series,Quarter-Final,263,219,22,7,England,Russia,NA
4484,2016-04-09,Canada,29,0,Fiji,Kennesaw,World Series,Quarter-Final,199,142,6,29,Canada,Fiji,NA
4485,2016-04-09,United States,5,22,Australia,Kennesaw,World Series,Quarter-Final,227,236,20,17,Australia,United States,NA
4486,2016-04-09,New Zealand,24,7,France,Kennesaw,World Series,Quarter-Final,162,240,8,17,New Zealand,France,NA
4487,2016-04-09,Japan,19,7,Colombia,Kennesaw,World Series,9th-12th Place Semi-Final,260,104,1,12,Japan,Colombia,NA
4488,2016-04-09,Ireland,17,5,Spain,Kennesaw,World Series,9th-12th Place Semi-Final,131,229,11,12,Ireland,Spain,NA
4489,2016-04-09,Russia,24,12,France,Kennesaw,World Series,5th-8th Place Semi Final,220,241,21,12,Russia,France,NA
4490,2016-04-09,United States,38,0,Fiji,Kennesaw,World Series,5th-8th Place Semi Final,228,143,9,38,United States,Fiji,NA
4491,2016-04-09,New Zealand,24,19,England,Kennesaw,World Series,Semi-Final,163,264,14,5,New Zealand,England,NA
4492,2016-04-09,Australia,26,14,Canada,Kennesaw,World Series,Semi-Final,237,200,19,12,Australia,Canada,NA
4493,2016-04-09,Spain,24,12,Colombia,Kennesaw,World Series,11th Place Match,230,105,1,12,Spain,Colombia,NA
4494,2016-04-09,Ireland,26,15,Japan,Kennesaw,World Series,9th Place Match,132,261,4,11,Ireland,Japan,NA
4495,2016-04-09,France,28,0,Fiji,Kennesaw,World Series,7th Place Match,242,144,7,28,France,Fiji,NA
4496,2016-04-09,United States,19,7,Russia,Kennesaw,World Series,5th Place Match,229,221,14,12,United States,Russia,NA
4497,2016-04-09,England,26,14,Canada,Kennesaw,World Series,3rd Place Match,265,201,21,12,England,Canada,NA
4498,2016-04-09,Australia,24,19,New Zealand,Kennesaw,World Series,Final,238,164,20,5,Australia,New Zealand,NA
4499,2016-04-15,Malaysia,36,0,Indonesia,Singapore,Southeast Asia,Group A,52,11,3,36,Malaysia,Indonesia,NA
4500,2016-04-15,Thailand,34,0,Laos,Singapore,Southeast Asia,Group B,184,39,6,34,Thailand,Laos,NA
4501,2016-04-15,Philippines,48,0,Indonesia,Singapore,Southeast Asia,Group A,48,12,1,48,Philippines,Indonesia,NA
4502,2016-04-15,Singapore,5,29,Thailand,Singapore,Southeast Asia,Group B,200,185,20,24,Thailand,Singapore,NA
4503,2016-04-15,Philippines,12,7,Malaysia,Singapore,Southeast Asia,Group A,49,53,5,5,Philippines,Malaysia,NA
4504,2016-04-15,Singapore,28,7,Laos,Singapore,Southeast Asia,Group B,201,40,6,21,Singapore,Laos,NA
4505,2016-04-15,Singapore,12,5,Philippines,Singapore,Southeast Asia,Semi-Final,202,50,6,7,Singapore,Philippines,NA
4506,2016-04-15,Thailand,41,0,Malaysia,Singapore,Southeast Asia,Semi-Final,186,54,7,41,Thailand,Malaysia,NA
4507,2016-04-15,Laos,35,0,Indonesia,Singapore,Southeast Asia,5th Place Match,41,13,1,35,Laos,Indonesia,NA
4508,2016-04-15,Philippines,12,0,Malaysia,Singapore,Southeast Asia,3rd Place Match,51,55,6,12,Philippines,Malaysia,NA
4509,2016-04-16,England,29,5,Ireland,Langford,World Series,Pool C,266,133,11,24,England,Ireland,NA
4510,2016-04-16,Canada,38,0,Japan,Langford,World Series,Pool C,202,262,7,38,Canada,Japan,NA
4511,2016-04-16,Australia,12,7,France,Langford,World Series,Pool A,239,243,12,5,Australia,France,NA
4512,2016-04-16,Russia,31,10,Brazil,Langford,World Series,Pool A,222,199,7,21,Russia,Brazil,NA
4513,2016-04-16,New Zealand,26,5,Fiji,Langford,World Series,Pool B,165,145,13,21,New Zealand,Fiji,NA
4514,2016-04-16,Spain,10,7,United States,Langford,World Series,Pool B,231,230,12,3,Spain,United States,NA
4515,2016-04-16,England,28,24,Japan,Langford,World Series,Pool C,267,263,9,4,England,Japan,NA
4516,2016-04-16,Canada,26,0,Ireland,Langford,World Series,Pool C,203,134,5,26,Canada,Ireland,NA
4517,2016-04-16,Australia,28,7,Brazil,Langford,World Series,Pool A,240,200,9,21,Australia,Brazil,NA
4518,2016-04-16,France,17,12,Russia,Langford,World Series,Pool A,244,223,22,5,France,Russia,NA
4519,2016-04-16,New Zealand,31,7,Spain,Langford,World Series,Pool B,166,232,9,24,New Zealand,Spain,NA
4520,2016-04-16,United States,24,12,Fiji,Langford,World Series,Pool B,231,146,10,12,United States,Fiji,NA
4521,2016-04-16,Canada,5,0,England,Langford,World Series,Pool C,204,268,22,5,Canada,England,NA
4522,2016-04-16,Ireland,21,14,Japan,Langford,World Series,Pool C,135,264,5,7,Ireland,Japan,NA
4523,2016-04-16,Australia,21,7,Russia,Langford,World Series,Pool A,241,224,12,14,Australia,Russia,NA
4524,2016-04-16,France,26,0,Brazil,Langford,World Series,Pool A,245,201,11,26,France,Brazil,NA
4525,2016-04-16,New Zealand,19,7,United States,Langford,World Series,Pool B,167,232,21,12,New Zealand,United States,NA
4526,2016-04-16,Fiji,15,10,Spain,Langford,World Series,Pool B,147,233,7,5,Fiji,Spain,NA
4527,2016-04-16,Singapore,0,42,Thailand,Singapore,Southeast Asia,Final,203,187,21,42,Thailand,Singapore,NA
4528,2016-04-17,Australia,28,0,Spain,Langford,World Series,Quarter-Final,242,234,11,28,Australia,Spain,NA
4529,2016-04-17,New Zealand,43,0,Russia,Langford,World Series,Quarter-Final,168,225,13,43,New Zealand,Russia,NA
4530,2016-04-17,Canada,12,14,France,Langford,World Series,Quarter-Final,205,246,15,2,France,Canada,NA
4531,2016-04-17,England,29,7,United States,Langford,World Series,Quarter-Final,269,233,17,22,England,United States,NA
4532,2016-04-17,Brazil,10,5,Ireland,Langford,World Series,9th-12th Place Semi-Final,202,136,6,5,Brazil,Ireland,NA
4533,2016-04-17,Fiji,33,10,Japan,Langford,World Series,9th-12th Place Semi-Final,148,265,5,23,Fiji,Japan,NA
4534,2016-04-17,Spain,14,12,United States,Langford,World Series,5th-8th Place Semi Final,235,234,13,2,Spain,United States,NA
4535,2016-04-17,Canada,27,0,Russia,Langford,World Series,5th-8th Place Semi Final,206,226,16,27,Canada,Russia,NA
4536,2016-04-17,England,15,5,Australia,Langford,World Series,Semi-Final,270,243,17,10,England,Australia,NA
4537,2016-04-17,New Zealand,12,7,France,Langford,World Series,Semi-Final,169,247,9,5,New Zealand,France,After extra time
