date,fixed_rate_30_yr,fees_and_pts_30_yr,fixed_rate_15_yr,fees_and_pts_15_yr,adjustable_rate_5_1_hybrid,fees_and_pts_5_1_hybrid,adjustable_margin_5_1_hybrid,spread_30_yr_fixed_and_5_1_adjustable
2017-02-09,4.17,0.4,3.39,0.4,3.21,0.4,2.74,0.96
2017-02-16,4.15,0.5,3.35,0.5,3.18,0.4,2.74,0.9700000000000002
2017-02-23,4.16,0.5,3.37,0.5,3.16,0.4,2.74,1
2017-03-02,4.1,0.5,3.32,0.5,3.14,0.4,2.74,0.9599999999999995
2017-03-09,4.21,0.5,3.42,0.5,3.23,0.4,2.74,0.98
2017-03-16,4.3,0.5,3.5,0.5,3.28,0.4,2.74,1.02
2017-03-23,4.23,0.5,3.44,0.5,3.24,0.4,2.74,0.9900000000000002
2017-03-30,4.14,0.5,3.39,0.4,3.18,0.4,2.74,0.9599999999999995
2017-04-06,4.1,0.5,3.36,0.5,3.19,0.4,2.74,0.9099999999999997
2017-04-13,4.08,0.5,3.34,0.5,3.18,0.4,2.74,0.8999999999999999
2017-04-20,3.97,0.5,3.23,0.5,3.1,0.4,2.74,0.8700000000000001
2017-04-27,4.03,0.5,3.27,0.4,3.12,0.4,2.74,0.9100000000000001
2017-05-04,4.02,0.5,3.27,0.5,3.13,0.5,2.74,0.8899999999999997
2017-05-11,4.05,0.5,3.29,0.5,3.14,0.5,2.74,0.9099999999999997
2017-05-18,4.02,0.5,3.27,0.5,3.13,0.5,2.74,0.8899999999999997
2017-05-25,3.95,0.5,3.19,0.5,3.07,0.4,2.73,0.8800000000000003
2017-06-01,3.94,0.5,3.19,0.5,3.11,0.5,2.74,0.8300000000000001
2017-06-08,3.89,0.5,3.16,0.5,3.11,0.5,2.74,0.7800000000000002
2017-06-15,3.91,0.5,3.18,0.5,3.15,0.5,2.74,0.7600000000000002
2017-06-22,3.9,0.5,3.17,0.5,3.14,0.5,2.74,0.7599999999999998
2017-06-29,3.88,0.5,3.17,0.5,3.17,0.5,2.74,0.71
2017-07-06,3.96,0.6,3.22,0.5,3.21,0.5,2.74,0.75
2017-07-13,4.03,0.5,3.29,0.5,3.28,0.5,2.74,0.7500000000000004
2017-07-20,3.96,0.6,3.23,0.5,3.21,0.5,2.74,0.75
2017-07-27,3.92,0.5,3.2,0.5,3.18,0.5,2.74,0.7399999999999998
2017-08-03,3.93,0.5,3.18,0.5,3.15,0.5,2.74,0.7800000000000002
2017-08-10,3.9,0.5,3.18,0.5,3.14,0.5,2.74,0.7599999999999998
2017-08-17,3.89,0.4,3.16,0.5,3.16,0.4,2.74,0.73
2017-08-24,3.86,0.5,3.16,0.5,3.17,0.5,2.74,0.69
2017-08-31,3.82,0.5,3.12,0.5,3.14,0.5,2.74,0.6799999999999997
2017-09-07,3.78,0.5,3.08,0.5,3.15,0.4,2.74,0.6299999999999999
2017-09-14,3.78,0.5,3.08,0.5,3.13,0.4,2.74,0.6499999999999999
2017-09-21,3.83,0.5,3.13,0.5,3.17,0.4,2.74,0.6600000000000001
2017-09-28,3.83,0.6,3.13,0.5,3.2,0.5,2.74,0.6299999999999999
2017-10-05,3.85,0.5,3.15,0.5,3.18,0.4,2.74,0.6699999999999999
2017-10-12,3.91,0.5,3.21,0.5,3.16,0.4,2.74,0.75
2017-10-19,3.88,0.5,3.19,0.5,3.17,0.4,2.74,0.71
2017-10-26,3.94,0.5,3.25,0.5,3.21,0.4,2.74,0.73
2017-11-02,3.94,0.5,3.27,0.5,3.23,0.5,2.74,0.71
2017-11-09,3.9,0.4,3.24,0.5,3.22,0.5,2.74,0.6799999999999997
2017-11-16,3.95,0.5,3.31,0.5,3.21,0.4,2.74,0.7400000000000002
2017-11-22,3.92,0.5,3.32,0.4,3.22,0.4,2.74,0.6999999999999997
2017-11-30,3.9,0.5,3.3,0.5,3.32,0.3,2.74,0.5800000000000001
2017-12-07,3.94,0.5,3.36,0.5,3.35,0.3,2.75,0.5899999999999999
2017-12-14,3.93,0.5,3.36,0.5,3.36,0.3,2.75,0.5700000000000003
2017-12-21,3.94,0.5,3.38,0.5,3.39,0.3,2.75,0.5499999999999998
2017-12-28,3.99,0.5,3.44,0.5,3.47,0.3,2.75,0.52
2018-01-04,3.95,0.5,3.38,0.5,3.45,0.4,2.75,0.5
2018-01-11,3.99,0.5,3.44,0.5,3.46,0.4,2.75,0.5300000000000002
2018-01-18,4.04,0.6,3.49,0.5,3.46,0.3,2.74,0.5800000000000001
2018-01-25,4.15,0.5,3.62,0.5,3.52,0.4,2.75,0.6300000000000003
2018-02-01,4.22,0.5,3.68,0.5,3.53,0.4,2.75,0.69
2018-02-08,4.32,0.6,3.77,0.5,3.57,0.4,2.75,0.7500000000000004
2018-02-15,4.38,0.6,3.84,0.5,3.63,0.4,2.75,0.75
2018-02-22,4.4,0.5,3.85,0.5,3.65,0.4,2.75,0.7500000000000004
2018-03-01,4.43,0.5,3.9,0.5,3.62,0.4,2.75,0.8099999999999996
2018-03-08,4.46,0.5,3.94,0.5,3.63,0.4,2.75,0.8300000000000001
2018-03-15,4.44,0.5,3.9,0.5,3.67,0.4,2.75,0.7700000000000005
2018-03-22,4.45,0.5,3.91,0.5,3.68,0.4,2.75,0.77
2018-03-29,4.44,0.5,3.9,0.5,3.66,0.4,2.76,0.7800000000000002
2018-04-05,4.4,0.5,3.87,0.4,3.62,0.4,2.76,0.7800000000000002
2018-04-12,4.42,0.4,3.87,0.4,3.61,0.3,2.75,0.81
2018-04-19,4.47,0.5,3.94,0.4,3.67,0.3,2.76,0.7999999999999998
2018-04-26,4.58,0.5,4.02,0.4,3.74,0.3,2.76,0.8399999999999999
2018-05-03,4.55,0.5,4.03,0.4,3.69,0.3,2.76,0.8599999999999999
2018-05-10,4.55,0.5,4.01,0.4,3.77,0.3,2.76,0.7799999999999998
2018-05-17,4.61,0.4,4.08,0.4,3.82,0.3,2.77,0.7900000000000005
2018-05-24,4.66,0.4,4.15,0.4,3.87,0.3,2.77,0.79
2018-05-31,4.56,0.4,4.06,0.4,3.8,0.3,2.77,0.7599999999999998
2018-06-07,4.54,0.5,4.01,0.4,3.74,0.4,2.77,0.7999999999999998
2018-06-14,4.62,0.4,4.07,0.4,3.83,0.3,2.77,0.79
2018-06-21,4.57,0.5,4.04,0.4,3.83,0.3,2.77,0.7400000000000002
2018-06-28,4.55,0.5,4.04,0.5,3.87,0.3,2.77,0.6799999999999997
2018-07-05,4.52,0.5,3.99,0.4,3.74,0.3,2.77,0.7799999999999994
2018-07-12,4.53,0.4,4.02,0.4,3.86,0.3,2.76,0.6700000000000004
2018-07-19,4.52,0.4,4,0.4,3.87,0.3,2.76,0.6499999999999995
2018-07-26,4.54,0.5,4.02,0.4,3.87,0.4,2.76,0.6699999999999999
2018-08-02,4.6,0.4,4.08,0.4,3.93,0.2,2.76,0.6699999999999995
2018-08-09,4.59,0.5,4.05,0.5,3.9,0.3,2.77,0.69
2018-08-16,4.53,0.5,4.01,0.5,3.87,0.4,2.75,0.6600000000000001
2018-08-23,4.51,0.5,3.98,0.5,3.82,0.3,2.75,0.69
2018-08-30,4.52,0.5,3.97,0.5,3.85,0.3,2.77,0.6699999999999995
2018-09-06,4.54,0.5,3.99,0.4,3.93,0.3,2.77,0.6099999999999999
2018-09-13,4.6,0.5,4.06,0.5,3.93,0.3,2.77,0.6699999999999995
2018-09-20,4.65,0.5,4.11,0.5,3.92,0.4,2.76,0.7300000000000004
2018-09-27,4.72,0.5,4.16,0.5,3.97,0.3,2.76,0.7499999999999996
2018-10-04,4.71,0.4,4.15,0.4,4.01,0.3,2.76,0.7000000000000002
2018-10-11,4.9,0.5,4.29,0.5,4.07,0.3,2.77,0.8300000000000001
2018-10-18,4.85,0.5,4.26,0.4,4.1,0.3,2.77,0.75
2018-10-25,4.86,0.5,4.29,0.4,4.14,0.3,2.77,0.7200000000000006
2018-11-01,4.83,0.5,4.23,0.5,4.04,0.3,2.77,0.79
2018-11-08,4.94,0.5,4.33,0.5,4.14,0.3,2.77,0.8000000000000007
2018-11-15,4.94,0.5,4.36,0.4,4.14,0.3,2.77,0.8000000000000007
2018-11-21,4.81,0.4,4.24,0.5,4.09,0.3,2.76,0.7199999999999998
2018-11-29,4.81,0.5,4.25,0.4,4.12,0.3,2.77,0.6899999999999995
2018-12-06,4.75,0.5,4.21,0.4,4.07,0.3,2.78,0.6799999999999997
2018-12-13,4.63,0.5,4.07,0.5,4.04,0.3,2.77,0.5899999999999999
2018-12-20,4.62,0.4,4.07,0.4,3.98,0.3,2.76,0.6400000000000001
2018-12-27,4.55,0.5,4.01,0.4,4,0.3,2.76,0.5499999999999998
