incident_number,date_time_of_call,cal_year,fin_year,type_of_incident,pump_count,pump_hours_total,hourly_notional_cost,incident_notional_cost,final_description,animal_group_parent,originof_call,property_type,property_category,special_service_type_category,special_service_type,ward_code,ward,borough_code,borough,stn_ground_name,uprn,street,usrn,postcode_district,easting_m,northing_m,easting_rounded,northing_rounded,latitude,longitude
105728151,08/08/2015 12:59,2015,2015/16,Special Service,1,1,298,298,DOG LOCKED IN CAR,Dog,Person (mobile),Car,Road Vehicle,Other animal assistance,Assist trapped domestic animal,E05000191,Southfield,E09000009,Ealing,Chiswick,NULL,Acton Lane,NULL,W4,520473,179572,520450,179550,51.50225434,-0.26567188
106044151,08/08/2015 20:50,2015,2015/16,Special Service,1,1,298,298,PARROT TRAPPED IN NETTING,Bird,Person (land line),Playground/Recreation area (not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05000367,Bunhill,E09000019,Islington,Shoreditch,5300067252,Norman Street,21605557,EC1V,532229,182465,532250,182450,51.52562769,-0.095307657
106153151,09/08/2015 01:18,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED ON WALL NEAR RAILWAY LINE,Cat,Person (land line),Other outdoor structures,Outdoor Structure,Animal rescue from height,Animal rescue from height - Domestic pet,E05009320,Bow West,E09000030,Tower Hamlets,Bethnal Green,NULL,Cherrywood Close,NULL,E3,536325,182855,536350,182850,51.52815875,-0.036149212
107372151,11/08/2015 11:34,2015,2015/16,Special Service,2,3,298,894,BIRD TRAPPED IN AERIAL         AL REQUESTED FROM INCIDENT,Bird,Person (mobile),House - single occupancy,Dwelling,Animal rescue from height,Wild animal rescue from height,E05000363,OSTERLEY AND SPRING GROVE,E09000018,HOUNSLOW,Heston,NULL,SPRING GROVE ROAD,NULL,TW7,NULL,NULL,514650,176550,NULL,NULL
107541151,11/08/2015 17:23,2015,2015/16,Special Service,1,1,298,298,PIGEONS TRAPPED UNDER NETTING,Bird,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,Assist trapped wild animal,E05000634,Church Street,E09000033,Westminster,Paddington,NULL,Jerome Crescent,NULL,NW8,NULL,NULL,527050,182450,NULL,NULL
107581151,11/08/2015 19:01,2015,2015/16,Special Service,1,1,298,298,CAT STUCK BEHIND SINK,Cat,Person (mobile),Purpose Built Flats/Maisonettes - 10 or more storeys,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,E05009399,Notting Dale,E09000020,Kensington and Chelsea,North Kensington,NULL,Silchester Road,21700998,W10,NULL,NULL,523850,181150,NULL,NULL
107655151,11/08/2015 21:03,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED IN CHIMNEY,Cat,Person (mobile),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05011479,Selhurst,E09000008,Croydon,Croydon,NULL,Saxon Road,20501365,SE25,NULL,NULL,532950,167650,NULL,NULL
107882151,12/08/2015 10:40,2015,2015/16,Special Service,1,1,298,298,DOG TRAPPED NEAR RAILWAY LINE,Dog,Person (mobile),Railway,Outdoor,Other animal assistance,Assist trapped domestic animal,E05000347,Brentford,E09000018,Hounslow,Chiswick,NULL,Green Dragon Lane,NULL,TW8,518331,178160,518350,178150,51.4900156,-0.296991309
108145151,12/08/2015 20:27,2015,2015/16,Special Service,1,1,298,298,DOG IN CANAL,Dog,Police,River/canal,Outdoor,Animal rescue from water,Animal rescue from water - Domestic pet,E05000186,Norwood Green,E09000009,Ealing,Southall,NULL,Tentelow Lane,NULL,UB2,514072,179584,514050,179550,51.50368864,-0.35784892
108828151,14/08/2015 07:13,2015,2015/16,Special Service,1,1,298,298,Redacted,Bird,Person (land line),Animal harm outdoors,Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05009377,Hoxton East & Shoreditch,E09000012,Hackney,Shoreditch,10008293621,Clere Street,20900615,EC2A,532976,182321,532950,182350,51.52415827,-0.084600358
108909151,14/08/2015 10:35,2015,2015/16,Special Service,1,1,298,298,BIRD TRAPPED ON ROOF,Bird,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped wild animal,E05000563,Stonecot,E09000029,Sutton,Sutton,NULL,Henley Avenue,22601567,SM3,NULL,NULL,524050,165250,NULL,NULL
109772151,15/08/2015 23:40,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED ON LEDGE,Cat,Person (land line),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000640,Maida Vale,E09000033,Westminster,Paddington,NULL,Delaware Road,8400064,W9,NULL,NULL,525650,182350,NULL,NULL
109907151,16/08/2015 09:39,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED IN DRAIN,Cat,Person (mobile),Animal harm outdoors,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000417,Brixton Hill,E09000022,Lambeth,West Norwood,1.00022E+11,Brixton Hill,21900236,SW2,530457,173942,530450,173950,51.44944478,-0.123982689
110054151,16/08/2015 16:28,2015,2015/16,Special Service,1,2,298,596,CAT ON ROOF,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000624,SOUTHFIELDS,E09000032,WANDSWORTH,Wandsworth,NULL,PENWITH ROAD,NULL,SW18,NULL,NULL,525750,173050,NULL,NULL
110849151,18/08/2015 06:50,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED BETWEEN WINDOW AND METAL SHUTTERS OF SHOP,Cat,Person (land line),Single shop,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05009335,WEAVERS,E09000030,TOWER HAMLETS,Shoreditch,6089472,HACKNEY ROAD,NULL,E2,533515,182699,533550,182650,51.52742796,-0.076692333
110872151,18/08/2015 08:32,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED UP CHIMNEY,Cat,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000439,BROCKLEY,E09000023,LEWISHAM,Greenwich,NULL,WICKHAM ROAD,NULL,SE4,NULL,NULL,536950,176150,NULL,NULL
110878151,18/08/2015 08:48,2015,2015/16,Special Service,1,1,298,298,DOG TRAPPED UNDER CAR,Dog,Person (mobile),Car,Road Vehicle,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000278,SEVEN SISTERS,E09000014,HARINGEY,Tottenham,1.00021E+11,ALBERT ROAD,NULL,N15,533158,188253,533150,188250,51.57742274,-0.079735847
110903151,18/08/2015 09:42,2015,2015/16,Special Service,1,1,298,298,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Person (land line),Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000110,CHELSFIELD AND PRATTS BOTTOM,E09000006,BROMLEY,Orpington,NULL,SEVENOAKS ROAD,NULL,BR6,NULL,NULL,547250,162650,NULL,NULL
110963151,18/08/2015 12:30,2015,2015/16,Special Service,1,1,298,298,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,Person (land line),Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000444,FOREST HILL,E09000023,LEWISHAM,Forest Hill,NULL,DEVONSHIRE ROAD,NULL,SE23,NULL,NULL,535550,173450,NULL,NULL
111247151,18/08/2015 23:43,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED IN GARAGE,Cat,Person (mobile),House - single occupancy,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05011482,Shirley North,E09000008,CROYDON,Woodside,NULL,LONGHEATH GARDENS,NULL,CR0,NULL,NULL,535550,167850,NULL,NULL
111887151,20/08/2015 13:00,2015,2015/16,Special Service,1,1,298,298,FOX WITH BODY TRAPPED IN CONCRETE IN BASEMENT,Fox,Other FRS,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from below ground,Wild animal rescue from below ground,E05000192,WALPOLE,E09000009,EALING,Ealing,NULL,LAMMAS PARK ROAD,NULL,W5,NULL,NULL,517450,179950,NULL,NULL
112003151,20/08/2015 18:23,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED IN NEIGHBOURS SHED,Cat,Person (mobile),Private Garden Shed,Non Residential,Other animal assistance,Assist trapped domestic animal,E05000447,LEE GREEN,E09000023,LEWISHAM,Lee Green,1.00022E+11,LEAHURST ROAD,NULL,SE13,538963,174651,538950,174650,51.45379392,-0.001373742
112363151,21/08/2015 14:09,2015,2015/16,Special Service,1,1,298,298,ASSIST RSPCA WITH CAT HANGING FROM WINDOW,Cat,Police,House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000480,EAST HAM CENTRAL,E09000025,NEWHAM,East Ham,NULL,POULETT ROAD,NULL,E6,NULL,NULL,542750,183450,NULL,NULL
112482151,21/08/2015 18:23,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED UNDER SOLAR PANELS,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05011244,Goodmayes,E09000026,REDBRIDGE,Dagenham,NULL,GIBSON ROAD,NULL,RM8,NULL,NULL,547350,187450,NULL,NULL
112765151,22/08/2015 09:42,2015,2015/16,Special Service,1,1,298,298,DOG LOCKED IN CAR,Dog,Person (land line),Car,Road Vehicle,Other animal assistance,Assist trapped domestic animal,E05000193,BOWES,E09000010,ENFIELD,Edmonton,207187990,NORFOLK AVENUE,NULL,N13,531803,191730,531850,191750,51.60898683,-0.097974226
112829151,22/08/2015 12:24,2015,2015/16,Special Service,1,1,298,298,ASSIST RSPCA WITH CAT STUCK ON ROOF,Cat,Person (land line),Bungalow - single occupancy,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000335,NORTHWOOD,E09000017,HILLINGDON,Ruislip,NULL,MURRAY ROAD,NULL,HA6,NULL,NULL,509150,191150,NULL,NULL
113399151,23/08/2015 12:51,2015,2015/16,Special Service,1,2,298,596,ASSIST RSPCA OFFICER WITH CAT IN A TREE,Cat,Person (land line),Animal harm outdoors,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000125,PLAISTOW AND SUNDRIDGE,E09000006,BROMLEY,Bromley,10003621525,HARLEYFORD,NULL,BR1,540967,169871,540950,169850,51.41034579,0.025548275
113442151,23/08/2015 14:47,2015,2015/16,Special Service,1,1,298,298,KITTEN TRAPPED BEHIND PIPES,Cat,Person (land line),Purpose Built Flats/Maisonettes - 10 or more storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000359,HOUNSLOW HEATH,E09000018,HOUNSLOW,Heston,NULL,BENSON CLOSE,NULL,TW3,NULL,NULL,513150,175350,NULL,NULL
113787151,24/08/2015 09:33,2015,2015/16,Special Service,1,1,298,298,Redacted,Cat,Person (land line),Animal harm outdoors,Outdoor,Other animal assistance,Animal harm involving domestic animal,E05000125,PLAISTOW AND SUNDRIDGE,E09000006,BROMLEY,Bromley,10003621563,HARLEYFORD,NULL,BR1,541017,169876,541050,169850,51.4103783,0.0262687
113863151,24/08/2015 13:17,2015,2015/16,Special Service,1,1,298,298,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000228,THAMESMEAD MOORINGS,E09000011,GREENWICH,Plumstead,NULL,GOLDFINCH ROAD,NULL,SE28,NULL,NULL,544950,179450,NULL,NULL
114558151,26/08/2015 02:18,2015,2015/16,Special Service,1,1,298,298,DEER STUCK IN METAL GATE - NOW OUT,Deer,Person (mobile),Other outdoor structures,Outdoor Structure,Other animal assistance,Assist  trapped livestock animal,E05000310,GOOSHAYS,E09000016,HAVERING,Harold Hill,1.00021E+11,DAGNAM PARK DRIVE,NULL,RM3,555390,192166,555350,192150,51.60689437,0.242584985
114644151,26/08/2015 09:38,2015,2015/16,Special Service,1,1,298,298,KITTENS STUCK UP TREE - BEEN THERE SOME TIME,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05011251,Seven Kings,E09000026,REDBRIDGE,Ilford,1.00022E+11,BARLEY LANE,NULL,IG3,546567,188442,546550,188450,51.57579589,0.113716951
114694151,26/08/2015 12:10,2015,2015/16,Special Service,1,1,298,298,ASSIST RSPCA WITH BIRD HANGING FROM WIRE ON ROOF,Bird,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped wild animal,E05000562,ST. HELIER,E09000029,SUTTON,Sutton,NULL,WESTMINSTER ROAD,NULL,SM1,NULL,NULL,526550,165950,NULL,NULL
114768151,26/08/2015 13:43,2015,2015/16,Special Service,1,1,298,298,DOG TRAPPED IN CAGE,Dog,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000340,UXBRIDGE NORTH,E09000017,HILLINGDON,Hillingdon,NULL,SAUNDERS ROAD,NULL,UB10,NULL,NULL,506750,183950,NULL,NULL
115200151,26/08/2015 18:38,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED BEHIND KITCHEN CUPBOARD,Cat,Person (land line),Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000266,ALEXANDRA,E09000014,HARINGEY,Hornsey,NULL,COLNEY HATCH LANE,NULL,N10,NULL,NULL,528550,190450,NULL,NULL
115244151,26/08/2015 19:47,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED IN BIN,Cat,Person (mobile),Wheelie bin (domestic size),Outdoor Structure,Animal rescue from height,Animal rescue from height - Domestic pet,E05000204,LOWER EDMONTON,E09000010,ENFIELD,Edmonton,207088523,BOUNCES ROAD,NULL,N9,534886,193995,534850,193950,51.62861048,-0.052607923
115521151,27/08/2015 15:42,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED IN TREE,Cat,Person (land line),Roadside vegetation,Outdoor,Other animal assistance,Assist trapped domestic animal,E05000622,ST. MARY'S PARK,E09000032,WANDSWORTH,Battersea,1.00023E+11,BATTERSEA HIGH STREET,NULL,SW11,526968,176540,526950,176550,51.47358555,-0.173233649
115869151,28/08/2015 08:29,2015,2015/16,Special Service,1,2,298,596,PONY CAUGHT IN CABLING,Horse,Person (mobile),Golf course (not building on course),Outdoor,Other animal assistance,Assist  trapped livestock animal,E05011232,Thamesmead East,E09000004,BEXLEY,Plumstead,1.0002E+11,FAIRWAY DRIVE,NULL,SE28,548098,181210,548050,181250,51.51041491,0.132755493
116020151,28/08/2015 16:50,2015,2015/16,Special Service,1,1,298,298,CAT STUCK ON ROOF,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000381,TOLLINGTON,E09000019,ISLINGTON,Holloway,NULL,HANLEY ROAD,NULL,N4,NULL,NULL,530550,187350,NULL,NULL
116036151,28/08/2015 17:23,2015,2015/16,Special Service,1,1,298,298,DOG IN PRECARIOUS POSITION ON ROOF OF HOUSE,Dog,Person (mobile),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05000314,HEATON,E09000016,HAVERING,Harold Hill,NULL,KEATS AVENUE,NULL,RM3,NULL,NULL,552650,191050,NULL,NULL
116055151,28/08/2015 18:52,2015,2015/16,Special Service,1,1,298,298,CAT STUCK ON WINDOW LEDGE,Cat,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000206,PONDERS END,E09000010,ENFIELD,Enfield,NULL,NAGS HEAD ROAD,NULL,EN3,NULL,NULL,535750,196150,NULL,NULL
116072151,28/08/2015 19:48,2015,2015/16,Special Service,1,1,298,298,CAT IN DISTRESS IN TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05009392,COLVILLE,E09000020,KENSINGTON AND CHELSEA,North Kensington,217050518,LANCASTER ROAD,NULL,W11,524762,181452,524750,181450,51.51822101,-0.203244772
116948151,30/08/2015 18:25,2015,2015/16,Special Service,1,1,298,298,BIRD TRAPPED IN WIRING,Bird,Person (mobile),Lake/pond/reservoir,Outdoor,Animal rescue from water,Animal rescue from water - Bird,E05000479,CUSTOM HOUSE,E09000025,NEWHAM,East Ham,46083846,GLENCAIRNE CLOSE,NULL,E16,541798,181916,541750,181950,51.51837405,0.042317201
117449151,31/08/2015 20:28,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED BEHIND FACIA,Cat,Person (mobile),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000085,ALPERTON,E09000005,BRENT,Wembley,NULL,DOUGLAS AVENUE,NULL,HA0,NULL,NULL,518350,184550,NULL,NULL
117465151,31/08/2015 21:20,2015,2015/16,Special Service,1,1,298,298,DOG STUCK IN HOLE BEHIND SHED,Dog,Person (land line),Animal harm outdoors,Outdoor,Other animal assistance,Assist trapped domestic animal,E05000221,GLYNDON,E09000011,GREENWICH,Plumstead,1.00021E+11,LEGHORN ROAD,NULL,SE18,544916,178174,544950,178150,51.48395933,0.085688124
117644151,01/09/2015 10:26,2015,2015/16,Special Service,1,1,298,298,DOG LOCKED IN CAR,Dog,Person (land line),Car,Road Vehicle,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000603,LEA BRIDGE,E09000031,WALTHAM FOREST,Leyton,1.00023E+11,CAPWORTH STREET,NULL,E10,537324,187427,537350,187450,51.56900162,-0.019973846
117797151,01/09/2015 15:54,2015,2015/16,Special Service,1,1,298,298,CAT UP A TREE,Cat,Person (land line),Tree scrub,Outdoor,Other animal assistance,Animal assistance involving domestic animal - Other action,E05000409,NORBITON,E09000021,KINGSTON UPON THAMES,Kingston,128036972,FRANKLIN CLOSE,NULL,KT1,519106,168974,519150,168950,51.40729274,-0.288923069
117839151,01/09/2015 17:47,2015,2015/16,Special Service,1,1,298,298,KITTENS TRAPPED IN WALL VOID,Cat,Person (land line),Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000284,WOODSIDE,E09000014,HARINGEY,Tottenham,NULL,SAXON ROAD,NULL,N22,NULL,NULL,531850,190850,NULL,NULL
117994151,02/09/2015 00:19,2015,2015/16,Special Service,1,1,298,298,CAT TRAPPED UNDER FLOORBOARDS,Cat,Person (land line),House - single occupancy,Dwelling,Other animal assistance,Assist trapped domestic animal,E05000229,WOOLWICH COMMON,E09000011,GREENWICH,Plumstead,NULL,WOOLWICH NEW ROAD,NULL,SE18,NULL,NULL,543550,178650,NULL,NULL
118271151,02/09/2015 17:14,2015,2015/16,Special Service,1,1,298,298,SMALL ANIMAL RESCUE    TRAPPED BIRD,Bird,Person (mobile),Post office (purpose built),Non Residential,Other animal assistance,Assist trapped wild animal,E05000408,GROVE,E09000021,KINGSTON UPON THAMES,Kingston,128006223,ASHDOWN ROAD,NULL,KT1,518098,169121,518050,169150,51.40882466,-0.303360263
118798151,03/09/2015 20:43,2015,2015/16,Special Service,1,1,298,298,ASSIST RSPCA WITH CAT FALLEN INTO BASEMENT,Cat,Person (land line),House - single occupancy,Dwelling,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05009368,CAZENOVE,E09000012,HACKNEY,Stoke Newington,NULL,UPPER CLAPTON ROAD,NULL,E5,NULL,NULL,534450,187250,NULL,NULL
120553151,07/09/2015 14:04,2015,2015/16,Special Service,1,1,298,298,PIGEON STUCK IN WIRE,Bird,Person (mobile),Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,Animal rescue from height - Bird,E05000185,NORTHOLT WEST END,E09000009,EALING,Northolt,NULL,CHURCH ROAD,NULL,UB5,NULL,NULL,511750,183250,NULL,NULL
120557151,07/09/2015 14:22,2015,2015/16,Special Service,1,1,298,298,ASSIST RSPCA,Unknown - Domestic Animal Or Pet,Person (land line),House - single occupancy,Dwelling,Animal rescue from height,Animal rescue from height - Domestic pet,E05011489,Woodside,E09000008,CROYDON,Woodside,NULL,CROWTHER ROAD,NULL,SE25,NULL,NULL,534350,167950,NULL,NULL
120905151,08/09/2015 08:50,2015,2015/16,Special Service,1,1,298,298,KITTEN STUCK IN ENGINE OF CAR,Cat,Person (land line),Car,Road Vehicle,Other animal assistance,Animal assistance involving domestic animal - Other action,E05011236,Bridge,E09000026,REDBRIDGE,Woodford,1.00022E+11,FINCHINGFIELD AVENUE,NULL,IG8,541419,191195,541450,191150,51.6018476,0.040586836
