city,alternate_city_names,state,country,country_code,latitude,longitude,timezone,population,elevation_m
Madisonville,"Medisonvil,Mehdisonvil',madisonbiru,madyswnfyl,mai di xun wei er,mdsnwyl  kntaky,medisanavhila,Медисонвил,Мэдисонвиль,ماديسونفيل,مدسنویل، کنتاکی,میڈیسونویلی، کینٹوکی,मॅडिसनव्हिल,マディソンビル,麦迪逊维尔",KY,USA,US,37.3281,-87.49889,America/Chicago,19539,144
Stoughton,"Stouton,astwtwn  wyskansyn,stwtwn,stwwtwn,Стоутон,סטווטון,استوتون، ویسکانسین,ستوتون",WI,USA,US,42.91695,-89.21789,America/Chicago,13067,267
Jenison,NA,MI,USA,US,42.90725,-85.79198,America/Detroit,16538,184
Kevil,NA,KY,USA,US,37.08505,-88.88673,America/Chicago,620,131
Rogue River,"Rogju Riveh,Rogue River,Roug River,Roug Rivur,Woodville,rgw rywr  awrgn,rwgh ryfr,Рогю Ривэ,Роуг Ривер,Роуг Ривър,روغ ريفر,رگو ریور، اورگن",OR,USA,US,42.43595,-123.172,America/Los_Angeles,2227,306
Harahan,NA,LA,USA,US,29.94048,-90.20313,America/Chicago,9350,2
Warrenville,NA,SC,USA,US,33.55097,-81.804,America/New_York,1233,71
Bonney Lake,NA,WA,USA,US,47.17705,-122.18651,America/Los_Angeles,19903,175
Montebello,"Montebello,Montebelo,Newmark,meng ti bei luo,montebello,montebelo,montebero,mwntybylw,mwnt‌blw  kalyfrnya,Монтебелло,Монтебело,Մոնթեբելլո,مونتيبيلو,مونت‌بلو، کالیفرنیا,मोन्तेबेलो,モンテベロ,蒙提贝罗,몬테벨로",CA,USA,US,34.00946,-118.10535,America/Los_Angeles,63921,61
Cape Canaveral,"Artesia,Cabo Canaveral,Cabo Cañaveral,Cape Canaveral,Kejp Kanaveral,Port Canavera,Port Canaveral,ka na wei la er jiao,kepa kenabherala,kyb kanfral,kyp kanawral  flwryda,Кејп Канаверал,كيب كانفرال,کیپ کاناورال، فلوریدا,کیپ کیناوریل، فلوریڈا,केप केनाभेरल,卡纳维拉尔角",FL,USA,US,28.40584,-80.60477,America/New_York,9912,3
Fanwood,"Fanvud,fanwwd  nywjrsy,Фанвуд,فانوود، نیوجرسی",NJ,USA,US,40.64094,-74.38348,America/New_York,7651,49
Monument,"Henry Station,Monjument,Monjumunt,Monument,mo niu men te,monumenta,mwnwmnt,mwnwmnt  klradw,Монумент,Монюмънт,Монјумент,مونومنت,مونومنت، کلرادو,मोनुमेन्ट,莫纽门特",CO,USA,US,39.09166,-104.87276,America/Denver,6420,2126
Oxon Hill,"Gilman Corner,Grimesville,Oxen Hill,Oxon,Oxon Hill",MD,USA,US,38.80345,-76.9897,America/New_York,17722,57
Aurora,"Aurora,Aurora Center,Aurora Centre,Aurora Depot,Aurora Station,Avrora,Howardsville,Howardville,Orora,awrwra,awrwra  awhayw,Аврора,Орора,ارورا، اوہائیو,اورورا,اورورا، اوهایو",OH,USA,US,41.31755,-81.34539,America/New_York,15838,345
South Amboy,"Saut Emboj,Sous Ehmboj,ambwy jnwby  nywjrsy,sausuanboi,Саут Ембој,Соус Эмбой,آمبوی جنوبی، نیوجرسی,サウスアンボイ",NJ,USA,US,40.47788,-74.2907,America/New_York,8846,38
Austell,"Austell,Causeys Chapel,Cincinnati Junction,Irvine,Ostel,astela,astl  jwrjya,awstyl,Остел,آستل، جورجیا,آسٹیل، جارجیا,أوستيل,अस्टेल",GA,USA,US,33.81261,-84.63438,America/New_York,7107,283
Oakland,"Oklend,Окленд",TN,USA,US,35.22898,-89.51508,America/Chicago,7488,116
Longview,"KLS,Longview,Longvju,lang wyw  washyngtn,lwnghfyw,rongubyu,zhang jing shi,Лонгвю,Лонгвју,لانگ ویو، واشینگتن,لونغفيو,لونگویئو، واشنگٹن,ロングビュー,長景市",WA,USA,US,46.13817,-122.93817,America/Los_Angeles,36848,6
Kanturk,"Ceann Toirc,Kanturk",NA,Ireland,IE,52.16667,-8.9,Europe/Dublin,2350,NA
Kirkcaldy,"Cair Chaladain,Kerkoldi,Kerkoldis,Kirkalnty,Kirkcaldy,Kirkcaudy,Kurkoldi,ke ke di,keokoldi,krkwdy,Κιρκάλντυ,Керколди,Керколді,Кърколди,کرکالڈی,کرکودی,柯科迪,커콜디",SCT,United Kingdom,GB,56.11683,-3.15999,Europe/London,49460,NA
Cathedral City,"Katidral Siti,Katidral-Siti,Kutidrul Siti,Lungsod ng Cathedral,da jiao tang cheng,kathydral syty,ktdral syty  kalyfrnya,kyathedrala siti,Катидрал Сити,Катидрал-Сити,Кътидръл Сити,كاثيدرال سيتي,کتدرال سیتی، کالیفرنیا,क्याथेड्रल सिटी,大教堂城",CA,Usa,US,33.77974,-116.46529,America/Los_Angeles,53826,100
Springville,"Springvil,aspryngwyl  ywta,sbrynghfyl,shi pu lin wei er,Спрингвил,اسپرینگویل، یوتا,سبرينغفيل,سپرنگزویل، یوٹاہ,史普林维尔",UT,USA,US,40.16523,-111.61075,America/Denver,32286,1396
Grand rapids,"GPZ,Grand Rapids,Grand-Rapids,Grehnd Rapids,ghrand rabydz,granda repidsa,Гранд Рапидс,Гранд-Рапидс,Грэнд Рапидс,Ґранд-Рапідс,غراند رابيدز,گرند رپیدز، مینه‌سوتا,ग्रांड रॅपिड्स",MN,USA,US,47.23717,-93.53021,America/Chicago,11127,392
Quito,"Kita,Kitas,Kito,Kitu,Kuito,Quito,Quitu,Quitum,San Francisco de Quito,UIO,ji duo,ki to,kito,kitto,kvirrea,kvito,kwytw,kytw,qytw,Κίτο,Кито,Кіта,Кіто,Կիտո,קיטא,קיטו,كىتو,كيتو,کوئتو,کیتو,کیٹو,क्वितो,क्वीटो,ਕੀਤੋ,கித்தோ,ക്വിറ്റോ,กีโต,ཁེ་ཐོ།,კიტო,ኪቶ,キト,基多,키토",Pichincha,Ecuador,EC,-0.22985,-78.52495,America/Guayaquil,2781641,NA
Storrs,"Storrs,Storrsville,Stors,astwrs,starsa,Сторрс,Сторс,استورس,स्टर्स",CT,USA,US,41.80843,-72.24952,America/New_York,15344,187
Fort Lee,"Fort Lee,Fort Lee CDP,Ft. Lee",VA,USA,US,37.24694,-77.33442,America/New_York,3393,30
Spiceland,NA,IN,USA,US,39.83838,-85.43886,America/Indiana/Indianapolis,868,320
Talbotton,"Tolboton,talbatn  jwrjya,talbotatana,talbwtwn,Толботон,تالباتن، جورجیا,تالبوتون,ٹالبٹن، جارجیا,ताल्बोटटन",GA,USA,US,32.67764,-84.53937,America/New_York,887,217
Gastonia,"Gastonija,gaeseutonia,gasutonia,ghastwnya,gstwwnya  karwlynay shmaly,jia si tuo ni ya,kastaniya,Гастония,Гастонија,Ґастонія,غاستونيا,گستوونیا، کارولینای شمالی,گیسٹونیا، شمالی کیرولائنا,கஸ்டானியா,แกสโตเนีย,ガストニア,加斯托尼亞,개스토니아",NC,USA,US,35.26208,-81.1873,America/New_York,74543,245
East Haven,"East Haven,East Village,Easthaven,Iron Works Village,Ist Khehven,Ist Khejven,Mioonkh-tuk,ayst hyfn,ista hyabhena,Ист Хејвен,Ист Хэвен,إيست هيفن,ایسٹ ہیون، کنیکٹیکٹ,इस्ट ह्याभेन",CT,USA,US,41.27621,-72.86843,America/New_York,29257,7
Lexington,"Leksington,Lexington,lie ke xing dui,lksyngtwn  karwlynay shmaly,lyksynghtwn,rekishinton,Лексингтон,ليكسينغتون,لکسینگتون، کارولینای شمالی,لیکسنگٹن، شمالی کیرولائنا,レキシントン,列克星敦",NC,USA,US,35.82403,-80.25338,America/New_York,19326,258
Stirling,"Sruighle,Sruighlea,Sterling,Stirlin,Stirling,Stirlingas,Stirlingum,Stirlinq,Striuelin,Sturling,XWB,astyrlyng,astyrlyngh,s texr ling,seuteolling,shi te ling,sutaringu,Стерлинг,Стерлінг,Стърлинг,Ստերլինգ,استيرلينغ,استیرلینگ,سٹرلنگ,สเตอร์ลิง,スターリング,史特靈,스털링",SCT,United Kingdom,GB,56.11903,-3.93682,Europe/London,37910,NA
Caryville,"Careyville,Caryville",TN,USA,US,36.29897,-84.22326,America/New_York,2200,333
Pleasant Hill,NA,MO,USA,US,38.78751,-94.26939,America/Chicago,8289,277
North Fort Myers,North Ft. Myers,FL,USA,US,26.66729,-81.88009,America/New_York,39407,1
Junction City,"Dzankshon Siti,Dzhankshn Siti,Dzhunkshun Siti,Junction,Junction City,jankshn syty  awrgn,jnkshn syty,Џанкшон Сити,Джанкшн Сити,Джънкшън Сити,جانکشن سیتی، اورگن,جنكشن سيتي",OR,USA,US,44.21929,-123.20565,America/Los_Angeles,5842,100
Wayland,NA,MI,USA,US,42.67392,-85.64474,America/Detroit,4166,235
Winfield,"Legonda,Vinfild,WLD,Winfield,wynfyld,wynfyld  kanzas,Винфилд,ونفیلڈ، کنساس,وينفيلد,وینفیلد، کانزاس",KS,USA,US,37.23975,-96.995590000000007,America/Chicago,12204,344
Alamo,NA,NV,USA,US,37.36496,-115.16446,America/Los_Angeles,1080,1057
Midland,"Garmon,Midland",NC,USA,US,35.22737,-80.50062,America/New_York,3379,153
Whiteville,NA,TN,USA,US,35.32647,-89.14951,America/Chicago,4523,150
Sindelfingen,"Sindelfingen,ZPZ,Zindel'fingen,Zindelfingen,Zintelfinken,jinderufingen,xin de er fen gen,zindelpingeni,zyndlfynghn,zyndlfyngn,Ζίντελφιγκεν,Зинделфинген,Зиндельфинген,Зіндельфінген,Զինդելֆինգեն,زيندلفينغن,زیندلفینگن,ზინდელფინგენი,ジンデルフィンゲン,辛德尔芬根",Baden-Wurttemberg,Germany,DE,48.7,9.01667,Europe/Berlin,61311,NA
North Adams,"Nors Adams,Nort Adams,admz shmaly  masachwst,bei ya dang si,noseuaedeomseu,nosuadamuzu,nwrth admz,Норс Адамс,Норт Адамс,آدمز شمالی، ماساچوست,نارتھ ایڈمز، میساچوسٹس,نورث آدمز,ノースアダムズ,北亚当斯,노스애덤스",MA,USA,US,42.700920000000004,-73.10871,America/New_York,13263,220
North Augusta,"Nort Ogasta,bei ao gu si ta,nosuogasuta,nwrt agasta  karwlynay jnwby,nwrth awghwsta,Норт Огаста,شمالی آگسٹا، جنوبی کیرولائنا,نورت اگاستا، کارولینای جنوبی,نورث أوغوستا,ノースオーガスタ,北奥古斯塔",SC,USA,US,33.5018,-81.96512,America/New_York,22522,118
Auburn,"Auborn,Obern,Oburn,abrn  myn,ao ben,awbwrn,oban,obeon,Ауборн,Оберн,Обърн,آبرن، مینے,أوبورن,ابرن، مین,オーバーン,奧本,오번",ME,USA,US,44.09785,-70.23117,America/New_York,22871,58
Largo,"Largo,la ge,larghw,largo,largw  flwryda,Ларго,Ларґо,لارغو,لارگو، فلورایڈا,لارگو، فلوریدا,लार्गो,拉哥",Fl,USA,US,27.90979,-82.78842,America/New_York,81000,10
Ketchikan,"KTN,Kechikan,Kecingen,Ketchikan,Keçingen,Kichikan,Kitchikan,Kitskan,kchykan  alaska,ke qi kan,kechikan,kecikana,kytshykan,qtzyqn,Кетчикан,Кечикан,קטציקן,كيتشيكان,کٹچیکان، الاسکا,کچیکان، آلاسکا,केचिकान,ケチカン,克奇坎",AK,USA,US,55.3418,-131.64757,America/Sitka,8197,8
Westmont,"Gregg,Uestmont,Vestmont,Westmont,wst mwnt,Вестмонт,Уестмонт,وست مونت",IL,USA,US,41.79586,-87.97562,America/Chicago,24941,228
White Sulphur Springs,"Hot Sulphur Springs,Minnie Wabba,Uajt Sul'fur Springs,Uajt Sulful Springs,Vajt Sulfer Springs,Wampum Waters,White Sulphur Spring,White Sulphur Springs,bai liu huang quan zhen,wayt salfr aspryngz  mwntana,wayt swlfr sbrynghz,Вајт Сулфер Спрингс,Уайт Сульфур Спрингс,Уайт Сълфъл Спрингс,وايت سولفر سبرينغز,وایت سالفر اسپرینگز، مونتانا,白硫磺泉镇",MT,USA,US,46.54828,-110.90216,America/Denver,910,1537
Deadwood,"Deadwood,Deadwood City,Dedvud,Miles City,dai de wu de,ddwwd  dakwtay jnwby,dedavuda,deddouddo,dydwwd,Дедвуд,ددوود، داکوتای جنوبی,ديدوود,ڈیڈووڈ، جنوبی ڈکوٹا,डॅडवुड,デッドウッド,戴德伍德",SD,USA,US,44.37665,-103.72964,America/Denver,1258,1381
Eaton,NA,IN,USA,US,40.34032,-85.3508,America/Indiana/Indianapolis,1748,277
Newark,"EWR,Milford,N'juark,New Worke,Newark,Nieworke,Niouark,Niuarkas,Njuark,Novarcum,Nuarka,Nyuark,Youngs Point,n'yu'arka,n'yurka,nevark,niu hua ke,nuvark,nwrk,nyuaku,nyueokeu,nywark,nywark  nyw jrsy,nywark  nywjrsy,Ņuarka,Νιούαρκ,Њуарк,Ньюарк,Нюарк,Նյուարկ,נוארק,ניוארק,نيوآرك,نیوآرک، نیو جرسی,نیوآرک، نیوجرسی,न्यूअर्क,न्यूर्क,நுவார்க்,నెవార్క్,นวร์ก,ნიუარკი,ニューアーク,紐華克,뉴어크",NJ,USA,US,40.73566,-74.17237,America/New_York,281944,9
River Heights,NA,UT,USA,US,41.7216,-111.82133,America/Denver,1941,1396
Tualatin,"Bridgeport,Tualatin,Tualatun,Tualitin,Tualtin,teyuaratin,twalatyn,twaltyn  awrgn,Туалатин,Туалатън,توالاتين,توالتین، اورگن,ٹوالاٹن، اوریگون,テュアラティン",OR,USA,US,45.38401,-122.76399,America/Los_Angeles,27154,38
Commerce,"Commerce,Groaning Rock,Harmony Grove,Komers,kamarsa,kamrs  jarjya,kamrs  jwrjya,kwmyrk,Комерс,كوميرك,کامرس، جارجیا,کامرس، جورجیا,कमर्स",GA,USA,US,34.204,-83.45711,America/New_York,6762,278
Castro valley,"Castro Valley,Kastro Vali,kaeseuteulobaelli,kyastro bhyali,Кастро Вали,क्यास्ट्रो भ्याली,캐스트로밸리",CA,USA,US,37.6941,-122.08635,America/Los_Angeles,61388,50
Northbridge,"Norsbridzh,Northbridge,Rochdale,Rockdale,nwrtbryj  masachwst,nwrthbrydj,Норсбридж,نورتبریج، ماساچوست,نورثبريدج",MA,USA,US,42.15148,-71.64951,America/New_York,14061,83
seaside park,"Sisajd Park,sysayd park  nywjrsy,Сисайд Парк,Сисајд Парк,سیساید پارک، نیوجرسی",NJ,USA,US,39.92679,-74.07708,America/New_York,1551,2
Hyattsville,"Bealltown,Hart,Hyattsville,Khiatsvill,haytsfyl,haytswyl  mrylnd,Хиатсвилл,هايتسفيل,هایتسویل، مریلند",MD,USA,US,38.95594,-76.94553,America/New_York,18501,32
Sausalito,"El Ojo la Agua de Zaucito,JMC,Saucelito,Sauceta,Sauceto,Saucilito,Saucito,Sausalito,Sauselito,Sauzalito,Sosalito,Zaucito,sausalito,sausarito,sawsalytw,saywsalytw  kalyfrnya,suo sa li tuo,Саусалито,Саусаліто,Сосалито,سائوسالیتو، کالیفرنیا,ساوساليتو,सौसालितो,サウサリート,索萨利托",CA,USA,US,37.85909,-122.48525,America/Los_Angeles,7156,4
Dublin,"DBN,Dablin,Dublin,dablina,dablyn  jwrjya,daburin,dbln,Даблин,Дублин,دابلین، جورجیا,دبلن,ڈبلن، جارجیا,डब्लिन,ダブリン",GA,USA,US,32.54044,-82.90375,America/New_York,16197,67
Bradford,"Bradford,Charlestown,Charlestown-Hopkinton Depot,Dorrville,Niantic,Shaddock's Weir,Shaddocks Weir,Shattuck's Weir",RI,USA,US,41.39899,-71.73701,America/New_York,1406,12
Pula,"PUY,Pietas Iulia,Pluj,Pola,Poula,Poła,Pul,Pula,Pulj,bwla,pu la,pulla,pura,pwla,pwlh,Πούλα,Пула,Պուլա,פולא,פולה,بولا,پولا,პულა,プーラ,普拉,풀라",Istria,Croatia,HR,44.86833,13.84806,Europe/Zagreb,52220,NA
Lone Tree,"Lon Tri,Loun Tri,Loun Trij,lan try  klradw,lona tri,long na te li,lwn try,Лон Три,Лоун Три,Лоун Трий,لان تری، کلرادو,لون تري,लोन ट्री,隆娜特里",CO,USA,US,39.55171,-104.8863,America/Denver,13175,1813
Middlesbrough,"Middlebrough,Middlesborough,Middlesbrough,Midlsbra,Midlsbro,Midulzbro,Mintlesmpro,mi de er si bo lei,mid deilsbe rx,midalsabro,mideuljeubeuleo,midlzbro,midoruzubura,mydlsbrw,mydlzbrt,mydlzbwrw,Μίντλεσμπρο,Мидлсбро,Мидълзбро,Мідлсбра,Мідлсбро,מידלזברא,מידלסברו,ميدلزبرة,میدلزبورو,मिडल्सब्रो,มิดเดิลส์เบรอ,მიდლზბრო,ミドルズブラ,米德爾斯伯勒,미들즈브러",ENG,United Kingdom,GB,54.57623,-1.23483,Europe/London,142707,NA
Ridgefield,"Ridgefield,Ridzfild,Ridzhfijld,Union Ridge,li qi fei er de,rydjfyld,ryj fyld  washyngtn,Риджфийлд,Риџфилд,ريدجفيلد,ریج فیلد، واشینگتن,里奇菲尔德",WA,USA,US,45.81511,-122.7426,America/Los_Angeles,6455,34
Lakeport,"Forbestown,Lakeport,Lejkport,Rocky Point,Stony Point,Tuckertown,la ke bo te,lakybwrt,lekaporta,lykpwrt  kalyfrnya,reikupoto,Лейкпорт,Лејкпорт,لاكيبورت,لیکپورت، کالیفرنیا,लेकपोर्ट,レイクポート,拉克波特",CA,USA,US,39.04295,-122.91583,America/Los_Angeles,4807,413
Topeka,"Google,Mid-Continent,Pomme de Terre,TOP,To-pe-ka,To-poo-ka,Too Beega,Topage,Topeca,Topeka,Topika,Topikae,Topīka,topeka,topika,tuo pi ka,twbyka  kansas,twpyka,twpyqh,Τοπίκα,Топека,Топикæ,Топика,Топіка,Տոպիկա,טופיקה,توبيكا، كانساس,توپیکا,टोपेका,டொபீகா,トピカ,托皮卡,토피카",KS,USA,US,39.04833,-95.67804,America/Chicago,127265,288
Estero,"Estero,Istero,estero,Естеро,Истеро,एस्तेरो",FL,USA,US,26.43814,-81.80675,America/New_York,30799,4
Columbia,"Columbia,Kolambija,Kolumbija,Wrights Ferry,kwlmbya  pnslwanya,Коламбија,Колумбия,کولمبیا، پنسلوانیا",PA,USA,US,40.03371,-76.50441,America/New_York,10388,92
Chestertown,NA,NY,USA,US,43.65257,-73.80096,America/New_York,677,257
Port Allegany,"Port Allegany,Port Allegheny",PA,USA,US,41.8109,-78.27974,America/New_York,2091,452
Monson,"Monson,Monson Center,mwnswn,mwnswn  masachwst,Монсон,مونسون,مونسون، ماساچوست",MA,USA,US,42.10426,-72.31897,America/New_York,8505,131
Boston,"Boston,Boston i England,Bostonas,boseuteon,bosuton,bwstn,Бостон,بوستون، لینکلن‌شر,بوسطن,ボストン,보스턴",ENG,United Kingdom,GB,52.97633,-0.02664,Europe/London,41340,NA
Woodstock,"Vudstok,vudstaka,wu de si tuo ke,wwdastwk  jwrjya,wwdstwk,Вудсток,ووداستوک، جورجیا,وودستوك,ووڈسٹاک، جارجیا,वूड्स्टक,伍德斯托克",GA,USA,US,34.10149,-84.51938,America/New_York,29898,295
Cudahy,"Kadakhej,kwdahy,kwdahy  wyskansyn,Кадахеј,كوداهي,کوداهی، ویسکانسین,کیڈاہی، وسکونسن,კადაჰი",WI,USA,US,42.95974,-87.86147,America/Chicago,18353,220
Richmondville,NA,NY,USA,US,42.63424,-74.56403,America/New_York,871,334
Bettendorf,"Behttendorf,Betendorf,bei teng duo fu,bettenadorpha,btndrf  aywwa,bytyndwrf,Бетендорф,Бэттендорф,بتندرف، آیووا,بيتيندورف,بیٹنڈورف، آئیووا,बेट्टेनडॉर्फ,ბეტენდორფი,贝滕多夫",IA,USA,US,41.52448,-90.51569,America/Chicago,35505,173
Summerville,"Samervil,samarabhila,samrfyl,samrwyl  jwrjya,smrwyl  jarjya,Самервил,سامرفيل,سامرویل، جورجیا,سمرویل، جارجیا,समरभिल",GA,USA,US,34.48064,-85.34773,America/New_York,4452,198
Greenbrier,"Greenbrier,Grinbrajer,Grinbrir,Mooresville,Mooreville,ghrynbryr,grinabrayara,gryn braybr,Гринбрајер,Гринбрир,Грінбрір,غرينبرير,گرین برایبر,ग्रीनब्रायर",AR,USA,US,35.23397,-92.38765,America/Chicago,5296,110
Maple Shade,"Mapl Shehjd Taunship,Maple Shade Township,Municipio de Maple Shade,mypl shyd  nywjrsy,Мапл Шэйд Тауншип,میپل شید، نیوجرسی",NJ,USA,US,39.95261,-74.99239,America/New_York,19077,17
