year,occupation,major_category,minor_category,total_workers,workers_male,workers_female,percent_female,total_earnings,total_earnings_male,total_earnings_female,wage_percent_of_male
2016,Electricians,"Natural Resources, Construction, and Maintenance",Construction and Extraction,647922,635090,12832,1.9804853053299625,51278,51289,50082,97.64666887636724
2016,Glaziers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,37172,37023,149,0.40083934143979344,40202,40196,41583,NA
2016,Insulation workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,39022,37762,1260,3.2289477730510994,36329,36411,32216,NA
2016,"Painters, construction and maintenance","Natural Resources, Construction, and Maintenance",Construction and Extraction,359202,342580,16622,4.6274798024509884,30778,30840,28608,92.76264591439688
2016,Paperhangers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,2130,1494,636,29.859154929577464,39968,51503,30208,NA
2016,"Pipelayers, plumbers, pipefitters, and steamfitters","Natural Resources, Construction, and Maintenance",Construction and Extraction,478329,470850,7479,1.5635681716977226,47032,47046,45525,96.76699400586661
2016,Plasterers and stucco masons,"Natural Resources, Construction, and Maintenance",Construction and Extraction,22350,22059,291,1.3020134228187918,31073,31084,30701,NA
2016,Reinforcing iron and rebar workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,5730,5730,0,0,41008,41008,NA,NA
2016,Roofers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,143180,141632,1548,1.0811565861153793,30330,30268,50141,NA
2016,Sheet metal workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,97860,93784,4076,4.16513386470468,41644,41844,31804,NA
2016,Structural iron and steel workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,45672,44643,1029,2.253021544929059,50902,50571,70904,NA
2016,"Helpers, construction trades","Natural Resources, Construction, and Maintenance",Construction and Extraction,26342,25104,1238,4.699719079796523,26554,26378,31607,NA
2016,Construction and building inspectors,"Natural Resources, Construction, and Maintenance",Construction and Extraction,74917,66256,8661,11.560793945299466,56109,57669,50025,86.74504499817927
2016,Elevator installers and repairers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,22574,22119,455,2.0155931602728803,84181,85281,41783,NA
2016,Fence erectors,"Natural Resources, Construction, and Maintenance",Construction and Extraction,22014,21176,838,3.806668483692196,30844,30985,22235,NA
2016,Hazardous materials removal workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,23647,19634,4013,16.970440224975682,36733,40524,22296,NA
2016,Highway maintenance workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,84345,81531,2814,3.3362973501689495,39354,39654,31523,NA
2016,Rail-track laying and maintenance equipment operators,"Natural Resources, Construction, and Maintenance",Construction and Extraction,10530,10221,309,2.9344729344729346,56883,58917,50596,NA
2016,Septic tank servicers and sewer pipe cleaners,"Natural Resources, Construction, and Maintenance",Construction and Extraction,9144,8970,174,1.9028871391076114,41736,41925,16726,NA
2016,"Miscellaneous construction and related workers, including solar photovoltaic installers","Natural Resources, Construction, and Maintenance",Construction and Extraction,44893,42825,2068,4.606508809836723,35661,35573,36556,NA
2016,"Derrick, rotary drill, and service unit operators, oil, gas, and mining","Natural Resources, Construction, and Maintenance",Construction and Extraction,15635,15545,90,0.5756315957787016,70098,70027,158929,NA
2016,"Earth drillers, except oil and gas","Natural Resources, Construction, and Maintenance",Construction and Extraction,19354,19188,166,0.8577038338327995,45658,45957,NA,NA
2016,"Explosives workers, ordnance handling experts, and blasters","Natural Resources, Construction, and Maintenance",Construction and Extraction,9819,8893,926,9.4306955901823,54454,51456,66068,NA
2016,Mining machine operators,"Natural Resources, Construction, and Maintenance",Construction and Extraction,41476,41142,334,0.805284984087183,66863,66715,91628,NA
2016,"Roof bolters, mining","Natural Resources, Construction, and Maintenance",Construction and Extraction,1602,1602,0,0,75466,75466,NA,NA
2016,"Roustabouts, oil and gas","Natural Resources, Construction, and Maintenance",Construction and Extraction,4808,4766,42,0.8735440931780365,43034,43483,NA,NA
2016,Helpers--extraction workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,1490,1490,0,0,55011,55011,NA,NA
2016,Other extraction workers,"Natural Resources, Construction, and Maintenance",Construction and Extraction,37639,36346,1293,3.4352666117590793,54426,55503,26987,NA
2016,"First-line supervisors of mechanics, installers, and repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",245683,228738,16945,6.897099107386348,60447,60653,52313,86.2496496463489
2016,"Computer, automated teller, and office machine repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",145593,129949,15644,10.745022082105596,43661,43659,43673,100.03206669873337
2016,Radio and telecommunications equipment installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",138322,125899,12423,8.98121773832073,52338,52854,43442,82.19245468649487
2016,Avionics technicians,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",14223,12971,1252,8.802643605427827,53595,55164,41295,NA
2016,"Electric motor, power tool, and related repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",19319,18438,881,4.56027744707283,45532,46449,21283,NA
2016,"Electrical and electronics installers and repairers, transportation equipment","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",1414,1360,54,3.818953323903819,50787,51259,NA,NA
2016,"Electrical and electronics repairers, industrial and utility","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",11642,11189,453,3.8910840061845047,61825,62348,34616,NA
2016,"Electronic equipment installers and repairers, motor vehicles","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",6365,6247,118,1.8538884524744699,33643,33363,43438,NA
2016,Electronic home entertainment equipment installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",30552,29243,1309,4.284498559832417,41409,41809,31886,NA
2016,Security and fire alarm systems installers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",55556,54344,1212,2.1815825473396213,42132,42195,32085,NA
2016,Aircraft mechanics and service technicians,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",135682,129265,6417,4.72944089857166,61530,61757,52219,NA
2016,Automotive body and related repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",119554,117442,2112,1.7665657359854123,40841,40984,21989,NA
2016,Automotive glass installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",13994,13660,334,2.3867371730741747,36565,36680,31938,NA
2016,Automotive service technicians and mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",726437,717661,8776,1.2080882444038505,36634,36695,28342,77.23668074669574
2016,Bus and truck mechanics and diesel engine specialists,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",274372,271606,2766,1.0081203621360781,45320,45423,35206,NA
2016,Heavy vehicle and mobile equipment service technicians and mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",185817,183026,2791,1.502015423777157,51142,51192,36781,NA
2016,Small engine mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",33288,32974,314,0.9432828646959865,32818,32920,30427,NA
2016,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",59830,58748,1082,1.808457295671068,30297,30233,31652,NA
2016,Control and valve installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",16320,15687,633,3.8786764705882355,52039,52281,40096,NA
2016,"Heating, air conditioning, and refrigeration mechanics and installers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",328423,323520,4903,1.492891788942918,45440,45558,36241,NA
2016,Home appliance repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",29270,27938,1332,4.550734540485139,38745,39861,21141,NA
2016,Industrial and refractory machinery mechanics,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",350416,339183,11233,3.205618464910278,51050,51187,43169,84.33586652861078
2016,"Maintenance and repair workers, general","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",438171,426084,12087,2.7585120877465648,44573,45007,35977,79.93645432932655
2016,"Maintenance workers, machinery","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",26300,24982,1318,5.011406844106464,48447,49195,36327,NA
2016,Millwrights,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",37285,36664,621,1.6655491484511196,61877,62133,47123,NA
2016,Electrical power-line installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",106191,105150,1041,0.9803090657400345,70012,70154,41238,NA
2016,Telecommunications line installers and repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",125604,120639,4965,3.9528995891850576,50164,49989,56978,NA
2016,Precision instrument and equipment repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",47211,42058,5153,10.914829171167737,51655,53697,38147,NA
2016,"Coin, vending, and amusement machine servicers and repairers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",26515,23061,3454,13.026588723364133,36449,37557,28092,NA
2016,Commercial divers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",4002,3818,184,4.597701149425287,37395,40311,NA,NA
2016,Locksmiths and safe repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",20462,19179,1283,6.270159319714592,42329,44176,31038,NA
2016,Manufactured building and mobile home installers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",2508,2508,0,0,41394,41394,NA,NA
2016,Riggers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",10169,10034,135,1.3275641656013373,49346,50086,31276,NA
2016,Signal and track switch repairers,"Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",4503,4444,59,1.310237619364868,75309,75265,NA,NA
2016,"Helpers--installation, maintenance, and repair workers","Natural Resources, Construction, and Maintenance","Installation, Maintenance, and Repair",12046,11641,405,3.3621119043665946,31302,31076,35351,NA
