paper,year,month,title
w16057,2010,6,Segregation and Tiebout Sorting: Investigating the Link between Investments in Public Goods and Neighborhood Tipping
w16058,2010,6,Aggregate Idiosyncratic Volatility
w16059,2010,6,The Great Trade Collapse of 2008-09: An Inventory Adjustment?
w16060,2010,6,The Collateral Channel: How Real Estate Shocks Affect Corporate Investment
w16061,2010,6,Indian Equity Markets: Measures of Fundamental Value
w16062,2010,6,Field Experiments in Labor Economics
w16063,2010,6,Risk Aversion and Wealth: Evidence from Person-to-Person Lending Portfolios
w16064,2010,6,The GED
w16065,2010,6,In Search of Real Rigidities
w16066,2010,6,"Recessions, Reeling Markets, and Retiree Well-Being"
w16067,2010,6,"Oil, Automobiles, and the U.S. Economy: How Much have Things Really Changed?"
w16068,2010,6,"Neglected Risks, Financial Innovation, and Financial Fragility"
w16069,2010,6,Evaluating the Effects of Large Scale Health Interventions in Developing Countries: The Zambian Malaria Initiative
w16070,2010,6,School accountability and teacher mobility
w16071,2010,6,Business Cycles With A Common Trend in Neutral and Investment-Specific Productivity
w16072,2010,6,Effects of Welfare Reform on Illicit Drug Use of Adult Women
w16073,2010,6,"Composition of Wealth, Conditioning Information, and the Cross-Section of Stock Returns"
w16074,2010,6,DSGE Models for Monetary Policy Analysis
w16075,2010,6,Measuring Business Cycles by Saving for a Rainy Day
w16076,2010,6,Income and the Utilization of Long-Term Care Services: Evidence from the Social Security Benefit Notch
w16077,2010,6,The Effect of Hospital Nurse Staffing on Patient Health Outcomes: Evidence from California's Minimum Staffing Regulation
w16078,2010,6,Scaling the Digital Divide: Home Computer Technology and Student Achievement
w16079,2010,6,Do Global Banks Spread Global Imbalances? The Case of Asset-Backed Commercial Paper During the Financial Crisis of 2007-09
w16080,2010,6,"Adverse Selection, Reputation and Sudden Collapses in Secondary Loan Markets"
w16081,2010,6,Do Sticky Prices Increase Real Exchange Rate Volatility at the Sector Level?
w16082,2010,6,"Skills, Tasks and Technologies: Implications for Employment and Earnings"
w16083,2010,6,Social Structure and Development: A Legacy of the Holocaust in Russia
w16084,2010,6,Are Free Trade Agreements Contagious?
w16085,2010,6,Competing for Attention in Financial Markets
w16086,2010,6,States in Fiscal Distress
w16087,2010,6,Understanding Policy in the Great Recession: Some Unpleasant Fiscal Arithmetic
w16088,2010,6,Trends in World Inequality in Life Span Since 1970
w16089,2010,6,Is it Live or is it Internet? Experimental Estimates of the Effects of Online Instruction on Student Learning
w16090,2010,6,The Potential Global and Developing Country Impacts of Alternative Emission Cuts and Accompanying Mechanisms for the Post Copenhagen Process
w16091,2010,6,"Overborrowing, Financial Crises and 'Macro-prudential' Taxes"
w16092,2010,6,Monetary Theory from a Chinese Historical Perspective
w16093,2010,6,The Optimal Inflation Rate in New Keynesian Models
w16094,2010,6,The Dynamics of Optimal Risk Sharing
w16095,2010,6,Optimal Monetary Stabilization Policy
w16096,2010,6,Assessing the Incidence and Efficiency of a Prominent Place Based Policy
w16097,2010,6,"Income Inequality, the Median Voter, and the Support for Public Education"
w16098,2010,6,Nominal Rigidities and Retail Price Dispersion in Canada over the Twentieth Century
w16099,2010,7,Incorporating Employee Heterogeneity into Default Rules for Retirement Plan Selection
w16100,2010,6,How Can Policy Encourage Economically Sensible Climate Adaptation?
w16101,2010,6,Distributional Impacts in a Comprehensive Climate Policy Package
w16102,2010,6,Do Consumer Price Subsidies Really Improve Nutrition?
w16103,2010,6,International Business Cycle Synchronization in Historical Perspective
w16104,2010,6,Markets for Anthropogenic Carbon Within the Larger Carbon Cycle
w16105,2010,6,Do Developed and Developing Countries Compete Head to Head in High-tech?
w16106,2010,6,US Trade and Wages: The Misleading Implications of Conventional Trade Theory
w16107,2010,6,The Political Economy of the Subprime Mortgage Credit Expansion
w16108,2010,6,"U.S. War Costs: Two Parts Temporary, One Part Permanent"
w16109,2010,6,Belts and Suspenders: Interactions Among Climate Policy Regulations
w16110,2010,6,Building Bridges Between Structural and Program Evaluation Approaches to Evaluating Policy
w16111,2010,6,Climate Policy and Labor Markets
w16112,2010,6,Estimating Heterogeneous Treatment Effects of Medicaid Expansions on Take-up and Crowd-out
w16113,2010,6,Twins or Strangers? Differences and Similarities between Industrial and Academic Science
w16114,2010,6,Evaluating the Slow Adoption of Energy Efficient Investments: Are Renters Less Likely to Have Energy Efficient Appliances?
w16115,2010,6,HIV and Fertility Revisited
w16116,2010,6,Upstream versus Downstream Implementation of Climate Policy
w16117,2010,6,Climate Policy and Voluntary Initiatives: An Evaluation of the Connecticut Clean Energy Communities Program
w16118,2010,6,Do Prices Determine Vertical Integration?
w16119,2010,6,Buy coal? Deposit markets prevent carbon leakage
w16120,2010,6,Setting the Initial Time-Profile of Climate Policy: The Economics of Environmental Policy Phase-Ins
w16121,2010,6,Monitoring and Enforcement of Climate Policy
w16122,2010,6,Aggregate Risk and the Choice between Cash and Lines of Credit
w16123,2010,6,Interactions between State and Federal Climate Change Policies
w16124,2010,6,The Performance of Alternative Monetary Regimes
w16125,2010,6,Monetary Policy in Emerging Markets: A Survey
w16126,2010,6,Privatization and Nationalization Cycles
w16127,2010,6,A Score Based Approach to Wild Bootstrap Inference
w16128,2010,6,Uncertainty about Government Policy and Stock Prices
w16129,2010,6,"Dividends, Share Repurchases, and Tax Clienteles: Evidence from the 2003 Reductions in Shareholder Taxes"
w16130,2010,6,Some Evidence on the Importance of Sticky Wages
w16131,2010,6,Urban Policy Effects on Carbon Mitigation
w16132,2010,6,Binge Drinking & Sex in High School
w16133,2010,6,Inequality and Infant and Childhood Mortality in the United States in the Twentieth Century
w16134,2010,6,The Construction of Life Tables for the American Indian Population at the Turn of the Twentieth Century
w16135,2010,6,Fertility in New York State in the Civil War Era
w16136,2010,6,GHG Targets as Insurance Against Catastrophic Climate Damages
w16137,2010,6,"Suburbanization, Demographic Change and the Consequences for School Finance"
w16138,2010,6,Has ICT Polarized Skill Demand? Evidence from Eleven Countries over 25 years
w16139,2010,6,Health and Health Insurance Trajectories of Mexicans in the US
w16140,2010,6,Lotteries in Student Assignment: An Equivalence Result
w16141,2010,6,From Russia with Love: The Impact of Relocated Firms on Incumbent Survival
w16142,2010,6,The Trade Performance of Asian Economies During and Following the 2008 Financial Crisis
w16143,2010,6,Uncertainty and Economic Activity: Evidence from Business Survey Data
w16144,2010,7,Evaluating the Efficiency and Equity of Federal Fiscal Equalization
w16145,2010,7,Managing Markets for Toxic Assets
w16146,2010,7,Maternal Health and the Baby Boom
w16147,2010,7,Limiting Emissions and Trade: Some Basic Ideas
w16148,2010,7,The Child and Adult Care Food Program: Who is Served and What are Their Nutritional Outcomes?
w16149,2010,7,Understanding Overeating and Obesity
w16150,2010,7,Financial Conditions Indexes: A Fresh Look after the Financial Crisis
w16151,2010,7,Macroeconomic Conditions and the Puzzles of Credit Spreads and Capital Structure
w16152,2010,7,The Effect of Civilian Casualties in Afghanistan and Iraq
w16153,2010,7,Consumption-Based Asset Pricing with Higher Cumulants
w16154,2010,7,"Business Cycles, Consumption and Risk-Sharing: How Different Is China?"
w16155,2010,7,Medicare Part D and the Financial Protection of the Elderly
w16156,2010,7,Going Soft: How the Rise of Software Based Innovation Led to the Decline of Japan's IT Industry and the Resurgence of Silicon Valley
w16157,2010,7,Transitional Dynamics of Dividend and Capital Gains Tax Cuts
w16158,2010,7,Spillovers from Climate Policy
w16159,2010,7,Self-Fulfilling Risk Panics
w16160,2010,7,Rational Choice and Voter Turnout: Evidence from Union Representation Elections
w16161,2010,7,"America's settling down: How Better Jobs and Falling Immigration led to a Rise in Marriage, 1880 - 1930"
w16162,2010,7,Calling Recessions in Real Time
w16163,2010,7,A Review of War Costs in Iraq and Afghanistan
w16164,2010,7,"Death by Market Power: Reform, Competition and Patient Outcomes in the National Health Service"
w16165,2010,7,Implementation of Monetary Policy: How Do Central Banks Set Interest Rates?
w16166,2010,7,Evidence of a Modest Price Decline in US Broadband Services
w16167,2010,7,Human capital and the Indian software industry
w16168,2010,7,"On Graduation from Default, Inflation and Banking Crisis: Elusive or Illusion?"
w16169,2010,7,A Model-Based Evaluation of the Debate on the Size of the Tax Multiplier
w16170,2010,7,The Risk of Out-of-Pocket Health Care Expenditure at End of Life
w16171,2010,7,Why did HIV decline in Uganda?
w16172,2010,7,Effects of Overweight on Risky Sexual Behavior of Adolescent Girls
w16173,2010,7,Active Labor Market Policy Evaluations: A Meta-Analysis
w16174,2010,7,Off the Cliff and Back? Credit Conditions and International Trade during the Global Financial Crisis
w16175,2010,7,The Role of Mortgage Brokers in the Subprime Crisis
w16176,2010,7,Yesterday's Heroes: Compensation and Creative Risk-Taking
w16177,2010,7,Financial Connections and Systemic Risk
w16178,2010,7,"Stronger Risk Controls, Lower Risk: Evidence from U.S. Bank Holding Companies"
w16179,2010,7,How Do Employers React to A Pay-or-Play Mandate? Early Evidence from San Francisco
w16180,2010,7,A New Cost-Benefit and Rate of Return Analysis for the Perry Preschool Program: A Summary
w16181,2010,7,Ambiguity and Asset Markets
w16182,2010,7,Is the Distance to Default a Good Measure in Predicting Bank Failures? Case Studies
w16183,2010,7,The Predictability of Returns with Regime Shifts in Consumption and Dividend Growth
w16184,2010,7,Growing State-Federal Conflicts in Environmental Policy: The Role of Market-Based Regulation
w16185,2010,7,Preference Signaling in Matching Markets
w16186,2010,7,Nonlinearities and the Macroeconomic Effects of Oil Prices
w16187,2010,7,Trading Complex Assets
w16188,2010,7,Spillovers in Space: Does Geography Matter?
w16189,2010,7,Evaluating Conditions in Major Chinese Housing Markets
w16190,2010,7,"Monetization and Growth in Colonial New England, 1703-1749"
w16191,2010,7,The Behavior of Intoxicated Investors: The role of institutional investors in propagating the crisis of 2007-2008
w16192,2010,7,"Rent-sharing, Holdup, and Wages: Evidence from Matched Panel Data"
w16193,2010,7,What Does Health Reform Mean for the Healthcare Industry? Evidence from the Massachusetts Special Senate Election
w16194,2010,7,Are Building Codes Effective at Saving Energy? Evidence from Residential Billing Data in Florida
w16195,2010,7,Did Trade Liberalization Help Women? The Case of Mexico in the 1990s
w16196,2010,7,Collective Action in Diverse Sierra Leone Communities
w16197,2010,7,Are Consumers Affected by Durable Goods Makers' Financial Distress? The Case of Auto Manufacturers
w16198,2010,7,Work Incentives and the Food Stamp Program
w16199,2010,7,What Does the Corporate Income Tax Tax? A Simple Model without Capital
w16200,2010,7,Credit Traps
w16201,2010,7,Investing in Our Young People
w16202,2010,7,Fetters of Gold and Paper
w16203,2010,7,"An Integrated Assessment of Water Markets: Australia, Chile, China, South Africa and the USA"
w16204,2010,7,Money and Interest Rates in the United States during the Great Depression
w16205,2010,7,Getting to the Top of Mind: How Reminders Increase Saving
w16206,2010,7,"CMBS Subordination, Ratings Inflation, and the Crisis of 2007-2009"
w16207,2010,7,Policy Analysis with Incredible Certitude
w16208,2010,7,The Central-Bank Balance Sheet as an Instrument of Monetary Policy
w16209,2010,7,An Empirical Analysis of Cost Recovery in Superfund Cases: Implications for Brownfields and Joint and Several Liability
w16210,2010,7,A Litner Model of Payout and Managerial Rents
w16211,2010,7,Does Stock Market Performance Influence Retirement Intentions?
w16212,2010,7,How Well Are Social Security Recipients Protected from Inflation?
w16213,2010,7,Intellectual Property Rights and Innovation: Evidence from the Human Genome
w16214,2010,7,Why Don't Issuers Choose IPO Auctions? The Complexity of Indirect Mechanisms
w16215,2010,7,Managerial Miscalibration
w16216,2010,7,Law and Finance c. 1900
w16217,2010,7,"Rethinking the Area Approach: Immigrants and the Labor Market in California, 1960-2005."
w16218,2010,7,Monetary Policy and the Uncovered Interest Parity Puzzle
w16219,2010,7,The Valuation of Long-Dated Assets
w16220,2010,7,Comparing Micro-evidence on Rent Sharing from Three Different Approaches
w16221,2010,7,Innovation and Welfare: Results from Joint Estimation of Production and Demand Functions
w16222,2010,7,Hard Times
w16223,2010,7,Econometric Measures of Systemic Risk in the Finance and Insurance Sectors
