player,year,tournament,outcome,gender
Jelena Janković,2016,US Open,2nd Round,Female
Angelique Kerber,2016,US Open,Won,Female
Madison Keys,2016,US Open,4th Round,Female
Svetlana Kuznetsova,2016,US Open,2nd Round,Female
Petra Kvitová,2016,US Open,4th Round,Female
Li Na,2016,US Open,Retired,Female
Sabine Lisicki,2016,US Open,1st Round,Female
Garbiñe Muguruza,2016,US Open,2nd Round,Female
Naomi Osaka,2016,US Open,3rd Round,Female
Jeļena Ostapenko,2016,US Open,1st Round,Female
Flavia Pennetta,2016,US Open,Retired,Female
Karolína Plíšková,2016,US Open,Finalist,Female
Monica Puig,2016,US Open,1st Round,Female
Agnieszka Radwańska,2016,US Open,4th Round,Female
Lucie Šafářová,2016,US Open,2nd Round,Female
Francesca Schiavone,2016,US Open,1st Round,Female
Maria Sharapova,2016,US Open,NA,Female
Sloane Stephens,2016,US Open,Absent,Female
Samantha Stosur,2016,US Open,2nd Round,Female
Roberta Vinci,2016,US Open,Quarterfinalist,Female
Serena Williams,2016,US Open,Semi-finalist,Female
Venus Williams,2016,US Open,4th Round,Female
Caroline Wozniacki,2016,US Open,Semi-finalist,Female
Vera Zvonareva,2016,US Open,Absent,Female
Victoria Azarenka,2017,Australian Open,Absent,Female
Marion Bartoli,2017,Australian Open,Retired,Female
Eugenie Bouchard,2017,Australian Open,3rd Round,Female
Dominika Cibulková,2017,Australian Open,3rd Round,Female
Sara Errani,2017,Australian Open,2nd Round,Female
Simona Halep,2017,Australian Open,1st Round,Female
Ana Ivanovic,2017,Australian Open,Retired,Female
Jelena Janković,2017,Australian Open,3rd Round,Female
Angelique Kerber,2017,Australian Open,4th Round,Female
Madison Keys,2017,Australian Open,Absent,Female
Svetlana Kuznetsova,2017,Australian Open,4th Round,Female
Petra Kvitová,2017,Australian Open,Absent,Female
Li Na,2017,Australian Open,Retired,Female
Sabine Lisicki,2017,Australian Open,Absent,Female
Garbiñe Muguruza,2017,Australian Open,Quarterfinalist,Female
Naomi Osaka,2017,Australian Open,2nd Round,Female
Jeļena Ostapenko,2017,Australian Open,3rd Round,Female
Flavia Pennetta,2017,Australian Open,Retired,Female
Karolína Plíšková,2017,Australian Open,Quarterfinalist,Female
Monica Puig,2017,Australian Open,2nd Round,Female
Agnieszka Radwańska,2017,Australian Open,2nd Round,Female
Lucie Šafářová,2017,Australian Open,2nd Round,Female
Francesca Schiavone,2017,Australian Open,1st Round,Female
Maria Sharapova,2017,Australian Open,NA,Female
Sloane Stephens,2017,Australian Open,Absent,Female
Samantha Stosur,2017,Australian Open,1st Round,Female
Roberta Vinci,2017,Australian Open,1st Round,Female
Serena Williams,2017,Australian Open,Won,Female
Venus Williams,2017,Australian Open,Finalist,Female
Caroline Wozniacki,2017,Australian Open,3rd Round,Female
Vera Zvonareva,2017,Australian Open,Absent,Female
Victoria Azarenka,2017,French Open,Absent,Female
Marion Bartoli,2017,French Open,Retired,Female
Eugenie Bouchard,2017,French Open,2nd Round,Female
Dominika Cibulková,2017,French Open,2nd Round,Female
Sara Errani,2017,French Open,2nd Round,Female
Simona Halep,2017,French Open,Finalist,Female
Ana Ivanovic,2017,French Open,Retired,Female
Jelena Janković,2017,French Open,1st Round,Female
Angelique Kerber,2017,French Open,1st Round,Female
Madison Keys,2017,French Open,2nd Round,Female
Svetlana Kuznetsova,2017,French Open,4th Round,Female
Petra Kvitová,2017,French Open,2nd Round,Female
Li Na,2017,French Open,Retired,Female
Sabine Lisicki,2017,French Open,Absent,Female
Garbiñe Muguruza,2017,French Open,4th Round,Female
Naomi Osaka,2017,French Open,1st Round,Female
Jeļena Ostapenko,2017,French Open,Won,Female
Flavia Pennetta,2017,French Open,Retired,Female
Karolína Plíšková,2017,French Open,Semi-finalist,Female
Monica Puig,2017,French Open,2nd Round,Female
Agnieszka Radwańska,2017,French Open,3rd Round,Female
Lucie Šafářová,2017,French Open,1st Round,Female
Francesca Schiavone,2017,French Open,1st Round,Female
Maria Sharapova,2017,French Open,Absent,Female
Sloane Stephens,2017,French Open,Absent,Female
Samantha Stosur,2017,French Open,4th Round,Female
Roberta Vinci,2017,French Open,1st Round,Female
Serena Williams,2017,French Open,Absent,Female
Venus Williams,2017,French Open,4th Round,Female
Caroline Wozniacki,2017,French Open,Quarterfinalist,Female
Vera Zvonareva,2017,French Open,Absent,Female
Victoria Azarenka,2017,Wimbledon,4th Round,Female
Marion Bartoli,2017,Wimbledon,Retired,Female
Eugenie Bouchard,2017,Wimbledon,1st Round,Female
Dominika Cibulková,2017,Wimbledon,3rd Round,Female
Sara Errani,2017,Wimbledon,1st Round,Female
Simona Halep,2017,Wimbledon,Quarterfinalist,Female
Ana Ivanovic,2017,Wimbledon,Retired,Female
Jelena Janković,2017,Wimbledon,1st Round,Female
Angelique Kerber,2017,Wimbledon,4th Round,Female
Madison Keys,2017,Wimbledon,2nd Round,Female
Svetlana Kuznetsova,2017,Wimbledon,Quarterfinalist,Female
Petra Kvitová,2017,Wimbledon,2nd Round,Female
Li Na,2017,Wimbledon,Retired,Female
Sabine Lisicki,2017,Wimbledon,1st Round,Female
Garbiñe Muguruza,2017,Wimbledon,Won,Female
Naomi Osaka,2017,Wimbledon,3rd Round,Female
Jeļena Ostapenko,2017,Wimbledon,Quarterfinalist,Female
Flavia Pennetta,2017,Wimbledon,Retired,Female
Karolína Plíšková,2017,Wimbledon,2nd Round,Female
Monica Puig,2017,Wimbledon,1st Round,Female
Agnieszka Radwańska,2017,Wimbledon,4th Round,Female
Lucie Šafářová,2017,Wimbledon,2nd Round,Female
Francesca Schiavone,2017,Wimbledon,2nd Round,Female
Maria Sharapova,2017,Wimbledon,Absent,Female
Sloane Stephens,2017,Wimbledon,1st Round,Female
Samantha Stosur,2017,Wimbledon,Absent,Female
Roberta Vinci,2017,Wimbledon,1st Round,Female
Serena Williams,2017,Wimbledon,Absent,Female
Venus Williams,2017,Wimbledon,Finalist,Female
Caroline Wozniacki,2017,Wimbledon,4th Round,Female
Vera Zvonareva,2017,Wimbledon,Absent,Female
Victoria Azarenka,2017,US Open,Absent,Female
Marion Bartoli,2017,US Open,Retired,Female
Eugenie Bouchard,2017,US Open,1st Round,Female
Dominika Cibulková,2017,US Open,2nd Round,Female
Sara Errani,2017,US Open,Absent,Female
Simona Halep,2017,US Open,1st Round,Female
Ana Ivanovic,2017,US Open,Retired,Female
Jelena Janković,2017,US Open,1st Round,Female
Angelique Kerber,2017,US Open,1st Round,Female
Madison Keys,2017,US Open,Finalist,Female
Svetlana Kuznetsova,2017,US Open,2nd Round,Female
Petra Kvitová,2017,US Open,Quarterfinalist,Female
Li Na,2017,US Open,Retired,Female
Sabine Lisicki,2017,US Open,1st Round,Female
Garbiñe Muguruza,2017,US Open,4th Round,Female
Naomi Osaka,2017,US Open,3rd Round,Female
Jeļena Ostapenko,2017,US Open,3rd Round,Female
Flavia Pennetta,2017,US Open,Retired,Female
Karolína Plíšková,2017,US Open,Quarterfinalist,Female
Monica Puig,2017,US Open,1st Round,Female
Agnieszka Radwańska,2017,US Open,3rd Round,Female
Lucie Šafářová,2017,US Open,4th Round,Female
Francesca Schiavone,2017,US Open,1st Round,Female
Maria Sharapova,2017,US Open,4th Round,Female
Sloane Stephens,2017,US Open,Won,Female
Samantha Stosur,2017,US Open,Absent,Female
Roberta Vinci,2017,US Open,1st Round,Female
Serena Williams,2017,US Open,Absent,Female
Venus Williams,2017,US Open,Semi-finalist,Female
Caroline Wozniacki,2017,US Open,2nd Round,Female
Vera Zvonareva,2017,US Open,Absent,Female
Victoria Azarenka,2018,Australian Open,Absent,Female
Marion Bartoli,2018,Australian Open,Retired,Female
Eugenie Bouchard,2018,Australian Open,2nd Round,Female
Dominika Cibulková,2018,Australian Open,1st Round,Female
Sara Errani,2018,Australian Open,Absent,Female
Simona Halep,2018,Australian Open,Finalist,Female
Ana Ivanovic,2018,Australian Open,Retired,Female
Jelena Janković,2018,Australian Open,Absent,Female
Angelique Kerber,2018,Australian Open,Semi-finalist,Female
Madison Keys,2018,Australian Open,Quarterfinalist,Female
Svetlana Kuznetsova,2018,Australian Open,Absent,Female
Petra Kvitová,2018,Australian Open,1st Round,Female
Li Na,2018,Australian Open,Retired,Female
Sabine Lisicki,2018,Australian Open,Absent,Female
Garbiñe Muguruza,2018,Australian Open,2nd Round,Female
Naomi Osaka,2018,Australian Open,4th Round,Female
Jeļena Ostapenko,2018,Australian Open,3rd Round,Female
Flavia Pennetta,2018,Australian Open,Retired,Female
Karolína Plíšková,2018,Australian Open,Quarterfinalist,Female
Monica Puig,2018,Australian Open,2nd Round,Female
Agnieszka Radwańska,2018,Australian Open,3rd Round,Female
Lucie Šafářová,2018,Australian Open,3rd Round,Female
Francesca Schiavone,2018,Australian Open,1st Round,Female
Maria Sharapova,2018,Australian Open,3rd Round,Female
Sloane Stephens,2018,Australian Open,1st Round,Female
Samantha Stosur,2018,Australian Open,1st Round,Female
Roberta Vinci,2018,Australian Open,Absent,Female
Serena Williams,2018,Australian Open,Absent,Female
Venus Williams,2018,Australian Open,1st Round,Female
Caroline Wozniacki,2018,Australian Open,Won,Female
Vera Zvonareva,2018,Australian Open,Absent,Female
Victoria Azarenka,2018,French Open,1st Round,Female
Marion Bartoli,2018,French Open,Retired,Female
Eugenie Bouchard,2018,French Open,Qualification Stage 1,Female
Dominika Cibulková,2018,French Open,1st Round,Female
Sara Errani,2018,French Open,1st Round,Female
Simona Halep,2018,French Open,Won,Female
Ana Ivanovic,2018,French Open,Retired,Female
Jelena Janković,2018,French Open,Absent,Female
Angelique Kerber,2018,French Open,Quarterfinalist,Female
Madison Keys,2018,French Open,Semi-finalist,Female
Svetlana Kuznetsova,2018,French Open,1st Round,Female
Petra Kvitová,2018,French Open,3rd Round,Female
Li Na,2018,French Open,Retired,Female
Sabine Lisicki,2018,French Open,Absent,Female
Garbiñe Muguruza,2018,French Open,Semi-finalist,Female
Naomi Osaka,2018,French Open,3rd Round,Female
Jeļena Ostapenko,2018,French Open,1st Round,Female
Flavia Pennetta,2018,French Open,Retired,Female
Karolína Plíšková,2018,French Open,3rd Round,Female
Monica Puig,2018,French Open,Absent,Female
Agnieszka Radwańska,2018,French Open,Absent,Female
Lucie Šafářová,2018,French Open,2nd Round,Female
Francesca Schiavone,2018,French Open,1st Round,Female
Maria Sharapova,2018,French Open,Quarterfinalist,Female
Sloane Stephens,2018,French Open,Finalist,Female
Samantha Stosur,2018,French Open,3rd Round,Female
Roberta Vinci,2018,French Open,Retired,Female
Serena Williams,2018,French Open,4th Round,Female
Venus Williams,2018,French Open,1st Round,Female
Caroline Wozniacki,2018,French Open,4th Round,Female
Vera Zvonareva,2018,French Open,Absent,Female
Victoria Azarenka,2018,Wimbledon,2nd Round,Female
Marion Bartoli,2018,Wimbledon,Retired,Female
Eugenie Bouchard,2018,Wimbledon,2nd Round,Female
Dominika Cibulková,2018,Wimbledon,Quarterfinalist,Female
Sara Errani,2018,Wimbledon,Absent,Female
Simona Halep,2018,Wimbledon,3rd Round,Female
Ana Ivanovic,2018,Wimbledon,Retired,Female
Jelena Janković,2018,Wimbledon,Absent,Female
Angelique Kerber,2018,Wimbledon,Won,Female
Madison Keys,2018,Wimbledon,3rd Round,Female
Svetlana Kuznetsova,2018,Wimbledon,1st Round,Female
Petra Kvitová,2018,Wimbledon,1st Round,Female
Li Na,2018,Wimbledon,Retired,Female
Sabine Lisicki,2018,Wimbledon,Qualification Stage 1,Female
Garbiñe Muguruza,2018,Wimbledon,2nd Round,Female
Naomi Osaka,2018,Wimbledon,3rd Round,Female
Jeļena Ostapenko,2018,Wimbledon,Semi-finalist,Female
Flavia Pennetta,2018,Wimbledon,Retired,Female
Karolína Plíšková,2018,Wimbledon,4th Round,Female
Monica Puig,2018,Wimbledon,1st Round,Female
Agnieszka Radwańska,2018,Wimbledon,2nd Round,Female
Lucie Šafářová,2018,Wimbledon,3rd Round,Female
Francesca Schiavone,2018,Wimbledon,Absent,Female
Maria Sharapova,2018,Wimbledon,1st Round,Female
Sloane Stephens,2018,Wimbledon,1st Round,Female
Samantha Stosur,2018,Wimbledon,2nd Round,Female
Roberta Vinci,2018,Wimbledon,Retired,Female
Serena Williams,2018,Wimbledon,Finalist,Female
Venus Williams,2018,Wimbledon,3rd Round,Female
Caroline Wozniacki,2018,Wimbledon,2nd Round,Female
Vera Zvonareva,2018,Wimbledon,1st Round,Female
Victoria Azarenka,2018,US Open,3rd Round,Female
Marion Bartoli,2018,US Open,Retired,Female
Eugenie Bouchard,2018,US Open,2nd Round,Female
Dominika Cibulková,2018,US Open,4th Round,Female
Sara Errani,2018,US Open,Absent,Female
Simona Halep,2018,US Open,1st Round,Female
Ana Ivanovic,2018,US Open,Retired,Female
Jelena Janković,2018,US Open,Absent,Female
Angelique Kerber,2018,US Open,3rd Round,Female
Madison Keys,2018,US Open,Semi-finalist,Female
Svetlana Kuznetsova,2018,US Open,1st Round,Female
Petra Kvitová,2018,US Open,3rd Round,Female
Li Na,2018,US Open,Retired,Female
Sabine Lisicki,2018,US Open,Qualification Stage 1,Female
Garbiñe Muguruza,2018,US Open,2nd Round,Female
Naomi Osaka,2018,US Open,Won,Female
Jeļena Ostapenko,2018,US Open,3rd Round,Female
Flavia Pennetta,2018,US Open,Retired,Female
Karolína Plíšková,2018,US Open,Quarterfinalist,Female
Monica Puig,2018,US Open,2nd Round,Female
Agnieszka Radwańska,2018,US Open,1st Round,Female
Lucie Šafářová,2018,US Open,2nd Round,Female
Francesca Schiavone,2018,US Open,Absent,Female
Maria Sharapova,2018,US Open,4th Round,Female
Sloane Stephens,2018,US Open,Quarterfinalist,Female
Samantha Stosur,2018,US Open,1st Round,Female
Roberta Vinci,2018,US Open,Retired,Female
Serena Williams,2018,US Open,Finalist,Female
Venus Williams,2018,US Open,3rd Round,Female
Caroline Wozniacki,2018,US Open,2nd Round,Female
Vera Zvonareva,2018,US Open,2nd Round,Female
Victoria Azarenka,2019,Australian Open,1st Round,Female
Marion Bartoli,2019,Australian Open,Retired,Female
Eugenie Bouchard,2019,Australian Open,2nd Round,Female
Dominika Cibulková,2019,Australian Open,1st Round,Female
Sara Errani,2019,Australian Open,Absent,Female
Simona Halep,2019,Australian Open,4th Round,Female
Ana Ivanovic,2019,Australian Open,Retired,Female
Jelena Janković,2019,Australian Open,Absent,Female
Angelique Kerber,2019,Australian Open,4th Round,Female
Madison Keys,2019,Australian Open,4th Round,Female
Svetlana Kuznetsova,2019,Australian Open,Absent,Female
Petra Kvitová,2019,Australian Open,Finalist,Female
Li Na,2019,Australian Open,Retired,Female
Sabine Lisicki,2019,Australian Open,Qualification Stage 1,Female
Garbiñe Muguruza,2019,Australian Open,4th Round,Female
Naomi Osaka,2019,Australian Open,Won,Female
Jeļena Ostapenko,2019,Australian Open,1st Round,Female
Flavia Pennetta,2019,Australian Open,Retired,Female
Karolína Plíšková,2019,Australian Open,Semi-finalist,Female
Monica Puig,2019,Australian Open,1st Round,Female
Agnieszka Radwańska,2019,Australian Open,Retired,Female
Lucie Šafářová,2019,Australian Open,Absent,Female
Francesca Schiavone,2019,Australian Open,Absent,Female
Maria Sharapova,2019,Australian Open,4th Round,Female
Sloane Stephens,2019,Australian Open,4th Round,Female
Samantha Stosur,2019,Australian Open,1st Round,Female
Roberta Vinci,2019,Australian Open,Retired,Female
Serena Williams,2019,Australian Open,Quarterfinalist,Female
Venus Williams,2019,Australian Open,3rd Round,Female
Caroline Wozniacki,2019,Australian Open,3rd Round,Female
Vera Zvonareva,2019,Australian Open,Qualification Stage 1,Female
Arthur Ashe,1973,Australian Open,Absent,Male
Björn Borg,1973,Australian Open,Absent,Male
Jimmy Connors,1973,Australian Open,Absent,Male
Dick Crealy,1973,Australian Open,1st Round,Male
Phil Dent,1973,Australian Open,1st Round,Male
Mark Edmondson,1973,Australian Open,NA,Male
Vitas Gerulaitis,1973,Australian Open,NA,Male
Brian Gottfried,1973,Australian Open,Absent,Male
Jan Kodeš,1973,Australian Open,Absent,Male
Johan Kriek,1973,Australian Open,NA,Male
Rod Laver,1973,Australian Open,Absent,Male
Chris Lewis,1973,Australian Open,NA,Male
John Lloyd,1973,Australian Open,Absent,Male
John Marks,1973,Australian Open,NA,Male
John McEnroe,1973,Australian Open,NA,Male
Alex Metreveli,1973,Australian Open,Quarterfinalist,Male
Ilie Năstase,1973,Australian Open,Absent,Male
John Newcombe,1973,Australian Open,Won,Male
Yannick Noah,1973,Australian Open,NA,Male
Tom Okker,1973,Australian Open,Absent,Male
Manuel Orantes,1973,Australian Open,Absent,Male
Adriano Panatta,1973,Australian Open,Absent,Male
Onny Parun,1973,Australian Open,Finalist,Male
Víctor Pecci,1973,Australian Open,NA,Male
Nikola Pilić,1973,Australian Open,Absent,Male
Patrick Proisy,1973,Australian Open,Semi-finalist,Male
Tony Roche,1973,Australian Open,Absent,Male
Ken Rosewall,1973,Australian Open,2nd Round,Male
Stan Smith,1973,Australian Open,Absent,Male
Harold Solomon,1973,Australian Open,Absent,Male
Roscoe Tanner,1973,Australian Open,NA,Male
Brian Teacher,1973,Australian Open,Absent,Male
Guillermo Vilas,1973,Australian Open,Absent,Male
Kim Warwick,1973,Australian Open,1st Round,Male
Arthur Ashe,1973,French Open,4th Round,Male
Björn Borg,1973,French Open,4th Round,Male
Jimmy Connors,1973,French Open,1st Round,Male
Dick Crealy,1973,French Open,1st Round,Male
Phil Dent,1973,French Open,3rd Round,Male
Mark Edmondson,1973,French Open,NA,Male
Vitas Gerulaitis,1973,French Open,NA,Male
Brian Gottfried,1973,French Open,2nd Round,Male
Jan Kodeš,1973,French Open,Quarterfinalist,Male
Johan Kriek,1973,French Open,NA,Male
Rod Laver,1973,French Open,Absent,Male
Chris Lewis,1973,French Open,NA,Male
John Lloyd,1973,French Open,2nd Round,Male
John Marks,1973,French Open,NA,Male
John McEnroe,1973,French Open,NA,Male
Alex Metreveli,1973,French Open,2nd Round,Male
Ilie Năstase,1973,French Open,Won,Male
John Newcombe,1973,French Open,1st Round,Male
Yannick Noah,1973,French Open,NA,Male
Tom Okker,1973,French Open,Quarterfinalist,Male
Manuel Orantes,1973,French Open,2nd Round,Male
Adriano Panatta,1973,French Open,Semi-finalist,Male
Onny Parun,1973,French Open,3rd Round,Male
Víctor Pecci,1973,French Open,NA,Male
Nikola Pilić,1973,French Open,Finalist,Male
Patrick Proisy,1973,French Open,1st Round,Male
Tony Roche,1973,French Open,Absent,Male
Ken Rosewall,1973,French Open,Absent,Male
Stan Smith,1973,French Open,4th Round,Male
Harold Solomon,1973,French Open,3rd Round,Male
Roscoe Tanner,1973,French Open,NA,Male
Brian Teacher,1973,French Open,Absent,Male
Guillermo Vilas,1973,French Open,3rd Round,Male
Kim Warwick,1973,French Open,1st Round,Male
Arthur Ashe,1973,Wimbledon,Absent,Male
Björn Borg,1973,Wimbledon,Quarterfinalist,Male
Jimmy Connors,1973,Wimbledon,Quarterfinalist,Male
Dick Crealy,1973,Wimbledon,Absent,Male
Phil Dent,1973,Wimbledon,Absent,Male
Mark Edmondson,1973,Wimbledon,NA,Male
Vitas Gerulaitis,1973,Wimbledon,NA,Male
Brian Gottfried,1973,Wimbledon,Absent,Male
Jan Kodeš,1973,Wimbledon,Won,Male
Johan Kriek,1973,Wimbledon,NA,Male
Rod Laver,1973,Wimbledon,Absent,Male
Chris Lewis,1973,Wimbledon,NA,Male
John Lloyd,1973,Wimbledon,3rd Round,Male
John Marks,1973,Wimbledon,NA,Male
John McEnroe,1973,Wimbledon,NA,Male
Alex Metreveli,1973,Wimbledon,Finalist,Male
