PEAKID,PKNAME,PKNAME2,LOCATION,HEIGHTM,HEIGHTF,HIMAL,HIMAL_FACTOR,REGION,REGION_FACTOR,OPEN,UNLISTED,TREKKING,TREKYEAR,RESTRICT,PHOST,PHOST_FACTOR,PSTATUS,PSTATUS_FACTOR,PEAKMEMO,PYEAR,PSEASON,PEXPID,PSMTDATE,PCOUNTRY,PSUMMITERS,PSMTNOTE,REFERMEMO,PHOTOMEMO
LARK,Larkya Peak,"Granite Peak, Naike Peak",Manaslu Himal (N of Manaslu North),6416,21050,15,Manaslu/Mansiri,4,Manaslu-Ganesh,FALSE,FALSE,TRUE,NA,NA,1,Nepal only,2,Climbed,1330,2017,3,LARK17301,Sep 27,Georgia,"Archil Badriashvili, Giorgi Tepnadze, Bakar Gelashvili",NA,NA,NA
NUPW,Nuptse West II,Nuptse Nup II,Khumbu Himal (NW of Nuptse main summit),7732,25367,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Requires permit for Nuptse,1,Nepal only,2,Climbed,1331,NA,0,NA,NA,NA,NA,NA,NA,NA
TENE,Tengi Ragi Tau East,"Agole East, Angole East",Rolwaling Himal (NE of Tesi Laptsa),6675,21900,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1333,2005,3,TENE05301,Nov 20,France,"Maxime Belleville, Julien Herry",NA,NA,NA
NILE,Nilgiri East,NA,Annapurna-Nilgiri Himal (NNW of Annapurna I),6698,21975,1,Annapurna,5,Annapurna-Damodar-Peri,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1335,1970,3,NA,Nov,Spain,"Jorge Matas, Manuel Martin",Illegal Ascent,NA,NA
PEMR,Pemthang Ri,NA,Jugal Himal (N of Pemthang Karpo Ri on Tibetan border),6743,22123,8,Jugal,3,Langtang-Jugal,FALSE,TRUE,FALSE,NA,NA,4,Nepal & China,1,Unclimbed,1337,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
FUTI,Futi Himal,NA,Damodar Himal (W of Bhrikuti),6425,21079,3,Damodar,5,Annapurna-Damodar-Peri,FALSE,TRUE,TRUE,NA,NA,1,Nepal only,2,Climbed,1339,2014,1,FUTI14101,May 16,Portugal,"Pedro Guedes Viera, Sandra Lima Dos Reis, Oldemiro Lima Fortunato, Frederico Mohilla Salomao",NA,NA,NA
SANB,Sano Bhrikuti,NA,Damodar Himal (ENE of Bhrikuti),6328,20761,3,Damodar,2,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1340,2017,1,BHRS17101,NA,Switzerland,"Erwin Jacomet, Carla Gurtle, Sabrina Mueller, Christian Rutishauser, Jonathan Rutishauser, Ruth Rutishauser, Sebastian Rutishauser",Made ski descent,NA,NA
SANK,Sano Kailash,NA,NA,6452,21168,3,Damodar,5,Annapurna-Damodar-Peri,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1341,2019,1,SANK19101,Apr 28,"Austria, Nepal","Wolfgang Drexler, Lawang Tamang",NA,NA,NA
TARS,Tarke Kang Shar,Tare Kang,Annapurna Himal (E of Glacier Dome),7069,23192,1,Annapurna,5,Annapurna-Damodar-Peri,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1343,1981,3,TARS81301,Oct 10,"Italy, Nepal","Claudio Schranz, Marco Roncaglioni, Gianfranco Tagliaferri, Gombu Sherpa","Team thought they climbing Glacier Dome, but summited 7069m peak east of Glacier Dome",NA,NA
KORL,Korlang Pari Tippa,Korlang Pari Tippa North,N of Lamabagar on Tibetan border,5738,18825,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2014,1,Nepal only,1,Unclimbed,NA,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
JANE,Jannu East,Khumbhakarna East,Kangchenjunga Himal (W of Kangchenjunga),7460,24475,9,Kangchenjunga/Simhalila,1,Kangchenjunga-Janak,TRUE,FALSE,FALSE,NA,Requires Jannu permit,1,Nepal only,1,Unclimbed,1356,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
YUBR,Yubra,NA,Langtang Himal (ENE of Langtang Lirung),6264,20551,13,Langtang,3,Langtang-Jugal,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,1,Unclimbed,1358,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
LUZA,Luza,NA,Khumbu Himal (SW of Gokyo Lake),5710,18734,12,Khumbu,2,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,NA,Opened in 2002,1,Nepal only,2,Climbed,1360,2020,4,LUZA20401,Dec 17,Nepal,"Pemba Sherpa, Lakpa Gyaljen Sherpa, Urken Lendu Sherpa",NA,NA,NA
KNTC,Kanti Himal Churau,NA,Kanti Himal (NW of Kanti Himal on Tibetan border),6419,21060,11,Kanti/Palchung,7,Kanjiroba-Far West,FALSE,TRUE,FALSE,NA,NA,4,Nepal & China,1,Unclimbed,1362,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
OMRC,Omoga Ri Chang,NA,Khumbu Himal (NNE of Kangtega),6070,19915,12,Khumbu,2,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,1,Unclimbed,1363,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
DOR2,Dorje Lakpa II,Jugal Himal,Jugal Himal (S of Dorje Lhakpa),6593,21631,8,Jugal,3,Langtang-Jugal,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,NA,2022,1,DOR222101,Apr 30,UK,"Paul Ramsden, Timothy Miller",NA,NA,NA
TENS,Tengi Ragi Tau South,"Pahamlahaka, Yasa Thak, Pomlaca",Rolwaling Himal (E of Tesi Laptsa),6141,20148,19,Rolwaling,2,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1365,2002,3,TENS02301,Oct 23,Czech Republic,"Radek Lienerth, Alexandr Toloch",NA,NA,NA
NGOF,Nagoru Far East,NA,Peri Himal (NW of Himlung Himal),6145,20161,18,Peri,5,Annapurna-Damodar-Peri,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1367,2018,1,NGOF18101,May 15,"Austria, Nepal","Wolfgang Drexler, Martin Thallmair, Lawang Tamang",NA,NA,NA
META,Metalung,"Kuirhun, Kembalung","Khumbu Himal (in Hongku Valley, SE of Chamlang)",5608,18399,12,Khumbu,2,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,2,Climbed,1368,1954,1,NA,Apr 25,"UK, New Zealand, Nepal","Charles Evans, Geoff Harrow, Purchita Sherpa",NE Ridge from S,NA,NA
JUG1,Jugal 1,NA,Jugal Himal (E of Dorje Lakpa),6591,21624,8,Jugal,3,Langtang-Jugal,TRUE,FALSE,FALSE,NA,Opened in 2023,1,Nepal only,2,Climbed,1370,2024,1,JUG124101,May 03,"S Korea, Nepal","Um Hong-Gil, Lama Babu Sherpa, Lakpa Dendi Sherpa",NA,NA,NA
JUG2,Jugal 2,NA,Jugal Himal (ENE of Dorje Lakpa),6518,21385,8,Jugal,3,Langtang-Jugal,TRUE,FALSE,FALSE,NA,Opened in 2023,1,Nepal only,1,Unclimbed,1371,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
JUG3,Jugal 3,NA,Jugal Himal (SE of Dorje Lakpa),6184,20289,8,Jugal,3,Langtang-Jugal,TRUE,FALSE,FALSE,NA,Opened in 2023,1,Nepal only,2,Climbed,1372,2024,2,JUG324201,Jun 11,"Japan, Nepal","Yoshio Kitajima, Phura Chhiri Sherpa",NA,NA,NA
JUG4,Jugal 4,NA,Jugal Himal (SSE of Dorje Lakpa),5936,19475,8,Jugal,3,Langtang-Jugal,TRUE,FALSE,FALSE,NA,Opened in 2023,1,Nepal only,1,Unclimbed,1373,NA,0,NA,NA,NA,Unclimbed,NA,NA,NA
JUG5,Jugal 5,NA,Jugal Himal (W of Yangri),5922,19429,8,Jugal,3,Langtang-Jugal,TRUE,FALSE,FALSE,NA,Opened in 2023,1,Nepal only,2,Climbed,1374,2023,3,JUG523301,Oct 24,"USA, Mexico, Nepal","Tenzing Jangbu Sherpa, Nima Gyalzen Sherpa, Sajja Chaulagain, Jaime Salinas Magana, Pemba Dorje Sherpa",NA,NA,NA
LNPS,Langpo South,NA,Jongsang Himal (SE of Langpo on Indian border),6857,22497,7,Jongsang,1,Kangchenjunga-Janak,FALSE,TRUE,FALSE,NA,NA,5,Nepal & India,2,Climbed,1375,1939,2,LNPS39201,Aug 19,"Switzerland, Germany","Ernt Grob, Herbert Paidar, Ludwig Schmaderer",NA,NA,NA
YLNG,Yalung Peak,NA,Kangchenjunga Himal (WSW of Kangbachen),7590,24902,9,Kangchenjunga/Simhalila,1,Kangchenjunga-Janak,FALSE,TRUE,FALSE,NA,NA,1,Nepal only,1,Unclimbed,1377,NA,0,NA,NA,NA,NA,NA,NA,NA
