year,parent_entity,parent_type,commodity,production_value,production_unit,total_emissions_MtCO2e
2018,Pemex,State-owned Entity,Natural Gas,1077.11500000000000000000,Bcf/yr,78.51133281459734000000
2019,Pemex,State-owned Entity,Oil & NGL,700.80000000000000000000,Million bbl/yr,279.46355013003680000000
2019,Pemex,State-owned Entity,Natural Gas,1031.49000000000000000000,Bcf/yr,75.18570875433821000000
2020,Pemex,State-owned Entity,Oil & NGL,697.51500000000000000000,Million bbl/yr,278.15356473880230000000
2020,Pemex,State-owned Entity,Natural Gas,1009.22500000000000000000,Bcf/yr,73.56280421293177000000
2021,Pemex,State-owned Entity,Oil & NGL,702.99000000000000000000,Million bbl/yr,280.33687372419319000000
2021,Pemex,State-owned Entity,Natural Gas,959.22000000000000000000,Bcf/yr,69.91792024288777000000
2022,Pemex,State-owned Entity,Oil & NGL,710.00000000000000000000,Million bbl/yr,283.13230678128730000000
2022,Pemex,State-owned Entity,Natural Gas,854.00000000000000000000,Bcf/yr,62.24839336901457000000
1958,Pertamina,State-owned Entity,Oil & NGL,60.54261000000000000000,Million bbl/yr,24.14305468712653300000
1958,Pertamina,State-owned Entity,Natural Gas,3.97223700000000020000,Bcf/yr,0.28953790553975910000
1959,Pertamina,State-owned Entity,Oil & NGL,70.90938000000001000000,Million bbl/yr,28.27709342511392000000
1959,Pertamina,State-owned Entity,Natural Gas,4.24442400000000000000,Bcf/yr,0.30937772222117840000
1960,Pertamina,State-owned Entity,Oil & NGL,78.02388000000000000000,Million bbl/yr,31.11419877243148000000
1960,Pertamina,State-owned Entity,Natural Gas,4.62697500000000000000,Bcf/yr,0.33726201394449196000
1961,Pertamina,State-owned Entity,Oil & NGL,79.23819000000000000000,Million bbl/yr,31.59843876038582500000
1961,Pertamina,State-owned Entity,Natural Gas,4.87442700000000100000,Bcf/yr,0.35529888682031110000
1962,Pertamina,State-owned Entity,Oil & NGL,85.56321000000000000000,Million bbl/yr,34.12071693367847000000
1962,Pertamina,State-owned Entity,Natural Gas,5.16181200000000000000,Bcf/yr,0.37624649165444946000
1963,Pertamina,State-owned Entity,Oil & NGL,84.15153000000000000000,Million bbl/yr,33.55777015221789000000
1963,Pertamina,State-owned Entity,Natural Gas,5.32547100000000000000,Bcf/yr,0.38817566005067840000
1964,Pertamina,State-owned Entity,Oil & NGL,87.46092000000000000000,Million bbl/yr,34.87748173635722500000
1964,Pertamina,State-owned Entity,Natural Gas,6.63000000000000000000,Bcf/yr,0.48326328809902420000
1965,Pertamina,State-owned Entity,Oil & NGL,90.87026999999999000000,Million bbl/yr,36.23705515906818000000
1965,Pertamina,State-owned Entity,Natural Gas,7.65000000000000000000,Bcf/yr,0.55761148626810490000
1966,Pertamina,State-owned Entity,Oil & NGL,86.11809000000001000000,Million bbl/yr,34.34199081309650000000
1966,Pertamina,State-owned Entity,Natural Gas,9.18000000000000000000,Bcf/yr,0.66913378352172570000
1967,Pertamina,State-owned Entity,Oil & NGL,94.33011000000000000000,Million bbl/yr,37.61676287779237000000
1967,Pertamina,State-owned Entity,Natural Gas,11.22000000000000000000,Bcf/yr,0.81783017985988690000
1968,Pertamina,State-owned Entity,Oil & NGL,112.13064000000000000000,Million bbl/yr,44.71522079445365000000
1968,Pertamina,State-owned Entity,Natural Gas,12.27366000000000000000,Bcf/yr,0.89463186856854720000
1969,Pertamina,State-owned Entity,Oil & NGL,138.21051000000000000000,Million bbl/yr,55.11529650382842500000
1969,Pertamina,State-owned Entity,Natural Gas,21.49038000000000000000,Bcf/yr,1.56644218722436000000
1970,Pertamina,State-owned Entity,Oil & NGL,158.97209999999998000000,Million bbl/yr,63.39455969981054000000
1970,Pertamina,State-owned Entity,Natural Gas,22.66338000000000000000,Bcf/yr,1.65194261511880240000
1971,Pertamina,State-owned Entity,Oil & NGL,166.04579999999999000000,Million bbl/yr,66.21539490893561000000
1971,Pertamina,State-owned Entity,Natural Gas,22.66899000000000000000,Bcf/yr,1.65235153020873260000
1972,Pertamina,State-owned Entity,Oil & NGL,201.22815000000000000000,Million bbl/yr,80.24533844905761000000
1972,Pertamina,State-owned Entity,Natural Gas,22.21662000000000000000,Bcf/yr,1.61937810432074510000
1973,Pertamina,State-owned Entity,Oil & NGL,249.16177500000000000000,Million bbl/yr,99.36020861615506000000
1973,Pertamina,State-owned Entity,Natural Gas,14.49675000000000000000,Bcf/yr,1.05667376647805830000
1974,Pertamina,State-owned Entity,Oil & NGL,255.86317500000000000000,Million bbl/yr,102.03257881427353000000
1974,Pertamina,State-owned Entity,Natural Gas,20.40000000000000000000,Bcf/yr,1.48696396338161250000
1975,Pertamina,State-owned Entity,Oil & NGL,243.20497500000002000000,Million bbl/yr,96.98476844004976000000
1975,Pertamina,State-owned Entity,Natural Gas,41.93424000000000000000,Bcf/yr,3.05660312312724300000
1976,Pertamina,State-owned Entity,Oil & NGL,279.89513999999997000000,Million bbl/yr,111.61599527474840000000
1976,Pertamina,State-owned Entity,Natural Gas,64.47726000000000000000,Bcf/yr,4.69977265086209400000
1977,Pertamina,State-owned Entity,Oil & NGL,313.86751499999997000000,Million bbl/yr,125.16342752909900000000
1977,Pertamina,State-owned Entity,Natural Gas,131.70222787500000000000,Bcf/yr,9.59982680133325000000
1978,Pertamina,State-owned Entity,Oil & NGL,304.39248000000000000000,Million bbl/yr,121.38499299898152000000
1978,Pertamina,State-owned Entity,Natural Gas,198.92719574999998000000,Bcf/yr,14.49988095180440700000
1979,Pertamina,State-owned Entity,Oil & NGL,296.12742000000000000000,Million bbl/yr,118.08906975463536000000
1979,Pertamina,State-owned Entity,Natural Gas,266.15216362500000000000,Bcf/yr,19.39993510227556000000
1980,Pertamina,State-owned Entity,Oil & NGL,306.58905000000000000000,Million bbl/yr,122.26093656392034000000
1980,Pertamina,State-owned Entity,Natural Gas,333.37713150000000000000,Bcf/yr,24.29998925274671600000
1981,Pertamina,State-owned Entity,Oil & NGL,316.45500000000000000000,Million bbl/yr,126.19525935559477000000
1981,Pertamina,State-owned Entity,Natural Gas,338.13000000000000000000,Bcf/yr,24.64642769305022800000
1982,Pertamina,State-owned Entity,Oil & NGL,264.14685000000000000000,Million bbl/yr,105.33592530917000000000
1982,Pertamina,State-owned Entity,Natural Gas,343.74000000000000000000,Bcf/yr,25.05534278298017300000
1983,Pertamina,State-owned Entity,Oil & NGL,267.49755000000000000000,Million bbl/yr,106.67211040822923000000
1983,Pertamina,State-owned Entity,Natural Gas,392.19000000000000000000,Bcf/yr,28.58688219601150500000
1984,Pertamina,State-owned Entity,Oil & NGL,276.80505000000000000000,Million bbl/yr,110.38373568339378000000
1984,Pertamina,State-owned Entity,Natural Gas,528.36000000000000000000,Bcf/yr,38.51236665158377000000
1985,Pertamina,State-owned Entity,Oil & NGL,254.83935000000000000000,Million bbl/yr,101.62430003400543000000
1985,Pertamina,State-owned Entity,Natural Gas,581.91000000000000000000,Bcf/yr,42.41564705546050000000
1986,Pertamina,State-owned Entity,Oil & NGL,264.33299999999997000000,Million bbl/yr,105.41015781467327000000
1986,Pertamina,State-owned Entity,Natural Gas,605.37000000000000000000,Bcf/yr,44.12565561334935000000
1987,Pertamina,State-owned Entity,Oil & NGL,221.60000000000000000000,Million bbl/yr,88.36918194751165000000
1987,Pertamina,State-owned Entity,Natural Gas,646.68000000000010000000,Bcf/yr,47.13675763919711400000
1988,Pertamina,State-owned Entity,Oil & NGL,491.50000000000000000000,Million bbl/yr,195.99933631408834000000
1988,Pertamina,State-owned Entity,Natural Gas,706.35000000000000000000,Bcf/yr,51.48612723208833600000
1989,Pertamina,State-owned Entity,Oil & NGL,514.30000000000000000000,Million bbl/yr,205.09147236283954000000
1989,Pertamina,State-owned Entity,Natural Gas,743.07000000000000000000,Bcf/yr,54.16266236617524000000
1990,Pertamina,State-owned Entity,Oil & NGL,533.70000000000000000000,Million bbl/yr,212.82776356221560000000
1990,Pertamina,State-owned Entity,Natural Gas,838.44000000000000000000,Bcf/yr,61.11421889498427600000
1991,Pertamina,State-owned Entity,Oil & NGL,580.80000000000000000000,Million bbl/yr,231.61020250503054000000
1991,Pertamina,State-owned Entity,Natural Gas,946.63976400000000000000,Bcf/yr,69.00094193000363000000
1992,Pertamina,State-owned Entity,Oil & NGL,491.30000000000000000000,Million bbl/yr,195.91958073471335000000
1992,Pertamina,State-owned Entity,Natural Gas,996.52926450000000000000,Bcf/yr,72.63740709640604000000
1993,Pertamina,State-owned Entity,Oil & NGL,484.00000000000000000000,Million bbl/yr,193.00850208752544000000
1993,Pertamina,State-owned Entity,Natural Gas,1026.78810000000000000000,Bcf/yr,74.84298542789585000000
1994,Pertamina,State-owned Entity,Oil & NGL,550.80000000000000000000,Million bbl/yr,219.64686559877896000000
1994,Pertamina,State-owned Entity,Natural Gas,1148.71380000000000000000,Bcf/yr,83.73019729603690000000
1995,Pertamina,State-owned Entity,Oil & NGL,546.80000000000000000000,Million bbl/yr,218.05175401127872000000
1995,Pertamina,State-owned Entity,Natural Gas,1165.11030000000000000000,Bcf/yr,84.92534458160489000000
1996,Pertamina,State-owned Entity,Oil & NGL,590.30000000000000000000,Million bbl/yr,235.39859252534350000000
1996,Pertamina,State-owned Entity,Natural Gas,1240.39346550000000000000,Bcf/yr,90.41276390257518000000
1997,Pertamina,State-owned Entity,Oil & NGL,497.90000000000000000000,Million bbl/yr,198.55151485408865000000
1997,Pertamina,State-owned Entity,Natural Gas,1235.35048350000000000000,Bcf/yr,90.04517897600742000000
1998,Pertamina,State-owned Entity,Oil & NGL,480.10000000000000000000,Million bbl/yr,191.45326828971278000000
1998,Pertamina,State-owned Entity,Natural Gas,1182.39917249999980000000,Bcf/yr,86.18553724704600000000
1999,Pertamina,State-owned Entity,Oil & NGL,470.20000000000000000000,Million bbl/yr,187.50536711064970000000
1999,Pertamina,State-owned Entity,Natural Gas,1361.42503350000000000000,Bcf/yr,99.23480214020121000000
2000,Pertamina,State-owned Entity,Oil & NGL,463.80000000000000000000,Million bbl/yr,184.95318857064940000000
2000,Pertamina,State-owned Entity,Natural Gas,1265.96858850000000000000,Bcf/yr,92.27694460159734000000
2001,Pertamina,State-owned Entity,Oil & NGL,438.00000000000000000000,Million bbl/yr,174.66471883127303000000
2001,Pertamina,State-owned Entity,Natural Gas,1150.34021550000000000000,Bcf/yr,83.84874735672248000000
2002,Pertamina,State-owned Entity,Oil & NGL,22.10000000000000000000,Million bbl/yr,8.81299152093866300000
2002,Pertamina,State-owned Entity,Natural Gas,226.20000000000000000000,Bcf/yr,16.48780629984905500000
2003,Pertamina,State-owned Entity,Oil & NGL,48.00000000000000000000,Million bbl/yr,19.14133905000252500000
2003,Pertamina,State-owned Entity,Natural Gas,335.00000000000000000000,Bcf/yr,24.41828077121765600000
2004,Pertamina,State-owned Entity,Oil & NGL,49.00000000000000000000,Million bbl/yr,19.54011694687758000000
2004,Pertamina,State-owned Entity,Natural Gas,395.00000000000000000000,Bcf/yr,28.79170419292828000000
2005,Pertamina,State-owned Entity,Oil & NGL,49.60000000000000000000,Million bbl/yr,19.77938368500261400000
2005,Pertamina,State-owned Entity,Natural Gas,411.30000000000000000000,Bcf/yr,29.97981755582633300000
2006,Pertamina,State-owned Entity,Oil & NGL,48.60000000000000000000,Million bbl/yr,19.38060578812755700000
2006,Pertamina,State-owned Entity,Natural Gas,404.79000000000000000000,Bcf/yr,29.50530111457073400000
2007,Pertamina,State-owned Entity,Oil & NGL,52.30000000000000000000,Million bbl/yr,20.85608400656525000000
2007,Pertamina,State-owned Entity,Natural Gas,405.70000000000000000000,Bcf/yr,29.57163136980001300000
2008,Pertamina,State-owned Entity,Oil & NGL,54.98000000000000000000,Million bbl/yr,21.92480877019038500000
2008,Pertamina,State-owned Entity,Natural Gas,426.53000000000000000000,Bcf/yr,31.08993820103721400000
2009,Pertamina,State-owned Entity,Oil & NGL,64.40000000000000000000,Million bbl/yr,25.68129655875338800000
2009,Pertamina,State-owned Entity,Natural Gas,502.05000000000000000000,Bcf/yr,36.59462048116366000000
2010,Pertamina,State-owned Entity,Oil & NGL,70.01000000000000000000,Million bbl/yr,27.91844056022243200000
2010,Pertamina,State-owned Entity,Natural Gas,532.85000000000000000000,Bcf/yr,38.83964450430844600000
2011,Pertamina,State-owned Entity,Oil & NGL,70.63000000000000000000,Million bbl/yr,28.16568285628496700000
2011,Pertamina,State-owned Entity,Natural Gas,558.60000000000000000000,Bcf/yr,40.71657205612592600000
2012,Pertamina,State-owned Entity,Oil & NGL,71.76000000000000000000,Million bbl/yr,28.61630187975377700000
2012,Pertamina,State-owned Entity,Natural Gas,563.15000000000000000000,Bcf/yr,41.04822333227231000000
2013,Pertamina,State-owned Entity,Oil & NGL,73.55000000000000000000,Million bbl/yr,29.33011431516011700000
2013,Pertamina,State-owned Entity,Natural Gas,557.67000000000000000000,Bcf/yr,40.64878399308939500000
2014,Pertamina,State-owned Entity,Oil & NGL,98.55000000000000000000,Million bbl/yr,39.29956173703643400000
2014,Pertamina,State-owned Entity,Natural Gas,588.74500000000000000000,Bcf/yr,42.91385287358370000000
2015,Pertamina,State-owned Entity,Oil & NGL,101.47000000000000000000,Million bbl/yr,40.46399319591159000000
2015,Pertamina,State-owned Entity,Natural Gas,694.23000000000000000000,Bcf/yr,50.60269570090280000000
2016,Pertamina,State-owned Entity,Oil & NGL,113.88000000000000000000,Million bbl/yr,45.41282689613099400000
2016,Pertamina,State-owned Entity,Natural Gas,715.76500000000000000000,Bcf/yr,52.17239025734508600000
2017,Pertamina,State-owned Entity,Oil & NGL,124.83000000000000000000,Million bbl/yr,49.77944486691280400000
2017,Pertamina,State-owned Entity,Natural Gas,742.77500000000000000000,Bcf/yr,54.14115970101849500000
2018,Pertamina,State-owned Entity,Oil & NGL,143.44500000000000000000,Million bbl/yr,57.20269541724191000000
2018,Pertamina,State-owned Entity,Natural Gas,1116.53500000000000000000,Bcf/yr,81.38467200266122000000
2019,Pertamina,State-owned Entity,Oil & NGL,150.99320000000000000000,Million bbl/yr,60.21275073843419000000
2019,Pertamina,State-owned Entity,Natural Gas,1030.19790000000000000000,Bcf/yr,75.09152708095166000000
2020,Pertamina,State-owned Entity,Oil & NGL,149.09155000000000000000,Million bbl/yr,59.45441475084176000000
2020,Pertamina,State-owned Entity,Natural Gas,961.58520000000000000000,Bcf/yr,70.09032059417159000000
2021,Pertamina,State-owned Entity,Oil & NGL,162.53450000000000000000,Million bbl/yr,64.81516607963823000000
2021,Pertamina,State-owned Entity,Natural Gas,954.46039999999990000000,Bcf/yr,69.57099114092152000000
2022,Pertamina,State-owned Entity,Oil & NGL,187.77060000000000000000,Million bbl/yr,74.87876496296677000000
2022,Pertamina,State-owned Entity,Natural Gas,957.81475000000000000000,Bcf/yr,69.81549102183178000000
1999,Petoro,State-owned Entity,Oil & NGL,438.00000000000000000000,Million bbl/yr,174.66471883127303000000
1999,Petoro,State-owned Entity,Natural Gas,832.19999999999990000000,Bcf/yr,60.65938285912637000000
2000,Petoro,State-owned Entity,Oil & NGL,445.30000000000000000000,Million bbl/yr,177.57579747846090000000
2000,Petoro,State-owned Entity,Natural Gas,869.43000000000000000000,Bcf/yr,63.37309209229781000000
2001,Petoro,State-owned Entity,Oil & NGL,419.75000000000000000000,Million bbl/yr,167.38702221330330000000
2001,Petoro,State-owned Entity,Natural Gas,799.35000000000000000000,Bcf/yr,58.26493353573980000000
2002,Petoro,State-owned Entity,Oil & NGL,350.40000000000000000000,Million bbl/yr,139.73177506501840000000
2002,Petoro,State-owned Entity,Natural Gas,843.15000000000000000000,Bcf/yr,61.45753263358856000000
2003,Petoro,State-owned Entity,Oil & NGL,346.75000000000000000000,Million bbl/yr,138.27623574142450000000
2003,Petoro,State-owned Entity,Natural Gas,893.52000000000000000000,Bcf/yr,65.12902159611464000000
2004,Petoro,State-owned Entity,Oil & NGL,323.39000000000000000000,Million bbl/yr,128.96078407042324000000
2004,Petoro,State-owned Entity,Natural Gas,902.28974220000000000000,Bcf/yr,65.76825152844536000000
2005,Petoro,State-owned Entity,Oil & NGL,287.62000000000000000000,Million bbl/yr,114.69649869920264000000
2005,Petoro,State-owned Entity,Natural Gas,928.06944912000000000000,Bcf/yr,67.64734442925808000000
2006,Petoro,State-owned Entity,Oil & NGL,263.89500000000000000000,Million bbl/yr,105.23549309584200000000
2006,Petoro,State-owned Entity,Natural Gas,966.73900950000000000000,Bcf/yr,70.46598378047717000000
2007,Petoro,State-owned Entity,Oil & NGL,241.26500000000000000000,Million bbl/yr,96.21114928955957000000
2007,Petoro,State-owned Entity,Natural Gas,1108.52739756000000000000,Bcf/yr,80.80099473494715000000
2008,Petoro,State-owned Entity,Oil & NGL,221.55500000000000000000,Million bbl/yr,88.35123694215228000000
2008,Petoro,State-owned Entity,Natural Gas,1108.52739756000000000000,Bcf/yr,80.80099473494715000000
2009,Petoro,State-owned Entity,Oil & NGL,196.00500000000000000000,Million bbl/yr,78.16246167699468000000
2009,Petoro,State-owned Entity,Natural Gas,1095.63754410000000000000,Bcf/yr,79.86144828454080000000
2010,Petoro,State-owned Entity,Oil & NGL,171.54999999999998000000,Million bbl/yr,68.41034820891528000000
