species,authority,country,kingdom,environment_system,origin
Nothoscordum gracile,Stearn (Aiton),Algeria,Plantae,terrestrial,Alien
Nothoscordum gracile,Stearn (Aiton),South Africa,Plantae,terrestrial,Alien
Nothoscordum gracile,Stearn (Aiton),Tunisia,Plantae,terrestrial,Alien
Notocochlis gualteriana,"(Récluz, 1844)",Egypt,Animalia,marine,Alien
Nuphar lutea,Sibth. & Sm. (L.),South Africa,Plantae,freshwater,Alien
Nyctanthes arbor-tristis,L.,Seychelles,Plantae,terrestrial,Alien
Nymphaea lotus,L.,Seychelles,Plantae,freshwater,Alien
Nymphaea marliacea,Lat.-Marl.,South Africa,Plantae,freshwater,Alien
Nymphaea mexicana,Zucc.,Ghana,Plantae,freshwater,Alien
Nymphaea mexicana,Zucc.,South Africa,Plantae,freshwater,Alien
Nymphaea nouchali,Burm. fil.,Seychelles,Plantae,freshwater,Alien
Nymphoides peltata,O. Kuntze (S. G. Gmelin),South Africa,Plantae,freshwater,Alien
Nypa fruticans,Wurmb,Cameroon,Plantae,brackish,Alien
Nypha fruticans,Buch.-Ham.,Nigeria,Plantae,brackish,Alien
Obelia bidentata,"Clark, 1875",South Africa,Animalia,marine,Alien
Obelia dichotoma,"Linnaeus, 1758",South Africa,Animalia,marine,Alien
Obelia geniculata,"Linnaeus, 1758",South Africa,Animalia,marine,Alien
Oblimopa multistriata,"(Forsskål in Niebuhr, 1775)",Egypt,Animalia,marine,Alien
Ochna thomasiana,Engl. & Gilg,Seychelles,Plantae,terrestrial,Alien
Ochroma pyramidale,Urb. (Cav. ex Lam.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Ochroma pyramidale,Urban (Cav.),Seychelles,Plantae,terrestrial,Alien
Ocimum americanum,L.,Burundi,Plantae,terrestrial,Alien
Ocimum americanum,L.,Madagascar,Plantae,terrestrial,Alien
Ocimum americanum,L.,Seychelles,Plantae,terrestrial,Alien
Ocimum basilicum,L.,Burundi,Plantae,terrestrial,Alien
Ocimum basilicum,L.,Chad,Plantae,terrestrial,Alien
Ocimum basilicum,L.,Madagascar,Plantae,terrestrial,Alien
Ocimum basilicum,L.,Rwanda,Plantae,terrestrial,Alien
Ocimum basilicum,L.,Seychelles,Plantae,terrestrial,Alien
Ocimum gratissimum,L.,Burundi,Plantae,terrestrial,Alien
Ocimum gratissimum,L.,Chad,Plantae,terrestrial,Alien
Ocimum gratissimum,L.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Ocimum gratissimum,L.,Rwanda,Plantae,terrestrial,Alien
Ocimum gratissimum,L.,Seychelles,Plantae,terrestrial,Alien
Ocimum tenuiflorum,L.,Malawi,Plantae,terrestrial,Alien
Ocimum tenuiflorum,L.,Seychelles,Plantae,terrestrial,Alien
Ocimum tenuiflorum,L.,Zambia,Plantae,terrestrial,Alien
Ocimum tenuiflorum,L.,Kenya,Plantae,terrestrial,Alien
Octolasion lacteum,"Orley, 1885 (Orley, 1885)",South Africa,Animalia,terrestrial,Alien
Octotoma championi,"Baly, 1886",South Africa,Animalia,terrestrial,Alien
Octotoma scabripennis,"Guérin-Méneville, 1844",South Africa,Animalia,terrestrial,Alien
Oculina patagonica,"de Angelis, 1908",Algeria,Animalia,marine,Alien
Oculina patagonica,"de Angelis, 1908",Tunisia,Animalia,marine,Alien
Odessia maeotica,"(Ostroumoff, 1896)",South Africa,Animalia,marine,Alien
Odontonema cuspidatum,Kuntze (Nees),South Africa,Plantae,terrestrial,Alien
Odontonema tubaeforme,Kuntze (Bertol.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Oecobius navus,"Blackwall, 1859",South Africa,Animalia,terrestrial,Alien
Oenothera affinis,Cambess.,South Africa,Plantae,terrestrial,Alien
Oenothera biennis,L.,South Africa,Plantae,terrestrial,Alien
Oenothera biennis,L.,Swaziland,Plantae,terrestrial,Alien
Oenothera drummondii,Hook.,South Africa,Plantae,terrestrial,Alien
Oenothera drummondii subsp. Drummondii,Hook.,South Africa,Plantae,terrestrial,Alien
Oenothera glazioviana,L.,Swaziland,Plantae,terrestrial,Alien
Oenothera glazioviana,Micheli,South Africa,Plantae,terrestrial,Alien
Oenothera grandiflora,L'Hér. ex Aiton,South Africa,Plantae,terrestrial,Alien
Oenothera indecora,Cambess.,South Africa,Plantae,terrestrial,Alien
Oenothera indecora,Cambess.,Zimbabwe,Plantae,terrestrial,Alien
Oenothera indecora subsp.Indecora,L.,Swaziland,Plantae,terrestrial,Alien
Oenothera jamesii,Torr. & A. Gray,South Africa,Plantae,terrestrial,Alien
Oenothera jamesii,Torr. & A. Gray,Swaziland,Plantae,terrestrial,Alien
Oenothera laciniata,Hill,South Africa,Plantae,terrestrial,Alien
Oenothera laciniata,Hill,Zimbabwe,Plantae,terrestrial,Alien
Oenothera lindheimeri,W.L. Wagner & Hoch (Engelm. & A. Gray),South Africa,Plantae,terrestrial,Alien
Oenothera longiflora,Scheele,South Africa,Plantae,terrestrial,Alien
Oenothera parodiana,Munz,South Africa,Plantae,terrestrial,Alien
Oenothera parviflora,L.,South Africa,Plantae,terrestrial,Alien
Oenothera rosea,L'Hér. ex Aiton,Madagascar,Plantae,terrestrial,Alien
Oenothera rosea,L'Hér. ex Aiton,South Africa,Plantae,terrestrial,Alien
Oenothera rosea,L'Hér. ex Aiton,Swaziland,Plantae,terrestrial,Alien
Oenothera rosea,L'Hér. ex Aiton,Zimbabwe,Plantae,terrestrial,Alien
Oenothera sinuosa,W.L.Wagner & Hoch,South Africa,Plantae,terrestrial,Alien
Oenothera stricta,Ledeb. ex Link,South Africa,Plantae,terrestrial,Alien
Oenothera stricta,Ledeb. ex Link,Zimbabwe,Plantae,terrestrial,Alien
Oenothera tetraptera,Cav.,South Africa,Plantae,terrestrial,Alien
Oenothera tetraptera,Cav.,Swaziland,Plantae,terrestrial,Alien
Oenothera tetraptera,Cav.,Zimbabwe,Plantae,terrestrial,Alien
Oenothera villosa,Thunb.,South Africa,Plantae,terrestrial,Alien
Oldenlandia biflora,Linnaeus,Madagascar,Plantae,terrestrial,Alien
Oldenlandia corymbosa,L.,Madagascar,Plantae,terrestrial,Alien
Oldenlandia corymbosa,L.,Seychelles,Plantae,terrestrial,Alien
Oldenlandia goreensis,Summerh. (DC.),Seychelles,Plantae,terrestrial,Alien
Oldenlandia lancifolia,DC. (Schumach.),Seychelles,Plantae,terrestrial,Alien
Oldenlandia trinervia,Retz.,Madagascar,Plantae,terrestrial,Alien
Oligotoma saundersii,"(Westwood, 1837)",South Africa,Animalia,terrestrial,Alien
Olindias singularis,"Browne, 1905",Egypt,Animalia,marine,Alien
Olyra latifolia,L.,Burkina Faso,Plantae,terrestrial,Alien
Olyra latifolia,L.,Madagascar,Plantae,terrestrial,Alien
Olyra latifolia,L.,South Africa,Plantae,terrestrial,Alien
Olyra latifolia,L.,United Republic of Tanzania,Plantae,terrestrial,Alien
Ommatoiulus moreletii,"(Lucas, 1860)",South Africa,Animalia,terrestrial,Alien
Oncidium sphacelatum,Lindl.,Seychelles,Plantae,terrestrial,Alien
Ophelimus maskelli,"(Ashmead, 1900)",South Africa,Animalia,terrestrial,Alien
Ophiactis savignyi,"(Müller & Troschel, 1842)",Egypt,Animalia,marine,Alien
Ophiactis savignyi,"(Müller & Troschel, 1842)",South Africa,Animalia,marine,Alien
Ophiactis savignyi,"(Müller & Troschel, 1842)",Tunisia,Animalia,marine,Alien
Ophiocoma scolopendrina,"(Lamarck, 1816)",Libya,Animalia,marine,Cryptogenic/Uncertain
Ophiomyia camarae,"Spencer, 1963",South Africa,Animalia,terrestrial,Alien
Ophiomyia lantanae,"Froggatt, 1919",South Africa,Animalia,terrestrial,Alien
Ophiopogon intermedius,D.Don,Seychelles,Plantae,terrestrial,Alien
Oplismenus burmannii,P.Beauv. (Retz.),Burundi,Plantae,terrestrial,Alien
Opogona sacchari,"(Bojer, 1856)",Morocco,Animalia,terrestrial,Alien
Opsius stactogalus,"Fieber, 1866",South Africa,Animalia,terrestrial,Alien
Opuntia articulata,Hort.Berol. ex Pfeiff.,South Africa,Plantae,terrestrial,Alien
Opuntia aurantiaca,Lindl.,Namibia,Plantae,terrestrial,Alien
Opuntia aurantiaca,Lindl.,South Africa,Plantae,terrestrial,Alien
Opuntia cochenillifera,P. Mill. (L.),Kenya,Plantae,terrestrial,Alien
Opuntia cochenillifera,P. Mill. (L.),Uganda,Plantae,terrestrial,Alien
Opuntia cochenillifera,P. Mill. (L.),United Republic of Tanzania,Plantae,terrestrial,Alien
Opuntia elata,Salm-Dyck,South Africa,Plantae,terrestrial,Alien
Opuntia elata var. elata,NA,South Africa,Plantae,terrestrial,Alien
Opuntia elatior,Mill.,Kenya,Plantae,terrestrial,Alien
Opuntia engelmannii,Salm-Dyck ex Engelm.,Madagascar,Plantae,terrestrial,Alien
Opuntia engelmannii,Salm-Dyck ex Engelm.,Namibia,Plantae,terrestrial,Alien
Opuntia engelmannii,Salm-Dyck ex Engelm.,South Africa,Plantae,terrestrial,Alien
Opuntia engelmannii,Salm-Dyck,Kenya,Plantae,terrestrial,Alien
Opuntia exaltata,A.Berger,Kenya,Plantae,terrestrial,Alien
Opuntia exaltata,A.Berger,Uganda,Plantae,terrestrial,Alien
Opuntia exaltata,A.Berger,United Republic of Tanzania,Plantae,terrestrial,Alien
Opuntia ficus-indica,P. Mill. (L.),Algeria,Plantae,terrestrial,Alien
Opuntia ficus-indica,P. Mill. (L.),Botswana,Plantae,terrestrial,Alien
Opuntia ficus-indica,P. Mill. (L.),Burundi,Plantae,terrestrial,Alien
Opuntia ficus-indica,P. Mill. (L.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Opuntia ficus-indica,P. Mill. (L.),Egypt,Plantae,terrestrial,Alien
Opuntia ficus-indica,P. Mill. (L.),Eritrea,Plantae,terrestrial,Alien
Opuntia ficus-indica,Mill. (L.),Madagascar,Plantae,terrestrial,Alien
Opuntia ficus-indica,Mill. (L.),Namibia,Plantae,terrestrial,Alien
Opuntia ficus-indica,P. Mill. (L.),Rwanda,Plantae,terrestrial,Alien
Opuntia ficus-indica,Mill. (L.),Seychelles,Plantae,terrestrial,Alien
Opuntia ficus-indica,P. Mill. (L.),Somalia,Plantae,terrestrial,Alien
Opuntia ficus-indica,Mill. (L.),South Africa,Plantae,terrestrial,Alien
Opuntia ficus-indica,P. Mill. (L.),Zimbabwe,Plantae,terrestrial,Alien
Opuntia ficus-indica,P. Mill. (L.),Ethiopia,Plantae,terrestrial,Alien
Opuntia ficus-indica,P. Mill. (L.),Kenya,Plantae,terrestrial,Alien
Opuntia ficus-indica,P. Mill. (L.),Uganda,Plantae,terrestrial,Alien
Opuntia ficus-indica,P. Mill. (L.),United Republic of Tanzania,Plantae,terrestrial,Alien
Opuntia ficus-indica,(L.) P. Mill.,Swaziland,Plantae,terrestrial,Alien
Opuntia fulgida,Engelm.,Zimbabwe,Plantae,terrestrial,Alien
Opuntia humifusa,Raf. (Raf.),South Africa,Plantae,terrestrial,Alien
Opuntia humifusa,(Raf.) Raf.,Swaziland,Plantae,terrestrial,Alien
Opuntia imbricata,Haw.,South Africa,Plantae,terrestrial,Alien
Opuntia imbricata,(Haw.) DC.,Swaziland,Plantae,terrestrial,Alien
Opuntia leucotricha,DC.,South Africa,Plantae,terrestrial,Alien
Opuntia microdasys,Pfeiff. (Lehm.),Namibia,Plantae,terrestrial,Alien
Opuntia microdasys,Pfeiff. (Lehm.),South Africa,Plantae,terrestrial,Alien
Opuntia microdasys,Pfeiff. (Lehm.),Kenya,Plantae,terrestrial,Alien
Opuntia microdasys,Pfeiff. (Lehm.),Uganda,Plantae,terrestrial,Alien
Opuntia microdasys,Pfeiff. (Lehm.),United Republic of Tanzania,Plantae,terrestrial,Alien
Opuntia monacantha,Haw. (Willd.),Botswana,Plantae,terrestrial,Alien
Opuntia monacantha,Haw. (Willd.),Madagascar,Plantae,terrestrial,Alien
Opuntia monacantha,Haw. (Willd.),Mauritius,Plantae,terrestrial,Alien
Opuntia monacantha,Haw. (Willd.),Morocco,Plantae,terrestrial,Alien
Opuntia monacantha,Haw. (Willd.),Nigeria,Plantae,terrestrial,Alien
Opuntia monacantha,Haw. (Willd.),Rwanda,Plantae,terrestrial,Alien
Opuntia monacantha,Haw. (Willd.),Sierra Leone,Plantae,terrestrial,Alien
Opuntia monacantha,Haw. (Willd.),Somalia,Plantae,terrestrial,Alien
Opuntia monacantha,Haw. (Willd.),South Africa,Plantae,terrestrial,Alien
Opuntia monacantha,Haw. (Willd.),Tunisia,Plantae,terrestrial,Alien
Opuntia monacantha,Haw. (Willd.),Kenya,Plantae,terrestrial,Alien
Opuntia monacantha,Haw. (Willd.),Uganda,Plantae,terrestrial,Alien
Opuntia monacantha,Haw. (Willd.),United Republic of Tanzania,Plantae,terrestrial,Alien
Opuntia pubescens,J.C. Wendl. ex Pfeiff.,South Africa,Plantae,terrestrial,Alien
Opuntia robusta,H.L. Wendl. ex Pfeiff.,South Africa,Plantae,terrestrial,Alien
Opuntia salmiana,J. Parm. ex Pfeiff.,South Africa,Plantae,terrestrial,Alien
Opuntia spinulifera,Salm-Dyck,South Africa,Plantae,terrestrial,Alien
Opuntia stricta,Haw. (Haw.),Angola,Plantae,terrestrial,Alien
Opuntia stricta,Haw. (Haw.),Eritrea,Plantae,terrestrial,Alien
Opuntia stricta,Haw. (Haw.),Madagascar,Plantae,terrestrial,Alien
Opuntia stricta,Haw. (Haw.),Morocco,Plantae,terrestrial,Alien
Opuntia stricta,Haw. (Haw.),Namibia,Plantae,terrestrial,Alien
Opuntia stricta,Haw. (Haw.),Somalia,Plantae,terrestrial,Alien
Opuntia stricta,Haw. (Haw.),South Africa,Plantae,terrestrial,Alien
Opuntia stricta,Haw. (Haw.),Tunisia,Plantae,terrestrial,Alien
Opuntia stricta,Haw. (Haw.),Ethiopia,Plantae,terrestrial,Alien
Opuntia stricta,Haw. (Haw.),Kenya,Plantae,terrestrial,Alien
Opuntia stricta,Haw. (Haw.),Uganda,Plantae,terrestrial,Alien
Opuntia stricta,Haw. (Haw.),United Republic of Tanzania,Plantae,terrestrial,Alien
Opuntia stricta,(Haw.) Haw.,Swaziland,Plantae,terrestrial,Alien
Opuntia stricta subsp. stricta,NA,South Africa,Plantae,terrestrial,Alien
Opuntia tomentosa,Salm-Dyck,South Africa,Plantae,terrestrial,Alien
Opuntia tuna,Mill. (L.),Seychelles,Plantae,terrestrial,Alien
Orchestia gammarella,"(Pallas, 1766)",South Africa,Animalia,marine,Alien
Orchestia platensis,"Krøyer, 1844",South Africa,Animalia,marine,Alien
Orchis purpurea,Huds.,Seychelles,Plantae,terrestrial,Alien
Orconectes limosus,"(Rafinesque, 1817)",Morocco,Animalia,freshwater,Alien
Oreochromis esculentus,"(Graham, 1928)",Rwanda,Animalia,freshwater,Alien
Oreochromis esculentus,"(Graham, 1928)",United Republic of Tanzania,Animalia,freshwater,Alien
Oreochromis karongae,"(Trewavas, 1941)",Malawi,Animalia,freshwater,Alien
Oreochromis leucostictus,"(Trewavas, 1933)",Democratic Republic of the Congo,Animalia,freshwater,Alien
Oreochromis leucostictus,"(Trewavas, 1933)",Malawi,Animalia,freshwater,Alien
Oreochromis leucostictus,"(Trewavas, 1933)",Rwanda,Animalia,freshwater,Alien
Oreochromis leucostictus,"(Trewavas, 1933)",Kenya,Animalia,freshwater,Alien
Oreochromis leucostictus,"(Trewavas, 1933)",United Republic of Tanzania,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Algeria,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Angola,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Benin,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Burkina Faso,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Cameroon,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Democratic Republic of the Congo,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Egypt,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Gabon,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Ghana,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Liberia,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Madagascar,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Mauritius,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Rwanda,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Sudan,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Togo,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Zambia,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",Kenya,Animalia,freshwater,Alien
Oreochromis macrochir,"(Boulenger, 1912)",United Republic of Tanzania,Animalia,freshwater,Alien
Oreochromis mortimeri,"(Trewavas, 1966)",Democratic Republic of the Congo,Animalia,freshwater,Alien
Oreochromis mortimeri,"(Trewavas, 1966)",Zambia,Animalia,freshwater,Alien
Ornithogalum thyrsoides,Jacq.,South Africa,Plantae,terrestrial,Alien
Ornithopus sativus,Brot.,South Africa,Plantae,terrestrial,Alien
Orobanche aegyptiaca,Pers.,Egypt,Plantae,terrestrial,Alien
Orobanche cernua,Loefl.,Algeria,Plantae,terrestrial,Alien
Orobanche cernua,Loefl.,Egypt,Plantae,terrestrial,Alien
Orobanche crenata,Forssk.,Algeria,Plantae,terrestrial,Alien
Orobanche crenata,Forssk.,Egypt,Plantae,terrestrial,Alien
Orobanche crenata,Forssk.,Ethiopia,Plantae,terrestrial,Alien
Orobanche minor,Sm.,Mauritius,Plantae,terrestrial,Alien
Orobanche minor,Sm.,South Africa,Plantae,terrestrial,Alien
Orobanche ramosa,Duby,Mali,Plantae,terrestrial,Alien
Orobanche ramosa,Duby,South Africa,Plantae,terrestrial,Alien
Orosius albicinctus,Distant,South Africa,Animalia,terrestrial,Alien
Orthriophis taeniurus,"(Cope, 1861)",South Africa,Animalia,terrestrial,Alien
Oryctes agamemnon,"Burmeister, 1847",Tunisia,Animalia,terrestrial,Alien
Oryctes rhinoceros,"Linnaeus, 1758",Mauritius,Animalia,terrestrial,Alien
Oryctolagus cuniculus,"Linnaeus, 1758",Egypt,Animalia,terrestrial,Alien
Oryctolagus cuniculus,"Linnaeus, 1758",Seychelles,Animalia,terrestrial,Alien
Oryctolagus cuniculus,"Linnaeus, 1758",South Africa,Animalia,terrestrial,Alien
Oryx dammah,"(Cretzschmar, 1827)",South Africa,Animalia,terrestrial,Alien
Oryza longistaminata,A.Chev. & Roehr.,Cameroon,Plantae,terrestrial,Alien
Osmanthus fragrans,Lour.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Ostearius melanopygius,"(O. Pickard-Cambridge, 1879)",South Africa,Animalia,terrestrial,Alien
Ostrea edulis,"Linnaeus, 1758",Mauritius,Animalia,marine,Alien
Ostrea edulis,"Linnaeus, 1758",Namibia,Animalia,marine,Alien
Ovis aries,"Linnaeus, 1758",Cameroon,Animalia,terrestrial,Alien
Ovis aries,"Linnaeus, 1758",Egypt,Animalia,terrestrial,Alien
Ovis aries,"Linnaeus, 1758",South Africa,Animalia,terrestrial,Alien
Oxalis articulata,Savigny,Tunisia,Plantae,terrestrial,Alien
Oxalis corniculata,L.,Seychelles,Plantae,terrestrial,Alien
Oxalis corniculata,L.,South Africa,Plantae,terrestrial,Alien
Oxalis corniculata,L.,Mauritius,Plantae,terrestrial,Alien
Oxalis corniculata,L.,Zambia,Plantae,terrestrial,Alien
Oxalis corniculata,L.,Zimbabwe,Plantae,terrestrial,Alien
Oxalis corniculata,L.,Burundi,Plantae,terrestrial,Alien
Oxalis corniculata,L.,Swaziland,Plantae,terrestrial,Alien
Oxalis corniculata,L.,Chad,Plantae,terrestrial,Alien
Oxalis corniculata,L.,Egypt,Plantae,terrestrial,Alien
Oxalis corniculata,L.,Madagascar,Plantae,terrestrial,Alien
Oxalis corniculata,L.,Mozambique,Plantae,terrestrial,Alien
Oxalis debilis,Kunth,Algeria,Plantae,terrestrial,Alien
Oxalis debilis,Kunth,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Oxalis debilis,Kunth,Madagascar,Plantae,terrestrial,Alien
Oxalis debilis,Kunth,Seychelles,Plantae,terrestrial,Alien
Oxalis latifolia,Kunth,Burundi,Plantae,terrestrial,Alien
Oxalis latifolia,Kunth,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Oxalis latifolia,Kunth,Egypt,Plantae,terrestrial,Alien
Oxalis latifolia,Kunth,Madagascar,Plantae,terrestrial,Alien
Oxalis latifolia,Kunth,Mauritius,Plantae,terrestrial,Alien
Oxalis latifolia,Kunth,South Africa,Plantae,terrestrial,Alien
Oxalis latifolia,Kunth,Zimbabwe,Plantae,terrestrial,Alien
Oxalis latifolia,L.,Swaziland,Plantae,terrestrial,Alien
Oxalis pes-caprae,L.,Algeria,Plantae,terrestrial,Alien
Oxalis pes-caprae,L.,Egypt,Plantae,terrestrial,Alien
Oxalis pes-caprae,L.,Morocco,Plantae,terrestrial,Alien
Oxalis purpurea,L.,Algeria,Plantae,terrestrial,Alien
Oxalis triangularis,St.-Hil.,Seychelles,Plantae,terrestrial,Alien
Oxidus gracilis,"(C. L. Koch, 1847)",South Africa,Animalia,terrestrial,Alien
Oxychilus alliarius,"J.S. Miller, 1822 (J.S. Miller, 1822)",South Africa,Animalia,terrestrial,Alien
Oxychilus cellarius,"(O. F. Müller, 1774)",South Africa,Animalia,terrestrial,Alien
Oxychilus draparnaudi,"(H. Beck, 1837)",South Africa,Animalia,terrestrial,Alien
Oxygonum atriplicifolium,Martel. (Meisn.),Madagascar,Plantae,terrestrial,Alien
Pachira glabra,Pasq.,Chad,Plantae,terrestrial,Alien
Pachira glabra,Pasq.,Democratic Republic of the Congo,Plantae,terrestrial,Alien
Pachira oleagina,Decne.,South Africa,Plantae,terrestrial,Alien
Pachycordyle navis,"(Millard, 1959)",South Africa,Animalia,marine,Alien
Pachygrapsus transversus,"(Gibbes, 1850)",Tunisia,Animalia,marine,Alien
Pachystachys spicata,D.C. Wassh. (Ruiz & Pav.),Seychelles,Plantae,terrestrial,Alien
Padina boergesenii,Allender & Kraft,Libya,Chromista,marine,Alien
Padina boryana,Thivy,Libya,Chromista,marine,Alien
Palaquium gutta,Burck (Hook.),Democratic Republic of the Congo,Plantae,terrestrial,Alien
Paleosuchus palpebrosus,"(Cuvier, 1807)",South Africa,Animalia,freshwater,Alien
Paliurus spina-christi,Miller,Madagascar,Plantae,terrestrial,Alien
Pandanus dubius,Spreng.,Seychelles,Plantae,terrestrial,Alien
Pandanus tectorius,Parkinson ex Du Roi,Seychelles,Plantae,terrestrial,Alien
Pandanus utilis,Bory,Seychelles,Plantae,terrestrial,Alien
Pandanus utilis,Bory,South Africa,Plantae,terrestrial,Alien
Pandorea pandorana,Steenis (Andrews),Seychelles,Plantae,terrestrial,Alien
Panicum antidotale,Retz.,Burkina Faso,Plantae,terrestrial,Alien
Panicum antidotale,Retz.,Chad,Plantae,terrestrial,Alien
Panicum capillare,L.,Morocco,Plantae,terrestrial,Alien
Panicum coloratum,L.,Burkina Faso,Plantae,terrestrial,Alien
Panicum laxum,Sw.,Burkina Faso,Plantae,terrestrial,Alien
Panicum maximum,Jacq.,Djibouti,Plantae,terrestrial,Alien
Panicum maximum,Jacq.,Egypt,Plantae,terrestrial,Alien
Panicum maximum,Jacq.,Ghana,Plantae,terrestrial,Cryptogenic/Uncertain
Panicum maximum,Jacq.,Madagascar,Plantae,terrestrial,Alien
Panicum maximum,Jacq.,Mauritius,Plantae,terrestrial,Alien
Panicum maximum,Jacq.,Mozambique,Plantae,terrestrial,Cryptogenic/Uncertain
Panicum maximum,Jacq.,Seychelles,Plantae,terrestrial,Alien
Panicum maximum,Jacq.,South Africa,Plantae,terrestrial,Alien
Panicum maximum,Jacq.,Uganda,Plantae,terrestrial,Cryptogenic/Uncertain
Panicum maximum,Jacq.,United Republic of Tanzania,Plantae,terrestrial,Cryptogenic/Uncertain
Panicum miliaceum,L.,Madagascar,Plantae,terrestrial,Alien
Panicum miliaceum,L.,South Africa,Plantae,terrestrial,Alien
Panicum paludosum,Roxb.,Chad,Plantae,terrestrial,Alien
Panicum repens,L.,Angola,Plantae,terrestrial,Alien
