Category,Subcategory,country_iso3,region_code,population,hoursPerDayCombined,uncertaintyCombined
Experience oriented,Interactive,LBY,AF_N,6777453,0.89,0.3487386008559886
Food provision,Food preparation,LCA,AM_C,182795,1.36,0.2331864892372256
Food provision,Food growth & collection,LCA,AM_C,182795,0.39,0.02800291197714466
Food provision,Food processing,LCA,AM_C,182795,0,0.0075264607911538
Nonfood provision,Materials,LCA,AM_C,182795,0.07,0.00213812015089859
Nonfood provision,Energy,LCA,AM_C,182795,0.04,0.00357970278070098
Technosphere modification,Infrastructure,LCA,AM_C,182795,0.08,8.7293979612688e-4
Technosphere modification,Buildings,LCA,AM_C,182795,0.24,0.01389689663559339
Technosphere modification,Artifacts,LCA,AM_C,182795,0.26,0.01530619552720995
Maintenance of surroundings,Inhabited environment,LCA,AM_C,182795,1.37,0.2096449725745468
Somatic maintenance,Sleep & bedrest,LCA,AM_C,182795,8.21,3.8838580704242074
Maintenance of surroundings,Waste management,LCA,AM_C,182795,0.01,6.6233651534067e-4
Somatic maintenance,Physical child care,LCA,AM_C,182795,0.7,0.07097774021208839
Somatic maintenance,Health care,LCA,AM_C,182795,0.46,0.04430955846340624
Somatic maintenance,Hygiene & grooming,LCA,AM_C,182795,0.93,3.020862874010396
Deliberate neural restructuring,Schooling & research,LCA,AM_C,182795,1.26,0.3106181049857639
Deliberate neural restructuring,Religious practice,LCA,AM_C,182795,0.23,0.15333792271703037
Organization,Human transportation,LCA,AM_C,182795,0.74,0.5992044710820813
Organization,Material transportation,LCA,AM_C,182795,0.14,0.03976669333671975
Organization,Allocation,LCA,AM_C,182795,1.42,0.11843188508499296
Experience oriented,Social,LCA,AM_C,182795,0.99,0.960857006047428
Experience oriented,Active recreation,LCA,AM_C,182795,0.45,0.10059498493789468
Experience oriented,Meals,LCA,AM_C,182795,1.27,3.2601218279034234
Experience oriented,Passive,LCA,AM_C,182795,2.1,1.1260053429305728
Experience oriented,Interactive,LCA,AM_C,182795,1.27,0.5711048054888423
Food provision,Food preparation,LKA,AS_S,21323734,1.18,0.18583068448706477
Food provision,Food growth & collection,LKA,AS_S,21323734,0.61,0.02663386747321382
Food provision,Food processing,LKA,AS_S,21323734,0.16,0.00650320716692161
Nonfood provision,Materials,LKA,AS_S,21323734,0.04,8.1876305602931e-4
Nonfood provision,Energy,LKA,AS_S,21323734,0.03,0.00218744068567782
Technosphere modification,Infrastructure,LKA,AS_S,21323734,0.02,2.808187438596216e-5
Technosphere modification,Buildings,LKA,AS_S,21323734,0.17,0.01190355380082631
Technosphere modification,Artifacts,LKA,AS_S,21323734,0.35,0.01307724307927247
Maintenance of surroundings,Inhabited environment,LKA,AS_S,21323734,0.74,0.18098414138998936
Somatic maintenance,Sleep & bedrest,LKA,AS_S,21323734,9.49,0.9778074442429884
Maintenance of surroundings,Waste management,LKA,AS_S,21323734,0,3.6134514186027696e-5
Somatic maintenance,Physical child care,LKA,AS_S,21323734,0.28,0.062656913008056
Somatic maintenance,Health care,LKA,AS_S,21323734,0.08,0.04338600198237352
Somatic maintenance,Hygiene & grooming,LKA,AS_S,21323734,1.21,0.10439933092350089
Deliberate neural restructuring,Schooling & research,LKA,AS_S,21323734,1.35,0.28165959418498326
Deliberate neural restructuring,Religious practice,LKA,AS_S,21323734,0.27,0.152745068979181
Organization,Human transportation,LKA,AS_S,21323734,0.75,0.12073300057906922
Organization,Material transportation,LKA,AS_S,21323734,0.25,0.03735458139425292
Organization,Allocation,LKA,AS_S,21323734,0.69,0.10022169669850646
Experience oriented,Social,LKA,AS_S,21323734,1.8,0.590475743324858
Experience oriented,Active recreation,LKA,AS_S,21323734,0.23,0.09868911703823374
Experience oriented,Meals,LKA,AS_S,21323734,1.62,0.3453722402778969
Experience oriented,Passive,LKA,AS_S,21323734,2.05,0.8945959780259312
Experience oriented,Interactive,LKA,AS_S,21323734,0.64,0.34590025302703326
Food provision,Food preparation,LSO,AF_S,2125267,0.83,0.1902724956087589
Food provision,Food growth & collection,LSO,AF_S,2125267,0.46,0.0373931579478546
Food provision,Food processing,LSO,AF_S,2125267,0.01,0.0061644816779767
Nonfood provision,Materials,LSO,AF_S,2125267,0.12,0.00182146270876627
Nonfood provision,Energy,LSO,AF_S,2125267,0.12,0.00236756116425866
Technosphere modification,Infrastructure,LSO,AF_S,2125267,0.04,4.4365012133955e-4
Technosphere modification,Buildings,LSO,AF_S,2125267,0.14,0.01259894139686543
Technosphere modification,Artifacts,LSO,AF_S,2125267,0.46,0.02632802371591611
Maintenance of surroundings,Inhabited environment,LSO,AF_S,2125267,0.9,0.18445447317308025
Somatic maintenance,Sleep & bedrest,LSO,AF_S,2125267,9.73,1.4017380311392893
Maintenance of surroundings,Waste management,LSO,AF_S,2125267,0.01,4.347861699483411e-5
Somatic maintenance,Physical child care,LSO,AF_S,2125267,0.2,0.06282784998826546
Somatic maintenance,Health care,LSO,AF_S,2125267,0.08,0.04340965541355113
Somatic maintenance,Hygiene & grooming,LSO,AF_S,2125267,1.11,0.10890567434794544
Deliberate neural restructuring,Schooling & research,LSO,AF_S,2125267,1.04,0.28411188026567236
Deliberate neural restructuring,Religious practice,LSO,AF_S,2125267,0.28,0.15310620034663583
Organization,Human transportation,LSO,AF_S,2125267,1.04,0.12255548654025164
Organization,Material transportation,LSO,AF_S,2125267,0.1,0.03797791970678173
Organization,Allocation,LSO,AF_S,2125267,0.58,0.1057445004495853
Experience oriented,Social,LSO,AF_S,2125267,1.23,0.5907416554227737
Experience oriented,Active recreation,LSO,AF_S,2125267,0.35,0.09903347479667916
Experience oriented,Meals,LSO,AF_S,2125267,1.29,0.3518632422381939
Experience oriented,Passive,LSO,AF_S,2125267,3.02,0.9213604643165244
Experience oriented,Interactive,LSO,AF_S,2125267,0.88,0.34723128249643137
Food provision,Food preparation,LTU,EU_N,3212867,0.99,0.00180789191742927
Food provision,Food growth & collection,LTU,EU_N,3212867,0.44,0.00478156743112704
Food provision,Food processing,LTU,EU_N,3212867,0.13,0.00117448388451285
Nonfood provision,Materials,LTU,EU_N,3212867,0.05,1.7032246162855e-4
Nonfood provision,Energy,LTU,EU_N,3212867,0.06,3.0001550506443e-4
Technosphere modification,Infrastructure,LTU,EU_N,3212867,0.09,8.5233407509321e-4
Technosphere modification,Buildings,LTU,EU_N,3212867,0.42,0.01085360787033679
Technosphere modification,Artifacts,LTU,EU_N,3212867,0.51,0.0165195486865761
Maintenance of surroundings,Inhabited environment,LTU,EU_N,3212867,1.22,0.00196677171037682
Somatic maintenance,Sleep & bedrest,LTU,EU_N,3212867,8.84,0.1331980880663864
Maintenance of surroundings,Waste management,LTU,EU_N,3212867,0.02,2.352769452225644e-5
Somatic maintenance,Physical child care,LTU,EU_N,3212867,0.21,4.671343602096e-4
Somatic maintenance,Health care,LTU,EU_N,3212867,0.26,0.00395122899599344
Somatic maintenance,Hygiene & grooming,LTU,EU_N,3212867,0.94,0.00151222606723163
Deliberate neural restructuring,Schooling & research,LTU,EU_N,3212867,0.89,0.01104884400956411
Deliberate neural restructuring,Religious practice,LTU,EU_N,3212867,0.12,5.870650363611567e-5
Organization,Human transportation,LTU,EU_N,3212867,0.87,0.00220696866955014
Organization,Material transportation,LTU,EU_N,3212867,0.49,0.00610185444810664
Organization,Allocation,LTU,EU_N,3212867,1.22,0.078892987563832645
Experience oriented,Social,LTU,EU_N,3212867,0.51,0.001375384585202
Experience oriented,Active recreation,LTU,EU_N,3212867,0.5,3.538463986491e-4
Experience oriented,Meals,LTU,EU_N,3212867,1.57,0.004785211648851
Experience oriented,Passive,LTU,EU_N,3212867,3.09,0.01062908896301755
Experience oriented,Interactive,LTU,EU_N,3212867,0.58,8.2548872442906e-4
Food provision,Food preparation,LUX,EU_W,507890,0.72,6.5634848209582e-4
Food provision,Food growth & collection,LUX,EU_W,507890,0.08,6.870301979368619e-5
Food provision,Food processing,LUX,EU_W,507890,0.02,2.1687089949913875e-5
Nonfood provision,Materials,LUX,EU_W,507890,0.01,1.0867165164217753e-6
Nonfood provision,Energy,LUX,EU_W,507890,0.01,3.183098698899244e-6
Technosphere modification,Infrastructure,LUX,EU_W,507890,0.06,1.6391180247907e-4
Technosphere modification,Buildings,LUX,EU_W,507890,0.24,0.00120603128714654
Technosphere modification,Artifacts,LUX,EU_W,507890,0.22,9.4123051014814e-4
Maintenance of surroundings,Inhabited environment,LUX,EU_W,507890,0.88,7.5338579512924e-4
Somatic maintenance,Sleep & bedrest,LUX,EU_W,507890,8.98,0.1416074065650687
Maintenance of surroundings,Waste management,LUX,EU_W,507890,0,0
Somatic maintenance,Physical child care,LUX,EU_W,507890,0.22,1.5269412142573e-4
Somatic maintenance,Health care,LUX,EU_W,507890,0.2,6.489509323162e-4
Somatic maintenance,Hygiene & grooming,LUX,EU_W,507890,0.96,0.00163592285592218
Deliberate neural restructuring,Schooling & research,LUX,EU_W,507890,0.99,0.00220076182637131
Deliberate neural restructuring,Religious practice,LUX,EU_W,507890,0.1,4.396791085364403e-5
Organization,Human transportation,LUX,EU_W,507890,1.09,0.00335922326534412
Organization,Material transportation,LUX,EU_W,507890,0.46,0.00325138734176442
Organization,Allocation,LUX,EU_W,507890,1.75,0.03719292154369916
Experience oriented,Social,LUX,EU_W,507890,0.6,8.9506893525662e-4
Experience oriented,Active recreation,LUX,EU_W,507890,0.81,5.3779267907162e-4
Experience oriented,Meals,LUX,EU_W,507890,1.9,0.0068369017265319
Experience oriented,Passive,LUX,EU_W,507890,2.61,0.0085337908006025
Experience oriented,Interactive,LUX,EU_W,507890,1.09,0.00104402512994926
Food provision,Food preparation,LVA,EU_N,2171248,0.9,0.00121124161380674
Food provision,Food growth & collection,LVA,EU_N,2171248,0.34,0.00235624487648754
Food provision,Food processing,LVA,EU_N,2171248,0.14,6.1772255306589e-4
Nonfood provision,Materials,LVA,EU_N,2171248,0.07,1.5440365419227e-4
Nonfood provision,Energy,LVA,EU_N,2171248,0.06,1.4172193204508e-4
Technosphere modification,Infrastructure,LVA,EU_N,2171248,0.1,3.6258439374375e-4
Technosphere modification,Buildings,LVA,EU_N,2171248,0.42,0.00508740941143403
Technosphere modification,Artifacts,LVA,EU_N,2171248,0.52,0.00772691485692539
Maintenance of surroundings,Inhabited environment,LVA,EU_N,2171248,1.06,0.00144264620404465
Somatic maintenance,Sleep & bedrest,LVA,EU_N,2171248,8.87,0.1392043064475887
Maintenance of surroundings,Waste management,LVA,EU_N,2171248,0.02,2.0225552518681483e-5
Somatic maintenance,Physical child care,LVA,EU_N,2171248,0.19,3.4718613943856e-4
Somatic maintenance,Health care,LVA,EU_N,2171248,0.21,0.00110390935797262
Somatic maintenance,Hygiene & grooming,LVA,EU_N,2171248,0.75,9.5290785027481e-4
Deliberate neural restructuring,Schooling & research,LVA,EU_N,2171248,0.78,0.00380494729236943
Deliberate neural restructuring,Religious practice,LVA,EU_N,2171248,0.09,4.245335494159412e-5
Organization,Human transportation,LVA,EU_N,2171248,1.07,0.00337128136615106
Organization,Material transportation,LVA,EU_N,2171248,0.58,0.00565505068587195
Organization,Allocation,LVA,EU_N,2171248,1.36,0.03885390056618538
Experience oriented,Social,LVA,EU_N,2171248,0.54,0.00142285722842979
Experience oriented,Active recreation,LVA,EU_N,2171248,0.63,4.0389238030238e-4
Experience oriented,Meals,LVA,EU_N,2171248,1.59,0.0050266969492851
Experience oriented,Passive,LVA,EU_N,2171248,3.09,0.00960590159034083
Experience oriented,Interactive,LVA,EU_N,2171248,0.62,7.6106557889943e-4
Food provision,Food preparation,MAC,AS_E,640446,0.96,0.04282652319046826
Food provision,Food growth & collection,MAC,AS_E,640446,1.29,0.3422488549038177
Food provision,Food processing,MAC,AS_E,640446,0.05,0.00100021153945013
Nonfood provision,Materials,MAC,AS_E,640446,0.1,0.00330805487846019
Nonfood provision,Energy,MAC,AS_E,640446,0.05,0.00315997701587988
Technosphere modification,Infrastructure,MAC,AS_E,640446,0.06,6.9493872047726e-4
Technosphere modification,Buildings,MAC,AS_E,640446,0.17,0.00376704250586593
Technosphere modification,Artifacts,MAC,AS_E,640446,0.61,0.04730225728748313
Maintenance of surroundings,Inhabited environment,MAC,AS_E,640446,0.62,0.03022110729059372
Somatic maintenance,Sleep & bedrest,MAC,AS_E,640446,9.15,0.2899896231495396
Maintenance of surroundings,Waste management,MAC,AS_E,640446,0.01,8.630895834648499e-5
Somatic maintenance,Physical child care,MAC,AS_E,640446,0.27,0.0344330449843548
Somatic maintenance,Health care,MAC,AS_E,640446,0.17,0.02370533781320817
Somatic maintenance,Hygiene & grooming,MAC,AS_E,640446,0.96,0.04319050376247926
Deliberate neural restructuring,Schooling & research,MAC,AS_E,640446,0.78,0.09757920323506848
Deliberate neural restructuring,Religious practice,MAC,AS_E,640446,0.09,0.00553112318164673
Organization,Human transportation,MAC,AS_E,640446,0.98,0.11303149078273146
Organization,Material transportation,MAC,AS_E,640446,0.37,0.01354360241379838
Organization,Allocation,MAC,AS_E,640446,0.99,0.13820028442211574
Experience oriented,Social,MAC,AS_E,640446,0.6,0.08013567504143579
Experience oriented,Active recreation,MAC,AS_E,640446,0.55,0.01764622331482869
Experience oriented,Meals,MAC,AS_E,640446,1.61,0.0376575003314148
Experience oriented,Passive,MAC,AS_E,640446,2.71,0.4744667253564509
Experience oriented,Interactive,MAC,AS_E,640446,0.84,0.03511470421235521
Food provision,Food preparation,MAR,AF_N,33241898,1.13,0.00267105060208141
Food provision,Food growth & collection,MAR,AF_N,33241898,0.6,0.00203241195398882
Food provision,Food processing,MAR,AF_N,33241898,0,8.990953046436885e-8
Nonfood provision,Materials,MAR,AF_N,33241898,0.15,3.3633495922842e-4
Nonfood provision,Energy,MAR,AF_N,33241898,0.05,6.711535532537546e-5
Technosphere modification,Infrastructure,MAR,AF_N,33241898,0.07,7.3757791135236e-4
Technosphere modification,Buildings,MAR,AF_N,33241898,0.18,7.9588385946743e-4
Technosphere modification,Artifacts,MAR,AF_N,33241898,0.3,3.2383166417441e-4
Maintenance of surroundings,Inhabited environment,MAR,AF_N,33241898,0.66,4.9110508038768e-4
Somatic maintenance,Sleep & bedrest,MAR,AF_N,33241898,8.89,0.126418176574962
Maintenance of surroundings,Waste management,MAR,AF_N,33241898,0.01,2.786646721148157e-5
Somatic maintenance,Physical child care,MAR,AF_N,33241898,0.22,9.893623391323554e-5
Somatic maintenance,Health care,MAR,AF_N,33241898,0.08,3.201385612228174e-5
Somatic maintenance,Hygiene & grooming,MAR,AF_N,33241898,0.84,0.00107634890752747
Deliberate neural restructuring,Schooling & research,MAR,AF_N,33241898,0.73,0.00166468770761597
Deliberate neural restructuring,Religious practice,MAR,AF_N,33241898,0.77,0.00115557773431747
Organization,Human transportation,MAR,AF_N,33241898,0.68,0.01679920118889684
Organization,Material transportation,MAR,AF_N,33241898,0.15,3.5198157370862e-4
Organization,Allocation,MAR,AF_N,33241898,0.8,0.00115168284648766
Experience oriented,Social,MAR,AF_N,33241898,1.43,0.02605131152225623
Experience oriented,Active recreation,MAR,AF_N,33241898,0.8,0.00150313344511951
Experience oriented,Meals,MAR,AF_N,33241898,1.41,0.0029227853276974
Experience oriented,Passive,MAR,AF_N,33241898,2.96,0.08138536646219736
Experience oriented,Interactive,MAR,AF_N,33241898,1.1,0.02671949295965101
Food provision,Food preparation,MDA,EU_E,4043258,0.98,0.00924055490960403
Food provision,Food growth & collection,MDA,EU_E,4043258,1.42,0.1531290693350908
Food provision,Food processing,MDA,EU_E,4043258,0.05,5.86436226303e-4
Nonfood provision,Materials,MDA,EU_E,4043258,0.22,0.00417189226489044
Nonfood provision,Energy,MDA,EU_E,4043258,0.15,0.00344466452254387
Technosphere modification,Infrastructure,MDA,EU_E,4043258,0.04,2.6289112181291e-4
Technosphere modification,Buildings,MDA,EU_E,4043258,0.18,0.00165953483482134
Technosphere modification,Artifacts,MDA,EU_E,4043258,0.39,0.00878605431514207
Maintenance of surroundings,Inhabited environment,MDA,EU_E,4043258,1,0.02484077648431155
Somatic maintenance,Sleep & bedrest,MDA,EU_E,4043258,8.95,0.0302368907986518
Maintenance of surroundings,Waste management,MDA,EU_E,4043258,0.01,9.498707932415436e-6
Somatic maintenance,Physical child care,MDA,EU_E,4043258,0.41,0.01380891213106723
Somatic maintenance,Health care,MDA,EU_E,4043258,0.11,8.8320440532548e-4
Somatic maintenance,Hygiene & grooming,MDA,EU_E,4043258,1.12,0.04118995790902902
Deliberate neural restructuring,Schooling & research,MDA,EU_E,4043258,0.74,0.02079496677143934
Deliberate neural restructuring,Religious practice,MDA,EU_E,4043258,0.19,0.00403034013644076
Organization,Human transportation,MDA,EU_E,4043258,0.72,0.01025604947425455
Organization,Material transportation,MDA,EU_E,4043258,0.22,0.00339039301844941
Organization,Allocation,MDA,EU_E,4043258,0.73,0.02473272162849322
Experience oriented,Social,MDA,EU_E,4043258,0.77,0.00787248676633065
Experience oriented,Active recreation,MDA,EU_E,4043258,0.5,0.00810086511693224
Experience oriented,Meals,MDA,EU_E,4043258,1.54,0.077178624768449
Experience oriented,Passive,MDA,EU_E,4043258,2.38,0.2671691748751875
Experience oriented,Interactive,MDA,EU_E,4043258,1.19,0.1025834392650616
Food provision,Food preparation,MDG,AF_E,24234080,0.71,0.2284577929294857
Food provision,Food growth & collection,MDG,AF_E,24234080,1.55,0.04205899289334967
Food provision,Food processing,MDG,AF_E,24234080,0.16,0.009304439898746
Nonfood provision,Materials,MDG,AF_E,24234080,0.11,0.00211195093088693
Nonfood provision,Energy,MDG,AF_E,24234080,0.01,0.00218693393706415
Technosphere modification,Infrastructure,MDG,AF_E,24234080,0.01,2.1868286694124e-4
Technosphere modification,Buildings,MDG,AF_E,24234080,0.13,0.01272068138346644
Technosphere modification,Artifacts,MDG,AF_E,24234080,0.2,0.01600831364886607
Maintenance of surroundings,Inhabited environment,MDG,AF_E,24234080,0.84,0.2253674705601423
Somatic maintenance,Sleep & bedrest,MDG,AF_E,24234080,8.93,2.6149926440655356
Maintenance of surroundings,Waste management,MDG,AF_E,24234080,0.01,6.728627667658e-4
Somatic maintenance,Physical child care,MDG,AF_E,24234080,0.29,0.06529818036893598
Somatic maintenance,Health care,MDG,AF_E,24234080,0.35,0.9656210884872868
Somatic maintenance,Hygiene & grooming,MDG,AF_E,24234080,1.07,1.022485040535981
