year,lake,species,grand_total,comments,region,values
1954,Superior,Cisco,12742,NA,Michigan (MI),3393
1954,Superior,Cisco,12742,NA,Wisconsin (WI),5575
1954,Superior,Cisco,12742,NA,Minnesota (MN),2854
1954,Superior,Cisco,12742,NA,U.S. Total,11822
1954,Superior,Cisco,12742,NA,Canada (ONT),920
1955,Superior,Cisco,10842,NA,Michigan (MI),3443
1955,Superior,Cisco,10842,NA,Wisconsin (WI),4359
1955,Superior,Cisco,10842,NA,Minnesota (MN),2332
1955,Superior,Cisco,10842,NA,U.S. Total,10134
1955,Superior,Cisco,10842,NA,Canada (ONT),708
1956,Superior,Cisco,11298,NA,Michigan (MI),3719
1956,Superior,Cisco,11298,NA,Wisconsin (WI),4158
1956,Superior,Cisco,11298,NA,Minnesota (MN),2600
1956,Superior,Cisco,11298,NA,U.S. Total,10477
1956,Superior,Cisco,11298,NA,Canada (ONT),821
1957,Superior,Cisco,13052,NA,Michigan (MI),5017
1957,Superior,Cisco,13052,NA,Wisconsin (WI),3162
1957,Superior,Cisco,13052,NA,Minnesota (MN),3177
1957,Superior,Cisco,13052,NA,U.S. Total,11356
1957,Superior,Cisco,13052,NA,Canada (ONT),1696
1958,Superior,Cisco,11960,NA,Michigan (MI),4850
1958,Superior,Cisco,11960,NA,Wisconsin (WI),2496
1958,Superior,Cisco,11960,NA,Minnesota (MN),2870
1958,Superior,Cisco,11960,NA,U.S. Total,10216
1958,Superior,Cisco,11960,NA,Canada (ONT),1744
1959,Superior,Cisco,14345,NA,Michigan (MI),6242
1959,Superior,Cisco,14345,NA,Wisconsin (WI),2862
1959,Superior,Cisco,14345,NA,Minnesota (MN),2408
1959,Superior,Cisco,14345,NA,U.S. Total,11512
1959,Superior,Cisco,14345,NA,Canada (ONT),2833
1960,Superior,Cisco,13028,NA,Michigan (MI),6693
1960,Superior,Cisco,13028,NA,Wisconsin (WI),2255
1960,Superior,Cisco,13028,NA,Minnesota (MN),1963
1960,Superior,Cisco,13028,NA,U.S. Total,10911
1960,Superior,Cisco,13028,NA,Canada (ONT),2117
1961,Superior,Cisco,13233,NA,Michigan (MI),7306
1961,Superior,Cisco,13233,NA,Wisconsin (WI),2570
1961,Superior,Cisco,13233,NA,Minnesota (MN),1580
1961,Superior,Cisco,13233,NA,U.S. Total,11456
1961,Superior,Cisco,13233,NA,Canada (ONT),1777
1962,Superior,Cisco,12382,NA,Michigan (MI),5897
1962,Superior,Cisco,12382,NA,Wisconsin (WI),2182
1962,Superior,Cisco,12382,NA,Minnesota (MN),1733
1962,Superior,Cisco,12382,NA,U.S. Total,9812
1962,Superior,Cisco,12382,NA,Canada (ONT),2570
1963,Superior,Cisco,10738,MN: Trawling was initiated on an experimental basis.,Michigan (MI),6155
1963,Superior,Cisco,10738,MN: Trawling was initiated on an experimental basis.,Wisconsin (WI),941
1963,Superior,Cisco,10738,MN: Trawling was initiated on an experimental basis.,Minnesota (MN),1323
1963,Superior,Cisco,10738,MN: Trawling was initiated on an experimental basis.,U.S. Total,8419
1963,Superior,Cisco,10738,MN: Trawling was initiated on an experimental basis.,Canada (ONT),2319
1964,Superior,Cisco,8208,NA,Michigan (MI),4664
1964,Superior,Cisco,8208,NA,Wisconsin (WI),540
1964,Superior,Cisco,8208,NA,Minnesota (MN),983
1964,Superior,Cisco,8208,NA,U.S. Total,6187
1964,Superior,Cisco,8208,NA,Canada (ONT),2021
1965,Superior,Cisco,6285,NA,Michigan (MI),3629
1965,Superior,Cisco,6285,NA,Wisconsin (WI),430
1965,Superior,Cisco,6285,NA,Minnesota (MN),673
1965,Superior,Cisco,6285,NA,U.S. Total,4732
1965,Superior,Cisco,6285,NA,Canada (ONT),1553
1966,Superior,Cisco,9002,NA,Michigan (MI),6662
1966,Superior,Cisco,9002,NA,Wisconsin (WI),608
1966,Superior,Cisco,9002,NA,Minnesota (MN),597
1966,Superior,Cisco,9002,NA,U.S. Total,7867
1966,Superior,Cisco,9002,NA,Canada (ONT),1135
1967,Superior,Cisco,5642,"CAN: Drastic decline of Walleye, particularly in Black Bay, resulted in increased fishing for lake herring.",Michigan (MI),2710
1967,Superior,Cisco,5642,"CAN: Drastic decline of Walleye, particularly in Black Bay, resulted in increased fishing for lake herring.",Wisconsin (WI),494
1967,Superior,Cisco,5642,"CAN: Drastic decline of Walleye, particularly in Black Bay, resulted in increased fishing for lake herring.",Minnesota (MN),584
1967,Superior,Cisco,5642,"CAN: Drastic decline of Walleye, particularly in Black Bay, resulted in increased fishing for lake herring.",U.S. Total,3788
1967,Superior,Cisco,5642,"CAN: Drastic decline of Walleye, particularly in Black Bay, resulted in increased fishing for lake herring.",Canada (ONT),1854
1968,Superior,Cisco,6238,NA,Michigan (MI),2320
1968,Superior,Cisco,6238,NA,Wisconsin (WI),618
1968,Superior,Cisco,6238,NA,Minnesota (MN),651
1968,Superior,Cisco,6238,NA,U.S. Total,3589
1968,Superior,Cisco,6238,NA,Canada (ONT),2649
1969,Superior,Cisco,4647,NA,Michigan (MI),1554
1969,Superior,Cisco,4647,NA,Wisconsin (WI),329
1969,Superior,Cisco,4647,NA,Minnesota (MN),368
1969,Superior,Cisco,4647,NA,U.S. Total,2251
1969,Superior,Cisco,4647,NA,Canada (ONT),2396
1970,Superior,Cisco,4253,"MI: Small mesh gill nets could be fished inside the 50 fathom contour December through October if floated, and outside 50 fathoms throughout the year.",Michigan (MI),992
1970,Superior,Cisco,4253,"MI: Small mesh gill nets could be fished inside the 50 fathom contour December through October if floated, and outside 50 fathoms throughout the year.",Wisconsin (WI),174
1970,Superior,Cisco,4253,"MI: Small mesh gill nets could be fished inside the 50 fathom contour December through October if floated, and outside 50 fathoms throughout the year.",Minnesota (MN),185
1970,Superior,Cisco,4253,"MI: Small mesh gill nets could be fished inside the 50 fathom contour December through October if floated, and outside 50 fathoms throughout the year.",U.S. Total,1351
1970,Superior,Cisco,4253,"MI: Small mesh gill nets could be fished inside the 50 fathom contour December through October if floated, and outside 50 fathoms throughout the year.",Canada (ONT),2902
1971,Superior,Cisco,3758,NA,Michigan (MI),728
1971,Superior,Cisco,3758,NA,Wisconsin (WI),282
1971,Superior,Cisco,3758,NA,Minnesota (MN),171
1971,Superior,Cisco,3758,NA,U.S. Total,1181
1971,Superior,Cisco,3758,NA,Canada (ONT),2577
1972,Superior,Cisco,3444,NA,Michigan (MI),513
1972,Superior,Cisco,3444,NA,Wisconsin (WI),194
1972,Superior,Cisco,3444,NA,Minnesota (MN),172
1972,Superior,Cisco,3444,NA,U.S. Total,879
1972,Superior,Cisco,3444,NA,Canada (ONT),2565
1973,Superior,Cisco,3126,MN: Fishing was prohibited during the herring spawning season.  This restriction was later refined to prohibit Herringing fishing during the month of November only.,Michigan (MI),498
1973,Superior,Cisco,3126,MN: Fishing was prohibited during the herring spawning season.  This restriction was later refined to prohibit Herringing fishing during the month of November only.,Wisconsin (WI),205
1973,Superior,Cisco,3126,MN: Fishing was prohibited during the herring spawning season.  This restriction was later refined to prohibit Herringing fishing during the month of November only.,Minnesota (MN),188
1973,Superior,Cisco,3126,MN: Fishing was prohibited during the herring spawning season.  This restriction was later refined to prohibit Herringing fishing during the month of November only.,U.S. Total,891
1973,Superior,Cisco,3126,MN: Fishing was prohibited during the herring spawning season.  This restriction was later refined to prohibit Herringing fishing during the month of November only.,Canada (ONT),2235
1974,Superior,Cisco,2612,MI: Small mesh gill nets restricted to waters over 60 fathoms in depth.,Michigan (MI),264
1974,Superior,Cisco,2612,MI: Small mesh gill nets restricted to waters over 60 fathoms in depth.,Wisconsin (WI),155
1974,Superior,Cisco,2612,MI: Small mesh gill nets restricted to waters over 60 fathoms in depth.,Minnesota (MN),157
1974,Superior,Cisco,2612,MI: Small mesh gill nets restricted to waters over 60 fathoms in depth.,U.S. Total,576
1974,Superior,Cisco,2612,MI: Small mesh gill nets restricted to waters over 60 fathoms in depth.,Canada (ONT),2036
1975,Superior,Cisco,2671,MI+J305: Quotas imposed.,Michigan (MI),192
1975,Superior,Cisco,2671,MI+J305: Quotas imposed.,Wisconsin (WI),111
1975,Superior,Cisco,2671,MI+J305: Quotas imposed.,Minnesota (MN),206
1975,Superior,Cisco,2671,MI+J305: Quotas imposed.,U.S. Total,509
1975,Superior,Cisco,2671,MI+J305: Quotas imposed.,Canada (ONT),2162
1976,Superior,Cisco,1767,NA,Michigan (MI),108
1976,Superior,Cisco,1767,NA,Wisconsin (WI),159
1976,Superior,Cisco,1767,NA,Minnesota (MN),180
1976,Superior,Cisco,1767,NA,U.S. Total,447
1976,Superior,Cisco,1767,NA,Canada (ONT),1320
1977,Superior,Cisco,2084,NA,Michigan (MI),145
1977,Superior,Cisco,2084,NA,Wisconsin (WI),74
1977,Superior,Cisco,2084,NA,Minnesota (MN),103
1977,Superior,Cisco,2084,NA,U.S. Total,322
1977,Superior,Cisco,2084,NA,Canada (ONT),1762
1978,Superior,Cisco,2227,NA,Michigan (MI),125
1978,Superior,Cisco,2227,NA,Wisconsin (WI),53
1978,Superior,Cisco,2227,NA,Minnesota (MN),152
1978,Superior,Cisco,2227,NA,U.S. Total,330
1978,Superior,Cisco,2227,NA,Canada (ONT),1897
1979,Superior,Cisco,2647.158202181115,NA,Michigan (MI),100
1979,Superior,Cisco,2647.158202181115,NA,Wisconsin (WI),88
1979,Superior,Cisco,2647.158202181115,NA,Minnesota (MN),190
1979,Superior,Cisco,2647.158202181115,NA,U.S. Total,378
1979,Superior,Cisco,2647.158202181115,NA,Canada (ONT),2269.158202181115
1980,Superior,Cisco,3534.1805141410873,NA,Michigan (MI),88.6
1980,Superior,Cisco,3534.1805141410873,NA,Wisconsin (WI),175.7
1980,Superior,Cisco,3534.1805141410873,NA,Minnesota (MN),192.286
1980,Superior,Cisco,3534.1805141410873,NA,U.S. Total,456.58599999999996
1980,Superior,Cisco,3534.1805141410873,NA,Canada (ONT),3077.5945141410875
1981,Superior,Cisco,3665.607136023396,NA,Michigan (MI),46.4
1981,Superior,Cisco,3665.607136023396,NA,Wisconsin (WI),67.9
1981,Superior,Cisco,3665.607136023396,NA,Minnesota (MN),156.587
1981,Superior,Cisco,3665.607136023396,NA,U.S. Total,270.887
1981,Superior,Cisco,3665.607136023396,NA,Canada (ONT),3394.7201360233958
1982,Superior,Cisco,2642.0133378192177,NA,Michigan (MI),23.4
1982,Superior,Cisco,2642.0133378192177,NA,Wisconsin (WI),111.3
1982,Superior,Cisco,2642.0133378192177,NA,Minnesota (MN),186.074
1982,Superior,Cisco,2642.0133378192177,NA,U.S. Total,320.774
1982,Superior,Cisco,2642.0133378192177,NA,Canada (ONT),2321.239337819218
1983,Superior,Cisco,1613.3770805124723,NA,Michigan (MI),37
1983,Superior,Cisco,1613.3770805124723,NA,Wisconsin (WI),73
1983,Superior,Cisco,1613.3770805124723,NA,Minnesota (MN),176.615
1983,Superior,Cisco,1613.3770805124723,NA,U.S. Total,286.615
1983,Superior,Cisco,1613.3770805124723,NA,Canada (ONT),1326.7620805124723
1984,Superior,Cisco,2475.522624973292,NA,Michigan (MI),44.7
1984,Superior,Cisco,2475.522624973292,NA,Wisconsin (WI),153.6
1984,Superior,Cisco,2475.522624973292,NA,Minnesota (MN),91.473
1984,Superior,Cisco,2475.522624973292,NA,U.S. Total,289.773
1984,Superior,Cisco,2475.522624973292,NA,Canada (ONT),2185.7496249732917
1985,Superior,Cisco,1876.5645893987094,NA,Michigan (MI),42.8
1985,Superior,Cisco,1876.5645893987094,NA,Wisconsin (WI),75.7
1985,Superior,Cisco,1876.5645893987094,NA,Minnesota (MN),55.921
1985,Superior,Cisco,1876.5645893987094,NA,U.S. Total,174.421
1985,Superior,Cisco,1876.5645893987094,NA,Canada (ONT),1702.1435893987093
1986,Superior,Cisco,2291.495742800131,NA,Michigan (MI),34.6
1986,Superior,Cisco,2291.495742800131,NA,Wisconsin (WI),195.4
1986,Superior,Cisco,2291.495742800131,NA,Minnesota (MN),65.525
1986,Superior,Cisco,2291.495742800131,NA,U.S. Total,295.525
1986,Superior,Cisco,2291.495742800131,NA,Canada (ONT),1995.9707428001311
1987,Superior,Cisco,2142.806419290403,NA,Michigan (MI),49.3
1987,Superior,Cisco,2142.806419290403,NA,Wisconsin (WI),358.3
1987,Superior,Cisco,2142.806419290403,NA,Minnesota (MN),100.152
1987,Superior,Cisco,2142.806419290403,NA,U.S. Total,507.752
1987,Superior,Cisco,2142.806419290403,NA,Canada (ONT),1635.0544192904028
1988,Superior,Cisco,1324.8767372232794,NA,Michigan (MI),43.2
1988,Superior,Cisco,1324.8767372232794,NA,Wisconsin (WI),227.5
1988,Superior,Cisco,1324.8767372232794,NA,Minnesota (MN),144.793
1988,Superior,Cisco,1324.8767372232794,NA,U.S. Total,415.493
1988,Superior,Cisco,1324.8767372232794,NA,Canada (ONT),909.3837372232795
1989,Superior,Cisco,1025.1639613241432,NA,Michigan (MI),66.4
1989,Superior,Cisco,1025.1639613241432,NA,Wisconsin (WI),324.9
1989,Superior,Cisco,1025.1639613241432,NA,Minnesota (MN),241.78
1989,Superior,Cisco,1025.1639613241432,NA,U.S. Total,633.0799999999999
1989,Superior,Cisco,1025.1639613241432,NA,Canada (ONT),392.0839613241432
1990,Superior,Cisco,1279.5049074254498,NA,Michigan (MI),65.1
1990,Superior,Cisco,1279.5049074254498,NA,Wisconsin (WI),574.1
1990,Superior,Cisco,1279.5049074254498,NA,Minnesota (MN),255.103
1990,Superior,Cisco,1279.5049074254498,NA,U.S. Total,894.3030000000001
1990,Superior,Cisco,1279.5049074254498,NA,Canada (ONT),385.2019074254497
1991,Superior,Cisco,1299.9234801408609,NA,Michigan (MI),125.6
1991,Superior,Cisco,1299.9234801408609,NA,Wisconsin (WI),444.7
1991,Superior,Cisco,1299.9234801408609,NA,Minnesota (MN),254.932
1991,Superior,Cisco,1299.9234801408609,NA,U.S. Total,825.232
1991,Superior,Cisco,1299.9234801408609,NA,Canada (ONT),474.69148014086096
1992,Superior,Cisco,1866.5968326940006,NA,Michigan (MI),118.1
1992,Superior,Cisco,1866.5968326940006,NA,Wisconsin (WI),575.2
1992,Superior,Cisco,1866.5968326940006,NA,Minnesota (MN),358.23
1992,Superior,Cisco,1866.5968326940006,NA,U.S. Total,1051.5300000000002
1992,Superior,Cisco,1866.5968326940006,NA,Canada (ONT),815.0668326940005
1993,Superior,Cisco,1564.047118094,NA,Michigan (MI),148.7
1993,Superior,Cisco,1564.047118094,NA,Wisconsin (WI),348.8
1993,Superior,Cisco,1564.047118094,NA,Minnesota (MN),398.86
1993,Superior,Cisco,1564.047118094,NA,U.S. Total,896.36
1993,Superior,Cisco,1564.047118094,NA,Canada (ONT),667.6871180940001
1994,Superior,Cisco,1579.6020225919997,NA,Michigan (MI),108
1994,Superior,Cisco,1579.6020225919997,NA,Wisconsin (WI),277.7
1994,Superior,Cisco,1579.6020225919997,NA,Minnesota (MN),415.353
1994,Superior,Cisco,1579.6020225919997,NA,U.S. Total,801.053
1994,Superior,Cisco,1579.6020225919997,NA,Canada (ONT),778.5490225919997
1995,Superior,Cisco,1480.1667492439992,NA,Michigan (MI),110.2
1995,Superior,Cisco,1480.1667492439992,NA,Wisconsin (WI),189.2
1995,Superior,Cisco,1480.1667492439992,NA,Minnesota (MN),414.313
1995,Superior,Cisco,1480.1667492439992,NA,U.S. Total,713.713
1995,Superior,Cisco,1480.1667492439992,NA,Canada (ONT),766.4537492439991
1996,Superior,Cisco,1338.5440625179995,NA,Michigan (MI),82
1996,Superior,Cisco,1338.5440625179995,NA,Wisconsin (WI),78.8
1996,Superior,Cisco,1338.5440625179995,NA,Minnesota (MN),393.512
1996,Superior,Cisco,1338.5440625179995,NA,U.S. Total,554.312
1996,Superior,Cisco,1338.5440625179995,NA,Canada (ONT),784.2320625179993
1997,Superior,Cisco,1555.068867554,NA,Michigan (MI),66.8
1997,Superior,Cisco,1555.068867554,NA,Wisconsin (WI),222.8
1997,Superior,Cisco,1555.068867554,NA,Minnesota (MN),399.114
1997,Superior,Cisco,1555.068867554,NA,U.S. Total,688.7139999999999
1997,Superior,Cisco,1555.068867554,NA,Canada (ONT),866.3548675540002
1998,Superior,Cisco,1471.9701757599996,NA,Michigan (MI),46.8
1998,Superior,Cisco,1471.9701757599996,NA,Wisconsin (WI),116.5
1998,Superior,Cisco,1471.9701757599996,NA,Minnesota (MN),424.503
1998,Superior,Cisco,1471.9701757599996,NA,U.S. Total,587.803
1998,Superior,Cisco,1471.9701757599996,NA,Canada (ONT),884.1671757599996
1999,Superior,Cisco,1404.5036024239998,NA,Michigan (MI),43.7
1999,Superior,Cisco,1404.5036024239998,NA,Wisconsin (WI),200
1999,Superior,Cisco,1404.5036024239998,NA,Minnesota (MN),358.121
1999,Superior,Cisco,1404.5036024239998,NA,U.S. Total,601.8209999999999
1999,Superior,Cisco,1404.5036024239998,NA,Canada (ONT),802.682602424
2000,Superior,Cisco,1430.522925348,NA,Michigan (MI),46.4
2000,Superior,Cisco,1430.522925348,NA,Wisconsin (WI),175.4
2000,Superior,Cisco,1430.522925348,NA,Minnesota (MN),450.106
2000,Superior,Cisco,1430.522925348,NA,U.S. Total,671.906
2000,Superior,Cisco,1430.522925348,NA,Canada (ONT),758.616925348
2001,Superior,Cisco,1433.879305074,NA,Michigan (MI),63.3
2001,Superior,Cisco,1433.879305074,NA,Wisconsin (WI),295
2001,Superior,Cisco,1433.879305074,NA,Minnesota (MN),353.579
2001,Superior,Cisco,1433.879305074,NA,U.S. Total,711.879
2001,Superior,Cisco,1433.879305074,NA,Canada (ONT),722.000305074
2002,Superior,Cisco,1444.3400000000001,NA,Michigan (MI),54
2002,Superior,Cisco,1444.3400000000001,NA,Wisconsin (WI),250.8
2002,Superior,Cisco,1444.3400000000001,NA,Minnesota (MN),412.54
2002,Superior,Cisco,1444.3400000000001,NA,U.S. Total,717.34
2002,Superior,Cisco,1444.3400000000001,NA,Canada (ONT),727
2003,Superior,Cisco,1238.06,NA,Michigan (MI),26.2
2003,Superior,Cisco,1238.06,NA,Wisconsin (WI),226.8
2003,Superior,Cisco,1238.06,NA,Minnesota (MN),321.06
2003,Superior,Cisco,1238.06,NA,U.S. Total,574.06
2003,Superior,Cisco,1238.06,NA,Canada (ONT),664
2004,Superior,Cisco,1153.279,NA,Michigan (MI),21.4
2004,Superior,Cisco,1153.279,NA,Wisconsin (WI),203.8
2004,Superior,Cisco,1153.279,NA,Minnesota (MN),302.079
2004,Superior,Cisco,1153.279,NA,U.S. Total,527.279
2004,Superior,Cisco,1153.279,NA,Canada (ONT),626
2005,Superior,Cisco,1043.524,NA,Michigan (MI),9
2005,Superior,Cisco,1043.524,NA,Wisconsin (WI),200.9
2005,Superior,Cisco,1043.524,NA,Minnesota (MN),300.624
2005,Superior,Cisco,1043.524,NA,U.S. Total,510.524
2005,Superior,Cisco,1043.524,NA,Canada (ONT),533
2006,Superior,Cisco,1350.4650000000001,NA,Michigan (MI),9
2006,Superior,Cisco,1350.4650000000001,NA,Wisconsin (WI),431.1
2006,Superior,Cisco,1350.4650000000001,NA,Minnesota (MN),380.365
2006,Superior,Cisco,1350.4650000000001,NA,U.S. Total,820.465
2006,Superior,Cisco,1350.4650000000001,NA,Canada (ONT),530
2007,Superior,Cisco,1131,NA,Michigan (MI),36
2007,Superior,Cisco,1131,NA,Wisconsin (WI),331
2007,Superior,Cisco,1131,NA,Minnesota (MN),304
2007,Superior,Cisco,1131,NA,U.S. Total,672
2007,Superior,Cisco,1131,NA,Canada (ONT),459
2008,Superior,Cisco,1346,NA,Michigan (MI),12
2008,Superior,Cisco,1346,NA,Wisconsin (WI),491
2008,Superior,Cisco,1346,NA,Minnesota (MN),318
2008,Superior,Cisco,1346,NA,U.S. Total,850
2008,Superior,Cisco,1346,NA,Canada (ONT),496
2009,Superior,Cisco,2110,NA,Michigan (MI),25
2009,Superior,Cisco,2110,NA,Wisconsin (WI),1104
2009,Superior,Cisco,2110,NA,Minnesota (MN),409
2009,Superior,Cisco,2110,NA,U.S. Total,1538
2009,Superior,Cisco,2110,NA,Canada (ONT),572
2010,Superior,Cisco,2131,NA,Michigan (MI),30
2010,Superior,Cisco,2131,NA,Wisconsin (WI),1272
2010,Superior,Cisco,2131,NA,Minnesota (MN),276
2010,Superior,Cisco,2131,NA,U.S. Total,1578
2010,Superior,Cisco,2131,NA,Canada (ONT),553
2011,Superior,Cisco,2163,NA,Michigan (MI),25
2011,Superior,Cisco,2163,NA,Wisconsin (WI),1312
2011,Superior,Cisco,2163,NA,Minnesota (MN),355
2011,Superior,Cisco,2163,NA,U.S. Total,1693
2011,Superior,Cisco,2163,NA,Canada (ONT),470
2012,Superior,Cisco,2462,NA,Michigan (MI),41
2012,Superior,Cisco,2462,NA,Wisconsin (WI),1592
2012,Superior,Cisco,2462,NA,Minnesota (MN),395
2012,Superior,Cisco,2462,NA,U.S. Total,2029
2012,Superior,Cisco,2462,NA,Canada (ONT),433
2013,Superior,Cisco,1641,NA,Michigan (MI),11
2013,Superior,Cisco,1641,NA,Wisconsin (WI),987
2013,Superior,Cisco,1641,NA,Minnesota (MN),263
2013,Superior,Cisco,1641,NA,U.S. Total,1261
2013,Superior,Cisco,1641,NA,Canada (ONT),380
2014,Superior,Cisco,1426,NA,Michigan (MI),18
2014,Superior,Cisco,1426,NA,Wisconsin (WI),808
2014,Superior,Cisco,1426,NA,Minnesota (MN),214
2014,Superior,Cisco,1426,NA,U.S. Total,1040
2014,Superior,Cisco,1426,NA,Canada (ONT),386
2015,Superior,Cisco,1796,NA,Michigan (MI),19
2015,Superior,Cisco,1796,NA,Wisconsin (WI),1140
2015,Superior,Cisco,1796,NA,Minnesota (MN),245
2015,Superior,Cisco,1796,NA,U.S. Total,1404
2015,Superior,Cisco,1796,NA,Canada (ONT),392
1879,Superior,Cisco and chubs,NA,NA,Michigan (MI),NA
1879,Superior,Cisco and chubs,NA,NA,Wisconsin (WI),NA
1879,Superior,Cisco and chubs,NA,NA,Minnesota (MN),NA
1879,Superior,Cisco and chubs,NA,NA,U.S. Total,34
1879,Superior,Cisco and chubs,NA,NA,Canada (ONT),NA
1880,Superior,Cisco and chubs,NA,NA,Michigan (MI),NA
1880,Superior,Cisco and chubs,NA,NA,Wisconsin (WI),NA
1880,Superior,Cisco and chubs,NA,NA,Minnesota (MN),NA
1880,Superior,Cisco and chubs,NA,NA,U.S. Total,NA
1880,Superior,Cisco and chubs,NA,NA,Canada (ONT),NA
1881,Superior,Cisco and chubs,NA,NA,Michigan (MI),NA
1881,Superior,Cisco and chubs,NA,NA,Wisconsin (WI),NA
1881,Superior,Cisco and chubs,NA,NA,Minnesota (MN),NA
1881,Superior,Cisco and chubs,NA,NA,U.S. Total,NA
1881,Superior,Cisco and chubs,NA,NA,Canada (ONT),NA
1882,Superior,Cisco and chubs,NA,NA,Michigan (MI),NA
1882,Superior,Cisco and chubs,NA,NA,Wisconsin (WI),NA
1882,Superior,Cisco and chubs,NA,NA,Minnesota (MN),NA
1882,Superior,Cisco and chubs,NA,NA,U.S. Total,NA
1882,Superior,Cisco and chubs,NA,NA,Canada (ONT),NA
1883,Superior,Cisco and chubs,NA,NA,Michigan (MI),NA
1883,Superior,Cisco and chubs,NA,NA,Wisconsin (WI),NA
1883,Superior,Cisco and chubs,NA,NA,Minnesota (MN),NA
1883,Superior,Cisco and chubs,NA,NA,U.S. Total,NA
1883,Superior,Cisco and chubs,NA,NA,Canada (ONT),NA
1884,Superior,Cisco and chubs,NA,NA,Michigan (MI),NA
1884,Superior,Cisco and chubs,NA,NA,Wisconsin (WI),NA
1884,Superior,Cisco and chubs,NA,NA,Minnesota (MN),NA
1884,Superior,Cisco and chubs,NA,NA,U.S. Total,NA
1884,Superior,Cisco and chubs,NA,NA,Canada (ONT),2
1885,Superior,Cisco and chubs,NA,NA,Michigan (MI),220
1885,Superior,Cisco and chubs,NA,NA,Wisconsin (WI),70
1885,Superior,Cisco and chubs,NA,NA,Minnesota (MN),35
1885,Superior,Cisco and chubs,NA,NA,U.S. Total,325
1885,Superior,Cisco and chubs,NA,NA,Canada (ONT),NA
1886,Superior,Cisco and chubs,NA,NA,Michigan (MI),NA
1886,Superior,Cisco and chubs,NA,NA,Wisconsin (WI),NA
1886,Superior,Cisco and chubs,NA,NA,Minnesota (MN),NA
1886,Superior,Cisco and chubs,NA,NA,U.S. Total,NA
1886,Superior,Cisco and chubs,NA,NA,Canada (ONT),NA
1887,Superior,Cisco and chubs,NA,NA,Michigan (MI),NA
1887,Superior,Cisco and chubs,NA,NA,Wisconsin (WI),NA
1887,Superior,Cisco and chubs,NA,NA,Minnesota (MN),NA
1887,Superior,Cisco and chubs,NA,NA,U.S. Total,NA
1887,Superior,Cisco and chubs,NA,NA,Canada (ONT),NA
1888,Superior,Cisco and chubs,NA,NA,Michigan (MI),NA
1888,Superior,Cisco and chubs,NA,NA,Wisconsin (WI),NA
1888,Superior,Cisco and chubs,NA,NA,Minnesota (MN),NA
1888,Superior,Cisco and chubs,NA,NA,U.S. Total,NA
1888,Superior,Cisco and chubs,NA,NA,Canada (ONT),NA
1889,Superior,Cisco and chubs,387,NA,Michigan (MI),87
1889,Superior,Cisco and chubs,387,NA,Wisconsin (WI),228
1889,Superior,Cisco and chubs,387,NA,Minnesota (MN),67
1889,Superior,Cisco and chubs,387,NA,U.S. Total,382
1889,Superior,Cisco and chubs,387,NA,Canada (ONT),5
1890,Superior,Cisco and chubs,203,NA,Michigan (MI),100
1890,Superior,Cisco and chubs,203,NA,Wisconsin (WI),94
1890,Superior,Cisco and chubs,203,NA,Minnesota (MN),5
1890,Superior,Cisco and chubs,203,NA,U.S. Total,199
1890,Superior,Cisco and chubs,203,NA,Canada (ONT),4
1891,Superior,Cisco and chubs,NA,NA,Michigan (MI),153
1891,Superior,Cisco and chubs,NA,NA,Wisconsin (WI),NA
1891,Superior,Cisco and chubs,NA,NA,Minnesota (MN),NA
1891,Superior,Cisco and chubs,NA,NA,U.S. Total,NA
1891,Superior,Cisco and chubs,NA,NA,Canada (ONT),30
1892,Superior,Cisco and chubs,NA,NA,Michigan (MI),228
1892,Superior,Cisco and chubs,NA,NA,Wisconsin (WI),215
1892,Superior,Cisco and chubs,NA,NA,Minnesota (MN),NA
1892,Superior,Cisco and chubs,NA,NA,U.S. Total,NA
1892,Superior,Cisco and chubs,NA,NA,Canada (ONT),NA
