id,book,book_num,chapter,chapter_num,character,full_text,character_words,writer,director,imdb_rating
7318,Earth,2,The Serpent's Pass,12,Iroh,It is a magnificent site.,It is a magnificent site.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7319,Earth,2,The Serpent's Pass,12,Jet,So you've been there before?,So you've been there before?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7320,Earth,2,The Serpent's Pass,12,Iroh,Once. When I was a ... different man.,Once. When I was a ... different man.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7321,Earth,2,The Serpent's Pass,12,Jet,"I've done some things in my past that I'm not proud of, but that's why I'm going to Ba Sing Se: for a new beginning. A second chance.","I've done some things in my past that I'm not proud of, but that's why I'm going to Ba Sing Se: for a new beginning. A second chance.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7322,Earth,2,The Serpent's Pass,12,Iroh,That's very noble of you. I believe people can change their lives if they want to. I believe in second chances.,That's very noble of you. I believe people can change their lives if they want to. I believe in second chances.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7323,Earth,2,The Serpent's Pass,12,Scene Description,"Back at the Serpent's Pass. The travelers notice that a section of the pass is below the sea level, and not able to be navigated.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7324,Earth,2,The Serpent's Pass,12,Katara,"Everyone single file! [She divides the water, allowing everyone to walk through the drowned out path.] Aang, I need help! [Aang helps by creating an air bubble.]","Everyone single file!  Aang, I need help!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7325,Earth,2,The Serpent's Pass,12,Scene Description,"Momo's curiosity is aroused by the fish. He dives in the water, only to return back when he sees a large shadow. The rest of them notice.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7326,Earth,2,The Serpent's Pass,12,Katara,What is that thing?,What is that thing?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7327,Earth,2,The Serpent's Pass,12,Scene Description,"The shadow breaks through the water, breaking the divide. Toph quickly uses her earthbending to raise the ground they are standing on above the water. The shadow is actually a large serpent, which appears from the water with a shriek.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7328,Earth,2,The Serpent's Pass,12,Sokka,"I think I just figured out why they call it the Serpent's Pass! Suki, you know about giant sea monsters, make it go away!","I think I just figured out why they call it the Serpent's Pass! Suki, you know about giant sea monsters, make it go away!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7329,Earth,2,The Serpent's Pass,12,Suki,Just because I live near the unagi doesn't mean I'm an expert!,Just because I live near the unagi doesn't mean I'm an expert!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7330,Earth,2,The Serpent's Pass,12,Sokka,"[Holds up Momo.] Oh great and powerful sea serpent, please accept this humble and tasty offering. Thank you.","Oh great and powerful sea serpent, please accept this humble and tasty offering. Thank you.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7331,Earth,2,The Serpent's Pass,12,Katara,Sokka!,Sokka!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7332,Earth,2,The Serpent's Pass,12,Aang,"[Blasts the Serpent back with a burst of air.] I'll distract it. Katara, get everyone across! [Takes off on his glider.]","I'll distract it. Katara, get everyone across!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7333,Earth,2,The Serpent's Pass,12,Scene Description,"Katara freezes the water to create an ice trail. Everyone except for Toph crosses. Katara tries to ice up the serpent, but it fails.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7334,Earth,2,The Serpent's Pass,12,Sokka,"Toph, come on, it's just ice!","Toph, come on, it's just ice!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7335,Earth,2,The Serpent's Pass,12,Toph,"[Feels the ice but her sense of sight is restricted.] Actually, I'm going to stay on my little island, where I can see! [The serpent takes out half the island.] Okay, I'm coming! [Slowly crosses the ice.]","Actually, I'm going to stay on my little island, where I can see!  Okay, I'm coming!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7336,Earth,2,The Serpent's Pass,12,Sokka,You're doing great! Just follow the sound of my voice!,You're doing great! Just follow the sound of my voice!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7337,Earth,2,The Serpent's Pass,12,Toph,It's hard to ignore.,It's hard to ignore.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7338,Earth,2,The Serpent's Pass,12,Sokka,You're almost there!,You're almost there!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7339,Earth,2,The Serpent's Pass,12,Scene Description,"The serpent slams down the ice trail, dropping Toph into a struggle to stay above water.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7340,Earth,2,The Serpent's Pass,12,Toph,Help! I can't swim!,Help! I can't swim!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7341,Earth,2,The Serpent's Pass,12,Sokka,"I'm coming, Toph!","I'm coming, Toph!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7342,Earth,2,The Serpent's Pass,12,Scene Description,"Before he can do anything, Suki jumps in for the save.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7343,Earth,2,The Serpent's Pass,12,Toph,Help!,Help!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7344,Earth,2,The Serpent's Pass,12,Scene Description,"Toph falls below the water, but Suki pulls her up before she drowns.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7345,Earth,2,The Serpent's Pass,12,Toph,"[Thinking it is Sokka.] Oh Sokka, you saved me! [Kisses Suki on the cheek.]","Oh Sokka, you saved me!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7346,Earth,2,The Serpent's Pass,12,Suki,"Actually, it's me.","Actually, it's me.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7347,Earth,2,The Serpent's Pass,12,Toph,Oh ... well ... [Chuckles. Embarrassed.] you can go ahead and let me drown now.,Oh ... well ...  you can go ahead and let me drown now.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7348,Earth,2,The Serpent's Pass,12,Scene Description,"Meanwhile, the serpent is caught in a whirlpool created by Aang and Katara. The force of it slams the serpent into the mountain, causing it to fall back below water. Upon seeing the two return, the rest of the travelers cheer. Moments later, near Ba Sing Se's wall.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7349,Earth,2,The Serpent's Pass,12,Sokka,There's the wall! Now it's nothing but smooth sailing to Ba Sing Se.,There's the wall! Now it's nothing but smooth sailing to Ba Sing Se.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7350,Earth,2,The Serpent's Pass,12,Ying,[Groans in pain.] Oh no!,Oh no!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7351,Earth,2,The Serpent's Pass,12,Sokka,What's wrong?,What's wrong?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7352,Earth,2,The Serpent's Pass,12,Ying,The baby's coming!,The baby's coming!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7353,Earth,2,The Serpent's Pass,12,Sokka,[Panicked.] What? Now? Can't you hold it in or something?,What? Now? Can't you hold it in or something?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7354,Earth,2,The Serpent's Pass,12,Katara,"Sokka, calm down. I helped Gran-Gran deliver lots of babies back home.","Sokka, calm down. I helped Gran-Gran deliver lots of babies back home.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7355,Earth,2,The Serpent's Pass,12,Sokka,This isn't the same as delivering an arctic seal! This is a real ... human ... thing!,This isn't the same as delivering an arctic seal! This is a real ... human ... thing!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7356,Earth,2,The Serpent's Pass,12,Katara,"It's called a baby and I helped her deliver plenty of those, too. Aang, get some rags. Sokka, water. Toph, I need you to make an earth tent, a big one. [Toph earthbends the rock to form a tent.] Suki, come with me.","It's called a baby and I helped her deliver plenty of those, too. Aang, get some rags. Sokka, water. Toph, I need you to make an earth tent, a big one.  Suki, come with me.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7357,Earth,2,The Serpent's Pass,12,Scene Description,Back on the ferry. Jet approaches Zuko.,NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7358,Earth,2,The Serpent's Pass,12,Jet,"You know, as soon as I saw your scar, I knew exactly who you were. You're an outcast, like me. And us outcasts have to stick together. We have to watch each other's backs. Because no one else will.","You know, as soon as I saw your scar, I knew exactly who you were. You're an outcast, like me. And us outcasts have to stick together. We have to watch each other's backs. Because no one else will.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7359,Earth,2,The Serpent's Pass,12,Zuko,I've realized lately that being on your own isn't always the best path.,I've realized lately that being on your own isn't always the best path.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7360,Earth,2,The Serpent's Pass,12,Scene Description,"The ferry closes in on the walls. 
Back at the pass. Ying is breathing heavily as the baby delivery continues.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7361,Earth,2,The Serpent's Pass,12,Katara,"You're doing great, Ying. Sokka, where's that water? Now get ready to push. One ... two ... [Sokka enters.] ... three, push!","You're doing great, Ying. Sokka, where's that water? Now get ready to push. One ... two ...  ... three, push!","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7362,Earth,2,The Serpent's Pass,12,Scene Description,"Ying groans; Sokka passes out. Moments later, the baby arrives and begins to cry. Aang, Toph, and Sokka are all outside the tent.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7363,Earth,2,The Serpent's Pass,12,Katara,[From inside the tent.] It's a girl!,It's a girl!,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7364,Earth,2,The Serpent's Pass,12,Toph,"So, you want to go see the baby, or are you going to faint like an old lady again?","So, you want to go see the baby, or are you going to faint like an old lady again?","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7365,Earth,2,The Serpent's Pass,12,Sokka,"No, no, I'm good this time. [Toph and Sokka enter the tent.]","No, no, I'm good this time.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7366,Earth,2,The Serpent's Pass,12,Katara,"Aang, you have to come see this.","Aang, you have to come see this.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7367,Earth,2,The Serpent's Pass,12,Scene Description,Aang enters to see the new life.,NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7368,Earth,2,The Serpent's Pass,12,Toph,She sounds healthy.,She sounds healthy.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7369,Earth,2,The Serpent's Pass,12,Katara,She's beautiful.,She's beautiful.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7370,Earth,2,The Serpent's Pass,12,Sokka,It's so ... squishy looking.,It's so ... squishy looking.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7371,Earth,2,The Serpent's Pass,12,Scene Description,Aang begins to smile.,NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7372,Earth,2,The Serpent's Pass,12,Than,What should we name her?,What should we name her?,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7373,Earth,2,The Serpent's Pass,12,Ying,I want our daughter's name to be unique. I want it to mean something.,I want our daughter's name to be unique. I want it to mean something.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7374,Earth,2,The Serpent's Pass,12,Aang,[Sheds some tears.] I've been going through a really hard time lately. But you've made me ... hopeful again.,I've been going through a really hard time lately. But you've made me ... hopeful again.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7375,Earth,2,The Serpent's Pass,12,Ying,I know what I want to name our baby now. Hope.,I know what I want to name our baby now. Hope.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7376,Earth,2,The Serpent's Pass,12,Than,That's a perfect name. Hope.,That's a perfect name. Hope.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7377,Earth,2,The Serpent's Pass,12,Scene Description,"Outside the tent. Aang meets with Katara. Suki, Sokka, and Toph stand next to the tent.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7378,Earth,2,The Serpent's Pass,12,Aang,"I thought I was trying to be strong. But really I was just running away from my feelings. Seeing this family together, so full of happiness and love, it's reminded me how I feel about Appa ... and how I feel about you.","I thought I was trying to be strong. But really I was just running away from my feelings. Seeing this family together, so full of happiness and love, it's reminded me how I feel about Appa ... and how I feel about you.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7379,Earth,2,The Serpent's Pass,12,Scene Description,"Katara sheds some tears. Aang and Katara embrace, Katara's eyes still watering. The other three approach.",NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7380,Earth,2,The Serpent's Pass,12,Aang,"I promise, I'll find Appa as fast as I can. I just really need to do this.","I promise, I'll find Appa as fast as I can. I just really need to do this.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7381,Earth,2,The Serpent's Pass,12,Sokka,See you in the big city.,See you in the big city.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7382,Earth,2,The Serpent's Pass,12,Toph,Say hi to that big fuzzball for me. [Punches Aang in the arm.],Say hi to that big fuzzball for me.,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7383,Earth,2,The Serpent's Pass,12,Katara,"You'll find him, Aang.","You'll find him, Aang.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7384,Earth,2,The Serpent's Pass,12,Aang,"I know. Thank you, Katara. You ready, Momo? [Aang and Momo fly off. The rest wave goodbye.]","I know. Thank you, Katara. You ready, Momo?","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7385,Earth,2,The Serpent's Pass,12,Scene Description,Suki approaches Sokka.,NA,"Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7386,Earth,2,The Serpent's Pass,12,Suki,"Sokka, it's been really great to see you again.","Sokka, it's been really great to see you again.","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
7387,Earth,2,The Serpent's Pass,12,Sokka,"Whoa, hold on. Why does it sound like you're saying goodbye?","Whoa, hold on. Why does it sound like you're saying goodbye?","Joshua Hamilton, Michael Dante DiMartino",Ethan Spaulding,8.4
