id,scene_description
6719,[Aang walks over to look at the maps while he sips his drink.]
6721,[Cut to a shot of Sokka as he points his finger into the air dramatically. The background changes to a rushing one.]
6721,"[Sokka's voice echoes. Zoom back to a group shot, with Sokka still having his finger raised in the air.]"
6722,[Waving her hand to gain the others attention.]
6724,[Slams her drink on the table and folds her arms. Cut to a shot of Zei.]
6725,[In a depressed voice.]
6729,[Runs toward the sandbenders.]
6731,[Appa growls and Zei responds enthusiastically.]
6731,[Scratches Appa's head.]
6731,[Momo crawls up to Zei's side and starts chittering.]
6732,[Examines the picture of the library.]
6734,[Groans in frustration.]
6736,[Eyes widen in surprise before narrowing.]
6736,"[Collapses on the saddle, putting her feet over the side.]"
6738,[Pointing over the side of the saddle with excitement.]
6738,"[Everybody on Appa looks to where Toph is pointing, but they can only see sand dunes. Aang, Katara, and Sokka glare at Toph in annoyance for tricking them. Cut back to the shot of Toph.]"
6738,[Waves her hand in front of her face with a blank grin to remind them of the fact that she is blind. She quickly goes back to clutching the saddle.]
6741,[Looks through his telescope and spots a tower. Pointing.]
6743,[Holding the illustrations.]
6743,[Side shot.]
6745,[To Zei.]
6747,[Frontal shot.]
6748,[Looking at the illustration Katara is holding.]
6748,[Camera pans down from the tower to the illustration.]
6751,[Shouting dramatically.]
6751,[Cut to a shot of the group standing in front of the spire. Zei runs forward. Depressed.]
6751,"[Collapses. Smiling, he lifts his head and reveals a small shovel in hand. Excitedly.]"
6751,[He attempts to unearth the library using the tiny shovel. Cut to a close-up of the spire's surface as Toph places her palm against it.]
6752,[Cut a small part of the library which Toph puts her hand on.]
6752,[Aerial shot.]
6757,[Sheepishly.]
6760,[To Appa.]
6760,[Walks off camera.]
6762,[Awkwardly.]
6764,"[Shot changes to show Zei, Aang, and Sokka climb down the rope with owl arches in the background.]"
6764,[Pointing.]
6764,"[Cut to an above shot of Sokka, Aang, and Zei, who are hanging from the rope. Sokka and Aang giggle at the word.]"
6766,[Cut back to a smiling Zei.]
6768,[Examines an owl mosaic above two pillars.]
6768,"[Sokka, Katara, and Aang look at Zei quizzically.]"
6770,[Turns his head around.]
6772,[Smiles and walks from behind the pillar and up to Wan Shi Tong.]
6773,[Looks to the side.]
6778,"[Cut to Zhao, studying scrolls in the library. Voice-over.]"
6778,[Scene changes to the present.]
6778,[Leans toward a sweating Sokka.]
6779,[Cut to his reflection in Wan Shi Tong's eye.]
6780,[Blinks.]
6782,[Shot changes to him leaning toward Sokka.]
6783,[Grabs Aang and puts him into the shot.]
6783,[Nudges Aang.]
6784,[Frontal shot.]
6784,[Side shot.]
6784,[They bow to Wan Shi Tong.]
6785,"[Shot changes to Zei, Aang, Katara, and Sokka looking hopefully.]"
6785,[They look at the spirit a little worriedly. Further overhead shot.]
6786,[Walks up to Wan Shi Tong holding a book and kneels down.]
6787,[Frontal shot.]
6787,[Grabs the book with his wing.]
6788,[Camera pans up to show her holding the waterbending scroll.]
6789,[Frontal shot.]
6789,[Grabs the scroll.]
6790,[Cut to him.]
6790,[Grabs his wanted poster out of his shirt and shows it to Wan Shi Tong.]
6791,[Takes the poster.]
6792,[Side shot of him walking forward.]
6792,[Frontal shot of him holding a piece of string.]
6792,[Ties the string into a butterfly knot and shows it to Wan Shi Tong.]
6792,"[Aang, Katara, and Zei look at Sokka with uncertainty. Shot of Wan Shi Tong just looking at him in silence.]"
6793,[Frontal shot.]
6793,[Sokka grunts as Wan Shi Tong takes the knot.]
6793,[Jumps off the bridge and flies down to lower levels of the library.]
6795,[Narrows his eyes.]
6797,[To Appa.]
6797,[Appa purrs deeply and scratches his ear.]
6797,[Closer shot of the two. Toph picks up a handful of sand and lets it fall.]
6797,[Appa makes a rumbling groan with a further shot.]
6797,[Appa grunts.]
6799,[Holds the illustration up to show Sokka and Katara.]
6800,[Pulls a book off the bookshelf with the symbols 子白 on the cover.]
6801,"[Walks up to Aang, carrying a book.]"
6804,[Reading from the parchment.]
6804,"[He looks around, making sure no one is watching, before prying open the frame with his sword and taking the parchment.]"
6805,[Walks in with Katara and Zei.]
6806,[Running down a section of a library.]
6806,"[Aang, Katara, and Zei follow him.]"
6807,[Looking at a room full of ashes.]
6809,[Collapses on his knees.]
6809,[Hears whimpering and looks at the entrance to see the Knowledge Seeker standing on its hind legs.]
6818,[Mock whispering.]
6823,[Narrows his eyes.]
6824,[Walks next to Aang.]
6824,[Shot changes to show the sun piece of the planetarium covered by the moon piece.]
6824,[Grabs Aang's shoulders and shakes him.]
6824,[Pushes Aang back.]
6827,[To the Knowledge Seeker.]
6827,[Tosses the fox a snack from his bag. To Aang and Katara.]
6828,[Enters the shot from behind Sokka.]
6828,[Sokka gulps. Shot changes to show Wan Shi Tong talking to them from the entrance.]
6832,[Flaps his wings and the library starts shaking.]
6835,[Sand pours from the ceiling.]
6836,"[Pecks at them, but misses.]"
6838,[Appa stands up and hurries away from the library. Toph looks at the sinking library.]
6838,[Running up to the library.]
6838,"[Punches both fists into the library to stop it from sinking. Her feet slip in the sand, so she pauses to solidify it.]"
6838,[Struggles to stop it from sinking again.]
6840,[Stops running and turns back toward Wan Shi Tong.]
6842,"[Runs back to Katara, Zei, and Sokka.]"
6846,[Aang runs up to him.]
6854,[Struggling.]
6859,[Adjusting the calendar wheel.]
6861,[Pushing the lever.]
6863,[Takes out a piece of paper and writes down the date.]
6867,[Fires three more slices of sand.]
6867,[Grabs the library.]
6867,[Closes her eyes as the camera pans to show the sand-sailers dragging Appa away.]
6871,[Raises his head and unfolds his wings to attack.]
6873,[Swings his fist to the side as he says this.]
6876,[Sitting among a pile of books holding a scroll that surrounds him. The sand is building up and beginning to cover some of the stacks. Zei is reading a scroll. The camera slowly zooms in.]
6876,[Drops the parchment to his lap and raises his right fist.]
6876,[Places his hand on his chest and looks up.]
6876,[Cut to a close-up of Zei with his eyes closed. He opens his eyes while smiling and speaks wistfully.]
6877,[Cut to a shot of Sokka and Katara looking at the professor. Katara looks up at Sokka.]
6879,[Jumps and hugs his sister.]
6880,[Stands up and walks toward Toph.]
6883,[Enraged.]
6885,[Defensively.]
6887,[Still enraged.]
6888,[Turns to face him slightly.]
6889,[Snaps at Toph in a harsh way.]
6897,"[In a cold, hard tone.]"
6908,[Annoyed.]
6913,[Surprised.]
6914,[The camera cuts to each member of the Rough Rhinos.]
6917,[While rubbing his arm.]
6922,[Grasping his shoulder again as he racks his brain in search of an answer.]
6924,[Annoyed.]
6924,[His eyes widen in comprehension as he sees who bumped into him.]
6935,[As he points to his mouth.]
6935,"[He tries to define the taste of the water, smacking his lips. Disgustedly he exclaims.]"
6938,[Sad tone.]
6941,[Worried.]
6944,[Backing away from Sokka and the cactus.]
6945,[While cactus juice drips off his chin.]
6947,[In a strange echoing voice.]
6947,"[He crawls over the ground as a caterpillar before jumping back to the front, pushing his face toward the camera with a big smile.]"
6953,[Wrapping her arm around Toph's shoulders.]
6955,[In awe.]
6957,[He glides down and lands on a dune.]
6959,[Yelling.]
6963,[Very excited.]
6986,[Hopelessly.]
6987,[Encouraging.]
6989,[Hopeful.]
6991,[Pointing up at the sky.]
6993,[Grabs her head in annoyance.]
7000,"[Theatrically panics, grabbing his head in despair.]"
7003,[Relieved.]
7006,[Offended.]
7006,[Pointing an accusing finger at Momo.]
7009,[Sadly.]
7010,[She pulls out a map of the stars.]
7015,[Pointing at something behind Zuko.]
7024,[Gesturing Iroh to sit down.]
7024,[Iroh places the lotus tile in the center of the board.]
7024,[He cups his hands toward Iroh.]
7033,"[He walks over to the Pai Sho table, followed by Yu.]"
7034,"[Quickly places himself before Iroh and Zuko, preventing Xin Fu and Yu from reaching them.]"
7036,[Places a hand on Zuko's shoulder to reassure him.]
7037,[To Yu and Xin Fu.]
7049,[Joyfully.]
7050,"[Grabs Momo's tail, using it to rub his cheek.]"
7052,[Sadly.]
7052,[Offers he pouch to Aang.]
7054,[Disappointed.]
7055,[Lashes out.]
7055,[Pointing his staff at Katara.]
7059,[Pointing toward the little rocklike shaped object she tripped over.]
7064,[Tapping the compass.]
7067,[Annoyed.]
7077,[Dreamily.]
7080,[Ecstatic.]
7081,[Hopeful.]
7082,[Darkly.]
7086,[Breathes deeply.]
7089,[Irritated.]
7093,[Close-up of her feet.]
7093,[Camera pans up to her.]
7095,[Surprised.]
7121,[Calmly.]
7122,[Happily shrugs his shoulders.]
7129,[She gestures at Aang. The leader's eyes widen a bit at this information.]
7140,[Angry.]
7144,[Enraged.]
7147,[Calmly.]
7148,[To Xin Fu.]
7157,[To Ghashiun.]
7160,[Enraged.]
7163,[With the voices of all the Avatars.]
7164,[Frightened.]
7164,"[The sandbenders raise their hands as if to ward off the Avatar's bright, angry glare.]"
7169,[Excitedly.]
7169,[Jumps into the water.]
7171,[Sarcastically.]
7172,[Wrings her hair dry and bends the water off the map.]
7177,[Quietly.]
7179,[Surprised.]
7188,[Punches Sokka in the arm.]
7197,[Turns away for a second before turning back with a floral hat on his head.]
7198,[Sips food and spits it out.]
7200,[Longshot nods.]
7204,"[At this, Iroh's mouth hangs open as he starts to drool.]"
7205,[Tosses the bowl of rotten food into the water.]
7209,[He is carried away.]
7215,[The screen pans to show several impostors; notices Momo.]
7219,[Presents her passport.]
7221,"[Sweeps her arm behind her, presenting her friends to the hesitant clerk.]"
7224,[Stamps an approval seal on the tickets.]
7232,[Kisses Sokka on the cheek.]
7233,[Embraces her.]
7240,[Momo jumps up next to her.]
7240,[Scratches his head near his ear.]
7242,[To Aang.]
7247,"[Stamps a ""denied"" stamp on Aang's forehead.]"
7258,[In her normal Kyoshi Warrior attire.]
7277,"[The rock falls to the water, which the Fire Nation ship notices. It fires.]"
7281,[Pretending to be Sokka.]
7283,[Moves her sleeping bag.]
7289,[Aang remains silent.]
7291,[ Holds out her arms.]
7292,[Bows before her.]
7292,[Exits.]
7301,[Jealous.]
7309,[Exits.]
7312,[Walks away.]
7313,[Calling out to her.]
7324,"[She divides the water, allowing everyone to walk through the drowned out path.]"
7324,[Aang helps by creating an air bubble.]
7330,[Holds up Momo.]
7332,[Blasts the Serpent back with a burst of air.]
7332,[Takes off on his glider.]
7335,[Feels the ice but her sense of sight is restricted.]
7335,[The serpent takes out half the island.]
7335,[Slowly crosses the ice.]
7345,[Thinking it is Sokka.]
7345,[Kisses Suki on the cheek.]
7347,[Chuckles. Embarrassed.]
7350,[Groans in pain.]
7353,[Panicked.]
7356,[Toph earthbends the rock to form a tent.]
7361,[Sokka enters.]
7363,[From inside the tent.]
7365,[Toph and Sokka enter the tent.]
7374,[Sheds some tears.]
7382,[Punches Aang in the arm.]
7384,[Aang and Momo fly off. The rest wave goodbye.]
7391,[Kisses Suki.]
7397,[Looking through the telescope.]
7399,[Strikes the periscope roughly alarming Ty Lee.]
7400,[Sharply while looking at the two girls.]
7401,[Swinging a knife around her finger; relieved.]
7401,[Rises and walks out.]
7403,[Surprised.]
7407,[Camera zooms out to drill.]
7409,[Despairingly.]
7409,[Huddles with family members.]
7413,[Happily.]
7415,[Calmly.]
7417,[Slightly taken aback.]
7417,[Confidently.]
7417,"[Laughs, but subsequently turns serious.]"
7424,[Upon witnessing the defeat of the Terra Team.]
7424,[Flails arms in panic.]
7425,[Slaps him across the face.]
7426,[Rubbing cheek.]
7428,[Meekly stands before the Avatar. Humbly.]
7430,[All turn their heads to Sokka.]
7433,[Complaining.]
7439,[Annoyed.]
7440,[Approaches the ticket booth.]
7441,[Flirtatiously.]
7441,[Stamps their tickets.]
7442,[Disgusted.]
7442,[Grabs ticket and walks away.]
7453,[Stops healing.]
7455,[Eyes widen in realization.]
7456,[Excitedly.]
7460,[Looking out over the wall with a determined look.]
7462,[Gesturing toward the drill.]
7466,[Periscope view shows front of drill and billowing cloud.]
7466,[Cut back to Ty Lee who looks away from the periscope with a spaced-out expression.]
7467,[Azula casts a doubtful look.]
7472,[Sarcastically.]
7473,[Sheepishly.]
7479,[He and Aang disappear into the drill.]
7482,[Sokka unexpectedly cuts off a steam valve with his machete.]
7486,[Appears behind him.]
7494,[Waves hand.]
7502,[Walking away.]
7506,[Gritting in a whisper.]
7507,[Mourning.]
7507,[Sniffs. The cup is shown overturned in a puddle.]
7510,[Crosses her arms.]
7511,[Turns and gestures to self.]
7511,[Makes rapid chop-chop gestures.]
7511,[Strikes a heroic pose.]
7513,[Pumping arms in the air.]
7513,[Katara grinds her teeth as she seethes with rage.]
7514,[Explodes with frustration.]
7516,[Recovers and points reassuringly.]
7518,[Panting in exhaustion.]
7523,[Cuts to him standing in the command module.]
7525,[Pushing against brace.]
7525,[Makes several more attempts to move it.]
7528,[Struck with realization.]
7528,[Rises.]
7528,[Strikes Sokka several times.]
7528,[Hits him softly on the head.]
7532,[Rising.]
7536,[Straining as the drill continues to push her back.]
7543,[Sharply.]
7545,[Glances up in horror.]
7547,[Barely misses another fire blast.]
7548,[Cut to a close-up of Ty Lee; she smiles flirtatiously at Sokka.]
7549,[Smiles and waves.]
7552,[Throws him her water skin.]
7556,"[Reads a sign nearby, while Sokka struggles to open the hatch.]"
7557,[Having successfully opened hatch which leads to a canal channeling slurry.]
7559,[Holds her hands over the slurry.]
7561,[Shivers in disgust.]
7563,[Hatefully and tauntingly.]
7566,[Halting.]
7566,"[Looks up to find boulders being hurtled down the wall, nearly crushing him. Yelling.]"
7567,[Frantically.]
7570,[Irritated.]
7571,[Screaming.]
7573,[Approaching Katara.]
7576,[Exhausted.]
