feature_id,description,history
901629,12 mi SW of Farmington and W of Gallegos Canyon,"Named for J.H. Simspon; Navajo name means 'Streams coming together"""
901630,On W bank of Animas River across from Aztec,NA
901631,E of Amarilla Canyon 8 mi S of Farminton,NA
901632,W of Tres Piedras,Post Office 1894-1906; named for rancher and promoter Willard S. Hopewell
901640,"On Us 64, just before the Jicarilla Apache Reservation",NA
901643,On S side of San Juan River,Settled by Hispanics around 1874-1875
901644,Now beneath Navajo Lake,Settled by members of the Martinez family
901652,In NW part of county,Post Office 1923-1925
901655,"20 mi SW of Tierra Amarilla, near El Vado",NA
901660,NA,Ephemeral mining camp associated with Midnight Mine
901661,"N of Taos, 2 mi W of Arroyo Seco, between Arroyo Seco and Arroyo Hondo",NA
901663,"On the Rio Hondo, severalmi upstream from the village of Arroyo Hondo",Ephemeral mining camp around 1882
901664,"On Bitter Creek, 5 mi NE of village of Red River",Short-lived mining camp
901665,1 mi NW of Vadito,NA
901673,NA,Established by F.L. Lee who moved to area from Colorado in 1937; post office established around 1986
901674,In the Tierra Amarilla area,Post office 1883-1884
901675,At a narrow point on the Rio Grande,"Spanish, ""narrow"""
901676,NW of Chama,NA
901677,SW of Chama along the D&RG RR,"Spanish, ""flat roof"""
901680,In Rio Hondo Canyon 14 mi NE of Taos,Boom-town mining camp 1893-1895
901681,Ephemeral mining camp associated with Anchor Mine,NA
901684,In the Abiquiu area,Post office 1894-1895
901685,Near Vallecitos,Post office 1905-1907
901688,In Abiquiu area,Post Office 1923-1924
901690,1 mi N of Los Brazos at the forks of the Chama,"Spanish ""the gorge, ravine"""
901691,On Bitter Creek NE of Red River,Ephemeral mining camp around 1895
901692,NA,Short lived mining camp around 1894
901693,"On Johnson Mesa, 12 mi NE of Raton",Abandoned farming community; post office 1891-1933
901694,"On the Vermejo River, E of Maxwell",Post office 1910-1917
901701,NA,Lumber settlement named for company president E. M. Biggs who built RR here
901715,"On E bank of Ute Creek, SE of Gladstone",Post office 1905-1909
901848,"On SP RR, 10 mi SE of French and 18 mi SE of Taylor Springs",Post office 1911-1917
901851,"In the north central part of the county, at Corrumpa Creek, and reprtedly approximately 30 miles east of Folsom.","Post office 1890-1898, 1900-1907"
901857,NA,Post office 1914-1916
901868,NA,Post office 1878
901874,"A fewmi E of Sierra Grande, near head of Seneca Creek",Named for nearby Dead Man Arroyo
901875,"On Ute Creek, at Harding County line",Post office 1913-1914
901883,"1 mi W of Canadian River, near Eagle Tail Mountain",Post office 1879 intermittently to 1912
901890,NA,Post Office 1909-1916
901895,NA,Former mining camp organized around the Deep Tunnel Mine
901896,"On AT&SF RR, 3 mi S of French",NA
901908,9 mi SW of Springer,Post Office 1876-1879
901929,NA,Post office 1892
901960,"N of US 56, SW of Clayton, Near the community of Otto",Name a corruption of Will Otto
901964,Coordinates approximate,NA
901971,NA,Post office 1881
901980,"In SE part of county, N of Centerville",Post office 1908-1909
901987,5 mi S of Vermejo Creek,Former ranching community
902002,Between Bible Top Butte on E and Mount Dora on W,Diffuse homesteader community founded about 1914
902022,"On AT&SF RR, 3 mi S of French",NA
902039,In the Springer area,Post office 1901-1902
902040,SE of Tinaja Mountain,Post office 1901-1902
902041,"On the Rio del Plana, 18 mi NE of Springer",Small community centered around the Temple Ranch
902044,NA,"Spanish, ""twins"""
902047,In the Grenville area,Post office 1888-1889
902049,NA,"First settlement in area, named for Madison Emery, founder"
902051,"N of US 56, SW of Clayton",Named for Christian Otto
902064,In coal mining area 2 mi N of Dawson,Mining camp named for Loretta Coal Mine
902067,In vicinity of Osha Mountain,NA
902068,NA,Post office 1894-1895
902069,"On Ponil Creek, N and W of Cimarron",Post office 1879-1913
902072,NA,Post office 1914-1917
902073,NA,Post office 1810-1913
902098,NA,"Spanish, ""the meadow"""
902119,"On Pinabete Creek, 24 mi SW of Clayton",Post office 1896-1930
902130,"In SE part of county, SE of Maxwell",Post office 1879-1880
902131,6 mi N of Ocate,NA
902145,"NE of Farley, N of Gladstone, S of the Santa Fe Trail",Early locale on the Chisum-Goodnight cattle trails; post office 1877-1882
902189,NA,"Spanish, ""ox-drivers"""
902386,NA,NA
902408,"Abandoned timber and mining camp, NW of Cochiti on the road to Bland",NA
902473,"Very early settlement now absorbed into Bernalillo. Spanish mean is ""the kitchens""",NA
902513,"Just N of Bernalillo, about 0.5 mi N of the high school; coordinates approximate",NA
902514,"IN NW part of county, near Chijuilla Arroyo",NA
902670,8 mi SW of San Ildefonso Pueblo,NA
902672,NA,PO 1895-1900
902675,"On E side of Ortiz Mountains, SE of Madrid",NA
902676,Very early suburb of Santa Fe housing Tlascaltec Indians; coordinates and elevation approximate,"Analco means ""across the river"" in Tlascan"
902678,In the Cuba area,PO 1914-1915
902681,Abandoned mining camp on a hill E of San Pedro,NA
902689,Coordinates approximate,PO 1878-1882
902738,Across the Rio Puerco from Cuba,NA
902755,"On the W side of the Rio Puerco, about 15 mi S of Cabezon",NA
902759,Long-abandoned Tiwa pueblo in the Bernalillo area,NA
902760,NA,PO 1879-1880
902763,"On the E band of the Rio Puerco, S of Guadalupe",NA
902773,"Abandoned Keresan pueblo, about ami E of Santo Domingo Pueblo",NA
902782,"Abandoned mining camp, in the center of the Los Cerrillos Mining District",NA
902783,Abandoned settlement 4 mi SW of Galisteo; coordinates and elevation approximate,NA
902786,"Abandoned mining camp, 8 mi W of Galisteo",NA
902787,At N end of the Sandias,NA
902789,Abandoned mining camp between Bland and Cochiti Pueblo,PO 1899-1903
902791,Abandoned mining camp; coordinates and elevation approximate,NA
902793,Abandoned settlement between Waldo and Madrid,NA
902857,NA,"The Zuni name ""Halona Weh"", ""place of the ants,"" a name with mythological meanings denoting it as the center of the Zuni universe."
903169,At a narrow point on the Rio Grande,"Spanish, ""narrow"""
904504,NA,NA
905190,NA,"Named for the Claunch Cattle Co., which grazed cattle & sheep in the area."
906738,Located 4.8 km (3 mi) NNE of Wallace Mesa and 29 km (18 mi) SW of Datil.,Named for the pioneer families of M M and G C Green who were early pioneers to the area. (US-T131/1965/NM Place Names/p66)
907731,NA,NA
908095,"Along Cañoncito de las Yeguas, 11 mi. N of Gallina. This is a hamlet of scattered ranches.","Originally called Maestas because Cresencio, Adolfo and Filomeno Mestas homesteaded in the area from 1916 to 1928."
909309,NA,"Spanish words meaning'' spring'' and '' hot,'' and given this place on account of its numerous hot springs."
909340,"Located 4 km (2.5 mi) W of New Horse Springs, 11.3 km (7 mi) SW of Horse Mountain and 56 km (35 mi) NE of the county seat of Reserve.","This community was originally known as Horse Springs and was the original location of the Horse Springs Post Office which operated from 1879 until 1882.  Reportedly this community was named by soldiers who lost one of their horses along their journey from Socorro to Fort Tularosa but found the animal at this site on their return trip.  (US-T131/1965/NM Place Names, TM Pearce,p72)"
909989,In the W part of Taos,Inhabited suburb of Taos
912618,Along the Rio Pueblo 4 km (2.5 mi) NW of Tres Ritos.,NA
912619,"Along the Rio Pueblo, 6.1 km (3.8 mi) NW of Tres Ritos.",NA
912620,On the W Side of Gavilan Creek 7.5 km (4.7 mi) WSW of Jawbone Mountain and 23 km (14.3 mi) NE of Cebolla.,NA
912621,"Along the Rito de la Olla, 0.7 km (6 mi) SSE of Ranchos de Taos.",NA
914274,"E of Las Vegas, NW of Trujillo",Post office 1907-1912
914327,Tiny community associated with dam and state park; coordinates and elevation approximate,NA
914332,"On Manuelitas Creek, just S of Mora County line",Post office 1902-1904
914333,"Near Cerro de Corazon, 12 mi SE of Trujillo",Post Office 1903-1909
914335,"Former settlement adjacent to Las Vegas, now absorbed into Las Vegas",Post office 1885-1928
914345,Abandoned mining camp,NA
914357,8 mi S of Coyote near the Rio Seco,NA
914398,coordinates and elevation approximate,NA
914399,"Abandoned Comanchero settlement, in NE part of county, W of the Canadian River",NA
914401,NA,Post office 1894-1895
914402,Former community destroyed by floods,NA
914403,17 mi SE of the Bell Ranch,NA
914417,On the S bank of the Mora River; coordinates and elevation approximate,Post office 1910-1916
914418,"0.25 mi S of the Gallinas River, in the Antonio Ortiz Grant, S of Chaperito",Post office 1879-1880
914432,"Abandoned mining camp, on Arroyo Tuerto, 1 mi ENE of Golden",NA
914434,In SE part of county,Post office 1893-1894
914435,In NE part of county,Post office 1889
915043,NA,PO 1887-1912
915045,"Between Buena Vista and the San Miguel County line, on the old Fort Union road",NA
915047,"4 mi NW of Ocate, on Manuelas Creeknd",NA
915053,NA,PO 1908-1944
915060,NA,PO 1868
915061,"On Ocate Creek, NM W of Ocate","PO 1886-1887, 1906-1907"
915062,"On N bank of Mora River, between Mora and Loma Parda",PO 1898-1905
915067,coordinates approximate,NA
915760,"In SW corner of county, just N of I-40",NA
915761,NA,PO 1896-1932
915762,"On the Buxton Ranch, 30 mi SE of Las Vegas",PO 1909-1914
915765,7 mi S of Chaperito,PO 1874-1906
915767,NA,PO 1917-1919
915769,"On Rio Tecolote, SE of San Geronimo",PO 1899-1904
915770,In the Rociada area,PO 1904-1905
915771,In W part of county,PO 1883
915773,"Near Conchas Dam, probably under Conchas Lake",NA
915774,2 mi W of Lower Rociada,PO 1935-1946
915781,"S of Guadalupita, N of Lucero",NA
915783,"On Ocate Creek, E of Naranjos",PO 1887-1890
915786,NA,PO 1877-1888
915787,48 mi SE of Las Vegas,NA
915829,NA,Founded in 1901; now a ghost town.
915842,NA,NA
917204,"Recent residential development, W of Gallup, S of Mentmore",NA
917323,"N of Ramah, near Ramah Reservoir",NA
917490,"Recent residential area, 2 mi N of Gallup","Named for Red Hassler, who subdivided the land"
917577,Inhabited subdivison near the Ciniza refinery,NA
917579,2 mi E of Black Hat on NM 264,Named for a nearby butte
917580,coordinates approximate,NA
917581,32miS ofGallup,NA
917586,On the AZ-NM line near Window Rock,"Name Means ""water beneath rock"" in Navajo"
917587,"Navajo community, between Fort Defiance and Navajo",NA
917589,8 mi W of Gallup,NA
917615,"Recent residential development and trading post, 8 mi S of Gallup",NA
917618,5 mi SW of Thoreau,Post Office 1921-1927; logging and lumbering camp
917619,NA,Post office 1909-1922; named for Heaton Mine
917624,5 mi NW of Gallup,Post office 1898-1908
917626,3 mi NE of Gallup,"Abandoned coal-minning camp, named for the Navajo Mine"
917630,NA,Former coal-minning community; post office 1890-1947
917994,Recent residential development,NA
918016,Reference Sixteen Springs Canyon,NA
918239,NA,NA
918402,All buildings have vanished since map was made.,NA
918408,All buildings have vanished,NA
918471,"Along the Santa Cruz River, 1.6 km (1 mi) SE of Chimayo and 4.8 km (3 mi) NW of Cundiyo.",NA
919878,NA,PO 1894-1897
919879,"On Lone Mountain, 2 mi NW of Hurley; coordinates approximate",NA
919882,Mining camp on the NE side of Cookes Peak,PO 1890-1895
919883,Just SW of Cooks,PO 1902-1905
919884,"On old EP&SW RR, midway between Deming and Hermanas",PO 1909-1918
919886,Near Lea,NA
919887,3 mi SE of Tatum,PO 1921-1922
919888,Near Maljamar,NA
919890,"In NE part of county, near Texas line",PO 1910-1911
919893,"Ephemeral oil boomtown, W of Monument",NA
919896,6 mi SE of Tatum,NA
919903,NE of Lovington,PO 1909-1917
919904,"Ephemeral oil boomtown, 15 mi SE of Hobbs",NA
919908,1 mi WSW of Arabela,NA
919909,Near White Oaks; coordinates approximate,PO 1881
919910,"Abandoned mining camp, on South Fork of Bonito Creek, at the foot of Nogal Peak",NA
919911,"On NM 48, 22 mi NE of Capitan",PO 1917-1920
919913,Civilian settlement at Holloman Air Force Base,PO 1944-1947
919915,"SE of Alamogordo, 5 mi N of Circle Cross Ranch headquarters",PO 1904
919916,"SE part of county, 5 mi W of Cienega, 3 mi N of Texas border",PO 1904-1925
919917,9 mi E down US 82 from Cloudcroft,PO 1890-1892
919919,"In NW part of county, W of SP RR",NA
919921,"On US 54 and SP RR, 8 mi N of Tularosa",NA
919927,40 mi E of Alamogordo,PO 1903-1908
919929,In the Lovington area,PO 1914-1917
919932,Coordinates approximate,NA
919934,"S of High Rolls, W of US 82, at the head of Dry Canyon",NA
919935,"10 mi NW of Mayhill, in Sixteen Springs Canyon",PO 1916-1917
919948,In SE part of county 13 mi N of Mexican border,NA
919950,"Diffuse residential area on NM 11, 9 mi S of Deming",NA
919957,Formering mining camp associated with the Alhambra Mine,NA
919958,"In E part of county, W of the Mimbres River, NNW of Dwyer",PO 1893-1901
919959,In the Hanover area,PO 1890-1902
919960,Former mining camp,PO 1884-1887
919961,"On E bank of the Gila River, S of Cliff",PO 1913-1914
919962,"On W side of Black Range, E of San Lorenzo",PO 1907-1908
919963,Abandoned mining camp,PO 1884-1992
919964,NA,PO 1940-1942
919965,Former resort community at Faywood Warm Springs,NA
919966,"7-9 mi NW of Silver City, in Fleming Canyon",PO 1883-1887
919971,Gold-mining camp,PO 1886-1906
919972,"On Mimbres River, near Dwyer",PO 1892-1894
919975,"11 mi SW of Silver City, sister city of Tyrone, in canyon just above it",PO 1904-1914
919976,Mining camp associated with the Malone Mines,PO 1884-1888
919978,"On the W side of the Mimbres River, NW of Sherman",PO 1913-1918
919979,In the vicinity of Lordsburg,PO 1882-1883
919980,"15 mi SW of Silver City, in the Burro Mountains",PO 1882-1883
919981,"Ephemeral mining camp, 8-10 mi W of Silver City, 0.5 mi from the camp of Fleming",NA
919982,"Short-lived mining camp associated with a ricolite deposit, upstream from Virden, near Redrock",PO 1892-1893
919983,"In central part of county, 1 mi from Fort Bayard",NA
919985,At the site of NM State University,PO 1905-1959
919986,"On Refugio Grant, 2 mi S of Gadsden",NA
919988,S of Las Cruces,NA
919989,"In extreme S part of county, near El Paso",NA
919990,5 mi S of Las Cruces,NA
919991,"1 mi N of point where Texas, NM, and Mexico join, on AT&SF RR",NA
919993,"Rural subdivision, 11 mi E of Anthony",NA
920004,"8 mi N of El Paso, W of the Texas border",NA
920005,In the Mesilla area,PO 1896-1898
920007,"Former village S of La Mesilla, on the Refugio Grant, on the W side of the Rio Grande, destroyed by flooding",NA
920010,Short-lived mining camp associated with the Modoc Mine,PO 1901-1903
920011,"Short-lived Hispanic community 21 mi S of Las Cruces, destroyed by flood in 1884",NA
920014,NA,PO 1860-1861
920015,"Ephemeral mining camp, 42 mi NE of Las Cruces",PO 1902
920017,"On SP RR, 1 mi N of Texas border, 5 mi NW of El Paso",NA
920021,"Short-lived mining camp, 3 mi S of Organ",NA
920022,"In E part of county, N of US 70, W of Otero County line",NA
920023,"Abandoned religious colony, 8 mi N of Las Cruces, on the W bank of the Rio Grande",NA
920024,", incorporated",PO 1962 to present
920028,"Former mining camp, 3 mi S of Gage, in the Victorio Mountains",NA
920030,Abortive settlement at the original site of Columbus; coordinates approximate,NA
920031,"On AT&SF RR, halfway between Nutt and Deming",PO 1900-1904
920034,"On old EP&SW RR, S of Deming, about one-fourth of the way to Columbus",PO 1908-1934
920035,16 mi SW of Deming,PO 1911-1917
920038,"On SP RR, 4 mi W of Carne, 6 mi W of Deming",PO 1914-1924
