brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex,hue,sat,lightness
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Warm Nude very light with neutral undertones,/productimages/sku/s1711951+sw.jpg,Warm Nude 1 oz/ 30 mL,Warm Nude,NA,RGB,#EABFA4,23.1428571428571,0.625,0.780392156862745
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Light Beige light with neutral undertones,/productimages/sku/s1711969+sw.jpg,Light Beige 1 oz/ 30 mL,Light Beige,NA,RGB,#D2AB91,24,0.419354838709677,0.696078431372549
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Natural Beige light medium with neutral undertones,/productimages/sku/s1711977+sw.jpg,Natural Beige 1 oz/ 30 mL,Natural Beige,NA,RGB,#D7A98C,23.2,0.483870967741935,0.696078431372549
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Golden Beige light with golden undertones,/productimages/sku/s1960772+sw.jpg,Golden Beige 1 oz/ 29.57 mL,Golden Beige,NA,RGB,#E4AD88,24.1304347826087,0.63013698630137,0.713725490196078
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Warm Beige medium with neutral undertones,/productimages/sku/s1711985+sw.jpg,Warm Beige 1 oz/ 30 mL,Warm Beige,NA,RGB,#CB9E7B,26.25,0.434782608695652,0.63921568627451
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Sand medium with golden undertones,/productimages/sku/s1711993+sw.jpg,Sand 1 oz/ 30 mL,Sand,NA,RGB,#D1A57C,28.9411764705882,0.480225988700565,0.652941176470588
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Golden medium with rosy undertones,/productimages/sku/s1712009+sw.jpg,Golden 1 oz/ 30 mL,Golden,NA,RGB,#D6A27B,25.7142857142857,0.526011560693642,0.66078431372549
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Praline medium tan with golden undertones,/productimages/sku/s2084622+sw.jpg,Praline 1 oz,Praline,NA,RGB,#C38D67,24.7826086956522,0.433962264150943,0.584313725490196
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Warm Sand Tan with golden undertones,/productimages/sku/s1960780+sw.jpg,Warm Sand 1 oz/ 29.57 mL,Warm Sand,NA,RGB,#D6966B,24.1121495327103,0.566137566137566,0.629411764705882
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Honey tan with neutral undertones,/productimages/sku/s1712017+sw.jpg,Honey 1 oz/ 30 mL,Honey,NA,RGB,#CC9F7B,26.6666666666667,0.442622950819672,0.641176470588235
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Caramel rich tan with neutral undertones,/productimages/sku/s1712025+sw.jpg,Caramel 1 oz/ 30 mL,Caramel,NA,RGB,#C49977,26.4935064935065,0.394871794871795,0.617647058823529
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Brulee rich tan with golden undertones - Selected,/productimages/sku/s2084648+sw.jpg,Brulee 1 oz,Brulee,NA,RGB,#AC7348,25.8,0.40983606557377,0.47843137254902
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Mocha rich tan with rosy undertones,/productimages/sku/s1762624+sw.jpg,Mocha 1 oz/ 30 mL,Mocha,NA,RGB,#B27D55,25.8064516129032,0.376518218623482,0.515686274509804
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Butter Pecan richest tan with golden undertones,/productimages/sku/s2084630+sw.jpg,Butter Pecan 1 oz,Butter Pecan,NA,RGB,#A6704B,24.3956043956044,0.377593360995851,0.472549019607843
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Maple deep with neutral undertones,/productimages/sku/s1762632+sw.jpg,Maple 1 oz/ 30 mL,Maple,NA,RGB,#C08C64,26.0869565217391,0.422018348623853,0.572549019607843
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Chestnut deep with neutral to golden undertones,/productimages/sku/s1762640+sw.jpg,Chestnut 1 oz/ 30 mL,Chestnut,NA,RGB,#B27956,22.8260869565217,0.373983739837398,0.517647058823529
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Chai deep with golden undertones,/productimages/sku/s2084655+sw.jpg,Chai 1 oz,Chai,NA,RGB,#92603B,25.5172413793103,0.424390243902439,0.401960784313726
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Mahogany very deep with golden undertones,/productimages/sku/s1762657+sw.jpg,Mahogany 1 oz/ 30 mL,Mahogany,NA,RGB,#AE724D,22.8865979381443,0.386454183266932,0.492156862745098
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Spiced Rum very deep with rosy undertones,/productimages/sku/s2084663+sw.jpg,Spiced Rum 1 oz,Spiced Rum,NA,RGB,#744927,26.4935064935065,0.496774193548387,0.303921568627451
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Hazelnut deepest with rosy undertones,/productimages/sku/s1960798+sw.jpg,Hazelnut 1 oz/ 29.57 mL,Hazelnut,NA,RGB,#AF7662,15.5844155844156,0.324894514767932,0.535294117647059
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Cocoa deepest with neutral undertones,/productimages/sku/s1960806+sw.jpg,Cocoa 1 oz/ 29.57 mL,Cocoa,NA,RGB,#9E6C5D,13.8461538461538,0.258964143426295,0.492156862745098
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Tiramisu deepest with golden undertones,/productimages/sku/s2084671+sw.jpg,Tiramisu 1 oz,Tiramisu,NA,RGB,#694220,27.9452054794521,0.532846715328467,0.268627450980392
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Sable rich with rosy undertones,/productimages/sku/s2084689+sw.jpg,Sable 1 oz,Sable,NA,RGB,#64391D,23.6619718309859,0.550387596899225,0.252941176470588
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Truffle rich with golden undertones,/productimages/sku/s2084697+sw.jpg,Truffle 1 oz,Truffle,NA,RGB,#5E3A28,20,0.402985074626866,0.262745098039216
Too Faced,Born This Way Foundation,https://www.sephora.com/product/born-this-way-P397517?icid2=products%20grid:p397517,Ganache richest with neutral undertones,/productimages/sku/s2084705+sw.jpg,Ganache 1 oz,Ganache,NA,RGB,#462B21,16.2162162162162,0.359223300970874,0.201960784313725
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,100W light with warm golden undertones,/productimages/sku/s2354124+sw.jpg,100W 1 oz/ 30 mL,NA,100W,RGB,#F4DEC4,32.5,0.685714285714286,0.862745098039216
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,110N light with neutral golden undertones,/productimages/sku/s2361145+sw.jpg,110N 1 oz/ 30 mL,NA,110N,RGB,#F4D6C2,24,0.694444444444444,0.858823529411765
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,120C light with cool peach undertones,/productimages/sku/s2361152+sw.jpg,120C 1 oz/ 30 mL,NA,120C,RGB,#F4D6C2,24,0.694444444444444,0.858823529411765
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,130N light with neutral beige undertones,/productimages/sku/s2361160+sw.jpg,130N 1 oz/ 30 mL,NA,130N,RGB,#EAC2A5,25.2173913043478,0.621621621621622,0.782352941176471
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,140C light with cool beige undertones,/productimages/sku/s2361178+sw.jpg,140C 1 oz/ 30 mL,NA,140C,RGB,#F7DBC9,23.4782608695652,0.741935483870968,0.87843137254902
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,150C light with cool peach undertones,/productimages/sku/s2361186+sw.jpg,150C 1 oz/ 30 mL,NA,150C,RGB,#EFC9B6,20,0.640449438202247,0.825490196078431
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,160C light with cool pink undertones,/productimages/sku/s2361194+sw.jpg,160C 1 oz/ 30 mL,NA,160C,RGB,#F3C3A8,21.6,0.757575757575758,0.805882352941176
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,170W light with warm olive undertones,/productimages/sku/s2361202+sw.jpg,170W 1 oz/ 30 mL,NA,170W,RGB,#E6C5A4,30,0.568965517241379,0.772549019607843
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,180W light with warm peach undertones,/productimages/sku/s2361210+sw.jpg,180W 1 oz/ 30 mL,NA,180W,RGB,#E8C2A7,24.9230769230769,0.585585585585586,0.782352941176471
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,190W light medium with warm golden undertones,/productimages/sku/s2361228+sw.jpg,190W 1 oz/ 30 mL,NA,190W,RGB,#E7C49D,31.6216216216216,0.60655737704918,0.76078431372549
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,200C light medium with cool beige undertones,/productimages/sku/s2361236+sw.jpg,200C 1 oz/ 30 mL,NA,200C,RGB,#EFC39C,28.1927710843374,0.721739130434783,0.774509803921569
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,210N light medium with neutral beige undertones,/productimages/sku/s2361244+sw.jpg,210N 1 oz/ 30 mL,NA,210N,RGB,#E2B489,28.9887640449438,0.605442176870748,0.711764705882353
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,220C light medium with cool pink undertones,/productimages/sku/s2361251+sw.jpg,220C 1 oz/ 30 mL,NA,220C,RGB,#EFC3A7,23.3333333333333,0.692307692307692,0.796078431372549
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,230N light medium with neutral olive undertones,/productimages/sku/s2361269+sw.jpg,230N 1 oz/ 30 mL,NA,230N,RGB,#E7C298,31.8987341772152,0.622047244094488,0.750980392156863
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,240W light medium with warm golden undertones,/productimages/sku/s2361277+sw.jpg,240W 1 oz/ 30 mL,NA,240W,RGB,#E0B382,31.2765957446809,0.602564102564103,0.694117647058824
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,250W light medium with warm peach undertones (Selena's shade) - Selected,/productimages/sku/s2361285+sw.jpg,250W 1 oz/ 30 mL,NA,250W,RGB,#DEB38B,28.9156626506024,0.557046979865772,0.707843137254902
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,260N light medium with neutral peach undertones,/productimages/sku/s2361293+sw.jpg,260N 1 oz/ 30 mL,NA,260N,RGB,#E5B17D,30,0.666666666666667,0.694117647058824
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,270N light medium with neutral beige undertones,/productimages/sku/s2361301+sw.jpg,270N 1 oz/ 30 mL,NA,270N,RGB,#E9B48B,26.1702127659574,0.681159420289855,0.729411764705882
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,280N light medium with neutral olive undertones,/productimages/sku/s2361319+sw.jpg,280N 1 oz/ 30 mL,NA,280N,RGB,#E1B484,30.9677419354839,0.607843137254902,0.7
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,290N medium with neutral golden undertones,/productimages/sku/s2361327+sw.jpg,290N 1 oz/ 30 mL,NA,290N,RGB,#DDA982,25.7142857142857,0.572327044025157,0.688235294117647
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,300C medium with cool beige undertones,/productimages/sku/s2361335+sw.jpg,300C 1 oz/ 30 mL,NA,300C,RGB,#DDB093,23.5135135135135,0.52112676056338,0.72156862745098
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,310W medium with warm peach undertones,/productimages/sku/s2361343+sw.jpg,310W 1 oz/ 30 mL,NA,310W,RGB,#D3A47D,27.2093023255814,0.494252873563218,0.658823529411765
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,320W medium with warm golden undertones,/productimages/sku/s2361350+sw.jpg,320W 1 oz/ 30 mL,NA,320W,RGB,#E0AC7A,29.4117647058824,0.621951219512195,0.67843137254902
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,330N medium with neutral beige undertones,/productimages/sku/s2361368+sw.jpg,330N 1 oz/ 30 mL,NA,330N,RGB,#DFA37D,23.265306122449,0.604938271604938,0.682352941176471
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,340C medium with cool beige undertones,/productimages/sku/s2361376+sw.jpg,340C 1 oz/ 30 mL,NA,340C,RGB,#CFA178,28.2758620689655,0.475409836065574,0.641176470588235
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,350C medium with cool pink undertones,/productimages/sku/s2361384+sw.jpg,350C 1 oz/ 30 mL,NA,350C,RGB,#D19A7B,21.6279069767442,0.48314606741573,0.650980392156863
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,360W medium with warm olive undertones,/productimages/sku/s2361392+sw.jpg,360W 1 oz/ 30 mL,NA,360W,RGB,#D1A172,29.6842105263158,0.508021390374331,0.633333333333333
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,370N medium with neutral golden undertones,/productimages/sku/s2361400+sw.jpg,370N 1 oz/ 30 mL,NA,370N,RGB,#D99E6F,26.6037735849057,0.582417582417582,0.643137254901961
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,380W medium deep with warm golden undertones,/productimages/sku/s2361418+sw.jpg,380W 1 oz/ 30 mL,NA,380W,RGB,#D49E6F,27.9207920792079,0.540106951871658,0.633333333333333
Rare Beauty by Selena Gomez,Liquid Touch Weightless Foundation,https://www.sephora.com/product/rare-beauty-by-selena-gomez-liquid-touch-weightless-foundation-P49848448?icid2=products%20grid:p49848448,390C medium deep with cool peach undertones,/productimages/sku/s2361426+sw.jpg,390C 1 oz/ 30 mL,NA,390C,RGB,#CF957C,18.0722891566265,0.463687150837989,0.649019607843137
