year,events,subject,country,state,era
1953,When he joins the Chicago Bears Willie Thrower becomes the first black NFL quarterback in the modern era.,African American Athletes,United States,Illinois,1901-2000
1953,Ralph Bunche becomes the first African American president of the American Political Science Association.,Black Education,United States,New York,1901-2000
1954,"On May 17, the Supreme Court in Brown v. Board of Education declares segregation in all public schools in the United States unconstitutional, nullifying the earlier judicial doctrine of separate but equal.",Black Education,United States,District of Columbia,1901-2000
1954,"On October 27, Benjamin Oliver Davis, Jr., becomes the first black Air Force general after serving in the Korean War, appointed to brigadier general by President Dwight D. Eisenhower. He also is the first African American to command an airbase.",African Americans and the Military,United States,n. a.,1901-2000
1954,Malcolm X becomes Minister of the Nation of Islam's Harlem Temple 7.,20th Century Black Religion,United States,New York,1901-2000
1954,Attorney Frankie Muse Freeman (born Marie Frankie Muse) was the lead attorney for the NAACP in Davis et al. v. the St. Louis Housing Authority which ended racial discrimination in public housing in the city. Freeman was the first black woman to win a major civil rights case.,housing segregation,United States,Missouri,1901-2000
1954,"On May 3 in Hernandez v. Texas, the U.S. Supreme Court ruled that Mexican Americans and all other racial groups in the U.S. are entitled to equal protection under the 14th Amendment to the U.S. Constitution.",Civil Rights,United States,District of Columbia,1901-2000
1955,"Fourteen-year-old Chicago resident Emmett Till is lynched while vacationing in Money, Mississippi on August 28.",Racial Violence,United States,Mississippi,1901-2000
1955,"Chuck Berry, an early breakthrough rock and roll artist, records ""Maybellene"" with Chicago's Chess Records.",20th Century Black Music,United States,Illinois,1901-2000
1955,"Rosa Parks refuses to relinquish her bus seat to a white man on December 1, initiating the Montgomery Bus Boycott. Soon afterwards Dr. Martin Luther Kingbecomes the leader of the Boycott.",The Civil Rights Movement,United States,Alabama,1901-2000
1955,On January 7 Marian Anderson becomes the first African American to perform with the New York Metropolitan Opera,Black Entertainment,United States,New York,1901-2000
1955,On January 15 President Dwight D. Eisenhower signs Executive Order 10590 which creates the President's Committee on Government Policy to enforce the federal government's policy of nondiscrimination in federal employment.,Civil Rights,United States,District of Columbia,1901-2000
1955,"On May 7 Reverend George W. Lee, an NAACP activist, is killed in Belzoni, Mississippi.",Racial Violence,United States,Mississippi,1901-2000
1955,On May 31 the U.S. Supreme Court rules in Brown II that public school desegregation must occur with all deliberate speed.,Civil Rights,United States,Dustrict of Columbia,1901-2000
1955,"Rev. Martin Luther King Jr., the 26 year old pastor of Dexter Avenue Baptist Church, is elected president of the Montgomery Improvement Association which leads the year-long boycott against the city's racially segregated bus line.",Civil Rights Era,United States,Alabama,1901-2000
1956,Autherine Lucy is admitted to the University of Alabama on February 3. She is suspended on February 7 after a riot ensues at the university to protest her presence. Lucy is expelled on February 29.,Black Education,United States,Alabama,1901-2000
1956,"On November 11, Nat King Cole becomes the first African American to host a prime time variety show on national television. He appears on NBC.",African Americans and the Media,United States,New York,1901-2000
1956,"Harry Belafonte's ""Calypso,"" released by RCA Records, is the first album in history to sell more than one million copies.",20th Century Black Music,United States,New York,1901-2000
1956,"On November 13, the U.S. Supreme Court in Gayle v. Browder bans segregation in intrastate travel, effectively giving a victory to those supporting the Montgomery Bus Boycott.",Major Judicial Decisions,United States,District of Columbia,1901-2000
1956,"On April 10 popular entertainer Nat King Cole is assaulted on stage during a segregated performance at the Municipal Auditorium in Birmingham, Alabama.",Racial Violence,United States,Alabama,1901-2000
1956,"The Mississippi Sovereignty Commisison is formed in Jackson, the state captial, to maintain racial segregation in Mississippi.",Segregated America,United States,Mississippi,1901-2000
1957,"Congress passes the Civil Rights Act of 1957, the first legislation protecting black rights since Reconstruction. The act establishes the Civil Rights section of the Justice Department and empowers federal prosecutors to obtain court injunctions against interference with the right to vote. It also creates the federal Civil Rights Commission with the authority to investigate discriminatory conditions and recommend corrective measures.",Civil Rights Legislation,United States,District of Columbia,1901-2000
1957,"Dorothy Irene Height is appointed president of the National Council of Negro Women, a position she holds for 41 years. She later launches a crusade for justice for black women and works to strengthen the black family.",Black Women,United States,District of Columbia,1901-2000
1957,"In September President Dwight D. Eisenhower sends federal troops to Little Rock, Arkansas to ensure the enforcement of a Federal court order to desegregate Central High School and to protect nine African American students enrolled as part of the order. The troops remain at the high school until the end of the school year.",Black Education,United States,Arkansas,1901-2000
1957,"The Alabama Christian Movement for Human Rights (ACMHR) was founded at a mass meeting in Birmingham, Alabama.",Black Organizations,United States,Alabama,1901-2000
1957,"Perry H. Young becomes the first black pilot for a commercial passenger airline (New York Airways).  The following year, 1958, Ruth Carol Taylor becomes the first commercial passenger airline flight attendant (Mohawk Airlines).  ",Black Transportation,United States,New York,1901-2000
1958,"On January 12, the Southern Christian Leadership Conference (SCLC) is organized in Atlanta with Dr. Martin Luther King, Jr. as its first President.",Black Organizations,United States,Georgia,1901-2000
1958,The Alvin Ailey Dance Theater is formed in New York.,Art and Literature,United States,New York,1901-2000
1958,Louis E. Lomax becomes the first African American newscaster for a major network station. He is hired by WNTA-TV in New York City.,African Americans and the Media,United States,New York,1901-2000
1958,Althea Gibson becomes the first African American woman to win the U.S. Open tennis championship in Forest Hills.,African American Athletes,United States,New York,1901-2000
