"","name","team","game_year","game_week","rush_att","rush_yds","rush_avg","rush_tds","rush_fumbles","rec","rec_yds","rec_avg","rec_tds","rec_fumbles","pass_att","pass_yds","pass_tds","int","sck","pass_fumbles","rate","position"
"31810","Ryan Mathews","PHI",2016,16,18,46,2.6,0,0,1,16,16,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31811","Alex Smith","KC",2016,16,4,46,11.5,1,0,NA,NA,NA,NA,NA,36,244,1,1,0,0,85.9,"QB"
"31812","Chris Ivory","JAX",2016,16,14,45,3.2,1,1,4,69,17.2,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"31813","Rashad Jennings","NYG",2016,16,9,44,4.9,0,0,4,7,1.8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31814","Rex Burkhead","CIN",2016,16,12,42,3.5,0,0,4,25,6.2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31815","Robert Griffin","CLE",2016,16,6,42,7,0,0,NA,NA,NA,NA,NA,25,164,0,0,7,0,86.1,"QB"
"31816","DeMarco Murray","TEN",2016,16,14,42,3,0,0,2,18,9,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31817","Latavius Murray","OAK",2016,16,15,40,2.7,0,0,2,11,5.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31818","Darren Sproles","PHI",2016,16,7,40,5.7,1,0,2,23,11.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31819","Carlos Hyde","SF",2016,16,13,38,2.9,0,1,3,24,8,1,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"31820","Cam Newton","CAR",2016,16,8,36,4.5,0,0,NA,NA,NA,NA,NA,43,198,1,2,2,0,44.5,"QB"
"31821","Russell Wilson","SEA",2016,16,10,36,3.6,0,1,NA,NA,NA,NA,NA,45,350,4,0,6,1,117.8,"QB"
"31822","Dak Prescott","DAL",2016,16,4,35,8.8,0,0,NA,NA,NA,NA,NA,20,212,3,0,1,0,148.3,"QB"
"31823","Charcandrick West","KC",2016,16,14,35,2.5,0,0,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31824","Matt Asiata","MIN",2016,16,6,34,5.7,0,0,3,30,10,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31825","Kirk Cousins","WAS",2016,16,5,30,6,2,0,NA,NA,NA,NA,NA,29,270,1,0,0,0,104.1,"QB"
"31826","Fozzy Whittaker","CAR",2016,16,3,30,10,0,0,1,14,14,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31827","Tim Hightower","NO",2016,16,8,29,3.6,0,0,1,11,11,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31828","Alex Collins","SEA",2016,16,7,28,4,0,0,4,19,4.8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31829","Kenneth Farrow","",2016,16,9,28,3.1,0,0,4,29,7.2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31830","Duke Johnson","CLE",2016,16,7,28,4,0,0,2,21,10.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31831","Devontae Booker","DEN",2016,16,5,27,5.4,0,1,6,44,7.3,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"31832","Corey Grant","JAX",2016,16,9,27,3,0,0,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31833","Carson Wentz","PHI",2016,16,4,27,6.8,0,0,NA,NA,NA,NA,NA,24,152,1,1,0,0,70.1,"QB"
"31834","Terrance West","BAL",2016,16,10,27,2.7,0,0,3,28,9.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31835","Tavon Austin","LA",2016,16,3,26,8.7,1,0,2,14,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31836","Michael Campanaro","BAL",2016,16,1,23,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31837","Ty Montgomery","GB",2016,16,9,23,2.6,0,0,4,17,4.2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31838","Khiry Robinson","NYJ",2016,16,8,22,2.8,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31839","Dwayne Washington","DET",2016,16,7,22,3.1,0,0,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31840","Chris Thompson","WAS",2016,16,3,20,6.7,1,0,1,17,17,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31841","Jeremy Langford","CHI",2016,16,7,19,2.7,1,0,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31842","Juwan Thompson","DEN",2016,16,3,19,6.3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31843","Robert Turbin","IND",2016,16,6,18,3,0,0,2,11,5.5,1,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31844","Shaun Draughn","SF",2016,16,10,17,1.7,0,0,6,48,8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31845","Kyle Juszczyk","BAL",2016,16,2,15,7.5,1,0,2,10,5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31846","Colin Kaepernick","SF",2016,16,6,15,2.5,1,0,NA,NA,NA,NA,NA,37,266,2,1,4,0,101.9,"QB"
"31847","James White","NE",2016,16,1,14,14,0,0,3,32,10.7,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31848","Brandon Wilds","NYJ",2016,16,4,14,3.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31849","Jameis Winston","TB",2016,16,3,14,4.7,0,0,NA,NA,NA,NA,NA,35,277,2,2,2,0,85.1,"QB"
"31850","Derrick Henry","TEN",2016,16,4,13,3.2,0,0,2,22,11,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31851","Aaron Rodgers","GB",2016,16,2,13,6.5,1,0,NA,NA,NA,NA,NA,38,347,4,0,4,0,136.6,"QB"
"31852","Quincy Enunwa","NYJ",2016,16,1,12,12,0,0,1,30,30,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31853","Andrew Luck","IND",2016,16,4,12,3,1,0,NA,NA,NA,NA,NA,29,288,2,2,0,0,92.3,"QB"
"31854","Charles Sims","TB",2016,16,3,12,4,0,0,4,30,7.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31855","Justin Forsett","DEN",2016,16,5,11,2.2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31856","Tom Savage","HOU",2016,16,1,11,11,0,0,NA,NA,NA,NA,NA,29,176,0,0,4,0,79.1,"QB"
"31857","Matt Ryan","ATL",2016,16,2,9,4.5,0,0,NA,NA,NA,NA,NA,33,277,2,0,4,0,121.8,"QB"
"31858","Derek Carr","OAK",2016,16,1,8,8,0,0,NA,NA,NA,NA,NA,31,232,3,0,1,0,122,"QB"
"31859","Jeremy Hill","CIN",2016,16,7,8,1.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31860","Thomas Rawls","SEA",2016,16,8,8,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31861","Blake Bortles","JAX",2016,16,3,7,2.3,0,0,1,20,20,1,0,38,325,1,0,2,0,103.5,"QB"
"31862","Doug Baldwin","SEA",2016,16,2,6,3,0,0,13,171,13.2,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31863","Ronnie Hillman","",2016,16,9,6,0.7,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31864","Akeem Hunt","HOU",2016,16,1,6,6,0,0,2,28,14,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31865","Brandon McManus","DEN",2016,16,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31866","Eli Rogers","PIT",2016,16,1,6,6,0,0,4,84,21,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31867","Nelson Agholor","PHI",2016,16,1,5,5,0,0,2,47,23.5,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31868","Sam Bradford","MIN",2016,16,2,5,2.5,0,1,NA,NA,NA,NA,NA,50,382,3,0,4,1,110.6,"QB"
"31869","Jay Prosch","HOU",2016,16,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31870","T.J. Yeldon","JAX",2016,16,2,5,2.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31871","Jared Goff","LA",2016,16,2,4,2,0,0,NA,NA,NA,NA,NA,24,90,1,2,4,0,35.1,"QB"
"31872","Christine Michael","GB",2016,16,4,4,1,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31873","Adam Thielen","MIN",2016,16,1,4,4,0,0,12,202,16.8,2,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31874","Ryan Fitzpatrick","NYJ",2016,16,1,3,3,0,0,NA,NA,NA,NA,NA,21,136,0,2,0,0,21.2,"QB"
"31875","John Kuhn","NO",2016,16,1,3,3,0,0,1,7,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31876","Marcus Mariota","TEN",2016,16,2,3,1.5,0,0,NA,NA,NA,NA,NA,20,99,1,0,2,0,72.7,"QB"
"31877","Mike Tolbert","CAR",2016,16,1,3,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31878","Malcolm Brown","LA",2016,16,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31879","Chris Prosinski","CHI",2016,16,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31880","Sterling Shepard","NYG",2016,16,1,2,2,0,0,7,61,8.7,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31881","Drew Brees","NO",2016,16,4,1,0.2,0,0,NA,NA,NA,NA,NA,34,299,1,0,2,0,104.9,"QB"
"31882","Jerome Felton","BUF",2016,16,1,1,1,0,0,2,14,7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31883","Matthew Stafford","DET",2016,16,1,1,1,1,1,NA,NA,NA,NA,NA,46,260,0,1,4,1,63.7,"QB"
"31884","Sam Koch","BAL",2016,16,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31885","Jarvis Landry","MIA",2016,16,1,0,0,0,0,3,29,9.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31886","Pat McAfee","IND",2016,16,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31887","Philip Rivers","",2016,16,1,0,0,0,0,NA,NA,NA,NA,NA,46,322,2,1,0,0,78.4,"QB"
"31888","Matt Moore","MIA",2016,16,1,-1,-1,0,0,NA,NA,NA,NA,NA,30,233,2,1,0,0,87.2,"QB"
"31889","Carson Palmer","ARI",2016,16,1,-1,-1,0,0,NA,NA,NA,NA,NA,26,284,1,0,1,0,111.7,"QB"
"31890","Ben Roethlisberger","PIT",2016,16,1,-1,-1,0,0,NA,NA,NA,NA,NA,33,279,3,2,0,0,103,"QB"
"31891","Jimmy Garoppolo","NE",2016,16,3,-2,-0.7,0,0,NA,NA,NA,NA,NA,2,6,0,0,0,0,56.2,"WR/TE"
"31892","Matthew McGloin","OAK",2016,16,3,-3,-1,0,0,NA,NA,NA,NA,NA,3,29,0,0,0,0,97.9,"WR/TE"
"31893","Reggie Bush","BUF",2016,16,1,-8,-8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31894","Kareem Hunt","KC",2017,1,17,148,8.7,1,1,5,98,19.6,2,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"31895","Dalvin Cook","MIN",2017,1,22,127,5.8,0,0,3,10,3.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31896","LeSean McCoy","BUF",2017,1,22,110,5,0,0,5,49,9.8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31897","Ezekiel Elliott","DAL",2017,1,24,104,4.3,0,0,5,36,7.2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31898","Leonard Fournette","JAX",2017,1,26,100,3.8,1,0,3,24,8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31899","C.J. Anderson","DEN",2017,1,20,81,4,0,0,1,7,7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31900","Terrance West","BAL",2017,1,19,80,4.2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31901","Marshawn Lynch","OAK",2017,1,18,76,4.2,0,0,1,16,16,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31902","Javorius Allen","BAL",2017,1,21,71,3.4,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31903","Tarik Cohen","CHI",2017,1,5,66,13.2,0,0,8,47,5.9,1,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31904","Lamar Miller","HOU",2017,1,17,65,3.8,0,0,2,31,15.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31905","Jonathan Stewart","CAR",2017,1,18,65,3.6,0,0,2,17,8.5,1,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31906","Melvin Gordon","LAC",2017,1,18,54,3,0,0,5,25,5,1,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31907","Ty Montgomery","GB",2017,1,19,54,2.8,1,0,4,39,9.8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31908","Jordan Howard","CHI",2017,1,13,52,4,1,0,3,14,4.7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31909","Christian McCaffrey","CAR",2017,1,13,47,3.6,0,1,5,38,7.6,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"31910","LeGarrette Blount","PHI",2017,1,14,46,3.3,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31911","Mike Gillislee","NE",2017,1,15,45,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31912","Carlos Hyde","SF",2017,1,9,45,5,0,0,6,32,5.3,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31913","DeMarco Murray","TEN",2017,1,12,44,3.7,0,0,2,16,8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31914","Frank Gore","IND",2017,1,10,42,4.2,0,0,1,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31915","Chris Ivory","JAX",2017,1,9,42,4.7,0,0,1,11,11,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31916","Mike Tolbert","BUF",2017,1,12,42,3.5,1,0,1,12,12,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31917","Giovani Bernard","CIN",2017,1,7,40,5.7,0,0,1,39,39,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31918","Jamaal Charles","DEN",2017,1,10,40,4,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"31919","Todd Gurley","LA",2017,1,19,40,2.1,1,0,5,56,11.2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31920","Russell Wilson","SEA",2017,1,2,40,20,0,1,NA,NA,NA,NA,NA,27,158,0,0,3,1,69.7,"QB"
"31921","Chris Carson","SEA",2017,1,6,39,6.5,0,0,1,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31922","Tyrod Taylor","BUF",2017,1,8,38,4.8,0,0,NA,NA,NA,NA,NA,28,224,2,1,2,0,92,"QB"
"31923","James White","NE",2017,1,10,38,3.8,0,0,3,30,10,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31924","Devonta Freeman","ATL",2017,1,12,37,3.1,1,0,2,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31925","Isaiah Crowell","CLE",2017,1,17,33,1.9,0,0,2,33,16.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31926","Le'Veon Bell","PIT",2017,1,10,32,3.2,0,0,3,15,5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31927","Ameer Abdullah","DET",2017,1,15,30,2,0,0,3,11,3.7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31928","Kirk Cousins","WAS",2017,1,4,30,7.5,0,2,NA,NA,NA,NA,NA,40,240,1,1,4,2,72.9,"QB"
"31929","Rob Kelley","WAS",2017,1,10,30,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31930","Jeremy Hill","CIN",2017,1,6,26,4.3,0,0,1,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31931","Marcus Mariota","TEN",2017,1,3,26,8.7,1,0,NA,NA,NA,NA,NA,41,256,0,0,1,0,78.9,"QB"
"31932","Derrick Henry","TEN",2017,1,6,25,4.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31933","Marlon Mack","IND",2017,1,10,24,2.4,1,0,1,21,21,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31934","Dak Prescott","DAL",2017,1,3,24,8,0,0,NA,NA,NA,NA,NA,39,268,1,0,1,0,90.5,"QB"
"31935","David Johnson","ARI",2017,1,11,23,2.1,0,1,6,67,11.2,0,1,NA,NA,NA,NA,NA,NA,NA,"RB"
"31936","Bilal Powell","NYJ",2017,1,7,22,3.1,0,0,5,17,3.4,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31937","Jalen Richard","OAK",2017,1,5,22,4.4,0,0,1,6,6,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31938","Dwayne Washington","DET",2017,1,6,22,3.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31939","Aaron Rodgers","GB",2017,1,7,21,3,0,0,NA,NA,NA,NA,NA,42,311,1,1,4,0,86.5,"QB"
"31940","Charcandrick West","KC",2017,1,1,21,21,1,0,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31941","Trevor Siemian","DEN",2017,1,6,19,3.2,1,0,NA,NA,NA,NA,NA,28,219,2,1,4,0,94.2,"QB"
"31942","Alvin Kamara","NO",2017,1,7,18,2.6,0,0,4,20,5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31943","Adrian Peterson","NO",2017,1,6,18,3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31944","Chris Hogan","NE",2017,1,3,17,5.7,0,0,1,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31945","Mark Ingram","NO",2017,1,6,17,2.8,0,0,5,54,10.8,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31946","DeShone Kizer","CLE",2017,1,5,17,3.4,1,0,NA,NA,NA,NA,NA,30,222,1,1,7,0,85.7,"QB"
"31947","Malcolm Brown","LA",2017,1,7,16,2.3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31948","Tevin Coleman","ATL",2017,1,8,16,2,0,0,4,42,10.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31949","Matt Forte","NYJ",2017,1,6,16,2.7,0,0,3,20,6.7,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31950","Paul Perkins","NYG",2017,1,7,16,2.3,0,0,2,9,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31951","Deshaun Watson","HOU",2017,1,2,16,8,0,1,NA,NA,NA,NA,NA,23,102,1,1,4,1,60.4,"QB"
"31952","Rex Burkhead","NE",2017,1,3,15,5,0,0,1,8,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31953","Orleans Darkwa","NYG",2017,1,3,14,4.7,0,0,1,-1,-1,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31954","Matthew Stafford","DET",2017,1,2,14,7,0,0,NA,NA,NA,NA,NA,41,292,4,1,1,0,113.1,"QB"
"31955","Blake Bortles","JAX",2017,1,3,13,4.3,0,0,NA,NA,NA,NA,NA,21,125,1,0,0,0,86.4,"QB"
"31956","Tavon Austin","LA",2017,1,2,11,5.5,0,1,1,7,7,0,1,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31957","Matt Breida","SF",2017,1,4,11,2.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31958","James Conner","PIT",2017,1,4,11,2.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31959","C.J. Prosise","SEA",2017,1,4,11,2.8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31960","Matt Ryan","ATL",2017,1,3,11,3.7,0,0,NA,NA,NA,NA,NA,30,321,1,0,2,0,116.1,"QB"
"31961","John Brown","ARI",2017,1,1,10,10,0,0,4,32,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31962","Branden Oliver","LAC",2017,1,4,10,2.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31963","Kasey Redfern","DET",2017,1,1,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31964","Kerwynn Williams","ARI",2017,1,5,10,2,1,0,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31965","Dion Lewis","NE",2017,1,2,9,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31966","Joe Mixon","CIN",2017,1,8,9,1.1,0,0,3,15,5,0,0,NA,NA,NA,NA,NA,NA,NA,"RB"
"31967","Jamaal Williams","GB",2017,1,2,9,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31968","Tyler Ervin","HOU",2017,1,3,8,2.7,0,0,4,18,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31969","Michael Burton","CHI",2017,1,1,7,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31970","Matthew Dayes","CLE",2017,1,3,7,2.3,0,0,2,9,4.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31971","Golden Tate","DET",2017,1,2,7,3.5,0,0,10,107,10.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31972","Robert Turbin","IND",2017,1,2,7,3.5,0,0,1,-4,-4,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31973","Latavius Murray","MIN",2017,1,2,6,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31974","Sterling Shepard","NYG",2017,1,1,6,6,0,0,7,44,6.3,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31975","Carson Wentz","PHI",2017,1,4,6,1.5,0,1,NA,NA,NA,NA,NA,39,307,2,1,2,1,96.8,"QB"
"31976","Ted Ginn","NO",2017,1,1,5,5,0,0,4,53,13.2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31977","Tyreek Hill","KC",2017,1,2,5,2.5,0,0,7,133,19,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31978","Jerick McKinnon","MIN",2017,1,3,5,1.7,0,0,3,32,10.7,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31979","Cordarrelle Patterson","OAK",2017,1,1,5,5,0,0,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31980","D'Onta Foreman","HOU",2017,1,1,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31981","Travis Kelce","KC",2017,1,1,4,4,0,0,5,40,8,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31982","Wendell Smallwood","PHI",2017,1,4,4,1,0,0,1,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31983","De'Anthony Thomas","KC",2017,1,1,4,4,0,0,1,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31984","Chris Thompson","WAS",2017,1,3,4,1.3,0,0,4,52,13,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31985","DeAndre Washington","OAK",2017,1,3,4,1.3,0,0,2,18,9,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31986","Danny Woodhead","BAL",2017,1,1,4,4,0,0,3,33,11,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31987","Eddie Lacy","SEA",2017,1,5,3,0.6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB"
"31988","Cam Newton","CAR",2017,1,6,3,0.5,0,0,NA,NA,NA,NA,NA,25,171,2,1,0,0,87.2,"QB"
"31989","Alex Smith","KC",2017,1,5,3,0.6,0,0,NA,NA,NA,NA,NA,35,368,4,0,3,0,148.6,"QB"
"31990","Michael Campanaro","BAL",2017,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31991","Derek Carr","OAK",2017,1,2,2,1,0,0,NA,NA,NA,NA,NA,32,262,2,0,2,0,114.3,"QB"
"31992","Andy Dalton","CIN",2017,1,1,2,2,0,1,NA,NA,NA,NA,NA,31,170,0,4,5,1,28.4,"QB"
"31993","Jared Goff","LA",2017,1,1,2,2,0,0,NA,NA,NA,NA,NA,29,306,1,0,1,0,117.9,"QB"
"31994","John Kuhn","NO",2017,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31995","Carson Palmer","ARI",2017,1,1,2,2,0,0,NA,NA,NA,NA,NA,48,268,1,3,1,0,53.1,"QB"
"31996","Darren Sproles","PHI",2017,1,2,2,1,0,0,5,43,8.6,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31997","Scott Tolzien","IND",2017,1,2,2,1,0,0,NA,NA,NA,NA,NA,18,128,0,2,4,0,33.8,"QB"
"31998","Justin Davis","LA",2017,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"31999","Alfred Morris","DAL",2017,1,4,1,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"32000","Fozzy Whittaker","CAR",2017,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"32001","Tommy Bohanon","JAX",2017,1,1,0,0,0,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"32002","Tom Brady","NE",2017,1,2,0,0,0,0,NA,NA,NA,NA,NA,36,267,0,0,3,0,70,"QB"
"32003","Kyle Juszczyk","SF",2017,1,1,0,0,0,0,2,17,8.5,0,0,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
"32004","Josh McCown","NYJ",2017,1,2,0,0,1,0,NA,NA,NA,NA,NA,39,187,0,2,1,0,56.2,"QB"
"32005","Jake Rudock","DET",2017,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WR/TE"
