data_type,tax_status,year,month,type,month_current,month_prior_year,ytd_current,ytd_prior_year,tax_rate
Barrels Produced,Taxable,2019,11,"Tax Determined, Premises Use",2622,5286,2687814,2437520,$3.50/$16 per barrel
Barrels Produced,Sub Total Taxable,2019,11,Sub Total Taxable,12396333,11848415,151827363,154067490,$3.50/$16 per barrel
Barrels Produced,Tax Free,2019,11,For export,326437,414600,4612519,6550191,$3.50/$16 per barrel
Barrels Produced,Tax Free,2019,11,For vessels and aircraft,0,9,34439,2631,$3.50/$16 per barrel
Barrels Produced,Tax Free,2019,11,Consumed on brewery premises,752,1041,90413,93023,$3.50/$16 per barrel
Barrels Produced,Sub Total Tax-Free,2019,11,Sub Total Tax-Free,327188,415650,4737371,6645846,$3.50/$16 per barrel
Barrels Produced,Totals,2019,11,Total Removals,12723522,12264065,156564735,160713336,$3.50/$16 per barrel
Barrels Produced,Totals,2019,11,Stocks On Hand end-of-month:,9538512,10021902,NA,NA,$3.50/$16 per barrel
Barrels Produced,Totals,2019,12,Production,14341816,13544352,179720164,183238987,$3.50/$16 per barrel
Barrels Produced,Taxable,2019,12,In bottles and cans,11669254,11007154,148590626,148176859,$3.50/$16 per barrel
Barrels Produced,Taxable,2019,12,In barrels and kegs,1253497,1271402,14880067,15739092,$3.50/$16 per barrel
Barrels Produced,Taxable,2019,12,"Tax Determined, Premises Use",902554,839121,3606540,3288103,$3.50/$16 per barrel
Barrels Produced,Sub Total Taxable,2019,12,Sub Total Taxable,13825305,13117678,167077233,167204054,$3.50/$16 per barrel
Barrels Produced,Tax Free,2019,12,For export,361068,359305,5066859,6909496,$3.50/$16 per barrel
Barrels Produced,Tax Free,2019,12,For vessels and aircraft,1,2,34440,2633,$3.50/$16 per barrel
Barrels Produced,Tax Free,2019,12,Consumed on brewery premises,23886,30149,115240,123207,$3.50/$16 per barrel
Barrels Produced,Sub Total Tax-Free,2019,12,Sub Total Tax-Free,384956,389456,5216540,7035336,$3.50/$16 per barrel
Barrels Produced,Totals,2019,12,Total Removals,14210261,13507134,172293772,174239390,$3.50/$16 per barrel
Barrels Produced,Totals,2019,12,Stocks On Hand end-of-month:,9717235,10012579,NA,NA,$3.50/$16 per barrel
