tag,JD,launch_date,launch_year,type,variant,mission,agency,state_code,category,agency_type
1978-037,2443604.88,1978-04-06,1978,Soyuz-U,,Zenit-2M,,SU,O,state
1978-040,2443619.15,1978-04-20,1978,Soyuz-U,,Zenit-4MKM,,SU,O,state
1978-043,2443634.15,1978-05-05,1978,Soyuz-U,,Zenit-2M,,SU,O,state
1978-045,2443640.67,1978-05-12,1978,Vostok 8A92M,,Tselina-D,,SU,O,state
1978-046,2443640.96,1978-05-12,1978,Kosmos 11K65M,,Vektor,,SU,O,state
1978-048,2443644.94,1978-05-16,1978,Soyuz-U,,Zenit-4MKM,,SU,O,state
1978-049,2443646.11,1978-05-17,1978,Kosmos 11K65M,,Tselina-OK,,SU,O,state
1978-050,2443647.51,1978-05-19,1978,Tsiklon-2,,IS,,SU,O,state
1978-052,2443651.81,1978-05-23,1978,Soyuz-U,,Fram,,SU,O,state
1978-053,2443652.21,1978-05-23,1978,Kosmos 11K65M,,Parus,,SU,O,state
1978-054,2443654.1,1978-05-25,1978,Soyuz-U,,Zenit-2M,,SU,O,state
1978-055,2443662.01,1978-06-02,1978,Molniya 8K78M,,Molniya-1,,SU,O,state
1978-056,2443667.42,1978-06-07,1978,Kosmos 11K65M,,Strela-1M,,SU,O,state
1978-057,2443669.86,1978-06-10,1978,Soyuz-U,,Zenit-4MKM,,SU,O,state
1978-059,2443671.94,1978-06-12,1978,Soyuz-U,,Zenit-4MKM,,SU,O,state
1978-061,2443675.34,1978-06-15,1978,Soyuz-U,,Soyuz 7K-T No. 46,,SU,O,state
1978-063,2443680.89,1978-06-21,1978,Kosmos 11K65M,,Strela-2M,,SU,O,state
1978-065,2443687.14,1978-06-27,1978,Soyuz-U,,Soyuz 7K-T(A9) No. 67,,SU,O,state
1978-066,2443687.62,1978-06-28,1978,Molniya 8K78M,,Oko,,SU,O,state
1978-067,2443688.23,1978-06-28,1978,Tsiklon-3,,EPN No. 03.0380?,,SU,O,state
1978-069,2443691.9,1978-07-02,1978,Soyuz-U,,Energiya No. 2,,SU,O,state
1978-070,2443696.98,1978-07-07,1978,Soyuz-U,,Progress 7K-TG No. 101,,SU,O,state
1978-072,2443704.12,1978-07-14,1978,Molniya 8K78M,,Molniya-1,,SU,O,state
1978-073,2443708.42,1978-07-18,1978,Proton-K/DM,,Gran' No. 14L,,SU,O,state
1978-074,2443716.7,1978-07-27,1978,Kosmos 11K65M,,Zaliv,,SU,O,state
1978-076,2443726.12,1978-08-05,1978,Soyuz-U,,Feniks No. 14,,SU,O,state
1978-077,2443728.44,1978-08-07,1978,Soyuz-U,,Progress 7K-TG No. 103,,SU,O,state
1978-080,2443743.49,1978-08-22,1978,Molniya 8K78M,,Molniya-1,,SU,O,state
1978-081,2443747.12,1978-08-26,1978,Soyuz-U,,Soyuz 7K-T No. 47,,SU,O,state
1978-082,2443750.12,1978-08-29,1978,Soyuz-U,,Zenit-4MKM,,SU,O,state
1978-083,2443757.63,1978-09-06,1978,Molniya 8K78M,,Oko,,SU,O,state
1978-084,2443760.64,1978-09-09,1978,Proton-K/D-1,,4V-1 No. 360,,SU,O,state
1978-085,2443761.12,1978-09-09,1978,Soyuz-U,,Zenit-4MKM,,SU,O,state
1978-086,2443765.6,1978-09-14,1978,Proton-K/D-1,,4V-1 No. 361,,SU,O,state
1978-088,2443770.84,1978-09-19,1978,Soyuz-U,,Zenit-2M,,SU,O,state
1978-089,2443784.96,1978-10-03,1978,Soyuz-U,,Fram,,SU,O,state
1978-090,2443785.46,1978-10-03,1978,Soyuz-U,,Progress 7K-TG No. 105,,SU,O,state
1978-091,2443785.66,1978-10-04,1978,Kosmos 11K65M,,Strela-1M,,SU,O,state
1978-092,2443788.15,1978-10-06,1978,Soyuz-U,,Zenit-4MKM,,SU,O,state
1978-094,2443792.32,1978-10-10,1978,Vostok 8A92M,,Tselina-D,,SU,O,state
1978-095,2443794.72,1978-10-13,1978,Molniya 8K78M,,Molniya-3 No. 22,,SU,O,state
1978-097,2443799.12,1978-10-17,1978,Soyuz-U,,Zenit-2M,,SU,O,state
1978-099,2443806.29,1978-10-24,1978,Kosmos 11K65M,,AUOS-Z Mag-IK,,SU,O,state
1979-100,2444212.88,1979-12-05,1979,Kosmos 11K65M,,Taifun-1B,,SU,O,state
1979-001,2443885.12,1979-01-11,1979,Soyuz-U,,Zenit-2M,,SU,O,state
1979-002,2443887.15,1979-01-13,1979,Soyuz-U,,Zenit-4MKM,,SU,O,state
1979-102,2444220.02,1979-12-12,1979,Soyuz-U,,Zenit-6,,SU,O,state
1979-003,2443890.23,1979-01-16,1979,Kosmos 11K65M,,Parus,,SU,O,state
1979-103,2444224.02,1979-12-16,1979,Soyuz-U,,Soyuz 7K-ST No. 6L,,SU,O,state
1979-004,2443892.15,1979-01-18,1979,Molniya 8K78M,,Molniya-3 No. 23,,SU,O,state
1979-005,2443898.74,1979-01-25,1979,Vostok 8A92M,,Meteor-Priroda No. 2-3,,SU,O,state
1979-105,2444235.99,1979-12-28,1979,Proton-K/DM,,Gorizont No. 13L,,SU,O,state
1979-006,2443904.14,1979-01-30,1979,Soyuz-U,,Zenit-4MKM,,SU,O,state
1979-106,2444236.04,1979-12-28,1979,Soyuz-U,,Zenit-4MKM,,SU,O,state
1979-008,2443904.88,1979-01-31,1979,Soyuz-U,,Soyuz 7K-ST No. 5L,,SU,O,state
1979-010,2443912.92,1979-02-08,1979,Kosmos 11K65M,,Vektor,,SU,O,state
1979-011,2443917.04,1979-02-12,1979,Tsiklon-3,,Okean-E NKh No. 1,,SU,O,state
1979-012,2443918.4,1979-02-13,1979,Vostok 8A92M,,Tselina-D,,SU,O,state
1979-015,2443925.83,1979-02-21,1979,Proton-K/DM,,Ekran No. 16L,,SU,O,state
1979-016,2443927.01,1979-02-22,1979,Soyuz-U,,Zenit-4MKM,,SU,O,state
1979-018,2443930,1979-02-25,1979,Soyuz-U,,Soyuz 7K-T No. 48,,SU,O,state
1979-019,2443932.12,1979-02-27,1979,Soyuz-U,,Feniks No. 15,,SU,O,state
1979-020,2443932.21,1979-02-27,1979,Kosmos 11K65M,,AUOS-Z Ionozond-IK,,SU,O,state
1979-021,2443934.28,1979-03-01,1979,Vostok 8A92M,,Meteor-2 No. 4,,SU,O,state
1979-022,2443944.74,1979-03-12,1979,Soyuz-U,,Progress 7K-TG No. 104,,SU,O,state
1979-023,2443946.95,1979-03-14,1979,Soyuz-U,,Zenit-4MKM,,SU,O,state
1979-024,2443947.62,1979-03-15,1979,Kosmos 11K65M,,Strela-1M,,SU,O,state
1979-026,2443953.68,1979-03-21,1979,Kosmos 11K65M,,Parus,,SU,O,state
1979-027,2443963.95,1979-03-31,1979,Soyuz-U,,Zenit-2M,,SU,O,state
1979-028,2443970.76,1979-04-07,1979,Kosmos 11K65M,,Parus,,SU,O,state
1979-029,2443974.23,1979-04-10,1979,Soyuz-U,,Soyuz 7K-T No. 49,,SU,O,state
1979-030,2443975.41,1979-04-11,1979,Kosmos 11K65M,,Tsikada,,SU,O,state
1979-031,2443975.52,1979-04-12,1979,Molniya 8K78M,,Molniya-1,,SU,O,state
1979-032,2443977.73,1979-04-14,1979,Vostok 8A92M,,Tselina-D,,SU,O,state
1979-033,2443982,1979-04-18,1979,Tsiklon-2,,US-P,,SU,O,state
1979-034,2443983.98,1979-04-20,1979,Soyuz-U,,Zenit-6,,SU,O,state
1979-035,2443988.66,1979-04-25,1979,Proton-K/DM,,Gran' No. 15L,,SU,O,state
1979-036,2443988.92,1979-04-25,1979,Tsiklon-2,,US-P,,SU,O,state
1979-037,2443991.22,1979-04-27,1979,Soyuz-U,,Yantar'-4K1 No. 1,,SU,O,state
1979-039,2444006.68,1979-05-13,1979,Soyuz-U,,Progress 7K-TG No. 106,,SU,O,state
1979-040,2444008.99,1979-05-15,1979,Soyuz-U,,Zenit-4MKM,,SU,O,state
1979-041,2444010.8,1979-05-17,1979,Soyuz-U,,Fram,,SU,O,state
1979-042,2444016.46,1979-05-22,1979,Proton-K,,TKS VA No. 0102A,,SU,O,state
1979-043,2444018.79,1979-05-25,1979,Soyuz-U,,Gektor-Priroda,,SU,O,state
1979-045,2444025.19,1979-05-31,1979,Soyuz-U,,Zenit-6,,SU,O,state
1979-046,2444025.25,1979-05-31,1979,Kosmos 11K65M,,Parus,,SU,O,state
1979-048,2444030.48,1979-06-05,1979,Molniya 8K78M,,Molniya-3 No. 21,,SU,O,state
1979-049,2444031.26,1979-06-06,1979,Soyuz-U,,Soyuz 7K-T No. 50,,SU,O,state
1979-051,2444031.94,1979-06-07,1979,Kosmos 11K65M,,SEO,,SU,O,state
1979-052,2444032.8,1979-06-08,1979,Soyuz-U,,Fram,,SU,O,state
1979-054,2444036.79,1979-06-12,1979,Soyuz-U,,Gektor-Priroda,,SU,O,state
1979-055,2444039.95,1979-06-15,1979,Soyuz-U,,Zenit-6,,SU,O,state
1979-056,2444046.79,1979-06-22,1979,Soyuz-U,,Fram,,SU,O,state
1979-058,2444052.26,1979-06-27,1979,Molniya 8K78M,,Oko,,SU,O,state
1979-059,2444052.89,1979-06-28,1979,Soyuz-U,,Progress 7K-TG No. 107,,SU,O,state
1979-060,2444053.34,1979-06-28,1979,Kosmos 11K65M,,Strela-2M,,SU,O,state
1979-061,2444054.17,1979-06-29,1979,Soyuz-U,,Zenit-6,,SU,O,state
1979-062,2444060.47,1979-07-05,1979,Proton-K/DM,,Gorizont No. 12L,,SU,O,state
1979-063,2444060.85,1979-07-06,1979,Kosmos 11K65M,,Romb,,SU,O,state
1979-064,2444064.88,1979-07-10,1979,Soyuz-U,,Zenit-4MKM,,SU,O,state
1979-065,2444066.15,1979-07-11,1979,Kosmos 11K65M,,Tselina-OM,,SU,O,state
1979-066,2444067.85,1979-07-13,1979,Soyuz-U,,Fram,,SU,O,state
1979-067,2444075,1979-07-20,1979,Vostok 8A92M,,Tselina-D,,SU,O,state
1979-068,2444080.14,1979-07-25,1979,Soyuz-U,,Zenit-4MKM,,SU,O,state
1979-069,2444081.81,1979-07-27,1979,Soyuz-U,,Gektor-Priroda,,SU,O,state
1979-070,2444085.66,1979-07-31,1979,Molniya 8K78M,,Molniya-1,,SU,O,state
1979-071,2444088.95,1979-08-03,1979,Soyuz-U,,Orion,,SU,O,state
1979-073,2444096.89,1979-08-11,1979,Soyuz-U,,Zenit-4MKM,,SU,O,state
1979-074,2444100.15,1979-08-14,1979,Soyuz-U,,Feniks No. 929,,SU,O,state
1979-075,2444102.82,1979-08-17,1979,Soyuz-U,,Gektor-Priroda,,SU,O,state
1979-076,2444106.97,1979-08-21,1979,Soyuz-U,,Fram,,SU,O,state
1979-077,2444113.51,1979-08-28,1979,Molniya 8K78M,,Oko,,SU,O,state
1979-078,2444113.54,1979-08-28,1979,Kosmos 11K65M,,Strela-2M,,SU,O,state
1979-079,2444116.98,1979-08-31,1979,Soyuz-U,,Zenit-6,,SU,O,state
1979-080,2444121.93,1979-09-05,1979,Soyuz-U,,Resurs-F1 17F41 No. 11,,SU,O,state
1979-081,2444131.15,1979-09-14,1979,Soyuz-U,,Zenit-4MKM,,SU,O,state
1979-083,2444142.15,1979-09-25,1979,Soyuz-U,,Bion No. 5,,SU,O,state
1979-084,2444142.38,1979-09-25,1979,Kosmos 11K65M,,Strela-1M,,SU,O,state
1979-085,2444145.01,1979-09-28,1979,Soyuz-U,,Zenit-6,,SU,O,state
1979-087,2444150.22,1979-10-03,1979,Proton-K/DM,,Ekran No. 17L,,SU,O,state
1979-088,2444151.98,1979-10-05,1979,Soyuz-U,,Orion,,SU,O,state
1979-089,2444158.19,1979-10-11,1979,Kosmos 11K65M,,Strela-2M,,SU,O,state
1979-090,2444163.01,1979-10-16,1979,Kosmos 11K65M,,Parus,,SU,O,state
1979-091,2444166.79,1979-10-20,1979,Molniya 8K78M,,Molniya-1,,SU,O,state
1979-092,2444169.02,1979-10-22,1979,Soyuz-U,,Zenit-6,,SU,O,state
1979-093,2444173.26,1979-10-26,1979,Vostok 8A92M,,Tselina-D,,SU,O,state
1979-095,2444177.89,1979-10-31,1979,Vostok 8A92M,,Meteor-2 No. 7,,SU,O,state
1979-096,2444178.84,1979-11-01,1979,Kosmos 11K65M,,AUOS-Z ?,,SU,O,state
1979-097,2444180.17,1979-11-02,1979,Soyuz-U,,Feniks No. 939,,SU,O,state
1979-099,2444204.91,1979-11-27,1979,Vostok 8A92M,,Tselina-D,,SU,O,state
1980-001,2444248.01,1980-01-09,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-101,2444590.01,1980-12-16,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-002,2444250.02,1980-01-11,1980,Molniya 8K78M,,Molniya-1,,SU,O,state
1980-102,2444597.45,1980-12-23,1980,Kosmos 11K65M,,Strela-1M,,SU,O,state
1980-003,2444253.33,1980-01-14,1980,Kosmos 11K65M,,Parus,,SU,O,state
1980-103,2444598.67,1980-12-25,1980,Molniya 8K78M,SOL,SO-M No. 508,,SU,O,state
1980-104,2444599.99,1980-12-26,1980,Proton-K/DM,,Ekran No. 20L,,SU,O,state
1980-005,2444261.79,1980-01-23,1980,Tsiklon-3,,Okean-E NKh No. 2,,SU,O,state
1980-105,2444600.17,1980-12-26,1980,Soyuz-U,,Feniks No. 941,,SU,O,state
1980-006,2444263.16,1980-01-24,1980,Soyuz-U,,Feniks No. 928,,SU,O,state
1980-007,2444264.36,1980-01-25,1980,Kosmos 11K65M,,Parus,,SU,O,state
1980-008,2444269.04,1980-01-30,1980,Vostok 8A92M,,Tselina-D,,SU,O,state
1980-009,2444276.96,1980-02-07,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-012,2444281.48,1980-02-11,1980,Kosmos 11K65M,,Strela-1M,,SU,O,state
1980-013,2444281.54,1980-02-12,1980,Molniya 8K78M,,Oko,,SU,O,state
1980-016,2444289.84,1980-02-20,1980,Proton-K/DM,,Gran' No. 16L,,SU,O,state
1980-017,2444291,1980-02-21,1980,Soyuz-U,,Zenit-4MKM,,SU,O,state
1980-020,2444302.94,1980-03-04,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-021,2444312.94,1980-03-14,1980,Tsiklon-2,,US-P,,SU,O,state
1980-022,2444316.4,1980-03-17,1980,Kosmos 11K65M,,Tsikada,,SU,O,state
1980-023,2444325.81,1980-03-27,1980,Kosmos 11K65M,,Vektor,,SU,O,state
1980-024,2444326.29,1980-03-27,1980,Soyuz-U,,Progress 7K-TG No. 108,,SU,O,state
1980-025,2444330.83,1980-04-01,1980,Soyuz-U,,Zenit-4MKM,,SU,O,state
1980-026,2444332.82,1980-04-03,1980,Kosmos 11K65M,,Lira,,SU,O,state
1980-027,2444339.07,1980-04-09,1980,Soyuz-U,,Soyuz 7K-T No. 51,,SU,O,state
1980-028,2444342.35,1980-04-12,1980,Molniya 8K78M,,Oko,,SU,O,state
1980-029,2444346.85,1980-04-17,1980,Soyuz-U,,Zenit-4MKM,,SU,O,state
1980-030,2444347.54,1980-04-18,1980,Tsiklon-2,,IS,,SU,O,state
1980-031,2444348.23,1980-04-18,1980,Molniya 8K78M,,Molniya-3 No. 26,,SU,O,state
1980-033,2444356.77,1980-04-27,1980,Soyuz-U,,Progress 7K-TG No. 109,,SU,O,state
1980-034,2444358.99,1980-04-29,1980,Tsiklon-2,,US-A reactor,,SU,O,state
1980-035,2444359.06,1980-04-29,1980,Soyuz-U,,Yantar'-4K1 No. 2,,SU,O,state
1980-036,2444367.04,1980-05-07,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-037,2444374.04,1980-05-14,1980,Kosmos 11K65M,,Taifun-1B,,SU,O,state
1980-038,2444374.73,1980-05-15,1980,Soyuz-U,,Orion,,SU,O,state
1980-039,2444379.89,1980-05-20,1980,Kosmos 11K65M,,Parus,,SU,O,state
1980-040,2444382.8,1980-05-23,1980,Soyuz-U,,Fram,,SU,O,state
1980-041,2444386.26,1980-05-26,1980,Soyuz-U,,Soyuz 7K-T No. 52,,SU,O,state
1980-042,2444388,1980-05-28,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-044,2444394.82,1980-06-04,1980,Vostok 8A92M,,Tselina-D,,SU,O,state
1980-045,2444396.1,1980-06-05,1980,Soyuz-U,,Soyuz 7K-ST No. 7L,,SU,O,state
1980-046,2444396.79,1980-06-06,1980,Soyuz-U,,Resurs-F1 17F41 No. 12,,SU,O,state
1980-047,2444396.96,1980-06-06,1980,Kosmos 11K65M,,Romb,,SU,O,state
1980-048,2444403.02,1980-06-12,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-049,2444404.53,1980-06-14,1980,Proton-K/DM,,Gorizont No. 15L,,SU,O,state
1980-050,2444405.37,1980-06-14,1980,Molniya 8K78M,,Oko,,SU,O,state
1980-051,2444408.76,1980-06-18,1980,Vostok 8A92M,,Meteor-Priroda No. 3-1,,SU,O,state
1980-053,2444412.27,1980-06-21,1980,Molniya 8K78M,,Molniya-1,,SU,O,state
1980-054,2444417.01,1980-06-26,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-055,2444419.69,1980-06-29,1980,Soyuz-U,,Progress 7K-TG No. 110,,SU,O,state
1980-056,2444421.8,1980-07-01,1980,Kosmos 11K65M,,Strela-2M,,SU,O,state
1980-057,2444422.54,1980-07-02,1980,Molniya 8K78M,,Oko,,SU,O,state
1980-058,2444429.53,1980-07-09,1980,Kosmos 11K65M,,Strela-1M,,SU,O,state
1980-059,2444430.03,1980-07-09,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-060,2444435.44,1980-07-14,1980,Proton-K/DM,,Ekran No. 19L,,SU,O,state
1980-061,2444435.81,1980-07-15,1980,Soyuz-U,,Fram,,SU,O,state
1980-063,2444438.94,1980-07-18,1980,Molniya 8K78M,,Molniya-3 No. 27,,SU,O,state
1980-064,2444444.27,1980-07-23,1980,Soyuz-U,,Soyuz 7K-T No. 53,,SU,O,state
1980-065,2444445.03,1980-07-24,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-066,2444451.82,1980-07-31,1980,Soyuz-U,,Resurs-F1 17F41 No. 13,,SU,O,state
1980-067,2444451.93,1980-07-31,1980,Kosmos 11K65M,,Romb,,SU,O,state
1980-068,2444463.99,1980-08-12,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-069,2444466.73,1980-08-15,1980,Vostok 8A92M,,Tselina-D,,SU,O,state
1980-070,2444473.92,1980-08-22,1980,Soyuz-U,,Fram,,SU,O,state
1980-071,2444478.15,1980-08-26,1980,Soyuz-U,,Feniks No. 927,,SU,O,state
1980-072,2444485.93,1980-09-03,1980,Soyuz-U,,Resurs-F1 17F41 No. 14,,SU,O,state
1980-073,2444491.96,1980-09-09,1980,Vostok 8A92M,,Meteor-2 No. 5,,SU,O,state
1980-075,2444501.3,1980-09-18,1980,Soyuz-U,,Soyuz 7K-T No. 54,,SU,O,state
1980-076,2444501.92,1980-09-19,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-077,2444505.94,1980-09-23,1980,Soyuz-U,,Orion,,SU,O,state
1980-078,2444508.92,1980-09-26,1980,Soyuz-U,,Fram,,SU,O,state
1980-079,2444511.13,1980-09-28,1980,Soyuz-U,,Progress 7K-TG No. 111,,SU,O,state
1980-080,2444516,1980-10-03,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-081,2444518.22,1980-10-05,1980,Proton-K/DM,,Gran' No. 17L,,SU,O,state
1980-082,2444523.05,1980-10-10,1980,Soyuz-U,,Zenit-4MKM,,SU,O,state
1980-083,2444527.36,1980-10-14,1980,Kosmos 11K65M,,Tselina-OM,,SU,O,state
1980-084,2444529.01,1980-10-16,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-085,2444536.95,1980-10-24,1980,Molniya 8K78M,,Oko,,SU,O,state
1980-086,2444542.92,1980-10-30,1980,Soyuz-U,,Yantar'-4K1 No. 3,,SU,O,state
1980-088,2444544,1980-10-31,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-089,2444548.13,1980-11-04,1980,Tsiklon-2,,US-P,,SU,O,state
1980-090,2444556.02,1980-11-12,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-092,2444559.68,1980-11-16,1980,Molniya 8K78M,,Molniya-1,,SU,O,state
1980-093,2444565,1980-11-21,1980,Vostok 8A92M,,Tselina-D,,SU,O,state
1980-094,2444571.1,1980-11-27,1980,Soyuz-U,,Soyuz 7K-ST No. 8L,,SU,O,state
1980-095,2444571.4,1980-11-27,1980,Molniya 8K78M,,Oko,,SU,O,state
1980-096,2444575.01,1980-12-01,1980,Soyuz-U,,Zenit-6,,SU,O,state
1980-097,2444578.68,1980-12-05,1980,Kosmos 11K65M,,Parus,,SU,O,state
1980-099,2444584.37,1980-12-10,1980,Kosmos 11K65M,,Tsikada,,SU,O,state
1981-001,2444611.01,1981-01-06,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-101,2444886.94,1981-10-09,1981,Soyuz-U,,Fram,,SU,O,state
1981-002,2444614.12,1981-01-09,1981,Molniya 8K78M,,Molniya-3 No. 25,,SU,O,state
1981-102,2444887.21,1981-10-09,1981,Proton-K/DM,,Gran' No. 20L,,SU,O,state
1981-003,2444620.88,1981-01-16,1981,Kosmos 11K65M,,Vektor,,SU,O,state
1981-103,2444891.46,1981-10-13,1981,Vostok 8A92M,,Tselina-D,,SU,O,state
1981-004,2444621,1981-01-16,1981,Soyuz-U,,Orion,,SU,O,state
1981-104,2444892.89,1981-10-15,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-005,2444624.96,1981-01-20,1981,Soyuz-U,,Feniks No. 975,,SU,O,state
1981-105,2444894.75,1981-10-17,1981,Molniya 8K78M,,Molniya-3 No. 31,,SU,O,state
1981-006,2444625.85,1981-01-21,1981,Kosmos 11K65M,,Lira,,SU,O,state
1981-106,2444907.75,1981-10-30,1981,Proton-K/D-1,,4V-1M No. 760,,SU,O,state
1981-007,2444629.1,1981-01-24,1981,Soyuz-U,,Progress 7K-TG No. 113,,SU,O,state
1981-008,2444632.12,1981-01-27,1981,Vostok 8A92M,,Tselina-D,,SU,O,state
1981-108,2444909.45,1981-10-31,1981,Molniya 8K78M,,Oko,,SU,O,state
1981-009,2444635.19,1981-01-30,1981,Molniya 8K78M,,Molniya-1,,SU,O,state
1981-109,2444912.04,1981-11-03,1981,Soyuz-U,,Feniks No. 944,,SU,O,state
1981-010,2444637.6,1981-02-02,1981,Tsiklon-2,,IS,,SU,O,state
1981-110,2444912.73,1981-11-04,1981,Proton-K/D-1,,4V-1M No. 761,,SU,O,state
1981-011,2444641.83,1981-02-06,1981,Kosmos 11K65M,,AUOS-Z R-P-IK,,SU,O,state
1981-112,2444921.9,1981-11-13,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-013,2444648.26,1981-02-12,1981,Kosmos 11K65M,,Parus,,SU,O,state
1981-113,2444926.14,1981-11-17,1981,Molniya 8K78M,,Molniya-1,,SU,O,state
1981-014,2444648.97,1981-02-13,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-015,2444653.88,1981-02-18,1981,Soyuz-U,,Siluet No. 1,,SU,O,state
1981-115,2444928.85,1981-11-20,1981,Kosmos 11K65M,,SEO B,,SU,O,state
1981-016,2444654.92,1981-02-19,1981,Molniya 8K78M,,Oko,,SU,O,state
1981-116,2444937.26,1981-11-28,1981,Kosmos 11K65M,,Strela-1M,,SU,O,state
1981-117,2444941.99,1981-12-03,1981,Tsiklon-3,,Tselina-D,,SU,O,state
1981-118,2444942.91,1981-12-04,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-020,2444669.12,1981-03-05,1981,Soyuz-U,,Feniks No. 940,,SU,O,state
1981-120,2444955.96,1981-12-17,1981,Kosmos 11K65M,,RS-3,,SU,O,state
1981-021,2444669.26,1981-03-05,1981,Tsiklon-2,,US-A reactor,,SU,O,state
1981-121,2444957.99,1981-12-19,1981,Soyuz-U,,Feniks No. 952,,SU,O,state
1981-022,2444669.98,1981-03-06,1981,Kosmos 11K65M,,Strela-1M,,SU,O,state
1981-023,2444676.29,1981-03-12,1981,Soyuz-U,,Soyuz 7K-ST No. 10L,,SU,O,state
1981-123,2444962.05,1981-12-23,1981,Molniya 8K78M,,Molniya-1 11F658 No. 55,,SU,O,state
1981-024,2444678.2,1981-03-14,1981,Tsiklon-2,,IS,,SU,O,state
1981-026,2444680.86,1981-03-17,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-027,2444681.69,1981-03-18,1981,Proton-K/DM,,Gran' No. 18L,,SU,O,state
1981-028,2444684.49,1981-03-20,1981,Tsiklon-2,,US-P,,SU,O,state
1981-029,2444686.12,1981-03-22,1981,Soyuz-U,,Soyuz 7K-T No. 55,,SU,O,state
1981-030,2444687.65,1981-03-24,1981,Molniya 8K78M,,Molniya-3 No. 24,,SU,O,state
1981-031,2444694.9,1981-03-31,1981,Molniya 8K78M,,Oko,,SU,O,state
1981-032,2444701.95,1981-04-07,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-033,2444704,1981-04-09,1981,Kosmos 11K65M,,Vektor,,SU,O,state
1981-035,2444709.94,1981-04-15,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-036,2444710.98,1981-04-16,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-037,2444715.66,1981-04-21,1981,Tsiklon-2,,US-A reactor,,SU,O,state
1981-039,2444719.58,1981-04-25,1981,Proton-K,,TKS No. 16301,,SU,O,state
1981-040,2444722.88,1981-04-28,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-041,2444732.06,1981-05-07,1981,Kosmos 11K65M,,Strela-2M,,SU,O,state
1981-042,2444739.22,1981-05-14,1981,Soyuz-U,,Soyuz 7K-T No. 56,,SU,O,state
1981-043,2444739.41,1981-05-14,1981,Vostok 8A92M,,Meteor-2 No. 8,,SU,O,state
1981-045,2444742.99,1981-05-18,1981,Soyuz-U,,Feniks No. 980,,SU,O,state
1981-046,2444743.66,1981-05-19,1981,Vostok 8A92M,,Tselina-D,,SU,O,state
1981-047,2444745.88,1981-05-21,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-048,2444746.8,1981-05-22,1981,Soyuz-U,,Fram,,SU,O,state
1981-052,2444759.08,1981-06-03,1981,Soyuz-U,,Feniks No. 942,,SU,O,state
1981-053,2444760.15,1981-06-04,1981,Kosmos 11K65M,,Parus,,SU,O,state
1981-054,2444764.65,1981-06-09,1981,Molniya 8K78M,,Molniya-3 No. 30,,SU,O,state
1981-055,2444771.79,1981-06-16,1981,Soyuz-U,,Fram,,SU,O,state
1981-056,2444772.9,1981-06-17,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-058,2444775.32,1981-06-19,1981,Molniya 8K78M,,Oko,,SU,O,state
1981-060,2444780.24,1981-06-24,1981,Molniya 8K78M,,Molniya-1,,SU,O,state
1981-061,2444781.5,1981-06-25,1981,Proton-K/DM,,Ekran No. 21L,,SU,O,state
1981-062,2444786.9,1981-07-01,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-063,2444787.8,1981-07-02,1981,Soyuz-U,,Resurs-F1 17F41 No. 15,,SU,O,state
1981-064,2444793.02,1981-07-07,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-065,2444795.72,1981-07-10,1981,Vostok 8A92M,,Meteor-Priroda No. 2-4,,SU,O,state
1981-066,2444801.04,1981-07-15,1981,Soyuz-U,,Feniks No. 951,,SU,O,state
1981-067,2444802.83,1981-07-17,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-068,2444815,1981-07-29,1981,Soyuz-U,,Zenit-6,,SU,O,state
1981-069,2444816.4,1981-07-30,1981,Proton-K/DM,,Gran' No. 19L,,SU,O,state
1981-071,2444820.51,1981-08-04,1981,Molniya 8K78M,,Oko,,SU,O,state
