year,gnis_id,geometry,metadata,number_of_records,parkname,region,state,unit_code,unit_name,unit_type,visitors
1982,294450,POLYGON,http://nrdata.nps.gov/programs/Lands/BISC_metadata.xml,1,Biscayne,SE,FL,BISC,Biscayne National Park,National Park,348219
1982,600051,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MIMA_metadata.xml,1,Minute Man,NE,MA,MIMA,Minute Man National Historical Park,National Historical Park,1037897
1982,2733432,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ARPO_metadata.xml,1,Arkansas Post,MW,AR,ARPO,Arkansas Post National Memorial,National Memorial,58349
1982,1262098,POLYGON,http://nrdata.nps.gov/programs/Lands/MORU_metadata.xml,1,Mount Rushmore,MW,SD,MORU,Mount Rushmore National Memorial,National Memorial,1484300
1982,1377201,POLYGON,http://nrdata.nps.gov/programs/Lands/GUMO_metadata.xml,1,Guadalupe Mountains,IM,TX,GUMO,Guadalupe Mountains National Park,National Park,140620
1982,226274,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/JOMU_metadata.xml,1,John Muir,PW,CA,JOMU,John Muir National Historic Site,National Historic Site,33015
1982,1498529,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PETE_metadata.xml,1,Petersburg,NE,VA,PETE,Petersburg National Battlefield,National Battlefield,550783
1982,1504974,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOVA_metadata.xml,1,Fort Vancouver,PW,WA,FOVA,Fort Vancouver National Historic Site,National Historic Site,201353
1982,1888960,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SAGA_metadata.xml,1,Saint-Gaudens,NE,NH,SAGA,Saint-Gaudens National Historic Site,National Historic Site,38002
1982,607138,POLYGON,http://nrdata.nps.gov/programs/Lands/JOFI_metadata.xml,1,John Fitzgerald Kennedy,NE,MA,JOFI,John Fitzgerald Kennedy National Historic Site,National Historic Site,16829
1982,765817,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/JEFF_metadata.xml,1,Jefferson,MW,MO,JEFF,Jefferson National Expansion Memorial,National Memorial,2967323
1982,314296,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOPU_metadata.xml,1,Fort Pulaski,SE,GA,FOPU,Fort Pulaski National Monument,National Monument,278463
1982,2083047,POLYGON,http://nrdata.nps.gov/programs/Lands/THRB_metadata.xml,1,Theodore Roosevelt Birthplace,NE,NY,THRB,Theodore Roosevelt Birthplace National Historic Site,National Historic Site,12563
1982,40512,POLYGON,http://nrdata.nps.gov/programs/Lands/CORO_metadata.xml,1,Coronado,IM,AZ,CORO,Coronado National Memorial,National Memorial,43330
1982,1027483,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WRBR_metadata.xml,1,Wright Brothers,SE,NC,WRBR,Wright Brothers National Memorial,National Memorial,415360
1982,1223739,POLYGON,http://nrdata.nps.gov/programs/Lands/KIMO_metadata.xml,1,Kings Mountain,SE,SC,KIMO,Kings Mountain National Military Park,National Military Park,213630
1982,1428242,POLYGON,http://nrdata.nps.gov/programs/Lands/GOSP_metadata.xml,1,Golden Spike,IM,UT,GOSP,Golden Spike National Historic Site,National Historic Site,45163
1982,970557,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SAHI_metadata.xml,1,Sagamore Hill,NE,NY,SAHI,Sagamore Hill National Historic Site,National Historic Site,144023
1982,262358,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LABE_metadata.xml,1,Lava Beds,PW,CA,LABE,Lava Beds National Monument,National Monument,77705
1982,447197,POLYGON,http://nrdata.nps.gov/programs/Lands/GERO_metadata.xml,1,George Rogers Clark,MW,IN,GERO,George Rogers Clark National Historical Park,National Historical Park,107725
1982,2733437,POLYGON,http://nrdata.nps.gov/programs/Lands/LONG_metadata.xml,1,Longfellow,NE,MA,LONG,Longfellow House-Washington's Headquarters National Historic Site,National Historic Site,17665
1982,1193717,POLYGON,http://nrdata.nps.gov/programs/Lands/HOFU_metadata.xml,1,Hopewell Furnace,NE,PA,HOFU,Hopewell Furnace National Historic Site,National Historic Site,150975
1982,31964,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MOCA_metadata.xml,1,Montezuma Castle,IM,AZ,MOCA,Montezuma Castle National Monument,National Monument,454985
1982,255948,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/KICA_metadata.xml,1,Kings Canyon,PW,CA,KICA,Kings Canyon National Park,National Park,831044
1982,1888963,POLYGON,http://nrdata.nps.gov/programs/Lands/SPAR_metadata.xml,1,Springfield Armory,NE,MA,SPAR,Springfield Armory National Historic Site,National Historic Site,18134
1982,1531185,POLYGON,http://nrdata.nps.gov/programs/Lands/WHMI_metadata.xml,1,Whitman Mission,PW,WA,WHMI,Whitman Mission National Historic Site,National Historic Site,97811
1982,531835,POLYGON,http://nrdata.nps.gov/programs/Lands/LINC_metadata.xml,1,Lincoln Memorial,NC,DC,LINC,Lincoln Memorial,National Memorial,3131753
1982,1455157,POLYGON,http://nrdata.nps.gov/programs/Lands/ZION_metadata.xml,1,Zion,IM,UT,ZION,Zion National Park,National Park,1246290
1982,126026,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/RUCA_metadata.xml,1,Russell Cave,SE,AL,RUCA,Russell Cave National Monument,National Monument,21780
1982,1357585,POLYGON,http://nrdata.nps.gov/programs/Lands/FODA_metadata.xml,1,Fort Davis,IM,TX,FODA,Fort Davis National Historic Site,National Historic Site,74988
1982,767934,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/BICA_metadata.xml,1,Bighorn Canyon,IM,WY,BICA,Bighorn Canyon National Recreation Area,National Recreation Area,391017
1982,358732,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PUHO_metadata.xml,1,Pu'uhonua o Honaunau,PW,HI,PUHO,Pu'uhonua o Honaunau National Historical Park,National Historical Park,345920
1982,229295,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MUWO_metadata.xml,1,Muir Woods,PW,CA,MUWO,Muir Woods National Monument,National Monument,1171430
1982,358382,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HALE_metadata.xml,1,Haleakala,PW,HI,HALE,Haleakala National Park,National Park,771762
1982,1888938,POLYGON,http://nrdata.nps.gov/programs/Lands/KNRI_metadata.xml,1,Knife River Indian Villages,MW,ND,KNRI,Knife River Indian Villages National Historic Site,National Historic Site,4858
1982,878495,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MORR_metadata.xml,1,Morristown,NE,NJ,MORR,Morristown National Historical Park,National Historical Park,534659
1982,457629,POLYGON,http://nrdata.nps.gov/programs/Lands/HEHO_metadata.xml,1,Herbert Hoover,MW,IA,HEHO,Herbert Hoover National Historic Site,National Historic Site,254334
1982,833315,POLYGON,http://nrdata.nps.gov/programs/Lands/SCBL_metadata.xml,1,Scotts Bluff,MW,NE,SCBL,Scotts Bluff National Monument,National Monument,170175
1982,1200751,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/JOFL_metadata.xml,1,Johnstown Flood,NE,PA,JOFL,Johnstown Flood National Memorial,National Memorial,44183
1982,1888941,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LYJO_metadata.xml,1,Lyndon B. Johnson,IM,TX,LYJO,Lyndon B. Johnson National Historical Park,National Historical Park,290524
1982,826917,POLYGON,http://nrdata.nps.gov/programs/Lands/AGFO_metadata.xml,1,Agate Fossil Beds,MW,NE,AGFO,Agate Fossil Beds National Monument,National Monument,9018
1982,885961,POLYGON,http://nrdata.nps.gov/programs/Lands/AZRU_metadata.xml,1,Aztec Ruins,IM,NM,AZRU,Aztec Ruins National Monument,National Monument,60878
1982,1434866,POLYGON,http://nrdata.nps.gov/programs/Lands/CARE_metadata.xml,1,Capitol Reef,IM,UT,CARE,Capitol Reef National Park,National Park,289486
1982,266641,POLYGON,http://nrdata.nps.gov/programs/Lands/DEPO_metadata.xml,1,Devils Postpile,PW,CA,DEPO,Devils Postpile National Monument,National Monument,79999
1982,1888902,MULTIPOLYGON,POC: Scott_Thompson-Buchanan@nps.gov (boundary data only),1,Big Thicket,IM,TX,BITH,Big Thicket National Preserve,National Preserve,43824
1982,277261,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/jotr_metadata.xml,1,Joshua Tree,PW,CA,JOTR,Joshua Tree National Park,National Park,673201
1982,751466,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ozar_metadata.xml,1,Ozark,MW,MO,OZAR,Ozark National Scenic Riverways,National Scenic Riverway,1449168
1982,1033824,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/THRO_METADATA.xml,1,Theodore Roosevelt,MW,ND,THRO,Theodore Roosevelt National Park,National Park,677014
1982,1888912,POLYGON,http://nrdata.nps.gov/programs/Lands/EISE_METADATA.xml,1,Eisenhower,NE,PA,EISE,Eisenhower National Historic Site,National Historic Site,148800
1982,1193713,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FONE_METADATA.xml,1,Fort Necessity,NE,PA,FONE,Fort Necessity National Battlefield,National Battlefield,139511
1982,936877,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SAPU_METADATA.xml,1,Salinas Pueblo Mission,IM,NM,SAPU,Salinas Pueblo Missions National Monument,National Monument,32491
1982,247533,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PINN_METADATA.xml,1,Pinnacles,PW,CA,PINN,Pinnacles National Park,National Park,171026
1982,1614406,POLYGON,POC:  Gil_Noice@nps.gov (boundary data only),1,Virgin Islands,SE,VI,VIIS,Virgin Islands National Park,National Park,673480
1982,204948,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ROMO_METADATA.xml,1,Rocky Mountain,IM,CO,ROMO,Rocky Mountain National Park,National Park,2564116
1982,23864,POLYGON,http://nrdata.nps.gov/programs/Lands/PEFO_METADATA.xml,1,Petrified Forest,IM,AZ,PEFO,Petrified Forest National Park,National Park,710619
1982,936878,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CHCU_METADATA.xml,1,Chaco Culture,IM,NM,CHCU,Chaco Culture National Historical Park,National Historical Park,72874
1982,857501,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/DEVA_METADATA.xml,1,Death Valley,PW,CA,DEVA,Death Valley National Park,National Park,679992
1982,2057537,POLYGON,http://nrdata.nps.gov/programs/Lands/FEHA_METADATA.xml,1,Federal Hall,NE,NY,FEHA,Federal Hall National Memorial,National Memorial,112387
1982,595218,POLYGON,http://nrdata.nps.gov/programs/Lands/FOMC_METADATA.xml,1,Fort McHenry,NE,MD,FOMC,Fort McHenry National Monument and Historic Shrine,National Monument,685443
1982,196412,MULTIPOLYGON,POC: Scott_Thompson-Buchanan@nps.gov (boundary data only),1,Curecanti,IM,CO,CURE,Curecanti National Recreation Area,National Recreation Area,994265
1982,23866,POLYGON,http://nrdata.nps.gov/programs/Lands/GRCA_METADATA.xml,1,Grand Canyon,IM,AZ,GRCA,Grand Canyon National Park,National Park,2293127
1982,858265,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LAKE_METADATA.xml,1,Lake Mead,PW,NV,LAKE,Lake Mead National Recreation Area,National Recreation Area,5390496
1982,600017,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SAIR_METADATA.xml,1,Saugus Iron Works,NE,MA,SAIR,Saugus Iron Works National Historic Site,National Historic Site,37581
1982,1904107,POLYGON,http://nrdata.nps.gov/programs/Lands/ROWI_metadata.xml,1,Roger Williams,NE,RI,ROWI,Roger Williams National Memorial,National Memorial,14353
1982,44811,POLYGON,http://nrdata.nps.gov/programs/Lands/CAGR_metadata.xml,1,Casa Grande Ruins,IM,AZ,CAGR,Casa Grande Ruins National Monument,National Monument,105190
1982,310345,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/KEMO_metadata.xml,1,Kennesaw Mountain,SE,GA,KEMO,Kennesaw Mountain National Battlefield Park,National Battlefield Park,963835
1982,1993781,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CHRI_metadata.xml,1,Christiansted,SE,VI,CHRI,Christiansted National Historic Site,National Historic Site,99531
1982,1214216,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ALPO_metadata.xml,1,Allegheny Portage Railroad,NE,PA,ALPO,Allegheny Portage Railroad National Historic Site,National Historic Site,60069
1982,294586,POLYGON,http://nrdata.nps.gov/programs/Lands/DESO_metadata.xml,1,De Soto,SE,FL,DESO,De Soto National Memorial,National Memorial,197272
1982,310534,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ANDE_metadata.xml,1,Andersonville,SE,GA,ANDE,Andersonville National Historic Site,National Historic Site,104053
1982,1888951,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/OCMU_metadata.xml,1,Ocmulgee,SE,GA,OCMU,Ocmulgee National Monument,National Monument,80904
1982,1247412,POLYGON,http://nrdata.nps.gov/programs/Lands/COWP_metadata.xml,1,Cowpens,SE,SC,COWP,Cowpens National Battlefield,National Battlefield,52502
1982,2877,POLYGON,http://nrdata.nps.gov/programs/Lands/CHIR_metadata.xml,1,Chiricahua,IM,AZ,CHIR,Chiricahua National Monument,National Monument,55058
1982,1175577,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GETT_METADATA.xml,1,Gettysburg,NE,PA,GETT,Gettysburg National Military Park,National Military Park,1151141
1982,806847,POLYGON,http://nrdata.nps.gov/programs/Lands/GRKO_metadata.xml,1,Grant-Kohrs Ranch,IM,MT,GRKO,Grant-Kohrs Ranch National Historic Site,National Historic Site,27790
1982,2733421,POLYGON,http://nrdata.nps.gov/programs/Lands/DETO_METADATA.xml,1,Devils Tower,IM,WY,DETO,Devils Tower National Monument,National Monument,264303
1982,600140,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/BOST_metadata.xml,1,Boston,NE,MA,BOST,Boston National Historical Park,National Historical Park,1703122
1982,1147260,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/ORCA_metadata.xml,1,Oregon Caves,PW,OR,ORCA,Oregon Caves National Monument and Preserve,National Monument,115045
1982,2733424,POLYGON,http://nrdata.nps.gov/programs/Lands/GEGR_METADATA.xml,1,General Grant,NE,NY,GEGR,General Grant National Memorial,National Memorial,43620
1982,255952,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GOGA_metadata.xml,1,Golden Gate,PW,CA,GOGA,Golden Gate National Recreation Area,National Recreation Area,19897389
1982,1133439,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/JODA_METADATA.xml,1,John Day Fossil Beds,PW,OR,JODA,John Day Fossil Beds National Monument,National Monument,106123
1982,986193,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GUCO_metadata.xml,1,Guilford Courthouse,SE,NC,GUCO,Guilford Courthouse National Military Park,National Military Park,219540
1982,1581059,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/APIS_metadata.xml,1,Apostle Islands,MW,WI,APIS,Apostle Islands National Lakeshore,National Lakeshore,125756
1982,53246,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PERI_metadata.xml,1,Pea Ridge,MW,AR,PERI,Pea Ridge National Military Park,National Military Park,105296
1982,2035603,POLYGON,http://nrdata.nps.gov/programs/Lands/THRI_metadata.xml,1,Theodore Roosevelt Inaugural,NE,NY,THRI,Theodore Roosevelt Inaugural National Historic Site,National Historic Site,14975
1982,262325,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/LAVO_metadata.xml,1,Lassen Volcanic,PW,CA,LAVO,Lassen Volcanic National Park,National Park,414859
1982,1265096,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/BADL_metadata.xml,1,Badlands,MW,SD,BADL,Badlands National Park,National Park,1030484
1982,1284664,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FODO_METADATA.xml,1,Fort Donelson,SE,TN,FODO,Fort Donelson National Battlefield,National Battlefield,233631
1982,968452,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/VAMA_metadata.xml,1,Vanderbilt Mansion,NE,NY,VAMA,Vanderbilt Mansion National Historic Site,National Historic Site,368936
1982,1534055,MULTIPOLYGON,NA,1,San Juan Island,PW,WA,SAJH,San Juan Island National Historical Park,National Historical Park,113385
1982,882894,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GATE_metadata.xml,1,Gateway,NE,NY,GATE,Gateway National Recreation Area,National Recreation Area,9869135
1982,1888970,POLYGON,http://nrdata.nps.gov/programs/Lands/UPDE_metadata.xml,1,Upper Delaware,NE,PA,UPDE,Upper Delaware Scenic and Recreational River,Scenic and Recreational River,106502
1982,771520,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOUS_metadata.xml,1,Fort Union Trading Post,MW,ND,FOUS,Fort Union Trading Post National Historic Site,National Historic Site,7381
1982,779820,POLYGON,http://nrdata.nps.gov/programs/Lands/BIHO_metadata.xml,1,Big Hole,PW,MT,BIHO,Big Hole National Battlefield,National Battlefield,41128
1982,44981,POLYGON,http://nrdata.nps.gov/programs/Lands/CACH_metadata.xml,1,Canyon de Chelly,IM,AZ,CACH,Canyon de Chelly National Monument,National Monument,373526
1982,1066328,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/CUVA_metadata.xml,1,Cuyahoga Valley,MW,OH,CUVA,Cuyahoga Valley National Park,National Park,717815
1982,606900,POLYGON,http://nrdata.nps.gov/programs/Lands/caco_METADATA.xml,1,Cape Cod,NE,MA,CACO,Cape Cod National Seashore,National Seashore,4021111
1982,964487,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/sara_METADATA.xml,1,Saratoga,NE,NY,SARA,Saratoga National Historical Park,National Historical Park,121867
1982,1528416,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/MORA_metadata.xml,1,Mount Rainier,PW,WA,MORA,Mount Rainier National Park,National Park,1007300
1982,446882,POLYGON,http://nrdata.nps.gov/programs/Lands/LIBO_metadata.xml,1,Lincoln Boyhood,MW,IN,LIBO,Lincoln Boyhood National Memorial,National Memorial,207898
1982,1971618,POLYGON,http://nrdata.nps.gov/programs/Lands/FRLA_METADATA.xml,1,Frederick Law Olmsted,NE,MA,FRLA,Frederick Law Olmsted National Historic Site,National Historic Site,2911
1982,1467038,POLYGON,http://nrdata.nps.gov/programs/Lands/GEWA_METADATA.xml,1,George Washington Birthplace,NE,VA,GEWA,George Washington Birthplace National Monument,National Monument,131001
1982,2083660,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HAGR_metadata.xml,1,Hamilton Grange,NE,NY,HAGR,Hamilton Grange National Memorial,National Memorial,0
1982,584846,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HAMP_metadata.xml,1,Hampton,NE,MD,HAMP,Hampton National Historic Site,National Historic Site,80111
1982,23865,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/GLCA_METADATA.xml,1,Glen Canyon,IM,UT,GLCA,Glen Canyon National Recreation Area,National Recreation Area,1733226
1982,255923,POLYGON,http://nrdata.nps.gov/programs/Lands/YOSE_METADATA.xml,1,Yosemite,PW,CA,YOSE,Yosemite National Park,National Park,2415587
1982,446903,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/INDU_metadata.xml,1,Indiana Dunes,MW,IN,INDU,Indiana Dunes National Lakeshore,National Lakeshore,1066573
1982,158362,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/TUIN_METADATA.xml,1,Tuskegee Institute,SE,AL,TUIN,Tuskegee Institute National Historic Site,National Historic Site,82990
1982,282677,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/FOCA_metadata.xml,1,Fort Caroline,SE,FL,FOCA,Fort Caroline National Memorial,National Memorial,151607
1982,1597073,POLYGON,http://nrdata.nps.gov/programs/Lands/FOLA_METADATA.xml,1,Fort Laramie,IM,WY,FOLA,Fort Laramie National Historic Site,National Historic Site,94936
1982,1888931,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/HOCU_metadata.xml,1,Hopewell Culture,MW,OH,HOCU,Hopewell Culture National Historical Park,National Historical Park,43606
1982,169567,POLYGON,http://nrdata.nps.gov/programs/Lands/DINO_metadata.xml,1,Dinosaur,IM,CO,DINO,Dinosaur National Monument,National Monument,396938
1982,1472799,POLYGON,http://nrdata.nps.gov/programs/Lands/PRWI_METADATA.xml,1,Prince William Forest Park,NC,VA,PRWI,Prince William Forest Park,Park,439724
1982,880864,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/STLI_METADATA.xml,1,Statue Of Liberty,NE,NY,STLI,Statue Of Liberty National Monument,National Monument,1784297
1982,928874,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/BAND_metadata.xml,1,Bandelier,IM,NM,BAND,Bandelier National Monument,National Monument,210850
1982,10683,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/SAGU_metadata.xml,1,Saguaro,IM,AZ,SAGU,Saguaro National Park,National Park,566807
1982,1263056,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/WICA_metadata.xml,1,Wind Cave,MW,SD,WICA,Wind Cave National Park,National Park,467392
1982,937161,MULTIPOLYGON,http://nrdata.nps.gov/programs/Lands/PECO_metadata.xml,1,Pecos,IM,NM,PECO,Pecos National Historical Park,National Historical Park,38926
