acc_id,acc_date,acc_state,acc_city,fix_port,source,bus_type,industry_sector,device_category,device_type,tradename_or_generic,manufacturer,num_injured,age_youngest,gender,acc_desc,injury_desc,report,category,mechanical,op_error,employee,notes
1004017,8/31/2014,TX,El Paso,P,United States Consumer Product Safety Commission,Carnival or rental,amusement ride,spinning,Roll-o-plane/booster/speed,Sidewinder,Eyerly Aircraft Co.,2,13,F,"Two teenagers were thrown from their carrier. As the gondola was coming down, the door opened and a 13yo boy was thrown into a barricade. The other rider, a 13yo girl fell from the gondola when it was at its maximum height, hitting the pavement near the ride's support legs. A patron waiting in line stated that the two operators were arguing when the teens boarded, and the operator in charge of directing patrons in did not close the door of their gondola. The witness yelled to the operators, but they started the ride anyway. Other witnesses corroborated that story. Texas does not have a regulatory unit to investigate accidents. By the time CPSC initiated an investigation, the ride had been moved and the owner/operator did not respond to CPSC.",13yo female sustained serious head and facial injuries and was hospitalized for a week. 13yo male sustained minor injuries.,https://saferparksdata.org/sites/default/files/accident_reports/CPSC-TX-2014-08-31.pdf,Fall: ejection/fall from ride,,1,,
1003646,8/31/2014,TX,San Antonio,F,Texas Dept. of Insurance,Amusement park,water park,water slide,Family raft slide,family raft,,1,32,F,Struck by fellow rider in the same tube.,Laceration/Avulsion to mouth,,Collision: patrons collided (participatory),,,,
1003426,8/31/2014,TX,El Paso,P,Texas Dept. of Insurance,Carnival or rental,amusement ride,spinning,Roll-o-plane/booster/speed,Sidewinder,Eyerly Aircraft Co.,2,13,F,"Door opened and patron fell out, approximately 20 feet to the ground.",Two 13yo patrons were transported to hospital. Injuries not described.,,Fall: ejection/fall from ride,,,,
1001676,8/31/2014,NH,Gilford,F,New Hampshire Dept. of Safety,Mountain resort,recreation,inflatable,Air bag,air bag - launch,Big Air Bag,1,38,F,Left ramp upright landed leaning toward left. &nbsp;Felt neck strain on landing,Neck strain,,Awkward landing,,,,
1008562,9/1/2014,CA,Chula Vista,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Tube slide,tube slide,WhiteWater West Industries Ltd.,1,23,M,"Patron dislocated right shoulder after dispatching himself on the tube at the top of the slide and leaning to the right, hitting his shoulder against the side. History of previous shoulder dislocation.",Dislocated shoulder,,Hyperextension or dislocation,,,,
1008561,9/1/2014,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,vertical drop,Drop tower,drop tower,In-house,1,28,M,Patron stated he felt dizzy and experienced chest pains after going on the attraction. He stated he has a history of hypertension.,"Dizziness, chest pain",,Body pain (normal motion),,,,
1008560,9/1/2014,CA,Vista,F,California Division of Occupational Safety and Health,Water park,water park,wave device,Continuous wave,Flow Rider,Wave Loch / Flow Rider,1,11,M,"While exiting the attraction, patron mis-stepped, causing him to injure his right ankle.",Ankle Injury,,Load/Unload: scrape or stumble,,,,
1008559,9/1/2014,CA,Buena Park,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,pendulum,Pirate ship,Sea Dragon,"Chance Manufacturing, Inc.",1,36,F,"While getting off the ride, the patron injured her left foot/ankle.",Injury to foot/ankle,,Load/Unload: scrape or stumble,,,,
1008166,9/1/2014,CA,Roseville,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Tube slide,tube slide,"Water Fun Products, Inc.",1,49,F,"Patron was attempting to step into the ride when she fell, resulting in a twisted or broken ankle or leg.",Possible fracture of ankle or leg,,Load/Unload: scrape or stumble,,,,
1006731,9/1/2014,CA,Monterey,P,California Division of Occupational Safety and Health,Carnival or rental,amusement ride,spinning,Orbiter/octopus-type,Orbiter,,1,,F,"Patron felt dizzy after getting off the ride. She sat down and when she got up, she vomitted. She also complained of a stiff neck. People who saw her get sick called paramedics. Paramedics checked vitals and released her. Her father took her home.","Dizziness, vomiting",,Illness or neurological symptoms,,,,
1006160,9/1/2014,PA,Allentown,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,water ride,Flume ride,flume ride,,1,15,F,"Patron states she was riding with arms raised and as her boat entered the splash pool, her left wrist struck the outside part of the boat and was pinched between the boat and the side of the flume in the splash pool.",Fractured arm,,Entrapment or pinch-point,,,,
1006159,9/1/2014,PA,Allentown,F,Pennsylvania Dept. of Agriculture,Amusement park,water park,water slide,Tube slide,tube slide,WhiteWater West Industries Ltd.,1,11,F,"While in the queue, the patron experienced a seizure.",Seizure,,Illness: Seizure or LOC,,,,
1003958,9/1/2014,TX,Seguin,F,Texas Dept. of Insurance,Amusement park,amusement ride,water ride,Flume ride,water coaster ride,,1,39,F,Fell out of tube,Cut requiring stitches to right forearm,,"Fall: patron fell off inner tube, mat or board",,,,
1003732,9/1/2014,TX,Arlington,F,Texas Dept. of Insurance,Water park,water park,water slide,Mat slide,racing slide,,1,13,M,Cut on fence,Laceration to finger,,"Impact with pad, divider or edge",,,,
1003507,9/1/2014,TX,Garland,F,Texas Dept. of Insurance,Water park,water park,aquatic play,Aquatic play area,water play structure,,1,7,M,Rider Error,laceration to forehead,,Impact: hit something in participatory attraction,,,,
1003036,9/1/2014,NJ,Clementon,F,New Jersey Dept. of Community Affairs,Amusement park,water park,water slide,Mat slide,racing slide,Waterworld Products Inc.,1,19,F,Patron stated she hit chin on slide upon jumping onto the slide for start of ride,Chin injury,,Impact: hit something in participatory attraction,,,,
1001250,9/1/2014,KY,Williamsburg,F,Kentucky Department of Agriculture,Water park,water park,water slide,Body slide,enclosed body slide,,1,19,M,stood up too soon,hit head,,Impact: hit something in participatory attraction,,,,
1000778,9/1/2014,FL,DESTIN,F,Florida Dept. of Agriculture,Water park,water park,water slide,Tube slide,tube slide,,1,42,F,"42 year old female flipped out of her double tube, and hit the slide wall surface.",Neck and shoulder pain,,"Fall: patron fell off inner tube, mat or board",,,,
1008564,9/2/2014,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Flume ride,flume ride,In-house,1,44,F,"Patron stated at bottom of the big drop, her head jerked backwards, causing neck pain and headache. She was seated in second last seat.",Neck pain and head pain,,Abrupt stop/drop/lurch,,,,
1008563,9/2/2014,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,In-house,1,66,M,"Patron stated he felt dizzy and disoriented and panicked after riding. He has history of high blood pressure, takes medication, and had a stroke at age 42.","Dizzy, disoriented, panicked",,Illness or neurological symptoms,,,,
1001405,9/4/2014,NC,Concord,P,North Carolina Dept. of Labor,Carnival or rental,amusement ride,spinning,Himalaya-type,Swing Buggy,Bertazzon 3B SLR,1,51,M,Employee was setting up Swing Buggy on the top deck and slipped off. &nbsp;The deck was wet and is 5'9&quot; off the ground.,Compound fracture with laceration 1 inch wide by 9&quot; long.,,Employee injured,,1,1,
1008567,9/5/2014,CA,Palm Springs,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Tube slide,tube slide,WhiteWater West Industries Ltd.,1,38,M,Patron flipped over while riding and got a small laceration to right eyebrow.,Laceration to eyebrow,,Impact: hit something in participatory attraction,,,,
1008566,9/5/2014,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,In-house,1,55,M,"Patron stated he started vomiting after the ride. He had high blood pressure, has a history of high blood pressure and stroke.","Vomiting, high blood pressure",,Illness or neurological symptoms,,,,
1008565,9/5/2014,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,cars & track rides,Train/tram,train,In-house,1,41,M,Patron stated he fainted during the ride. He has a history of heart attack.,Loss of consciousness. He was alert when transported to the hospital.,,Illness: Seizure or LOC,,,,
1006161,9/6/2014,PA,Altoona,F,Pennsylvania Dept. of Agriculture,Amusement park,amusement ride,spinning,Carousel,carousel,Stein & Goldstein,1,38,F,Patron was stepping off the carousel and hit her toe on something.,Dislocated toe,,Load/Unload: scrape or stumble,,,,
1003280,9/6/2014,NJ,Ocean City,F,New Jersey Dept. of Community Affairs,Amusement park,amusement ride,other attraction,Walk-through,fun house,Owens Trailers Inc.,1,11,M,"Patron's shoes were wet while going through device. When he went over the Rollie floor he slipped and fell, bumping his forehead. &nbsp;",Small cut on the left side of his forehead.,,Fall: in climb or play area,,,,
1001677,9/6/2014,NH,Gilford,F,New Hampshire Dept. of Safety,Mountain resort,recreation,inflatable,Air bag,air bag - launch,Big Air Bag,1,25,F,Came out of tube landed on head/face,Scratched forehead,,Awkward landing,,,,
1008622,9/7/2014,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,spinning,Whip,Whip,In-house,1,45,F,Patron stated she found a bruise under her left thigh the day after riding the attraction and feels it was caused from the ride.,Bruise to left thigh,,Unknown (not enough info),,,,
1008570,9/7/2014,CA,Carson,F,California Division of Occupational Safety and Health,City or county park,water park,water slide,Water slide - undefined,waterslide,Natural Structures Waterslides,1,7,F,Patron ran into opening of slide. She hit her head on the rim of the slide that does not curve.,Head injury; land spinal protocol was followed.,,Impact: hit something in participatory attraction,,,,
1008165,9/7/2014,CA,Sacramento,F,California Division of Occupational Safety and Health,Water park,water park,water slide,Bowl slide,Cannon Bowl,Pro Slide,1,23,F,Patron was getting out of tube when she slipped and hit her leg on the stairs.,Leg injury,,Load/Unload: scrape or stumble,,,,
1003723,9/7/2014,TX,Arlington,F,Texas Dept. of Insurance,Water park,water park,water slide,Funnel,Tornado waterslide,Pro Slide,1,36,M,Fell off tube,Contusion to hip,,"Fall: patron fell off inner tube, mat or board",,,,
1008572,9/8/2014,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,looping coaster,Intamin AG,1,9,F,Patron stated she struck her back on the seat when the vehicle reached the top of the loop.,Back injury,,Impact: hit something within ride vehicle,,,,
1008571,9/8/2014,CA,Anaheim,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,coaster,Coaster - steel,steel sitdown coaster,In-house,1,80,F,"Patron stated she hit the top of her left hand during the ride, resulting in a bruise. She had surgery on the same hand 7 weeks ago and was wearing a hard brace.",Injury to left hand,,Impact: hit something within ride vehicle,,,,
1001116,9/9/2014,IA,Des Moines,P,Iowa Workforce Development,Carnival or rental,recreation,inflatable,Inflatable game,inflatable bungee run,,1,28,F,"Young girl was in the vest of the bungee run and let her play. &nbsp;The girl pulled on the bungee cord and it pulled her back, knocking her down. &nbsp;The girl complained the vest choked her and that her neck hurt. The girl was taken by ambulance to the hospital.",Injury to neck,,Other,,,,
1008573,9/10/2014,CA,Los Angeles,F,California Division of Occupational Safety and Health,Amusement park,amusement ride,water ride,Shoot the chute,shoot the chute,Vekoma,1,9,,"After the final drop, the patron indicated neck pain.","Neck pain, treated in first aid, then transported at parent's request.",,Body pain (normal motion),,,,
1005368,9/11/2014,OK,Oklahoma City,P,Oklahoma Dept. of Labor,Carnival or rental,amusement ride,spinning,Rotor/gravitron,Gravitron/Starship,"Wisdom Industries, Ltd.",1,46,M,Patron states that he was getting pushed up against the wall at the start of the ride and hit his head on top of the ride. &nbsp;Operator states that patron intentionally tried to work his way up the table.,"Head pain, 1&quot; laceration across back of head.",,Impact: hit something within ride vehicle,,,,
1005355,9/11/2014,OK,Oklahoma City,P,Oklahoma Dept. of Labor,Carnival or rental,amusement ride,other attraction,Walk-through,fun house,Owens Trailers Inc.,1,2,F,Toddler went through the maze with her 10yo brother. She went down the slide by herself. She got turned sizeways and tumbled down the slide.,Goose-egg bump on the front of her head.,,Impact: hit something in participatory attraction,,,,
1005348,9/11/2014,OK,Oklahoma City,P,Oklahoma Dept. of Labor,Carnival or rental,amusement ride,spinning,Orbiter/octopus-type,Hurricane,KMG International,1,30,F,"Patron was riding in the green tub. When the tub made its first turn, she stated it popped her head back out of the headrest and stuck in the corner of the outside. She said she tried to get the operator to stop, but he ignored her. When the ride came to a stop, her neck was hurting badly.",Neck pain,,Body pain (normal motion),,,,
