name,category,cr,size,type,descriptive_tags,alignment,ac,initiative,hp,hp_number,speed,speed_base_number,str,dex,con,int,wis,cha,str_save,dex_save,con_save,int_save,wis_save,cha_save,skills,resistances,vulnerabilities,immunities,gear,senses,languages,full_text
Giant Lizard,Animals,0.25,Large,Beast,NA,Unaligned,12,1,19 (3d10 + 3),19,"Speed 40 ft., Climb 40 ft.",40,15,12,13,2,10,5,2,3,1,-4,0,-3,NA,NA,NA,NA,NA,Darkvision 60 ft.; Passive Perception 10,None,"Giant Lizard
Large Beast, Unaligned
AC 12                Initiative +1 (11)
HP 19 (3d10 + 3)
Speed 40 ft., Climb 40 ft.
MOD SAVE             MOD SAVE           MOD SAVE
Str 15 +2 +2         Dex 12 +1 +3         Con 13 +1 +1
Int 2 −4 −4          Wis 10 +0 +0         Cha 5 −3 −3
Senses Darkvision 60 ft.; Passive Perception 10
Languages None
CR 1/4 (XP 50; PB +2)
Traits
Spider Climb. The lizard can climb difficult surfaces,
including along ceilings, without needing to make an
ability check.
Actions
Bite. Melee Attack Roll: +4, reach 5 ft. Hit: 6 (1d8 + 2)
Piercing damage."
Giant Octopus,Animals,1,Large,Beast,NA,Unaligned,11,1,45 (7d10 + 7),45,"Speed 10 ft., Swim 60 ft.",10,17,13,13,5,10,4,3,1,1,-3,0,-3,"Perception +4, Stealth +5",NA,NA,NA,NA,Darkvision 60 ft.; Passive Perception 14,None,"Giant Octopus
Large Beast, Unaligned
AC 11               Initiative +1 (11)
HP 45 (7d10 + 7)
Speed 10 ft., Swim 60 ft.
MOD SAVE
Str 17 +3 +3
MOD SAVE
Dex 13 +1 +1
MOD SAVE
Con 13 +1 +1
Int 5 −3 −3          Wis 10 +0 +0         Cha 4 −3 −3
Skills Perception +4, Stealth +5
Senses Darkvision 60 ft.; Passive Perception 14
Languages None
CR 1 (XP 200; PB +2)
Traits
Water Breathing. The octopus can breathe only under-
water. It can hold its breath for 1 hour outside water.
Actions
Tentacles. Melee Attack Roll: +5, reach 10 ft. Hit: 10
(2d6 + 3) Bludgeoning damage. If the target is a Me-
dium or smaller creature, it has the Grappled condition
(escape DC 13) from all eight tentacles. While Grap-
pled, the target has the Restrained condition.
Reactions
Ink Cloud (1/Day). Trigger: The octopus takes damage
while underwater. Response: The octopus releases ink
that fills a 10-foot Cube centered on itself, and the oc-
topus moves up to its Swim Speed. The Cube is Heavily
Obscured for 1 minute or until a strong current or simi-
lar effect disperses the ink."
Giant Owl,Animals,0.25,Large,Celestial,NA,Neutral,12,2,19 (3d10 + 3),19,"Speed 5 ft., Fly 60 ft.",5,13,15,12,10,14,10,1,2,1,0,4,0,"Perception +6, Stealth +6","Necrotic, Radiant",NA,NA,NA,Darkvision 120 ft.; Passive Perception 16,"Celestial; understands Common, Elvish, and Sylvan but can’t speak them","Giant Owl
Large Celestial, Neutral
AC 12		                    Initiative +2 (12)
HP 19 (3d10 + 3)
Speed 5 ft., Fly 60 ft.
MOD SAVE            MOD SAVE            MOD SAVE
Str 13 +1 +1         Dex 15 +2 +2         Con 12 +1 +1
Int 10 +0 +0         Wis 14 +2 +4         Cha 10 +0 +0
Skills Perception +6, Stealth +6
Resistances Necrotic, Radiant
Senses Darkvision 120 ft.; Passive Perception 16
Languages Celestial; understands Common, Elvish, and
Sylvan but can’t speak them
CR 1/4 (XP 50; PB +2)
Traits
Flyby. The owl doesn’t provoke an Opportunity Attack
when it flies out of an enemy’s reach.
Actions
Talons. Melee Attack Roll: +4, reach 5 ft. Hit: 7 (1d10
+ 2) Slashing damage.
Spellcasting. The owl casts one of the following spells,
requiring no spell components and using Wisdom as
the spellcasting ability:
At Will: Detect Evil and Good, Detect Magic
1/Day: Clairvoyance"
Giant Rat,Animals,0.125,Small,Beast,NA,Unaligned,13,3,7 (2d6),7,"Speed 30 ft., Climb 30 ft.",30,7,16,11,2,10,4,-2,5,0,-4,0,-3,Perception +2,NA,NA,NA,NA,Darkvision 60 ft.; Passive Perception 12,None,"Giant Rat
Small Beast, Unaligned
AC 13 		                   Initiative +3 (13)
HP 7 (2d6)
Speed 30 ft., Climb 30 ft.
MOD SAVE             MOD SAVE           MOD SAVE
Str 7 −2 −2          Dex 16 +3 +5         Con 11 +0 +0
Int 2 −4 −4          Wis 10 +0 +0         Cha 4 −3 −3
Skills Perception +2
Senses Darkvision 60 ft.; Passive Perception 12
Languages None
CR 1/8 (XP 25; PB +2)
Traits
Pack Tactics. The rat has Advantage on an attack roll
against a creature if at least one of the rat’s allies is
within 5 feet of the creature and the ally doesn’t have
the Incapacitated condition.
Actions
Bite. Melee Attack Roll: +5, reach 5 feet. Hit: 5 (1d4
+ 3) Piercing damage."
Giant Scorpion,Animals,3,Large,Beast,NA,Unaligned,15,1,52 (7d10 + 14),52,Speed 40 ft.,40,16,13,15,1,9,3,3,1,2,-5,-1,-4,NA,NA,NA,NA,NA,Blindsight 60 ft.; Passive Perception 9,None,"Giant Scorpion
Large Beast, Unaligned
AC 15 		                   Initiative +1 (11)
HP 52 (7d10 + 14)
Speed 40 ft.
MOD SAVE             MOD SAVE           MOD SAVE
Str 16 +3 +3         Dex 13 +1 +1         Con 15 +2 +2
Int 1 −5 −5          Wis 9 −1 −1          Cha 3 −4 −4
Senses Blindsight 60 ft.; Passive Perception 9
Languages None
CR 3 (XP 700; PB +2)
Actions
Multiattack. The scorpion makes two Claw attacks and
one Sting attack.
Claw. Melee Attack Roll: +5, reach 5 ft. Hit: 6 (1d6 + 3)
Bludgeoning damage. If the target is a Large or smaller
creature, it has the Grappled condition (escape DC 13)
from one of two claws.
Sting. Melee Attack Roll: +5, reach 5 ft. Hit: 7 (1d8 + 3)
Piercing damage plus 11 (2d10) Poison damage."
Giant Seahorse,Animals,0.5,Large,Beast,NA,Unaligned,14,1,16 (3d10),16,"Speed 5 ft., Swim 40 ft.",5,15,12,11,2,12,5,2,1,0,-4,1,-3,NA,NA,NA,NA,NA,Passive Perception 11,None,"Giant Seahorse
Large Beast, Unaligned
AC 14 		                   Initiative +1 (11)
HP 16 (3d10)
Speed 5 ft., Swim 40 ft.
MOD SAVE
Str 15 +2 +2
MOD SAVE
Dex 12 +1 +1
MOD SAVE
Con 11 +0 +0
Int 2 −4 −4          Wis 12 +1 +1         Cha 5 −3 −3
Senses Passive Perception 11
Languages None
CR 1/2 (XP 100; PB +2)
Traits
Water Breathing. The seahorse can breathe only
underwater.
Actions
Ram. Melee Attack Roll: +4, reach 5 ft. Hit: 9 (2d6
+ 2) Bludgeoning damage, or 11 (2d8 + 2) Bludgeoning
damage if the seahorse moved 20+ feet straight toward
the target immediately before the hit.
Bonus Actions
Bubble Dash. While underwater, the seahorse moves
up to half its Swim Speed without provoking Opportu-
nity Attacks."
Giant Shark,Animals,5,Huge,Beast,NA,Unaligned,13,3,92 (8d12 + 40),92,"Speed 5 ft., Swim 60 ft.",5,23,11,21,1,10,5,6,0,5,-5,0,-3,Perception +3,NA,NA,NA,NA,Blindsight 60 ft.; Passive Perception 13,None,"Giant Shark
Huge Beast, Unaligned
AC 13 		                   Initiative +3 (13)
HP 92 (8d12 + 40)
Speed 5 ft., Swim 60 ft.
MOD SAVE             MOD SAVE           MOD SAVE
Str 23 +6 +6         Dex 11 +0 +0         Con 21 +5 +5
Int 1 −5 −5          Wis 10 +0 +0         Cha 5 −3 −3
Skills Perception +3
Senses Blindsight 60 ft.; Passive Perception 13
Languages None
CR 5 (XP 1,800; PB +3)
Traits
Water Breathing. The shark can breathe only underwater.
Actions
Multiattack. The shark makes two Bite attacks.
Bite. Melee Attack Roll: +9 (with Advantage if the target
doesn’t have all its Hit Points), reach 5 ft. Hit: 22 (3d10
+ 6) Piercing damage."
Giant Spider,Animals,1,Large,Beast,NA,Unaligned,14,3,26 (4d10 + 4),26,"Speed 30 ft., Climb 30 ft.",30,14,16,12,2,11,4,2,3,1,-4,0,-3,"Perception +4, Stealth +7",NA,NA,NA,NA,Darkvision 60 ft.; Passive Perception 14,None,"Giant Spider
Large Beast, Unaligned
AC 14 		                   Initiative +3 (13)
HP 26 (4d10 + 4)
Speed 30 ft., Climb 30 ft.
MOD SAVE            MOD SAVE            MOD SAVE
Str 14 +2 +2         Dex 16 +3 +3        Con 12 +1 +1
Int 2 −4 −4          Wis 11 +0 +0        Cha 4 −3 −3
Skills Perception +4, Stealth +7
Senses Darkvision 60 ft.; Passive Perception 14
Languages None
CR 1 (XP 200; PB +2)
Traits
Spider Climb. The spider can climb difficult surfaces,
including along ceilings, without needing to make an
ability check.
Web Walker. The spider ignores movement restrictions
caused by webs, and it knows the location of any other
creature in contact with the same web.
Actions
Bite. Melee Attack Roll: +5, reach 5 ft. Hit: 7 (1d8 + 3)
Piercing damage plus 7 (2d6) Poison damage.
Web (Recharge 5–6). Dexterity Saving Throw: DC 13,
one creature the spider can see within 60 feet. Failure:
The target has the Restrained condition until the web is
destroyed (AC 10; HP 5; Vulnerability to Fire damage;
Immunity to Poison and Psychic damage)."
Giant Toad,Animals,1,Large,Beast,NA,Unaligned,11,1,39 (6d10 + 6),39,"Speed 30 ft., Swim 30 ft.",30,15,13,13,2,10,3,2,1,1,-4,0,-4,NA,NA,NA,NA,NA,Darkvision 60 ft.; Passive Perception 10,None,"Giant Toad
Large Beast, Unaligned
AC 11 		                  Initiative +1 (11)
HP 39 (6d10 + 6)
Speed 30 ft., Swim 30 ft.
MOD SAVE            MOD SAVE            MOD SAVE
Str 15 +2 +2         Dex 13 +1 +1        Con 13 +1 +1
Int 2 −4 −4          Wis 10 +0 +0        Cha 3 −4 −4
Senses Darkvision 60 ft.; Passive Perception 10
Languages None
CR 1 (XP 200; PB +2)
Traits
Amphibious. The toad can breathe air and water.
Standing Leap. The toad’s Long Jump is up to 20 feet
and its High Jump is up to 10 feet with or without a
running start.
Actions
Bite. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2)
Piercing damage plus 5 (2d4) Poison damage. If the tar-
get is a Medium or smaller creature, it has the Grappled
condition (escape DC 12).
Swallow. The toad swallows a Medium or smaller target
it is grappling. While swallowed, the target isn’t Grap-
pled but has the Blinded and Restrained conditions,
and it has Total Cover against attacks and other effects
outside the toad. In addition, the target takes 10 (3d6)
Acid damage at the end of each of the toad’s turns. The
toad can have only one target swallowed at a time, and
it can’t use Bite while it has a swallowed target. If the
toad dies, a swallowed creature is no longer Restrained
and can escape from the corpse using 5 feet of move-
ment, exiting with the Prone condition."
Giant Venomous Snake,Animals,0.25,Medium,Beast,NA,Unaligned,14,4,11 (2d8 + 2),11,"Speed 40 ft., Swim 40 ft.",40,10,18,13,2,10,3,0,4,1,-4,0,-4,Perception +2,NA,NA,NA,NA,Blindsight 10 ft.; Passive Perception 12,None,"Giant Venomous Snake
Medium Beast, Unaligned
AC 14 		                  Initiative +4 (14)
HP 11 (2d8 + 2)
Speed 40 ft., Swim 40 ft.
MOD SAVE             MOD SAVE             MOD SAVE
Str 10 +0 +0          Dex 18 +4 +4         Con 13 +1 +1
Int 2 −4 −4           Wis 10 +0 +0         Cha 3 −4 −4
Skills Perception +2
Senses Blindsight 10 ft.; Passive Perception 12
Languages None
CR 1/4 (XP 50; PB +2)
Actions
Bite. Melee Attack Roll: +6, reach 10 ft. Hit: 6 (1d4 + 4)
Piercing damage plus 4 (1d8) Poison damage."
Giant Vulture,Animals,1,Large,Monstrosity,NA,Neutral Evil,10,0,25 (3d10 + 9),25,"Speed 10 ft., Fly 60 ft.",10,15,10,16,6,12,7,2,0,3,-2,1,-2,Perception +3,Necrotic,NA,NA,NA,Darkvision 60 ft.; Passive Perception 13,Understands Common but can’t speak,"Giant Vulture
Large Monstrosity, Neutral Evil
AC 10		                     Initiative +0 (10)
HP 25 (3d10 + 9)
Speed 10 ft., Fly 60 ft.
MOD SAVE             MOD SAVE             MOD SAVE
Str 15 +2 +2          Dex 10 +0 +0         Con 16 +3 +3
Int 6 −2 −2           Wis 12 +1 +1         Cha 7 −2 −2
Skills Perception +3
Resistances Necrotic
Senses Darkvision 60 ft.; Passive Perception 13
Languages Understands Common but can’t speak
CR 1 (XP 200; PB +2)
Traits
Pack Tactics. The vulture has Advantage on an attack
roll against a creature if at least one of the vulture’s al-
lies is within 5 feet of the creature and the ally doesn’t
have the Incapacitated condition.
Actions
Gouge. Melee Attack Roll: +4, reach 5 ft. Hit: 9 (2d6
+ 2) Piercing damage, and the target has the Poisoned
condition until the end of its next turn."
Giant Wasp,Animals,0.5,Medium,Beast,NA,Unaligned,13,2,22 (5d8),22,"Speed 10 ft., Fly 50 ft.",10,10,14,10,1,10,3,0,2,0,-5,0,-4,NA,NA,NA,NA,NA,Passive Perception 10,None,"Giant Wasp
Medium Beast, Unaligned
AC 13 		                    Initiative +2 (12)
HP 22 (5d8)
Speed 10 ft., Fly 50 ft.
MOD SAVE
Str 10 +0 +0
MOD SAVE
Dex 14 +2 +2
MOD SAVE
Con 10 +0 +0
Int 1 −5 −5          Wis 10 +0 +0          Cha 3 −4 −4
Senses Passive Perception 10
Languages None
CR 1/2 (XP 100; PB +2)
Traits
Flyby. The wasp doesn’t provoke an Opportunity At-
tack when it flies out of an enemy’s reach.
Actions
Sting. Melee Attack Roll: +4, reach 5 ft. Hit: 5 (1d6 + 2)
Piercing damage plus 5 (2d4) Poison damage."
Giant Weasel,Animals,0.125,Medium,Beast,NA,Unaligned,13,3,9 (2d8),9,"Speed 40 ft., Climb 30 ft.",40,11,17,10,4,12,5,0,3,0,-3,1,-3,"Acrobatics +5, Perception +3, Stealth +5",NA,NA,NA,NA,Darkvision 60 ft.; Passive Perception 13,None,"Giant Weasel
Medium Beast, Unaligned
AC 13 		                   Initiative +3 (13)
HP 9 (2d8)
Speed 40 ft., Climb 30 ft.
MOD SAVE             MOD SAVE           MOD SAVE
Str 11 +0 +0         Dex 17 +3 +3          Con 10 +0 +0
Int 4 −3 −3          Wis 12 +1 +1          Cha 5 −3 −3
Skills Acrobatics +5, Perception +3, Stealth +5
Senses Darkvision 60 ft.; Passive Perception 13
Languages None
CR 1/8 (XP 25; PB +2)
Actions
Bite. Melee Attack Roll: +5, reach 5 ft. Hit: 5 (1d4 + 3)
Piercing damage."
Giant Wolf Spider,Animals,0.25,Medium,Beast,NA,Unaligned,13,3,11 (2d8 + 2),11,"Speed 40 ft., Climb 40 ft.",40,12,16,13,3,12,4,1,3,1,-4,1,-3,"Perception +3, Stealth +7",NA,NA,NA,NA,"Blindsight 10 ft., Darkvision 60 ft.; Passive Perception 13",None,"Giant Wolf Spider
Medium Beast, Unaligned
AC 13 		                   Initiative +3 (13)
HP 11 (2d8 + 2)
Speed 40 ft., Climb 40 ft.
MOD SAVE             MOD SAVE           MOD SAVE
Str 12 +1 +1         Dex 16 +3 +3          Con 13 +1 +1
Int 3 −4 −4          Wis 12 +1 +1          Cha 4 −3 −3
Skills Perception +3, Stealth +7
Senses Blindsight 10 ft., Darkvision 60 ft.;
Passive Perception 13
Languages None
CR 1/4 (XP 50; PB +2)
Traits
Spider Climb. The spider can climb difficult surfaces,
including along ceilings, without needing to make an
ability check.
Actions
Bite. Melee Attack Roll: +5, reach 5 ft. Hit: 5 (1d4 + 3)
Piercing damage plus 5 (2d4) Poison damage."
Goat,Animals,0,Medium,Beast,NA,Unaligned,10,0,4 (1d8),4,"Speed 40 ft., Climb 30 ft.",40,11,10,11,2,10,5,2,0,0,-4,0,-3,Perception +2,NA,NA,NA,NA,Darkvision 60 ft.; Passive Perception 12,None,"Goat
Medium Beast, Unaligned
AC 10 		                   Initiative +0 (10)
HP 4 (1d8)
Speed 40 ft., Climb 30 ft.
MOD SAVE             MOD SAVE           MOD SAVE
Str 11 +0 +2          Dex 10 +0 +0        Con 11 +0 +0
Int 2 −4 −4           Wis 10 +0 +0        Cha 5 −3 −3
Skills Perception +2
Senses Darkvision 60 ft.; Passive Perception 12
Languages None
CR 0 (XP 10; PB +2)
Actions
Ram. Melee Attack Roll: +2, reach 5 ft. Hit: 1 Blud-
geoning damage, or 2 (1d4) Bludgeoning damage if the
goat moved 20+ feet straight toward the target immedi-
ately before the hit."
Hawk,Animals,0,Tiny,Beast,NA,Unaligned,13,3,1 (1d4 − 1),1,"Speed 10 ft., Fly 60 ft.",10,5,16,8,2,14,6,-3,3,-1,-4,2,-2,Perception +6,NA,NA,NA,NA,Passive Perception 16,None,"Hawk
Tiny Beast, Unaligned
AC 13 		                   Initiative +3 (13)
HP 1 (1d4 − 1)
Speed 10 ft., Fly 60 ft.
MOD SAVE             MOD SAVE           MOD SAVE
Str 5 −3 −3           Dex 16 +3 +3        Con 8 −1 −1
Int 2 −4 −4           Wis 14 +2 +2        Cha 6 −2 −2
Skills Perception +6
Senses Passive Perception 16
Languages None
CR 0 (XP 10; PB +2)
Actions
Talons. Melee Attack Roll: +5, reach 5 ft. Hit: 1 Slash-
ing damage."
Hippopotamus,Animals,4,Large,Beast,NA,Unaligned,14,-2,82 (11d10 + 22),82,"Speed 30 ft., Swim 30 ft.",30,21,7,15,2,12,4,7,-2,2,-4,1,-3,Perception +3,NA,NA,NA,NA,Passive Perception 13,None,"Hippopotamus
Large Beast, Unaligned
AC 14		                   Initiative −2 (8)
HP 82 (11d10 + 22)
Speed 30 ft., Swim 30 ft.
MOD SAVE             MOD SAVE           MOD SAVE
Str 21 +5 +7          Dex 7 −2 −2         Con 15 +2 +2
Int 2 −4 −4           Wis 12 +1 +1        Cha 4 −3 −3
Skills Perception +3
Senses Passive Perception 13
Languages None
CR 4 (XP 1,100; PB +2)
Traits
Hold Breath. The hippopotamus can hold its breath for
10 minutes.
Actions
Multiattack. The hippopotamus makes two Bite attacks.
Bite. Melee Attack Roll: +7, reach 5 ft. Hit: 16 (2d10 +
5) Piercing damage."
Hunter Shark,Animals,2,Large,Beast,NA,Unaligned,12,2,45 (6d10 + 12),45,"Speed 5 ft., Swim 40 ft.",5,18,14,15,1,10,4,4,2,2,-5,0,-3,Perception +2,NA,NA,NA,NA,Blindsight 60 ft.; Passive Perception 12,None,"Hunter Shark
Large Beast, Unaligned
AC 12 		                    Initiative +2 (12)
HP 45 (6d10 + 12)
Speed 5 ft., Swim 40 ft.
MOD SAVE             MOD SAVE             MOD SAVE
Str 18 +4 +4         Dex 14 +2 +2          Con 15 +2 +2
Int 1 −5 −5          Wis 10 +0 +0          Cha 4 −3 −3
Skills Perception +2
Senses Blindsight 60 ft.; Passive Perception 12
Languages None
CR 2 (XP 450; PB +2)
Traits
Water Breathing. The shark can breathe only underwater.
Actions
Bite. Melee Attack Roll: +6 (with Advantage if the tar-
get doesn’t have all its Hit Points), reach 5 ft. Hit: 14
(3d6 + 4) Piercing damage."
Hyena,Animals,0,Medium,Beast,NA,Unaligned,11,1,5 (1d8 + 1),5,Speed 50 ft.,50,11,13,12,2,12,5,0,1,1,-4,1,-3,Perception +3,NA,NA,NA,NA,Darkvision 60 ft.; Passive Perception 13,None,"Hyena
Medium Beast, Unaligned
AC 11 		                    Initiative +1 (11)
HP 5 (1d8 + 1)
Speed 50 ft.
MOD SAVE             MOD SAVE             MOD SAVE
Str 11 +0 +0         Dex 13 +1 +1          Con 12 +1 +1
Int 2 −4 −4          Wis 12 +1 +1          Cha 5 −3 −3
Skills Perception +3
Senses Darkvision 60 ft.; Passive Perception 13
Languages None
CR 0 (XP 10; PB +2)
Traits
Pack Tactics. The hyena has Advantage on an attack
roll against a creature if at least one of the hyena’s allies
is within 5 feet of the creature and the ally doesn’t have
the Incapacitated condition.
Actions
Bite. Melee Attack Roll: +2, reach 5 ft. Hit: 3 (1d6)
Piercing damage."
Jackal,Animals,0,Small,Beast,NA,Unaligned,12,2,3 (1d6),3,Speed 40 ft.,40,8,15,11,3,12,6,-1,2,0,-4,1,-2,"Perception +5, Stealth +4",NA,NA,NA,NA,Darkvision 90 ft.; Passive Perception 15,None,"Jackal
Small Beast, Unaligned
AC 12 		                   Initiative +2 (12)
HP 3 (1d6)
Speed 40 ft.
MOD SAVE            MOD SAVE             MOD SAVE
Str 8 −1 −1          Dex 15 +2 +2         Con 11 +0 +0
Int 3 −4 −4          Wis 12 +1 +1         Cha 6 −2 −2
Skills Perception +5, Stealth +4
Senses Darkvision 90 ft.; Passive Perception 15
Languages None
CR 0 (XP 10; PB +2)
Actions
Bite. Melee Attack Roll: +1, reach 5 ft. Hit: 1 (1d4 – 1)
Piercing damage."
Killer Whale,Animals,3,Huge,Beast,NA,Unaligned,12,2,90 (12d12 + 12),90,"Speed 5 ft., Swim 60 ft.",5,19,14,13,3,12,7,4,2,1,-4,1,-2,"Perception +3, Stealth +4",NA,NA,NA,NA,Blindsight 120 ft.; Passive Perception 13,None,"Killer Whale
Huge Beast, Unaligned
AC 12 		                   Initiative +2 (12)
HP 90 (12d12 + 12)
Speed 5 ft., Swim 60 ft.
MOD SAVE            MOD SAVE             MOD SAVE
Str 19 +4 +4         Dex 14 +2 +2         Con 13 +1 +1
Int 3 −4 −4          Wis 12 +1 +1         Cha 7 −2 −2
Skills Perception +3, Stealth +4
Senses Blindsight 120 ft.; Passive Perception 13
Languages None
CR 3 (XP 700; PB +2)
Traits
Hold Breath. The whale can hold its breath for
30 minutes.
Actions
Bite. Melee Attack Roll: +6, reach 5 ft. Hit: 21 (5d6
+ 4) Piercing damage."
Lion,Animals,1,Large,Beast,NA,Unaligned,12,2,22 (4d10),22,Speed 50 ft.,50,17,15,11,3,12,8,3,2,0,-4,1,-1,"Perception +3, Stealth +4",NA,NA,NA,NA,Darkvision 60 ft.; Passive Perception 13,None,"Lion
Large Beast, Unaligned
AC 12 		                   Initiative +2 (12)
HP 22 (4d10)
Speed 50 ft.
MOD SAVE            MOD SAVE             MOD SAVE
Str 17 +3 +3         Dex 15 +2 +2         Con 11 +0 +0
Int 3 −4 −4          Wis 12 +1 +1         Cha 8 −1 −1
Skills Perception +3, Stealth +4
Senses Darkvision 60 ft.; Passive Perception 13
Languages None
CR 1 (XP 200; PB +2)
Traits
Pack Tactics. The lion has Advantage on an attack roll
against a creature if at least one of the lion’s allies is
within 5 feet of the creature and the ally doesn’t have
the Incapacitated condition.
Running Leap. With a 10-foot running start, the lion
can Long Jump up to 25 feet.
Actions
Multiattack. The lion makes two Rend attacks. It can
replace one attack with a use of Roar.
Rend. Melee Attack Roll: +5, reach 5 ft. Hit: 7 (1d8 + 3)
Slashing damage.
Roar. Wisdom Saving Throw: DC 11, one creature
within 15 feet. Failure: The target has the Frightened
condition until the start of the lion’s next turn."
Lizard,Animals,0,Tiny,Beast,NA,Unaligned,10,0,2 (1d4),2,"Speed 20 ft., Climb 20 ft.",20,2,11,10,1,8,3,-4,0,0,-5,-1,-4,NA,NA,NA,NA,NA,Darkvision 30 ft.; Passive Perception 9,None,"Lizard
Tiny Beast, Unaligned
AC 10 		                   Initiative +0 (10)
HP 2 (1d4)
Speed 20 ft., Climb 20 ft.
MOD SAVE             MOD SAVE           MOD SAVE
Str 2 −4 −4          Dex 11 +0 +0         Con 10 +0 +0
Int 1 −5 −5          Wis 8 −1 −1          Cha 3 −4 −4
Senses Darkvision 30 ft.; Passive Perception 9
Languages None
CR 0 (XP 10; PB +2)
Traits
Spider Climb. The lizard can climb difficult surfaces,
including along ceilings, without needing to make an
ability check.
Actions
Bite. Melee Attack Roll: +2, reach 5 ft. Hit: 1 Piercing
damage."
