date,hour,country,vote_1,vote_2,vote_3,vote_4,vote_5
2019-11-05,9,"",Kea,New Zealand Falcon,Morepork,Kākāpō,Kōkako
2019-11-05,9,"",Fantail,Morepork,Kākāpō,Kōkako,Black Robin
2019-11-05,9,"",Yellow-eyed penguin,Saddleback,Stitchbird,Blue Duck,New Zealand King Shag
2019-11-05,9,"",Blue Duck,"","","",""
2019-11-05,9,"",Barn Owl,Kea,Kōkako,Little Spotted Kiwi,Little Penguin
2019-11-05,9,"",Takahē,Kākā,Rifleman,Yellow-eyed penguin,Black Robin
2019-11-05,9,"",Blue Duck,Saddleback,Morepork,Stitchbird,South Island Kōkako
2019-11-05,9,"",Yellow-eyed penguin,Little Penguin,Kererū,Pūkeko,Southern Royal Albatross
2019-11-05,9,"",Yellow-eyed penguin,Black Stilt,Weka,Fiordland Crested Penguin,New Zealand Dotterel
2019-11-05,9,"",Yellow-eyed penguin,Southern Brown Kiwi,South Island Kōkako,Mōhua,Blue Duck
2019-11-05,9,"",Tūī,Black Robin,Southern Brown Kiwi,Bellbird,Kingfisher
2019-11-05,9,"",Yellow-eyed penguin,"","","",""
2019-11-05,9,"",Blue Duck,Rockhopper Penguin,Southern Brown Kiwi,Kākāpō,Antipodean Albatross
2019-11-05,9,"",Bellbird,Kererū,Kākā,Kākāpō,Rifleman
2019-11-05,9,"",Kākāpō,Little Penguin,Stitchbird,Tūī,New Zealand Dabchick
2019-11-05,9,"",Southern Brown Kiwi,Blue Duck,Antipodean Albatross,Mōhua,New Zealand Dotterel
2019-11-05,9,"",Wrybill,White Heron,New Zealand Falcon,Rifleman,Morepork
2019-11-05,9,"",Kererū,Yellow-eyed penguin,North Island Brown Kiwi,Orange-fronted Parakeet,Kea
2019-11-05,9,"",Fernbird,New Zealand Falcon,Black Robin,Wrybill,Fairy Tern
2019-11-05,9,"",Morepork,Yellow-eyed penguin,Kingfisher,Antipodean Albatross,Shining Cuckoo
2019-11-05,9,"",New Zealand Falcon,Weka,Harrier,Kākā,Saddleback
2019-11-05,9,"",Kākāpō,Kererū,Yellow-eyed penguin,Little Penguin,Pūkeko
2019-11-05,9,"",Black Robin,Antipodean Albatross,Blue Duck,Fiordland Crested Penguin,Southern Brown Kiwi
2019-11-05,9,"",Mōhua,Southern Brown Kiwi,Stitchbird,Orange-fronted Parakeet,South Island Kōkako
2019-11-05,9,"",Kingfisher,New Zealand Falcon,Fantail,Welcome Swallow,Rockhopper Penguin
2019-11-05,9,"",Blue Duck,Little Spotted Kiwi,Stitchbird,Antipodean Albatross,New Zealand Falcon
2019-11-05,9,"",Silvereye,Kea,Kererū,Tūī,Kākāpō
2019-11-05,9,"",Yellow-eyed penguin,"","","",""
2019-11-05,9,"",South Island Kōkako,New Zealand Falcon,Kea,Yellow-eyed penguin,Southern Brown Kiwi
2019-11-05,9,"",Kākāpō,Morepork,Rock Wren,Kererū,Pūkeko
2019-11-05,9,"",Blue Duck,"","","",""
2019-11-05,9,"",Morepork,Yellow-eyed penguin,Shore Plover,Little Spotted Kiwi,Southern Brown Kiwi
2019-11-05,9,"",North Island Brown Kiwi,Fantail,Tūī,Banded Dotterel,Fernbird
2019-11-05,9,"",Bar-tailed Godwit,Kākāpō,Mōhua,South Island Kōkako,Kererū
2019-11-05,9,"",Yellow-eyed penguin,Kākāpō,Southern Brown Kiwi,Kea,Barn Owl
2019-11-05,9,"",Kākāpō,Blue Duck,Southern Brown Kiwi,Black Robin,Little Spotted Kiwi
2019-11-05,9,"",Rockhopper Penguin,Fiordland Crested Penguin,Barn Owl,Yellow-eyed penguin,Morepork
2019-11-05,9,"",Kākāpō,Yellow-eyed penguin,Morepork,Little Penguin,Kākā
2019-11-05,9,"",Fantail,Southern Brown Kiwi,Barn Owl,Morepork,Pūkeko
2019-11-05,9,"",Kingfisher,Kererū,Kōkako,Little Penguin,Silvereye
2019-11-05,9,"",Banded Dotterel,Grey Warbler,New Zealand Falcon,Silvereye,Kākāpō
2019-11-05,9,"",Great Spotted Kiwi,Little Spotted Kiwi,North Island Brown Kiwi,Southern Brown Kiwi,Yellow-eyed penguin
2019-11-05,9,"",Black Robin,Blue Duck,Kererū,Kākāpō,Yellow-eyed penguin
2019-11-05,9,"",Antipodean Albatross,Fiordland Crested Penguin,Gibson's Albatross,New Zealand Falcon,Kākā
2019-11-05,9,"",Kākāpō,Great Spotted Kiwi,Orange-fronted Parakeet,Tūī,New Zealand Falcon
2019-11-05,9,"",Blue Duck,"","","",""
2019-11-05,9,"",Yellow-eyed penguin,Antipodean Albatross,"","",""
2019-11-05,9,"",Kākāpō,Great Spotted Kiwi,New Zealand Falcon,Southern Brown Kiwi,Chatham Island Mollymawk
2019-11-05,9,"",New Zealand Dotterel,Banded Dotterel,Yellow-eyed penguin,South Island Kōkako,Blue Duck
2019-11-05,9,"",Barn Owl,Black Robin,Kōkako,Kea,Little Spotted Kiwi
2019-11-05,9,"",South Island Kōkako,Kākāpō,Orange-fronted Parakeet,Wrybill,Black Robin
2019-11-05,9,"",Kākā,Bellbird,Rifleman,Fernbird,Westland Petrel
2019-11-05,9,"",Kākāpō,Little Spotted Kiwi,Yellow-eyed penguin,South Island Kōkako,Mōhua
2019-11-05,9,"",Mōhua,Yellow-eyed penguin,Grey Warbler,New Zealand Falcon,Rifleman
2019-11-05,9,"",Black-billed Gull,Kōkako,Yellow-eyed penguin,Orange-fronted Parakeet,Shore Plover
2019-11-05,9,"",Tūī,Kea,Orange-fronted Parakeet,Takahē,Grey Warbler
2019-11-05,9,"",Kākāpō,South Island Kōkako,Kākā,Blue Duck,Orange-fronted Parakeet
2019-11-05,9,"",Orange-fronted Parakeet,Rockhopper Penguin,Little Penguin,Rifleman,Yellow-eyed penguin
2019-11-05,9,"",New Zealand King Shag,White Heron,New Zealand Robin,Black Stilt,New Zealand Falcon
2019-11-05,9,"",Mōhua,Southern Brown Kiwi,Banded Dotterel,Orange-fronted Parakeet,Kākāpō
2019-11-05,9,"",Antipodean Albatross,Southern Brown Kiwi,Southern Royal Albatross,Gibson's Albatross,Kea
2019-11-05,9,"",Little Penguin,Rockhopper Penguin,Yellow-eyed penguin,Whenua Hou Diving Petrel,Shore Plover
2019-11-05,9,"",Blue Duck,Whenua Hou Diving Petrel,Black-billed Gull,Black Stilt,Hutton's Shearwater
2019-11-05,9,"",Mōhua,Black Robin,Kōkako,New Zealand Robin,Rock Wren
2019-11-05,9,"",New Zealand Robin,New Zealand Dabchick,Australasian Crested Grebe,Black shag,Little shag
2019-11-05,9,"",Kākāpō,Kākā,Saddleback,Orange-fronted Parakeet,Kererū
2019-11-05,9,"",Gibson's Albatross,New Zealand Falcon,New Zealand Robin,Bellbird,Blue Duck
2019-11-05,9,"",Southern Royal Albatross,Tūī,Kererū,Kākā,Fantail
2019-11-05,9,"",Kererū,Weka,White Heron,North Island Brown Kiwi,New Zealand Dabchick
2019-11-05,9,"",Kākā,Black Robin,Morepork,Blue Duck,Tomtit
2019-11-05,9,"",Black Robin,Black Stilt,Gibson's Albatross,Chatham Island Oystercatcher,Yellow-eyed penguin
2019-11-05,9,"",Stitchbird,Little Spotted Kiwi,Kākāpō,Gibson's Albatross,Whenua Hou Diving Petrel
2019-11-05,9,"",Blue Duck,"","","",""
2019-11-05,9,"",North Island Brown Kiwi,Rockhopper Penguin,Kea,Barn Owl,Little Penguin
2019-11-05,9,"",Yellow-eyed penguin,The Otago Shag,South Island Kōkako,Rockhopper Penguin,Antipodean Albatross
2019-11-05,9,"",Black Robin,Blue Duck,Brown Teal,Kōkako,North Island Brown Kiwi
2019-11-05,9,"",Blue Duck,Yellow-eyed penguin,New Zealand Dotterel,South Island Kōkako,Black Robin
2019-11-05,9,"",New Zealand Falcon,Grey Duck,Black Petrel,Kea,Kererū
2019-11-05,9,"",Yellow-eyed penguin,Kākāpō,Black Robin,North Island Brown Kiwi,Fiordland Crested Penguin
2019-11-05,9,"",Fantail,Bellbird,Rock Wren,Silvereye,Rifleman
2019-11-05,9,"",Yellow-eyed penguin,South Island Kōkako,Saddleback,Fantail,Kākā
2019-11-05,9,"",Blue Duck,"","","",""
2019-11-05,9,"",Fantail,Yellow-eyed penguin,Kōkako,Great Spotted Kiwi,Kea
2019-11-05,9,"",New Zealand Falcon,"","","",""
2019-11-05,9,"",New Zealand Dabchick,Kākāpō,South Island Kōkako,Kōkako,New Zealand Falcon
2019-11-05,9,"",Yellow-eyed penguin,Orange-fronted Parakeet,Southern Brown Kiwi,Tūī,New Zealand Falcon
2019-11-05,9,"",South Island Kōkako,Black-billed Gull,Yellow-eyed penguin,Orange-fronted Parakeet,Stitchbird
2019-11-05,9,"",Fiordland Crested Penguin,Rifleman,Saddleback,Morepork,Kingfisher
2019-11-05,9,"",Kākāpō,Yellow-eyed penguin,Orange-fronted Parakeet,Buller's Mollymawk,Black-billed Gull
2019-11-05,9,"",New Zealand Falcon,Southern Brown Kiwi,Gibson's Albatross,Tūī,Black Robin
2019-11-05,9,"",Hutton's Shearwater,Kea,Kākāpō,Little Spotted Kiwi,Black Petrel
2019-11-05,9,"",Morepork,"","","",""
2019-11-05,9,"",Kākāpō,Blue Duck,Little Spotted Kiwi,Fairy Tern,Yellow-eyed penguin
2019-11-05,9,"",Kākā,Kererū,Yellow-eyed penguin,Fantail,Black Petrel
2019-11-05,9,"",Banded Dotterel,South Island Kōkako,Chatham Island Mollymawk,Kōkako,Black Robin
2019-11-05,9,"",Blue Duck,Little Spotted Kiwi,Black Robin,Yellow-eyed penguin,Kākāpō
2019-11-05,9,"",Yellow-eyed penguin,Black Robin,Saddleback,Kākā,Tomtit
2019-11-05,9,"",Banded Dotterel,Blue Duck,New Zealand Falcon,Morepork,Little Spotted Kiwi
2019-11-05,9,"",Wrybill,"","","",""
2019-11-05,9,"",Banded Dotterel,Kererū,Kākāpō,Little Spotted Kiwi,New Zealand Dotterel
2019-11-05,9,"",Orange-fronted Parakeet,Pūkeko,Rifleman,Kingfisher,Rockhopper Penguin
2019-11-05,9,"",Black Robin,Fairy Tern,Wrybill,Rifleman,Kākā
2019-11-05,9,"",Australasian Crested Grebe,Royal Spoonbill,Banded Dotterel,Wrybill,Black-billed Gull
2019-11-05,9,"",Yellow-eyed penguin,Kōkako,Blue Duck,Tūī,Kākāpō
2019-11-05,9,"",Great Spotted Kiwi,North Island Brown Kiwi,Southern Brown Kiwi,Grey Duck,New Zealand Falcon
2019-11-05,9,"",Black Robin,Blue Duck,New Zealand Falcon,Morepork,Saddleback
2019-11-05,9,"",Fantail,Fiordland Crested Penguin,Great Spotted Kiwi,Kingfisher,Tūī
2019-11-05,9,"",Stitchbird,Takahē,Rockhopper Penguin,Rifleman,North Island Brown Kiwi
2019-11-05,9,"",Great Spotted Kiwi,Blue Duck,Fiordland Crested Penguin,Brown Teal,Chatham Island Oystercatcher
2019-11-05,9,"",Mōhua,Banded Dotterel,Blue Duck,Chatham Island Mollymawk,Gibson's Albatross
2019-11-05,9,"",Black Petrel,Kākā,Stitchbird,Yellow-eyed penguin,Banded Dotterel
2019-11-05,9,"",Yellow-eyed penguin,Blue Duck,Black Stilt,Little Spotted Kiwi,Kea
2019-11-05,9,"",Antipodean Albatross,Great Spotted Kiwi,Fantail,Mōhua,South Island Pied Oystercatcher
2019-11-05,9,"",Kākāpō,Kōkako,Kākā,Banded Dotterel,Yellow-eyed penguin
2019-11-05,9,"",Blue Duck,Black Robin,Southern Brown Kiwi,Shore Plover,Chatham Island Mollymawk
2019-11-05,9,"",Tūī,White Heron,Westland Petrel,Kākāpō,Weka
2019-11-05,9,"",Gibson's Albatross,Kākāpō,Southern Brown Kiwi,Yellow-eyed penguin,Mōhua
2019-11-05,9,"",Antipodean Albatross,Chatham Island Mollymawk,Black-billed Gull,Bittern,Banded Dotterel
2019-11-05,9,"",Black Stilt,Antipodean Albatross,Black-billed Gull,Bittern,Kererū
2019-11-05,9,"",Antipodean Albatross,Australasian Gannet,Campbell Black-Browed Albatross,Gibson's Albatross,Kākāpō
2019-11-05,9,"",Blue Duck,Fiordland Crested Penguin,Great Spotted Kiwi,Kea,Tūī
2019-11-05,9,"",Blue Duck,Northern Royal Albatross,South Island Pied Oystercatcher,Orange-fronted Parakeet,Fantail
2019-11-05,9,"",Black Stilt,Yellow-eyed penguin,Kōkako,Brown Teal,Bittern
2019-11-05,9,"",Arctic Skua,Australasian Gannet,Banded Dotterel,Buller's Mollymawk,Fiordland Crested Penguin
2019-11-05,9,"",Yellow-eyed penguin,New Zealand Falcon,Fantail,Buller's Mollymawk,Chatham Island Mollymawk
2019-11-05,9,"",Blue Duck,"","","",""
2019-11-05,9,"",Kea,Kākā,Kākāpō,"",""
2019-11-05,9,"",Yellow-eyed penguin,Great Spotted Kiwi,Kererū,Welcome Swallow,Tūī
2019-11-05,9,"",Kōkako,Orange-fronted Parakeet,Bellbird,Yellow-eyed penguin,Fantail
2019-11-05,9,"",Kākāpō,The Otago Shag,Southern Brown Kiwi,Grey Warbler,Fantail
2019-11-05,9,"",Fantail,White-faced Heron,Welcome Swallow,Silvereye,Black Robin
2019-11-05,9,"",Kākāpō,Yellow-eyed penguin,Antipodean Albatross,Tūī,Chatham Island Mollymawk
2019-11-05,9,"",Fernbird,Blue Duck,New Zealand Dotterel,Orange-fronted Parakeet,Rock Wren
2019-11-05,9,"",Antipodean Albatross,Gibson's Albatross,Orange-fronted Parakeet,Rockhopper Penguin,Tūī
2019-11-05,9,"",Antipodean Albatross,New Zealand Dotterel,Orange-fronted Parakeet,Black Robin,Whenua Hou Diving Petrel
2019-11-05,9,"",Hutton's Shearwater,Antipodean Albatross,Banded Dotterel,Shore Plover,Orange-fronted Parakeet
2019-11-05,9,"",Kākāpō,"","","",""
2019-11-05,9,"",Fiordland Crested Penguin,Little Penguin,Rockhopper Penguin,Yellow-eyed penguin,Takahē
2019-11-05,9,"",Yellow-eyed penguin,Tūī,Kea,Bittern,Barn Owl
2019-11-05,9,"",Mōhua,New Zealand Falcon,Kea,Kākā,Black-billed Gull
2019-11-05,9,"",Yellow-eyed penguin,Pūkeko,Fantail,Kākāpō,Little Penguin
2019-11-05,9,"",New Zealand Dotterel,Banded Dotterel,North Island Brown Kiwi,Black Robin,Fairy Tern
2019-11-05,9,"",Rockhopper Penguin,Kererū,Southern Royal Albatross,Kākā,Gibson's Albatross
2019-11-05,10,"",Wrybill,Mōhua,Kākā,Kākāpō,Gibson's Albatross
2019-11-05,10,"",Yellow-eyed penguin,Northern Royal Albatross,Buller's Mollymawk,Kererū,New Zealand Falcon
2019-11-05,10,"",Fairy Tern,Whenua Hou Diving Petrel,Southern Brown Kiwi,Banded Dotterel,Grey Duck
2019-11-05,10,"",Yellow-eyed penguin,"","","",""
2019-11-05,10,"",Royal Spoonbill,"","","",""
2019-11-05,10,"",South Island Kōkako,Kōkako,Takahē,Kākā,Rockhopper Penguin
2019-11-05,10,"",Mōhua,Southern Brown Kiwi,Gibson's Albatross,New Zealand Dotterel,Banded Dotterel
2019-11-05,10,"",Kākāpō,Little Penguin,Fiordland Crested Penguin,Black Robin,New Zealand Falcon
2019-11-05,10,"",Blue Duck,White Heron,Fantail,Antipodean Albatross,Banded Dotterel
2019-11-05,10,"",Fairy Tern,Banded Dotterel,Whenua Hou Diving Petrel,The Otago Shag,Southern Brown Kiwi
2019-11-05,10,"",Weka,Little Penguin,Tūī,Fantail,Black Robin
2019-11-05,10,"",Antipodean Albatross,Banded Dotterel,Bittern,Chatham Island Oystercatcher,Hutton's Shearwater
2019-11-05,10,"",Fiordland Crested Penguin,New Zealand Falcon,Rockhopper Penguin,South Island Kōkako,Whenua Hou Diving Petrel
2019-11-05,10,"",Banded Dotterel,Bittern,Kākāpō,Shore Plover,Antipodean Albatross
2019-11-05,10,"",Wrybill,Morepork,Black Stilt,Barn Owl,New Zealand Robin
2019-11-05,10,"",Blue Duck,"","","",""
2019-11-05,10,"",Tūī,Kererū,Kākāpō,Kea,Kākā
2019-11-05,10,"",Yellow-eyed penguin,Tūī,South Island Kōkako,Shore Plover,Blue Duck
2019-11-05,10,"",New Zealand Falcon,Orange-fronted Parakeet,Rifleman,Rock Wren,Kea
2019-11-05,10,"",Blue Duck,"","","",""
2019-11-05,10,"",Yellow-eyed penguin,Chatham Island Oystercatcher,Black Robin,Bittern,Banded Dotterel
2019-11-05,10,"",Kākāpō,Kōkako,Mōhua,New Zealand Dotterel,Rifleman
2019-11-05,10,"",Black Robin,Kōkako,Yellow-eyed penguin,Shore Plover,Mōhua
2019-11-05,10,"",Banded Dotterel,Kererū,Kingfisher,Kākā,Morepork
2019-11-05,10,"",New Zealand Falcon,Kea,Takahē,Kākāpō,Kākā
2019-11-05,10,"",Takahē,Yellow-eyed penguin,Orange-fronted Parakeet,North Island Brown Kiwi,Morepork
2019-11-05,10,"",Orange-fronted Parakeet,Black Robin,Black-fronted Tern,Chatham Island Mollymawk,Kererū
2019-11-05,10,"",New Zealand Falcon,Morepork,Blue Duck,Fiordland Crested Penguin,Little Spotted Kiwi
2019-11-05,10,"",Stitchbird,North Island Brown Kiwi,Orange-fronted Parakeet,South Island Kōkako,Black Robin
2019-11-05,10,"",Kākāpō,Kea,Morepork,Weka,Tūī
2019-11-05,10,"",Takahē,Rockhopper Penguin,Kākāpō,Whenua Hou Diving Petrel,Antipodean Albatross
2019-11-05,10,"",Kākāpō,Kea,Pūkeko,Kererū,Kingfisher
2019-11-05,10,"",Morepork,Yellow-eyed penguin,Fairy Tern,Black Robin,Antipodean Albatross
2019-11-05,10,"",Yellow-eyed penguin,"","","",""
2019-11-05,10,"",Kākāpō,Tūī,Yellow-eyed penguin,Black Robin,Black-billed Gull
2019-11-05,10,"",New Zealand Falcon,Tūī,Yellow-eyed penguin,Kea,Kingfisher
2019-11-05,10,"",Kingfisher,Kākā,Little Spotted Kiwi,Morepork,Tūī
2019-11-05,10,"",Kākāpō,Barn Owl,Morepork,New Zealand Falcon,Harrier
2019-11-05,10,"",Yellow-eyed penguin,Southern Brown Kiwi,Shore Plover,Antipodean Albatross,South Island Kōkako
2019-11-05,10,"",Orange-fronted Parakeet,Kingfisher,Kākāpō,Kererū,Little Penguin
2019-11-05,10,"",Blue Duck,Yellow-eyed penguin,Kākā,Morepork,""
2019-11-05,10,"",Mōhua,Banded Dotterel,Stitchbird,Silvereye,Kākāpō
2019-11-05,10,"",Yellow-eyed penguin,"","","",""
2019-11-05,10,"",Wrybill,Banded Dotterel,Black-billed Gull,Yellow-eyed penguin,Blue Duck
2019-11-05,10,"",Kākāpō,Kererū,Kākā,Kea,Yellow-eyed penguin
2019-11-05,10,"",Blue Duck,White-faced Heron,Weka,Little Penguin,Kākā
2019-11-05,10,"",Southern Brown Kiwi,Great Spotted Kiwi,Banded Dotterel,New Zealand Robin,Kea
2019-11-05,10,"",New Zealand Dabchick,Great Spotted Kiwi,Kea,Rockhopper Penguin,Morepork
2019-11-05,10,"",Little Spotted Kiwi,Kererū,Australasian Crested Grebe,Banded Dotterel,Kākāpō
2019-11-05,10,"",Whenua Hou Diving Petrel,New Zealand Falcon,Kea,Barn Owl,Royal Spoonbill
2019-11-05,10,"",Antipodean Albatross,New Zealand Falcon,Great Spotted Kiwi,Barn Owl,Harrier
2019-11-05,10,"",Little Penguin,Little Spotted Kiwi,Little shag,Stitchbird,Wrybill
2019-11-05,10,"",Antipodean Albatross,New Zealand Falcon,Harrier,Little Penguin,Morepork
2019-11-05,10,"",Yellow-eyed penguin,Southern Royal Albatross,White-faced Heron,Tomtit,Kākā
2019-11-05,10,"",Kākā,Kākāpō,Blue Duck,Salvin's Mollymawk,Kea
2019-11-05,10,"",New Zealand Dabchick,Fiordland Crested Penguin,Southern Brown Kiwi,Pūkeko,Weka
2019-11-05,10,"",Yellow-eyed penguin,Banded Dotterel,Antipodean Albatross,Hutton's Shearwater,Gibson's Albatross
2019-11-05,10,"",Kererū,Kea,Kākāpō,Little Penguin,Pūkeko
2019-11-05,10,"",Barn Owl,New Zealand Dabchick,Takahē,Orange-fronted Parakeet,Kererū
2019-11-05,10,"",Yellow-eyed penguin,Kākāpō,Tūī,Tomtit,Shore Plover
2019-11-05,10,"",White Heron,Rockhopper Penguin,Australasian Crested Grebe,Welcome Swallow,New Zealand Falcon
2019-11-05,10,"",Harrier,Little Spotted Kiwi,Yellow-eyed penguin,Kererū,Kingfisher
2019-11-05,10,"",North Island Brown Kiwi,Tūī,Morepork,Kererū,Kea
2019-11-05,10,"",Banded Dotterel,Barn Owl,Black Robin,Black-fronted Tern,Fiordland Crested Penguin
2019-11-05,10,"",Kingfisher,Rifleman,Mōhua,Fantail,Stitchbird
2019-11-05,10,"",Rockhopper Penguin,Morepork,Kererū,North Island Brown Kiwi,Barn Owl
2019-11-05,10,"",Antipodean Albatross,Southern Brown Kiwi,Great Spotted Kiwi,Barn Owl,Takahē
2019-11-05,10,"",Antipodean Albatross,Brown Teal,Little Penguin,Saddleback,Stitchbird
2019-11-05,10,"",Barn Owl,Rockhopper Penguin,Kererū,Little Penguin,Kea
2019-11-05,10,"",Yellow-eyed penguin,Wrybill,Gibson's Albatross,Whenua Hou Diving Petrel,Fairy Tern
2019-11-05,10,"",Yellow-eyed penguin,South Island Kōkako,Rockhopper Penguin,Rock Wren,Kea
2019-11-05,10,"",Kea,Little Penguin,Tūī,Southern Brown Kiwi,Barn Owl
2019-11-05,10,"",Takahē,Rifleman,Yellow-eyed penguin,New Zealand Dabchick,Mōhua
2019-11-05,10,"",Kōkako,Fantail,Kererū,South Island Kōkako,Kea
2019-11-05,10,"",Kākāpō,Kākā,Orange-fronted Parakeet,Black Robin,Kea
2019-11-05,10,"",Yellow-eyed penguin,Little Penguin,Rockhopper Penguin,Kākāpō,Kea
2019-11-05,10,"",Stitchbird,Banded Dotterel,Black Robin,Bittern,Australasian Crested Grebe
2019-11-05,10,"",Yellow-eyed penguin,Rockhopper Penguin,Little Penguin,Fiordland Crested Penguin,Pūkeko
2019-11-05,10,"",Australasian Crested Grebe,Kea,Salvin's Mollymawk,Southern Brown Kiwi,Little Penguin
2019-11-05,10,"",Fantail,Saddleback,Kākā,Orange-fronted Parakeet,Stitchbird
2019-11-05,10,"",Morepork,Blue Duck,Tūī,Barn Owl,New Zealand Robin
2019-11-05,10,"",Kākā,Little Spotted Kiwi,Yellow-eyed penguin,Kākāpō,Light-mantled Sooty Albatross
2019-11-05,10,"",Barn Owl,Kākāpō,Southern Brown Kiwi,Little Spotted Kiwi,Morepork
2019-11-05,10,"",Kākā,Yellow-eyed penguin,Kākāpō,Kererū,Kingfisher
2019-11-05,10,"",Royal Spoonbill,Antipodean Albatross,Mōhua,Fiordland Crested Penguin,New Zealand Dotterel
2019-11-05,10,"",Kingfisher,Royal Spoonbill,Little Penguin,Kākāpō,Rockhopper Penguin
2019-11-05,10,"",Antipodean Albatross,Southern Brown Kiwi,South Polar Skua,Barn Owl,Bittern
2019-11-05,10,"",Tūī,Kākāpō,Antipodean Albatross,Hutton's Shearwater,Banded Dotterel
2019-11-05,10,"",Antipodean Albatross,Kākāpō,Hutton's Shearwater,Banded Dotterel,Shore Plover
2019-11-05,10,"",South Island Pied Oystercatcher,Antipodean Albatross,South Island Kōkako,Buller's Mollymawk,Grey Duck
2019-11-05,10,"",Rockhopper Penguin,Tūī,Fantail,Morepork,Bellbird
2019-11-05,10,"",Great Spotted Kiwi,North Island Brown Kiwi,Black Robin,Pūkeko,Takahē
2019-11-05,10,"",Black Robin,Kererū,Rifleman,Shore Plover,South Island Kōkako
2019-11-05,10,"",Little Penguin,Kingfisher,Little shag,Rockhopper Penguin,Kākāpō
2019-11-05,10,"",Little Spotted Kiwi,North Island Brown Kiwi,Great Spotted Kiwi,Fantail,Morepork
2019-11-05,10,"",Tūī,Kea,Great Spotted Kiwi,Little Spotted Kiwi,Fairy Tern
2019-11-05,10,"",Yellow-eyed penguin,Banded Dotterel,Barn Owl,Fantail,Kea
2019-11-05,10,"",Fantail,Silvereye,New Zealand Robin,Kingfisher,Saddleback
2019-11-05,10,"",Kākāpō,Mōhua,North Island Brown Kiwi,Rifleman,Black Robin
2019-11-05,10,"",Fantail,Yellow-eyed penguin,Kākāpō,Tūī,New Zealand Falcon
2019-11-05,10,"",Kākāpō,Morepork,Stitchbird,Rifleman,Banded Dotterel
2019-11-05,10,"",Banded Dotterel,Kea,South Polar Skua,Southern Royal Albatross,Yellow-eyed penguin
2019-11-05,10,"",New Zealand Dotterel,Kākāpō,Chatham Island Oystercatcher,"",""
2019-11-05,10,"",North Island Brown Kiwi,Mōhua,Antipodean Albatross,New Zealand Dotterel,Gibson's Albatross
2019-11-05,10,"",Morepork,Takahē,Kingfisher,Kākā,Kākāpō
2019-11-05,10,"",Kākāpō,Kea,Takahē,New Zealand Dotterel,Southern Brown Kiwi
2019-11-05,10,"",Orange-fronted Parakeet,South Island Kōkako,Wrybill,Southern Brown Kiwi,Shore Plover
2019-11-05,10,"",Kea,Kererū,Shining Cuckoo,South Island Kōkako,Kākāpō
2019-11-05,10,"",Mōhua,Morepork,Black-fronted Tern,Black Stilt,Black Petrel
2019-11-05,10,"",Kākā,Kākāpō,Tūī,Kea,Kingfisher
2019-11-05,10,"",Saddleback,Hutton's Shearwater,Kingfisher,Kākā,Kākāpō
2019-11-05,10,"",Kingfisher,Morepork,Kākāpō,Fernbird,The Otago Shag
2019-11-05,10,"",Yellow-eyed penguin,Little Penguin,Saddleback,Kōkako,Black-fronted Tern
2019-11-05,10,"",New Zealand Falcon,Pūkeko,Fantail,Little Penguin,Tūī
2019-11-05,10,"",Stitchbird,New Zealand Dabchick,Takahē,Blue Duck,Kākā
2019-11-05,10,"",South Island Kōkako,Silvereye,Banded Dotterel,Kea,Royal Spoonbill
2019-11-05,10,"",New Zealand King Shag,Fantail,Bittern,Hutton's Shearwater,Southern Royal Albatross
2019-11-05,10,"",New Zealand Falcon,Little Penguin,Black-fronted Tern,Black Robin,White Heron
2019-11-05,10,"",New Zealand Falcon,Kōkako,Kererū,Morepork,Australasian Gannet
2019-11-05,10,"",Fiordland Crested Penguin,Yellow-eyed penguin,Rockhopper Penguin,Gibson's Albatross,Chatham Island Oystercatcher
