broad_field,major_field,field,year,n_phds
Life sciences,Agricultural sciences and natural resources,"Soil chemistry, microbiology",2014,20
Life sciences,Agricultural sciences and natural resources,"Soil sciences, other",2014,45
Life sciences,Agricultural sciences and natural resources,"Wildlife, range management",2014,29
Life sciences,Agricultural sciences and natural resources,"Wood science, pulp and paper technology",2014,4
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, generala",2014,25
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, otherb",2014,19
Life sciences,Biological and biomedical sciences,Anatomy,2014,15
Life sciences,Biological and biomedical sciences,Bacteriology,2014,25
Life sciences,Biological and biomedical sciences,Biochemistry (biological sciences),2014,820
Life sciences,Biological and biomedical sciences,Bioinformatics,2014,183
Life sciences,Biological and biomedical sciences,Biomedical sciences,2014,438
Life sciences,Biological and biomedical sciences,Biometrics and biostatistics,2014,165
Life sciences,Biological and biomedical sciences,Biophysics (biological sciences),2014,186
Life sciences,Biological and biomedical sciences,Biotechnology,2014,45
Life sciences,Biological and biomedical sciences,Botany and plant biology,2014,93
Life sciences,Biological and biomedical sciences,Cancer biology,2014,455
Life sciences,Biological and biomedical sciences,"Cell, cellular biology, and histology",2014,335
Life sciences,Biological and biomedical sciences,Computational biology,2014,117
Life sciences,Biological and biomedical sciences,Developmental biology and embryology,2014,198
Life sciences,Biological and biomedical sciences,Ecology,2014,449
Life sciences,Biological and biomedical sciences,Endocrinology,2014,26
Life sciences,Biological and biomedical sciences,Entomology,2014,112
Life sciences,Biological and biomedical sciences,Environmental toxicologyc,2014,49
Life sciences,Biological and biomedical sciences,Epidemiology,2014,292
Life sciences,Biological and biomedical sciences,Evolutionary biology,2014,215
Life sciences,Biological and biomedical sciences,"Genetics, genomics, human and animal",2014,401
Life sciences,Biological and biomedical sciences,Immunology,2014,456
Life sciences,Biological and biomedical sciences,Microbiology,2014,463
Life sciences,Biological and biomedical sciences,Molecular biology,2014,670
Life sciences,Biological and biomedical sciences,Molecular medicine,2014,NA
Life sciences,Biological and biomedical sciences,"Neurosciences, neurobiologye",2014,1048
Life sciences,Biological and biomedical sciences,Nutrition sciences,2014,175
Life sciences,Biological and biomedical sciences,Parasitology,2014,26
Life sciences,Biological and biomedical sciences,"Pathology, human and animal",2014,99
Life sciences,Biological and biomedical sciences,"Pharmacology, human and animal",2014,292
Life sciences,Biological and biomedical sciences,"Physiology, human and animal",2014,208
Life sciences,Biological and biomedical sciences,Plant genetics,2014,48
Life sciences,Biological and biomedical sciences,Plant pathology and phytopathology (biological sciences),2014,29
Life sciences,Biological and biomedical sciences,Plant physiology,2014,17
Life sciences,Biological and biomedical sciences,Structural biology,2014,59
Life sciences,Biological and biomedical sciences,Toxicology,2014,117
Life sciences,Biological and biomedical sciences,Virology,2014,163
Life sciences,Biological and biomedical sciences,Wildlife biology,2014,36
Life sciences,Biological and biomedical sciences,Zoology,2014,32
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, general",2014,245
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, other",2014,66
Life sciences,Health sciences,Environmental health,2014,77
Life sciences,Health sciences,Environmental toxicologyc,2014,NA
Life sciences,Health sciences,Gerontology (health sciences),2014,14
Life sciences,Health sciences,Health and behavior,2014,88
Life sciences,Health sciences,Health services research,2014,NA
Life sciences,Health sciences,Health systems administration,2014,89
Life sciences,Health sciences,"Kinesiology, exercise sciencef",2014,249
Life sciences,Health sciences,"Medical physics, radiological science",2014,103
Life sciences,Health sciences,Nursing science,2014,580
Life sciences,Health sciences,"Oral biology, oral pathology",2014,15
Life sciences,Health sciences,Pharmaceutical sciencesg,2014,279
Life sciences,Health sciences,Public health,2014,400
Life sciences,Health sciences,"Rehabilitation, therapeutic services",2014,83
Life sciences,Health sciences,Speech-language pathology and audiology,2014,114
Life sciences,Health sciences,Veterinary sciences,2014,42
Life sciences,Health sciences,"Health sciences, general",2014,39
Life sciences,Health sciences,"Health sciences, other",2014,106
Life sciences,Chemistry,Analytical chemistry,2014,415
Life sciences,Chemistry,Chemical biology,2014,NA
Life sciences,Chemistry,Inorganic chemistry,2014,372
Life sciences,Chemistry,Medicinal chemistryh,2014,86
Life sciences,Chemistry,Organic chemistry,2014,605
Life sciences,Chemistry,Physical chemistry,2014,340
Life sciences,Chemistry,Polymer chemistry,2014,127
Life sciences,Chemistry,Theoretical chemistry,2014,103
Life sciences,Chemistry,"Chemistry, general",2014,416
Life sciences,Chemistry,"Chemistry, other",2014,209
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,2014,200
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric chemistry and climatology,2014,42
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric physics and dynamics,2014,51
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Meteorology,2014,32
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, general",2014,55
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, other",2014,20
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,2014,579
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geochemistry,2014,85
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geology,2014,130
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geomorphology, glacial geology",2014,25
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geophysics and seismology,2014,151
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Mineralogy and petrology,2014,15
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Paleontology,2014,38
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Stratigraphy and sedimentation,2014,15
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, general",2014,60
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, other",2014,60
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,2014,320
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Hydrology and water resources,2014,63
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine biology and biological oceanography,2014,111
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine sciences,2014,41
